k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9866885775700212, -1.073362223803997, -0.9924468705430627, -1.0595652721822262, -0.9764597937464714, -0.7127970159053802, -0.9397394508123398, -0.9819909334182739, -0.9977994414512068, -0.8583152592182159, -1.0172530822455883, -0.9910681545734406, -0.8541919738054276, -1.049816370010376, -1.1698056757450104, -0.7184103429317474, -1.14296954870224, -1.0722037479281425, -1.0031324499286711, -0.8880826979875565, -1.1316819190979004, -1.1255651116371155, -1.035922184586525, -0.892702229321003, -0.9299542754888535, -0.915160283446312, -0.8648232668638229, -0.9564797729253769, -0.8684248924255371, -0.9154285490512848, -1.0221348609775305, -1.0996938198804855, -1.0088267382234335, -0.9607827439904213, -0.8901603370904922, -1.043264202773571, -0.9752046074718237, -0.8715673387050629, -0.9770266804844141, -1.006744374986738, -0.9940700549632311, -1.0419639311730862, -1.0820213854312897, -1.1595488935709, -0.8786033093929291, -0.9636234194040298, -1.0326995588839054, -0.9541270770132542, -0.9379170909523964, -0.9257977157831192, -0.966147817671299, -0.9601988531649113, -1.1558500826358795, -1.0214271619915962, -1.013150372542441, -1.0285292491316795, -0.7640612423419952, -1.1061751320958138, -0.9792045671492815, -1.0514720976352692, -0.8336027413606644, -0.8318304121494293, -0.987543641589582, -1.1939521431922913, -1.0167662259191275, -1.0035257413983345, -1.0564266666769981, -1.0150093706324697, -1.2153047621250153, -1.0735615491867065, -0.9382244870066643, -0.9299697130918503, -1.0133839650079608, -0.9406472593545914, -1.1642467081546783, -0.9538675658404827, -1.1572192013263702, -0.856642484664917, -0.9756929371505976, -0.9356280937790871, -1.0621009543538094, -1.001968702301383, -1.1201469004154205, -1.0438699573278427, -0.9028490856289864, -0.912967249751091, -0.9874090887606144, -0.999416284263134, -1.0931664854288101, -1.0408903174102306, -0.7699706703424454, -0.8609019666910172, -0.8486586064100266, -0.9929737723432481, -0.982149887830019, -0.8642725944519043, -0.9411901608109474, -1.0073360837996006]|63833.2734375000000000|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
       2|[-1.2987967962399125, -1.3626528605818748, -0.9787549544125795, -1.0075079649686813, -0.9827787429094315, -0.7569666542112827, -0.7218495458364487, -0.5121238827705383, -0.7069752069655806, -0.7135890275239944, -1.187967237085104, -0.69947150349617, -0.8435948230326176, -1.075547493994236, -0.9716641753911972, -0.5761600434780121, -1.2848970144987106, -1.0505985096096992, -0.7303997748531401, -0.8313694335520267, -1.1473392210900784, -1.068087637424469, -0.9544395878911018, -0.9256879687309265, -1.011087141931057, -1.243164286017418, -0.6742939054965973, -0.7139917016029358, -0.989856980741024, -1.0950380563735962, -1.2395695056766272, -1.3854169100522995, -1.0972070451825857, -0.7192993387579918, -0.9865157455205917, -0.9487102404236794, -1.0712599959224463, -0.8782999813556671, -0.8825872335582972, -0.8739760569296777, -0.6567153949290514, -1.2829379104077816, -0.8571204990148544, -1.1153191663324833, -1.1355086266994476, -0.6817764788866043, -0.554823849350214, -0.7331455387175083, -1.297754742205143, -1.0998550802469254, -1.3979644253849983, -1.1497837491333485, -0.8975218236446381, -1.2146898284554482, -0.7882235432043672, -1.1470189690589905, -0.4876627027988434, -0.8241092041134834, -0.8160193283110857, -1.007219359278679, -0.6546080261468887, -0.7570571005344391, -0.9611569931730628, -1.0695356726646423, -0.7109288033097982, -1.051273088902235, -0.5604179427027702, -0.936885085888207, -1.0725772678852081, -0.8331112265586853, -0.6226541325449944, -0.8996502663940191, -0.9577680928632617, -0.9894682466983795, -1.3116978704929352, -0.885204266756773, -1.2940936386585236, -0.778783805668354, -0.9568354580551386, -0.7299298420548439, -1.0882949754595757, -1.0706063117831945, -1.222024843096733, -1.1292253285646439, -0.9307486489415169, -1.0282477363944054, -1.0389082878828049, -0.881544753909111, -0.8670363873243332, -0.7938444726169109, -0.7200293615460396, -1.151745542883873, -0.6782796531915665, -0.7131067193113267, -0.9421856440603733, -0.5458106696605682, -0.7412129864096642, -1.299440924078226]|62563.5742187500000000|      4.00000000|[129, 0, 0, 2]                                                             | | GPS sucess | actual_k=0
      41|[0.6784384403016483, 0.6471517942180823, 0.4892723204454585, 0.2200306135296454, 0.436809868816972, 0.8629229914237337, -0.0506188253654493, 0.6872950954943551, 0.4334991678325125, 0.7715136358197997, 0.6947665986018232, 0.389211604012878, 0.5709335580878776, 0.0997059727107135, 0.4782855613216248, 0.4838372948284597, 0.3121414389732938, 0.2312830970702483, 0.5146092052740202, 0.32614913712533, 0.4325574218923056, 0.6102818327825031, -0.2318155574204065, 0.4890643341909581, 0.7141342931841362, 0.6928678897616566, 0.5928596188769988, 0.387876645029559, 0.9677292771557046, 0.8848588848105589, 0.4504389281749185, -0.2892013073374511, -0.3389066950888111, 1.0229758784697478, 1.2106672054405372, 1.7030197229046056, 0.4732052576918642, -0.2866566900751361, 0.3362502858165975, 0.0952238078415524, -0.1644205291400727, -0.2597571936079497, 0.7407226122900588, 0.8205980726376111, 0.8622054366192313, 0.458355910531973, 0.1271889938759506, -0.1742204497096474, 0.2279325739416982, -0.8163942994755611, 1.0383332565897496, 0.5938341702605321, 0.7070963392092695, 0.8608117419833805, 0.6657574488488467, 1.040707683926216, 1.0134691447434754, 0.926763152855791, 0.5893031291826435, 0.01013832405687, 0.7654320918057084, 1.2506109860509715, 1.213445775100768, 0.6359324413014933, 0.0763430741433185, 0.2603013010622515, 0.4056704313290846, 0.302945210905411, -0.0100643478833538, 0.7666657972116752, 0.4392525899070078, 0.3648920984454034, 0.3433358305531958, 0.2118161335039549, 0.0888290967801442, 0.512667730386573, 1.0213169739094292, 0.8937349812254163, 0.5892661029068795, 0.7558042532403741, 0.6487168838087071, 0.0317720433776354, -0.6461107056474218, 0.7993123894662574, 0.4935928453108656, 0.3512028934644565, 0.1939469103731873, 0.5186619318525939, -0.1227643546247727, 0.2893257784479599, 0.107771350884716, -0.5535821711807165, 0.6934214938190566, -0.529751886115242, 0.4511887727932183, 0.4480469980395356, -1.0995215454719804, -3.038046978168264]|33227.4257812500000000|      2.00000000|[5919, 0, 0, 95]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      42|[1.0219086120150935, 0.8761848172517096, 0.4936696014413613, 0.4529923841618582, 0.9226736186666566, 0.7440854540506723, 0.0128921589564685, 0.3108465167535184, 0.6460430328899851, 1.328659712422491, 0.7033802963486956, 0.2415774334765578, 0.5747811293303042, 0.3659453640046055, 0.4787104609079359, 0.4620761330038413, 0.3598377819541697, 0.3870475324031354, 0.8059292258966244, 0.2513632814597158, 0.5041922274318391, 0.2983481039687967, 0.1394866038363994, 0.0829750512689181, 0.9265551252279359, 0.6849468430350601, 0.560323546340285, 0.5576800743213466, 0.8959852527173515, 1.0972834813348187, 0.5294833768664714, -0.1012583457567358, -0.1673008941805577, 1.2211210276113325, 1.559115410120921, 1.2607892371267977, 0.5149102362109009, -0.1765014927649361, 0.2364297229220647, 0.3729936604007958, -0.1967899605078614, -0.318167913640117, 0.8327872399858143, 1.0754345381381119, 0.8908631514139314, 0.5673684317462167, -0.0665939575365055, -0.0819364355674007, 0.142435363259957, -0.6806105681530039, 0.9179726034682388, 0.4876875932866527, 0.7299833357863322, 1.0515911566689629, 0.8160571010456955, 0.7993542782278876, 0.7922195326334325, 0.9920622748096496, 0.6666453230886784, 0.2522837056506296, 0.8893313152079989, 1.396394542541656, 1.2203749296638142, 0.7396334109298532, 0.2662249164453856, 0.2038844825339869, 0.6614218308914535, 0.4746211010404159, 0.2222564058892937, 0.5639728587887161, 0.6720808510826985, 0.4024307500907033, 0.2422438094292504, 0.200940201136237, 0.336253642102104, 0.6748518852331084, 0.9861498515023044, 0.9687919020980553, 0.7908711253831378, 1.2056409725240387, 0.6977396196199517, 0.2126747596054686, -0.5908782472778965, 0.539777131720238, 0.4168378139694697, 0.6317290910866921, 0.0028648026877098, 0.0794122460173223, 0.2193358693022809, 0.201308385588717, 0.0619062488231378, -0.569853335552437, 0.4193018875957841, -0.5262147227207795, 0.4326232820629167, 0.5826421742246551, -1.1824664945327348, -2.976290383669767]|32955.8007812500000000|      4.00000000|[6044, 0, 0, 97]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      43|[1.0219086120150935, 0.8761848172517096, 0.4936696014413613, 0.4529923841618582, 0.9226736186666566, 0.7440854540506723, 0.0128921589564685, 0.3108465167535184, 0.6460430328899851, 1.328659712422491, 0.7033802963486956, 0.2415774334765578, 0.5747811293303042, 0.3659453640046055, 0.4787104609079359, 0.4620761330038413, 0.3598377819541697, 0.3870475324031354, 0.8059292258966244, 0.2513632814597158, 0.5041922274318391, 0.2983481039687967, 0.1394866038363994, 0.0829750512689181, 0.9265551252279359, 0.6849468430350601, 0.560323546340285, 0.5576800743213466, 0.8959852527173515, 1.0972834813348187, 0.5294833768664714, -0.1012583457567358, -0.1673008941805577, 1.2211210276113325, 1.559115410120921, 1.2607892371267977, 0.5149102362109009, -0.1765014927649361, 0.2364297229220647, 0.3729936604007958, -0.1967899605078614, -0.318167913640117, 0.8327872399858143, 1.0754345381381119, 0.8908631514139314, 0.5673684317462167, -0.0665939575365055, -0.0819364355674007, 0.142435363259957, -0.6806105681530039, 0.9179726034682388, 0.4876875932866527, 0.7299833357863322, 1.0515911566689629, 0.8160571010456955, 0.7993542782278876, 0.7922195326334325, 0.9920622748096496, 0.6666453230886784, 0.2522837056506296, 0.8893313152079989, 1.396394542541656, 1.2203749296638142, 0.7396334109298532, 0.2662249164453856, 0.2038844825339869, 0.6614218308914535, 0.4746211010404159, 0.2222564058892937, 0.5639728587887161, 0.6720808510826985, 0.4024307500907033, 0.2422438094292504, 0.200940201136237, 0.336253642102104, 0.6748518852331084, 0.9861498515023044, 0.9687919020980553, 0.7908711253831378, 1.2056409725240387, 0.6977396196199517, 0.2126747596054686, -0.5908782472778965, 0.539777131720238, 0.4168378139694697, 0.6317290910866921, 0.0028648026877098, 0.0794122460173223, 0.2193358693022809, 0.201308385588717, 0.0619062488231378, -0.569853335552437, 0.4193018875957841, -0.5262147227207795, 0.4326232820629167, 0.5826421742246551, -1.1824664945327348, -2.976290383669767]|32955.8007812500000000|      2.00000000|[6230, 0, 0, 100]                                                          |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      44|[1.0331456388068654, 1.1049172952861943, 0.7249188621333774, 0.5817224860533728, 0.5734668114235206, 1.0429518115594372, 0.110627801503101, 0.3819582384271485, 0.7137758200446767, 0.6807457575231242, 0.9917020004929131, 0.1873263373240568, 0.5044334643379106, 0.37666534605054, 0.6529132762402617, 0.3855633941666063, 0.5277505833807492, 0.3170470640604697, 0.6025069923767216, 0.3471068890397699, 0.636061309268444, 0.7313682539836324, 0.0554071616614629, 0.3967758989283999, 0.4926468779271119, 0.7514214288175268, 0.3761261798394445, 0.7154276226954377, 1.1177656761794603, 1.44451441902695, 0.3662945716571446, -0.2445204993014149, -0.2090759393220895, 1.1445473176680139, 1.2870389282520125, 1.2530628417527319, 0.5702495932017463, -0.1677630864082674, 0.2488550763699331, 0.3090897430334598, -0.3123470949624836, -0.2097934323865533, 1.045275087727509, 0.8405220753894117, 0.8916797850130195, 0.4311816928045173, 0.1033983643814893, 0.0034853567493027, 0.4386939813191327, -0.7310704761313415, 0.7731444901926205, 0.6188348683010518, 0.6884059873677586, 1.090616409550566, 1.0088798675291606, 1.072674407499306, 0.9752201056112482, 0.7162878431570239, 0.7377940985058202, 0.4557392037226678, 0.8547843295165382, 0.9423362569507223, 1.2811439381543848, 0.7168155105254469, 0.3846553507519412, 0.539853942831381, 0.5239717836832292, 0.7065434330511772, 0.210051954377189, 0.7885949201168945, 0.5580346515577146, 0.473086086104121, 0.47816535334243, 0.2921901104923308, 0.2744628129308231, 0.9805262076862711, 0.4569291826385743, 0.8909791957416248, 0.9532895541974606, 1.0739353531594398, 0.9888970250453383, -0.014189815999632, -0.3184379892763196, 0.4269972064996548, 0.5591518520912656, 0.4900173567895886, 0.1990780033078584, 0.1155744317960565, 0.0623865107658005, 0.3760194997929741, 0.2790132066628896, -0.5850847904663944, 0.5326473532266188, -0.4746155587549297, 0.4933410593244761, 0.4089935045525976, -1.0078335910354697, -2.641634836469567]|32725.5156250000000000|      4.00000000|[6355, 0, 0, 102]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      45|[1.0331456388068654, 1.1049172952861943, 0.7249188621333774, 0.5817224860533728, 0.5734668114235206, 1.0429518115594372, 0.110627801503101, 0.3819582384271485, 0.7137758200446767, 0.6807457575231242, 0.9917020004929131, 0.1873263373240568, 0.5044334643379106, 0.37666534605054, 0.6529132762402617, 0.3855633941666063, 0.5277505833807492, 0.3170470640604697, 0.6025069923767216, 0.3471068890397699, 0.636061309268444, 0.7313682539836324, 0.0554071616614629, 0.3967758989283999, 0.4926468779271119, 0.7514214288175268, 0.3761261798394445, 0.7154276226954377, 1.1177656761794603, 1.44451441902695, 0.3662945716571446, -0.2445204993014149, -0.2090759393220895, 1.1445473176680139, 1.2870389282520125, 1.2530628417527319, 0.5702495932017463, -0.1677630864082674, 0.2488550763699331, 0.3090897430334598, -0.3123470949624836, -0.2097934323865533, 1.045275087727509, 0.8405220753894117, 0.8916797850130195, 0.4311816928045173, 0.1033983643814893, 0.0034853567493027, 0.4386939813191327, -0.7310704761313415, 0.7731444901926205, 0.6188348683010518, 0.6884059873677586, 1.090616409550566, 1.0088798675291606, 1.072674407499306, 0.9752201056112482, 0.7162878431570239, 0.7377940985058202, 0.4557392037226678, 0.8547843295165382, 0.9423362569507223, 1.2811439381543848, 0.7168155105254469, 0.3846553507519412, 0.539853942831381, 0.5239717836832292, 0.7065434330511772, 0.210051954377189, 0.7885949201168945, 0.5580346515577146, 0.473086086104121, 0.47816535334243, 0.2921901104923308, 0.2744628129308231, 0.9805262076862711, 0.4569291826385743, 0.8909791957416248, 0.9532895541974606, 1.0739353531594398, 0.9888970250453383, -0.014189815999632, -0.3184379892763196, 0.4269972064996548, 0.5591518520912656, 0.4900173567895886, 0.1990780033078584, 0.1155744317960565, 0.0623865107658005, 0.3760194997929741, 0.2790132066628896, -0.5850847904663944, 0.5326473532266188, -0.4746155587549297, 0.4933410593244761, 0.4089935045525976, -1.0078335910354697, -2.641634836469567]|32725.5156250000000000|      2.00000000|[6541, 0, 0, 105]                                                          |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      46|[1.003706029224514, 0.9151594987469889, 0.7328269624203313, 0.6487634657584941, 0.3241046408724531, 0.7652147921115091, 0.2075464257550871, 0.6710267305584225, 1.006880224546435, 0.8083452191696161, 0.5097675510095006, 0.6975395480158784, 0.6576956647569757, 0.3282585880277307, 0.3566501656321234, 0.4478146068108683, 0.6560170929693319, 0.4360064731296815, 0.6852494793885117, 0.2939903304675592, 0.3347055747168072, 0.4492747409370051, 0.5615452924701372, 0.5736906843448771, 0.2323002152228861, 0.9203657264022782, 0.3866959915507113, 1.0243572480434078, 1.2463627882138684, 1.4506519891115663, 0.2452828795146464, -0.0377912705599949, -0.1799832494329191, 0.9773846543405738, 1.278120368652917, 1.418198504038214, 0.2613968592440077, -0.1326824180635625, 0.4855741949548994, 0.2076919823550814, -0.0645263981608715, -0.305769960686191, 0.8437821485594077, 1.1135750323694351, 0.8956992917218892, 0.5024170850680567, -0.0173826764267593, 0.1348811857129171, 0.5939751866109027, -0.4496735222404164, 0.6905851128414402, 0.5670744802219525, 1.010802177691089, 0.8908548583958354, 0.9633988115538279, 1.1079001273080973, 1.0831307204461467, 0.6786053825573983, 0.9284576618067147, 0.5308558281728571, 0.9442147553332518, 1.143751951654401, 1.2294538677493039, 0.8118109132088442, 0.2319115343093726, 0.1383451348381602, 0.4728695906179292, 0.7060711646045827, 0.5053093066649177, 0.99888649775313, 0.6739940852066846, 0.4548796481610285, 0.7134347517859465, 0.5778474012052879, 0.2732276960915803, 1.2677598239590129, 0.7191754329488524, 0.8231800331360124, 1.10424253746235, 1.0457540783945378, 0.6639974970816818, -0.1677147616093561, -0.2233494248480983, 0.4569096671932675, 0.6245986645738173, 0.1680983641450338, 0.3160703597455022, 0.1079670739747221, 0.3835579695323712, 0.4991521681523433, 0.2047653411756106, -0.0877649323800317, 0.6358897372056388, -0.3965006907638552, 0.5045066254458226, 0.3266613530283237, -0.669986707314365, -2.762416776458073]|32468.3144531250000000|      4.00000000|[6666, 0, 0, 107]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      47|[1.003706029224514, 0.9151594987469889, 0.7328269624203313, 0.6487634657584941, 0.3241046408724531, 0.7652147921115091, 0.2075464257550871, 0.6710267305584225, 1.006880224546435, 0.8083452191696161, 0.5097675510095006, 0.6975395480158784, 0.6576956647569757, 0.3282585880277307, 0.3566501656321234, 0.4478146068108683, 0.6560170929693319, 0.4360064731296815, 0.6852494793885117, 0.2939903304675592, 0.3347055747168072, 0.4492747409370051, 0.5615452924701372, 0.5736906843448771, 0.2323002152228861, 0.9203657264022782, 0.3866959915507113, 1.0243572480434078, 1.2463627882138684, 1.4506519891115663, 0.2452828795146464, -0.0377912705599949, -0.1799832494329191, 0.9773846543405738, 1.278120368652917, 1.418198504038214, 0.2613968592440077, -0.1326824180635625, 0.4855741949548994, 0.2076919823550814, -0.0645263981608715, -0.305769960686191, 0.8437821485594077, 1.1135750323694351, 0.8956992917218892, 0.5024170850680567, -0.0173826764267593, 0.1348811857129171, 0.5939751866109027, -0.4496735222404164, 0.6905851128414402, 0.5670744802219525, 1.010802177691089, 0.8908548583958354, 0.9633988115538279, 1.1079001273080973, 1.0831307204461467, 0.6786053825573983, 0.9284576618067147, 0.5308558281728571, 0.9442147553332518, 1.143751951654401, 1.2294538677493039, 0.8118109132088442, 0.2319115343093726, 0.1383451348381602, 0.4728695906179292, 0.7060711646045827, 0.5053093066649177, 0.99888649775313, 0.6739940852066846, 0.4548796481610285, 0.7134347517859465, 0.5778474012052879, 0.2732276960915803, 1.2677598239590129, 0.7191754329488524, 0.8231800331360124, 1.10424253746235, 1.0457540783945378, 0.6639974970816818, -0.1677147616093561, -0.2233494248480983, 0.4569096671932675, 0.6245986645738173, 0.1680983641450338, 0.3160703597455022, 0.1079670739747221, 0.3835579695323712, 0.4991521681523433, 0.2047653411756106, -0.0877649323800317, 0.6358897372056388, -0.3965006907638552, 0.5045066254458226, 0.3266613530283237, -0.669986707314365, -2.762416776458073]|32468.3144531250000000|      2.00000000|[6852, 0, 0, 110]                                                          |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      48|[0.7566330105397324, 0.9906003380215859, 0.8049648370227553, 0.9610665372247325, 0.7976265873552721, 0.5070198586232746, 0.4116513593240772, 0.9040148122767313, 0.9719794369661718, 0.7517324163398814, 0.6104235168920727, 0.7749879272684663, 0.6452573830464599, 0.0919773274843645, 0.5177031890487149, 0.3920139205104287, 0.8479070188294472, 0.4156592894571813, 0.7862097658255165, 0.6986629444971906, 0.0298011526936377, 0.5493843555740324, 0.837523935044558, 0.5190382282584004, 0.6352299005933584, 0.6997882113495806, 0.0902189319661885, 0.9935328800996948, 1.2215544052055116, 1.6930119322233594, 0.2248055866946413, 0.073812409419553, 0.0601649609254346, 0.9806611060233268, 1.2649685731887756, 1.450742545264166, 0.4047497807975028, 0.0827165135305354, 0.7109644671416242, 0.6469724802046108, -0.356340961532403, -0.3853325279789466, 1.1446243833793313, 0.9893397127448479, 1.0225838192938794, 0.4409817427330987, 0.0946922998681556, 0.6510975643291835, 0.4773271053838904, -0.2315962307865057, 0.6162983828955719, 0.7319428091401041, 1.2191725437554448, 1.2544577174433982, 1.1946823624694314, 1.1562254677306674, 1.021094250800996, 0.8483950552205077, 0.5975784466327944, 0.5966202837586438, 0.9334998714105978, 1.12866574469019, 1.199096468971072, 0.866629806817229, 0.2664031728631908, 0.2303714925959408, 0.582902024619236, 0.9861895569100194, 0.591437910512235, 0.7790627292618406, 0.7703261402162479, 0.490157790610619, 0.8746100312431888, 0.6143968988319481, 0.5968054771982331, 0.8325242328630834, 0.8841119592238883, 0.8123189357891181, 1.3844557223938125, 1.2413521595329016, 0.7720742235424164, 0.0030550647834037, 0.0032659986935098, 0.081561442228989, 0.6381213410879837, 0.4177602050512832, 0.3317839304208764, 0.1426603470853491, 0.5426855303642368, 0.6289638753272588, 0.2473545005605208, 0.0900730655442267, 0.4264774644183374, -0.2886978435665236, 0.5775856789672745, 0.1596866595294658, -0.8576168751928961, -3.081872353103971]|32050.7226562500000000|      4.00000000|[6977, 0, 0, 112]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
      49|[0.7566330105397324, 0.9906003380215859, 0.8049648370227553, 0.9610665372247325, 0.7976265873552721, 0.5070198586232746, 0.4116513593240772, 0.9040148122767313, 0.9719794369661718, 0.7517324163398814, 0.6104235168920727, 0.7749879272684663, 0.6452573830464599, 0.0919773274843645, 0.5177031890487149, 0.3920139205104287, 0.8479070188294472, 0.4156592894571813, 0.7862097658255165, 0.6986629444971906, 0.0298011526936377, 0.5493843555740324, 0.837523935044558, 0.5190382282584004, 0.6352299005933584, 0.6997882113495806, 0.0902189319661885, 0.9935328800996948, 1.2215544052055116, 1.6930119322233594, 0.2248055866946413, 0.073812409419553, 0.0601649609254346, 0.9806611060233268, 1.2649685731887756, 1.450742545264166, 0.4047497807975028, 0.0827165135305354, 0.7109644671416242, 0.6469724802046108, -0.356340961532403, -0.3853325279789466, 1.1446243833793313, 0.9893397127448479, 1.0225838192938794, 0.4409817427330987, 0.0946922998681556, 0.6510975643291835, 0.4773271053838904, -0.2315962307865057, 0.6162983828955719, 0.7319428091401041, 1.2191725437554448, 1.2544577174433982, 1.1946823624694314, 1.1562254677306674, 1.021094250800996, 0.8483950552205077, 0.5975784466327944, 0.5966202837586438, 0.9334998714105978, 1.12866574469019, 1.199096468971072, 0.866629806817229, 0.2664031728631908, 0.2303714925959408, 0.582902024619236, 0.9861895569100194, 0.591437910512235, 0.7790627292618406, 0.7703261402162479, 0.490157790610619, 0.8746100312431888, 0.6143968988319481, 0.5968054771982331, 0.8325242328630834, 0.8841119592238883, 0.8123189357891181, 1.3844557223938125, 1.2413521595329016, 0.7720742235424164, 0.0030550647834037, 0.0032659986935098, 0.081561442228989, 0.6381213410879837, 0.4177602050512832, 0.3317839304208764, 0.1426603470853491, 0.5426855303642368, 0.6289638753272588, 0.2473545005605208, 0.0900730655442267, 0.4264774644183374, -0.2886978435665236, 0.5775856789672745, 0.1596866595294658, -0.8576168751928961, -3.081872353103971]|32050.7226562500000000|      2.00000000|[7163, 0, 0, 115]                                                          |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      50|[1.149997668321505, 0.8662689379611571, 0.716159576297764, 0.9722959243126679, 0.9635358017770062, 0.1402667680868115, 0.5842210023536142, 0.8262813468561502, 0.897513745677647, 0.850754989872089, 0.8776424159553498, 0.819894781684167, 0.6576991963183202, 0.2676142011227399, 0.6703378636822556, 0.5050642990204486, 0.8230629596627969, 0.4516287172013897, 0.9640922614800954, 0.4797592029963852, -0.3364996454452216, 0.5061324465470312, 0.7786668900822842, 0.5574010881611142, 0.8331220431811425, 0.6257011681598055, 0.359303450543624, 1.154052469930562, 1.489892150083377, 1.5696099642441141, 0.4254090224830477, -0.0499941227697988, 0.0132345337155719, 1.0269608561016608, 1.213113830250683, 1.281273236799155, 0.4512764656364442, 0.2134074612798505, 0.6725842763456982, 0.1229404195578445, 0.0374431380568633, -0.4070523497294782, 0.908162739957815, 1.1851294513701915, 1.0240681771202356, 0.6342177206974162, 0.1428612539781804, 0.7815073179817635, 0.2563132502031549, -0.0811182764864312, 0.4635734498151499, 1.1370075000036561, 1.0696296429455812, 1.3569297749654816, 1.2999911709476215, 1.0954911815690052, 1.1031218445496513, 1.0133399833679335, 1.1496204394196736, 0.7532494040314259, 1.32853108454001, 1.1618516492246038, 1.1787786013353514, 0.7279747381279871, 0.7529403953166662, 0.3593973045836532, 0.8772602529854727, 0.8284812860913054, 0.2937140115334081, 0.6498183517430103, 0.6732671672566848, 0.4776168417165478, 1.083672979150674, 0.7126527669715849, 0.6587883395976617, 1.0462060918061582, 0.9222950224135457, 0.8689832021700556, 0.9940523981154621, 1.274928964028171, 0.9390166350901826, 0.1557334733739592, 0.2288857258092235, 0.0876441567587777, 0.3752051690760725, 0.5510658609646903, 0.2743770125669155, 0.2978399003184429, 0.8199814561229348, 0.5001365616950412, 0.598321435715569, 0.2372689789145212, 0.4362766124012927, -0.6117265984310423, 0.4526529219811824, 0.0022566391553625, -0.9771364592165024, -3.430000993088295]|31623.7265625000000000|      4.00000000|[7288, 0, 0, 117]                                                          |  | trying linear partial model with 65 points | iterate success | actual_k=0
