k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0248679649084806, -1.1393651068210602, -0.9064313545823097, -0.95752327516675, -1.018592707812786, -0.954819280654192, -1.0493574813008308, -1.027776189148426, -1.0020297111477703, -0.8627183437347412, -0.8834180235862732, -0.9066193029284477, -0.9749593753367662, -1.1315398961305618, -0.9099149331450462, -1.1717585176229477, -1.0927587524056435, -1.0368389450013638, -0.8405336737632751, -1.02851471491158, -1.2010444104671478, -1.0096857510507107, -1.0191686432808638, -1.025256311520934, -0.9163161143660545, -0.999353299557697, -0.9534221589565277, -0.9420962408185005, -0.9107986316084862, -1.0026173668447882, -1.0520927608013153, -1.0082740224897861, -1.0317076109349728, -0.9998738061258337, -0.9463881105184555, -1.075275756418705, -0.9526410922408104, -1.087555080652237, -0.9013016670942307, -1.1236860826611519, -0.9639662094414234, -1.1441982984542847, -0.982312273234129, -0.8240799903869629, -0.9946425543166697, -0.7678342014551163, -1.0454555004835129, -0.9548297338187695, -0.9056152775883675, -1.0820708721876144, -1.0037554453592747, -1.1411691308021545, -1.08453518897295, -0.9785346370190382, -0.7233686447143555, -0.8175257295370102, -1.0249095298349857, -0.9151237532496452, -1.0464932806789875, -0.9485486932098866, -0.9663412868976593, -1.0072736842557788, -0.967936746776104, -0.8264208137989044, -1.1997365206480026, -1.054522767663002, -1.0633334070444107, -0.9709948021918535, -0.8544411510229111, -1.1525865346193314, -0.8360612541437149, -1.132701337337494, -0.9787360038608313, -0.9640728868544102, -0.9782223589718342, -1.0686106756329536, -0.8093830496072769, -0.9337775260210037, -0.9940298334695399, -0.9194006472826004, -0.9566824175417423, -1.0151109462603927, -0.848463699221611, -1.0489164479076862, -1.0067060198634863, -0.9865479040890932, -0.9231436923146248, -0.9268777519464493, -1.0734832286834717, -0.8585892617702484, -0.8684144467115402, -0.9170662686228752, -0.9476570747792721, -0.8578427881002426, -0.9008448347449303, -0.8014173358678818, -1.0072293295525014, -0.7695094645023346]|63364.9570312500000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      34|[0.3001165298239114, 0.13109868020236, -0.0292916921640225, -0.5110751202000272, 0.1892342406566918, -1.3241077257807714, 0.7061018414310415, -0.3452959797650405, 1.6871725589740814, 0.1958982090059528, -0.4272575667196242, 0.2048483354642497, -0.9206288691881935, -0.5943798861755957, -1.8049414064118583, 0.5680582910865855, 0.3327145113822275, -0.8118061534716806, -1.5635715201485345, 1.198267743247487, 0.9222749476370303, 0.218752794994884, -0.4210432893896748, 1.9549797681029224, -0.5629253566942709, 0.2308417877997217, -0.9271765400566951, 1.0698254657643036, -0.1334440623448325, -1.4083378102855826, 0.308426140616476, 0.9474566412894132, 1.0884726848547954, 1.312434074370666, 0.5130654561625503, 0.4118281812642584, -0.0058799067676333, 0.3051090791345252, 0.0784742021671855, 0.7838485027126241, -0.7834973155110274, -0.9533154434259128, -0.5413000435701869, -0.1873458697036212, 0.9662059418357264, -0.210371946310814, -0.4015883099440278, -1.7432725230199615, 0.2570171344434264, -0.7781930725665152, -0.2227217449186298, 0.0473975129009086, -1.2857747555326204, -0.3466698626682767, 0.7208875477470471, 0.625737444147581, -0.6884930863273496, 0.712644836420475, 0.1905316753418272, 1.0056875544422044, 0.5776654367404763, -0.1476208730523165, 0.1953036105199036, -0.3976433060329488, 1.0361966095439958, 1.0910739374242922, 0.2567432261983031, -0.6966876097007881, -0.1643742224890133, 0.48397952622582, 0.7104689517935314, 0.8021734716149607, 0.3593010281867755, -0.455575160479072, -1.7000383035508626, -0.4986602238238322, -0.3597961824162582, -0.2867005828935167, 0.925890267678581, 1.5088301423945276, 1.3549640048897382, 0.8249934504091834, -0.4644975396318204, -0.2766771047188301, -0.9973954045335378, 1.5111748908705318, 1.0737507277279508, -0.8560304225981936, -0.6432964622520316, 0.7578221800085608, 0.9254117916105083, -0.0636523831885681, -1.1356162043179912, 0.155703878917278, -0.9773619103206809, -1.4037636415949528, -1.3335138817465282, -0.0805206247090153]|41726.1250000000000000|      4.00000000|[2461, 390, 0, 195]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[0.0268167697085129, 0.5140653116740185, -0.7124650032727213, -0.6751973406739136, -0.1340063174029256, -1.2328540699315351, 0.5689169639478391, -0.7441340323613577, 1.7330427089621876, 0.5811685940258845, -0.1699270918091325, 0.0068416270061563, -0.0169805379508221, -0.4754070163191719, -1.8703276706816037, 0.127094029015214, 0.6563034492700067, -0.6957399044767437, -0.396181312151336, 1.1205289537647785, 1.348604552005964, 0.6042977643879484, 0.5144797679487537, 1.6162184107750348, -0.1478505843139648, -0.135964791411268, -0.7101131615382908, 1.4535494131212057, -0.1846735127945194, -1.305381719689847, 0.4358142199261196, 0.4198878940935254, 1.923094093316792, 1.4735443945399849, 0.0874701607730686, 0.1853148104417751, 0.0763817786263131, 0.3308390743009871, 0.4852234886789578, 0.6884478359643478, -0.6854144199916836, -0.8307753348502313, -0.7467748485760657, -0.1615106035099483, 1.0632524696880088, 0.4765310328144909, -0.4627999346597529, -1.6956359403503425, 0.672434083143804, -0.4433689394190937, -0.4063103272563825, -0.1050757913926017, -1.15509513188328, 0.6642132813253974, 0.3091116489127066, 0.6360281511212811, -1.128440766507535, 0.7492263294101189, 0.6458342474634566, 0.3547459581913368, 0.6819959957151098, -0.2915798502891145, 0.5536850170342666, -0.9508404406337512, 0.8489844614305544, 0.9651516583412709, -0.542387792465199, -0.3289020971602705, -0.0036507362729352, -0.1373660274189105, 0.3996373048310113, 0.7798723629823269, 0.4267530479182546, -0.1428310921664541, -1.709350801779361, -0.1989187047321717, -0.6881696156886004, 0.1472635516061788, 0.8869646001887687, 1.6777722202207221, 1.5413173459650218, 0.3637762589717968, -0.6737742812106304, -0.512566421348843, -1.7142492591695146, 0.9577678253107894, 1.0356711425909761, 0.1069936093642603, -0.838976400843, 1.281650382928278, 0.3931030663657913, 0.0814232021564792, -0.6856363975828339, 0.4271110349488456, -0.5359275093999398, -1.1287495388966908, -1.0868174142766844, 0.5405319788332026]|41251.5273437500000000|      8.00000000|[2487, 394, 0, 197]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      36|[0.0268167697085129, 0.5140653116740185, -0.7124650032727213, -0.6751973406739136, -0.1340063174029256, -1.2328540699315351, 0.5689169639478391, -0.7441340323613577, 1.7330427089621876, 0.5811685940258845, -0.1699270918091325, 0.0068416270061563, -0.0169805379508221, -0.4754070163191719, -1.8703276706816037, 0.127094029015214, 0.6563034492700067, -0.6957399044767437, -0.396181312151336, 1.1205289537647785, 1.348604552005964, 0.6042977643879484, 0.5144797679487537, 1.6162184107750348, -0.1478505843139648, -0.135964791411268, -0.7101131615382908, 1.4535494131212057, -0.1846735127945194, -1.305381719689847, 0.4358142199261196, 0.4198878940935254, 1.923094093316792, 1.4735443945399849, 0.0874701607730686, 0.1853148104417751, 0.0763817786263131, 0.3308390743009871, 0.4852234886789578, 0.6884478359643478, -0.6854144199916836, -0.8307753348502313, -0.7467748485760657, -0.1615106035099483, 1.0632524696880088, 0.4765310328144909, -0.4627999346597529, -1.6956359403503425, 0.672434083143804, -0.4433689394190937, -0.4063103272563825, -0.1050757913926017, -1.15509513188328, 0.6642132813253974, 0.3091116489127066, 0.6360281511212811, -1.128440766507535, 0.7492263294101189, 0.6458342474634566, 0.3547459581913368, 0.6819959957151098, -0.2915798502891145, 0.5536850170342666, -0.9508404406337512, 0.8489844614305544, 0.9651516583412709, -0.542387792465199, -0.3289020971602705, -0.0036507362729352, -0.1373660274189105, 0.3996373048310113, 0.7798723629823269, 0.4267530479182546, -0.1428310921664541, -1.709350801779361, -0.1989187047321717, -0.6881696156886004, 0.1472635516061788, 0.8869646001887687, 1.6777722202207221, 1.5413173459650218, 0.3637762589717968, -0.6737742812106304, -0.512566421348843, -1.7142492591695146, 0.9577678253107894, 1.0356711425909761, 0.1069936093642603, -0.838976400843, 1.281650382928278, 0.3931030663657913, 0.0814232021564792, -0.6856363975828339, 0.4271110349488456, -0.5359275093999398, -1.1287495388966908, -1.0868174142766844, 0.5405319788332026]|41251.5273437500000000|      4.00000000|[2601, 412, 0, 206]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      37|[-0.3008243895875228, 0.3433321578539806, -0.9088181556670161, -0.6779608490272959, -0.6915733177920247, -1.0041951106620115, 0.2291909331212705, -1.0573424037621908, 1.9693244764497135, -0.2495432475573675, 0.1050448999682876, 0.1778876009031366, -0.3474844487307751, -0.4454884481103583, -1.3922631038309414, 0.2376825572310992, 0.7447358581392732, -1.2257767115369855, -0.8019238978103631, 0.7037220175007404, 1.609402082418638, 1.2080362511547635, 0.5486306403282951, 1.1841884780376843, -0.1154824384308814, 0.0982037082969076, -0.8258004573327778, 1.3369023111824812, -0.2756987088103542, -1.5201418741755495, 0.2548535796148785, 0.4563475039596677, 1.9894268954932675, 1.0997566040031044, -0.173407359072894, 0.7599374415147732, 0.399235224633088, -0.1673894458539659, 0.4274785497987526, 0.7434211812142391, -0.4209062024185177, -0.6852610701474343, -0.8324791677551238, -0.1265467051492191, 1.1146857907765613, 0.8814630549092175, -0.0679650287969447, -1.3056704061401374, 0.3653272902170157, -0.279676360745731, -0.5739785953409086, 0.0843034685513604, -0.6295029835792945, 0.8716963792362784, -0.4739128409669016, 0.4112180276776776, -0.7296176542581607, 0.2639694190860222, 0.0811404389078536, 0.0532402733387367, 1.0050333220510168, -0.7334246712653718, 0.7522886471001846, -1.1769649060992968, 0.4973320478239107, 0.639849504515511, -0.6250824868650326, -0.7312181011981276, -0.5129695648556989, 0.1705507032234083, 0.3080968415622544, 0.6274047694316448, 0.0614781715621298, -0.343053912210018, -1.2106759322420075, -0.2910007358033577, -0.5156476072695635, 0.569546754015923, 0.9974834505749114, 1.5178799442912712, 1.5864245690585315, 0.1604123933578594, -0.2221887201735668, -1.250354323704037, -0.8470223604993181, 0.1756744195872176, 0.0532797255644564, -0.3366371157810797, -0.9571495679524894, 2.165384728364374, 1.3920343550849685, -0.1319977402692487, -0.0653566682165314, 0.2856542670321662, -0.5986215150681031, -0.4347436919194569, -1.6501744694639098, 0.3350712814207117]|41049.6484375000000000|      8.00000000|[2615, 414, 0, 207]                                                        | | GPS sucess | actual_k=2
      38|[-0.3008243895875228, 0.3433321578539806, -0.9088181556670161, -0.6779608490272959, -0.6915733177920247, -1.0041951106620115, 0.2291909331212705, -1.0573424037621908, 1.9693244764497135, -0.2495432475573675, 0.1050448999682876, 0.1778876009031366, -0.3474844487307751, -0.4454884481103583, -1.3922631038309414, 0.2376825572310992, 0.7447358581392732, -1.2257767115369855, -0.8019238978103631, 0.7037220175007404, 1.609402082418638, 1.2080362511547635, 0.5486306403282951, 1.1841884780376843, -0.1154824384308814, 0.0982037082969076, -0.8258004573327778, 1.3369023111824812, -0.2756987088103542, -1.5201418741755495, 0.2548535796148785, 0.4563475039596677, 1.9894268954932675, 1.0997566040031044, -0.173407359072894, 0.7599374415147732, 0.399235224633088, -0.1673894458539659, 0.4274785497987526, 0.7434211812142391, -0.4209062024185177, -0.6852610701474343, -0.8324791677551238, -0.1265467051492191, 1.1146857907765613, 0.8814630549092175, -0.0679650287969447, -1.3056704061401374, 0.3653272902170157, -0.279676360745731, -0.5739785953409086, 0.0843034685513604, -0.6295029835792945, 0.8716963792362784, -0.4739128409669016, 0.4112180276776776, -0.7296176542581607, 0.2639694190860222, 0.0811404389078536, 0.0532402733387367, 1.0050333220510168, -0.7334246712653718, 0.7522886471001846, -1.1769649060992968, 0.4973320478239107, 0.639849504515511, -0.6250824868650326, -0.7312181011981276, -0.5129695648556989, 0.1705507032234083, 0.3080968415622544, 0.6274047694316448, 0.0614781715621298, -0.343053912210018, -1.2106759322420075, -0.2910007358033577, -0.5156476072695635, 0.569546754015923, 0.9974834505749114, 1.5178799442912712, 1.5864245690585315, 0.1604123933578594, -0.2221887201735668, -1.250354323704037, -0.8470223604993181, 0.1756744195872176, 0.0532797255644564, -0.3366371157810797, -0.9571495679524894, 2.165384728364374, 1.3920343550849685, -0.1319977402692487, -0.0653566682165314, 0.2856542670321662, -0.5986215150681031, -0.4347436919194569, -1.6501744694639098, 0.3350712814207117]|41049.6484375000000000|      4.00000000|[2729, 432, 0, 216]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      39|[-0.17721468282807, 0.0820831222571331, -1.1155403555838557, -0.3472975256248911, 0.2662439982632732, -0.4154795573783201, 0.3620479875932401, -0.8028345640824728, 2.1248965183188773, 0.58428657259873, -0.1931127621849564, 0.4120673509880136, 0.4677203504444873, -0.4876433413894339, -1.5929566962601025, -0.1064660786331586, 0.0849194738237825, -1.763375857903105, -0.3651770322994226, 1.0280598575810016, 1.7225262965313966, 1.5893381608398984, 0.1471128020886253, 1.3039185408204488, -0.4293628522015571, 0.4093021646796591, -0.5477044967157124, 0.9523930755619825, -0.3359654904086838, -1.6813941343836794, -0.1568687526242725, 0.4446868023644209, 2.105654492491482, 0.9094126875869362, -0.2552288379761876, 0.5751189352739284, 0.3762834857242011, -0.2337857567794496, 0.0463552454316872, 0.7172669871870536, 0.0279041365554813, -0.2271164649876748, -0.473197508628842, 0.643181418992474, 0.7979253103726611, 1.0066635053295971, 0.4418527502672338, -0.8833138304126746, 0.0036706840196585, -0.3464150705531269, -0.0156934781915555, -0.3865151404478919, -0.1516783552261756, 1.7083243394413565, 0.19256013047246, 0.783056150283955, -0.5300535251440097, 0.7837704993129204, 0.061261742257587, -0.3158792814193352, 1.0579431433229132, -1.2736708599059663, 0.921517871424411, -1.2333386177747023, 0.9884384685792971, 0.358852943465096, -0.3484772384137997, -1.116493941957405, -0.1861680263882917, -0.0474271484058489, 0.0233147001151872, 0.7354681245198788, -0.1871932409058268, -0.7052226415152854, -1.1275894937649682, -0.1755410924990097, -0.0054608754542254, -0.1271697333917613, 0.6533116881084807, 1.0117965750362052, 1.2487893797637164, -0.1957234816287892, -0.0729931683013134, -0.3169588783572048, -0.9464276789979296, 0.2111592923456062, 0.428856609118915, 0.3284725782229792, -0.8113699731734748, 1.6261093801778812, 0.847911659162117, -0.0332266300922086, 0.4030075407201599, -0.0602247810768883, -0.0221699154701722, -1.0522405400258412, -1.4573466188836943, -0.2129620752458532]|40760.5429687500000000|      8.00000000|[2835, 448, 0, 224]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      40|[-0.17721468282807, 0.0820831222571331, -1.1155403555838557, -0.3472975256248911, 0.2662439982632732, -0.4154795573783201, 0.3620479875932401, -0.8028345640824728, 2.1248965183188773, 0.58428657259873, -0.1931127621849564, 0.4120673509880136, 0.4677203504444873, -0.4876433413894339, -1.5929566962601025, -0.1064660786331586, 0.0849194738237825, -1.763375857903105, -0.3651770322994226, 1.0280598575810016, 1.7225262965313966, 1.5893381608398984, 0.1471128020886253, 1.3039185408204488, -0.4293628522015571, 0.4093021646796591, -0.5477044967157124, 0.9523930755619825, -0.3359654904086838, -1.6813941343836794, -0.1568687526242725, 0.4446868023644209, 2.105654492491482, 0.9094126875869362, -0.2552288379761876, 0.5751189352739284, 0.3762834857242011, -0.2337857567794496, 0.0463552454316872, 0.7172669871870536, 0.0279041365554813, -0.2271164649876748, -0.473197508628842, 0.643181418992474, 0.7979253103726611, 1.0066635053295971, 0.4418527502672338, -0.8833138304126746, 0.0036706840196585, -0.3464150705531269, -0.0156934781915555, -0.3865151404478919, -0.1516783552261756, 1.7083243394413565, 0.19256013047246, 0.783056150283955, -0.5300535251440097, 0.7837704993129204, 0.061261742257587, -0.3158792814193352, 1.0579431433229132, -1.2736708599059663, 0.921517871424411, -1.2333386177747023, 0.9884384685792971, 0.358852943465096, -0.3484772384137997, -1.116493941957405, -0.1861680263882917, -0.0474271484058489, 0.0233147001151872, 0.7354681245198788, -0.1871932409058268, -0.7052226415152854, -1.1275894937649682, -0.1755410924990097, -0.0054608754542254, -0.1271697333917613, 0.6533116881084807, 1.0117965750362052, 1.2487893797637164, -0.1957234816287892, -0.0729931683013134, -0.3169588783572048, -0.9464276789979296, 0.2111592923456062, 0.428856609118915, 0.3284725782229792, -0.8113699731734748, 1.6261093801778812, 0.847911659162117, -0.0332266300922086, 0.4030075407201599, -0.0602247810768883, -0.0221699154701722, -1.0522405400258412, -1.4573466188836943, -0.2129620752458532]|40760.5429687500000000|      4.00000000|[2951, 466, 0, 233]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      41|[-0.1739576052483578, -0.0285866063914813, -0.9999854509836165, -0.2673362040935658, 0.504625749322524, 0.0675731055123381, 0.1417366577463491, -0.5783402150681298, 1.91668191510806, 0.8969420891509841, -0.542041126501073, 0.8929523486412013, 0.8740799560050707, -0.2397299010534755, -1.954658455898615, 0.0281085106516746, 0.0799891059868757, -1.3050527535075271, -0.6570340923057151, 0.8237608855192793, 1.8177477357004002, 0.4376537228858033, 0.623306461393484, 2.140555028151584, -0.3303529923685249, 0.4904807935354489, -0.5742047380235947, 0.7754125874927682, -0.3681274980622785, -1.2068658161178623, 0.3173377273400489, 1.1573080607452677, 2.0721881118218657, 1.3327629109789547, -0.2550513416476745, 0.5510630486515153, 0.3490660314705953, -0.3025189381721624, -0.229518585197537, 0.8040091534077206, 0.232960253733586, -0.5183149867362202, -1.124157662575691, 1.2807055094860593, 0.9218032566264814, 0.9963072726947674, 0.9934411711500795, -0.2194674678203351, 0.3318547919261199, -0.4930756491702941, 0.9035147928970604, -0.8308144492271013, -0.5595090444743565, 2.0389860126291386, -0.1011734359952399, 0.2413756156962832, 0.1709110182474323, 0.0247746558304639, -0.2428380763458667, 0.0331102828137802, 0.7340342369495023, -1.5277535461544547, 1.3301955238886305, -1.2103309828130813, 0.4415860611226696, 0.3765878080015186, 0.1194300308939678, -0.5259434811754498, 0.9155401990155312, 0.3036656478032937, -0.2722266041844335, -0.1055287506291308, 0.2180305063332856, -0.245714053463101, -1.0071801971598238, -0.0554228939883815, 0.2857504942638138, 0.1596551071126597, 0.511511715015202, 0.7678725499450256, 1.4183733282437765, -0.466831800795217, 0.2709696927779998, -0.1480400073928601, -0.7237243590071423, 0.7514728441104382, 0.1139902563515434, 1.0403729423515846, -0.950986820082885, 1.3890141049752145, 1.147012689163336, 0.3720285579146882, 0.8301611687585475, -0.0075573817092869, 0.1308723772367548, -0.609985190346127, -1.1872288120591894, -0.3426925069100675]|39747.4726562500000000|      8.00000000|[3016, 476, 0, 238]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      42|[-0.1739576052483578, -0.0285866063914813, -0.9999854509836165, -0.2673362040935658, 0.504625749322524, 0.0675731055123381, 0.1417366577463491, -0.5783402150681298, 1.91668191510806, 0.8969420891509841, -0.542041126501073, 0.8929523486412013, 0.8740799560050707, -0.2397299010534755, -1.954658455898615, 0.0281085106516746, 0.0799891059868757, -1.3050527535075271, -0.6570340923057151, 0.8237608855192793, 1.8177477357004002, 0.4376537228858033, 0.623306461393484, 2.140555028151584, -0.3303529923685249, 0.4904807935354489, -0.5742047380235947, 0.7754125874927682, -0.3681274980622785, -1.2068658161178623, 0.3173377273400489, 1.1573080607452677, 2.0721881118218657, 1.3327629109789547, -0.2550513416476745, 0.5510630486515153, 0.3490660314705953, -0.3025189381721624, -0.229518585197537, 0.8040091534077206, 0.232960253733586, -0.5183149867362202, -1.124157662575691, 1.2807055094860593, 0.9218032566264814, 0.9963072726947674, 0.9934411711500795, -0.2194674678203351, 0.3318547919261199, -0.4930756491702941, 0.9035147928970604, -0.8308144492271013, -0.5595090444743565, 2.0389860126291386, -0.1011734359952399, 0.2413756156962832, 0.1709110182474323, 0.0247746558304639, -0.2428380763458667, 0.0331102828137802, 0.7340342369495023, -1.5277535461544547, 1.3301955238886305, -1.2103309828130813, 0.4415860611226696, 0.3765878080015186, 0.1194300308939678, -0.5259434811754498, 0.9155401990155312, 0.3036656478032937, -0.2722266041844335, -0.1055287506291308, 0.2180305063332856, -0.245714053463101, -1.0071801971598238, -0.0554228939883815, 0.2857504942638138, 0.1596551071126597, 0.511511715015202, 0.7678725499450256, 1.4183733282437765, -0.466831800795217, 0.2709696927779998, -0.1480400073928601, -0.7237243590071423, 0.7514728441104382, 0.1139902563515434, 1.0403729423515846, -0.950986820082885, 1.3890141049752145, 1.147012689163336, 0.3720285579146882, 0.8301611687585475, -0.0075573817092869, 0.1308723772367548, -0.609985190346127, -1.1872288120591894, -0.3426925069100675]|39747.4726562500000000|      4.00000000|[3130, 494, 0, 247]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      43|[-0.1739576052483578, -0.0285866063914813, -0.9999854509836165, -0.2673362040935658, 0.504625749322524, 0.0675731055123381, 0.1417366577463491, -0.5783402150681298, 1.91668191510806, 0.8969420891509841, -0.542041126501073, 0.8929523486412013, 0.8740799560050707, -0.2397299010534755, -1.954658455898615, 0.0281085106516746, 0.0799891059868757, -1.3050527535075271, -0.6570340923057151, 0.8237608855192793, 1.8177477357004002, 0.4376537228858033, 0.623306461393484, 2.140555028151584, -0.3303529923685249, 0.4904807935354489, -0.5742047380235947, 0.7754125874927682, -0.3681274980622785, -1.2068658161178623, 0.3173377273400489, 1.1573080607452677, 2.0721881118218657, 1.3327629109789547, -0.2550513416476745, 0.5510630486515153, 0.3490660314705953, -0.3025189381721624, -0.229518585197537, 0.8040091534077206, 0.232960253733586, -0.5183149867362202, -1.124157662575691, 1.2807055094860593, 0.9218032566264814, 0.9963072726947674, 0.9934411711500795, -0.2194674678203351, 0.3318547919261199, -0.4930756491702941, 0.9035147928970604, -0.8308144492271013, -0.5595090444743565, 2.0389860126291386, -0.1011734359952399, 0.2413756156962832, 0.1709110182474323, 0.0247746558304639, -0.2428380763458667, 0.0331102828137802, 0.7340342369495023, -1.5277535461544547, 1.3301955238886305, -1.2103309828130813, 0.4415860611226696, 0.3765878080015186, 0.1194300308939678, -0.5259434811754498, 0.9155401990155312, 0.3036656478032937, -0.2722266041844335, -0.1055287506291308, 0.2180305063332856, -0.245714053463101, -1.0071801971598238, -0.0554228939883815, 0.2857504942638138, 0.1596551071126597, 0.511511715015202, 0.7678725499450256, 1.4183733282437765, -0.466831800795217, 0.2709696927779998, -0.1480400073928601, -0.7237243590071423, 0.7514728441104382, 0.1139902563515434, 1.0403729423515846, -0.950986820082885, 1.3890141049752145, 1.147012689163336, 0.3720285579146882, 0.8301611687585475, -0.0075573817092869, 0.1308723772367548, -0.609985190346127, -1.1872288120591894, -0.3426925069100675]|39747.4726562500000000|      2.00000000|[3245, 512, 0, 256]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
