k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5870544910430908, 0.0786545276641846, 0.841253399848938, 0.4776663482189178, 0.3776011168956757, -0.1757587343454361, -0.0033905662130564, 0.3449411392211914, -0.103044219315052, -0.400777131319046, -0.5439278483390808, -0.6644708514213562, 0.4898206889629364, -0.0141756189987063, 0.2200718522071838, -0.6517636179924011, -0.0706372037529945, 0.1507522463798523, 0.7955852150917053, 0.1543542891740799, -0.3381495177745819, -0.0049349959008396]| 13.3714694976806641|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
      12|[-8.559961140155792, -2.2024834752082825, 6.078154847025871, 8.9312334805727, -2.7638023272156715, 1.8074563592672348, -2.6401921666692942, 7.018300354480743, -6.153078194707632, -7.286394029855728, -5.096311151981354, -3.0418810993433, 2.957209825515747, 1.86824641097337, 5.345477819442749, 6.88978471653536, -0.8471496887505054, -1.1777063012123108, 10.152949273586273, 1.3704854100942612, -2.3575805127620697, -8.689870669972152]| 12.1182260513305664|     16.00000000|[699, 102, 0, 16]                                                          | | GPS sucess | actual_k=8
      13|[-8.559961140155792, -2.2024834752082825, 6.078154847025871, 8.9312334805727, -2.7638023272156715, 1.8074563592672348, -2.6401921666692942, 7.018300354480743, -6.153078194707632, -7.286394029855728, -5.096311151981354, -3.0418810993433, 2.957209825515747, 1.86824641097337, 5.345477819442749, 6.88978471653536, -0.8471496887505054, -1.1777063012123108, 10.152949273586273, 1.3704854100942612, -2.3575805127620697, -8.689870669972152]| 12.1182260513305664|      8.00000000|[762, 111, 0, 18]                                                          |  | used linear model with 65 points | actual_k=8
      14|[-11.929457247257233, -0.5324005484580994, 8.818146750330925, 11.169190242886543, -0.145366944372654, 1.5652946680784225, -3.070107892854139, 8.542551934719086, -8.71595823392272, -4.7624408304691315, -2.289851486682892, -3.3741084188222885, 3.1837957203388214, 2.493983899243176, 5.875726521015167, 6.875311502721161, -1.40015085414052, -1.697845995426178, 10.441785275936127, 2.77320097386837, -0.5465531051158905, -8.088596775662154]| 12.1175642013549805|     16.00000000|[818, 119, 0, 19]                                                          | | GPS sucess | actual_k=8
      15|[-13.490279018878937, 0.2726099491119385, 6.993560001254082, 12.485564902424812, 0.9073106870055199, 1.4091338217258453, -2.7250535942148417, 6.844204366207123, -6.641751643270254, -5.899636656045914, 0.7101694941520691, -5.325357422232628, 1.1856003105640411, 3.9103637086227536, 4.000113070011139, 10.83088601520285, -2.5291480608284473, -1.4717812985181808, 10.63529571890831, 2.6263474225997925, -3.0777203738689423, -7.488720133434981]| 12.1078367233276367|     32.00000000|[874, 127, 0, 20]                                                          | | GPS sucess | actual_k=8
      16|[-13.490279018878937, 0.2726099491119385, 6.993560001254082, 12.485564902424812, 0.9073106870055199, 1.4091338217258453, -2.7250535942148417, 6.844204366207123, -6.641751643270254, -5.899636656045914, 0.7101694941520691, -5.325357422232628, 1.1856003105640411, 3.9103637086227536, 4.000113070011139, 10.83088601520285, -2.5291480608284473, -1.4717812985181808, 10.63529571890831, 2.6263474225997925, -3.0777203738689423, -7.488720133434981]| 12.1078367233276367|     16.00000000|[936, 137, 0, 22]                                                          |  | used linear model with 65 points | actual_k=8
      17|[-13.490279018878937, 0.2726099491119385, 6.993560001254082, 12.485564902424812, 0.9073106870055199, 1.4091338217258453, -2.7250535942148417, 6.844204366207123, -6.641751643270254, -5.899636656045914, 0.7101694941520691, -5.325357422232628, 1.1856003105640411, 3.9103637086227536, 4.000113070011139, 10.83088601520285, -2.5291480608284473, -1.4717812985181808, 10.63529571890831, 2.6263474225997925, -3.0777203738689423, -7.488720133434981]| 12.1078367233276367|      8.00000000|[1000, 145, 0, 24]                                                         |  | used linear model with 65 points | actual_k=8
      18|[-13.490279018878937, 0.2726099491119385, 6.993560001254082, 12.485564902424812, 0.9073106870055199, 1.4091338217258453, -2.7250535942148417, 6.844204366207123, -6.641751643270254, -5.899636656045914, 0.7101694941520691, -5.325357422232628, 1.1856003105640411, 3.9103637086227536, 4.000113070011139, 10.83088601520285, -2.5291480608284473, -1.4717812985181808, 10.63529571890831, 2.6263474225997925, -3.0777203738689423, -7.488720133434981]| 12.1078367233276367|      4.00000000|[1064, 153, 0, 26]                                                         |  | used linear model with 65 points | actual_k=8
      19|[-14.507152378559113, -1.2793489694595337, 5.827702090144157, 13.683365777134895, -0.144390381872654, 1.2159534841775894, -3.1794653094839305, 8.109139263629913, -7.141820963472128, -6.433083802461624, -0.3150133490562439, -6.069605514407158, 1.101525865495205, 4.565222476609051, 3.9436256289482117, 11.224200943019241, -2.5574247296899557, -2.0768903344869614, 9.520564287900925, 1.3484548330307007, -3.9864575564861298, -7.597179412376136]| 12.1063318252563477|      8.00000000|[1120, 161, 0, 27]                                                         | | GPS sucess | actual_k=8
      20|[-15.208163857460022, -0.2539652585983276, 7.587603494524956, 13.800684303045273, 0.2586977407336235, 2.84286929666996, -3.7409104860853404, 9.273838222026825, -7.155752182006836, -7.194006115198135, -1.5590171217918396, -5.647609278559685, 1.3296906873583794, 3.2869705902412534, 1.7275344729423523, 17.330817440059036, -4.951554482802749, -3.616028770804405, 9.028683632612228, 1.6225346326828003, -3.5198477506637573, -7.789119496475905]| 12.1033821105957031|     16.00000000|[1176, 169, 0, 28]                                                         | | GPS sucess | actual_k=8
      21|[-16.61018681526184, 1.7968021631240845, 11.107406303286552, 14.035321354866028, 1.0648739859461784, 6.096700921654701, -4.86380083928816, 11.603236138820648, -7.183614619076252, -8.715850740671158, -4.047024667263031, -4.8036168068647385, 0.8011569306254387, 4.518740390427411, -2.7046478390693665, 29.544050434138626, -9.739813989028335, -6.694305643439293, 11.475363224744797, 2.1706942319869995, -2.5866281390190125, -7.512980386149138]| 12.1032085418701172|     32.00000000|[1232, 177, 0, 29]                                                         | | GPS sucess | actual_k=8
      22|[-19.060999631881714, 3.58051073551178, 12.256627961993217, 15.820934653282166, 6.193959526717663, 2.015192285180092, -2.90256090532057, 12.86081463098526, -11.218963988125324, -8.531002968549728, -6.336661756038666, 1.9866191893815994, 6.678872995078564, 7.703789924271405, -1.5186954140663147, 36.38429568102583, -11.298651998862624, -7.3836575001478195, 13.00775358080864, 4.11123251914978, 2.093919575214386, -5.955265923868865]| 12.0984611511230469|     64.00000000|[1288, 185, 0, 30]                                                         | | GPS sucess | actual_k=8
      23|[-19.060999631881714, 3.58051073551178, 12.256627961993217, 15.820934653282166, 6.193959526717663, 2.015192285180092, -2.90256090532057, 12.86081463098526, -11.218963988125324, -8.531002968549728, -6.336661756038666, 1.9866191893815994, 6.678872995078564, 7.703789924271405, -1.5186954140663147, 36.38429568102583, -11.298651998862624, -7.3836575001478195, 13.00775358080864, 4.11123251914978, 2.093919575214386, -5.955265923868865]| 12.0984611511230469|     32.00000000|[1352, 193, 0, 32]                                                         |  | used linear model with 65 points | actual_k=8
      24|[-21.86504554748535, 7.682045578956604, 19.29623357951641, 16.290208756923676, 7.806312017142773, 8.522855535149574, -5.1483416117262095, 17.519610464572906, -11.274688862264156, -11.574692219495773, -11.312676846981049, 3.674604132771492, 5.621805481612682, 2.5907823788002133, -10.383060038089752, 60.81076166918501, -18.862345999106765, -13.540211245417595, 11.040230959653854, -1.8638966083526611, 3.9603587985038757, -5.402987703215331]| 12.0966291427612305|     64.00000000|[1408, 201, 0, 33]                                                         | | GPS sucess | actual_k=8
      25|[-31.95717716217041, 4.704331994056702, 16.861380264163017, 24.886031091213226, 15.622385911643505, 13.340007558465004, -10.802920297486708, 16.059622824192047, -4.754177235066891, -23.50418421626091, -23.927009999752045, 12.179594710469246, 6.469408683478832, -6.66592004429549, -20.096536219120026, 61.47726867487654, -9.477826422080398, -15.404033467173576, 16.069448679685593, -1.3540992140769958, 4.613239109516144, -5.1695702518336475]| 12.0669450759887695|    128.00000000|[1464, 209, 0, 34]                                                         | | GPS sucess | actual_k=8
      26|[-31.95717716217041, 4.704331994056702, 16.861380264163017, 24.886031091213226, 15.622385911643505, 13.340007558465004, -10.802920297486708, 16.059622824192047, -4.754177235066891, -23.50418421626091, -23.927009999752045, 12.179594710469246, 6.469408683478832, -6.66592004429549, -20.096536219120026, 61.47726867487654, -9.477826422080398, -15.404033467173576, 16.069448679685593, -1.3540992140769958, 4.613239109516144, -5.1695702518336475]| 12.0669450759887695|     64.00000000|[1528, 217, 0, 36]                                                         |  | used linear model with 65 points | actual_k=8
      27|[-31.95717716217041, 4.704331994056702, 16.861380264163017, 24.886031091213226, 15.622385911643505, 13.340007558465004, -10.802920297486708, 16.059622824192047, -4.754177235066891, -23.50418421626091, -23.927009999752045, 12.179594710469246, 6.469408683478832, -6.66592004429549, -20.096536219120026, 61.47726867487654, -9.477826422080398, -15.404033467173576, 16.069448679685593, -1.3540992140769958, 4.613239109516144, -5.1695702518336475]| 12.0669450759887695|     32.00000000|[1591, 226, 0, 38]                                                         |  | used linear model with 65 points | actual_k=8
      28|[-31.95717716217041, 4.704331994056702, 16.861380264163017, 24.886031091213226, 15.622385911643505, 13.340007558465004, -10.802920297486708, 16.059622824192047, -4.754177235066891, -23.50418421626091, -23.927009999752045, 12.179594710469246, 6.469408683478832, -6.66592004429549, -20.096536219120026, 61.47726867487654, -9.477826422080398, -15.404033467173576, 16.069448679685593, -1.3540992140769958, 4.613239109516144, -5.1695702518336475]| 12.0669450759887695|     16.00000000|[1655, 234, 0, 40]                                                         |  | used linear model with 65 points | actual_k=8
      29|[-31.95717716217041, 4.704331994056702, 16.861380264163017, 24.886031091213226, 15.622385911643505, 13.340007558465004, -10.802920297486708, 16.059622824192047, -4.754177235066891, -23.50418421626091, -23.927009999752045, 12.179594710469246, 6.469408683478832, -6.66592004429549, -20.096536219120026, 61.47726867487654, -9.477826422080398, -15.404033467173576, 16.069448679685593, -1.3540992140769958, 4.613239109516144, -5.1695702518336475]| 12.0669450759887695|      8.00000000|[1717, 244, 0, 42]                                                         |  | used linear model with 65 points | actual_k=8
      30|[-37.94757890701294, 0.0607863664627075, 9.543051406741142, 31.184813916683197, 10.29876559227705, 16.156198993325233, -10.784106901613995, 16.605030417442322, -5.369589291512966, -25.927803725004196, -27.012490689754486, 10.481238916516304, 4.370767526328564, -7.720449591986835, -17.32195669412613, 59.22566888621077, -11.439029043540359, -14.37389151751995, 15.610745906829834, -2.676358997821808, 6.457909286022186, -9.810647293459624]| 12.0498504638671875|     16.00000000|[1773, 252, 0, 43]                                                         | | GPS sucess | actual_k=8
      31|[-37.94757890701294, 0.0607863664627075, 9.543051406741142, 31.184813916683197, 10.29876559227705, 16.156198993325233, -10.784106901613995, 16.605030417442322, -5.369589291512966, -25.927803725004196, -27.012490689754486, 10.481238916516304, 4.370767526328564, -7.720449591986835, -17.32195669412613, 59.22566888621077, -11.439029043540359, -14.37389151751995, 15.610745906829834, -2.676358997821808, 6.457909286022186, -9.810647293459624]| 12.0498504638671875|      8.00000000|[1837, 260, 0, 45]                                                         |  | used linear model with 65 points | actual_k=8
      32|[-39.76455783843994, -1.4533690214157104, 9.086046025156975, 32.94597452878952, 8.331621460616589, 15.818254485726357, -16.681906870333478, 13.052631497383118, -10.757225953042507, -20.72882816195488, -33.65832084417343, 4.7655487805604935, 4.749281011521816, -8.798430944792926, -22.058497488498688, 61.25937269022688, -11.069148099049926, -15.258741483092308, 17.54424786567688, -6.751164257526398, 9.831603229045868, -11.32578758848831]| 12.0474338531494141|     16.00000000|[1893, 268, 0, 46]                                                         | | GPS sucess | actual_k=8
      33|[-41.16658079624176, 0.5973984003067017, 12.605848833918571, 33.180611580610275, 9.137797705829144, 19.072086110711098, -17.804797223536298, 15.382029414176941, -10.785088390111923, -22.250672787427902, -36.14632838964462, 5.60954125225544, 5.863430343568325, -11.354934717528522, -26.490679800510406, 73.47260568430647, -15.857407605275512, -18.337018355727196, 17.620441362261772, -6.2030046582221985, 10.764822840690613, -11.049648478161544]| 12.0415582656860352|     32.00000000|[1949, 276, 0, 47]                                                         | | GPS sucess | actual_k=8
      34|[-41.16658079624176, 0.5973984003067017, 12.605848833918571, 33.180611580610275, 9.137797705829144, 19.072086110711098, -17.804797223536298, 15.382029414176941, -10.785088390111923, -22.250672787427902, -36.14632838964462, 5.60954125225544, 5.863430343568325, -11.354934717528522, -26.490679800510406, 73.47260568430647, -15.857407605275512, -18.337018355727196, 17.620441362261772, -6.2030046582221985, 10.764822840690613, -11.049648478161544]| 12.0415582656860352|     16.00000000|[2012, 285, 0, 49]                                                         |  | used linear model with 65 points | actual_k=8
      35|[-41.16658079624176, 0.5973984003067017, 12.605848833918571, 33.180611580610275, 9.137797705829144, 19.072086110711098, -17.804797223536298, 15.382029414176941, -10.785088390111923, -22.250672787427902, -36.14632838964462, 5.60954125225544, 5.863430343568325, -11.354934717528522, -26.490679800510406, 73.47260568430647, -15.857407605275512, -18.337018355727196, 17.620441362261772, -6.2030046582221985, 10.764822840690613, -11.049648478161544]| 12.0415582656860352|      8.00000000|[2075, 294, 0, 51]                                                         |  | used linear model with 65 points | actual_k=8
      36|[-41.16658079624176, 0.5973984003067017, 12.605848833918571, 33.180611580610275, 9.137797705829144, 19.072086110711098, -17.804797223536298, 15.382029414176941, -10.785088390111923, -22.250672787427902, -36.14632838964462, 5.60954125225544, 5.863430343568325, -11.354934717528522, -26.490679800510406, 73.47260568430647, -15.857407605275512, -18.337018355727196, 17.620441362261772, -6.2030046582221985, 10.764822840690613, -11.049648478161544]| 12.0415582656860352|      4.00000000|[2139, 302, 0, 53]                                                         |  | used linear model with 65 points | actual_k=8
      37|[-42.10394090414047, 1.8804789781570435, 12.219648018479347, 33.88084855675697, 6.091258876025677, 20.01397295296192, -15.869150689570233, 16.105730056762695, -10.517386674880981, -20.110347718000412, -36.513536125421524, 3.5166586190462112, 3.9201281890273094, -8.69044830929488, -25.082165896892548, 73.3709058999084, -16.51929876767099, -19.472577556967735, 17.949334517121315, -7.543245255947113, 6.806032776832581, -13.29791636718437]| 12.0404090881347656|      8.00000000|[2195, 310, 0, 54]                                                         | | GPS sucess | actual_k=8
      38|[-42.10394090414047, 1.8804789781570435, 12.219648018479347, 33.88084855675697, 6.091258876025677, 20.01397295296192, -15.869150689570233, 16.105730056762695, -10.517386674880981, -20.110347718000412, -36.513536125421524, 3.5166586190462112, 3.9201281890273094, -8.69044830929488, -25.082165896892548, 73.3709058999084, -16.51929876767099, -19.472577556967735, 17.949334517121315, -7.543245255947113, 6.806032776832581, -13.29791636718437]| 12.0404090881347656|      4.00000000|[2259, 318, 0, 56]                                                         |  | used linear model with 65 points | actual_k=8
      39|[-42.476270109415054, 1.7964640632271767, 12.710721775889397, 34.07297205924988, 6.598186783492565, 20.750321999192238, -15.792076765326783, 16.362625300884247, -10.655379578471184, -20.36384469270706, -37.15500220656395, 3.845067635178566, 4.810281537473202, -8.36473315488547, -24.826755464076996, 72.73354467144236, -16.515262168832123, -19.399089708924294, 17.2211544662714, -7.272631227970123, 6.737045347690582, -12.953081890475005]| 12.0397481918334961|      8.00000000|[2315, 326, 0, 57]                                                         | | GPS sucess | actual_k=8
      40|[-44.510016828775406, -1.3074537739157677, 10.379005953669548, 36.468573808670044, 4.4947846457362175, 20.363961324095726, -16.70090019586496, 18.716638267040253, -11.655518218874931, -21.430738985538483, -39.205367892980576, 2.356571450829506, 5.7521620616316795, -7.6161097241565585, -23.746160089969635, 73.52017452707514, -16.57181550655514, -20.609307780861855, 14.99169160425663, -9.828416407108307, 4.919570982456207, -13.170000448357314]| 12.0390644073486328|     16.00000000|[2371, 334, 0, 58]                                                         | | GPS sucess | actual_k=8
      41|[-45.912039786577225, 0.7433136478066444, 13.898808762431145, 36.7032108604908, 5.300960890948772, 23.617792949080467, -17.82379054906778, 21.046036183834076, -11.683380655944347, -23.167821943759918, -41.69337543845177, 2.2522782683372498, 5.223628304898739, -10.172613496892154, -28.178342401981354, 85.73340752115473, -21.360075012780726, -23.687584653496742, 14.007930293679237, -9.280256807804108, 5.852790594100952, -12.893861338030547]| 12.0306186676025391|     32.00000000|[2427, 342, 0, 59]                                                         | | GPS sucess | actual_k=8
      42|[-45.912039786577225, 0.7433136478066444, 13.898808762431145, 36.7032108604908, 5.300960890948772, 23.617792949080467, -17.82379054906778, 21.046036183834076, -11.683380655944347, -23.167821943759918, -41.69337543845177, 2.2522782683372498, 5.223628304898739, -10.172613496892154, -28.178342401981354, 85.73340752115473, -21.360075012780726, -23.687584653496742, 14.007930293679237, -9.280256807804108, 5.852790594100952, -12.893861338030547]| 12.0306186676025391|     16.00000000|[2488, 353, 0, 61]                                                         |  | used linear model with 65 points | actual_k=8
      43|[-51.24784043431282, -4.257337234914303, 15.421876475214958, 40.7715268433094, 10.497211329638958, 28.01788268983364, -16.083058236865327, 15.727166593074799, -10.71497242897749, -19.402008593082428, -38.0414317548275, 2.7103527188301086, 5.6547607108950615, -10.066410976462066, -29.045051515102386, 83.16523411264643, -25.871067062951624, -21.503534570336342, 8.634061351418495, -12.488826096057892, 5.7496404349803925, -10.557896896731108]| 12.0204887390136719|     32.00000000|[2544, 361, 0, 62]                                                         | | GPS sucess | actual_k=8
      44|[-51.24784043431282, -4.257337234914303, 15.421876475214958, 40.7715268433094, 10.497211329638958, 28.01788268983364, -16.083058236865327, 15.727166593074799, -10.71497242897749, -19.402008593082428, -38.0414317548275, 2.7103527188301086, 5.6547607108950615, -10.066410976462066, -29.045051515102386, 83.16523411264643, -25.871067062951624, -21.503534570336342, 8.634061351418495, -12.488826096057892, 5.7496404349803925, -10.557896896731108]| 12.0204887390136719|     16.00000000|[2608, 369, 0, 64]                                                         |  | used linear model with 65 points | actual_k=8
      45|[-57.9868326485157, -6.228674910962582, 22.76194004714489, 45.24744036793709, 8.60551904886961, 27.533559307456017, -16.942889689235017, 18.775669753551483, -15.840732507407665, -14.354102194309235, -32.428512424230576, 2.0458980798721313, 6.10793250054121, -8.814935999922454, -27.98455411195755, 83.13628768501803, -26.977069393731654, -18.61342765390873, 9.211733356118202, -9.683394968509674, 9.37169525027275, -9.355349108111113]| 12.0060377120971680|     32.00000000|[2664, 377, 0, 65]                                                         | | GPS sucess | actual_k=8
      46|[-71.22901538014412, -7.370909832417965, 16.990887209773064, 56.748473197221756, 3.4512803480029106, 11.56802986562252, -19.77735638502054, 13.962433516979218, -28.98382943123579, -29.235686361789703, -59.95697769522667, 21.451419472694397, -7.143045969307423, -32.18668969254941, -44.646673023700714, 92.92866324959323, -31.912416950799525, -35.63647224009037, 23.215216174721718, -11.447024166584015, -8.014212876558304, -8.114978119265288]| 11.9812889099121094|     64.00000000|[2720, 385, 0, 66]                                                         | | GPS sucess | actual_k=8
      47|[-69.42538192868233, -13.385713241994381, 10.10466293990612, 56.645870469510555, -0.7084415033459663, 9.25102685391903, -22.11626005056314, 10.674222886562347, -21.903989724814892, -22.36878925561905, -58.10114309191704, 35.34804403781891, -11.951069422066212, -27.763573962263763, -45.10690760612488, 86.51296805916354, -39.87202359829098, -50.32402278482914, 19.87016297876835, -17.076817333698273, -6.868089109659195, 5.921192840207368]| 11.9670410156250000|    128.00000000|[2776, 393, 0, 67]                                                         | | GPS sucess | actual_k=8
      48|[-69.42538192868233, -13.385713241994381, 10.10466293990612, 56.645870469510555, -0.7084415033459663, 9.25102685391903, -22.11626005056314, 10.674222886562347, -21.903989724814892, -22.36878925561905, -58.10114309191704, 35.34804403781891, -11.951069422066212, -27.763573962263763, -45.10690760612488, 86.51296805916354, -39.87202359829098, -50.32402278482914, 19.87016297876835, -17.076817333698273, -6.868089109659195, 5.921192840207368]| 11.9670410156250000|     64.00000000|[2839, 402, 0, 69]                                                         |  | used linear model with 65 points | actual_k=8
      49|[-69.42538192868233, -13.385713241994381, 10.10466293990612, 56.645870469510555, -0.7084415033459663, 9.25102685391903, -22.11626005056314, 10.674222886562347, -21.903989724814892, -22.36878925561905, -58.10114309191704, 35.34804403781891, -11.951069422066212, -27.763573962263763, -45.10690760612488, 86.51296805916354, -39.87202359829098, -50.32402278482914, 19.87016297876835, -17.076817333698273, -6.868089109659195, 5.921192840207368]| 11.9670410156250000|     32.00000000|[2901, 412, 0, 71]                                                         |  | used linear model with 65 points | actual_k=8
      50|[-78.12626007199287, -17.724621437489986, -2.0567130595445633, 65.6606028303504, -12.705270536243916, 1.1449010223150253, -50.34890317800455, 9.173567116260529, -48.597934655845165, -18.53039413690567, -86.9914114177227, 14.764412522315979, -25.110166139900684, -45.63620312791318, -54.30904269218445, 82.86708712158725, -45.77738477382809, -46.8914642482996, 12.588439956307411, -21.23374968767166, -12.848606020212173, 0.0549242054112256]| 11.9633798599243164|     64.00000000|[2957, 420, 0, 72]                                                         | | GPS sucess | actual_k=8
      51|[-78.12626007199287, -17.724621437489986, -2.0567130595445633, 65.6606028303504, -12.705270536243916, 1.1449010223150253, -50.34890317800455, 9.173567116260529, -48.597934655845165, -18.53039413690567, -86.9914114177227, 14.764412522315979, -25.110166139900684, -45.63620312791318, -54.30904269218445, 82.86708712158725, -45.77738477382809, -46.8914642482996, 12.588439956307411, -21.23374968767166, -12.848606020212173, 0.0549242054112256]| 11.9633798599243164|     32.00000000|[3019, 430, 0, 74]                                                         |  | used linear model with 65 points | actual_k=8
