k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0692980408668518, 0.9126363918185234, -1.176556021720171, 0.9000675454735756, -1.360108909010887, 0.8243623226881027, -1.156826850771904, 1.0163869988173246, -1.1700621906667947, 1.234586924314499, -1.190332162939012, 0.8597745597362518, -1.2304123647511005, 0.9946213699877262, -1.2445561110973358, 0.985040414147079, -1.2382099226117134, 1.06181176379323, -1.2999062806367874, 1.0541303232312202, -1.1104451686143875, 0.9210638850927353, -1.230660854652524, 0.8724031448364258, -1.08234643638134, 1.0848919376730919, -1.2563339442014694, 1.0532393418252468, -1.1056675136089325, 0.9419236741960049, -1.0340909034013748, 1.066523902118206, -1.055099320411682, 1.1390993893146515, -1.1076251909136772, 0.9964740739669651, -1.1714852645993232, 1.0288835801184177, -1.2023357609752565, 0.9437875524163246, -1.3078661382198333, 1.1534198969602585, -1.3697544753551483, 0.8775911778211594, -1.4515593767166137, 1.2200371623039246, -1.0979097306728363, 1.0569737888872623, -1.1295732751488685, 0.9054403379559517, -1.1748861324042081, 0.9514776170253754, -1.2616994351148605, 1.0337549708783627, -1.2541055649518966, 0.8759588822722435, -1.1997034063853789, 0.9268079847097397, -0.9853406965732574, 0.8481751084327698, -1.1590417370200157, 1.1290125250816345, -1.3026547476649284, 0.990594882518053, -1.303976972401142, 0.970606716349721, -1.1326598048210144, 0.7924440950155258, -1.2530451126396656, 0.9798508323729038, -0.9807311117649078, 0.8595454543828964, -1.2175409503281116, 1.0215680301189423, -1.1882049160078167, 0.9344471544027328, -1.3153527423739433, 0.9538763165473938, -1.257723693549633, 1.0339714586734772, -1.1199265912175178, 0.9569679088890553, -1.23573240339756, 0.9000060707330704, -1.1366371780633926, 1.048892855644226, -0.9803950756788253, 0.9432168267667294, -1.1893210278823971, 0.9124869704246521, -1.2270442720502615, 0.8983110189437866, -1.2088595021516084, 1.1331456005573273, -1.0867975994944572, 1.083917997777462, -1.2224197302013635, 0.9970777428243309, -1.1855580488219857, 1.038959812372923]|24762.7597656250000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      47|[-1.162790687781562, 0.7802164480425469, 0.4576535229944766, 0.5318202418001858, 0.5777833023253511, 0.3768136790221286, -0.7595700213032235, -1.2304398712572522, -0.400886038175612, 1.310274009031421, 1.0884567856929774, 0.5802190159592343, -1.06359173669518, -0.0924489757670501, 1.1177433728566526, 0.4972231939573943, 0.4379277146564602, 0.2532606385555769, -0.7263623917019729, 0.2750976915219256, -0.3090432738994998, 0.5949591044184606, -1.1562629852881492, 0.9853671118623561, 0.7863553706608147, -0.1971204677409819, -0.3382624013157408, 0.5272430623768749, 0.6959058428608201, 0.963199922902416, 0.8788596379902889, 0.1750302247569205, -0.4482383903143377, -0.3691083773742418, 0.5548286891657538, -0.2862563463125916, -1.2362630704166726, 0.4815317703409053, -0.1384624223398501, -0.3345602877528675, -0.7524824239848563, 0.5560369911762579, -0.1630570343600904, 0.8601276529616758, -0.3234070935461076, 0.0173119366532035, -0.5820636843312864, 1.2561728377879673, 0.197852888193938, -0.3586191675195117, 0.2524251624428751, 0.1579556504023591, -0.5854669655046566, 0.516468915476894, -0.1202699705284148, 1.0456068943987005, 1.252341568833926, 0.9385432076115076, 0.1725765173119287, 0.299947522750587, 0.0898895318643236, -0.1484363676883456, -0.7142963076488862, 0.1080884620640414, -0.7657742496110781, 0.3264224324776128, -0.2169690674175152, 0.187306231336228, 0.3795699878492815, -0.364372032142989, 0.3189385349938781, 0.2532080599706623, -0.7345890912569093, 0.6338179963255295, 0.9216513961242043, 0.1606194605006211, -1.2219908060362619, -0.1181324483029687, 0.1817470113575588, -0.9078483835871031, -0.1612279404943111, 1.8219312657141096, 0.8336284532716356, 0.0258260269458458, -0.2942749342110853, 0.1320992685931573, 0.1451486395865742, 0.1927671101667735, -0.9336869770213192, -0.6168054234077621, -0.583633922826917, 0.8110556043894006, -0.3867980308931423, -0.0875298753129876, -0.6807351512211522, 1.098665322101656, -0.6447417508360633, -0.5009713088826002, -1.0798589071280293, 3.553186076521818]|7023.7578125000000000|      2.00000000|[3581, 566, 0, 283]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      48|[-0.9053304810345069, 0.8342302739955536, 0.3822721694969714, 0.5141548444243638, 0.8220014431658815, 0.3483145320987058, -0.8827264496403207, -1.0316781994757123, -0.3069714101467423, 1.2938945148114027, 1.1463396236441608, 0.9632045184406949, -0.7701062442272997, -0.2145296520246605, 0.8685894905915617, 0.3366476401825607, 0.4808572597013592, -0.1830520071181749, -0.6850704954481487, 0.3819082761862704, -0.2952734908198756, 0.6654372010228078, -1.29165270072127, 1.0034264735884018, 0.7218994591436715, -0.1254835227317503, -0.0981362832518141, 0.3501795972584667, 0.7395182447932981, 0.51230693803532, 0.9090395744290878, -0.0141867913439629, 0.0675188723924189, -0.4789245784054499, 0.4562258279997534, -0.0309351416502686, -1.1790921950461701, 0.5206381952388145, -0.0083570013927752, -0.5560621298940189, -0.7041647792397449, 0.5687271534624203, -0.1509143658818995, 0.8754062438047573, -0.1653497168037447, -0.0465808972353273, -1.0063946937192565, 1.4062049259484821, 0.1844305079924194, -0.5046649119386095, 0.6090521797024728, -0.0012338718640288, -0.538989323594342, 0.6397617266918179, -0.5071434243839292, 1.0465549049932845, 1.172294833129981, 0.8519826975125734, 0.2195063461345415, -0.14225564135006, 0.2683385516540193, -0.062332779345679, -0.7387500817434678, -0.0478942260053021, -0.9194650347806795, 0.332666761281927, 0.0634845549236408, 0.4540023864074866, 0.294654014603184, -0.494210260368697, 0.0796736593434723, 0.1466346272867176, -1.1708045515573549, 0.4403500216627487, 0.7275078177140557, 0.1798512288255923, -1.018826303057937, -0.246140650021299, 0.1827187330174389, -0.6874816523010542, -0.3068943609540584, 1.3314128745817548, 1.0847834720780931, 0.044427323415415, -0.3701891234305601, 0.4234716273921381, 0.0090679424077336, -0.011430117788091, -0.6475045734568661, -0.5431384261538673, -0.1158513658162663, 0.7909114342392398, -0.4765131764214588, 0.0007694438350761, -0.745136062552329, 1.0641310614710484, -0.3674915205237159, -0.3563924496725859, -1.2740332713372045, 3.6327720683216493]|6045.0927734375000000|      4.00000000|[3608, 570, 0, 285]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      49|[-0.9053304810345069, 0.8342302739955536, 0.3822721694969714, 0.5141548444243638, 0.8220014431658815, 0.3483145320987058, -0.8827264496403207, -1.0316781994757123, -0.3069714101467423, 1.2938945148114027, 1.1463396236441608, 0.9632045184406949, -0.7701062442272997, -0.2145296520246605, 0.8685894905915617, 0.3366476401825607, 0.4808572597013592, -0.1830520071181749, -0.6850704954481487, 0.3819082761862704, -0.2952734908198756, 0.6654372010228078, -1.29165270072127, 1.0034264735884018, 0.7218994591436715, -0.1254835227317503, -0.0981362832518141, 0.3501795972584667, 0.7395182447932981, 0.51230693803532, 0.9090395744290878, -0.0141867913439629, 0.0675188723924189, -0.4789245784054499, 0.4562258279997534, -0.0309351416502686, -1.1790921950461701, 0.5206381952388145, -0.0083570013927752, -0.5560621298940189, -0.7041647792397449, 0.5687271534624203, -0.1509143658818995, 0.8754062438047573, -0.1653497168037447, -0.0465808972353273, -1.0063946937192565, 1.4062049259484821, 0.1844305079924194, -0.5046649119386095, 0.6090521797024728, -0.0012338718640288, -0.538989323594342, 0.6397617266918179, -0.5071434243839292, 1.0465549049932845, 1.172294833129981, 0.8519826975125734, 0.2195063461345415, -0.14225564135006, 0.2683385516540193, -0.062332779345679, -0.7387500817434678, -0.0478942260053021, -0.9194650347806795, 0.332666761281927, 0.0634845549236408, 0.4540023864074866, 0.294654014603184, -0.494210260368697, 0.0796736593434723, 0.1466346272867176, -1.1708045515573549, 0.4403500216627487, 0.7275078177140557, 0.1798512288255923, -1.018826303057937, -0.246140650021299, 0.1827187330174389, -0.6874816523010542, -0.3068943609540584, 1.3314128745817548, 1.0847834720780931, 0.044427323415415, -0.3701891234305601, 0.4234716273921381, 0.0090679424077336, -0.011430117788091, -0.6475045734568661, -0.5431384261538673, -0.1158513658162663, 0.7909114342392398, -0.4765131764214588, 0.0007694438350761, -0.745136062552329, 1.0641310614710484, -0.3674915205237159, -0.3563924496725859, -1.2740332713372045, 3.6327720683216493]|6045.0927734375000000|      2.00000000|[3721, 588, 0, 294]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      50|[-0.6399272997200385, 0.8295521997250668, 0.5229638223909915, 0.8000537981005875, 0.7488516652170252, 0.6384214246844602, -0.4437461682873238, -1.0060830523130364, -0.1743279042158418, 1.7255260799053969, 1.3135955169938083, 0.7686096583637906, -0.9322119684428072, -0.4211200809730629, 0.9967744498839735, -0.0380347266654313, 0.0539455778108715, -0.0756455920729135, -0.6865665666769062, 0.228560411439223, -0.337243851844017, 0.6430025473085086, -1.2858704550629318, 1.1117189861840553, 0.9529812280140252, 0.1141516914778063, 0.0941845851211031, 0.2610576595066967, 0.8064911561511777, 0.448156105441879, 1.149521725937419, 0.2229639373585822, -0.1042642023441763, -0.486391597311477, 0.679126650758428, 0.3486326901044159, -0.924630161535962, 0.5621622515840389, 0.2633043397975629, -0.6298696674497135, -0.6032708645401904, 0.5470025940957173, 0.0947294882593358, 0.6525389933622524, -0.0093942382547411, 0.2286349967485137, -0.8754642103780395, 1.3153877799452358, 0.1419509333120911, -0.4228185033926386, 0.5278219937765123, -0.0088127966279765, -0.2286763372204407, 0.3380491541172024, -0.3365068151872663, 1.0423377194475718, 0.772040583557227, 0.7611342292684976, 0.1857058671098928, 0.3134273217827983, -0.0545782838924742, 0.2069441674373868, -0.7529724261270652, 0.1203474685642856, -0.7777674491979464, 0.2443324914602831, 0.0836209801952711, 0.0603325129314581, 0.5163758872905237, -0.4483053408635777, 0.0945307773614438, 0.1607969339605424, -1.3216780337846803, 0.7307920413637528, 0.7333432200053238, 0.42178657137587, -0.8903467478087228, -0.3494253442756974, 0.2727737591314259, -0.6172182143742849, -0.0409640361611965, 1.0967969526075727, 1.071002405094155, 0.0679530345643923, -0.2164449772027235, 0.20154595152315, -0.2126547796457943, 0.0934770223476741, -0.804599454395396, -0.6772578175952125, -0.1381923061278174, 1.0067347269714786, -0.2974263869326664, -0.0580101683484948, -0.8297120434540471, 1.214959899819437, 0.0792591799500695, -0.1887385314062895, -1.1925191437846951, 3.65552620851988]|5992.1049804687500000|      4.00000000|[3735, 590, 0, 295]                                                        | | GPS sucess | actual_k=2
      51|[-0.6399272997200385, 0.8295521997250668, 0.5229638223909915, 0.8000537981005875, 0.7488516652170252, 0.6384214246844602, -0.4437461682873238, -1.0060830523130364, -0.1743279042158418, 1.7255260799053969, 1.3135955169938083, 0.7686096583637906, -0.9322119684428072, -0.4211200809730629, 0.9967744498839735, -0.0380347266654313, 0.0539455778108715, -0.0756455920729135, -0.6865665666769062, 0.228560411439223, -0.337243851844017, 0.6430025473085086, -1.2858704550629318, 1.1117189861840553, 0.9529812280140252, 0.1141516914778063, 0.0941845851211031, 0.2610576595066967, 0.8064911561511777, 0.448156105441879, 1.149521725937419, 0.2229639373585822, -0.1042642023441763, -0.486391597311477, 0.679126650758428, 0.3486326901044159, -0.924630161535962, 0.5621622515840389, 0.2633043397975629, -0.6298696674497135, -0.6032708645401904, 0.5470025940957173, 0.0947294882593358, 0.6525389933622524, -0.0093942382547411, 0.2286349967485137, -0.8754642103780395, 1.3153877799452358, 0.1419509333120911, -0.4228185033926386, 0.5278219937765123, -0.0088127966279765, -0.2286763372204407, 0.3380491541172024, -0.3365068151872663, 1.0423377194475718, 0.772040583557227, 0.7611342292684976, 0.1857058671098928, 0.3134273217827983, -0.0545782838924742, 0.2069441674373868, -0.7529724261270652, 0.1203474685642856, -0.7777674491979464, 0.2443324914602831, 0.0836209801952711, 0.0603325129314581, 0.5163758872905237, -0.4483053408635777, 0.0945307773614438, 0.1607969339605424, -1.3216780337846803, 0.7307920413637528, 0.7333432200053238, 0.42178657137587, -0.8903467478087228, -0.3494253442756974, 0.2727737591314259, -0.6172182143742849, -0.0409640361611965, 1.0967969526075727, 1.071002405094155, 0.0679530345643923, -0.2164449772027235, 0.20154595152315, -0.2126547796457943, 0.0934770223476741, -0.804599454395396, -0.6772578175952125, -0.1381923061278174, 1.0067347269714786, -0.2974263869326664, -0.0580101683484948, -0.8297120434540471, 1.214959899819437, 0.0792591799500695, -0.1887385314062895, -1.1925191437846951, 3.65552620851988]|5992.1049804687500000|      2.00000000|[3859, 610, 0, 305]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      52|[-0.6384793082438407, 0.8913810319785608, 0.4977234944479341, 0.9220388599090172, 1.0806898276357952, 0.5511774797367184, -0.3344017479682952, -0.6545291611076143, -0.381530325358315, 1.6360987255786397, 1.0734632165583073, 0.7149082370602107, -0.7099271656248534, -0.6949849853781572, 0.961463975385807, -0.1157092253223908, 0.1872312882363296, 0.1866420025309877, -0.922812007819142, 0.3254017865070992, -0.3979781832462524, 0.305164428746378, -1.4669602877424581, 1.4955538129713215, 1.1095197694098822, 0.078111997253248, 0.1629118297426615, 0.3227896524292553, 0.7945489952787601, -0.0347550500094552, 0.815597352324019, 0.2882591956602457, 0.3209413964451987, -0.5787525704040112, 0.6671525640480302, 0.454991958416219, -1.236748431436462, 0.5773348161537124, 0.153062634216008, -0.2931143022196653, -0.5923786398159592, 0.4136500123249697, 0.2588419808842494, 0.7714848708587794, 0.0080104249618581, 0.4227545530165253, -0.9253880820614365, 1.5000954251752174, 0.1899084299411803, -0.8525883536415995, 0.8222145827875667, -0.1002351403233229, 0.0472077723297971, 0.0353569518952794, -0.4025083316262931, 1.4210519476581898, 0.8752697982163646, 1.0103885548612692, 0.3443101221883834, 0.5923463926761899, 0.057551542354012, 0.4387654252130574, -1.0445602341730305, 0.1775492328221152, -0.6117264311192079, 0.6501021123251, 0.0960431682408106, -0.212507658593078, 0.3769343890357862, -0.1816936530453153, 0.1719926142080238, 0.0015225410535484, -0.9556604148189616, 0.9474387365674015, 0.5152725346898815, 0.4648334187911371, -0.5896880167752692, -0.1709753677177735, 0.2446285328063683, -0.6722214070884888, -0.1926327346181272, 1.176149805255679, 1.1688040336336185, 0.316709796515128, -0.1248545843959741, 0.2045760223462654, -0.2002716353097631, 0.1191680366129782, -0.8165770627937482, -0.5207681820074863, 0.0151511552495054, 0.9274948692812688, -0.3338304222572079, 0.0290499353690106, -0.814456829659392, 0.899295053636818, 0.2814482424099098, -0.1771135226064479, -0.90168217930981, 3.803052855504789]|5673.4262695312500000|      4.00000000|[3898, 616, 0, 308]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      53|[-0.6384793082438407, 0.8913810319785608, 0.4977234944479341, 0.9220388599090172, 1.0806898276357952, 0.5511774797367184, -0.3344017479682952, -0.6545291611076143, -0.381530325358315, 1.6360987255786397, 1.0734632165583073, 0.7149082370602107, -0.7099271656248534, -0.6949849853781572, 0.961463975385807, -0.1157092253223908, 0.1872312882363296, 0.1866420025309877, -0.922812007819142, 0.3254017865070992, -0.3979781832462524, 0.305164428746378, -1.4669602877424581, 1.4955538129713215, 1.1095197694098822, 0.078111997253248, 0.1629118297426615, 0.3227896524292553, 0.7945489952787601, -0.0347550500094552, 0.815597352324019, 0.2882591956602457, 0.3209413964451987, -0.5787525704040112, 0.6671525640480302, 0.454991958416219, -1.236748431436462, 0.5773348161537124, 0.153062634216008, -0.2931143022196653, -0.5923786398159592, 0.4136500123249697, 0.2588419808842494, 0.7714848708587794, 0.0080104249618581, 0.4227545530165253, -0.9253880820614365, 1.5000954251752174, 0.1899084299411803, -0.8525883536415995, 0.8222145827875667, -0.1002351403233229, 0.0472077723297971, 0.0353569518952794, -0.4025083316262931, 1.4210519476581898, 0.8752697982163646, 1.0103885548612692, 0.3443101221883834, 0.5923463926761899, 0.057551542354012, 0.4387654252130574, -1.0445602341730305, 0.1775492328221152, -0.6117264311192079, 0.6501021123251, 0.0960431682408106, -0.212507658593078, 0.3769343890357862, -0.1816936530453153, 0.1719926142080238, 0.0015225410535484, -0.9556604148189616, 0.9474387365674015, 0.5152725346898815, 0.4648334187911371, -0.5896880167752692, -0.1709753677177735, 0.2446285328063683, -0.6722214070884888, -0.1926327346181272, 1.176149805255679, 1.1688040336336185, 0.316709796515128, -0.1248545843959741, 0.2045760223462654, -0.2002716353097631, 0.1191680366129782, -0.8165770627937482, -0.5207681820074863, 0.0151511552495054, 0.9274948692812688, -0.3338304222572079, 0.0290499353690106, -0.814456829659392, 0.899295053636818, 0.2814482424099098, -0.1771135226064479, -0.90168217930981, 3.803052855504789]|5673.4262695312500000|      2.00000000|[4013, 634, 0, 317]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      54|[-1.3225226125431548, 0.8452096761239113, 0.4493913235486954, 0.9345951783328995, 0.9404577307837138, 0.7414342784443647, -0.4528209326732066, -0.7812461451161552, -0.2014420017114358, 1.7102893645887132, 1.026484046751165, 0.5402918112810272, -0.6250843134583827, -1.0464186736110421, 0.5535686058259284, -0.2055643681752466, -0.0083338566963787, 0.0899353882592361, -1.0872375923291848, 0.35608552326619, -0.545339563989491, 0.2338711352226773, -1.4499674556526865, 1.4396169418267906, 0.7496225512165328, -0.2179553142079607, -0.3274730687702804, 0.3152865220282547, 0.6332921959065556, 0.0601883068220773, 1.0761576025147805, 0.4922501691760887, 0.2537933933614906, -0.322771828656474, 0.5590261825946121, 0.2690398346469138, -1.1921404389381949, 0.7542249783787311, 0.052869545847853, -0.1865448264353561, -0.7348016589312589, 0.4494457043822274, 0.3274680393038447, 0.6536574204341734, 0.3810980661533767, 0.4203382246012163, -0.6810259521148734, 1.4190089787517364, -0.231257934606526, -0.6823467009168881, 0.5910607113048966, -0.2558724970212825, 0.0804683467900268, 0.0284661239669285, -0.3495189472653478, 1.1805199212378188, 0.993622874855313, 0.9213410261990762, 0.3963842992589663, 0.5808615976496646, 0.0744673285634548, 0.5887260514140242, -0.6191674183394256, -0.1903191366564125, -0.9151164084278542, 0.4395484036602685, 0.2956452641175152, 0.0398244767805412, 0.4847382730321093, -0.0885309932320468, 0.2009280721631556, 0.0050399717268969, -0.7142122126606221, 0.9405482226610715, 0.6600806015585408, 0.3640067112145415, -0.9061860582033145, 0.0646228324796678, 0.6237745030243764, -0.5466484196182964, -0.2161400141079625, 1.2308988561498724, 0.962638481270335, 0.47049696594219, -0.172598820591865, -0.0310885869720541, -0.167144880778751, 0.059353553952613, -0.4962300791877313, -0.2827321788462477, -0.0793341527479048, 0.7094809149950937, -0.4266432982113449, 0.3400956628899724, -0.6948235440532238, 1.047141756044114, 0.4502562756750935, -0.2057930359436697, -0.9388092835510865, 4.016371472955683]|5486.2041015625000000|      4.00000000|[4063, 642, 0, 321]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      55|[-1.3225226125431548, 0.8452096761239113, 0.4493913235486954, 0.9345951783328995, 0.9404577307837138, 0.7414342784443647, -0.4528209326732066, -0.7812461451161552, -0.2014420017114358, 1.7102893645887132, 1.026484046751165, 0.5402918112810272, -0.6250843134583827, -1.0464186736110421, 0.5535686058259284, -0.2055643681752466, -0.0083338566963787, 0.0899353882592361, -1.0872375923291848, 0.35608552326619, -0.545339563989491, 0.2338711352226773, -1.4499674556526865, 1.4396169418267906, 0.7496225512165328, -0.2179553142079607, -0.3274730687702804, 0.3152865220282547, 0.6332921959065556, 0.0601883068220773, 1.0761576025147805, 0.4922501691760887, 0.2537933933614906, -0.322771828656474, 0.5590261825946121, 0.2690398346469138, -1.1921404389381949, 0.7542249783787311, 0.052869545847853, -0.1865448264353561, -0.7348016589312589, 0.4494457043822274, 0.3274680393038447, 0.6536574204341734, 0.3810980661533767, 0.4203382246012163, -0.6810259521148734, 1.4190089787517364, -0.231257934606526, -0.6823467009168881, 0.5910607113048966, -0.2558724970212825, 0.0804683467900268, 0.0284661239669285, -0.3495189472653478, 1.1805199212378188, 0.993622874855313, 0.9213410261990762, 0.3963842992589663, 0.5808615976496646, 0.0744673285634548, 0.5887260514140242, -0.6191674183394256, -0.1903191366564125, -0.9151164084278542, 0.4395484036602685, 0.2956452641175152, 0.0398244767805412, 0.4847382730321093, -0.0885309932320468, 0.2009280721631556, 0.0050399717268969, -0.7142122126606221, 0.9405482226610715, 0.6600806015585408, 0.3640067112145415, -0.9061860582033145, 0.0646228324796678, 0.6237745030243764, -0.5466484196182964, -0.2161400141079625, 1.2308988561498724, 0.962638481270335, 0.47049696594219, -0.172598820591865, -0.0310885869720541, -0.167144880778751, 0.059353553952613, -0.4962300791877313, -0.2827321788462477, -0.0793341527479048, 0.7094809149950937, -0.4266432982113449, 0.3400956628899724, -0.6948235440532238, 1.047141756044114, 0.4502562756750935, -0.2057930359436697, -0.9388092835510865, 4.016371472955683]|5486.2041015625000000|      2.00000000|[4178, 660, 0, 330]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      56|[-1.0947916962060675, 0.7329970180267555, 0.6674761362803464, 0.8835954568948502, 0.6343038943344212, 0.6176280153192253, -0.4856230767715192, -0.7618454282447288, -0.4415362786898251, 1.1882289898987106, 1.2735271755326403, 0.5479296222706985, -0.1877639634016964, -0.9384534748203033, 0.8224106442394309, -0.0875590201814622, -0.0641586048040782, -0.0554101640743199, -0.8582264638506341, 0.5204236340242285, -0.859667565839462, 0.3634778968741132, -1.3986770225808447, 1.5010069041948588, 0.5503621189237675, -0.3500506377852113, -0.2160642090180714, 0.5364995109360895, 0.6844682411153121, -0.1623372026834694, 0.6614503615111108, 0.6705232014456572, 0.5858166618430665, -0.5942027830335492, 0.23638298625395, 0.3099881484155145, -0.8647577793302148, 0.7828680382644676, 0.4454113158159625, -0.4248697448101686, -0.7188941749594501, 0.2426712343563906, 0.2497062225304325, 0.6484919797059233, 0.4471149923003932, 0.4739137714898994, -1.1206433229695514, 1.215598092490231, -0.1266281505215335, -0.5803569237465401, 0.651008304773834, -0.2091499562798323, 0.123681610584373, 0.3333141794209835, -0.3411253721871611, 0.9091449119149803, 1.0102456455307156, 0.8857340525629342, 0.4080785532590392, 0.3737344905134259, 0.176901815989926, 0.5121468803121153, -0.5871508600559682, -0.2394767950010693, -0.8058471390484313, 0.5830665177416758, 0.1944601108602995, -0.081919877871385, 0.315160195019321, -0.2790293558657235, 0.2058783012674428, -0.1397820959969677, -0.5463135983719063, 1.0495066825479062, 0.735269259916999, 0.6227329449032433, -0.9597308682644334, 0.0502516730776016, 0.5540287917833403, -0.4104469184081154, -0.2152958636798519, 0.8888038655580908, 0.948741659051067, 0.3974329430305885, -0.2411598545826955, -0.1986580362789119, -0.5412108920518948, -0.2378283083985072, -0.1098040964695091, -0.0607572430682668, -0.179633689920745, 0.6793283611486146, -0.4573700927499225, 0.0944234343123057, -0.7608550458288931, 1.5544061027983693, 0.2262300391441061, -0.3139314010738651, -0.9678249293528275, 4.286938063055756]|4914.4609375000000000|      4.00000000|[4204, 664, 0, 332]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
