k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2077818959951401, -0.2280727624893188, -0.6831964254379272, 1.1193808317184448, 0.4104052782058716, -0.2293266803026199, 0.4232242405414581, -0.2564863860607147, 0.1008266508579254, 0.6766346096992493, -0.2936887145042419, -0.4297186732292175, -0.1837056279182434, -0.2516169250011444, 0.1269862651824951, 0.1639561355113983, 0.3105273246765137, -0.5653440356254578, 0.1082101613283157, -0.0887445732951164, 0.5461261868476868, 0.3259660303592682]| 13.3010110855102539|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      12|[-11.628635277040303, -8.038666814099997, -6.995209107175469, 13.979535073041916, 10.893508487381041, 2.676048019900918, 9.135229717940092, 10.378082728013396, -3.350443407893181, 11.218610927462578, -2.419932145625353, 8.789511194452643, -0.4243754707276821, 4.992123208940029, 2.760390244424343, 0.2417352795600891, -0.1510195303708315, 18.273250862956047, 15.387161299586296, 5.38170774653554, 1.8215720802545547, -3.3664055429399014]| 12.1091375350952148|     16.00000000|[769, 0, 0, 12]                                                            |  | used linear model with 65 points | actual_k=0
      13|[-13.265151609666646, -8.154449894558638, -7.5009912345558405, 15.499976724386215, 11.376942032016814, 0.3913554940372705, 9.230585630983114, 13.178625559434295, -3.9132879227399826, 13.240358993411064, -3.675958890467882, 8.902509165927768, -2.3733701072633266, 4.773396782577038, 4.304452501237392, 0.8057921528816223, -0.7233666945248842, 23.645287320017815, 17.06314317882061, 4.843659121543169, 2.596120670437813, -3.4509941078722477]| 12.1073369979858398|     32.00000000|[833, 0, 0, 13]                                                            | | GPS sucess | actual_k=0
      14|[-13.265151609666646, -8.154449894558638, -7.5009912345558405, 15.499976724386215, 11.376942032016814, 0.3913554940372705, 9.230585630983114, 13.178625559434295, -3.9132879227399826, 13.240358993411064, -3.675958890467882, 8.902509165927768, -2.3733701072633266, 4.773396782577038, 4.304452501237392, 0.8057921528816223, -0.7233666945248842, 23.645287320017815, 17.06314317882061, 4.843659121543169, 2.596120670437813, -3.4509941078722477]| 12.1073369979858398|     16.00000000|[897, 0, 0, 14]                                                            |  | used linear model with 65 points | actual_k=0
      15|[-12.959608723409474, -9.835202529560775, -6.660536179319024, 15.109083861112595, 8.779538505710661, 2.159931281581521, 11.373895939439535, 14.479987477883697, -2.234254762530327, 10.966519519686699, -6.347239274531603, 8.121975554153323, -3.5902273021638393, 4.121012918651104, 4.197710365056992, 3.1873849034309387, -2.327882843092084, 19.726410195231438, 18.27503101527691, 4.404943633824587, 3.303392067551613, -2.6489813663065434]| 12.1041841506958008|     32.00000000|[961, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
      16|[-5.576356102712452, -49.29081852687523, -4.158012995496392, 11.412697046995163, 12.518824213184416, 3.9583296570926905, 14.791887816041708, 16.53279743157327, -5.905365869402885, 29.05240933597088, -14.722063798457384, -12.409259187057614, -10.756659682840109, -8.663575895130634, 13.994749397039413, -1.2084209322929382, 10.970868034288287, 30.596647545695305, 5.60229580104351, 26.905431915074587, -7.636769637465477, 11.054030146449804]| 12.0996828079223633|     64.00000000|[1025, 0, 0, 16]                                                           | | GPS sucess | actual_k=0
      17|[-5.576356102712452, -49.29081852687523, -4.158012995496392, 11.412697046995163, 12.518824213184416, 3.9583296570926905, 14.791887816041708, 16.53279743157327, -5.905365869402885, 29.05240933597088, -14.722063798457384, -12.409259187057614, -10.756659682840109, -8.663575895130634, 13.994749397039413, -1.2084209322929382, 10.970868034288287, 30.596647545695305, 5.60229580104351, 26.905431915074587, -7.636769637465477, 11.054030146449804]| 12.0996828079223633|     32.00000000|[1089, 0, 0, 17]                                                           |  | used linear model with 65 points | actual_k=0
      18|[-5.553714741952717, -45.0071719433181, -4.907204398885369, 11.362764343619347, 15.738524072803557, 3.525711128488183, 8.344320353120565, 15.542431270703673, -5.24313597381115, 27.615818664431572, -11.103467959910631, -18.724060403183103, -7.043410237878561, -6.5599997118115425, 17.33459362387657, -3.217669904232025, 12.857765479013324, 31.35710661113262, 0.4811200350522995, 22.07144134119153, -4.833996400237083, 5.264886107295752]| 12.0969161987304688|     64.00000000|[1153, 0, 0, 18]                                                           | | GPS sucess | actual_k=0
      19|[-5.553714741952717, -45.0071719433181, -4.907204398885369, 11.362764343619347, 15.738524072803557, 3.525711128488183, 8.344320353120565, 15.542431270703673, -5.24313597381115, 27.615818664431572, -11.103467959910631, -18.724060403183103, -7.043410237878561, -6.5599997118115425, 17.33459362387657, -3.217669904232025, 12.857765479013324, 31.35710661113262, 0.4811200350522995, 22.07144134119153, -4.833996400237083, 5.264886107295752]| 12.0969161987304688|     32.00000000|[1217, 0, 0, 19]                                                           |  | used linear model with 65 points | actual_k=0
      20|[-5.553714741952717, -45.0071719433181, -4.907204398885369, 11.362764343619347, 15.738524072803557, 3.525711128488183, 8.344320353120565, 15.542431270703673, -5.24313597381115, 27.615818664431572, -11.103467959910631, -18.724060403183103, -7.043410237878561, -6.5599997118115425, 17.33459362387657, -3.217669904232025, 12.857765479013324, 31.35710661113262, 0.4811200350522995, 22.07144134119153, -4.833996400237083, 5.264886107295752]| 12.0969161987304688|     16.00000000|[1281, 0, 0, 20]                                                           |  | used linear model with 65 points | actual_k=0
      21|[-5.553714741952717, -45.0071719433181, -4.907204398885369, 11.362764343619347, 15.738524072803557, 3.525711128488183, 8.344320353120565, 15.542431270703673, -5.24313597381115, 27.615818664431572, -11.103467959910631, -18.724060403183103, -7.043410237878561, -6.5599997118115425, 17.33459362387657, -3.217669904232025, 12.857765479013324, 31.35710661113262, 0.4811200350522995, 22.07144134119153, -4.833996400237083, 5.264886107295752]| 12.0969161987304688|      8.00000000|[1345, 0, 0, 21]                                                           |  | used linear model with 65 points | actual_k=0
      22|[-6.747368325479329, -43.66593272937462, -4.979232104495168, 12.323739096522331, 14.92825346533209, 3.470651650801301, 8.225352179259062, 14.727402424439788, -5.480763852596283, 26.970069751143456, -9.711491484194994, -18.20081846602261, -8.296757634729147, -4.884836800396442, 16.60141959786415, -4.556003510951996, 12.256295366212726, 31.420092813670635, -0.1794808655977249, 22.462711442261934, -4.538808986544609, 5.541809465736151]| 12.0968732833862305|     16.00000000|[1409, 0, 0, 22]                                                           | | GPS sucess | actual_k=0
      23|[-7.095343311317265, -43.77174462331459, -7.875252516940236, 13.063082918524742, 14.926965035963804, 4.683862829580903, 8.990772377699614, 13.82037571631372, -5.564590848982334, 24.039316043257713, -11.564995903521776, -21.25973646529019, -4.586897786706686, -3.7575209215283394, 16.839435011148453, -6.588207423686981, 10.052058143541217, 32.34621434658766, -0.9665068536996841, 24.425386775285006, -5.6259190291166306, 5.2682733200490475]| 12.0949077606201172|     32.00000000|[1473, 0, 0, 23]                                                           | | GPS sucess | actual_k=0
      24|[-8.215722997672856, -42.25603748811409, -2.501003535464406, 12.767058297991753, 15.615914620924741, 5.086978072300553, 3.852897774428129, 13.573677306994796, -10.954990781843662, 27.243841990828514, -8.748199362307787, -16.413071082904935, -2.543225225061178, -5.194753415882587, 16.236098140478134, -5.964009642601013, 4.7861084174364805, 32.78948252648115, 6.709969148039818, 27.009338725358248, -0.7676035612821579, 4.0432754419744015]| 12.0948534011840820|     64.00000000|[1537, 0, 0, 24]                                                           | | GPS sucess | actual_k=0
      25|[-8.215722997672856, -42.25603748811409, -2.501003535464406, 12.767058297991753, 15.615914620924741, 5.086978072300553, 3.852897774428129, 13.573677306994796, -10.954990781843662, 27.243841990828514, -8.748199362307787, -16.413071082904935, -2.543225225061178, -5.194753415882587, 16.236098140478134, -5.964009642601013, 4.7861084174364805, 32.78948252648115, 6.709969148039818, 27.009338725358248, -0.7676035612821579, 4.0432754419744015]| 12.0948534011840820|     32.00000000|[1601, 0, 0, 25]                                                           |  | used linear model with 65 points | actual_k=0
      26|[-8.215722997672856, -42.25603748811409, -2.501003535464406, 12.767058297991753, 15.615914620924741, 5.086978072300553, 3.852897774428129, 13.573677306994796, -10.954990781843662, 27.243841990828514, -8.748199362307787, -16.413071082904935, -2.543225225061178, -5.194753415882587, 16.236098140478134, -5.964009642601013, 4.7861084174364805, 32.78948252648115, 6.709969148039818, 27.009338725358248, -0.7676035612821579, 4.0432754419744015]| 12.0948534011840820|     16.00000000|[1665, 0, 0, 26]                                                           |  | used linear model with 65 points | actual_k=0
      27|[-17.90333076287061, -45.16335608018562, -5.567749293521047, 21.406204149127007, 11.21433524088934, 6.495869034901261, -1.4321917183697224, 4.149499183520675, -7.470955766737461, 27.619550421833992, -9.796608228236437, -22.43730060942471, -0.9293479286134243, -0.7851355150341988, 31.098702281713486, 4.6565738916397095, 2.533050937578082, 43.06771319359541, 6.721774894744158, 23.612046111375093, -13.422721549868584, 7.467668619006872]| 12.0816926956176758|     32.00000000|[1729, 0, 0, 27]                                                           | | GPS sucess | actual_k=0
      28|[-20.146465023048222, -48.20787765039131, -5.893552692607045, 23.13092367351055, 18.64140681223944, 8.962834948673844, -5.384174454957247, 5.143980210646987, -6.238060988485813, 32.6670767813921, -12.169902104884386, -19.927398370578885, 1.62584263458848, 2.824888937175274, 36.0398972928524, 11.249706864356995, 2.3722355496138334, 48.255718640983105, 4.991808850318193, 21.955321419984102, -14.156689211726189, 8.549658861011267]| 12.0615110397338867|     64.00000000|[1793, 0, 0, 28]                                                           | | GPS sucess | actual_k=0
      29|[-41.90766688156873, -42.31369639886543, 2.0478030126541853, 38.57523672282696, -5.4457532982341945, 18.403519267216325, 0.4993227832019329, 45.805593675002456, -19.482082404196262, -12.776759430766106, 4.584149103611708, -36.44262092001736, 70.5025821365416, 31.88571237772703, 86.61024412512779, 21.775800347328186, -13.481899010017514, 60.984937123954296, -27.160336535423994, -1.7039536349475384, -10.750078245997429, 20.699171151965857]| 12.0145921707153320|    128.00000000|[1857, 0, 0, 29]                                                           | | GPS sucess | actual_k=0
      30|[-41.90766688156873, -42.31369639886543, 2.0478030126541853, 38.57523672282696, -5.4457532982341945, 18.403519267216325, 0.4993227832019329, 45.805593675002456, -19.482082404196262, -12.776759430766106, 4.584149103611708, -36.44262092001736, 70.5025821365416, 31.88571237772703, 86.61024412512779, 21.775800347328186, -13.481899010017514, 60.984937123954296, -27.160336535423994, -1.7039536349475384, -10.750078245997429, 20.699171151965857]| 12.0145921707153320|     64.00000000|[1921, 0, 0, 30]                                                           |  | used linear model with 65 points | actual_k=0
      31|[-41.90766688156873, -42.31369639886543, 2.0478030126541853, 38.57523672282696, -5.4457532982341945, 18.403519267216325, 0.4993227832019329, 45.805593675002456, -19.482082404196262, -12.776759430766106, 4.584149103611708, -36.44262092001736, 70.5025821365416, 31.88571237772703, 86.61024412512779, 21.775800347328186, -13.481899010017514, 60.984937123954296, -27.160336535423994, -1.7039536349475384, -10.750078245997429, 20.699171151965857]| 12.0145921707153320|     32.00000000|[1985, 0, 0, 31]                                                           |  | used linear model with 65 points | actual_k=0
      32|[-41.90766688156873, -42.31369639886543, 2.0478030126541853, 38.57523672282696, -5.4457532982341945, 18.403519267216325, 0.4993227832019329, 45.805593675002456, -19.482082404196262, -12.776759430766106, 4.584149103611708, -36.44262092001736, 70.5025821365416, 31.88571237772703, 86.61024412512779, 21.775800347328186, -13.481899010017514, 60.984937123954296, -27.160336535423994, -1.7039536349475384, -10.750078245997429, 20.699171151965857]| 12.0145921707153320|     16.00000000|[2049, 0, 0, 32]                                                           |  | used linear model with 65 points | actual_k=0
      33|[-41.951588281430304, -42.37957850052044, 1.959960212931037, 38.46543321758509, 0.0653565307147801, 18.24979437328875, 0.3236371837556362, 45.60794737003744, -19.701689414680004, -13.018327131867409, 4.320620696991682, -36.72811000235379, 70.19513234868646, 31.55630188435316, 86.2588729262352, 21.40246844291687, -13.877191619947553, 60.567683808505535, -12.201958697289228, -2.1651283614337444, -11.233213648200035, 20.194075014442205]| 12.0128698348999023|     32.00000000|[2113, 0, 0, 33]                                                           | | GPS sucess | actual_k=0
      34|[-41.98836286831647, -44.73759999824688, 3.439217319712043, 38.4573876215145, -4.2679059128277, 17.096022138372064, 5.058361228555441, 46.00374220870435, -19.067065708339214, -10.316928759217262, 3.425904255360365, -33.87118046171963, 73.47861704602838, 26.583156876266003, 79.78827613592148, 28.993287801742554, -13.492159502580762, 55.986674420535564, -16.244219820946455, -0.4758547656238079, -14.808915600180626, 19.3058401606977]| 12.0097360610961914|     64.00000000|[2177, 0, 0, 34]                                                           | | GPS sucess | actual_k=0
      35|[-41.98836286831647, -44.73759999824688, 3.439217319712043, 38.4573876215145, -4.2679059128277, 17.096022138372064, 5.058361228555441, 46.00374220870435, -19.067065708339214, -10.316928759217262, 3.425904255360365, -33.87118046171963, 73.47861704602838, 26.583156876266003, 79.78827613592148, 28.993287801742554, -13.492159502580762, 55.986674420535564, -16.244219820946455, -0.4758547656238079, -14.808915600180626, 19.3058401606977]| 12.0097360610961914|     32.00000000|[2241, 0, 0, 35]                                                           |  | used linear model with 65 points | actual_k=0
      36|[-41.98836286831647, -44.73759999824688, 3.439217319712043, 38.4573876215145, -4.2679059128277, 17.096022138372064, 5.058361228555441, 46.00374220870435, -19.067065708339214, -10.316928759217262, 3.425904255360365, -33.87118046171963, 73.47861704602838, 26.583156876266003, 79.78827613592148, 28.993287801742554, -13.492159502580762, 55.986674420535564, -16.244219820946455, -0.4758547656238079, -14.808915600180626, 19.3058401606977]| 12.0097360610961914|     16.00000000|[2305, 0, 0, 36]                                                           |  | used linear model with 65 points | actual_k=0
      37|[-44.245232661254704, -47.17237392021343, 4.38195108436048, 40.34305542241782, -4.071202806662768, 15.550382742658257, 6.008168812841177, 45.74962921999395, -21.058639280498028, -11.191422775387764, 3.958101611584425, -36.031680988147855, 74.70891067758203, 27.674733571708202, 77.9547089934349, 27.874603748321533, -12.068403856828809, 60.83583175390959, -15.971688520163298, 0.7960163243114948, -13.869208380579948, 19.156004305928946]| 12.0063905715942383|     32.00000000|[2369, 0, 0, 37]                                                           | | GPS sucess | actual_k=0
      38|[-57.69746406842023, -30.56504741264507, -11.746686229482293, 52.30553119909018, -6.023594311904162, -0.8446444179862738, -9.039212588220835, 56.77271099947393, 5.90179467946291, -45.58091862499714, 2.6144945435225964, -49.65367023833096, 66.96395513787866, 25.341183356940746, 67.92654031515121, 22.078205108642578, -8.935146706178784, 45.56037246435881, -18.47948719188571, 0.0550774820148945, -22.17074589431286, 18.85512137040496]| 11.9911928176879883|     64.00000000|[2433, 0, 0, 38]                                                           | | GPS sucess | actual_k=0
      39|[-87.47694023419172, -12.21515193535015, -26.657815227285028, 77.3936259103939, -27.898312024306506, 11.135264525189996, -54.22579324617982, 109.42154522798955, -14.018810026347637, -2.377976730465889, 38.65258811041713, -38.47740547545254, 25.81684896722436, 39.22655837982893, 97.31297677755356, 30.595911979675293, -11.799734251573682, 2.5172930881381035, -21.770372163504362, -11.344472002238035, -40.77437214553356, 14.830943819135427]| 11.9495658874511719|    128.00000000|[2497, 0, 0, 39]                                                           | | GPS sucess | actual_k=0
      40|[-87.47694023419172, -12.21515193535015, -26.657815227285028, 77.3936259103939, -27.898312024306506, 11.135264525189996, -54.22579324617982, 109.42154522798955, -14.018810026347637, -2.377976730465889, 38.65258811041713, -38.47740547545254, 25.81684896722436, 39.22655837982893, 97.31297677755356, 30.595911979675293, -11.799734251573682, 2.5172930881381035, -21.770372163504362, -11.344472002238035, -40.77437214553356, 14.830943819135427]| 11.9495658874511719|     64.00000000|[2561, 0, 0, 40]                                                           |  | used linear model with 65 points | actual_k=0
      41|[-90.27748974133283, -15.921137958299369, -25.829861829057336, 79.38107722532004, -29.349205187987536, 20.188226828351617, -46.62329185381532, 108.7058139052242, 2.1875441148877144, 4.562441989779472, 46.773931723088026, -30.213465617969632, 17.323706839233637, 25.408621482551098, 100.74081009626389, 26.067948818206787, -10.402752893045545, 5.043057791888714, -16.967629205435514, -13.641801428049803, -47.568908259272575, 20.504496332257986]| 11.9227113723754883|    128.00000000|[2625, 0, 0, 41]                                                           | | GPS sucess | actual_k=0
      42|[-90.27748974133283, -15.921137958299369, -25.829861829057336, 79.38107722532004, -29.349205187987536, 20.188226828351617, -46.62329185381532, 108.7058139052242, 2.1875441148877144, 4.562441989779472, 46.773931723088026, -30.213465617969632, 17.323706839233637, 25.408621482551098, 100.74081009626389, 26.067948818206787, -10.402752893045545, 5.043057791888714, -16.967629205435514, -13.641801428049803, -47.568908259272575, 20.504496332257986]| 11.9227113723754883|     64.00000000|[2689, 0, 0, 42]                                                           |  | used linear model with 65 points | actual_k=0
      43|[-93.40729792881757, -12.132662683259696, -29.016640851274133, 82.20897286664695, -24.984398059081286, 25.654851088300347, -37.50572193041444, 108.98290850780904, -1.9722845479846, 18.376091167330742, 44.57992027327418, -21.180831836536527, 31.174054358154535, 22.89099209755659, 111.84666794538498, 19.82914400100708, -9.430766241624951, 9.212443701922894, -18.48632825538516, -17.39138300344348, -52.229717776179314, 32.259612794965506]| 11.9177932739257812|    128.00000000|[2753, 0, 0, 43]                                                           | | GPS sucess | actual_k=0
      44|[-93.40729792881757, -12.132662683259696, -29.016640851274133, 82.20897286664695, -24.984398059081286, 25.654851088300347, -37.50572193041444, 108.98290850780904, -1.9722845479846, 18.376091167330742, 44.57992027327418, -21.180831836536527, 31.174054358154535, 22.89099209755659, 111.84666794538498, 19.82914400100708, -9.430766241624951, 9.212443701922894, -18.48632825538516, -17.39138300344348, -52.229717776179314, 32.259612794965506]| 11.9177932739257812|     64.00000000|[2817, 0, 0, 44]                                                           |  | used linear model with 65 points | actual_k=0
      45|[-93.40729792881757, -12.132662683259696, -29.016640851274133, 82.20897286664695, -24.984398059081286, 25.654851088300347, -37.50572193041444, 108.98290850780904, -1.9722845479846, 18.376091167330742, 44.57992027327418, -21.180831836536527, 31.174054358154535, 22.89099209755659, 111.84666794538498, 19.82914400100708, -9.430766241624951, 9.212443701922894, -18.48632825538516, -17.39138300344348, -52.229717776179314, 32.259612794965506]| 11.9177932739257812|     32.00000000|[2881, 0, 0, 45]                                                           |  | used linear model with 65 points | actual_k=0
      46|[-93.40729792881757, -12.132662683259696, -29.016640851274133, 82.20897286664695, -24.984398059081286, 25.654851088300347, -37.50572193041444, 108.98290850780904, -1.9722845479846, 18.376091167330742, 44.57992027327418, -21.180831836536527, 31.174054358154535, 22.89099209755659, 111.84666794538498, 19.82914400100708, -9.430766241624951, 9.212443701922894, -18.48632825538516, -17.39138300344348, -52.229717776179314, 32.259612794965506]| 11.9177932739257812|     16.00000000|[2945, 0, 0, 46]                                                           |  | used linear model with 65 points | actual_k=0
      47|[-96.34765036869794, -11.287934988271445, -26.523046920076013, 84.00543325673789, -23.975914410781115, 24.43606091476977, -36.42537987604737, 105.8139693941921, -1.2392964884638786, 18.86386500298977, 44.51219737902284, -22.690231965854764, 30.746191177517176, 25.542567901313305, 113.83421570062637, 21.892456531524658, -8.0376604963094, 9.389245294034481, -18.249490913003683, -16.747722636908293, -54.3230731934309, 29.773741956800222]| 11.9111299514770508|     32.00000000|[3009, 0, 0, 47]                                                           | | GPS sucess | actual_k=0
      48|[-96.737987508066, -16.175218790303916, -24.248220631852746, 84.14394703041762, -23.690940133761615, 20.996106395497918, -34.79492962732911, 102.2654390539974, -2.858232907950878, 22.84459362924099, 45.84316885843873, -17.811238454654813, 34.97634044662118, 28.300520591437817, 108.00857120752335, 18.75004506111145, -4.371656553819776, 3.75409247726202, -21.198226150125265, -17.35997189208865, -48.76995067298412, 28.703701730817556]| 11.9092950820922852|     64.00000000|[3073, 0, 0, 48]                                                           | | GPS sucess | actual_k=0
      49|[-96.737987508066, -16.175218790303916, -24.248220631852746, 84.14394703041762, -23.690940133761615, 20.996106395497918, -34.79492962732911, 102.2654390539974, -2.858232907950878, 22.84459362924099, 45.84316885843873, -17.811238454654813, 34.97634044662118, 28.300520591437817, 108.00857120752335, 18.75004506111145, -4.371656553819776, 3.75409247726202, -21.198226150125265, -17.35997189208865, -48.76995067298412, 28.703701730817556]| 11.9092950820922852|     32.00000000|[3137, 0, 0, 49]                                                           |  | used linear model with 65 points | actual_k=0
      50|[-97.73650543857366, -20.57794639421627, -23.02471990324557, 85.02374580036849, -27.5573725621216, 16.767563113942742, -36.69043684378266, 94.183692952618, -8.369833402335644, 22.06907270848751, 45.507963094860315, -17.80299174413085, 32.91247025504708, 27.08986335247755, 108.25052240490913, 19.64660543203354, -3.1052075792104006, 10.72716262191534, -27.14950292930007, -18.30797017738223, -48.07500301301479, 26.07608914002776]| 11.9031295776367188|     64.00000000|[3201, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
      51|[-97.73650543857366, -20.57794639421627, -23.02471990324557, 85.02374580036849, -27.5573725621216, 16.767563113942742, -36.69043684378266, 94.183692952618, -8.369833402335644, 22.06907270848751, 45.507963094860315, -17.80299174413085, 32.91247025504708, 27.08986335247755, 108.25052240490913, 19.64660543203354, -3.1052075792104006, 10.72716262191534, -27.14950292930007, -18.30797017738223, -48.07500301301479, 26.07608914002776]| 11.9031295776367188|     32.00000000|[3265, 0, 0, 51]                                                           |  | used linear model with 65 points | actual_k=0
