k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646135926247, 0.2747186124324799, -0.1371344774961472, 0.4579889476299286, 0.2082384824752808, -0.3116141855716705, -0.1069749742746353, -0.1159370169043541, 0.1397458463907242, 0.0341021008789539, -0.1914674788713455, -0.0652851238846779, -0.0144762769341469, 0.3372019827365875, 0.0044242618605494, 0.0833753123879433, 0.1970299333333969, 0.3441072106361389, 0.0740230232477188, 0.0973721370100975, -0.072860524058342, -0.4003027379512787]| 14.1187686920166016|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
      12|[-13.304134041070938, 0.0490967631340027, 5.506784800440073, 12.63924477249384, -2.2652040123939514, 1.0531435012817383, -5.6703044176101685, 8.234189726412296, -10.71807186305523, 2.736308414489031, 3.9165122658014297, -0.6290649399161339, -1.765264205634594, 0.7419283390045166, -1.5132961058989167, -12.61366731673479, 6.145963282324374, -6.960859462618828, -2.042233280837536, -6.021495845168829, 1.1107486858963966, 0.4418746083974838]| 12.1083469390869141|     16.00000000|[577, 192, 0, 12]                                                          |  | used linear model with 65 points | actual_k=16
      13|[-13.17481704056263, -4.802429497241974, 10.293574217706919, 11.947029627859592, -2.538209706544876, -5.756189823150635, -4.697053015232086, 14.214588858187199, -7.164245769381523, 5.787287075072527, 3.0576717406511307, -0.4249444976449013, -4.156794480979443, 5.029526472091675, -3.7244095588102937, -13.920373506844044, 10.764564604498446, -1.9363724440336227, -2.254901520907879, -1.3474560044705868, -0.881490908563137, 0.2301241159439087]| 12.1059904098510742|     32.00000000|[625, 208, 0, 13]                                                          | | GPS sucess | actual_k=16
      14|[-13.17481704056263, -4.802429497241974, 10.293574217706919, 11.947029627859592, -2.538209706544876, -5.756189823150635, -4.697053015232086, 14.214588858187199, -7.164245769381523, 5.787287075072527, 3.0576717406511307, -0.4249444976449013, -4.156794480979443, 5.029526472091675, -3.7244095588102937, -13.920373506844044, 10.764564604498446, -1.9363724440336227, -2.254901520907879, -1.3474560044705868, -0.881490908563137, 0.2301241159439087]| 12.1059904098510742|     16.00000000|[673, 224, 0, 14]                                                          |  | used linear model with 65 points | actual_k=16
      15|[-13.17481704056263, -4.802429497241974, 10.293574217706919, 11.947029627859592, -2.538209706544876, -5.756189823150635, -4.697053015232086, 14.214588858187199, -7.164245769381523, 5.787287075072527, 3.0576717406511307, -0.4249444976449013, -4.156794480979443, 5.029526472091675, -3.7244095588102937, -13.920373506844044, 10.764564604498446, -1.9363724440336227, -2.254901520907879, -1.3474560044705868, -0.881490908563137, 0.2301241159439087]| 12.1059904098510742|      8.00000000|[721, 240, 0, 15]                                                          |  | used linear model with 65 points | actual_k=16
      16|[-15.520726159214973, -5.110114425420761, 11.108833078294992, 13.892017640173435, -4.762192994356155, -5.8741321712732315, -4.461919724941254, 16.93410275131464, -7.358067065477371, 5.705221775919199, 3.86980839073658, -3.9550934806466103, -5.17606633156538, 5.464571267366409, -0.0155706191435456, -12.501740999519825, 9.349919528700411, -0.1355218142271042, -3.984291546046734, -2.97099032625556, -1.593708597123623, 0.1738743409514427]| 12.1054153442382812|     16.00000000|[769, 256, 0, 16]                                                          | | GPS sucess | actual_k=16
      17|[-20.221573308110237, -3.792512983083725, 9.936658386141062, 17.59564284235239, -7.556607753038406, 0.5749902576208115, -8.287862479686737, 14.348981596529484, -4.910840064287186, -0.0537027083337307, 2.2067724019289017, -2.9516355767846107, -3.8592151924967766, 0.7362883388996124, -0.8046564841642976, -15.34928710013628, 7.725597352720797, 2.0015362054109573, -1.8706414625048637, 1.0528992153704166, 1.271067537367344, 6.050457440316677]| 12.0895166397094727|     32.00000000|[817, 272, 0, 17]                                                          | | GPS sucess | actual_k=16
      18|[-28.47136063873768, -3.974428877234459, 13.383475068956614, 23.393883027136326, -3.682236462831497, -16.812552466988564, -12.383058726787567, 16.467820145189762, -17.790836364030838, -1.6811269484460354, 6.515978887677193, -6.688201166689396, -2.807740978896618, 0.3147772550582886, -2.494165279902518, -15.435205236077309, -2.084578542970121, 10.363302066922188, -6.841561071574688, -9.583277847617865, -6.540082059800625, 7.307500921189785]| 12.0683250427246094|     64.00000000|[865, 288, 0, 18]                                                          | | GPS sucess | actual_k=16
      19|[-28.47136063873768, -3.974428877234459, 13.383475068956614, 23.393883027136326, -3.682236462831497, -16.812552466988564, -12.383058726787567, 16.467820145189762, -17.790836364030838, -1.6811269484460354, 6.515978887677193, -6.688201166689396, -2.807740978896618, 0.3147772550582886, -2.494165279902518, -15.435205236077309, -2.084578542970121, 10.363302066922188, -6.841561071574688, -9.583277847617865, -6.540082059800625, 7.307500921189785]| 12.0683250427246094|     32.00000000|[913, 304, 0, 19]                                                          |  | used linear model with 65 points | actual_k=16
      20|[-28.47136063873768, -3.974428877234459, 13.383475068956614, 23.393883027136326, -3.682236462831497, -16.812552466988564, -12.383058726787567, 16.467820145189762, -17.790836364030838, -1.6811269484460354, 6.515978887677193, -6.688201166689396, -2.807740978896618, 0.3147772550582886, -2.494165279902518, -15.435205236077309, -2.084578542970121, 10.363302066922188, -6.841561071574688, -9.583277847617865, -6.540082059800625, 7.307500921189785]| 12.0683250427246094|     16.00000000|[961, 320, 0, 20]                                                          |  | used linear model with 65 points | actual_k=16
      21|[-28.47136063873768, -3.974428877234459, 13.383475068956614, 23.393883027136326, -3.682236462831497, -16.812552466988564, -12.383058726787567, 16.467820145189762, -17.790836364030838, -1.6811269484460354, 6.515978887677193, -6.688201166689396, -2.807740978896618, 0.3147772550582886, -2.494165279902518, -15.435205236077309, -2.084578542970121, 10.363302066922188, -6.841561071574688, -9.583277847617865, -6.540082059800625, 7.307500921189785]| 12.0683250427246094|      8.00000000|[1009, 336, 0, 21]                                                         |  | used linear model with 65 points | actual_k=16
      22|[-29.44377674162388, -4.016024209558964, 12.536320213228464, 24.31807617098093, -3.3271280229091644, -15.966640070080757, -10.891594469547272, 18.592206455767155, -14.260608941316605, 2.233318690210581, 5.349405124783516, -5.114076711237431, -0.930707149207592, -1.0877807140350342, -3.905434467829764, -18.24492599070072, -4.275654583238065, 10.817322090268135, -6.100718908011913, -8.831159021705389, -5.669377647340298, 7.453542299568653]| 12.0660381317138672|     16.00000000|[1057, 352, 0, 22]                                                         | | GPS sucess | actual_k=16
      23|[-29.44377674162388, -4.016024209558964, 12.536320213228464, 24.31807617098093, -3.3271280229091644, -15.966640070080757, -10.891594469547272, 18.592206455767155, -14.260608941316605, 2.233318690210581, 5.349405124783516, -5.114076711237431, -0.930707149207592, -1.0877807140350342, -3.905434467829764, -18.24492599070072, -4.275654583238065, 10.817322090268135, -6.100718908011913, -8.831159021705389, -5.669377647340298, 7.453542299568653]| 12.0660381317138672|      8.00000000|[1105, 368, 0, 23]                                                         |  | used linear model with 65 points | actual_k=16
      24|[-29.44377674162388, -4.016024209558964, 12.536320213228464, 24.31807617098093, -3.3271280229091644, -15.966640070080757, -10.891594469547272, 18.592206455767155, -14.260608941316605, 2.233318690210581, 5.349405124783516, -5.114076711237431, -0.930707149207592, -1.0877807140350342, -3.905434467829764, -18.24492599070072, -4.275654583238065, 10.817322090268135, -6.100718908011913, -8.831159021705389, -5.669377647340298, 7.453542299568653]| 12.0660381317138672|      4.00000000|[1153, 384, 0, 24]                                                         |  | used linear model with 65 points | actual_k=16
      25|[-30.115200474858284, -4.8027485981583595, 12.117086205631495, 25.048643566668034, -1.5335809886455536, -14.48107524216175, -10.258196115493774, 20.02059731632471, -14.868334859609604, 1.7576540149748325, 6.109324529767036, -5.612063892185688, -0.1961887404322624, -1.092972259502858, -3.2772444868460298, -18.34713973850012, -4.8288965513929725, 9.858658328652382, -7.152823857963085, -9.529728915542364, -6.746816240251064, 7.358802691102028]| 12.0655059814453125|      8.00000000|[1201, 400, 0, 25]                                                         | | GPS sucess | actual_k=16
      26|[-30.115200474858284, -4.8027485981583595, 12.117086205631495, 25.048643566668034, -1.5335809886455536, -14.48107524216175, -10.258196115493774, 20.02059731632471, -14.868334859609604, 1.7576540149748325, 6.109324529767036, -5.612063892185688, -0.1961887404322624, -1.092972259502858, -3.2772444868460298, -18.34713973850012, -4.8288965513929725, 9.858658328652382, -7.152823857963085, -9.529728915542364, -6.746816240251064, 7.358802691102028]| 12.0655059814453125|      4.00000000|[1249, 416, 0, 26]                                                         |  | used linear model with 65 points | actual_k=16
      27|[-29.87479017674923, -4.31615898758173, 12.25786704197526, 24.683647997677326, -1.6695211082696915, -15.061585381627083, -9.971412926912308, 21.664203502237797, -14.536098152399063, 0.2968347705900669, 6.272322461009026, -5.6182440598495305, -1.1249093934893608, -2.9484737920574844, -2.9706253791227937, -18.41737937182188, -6.397231011651456, 9.849376848898828, -6.913680590689182, -9.439046930521727, -8.28495391458273, 6.438553228974342]| 12.0654487609863281|      8.00000000|[1297, 432, 0, 27]                                                         | | GPS sucess | actual_k=16
      28|[-30.490474089980125, -4.490079455077648, 11.537215892225504, 25.38637388497591, -1.326185181736946, -16.188769295811653, -9.715605348348618, 25.354887820780277, -18.221023470163345, 0.6285978890955448, 9.230480000376701, -2.9727011998184025, -2.8989729806780815, -0.9873128938488662, -0.865953185595572, -19.528586857020855, -7.205028860829771, 9.483041546307504, -6.843585215508938, -11.298011850565672, -9.279783748090267, 6.849897608160973]| 12.0637817382812500|     16.00000000|[1345, 448, 0, 28]                                                         | | GPS sucess | actual_k=16
      29|[-30.490474089980125, -4.490079455077648, 11.537215892225504, 25.38637388497591, -1.326185181736946, -16.188769295811653, -9.715605348348618, 25.354887820780277, -18.221023470163345, 0.6285978890955448, 9.230480000376701, -2.9727011998184025, -2.8989729806780815, -0.9873128938488662, -0.865953185595572, -19.528586857020855, -7.205028860829771, 9.483041546307504, -6.843585215508938, -11.298011850565672, -9.279783748090267, 6.849897608160973]| 12.0637817382812500|      8.00000000|[1393, 464, 0, 29]                                                         |  | used linear model with 65 points | actual_k=16
      30|[-34.848352298140526, -6.740346483886242, 11.638247612863779, 28.884158737957478, -2.5899174958467484, -15.759641870856285, -9.965502247214317, 26.073176719248295, -17.83380937576294, 1.7421784736216068, 9.05600406229496, -3.187016882468015, -3.888195149600506, -0.6201371061615646, -2.2132802987471223, -17.389434807002544, -6.0567683866247535, 11.542224190197885, -5.834565840661526, -13.28314883634448, -10.507492564618587, 8.934370502829552]| 12.0515451431274414|     16.00000000|[1441, 480, 0, 30]                                                         | | GPS sucess | actual_k=16
      31|[-34.848352298140526, -6.740346483886242, 11.638247612863779, 28.884158737957478, -2.5899174958467484, -15.759641870856285, -9.965502247214317, 26.073176719248295, -17.83380937576294, 1.7421784736216068, 9.05600406229496, -3.187016882468015, -3.888195149600506, -0.6201371061615646, -2.2132802987471223, -17.389434807002544, -6.0567683866247535, 11.542224190197885, -5.834565840661526, -13.28314883634448, -10.507492564618587, 8.934370502829552]| 12.0515451431274414|      8.00000000|[1489, 496, 0, 31]                                                         |  | used linear model with 65 points | actual_k=16
      32|[-34.4156142026186, -8.958291582763195, 10.078356627374887, 28.957735531032085, -2.820622831583023, -14.823591455817223, -12.168941244482994, 27.650930263102055, -16.13660418987274, 2.394756469875574, 12.26939894258976, -1.8624424119479954, -2.893381528556347, 2.2719408166594803, -1.068156578578055, -18.565022103488445, -6.083086668513715, 11.441903992556036, -8.656726323068142, -10.203411173075438, -11.682356499135494, 10.315180882811546]| 12.0513248443603516|     16.00000000|[1537, 512, 0, 32]                                                         | | GPS sucess | actual_k=16
      33|[-34.4156142026186, -8.958291582763195, 10.078356627374887, 28.957735531032085, -2.820622831583023, -14.823591455817223, -12.168941244482994, 27.650930263102055, -16.13660418987274, 2.394756469875574, 12.26939894258976, -1.8624424119479954, -2.893381528556347, 2.2719408166594803, -1.068156578578055, -18.565022103488445, -6.083086668513715, 11.441903992556036, -8.656726323068142, -10.203411173075438, -11.682356499135494, 10.315180882811546]| 12.0513248443603516|      8.00000000|[1585, 528, 0, 33]                                                         |  | used linear model with 65 points | actual_k=16
      34|[-35.76959057152271, -11.727725557982922, 9.986220728605986, 30.160776250064373, -4.844139724969864, -15.8870659917593, -9.293952211737633, 29.351159311830997, -18.655546069145203, 1.7108109332621098, 11.737460032105446, -0.9177149911411107, -2.5515221878886223, 4.85377584816888, -0.7417745972052217, -19.19175200909376, -7.196159063838422, 14.322873040102422, -5.972223721444607, -9.427423011511564, -11.335440807044506, 12.295307025313377]| 12.0478744506835938|     16.00000000|[1633, 544, 0, 34]                                                         | | GPS sucess | actual_k=16
      35|[-35.76959057152271, -11.727725557982922, 9.986220728605986, 30.160776250064373, -4.844139724969864, -15.8870659917593, -9.293952211737633, 29.351159311830997, -18.655546069145203, 1.7108109332621098, 11.737460032105446, -0.9177149911411107, -2.5515221878886223, 4.85377584816888, -0.7417745972052217, -19.19175200909376, -7.196159063838422, 14.322873040102422, -5.972223721444607, -9.427423011511564, -11.335440807044506, 12.295307025313377]| 12.0478744506835938|      8.00000000|[1681, 560, 0, 35]                                                         |  | used linear model with 65 points | actual_k=16
      36|[-36.51695008575916, -9.872970275580883, 9.170495819300413, 30.849084548652172, -6.991910606622696, -16.117417454719543, -6.635521873831749, 28.77368877083063, -16.20609748363495, 0.4332765676081181, 12.677607014775276, -1.3478675265796483, -1.8498521968722343, 0.2957862508483231, -2.07213179115206, -19.680141918361187, -8.722526370547712, 14.277151173911989, -8.877499304711819, -9.272246774286032, -10.913592599332333, 14.255952700972557]| 12.0457887649536133|     16.00000000|[1729, 576, 0, 36]                                                         | | GPS sucess | actual_k=16
      37|[-36.903616800904274, -10.50707607716322, 10.115597914904356, 31.015933863818645, -6.333176404237747, -23.28371489048004, -3.039974197745323, 31.23088500648737, -10.80222737789154, 1.4377640821039677, 9.65079541504383, -4.485859908629209, -3.8322533294558525, 4.109057534951717, -5.603116192854941, -20.742770068347454, -4.273664771579206, 13.925707167945802, -3.702608786523342, -11.930412705987692, -5.652332566678524, 18.84314189851284]| 12.0442943572998047|     32.00000000|[1777, 592, 0, 37]                                                         | | GPS sucess | actual_k=16
      38|[-36.903616800904274, -10.50707607716322, 10.115597914904356, 31.015933863818645, -6.333176404237747, -23.28371489048004, -3.039974197745323, 31.23088500648737, -10.80222737789154, 1.4377640821039677, 9.65079541504383, -4.485859908629209, -3.8322533294558525, 4.109057534951717, -5.603116192854941, -20.742770068347454, -4.273664771579206, 13.925707167945802, -3.702608786523342, -11.930412705987692, -5.652332566678524, 18.84314189851284]| 12.0442943572998047|     16.00000000|[1825, 608, 0, 38]                                                         |  | used linear model with 65 points | actual_k=16
      39|[-41.80671061575413, -9.80067639797926, 7.112896393984556, 35.313758723437786, -4.51117280125618, -21.638793468475342, -4.971174940466881, 30.20235250145197, -3.6973570585250854, 4.929919634014368, 10.198725298047066, -6.433046974707395, -6.250170581042767, 3.152090657968074, -4.290870704688132, -15.96264635771513, -8.935345469973981, 7.656084842048585, -3.094529114663601, -16.576089318841696, -5.944468639791012, 15.381400689482689]| 12.0338506698608398|     32.00000000|[1873, 624, 0, 39]                                                         | | GPS sucess | actual_k=16
      40|[-41.80671061575413, -9.80067639797926, 7.112896393984556, 35.313758723437786, -4.51117280125618, -21.638793468475342, -4.971174940466881, 30.20235250145197, -3.6973570585250854, 4.929919634014368, 10.198725298047066, -6.433046974707395, -6.250170581042767, 3.152090657968074, -4.290870704688132, -15.96264635771513, -8.935345469973981, 7.656084842048585, -3.094529114663601, -16.576089318841696, -5.944468639791012, 15.381400689482689]| 12.0338506698608398|     16.00000000|[1921, 640, 0, 40]                                                         |  | used linear model with 65 points | actual_k=16
      41|[-42.47684408724308, -10.333401016891003, 13.456515740603209, 34.80832140892744, -7.85240176320076, -25.70797824859619, 1.3875568062067032, 30.80118439346552, -2.020869493484497, 9.39234009757638, 5.645002439618111, -12.029562153387815, -5.341865412890911, 5.424959529656917, 0.5815929984673858, -15.17077898234129, -13.288042365573347, 6.044382757507265, -5.243053160607815, -18.414548333734274, -2.6437639221549034, 14.555795595049858]| 12.0308132171630859|     32.00000000|[1969, 656, 0, 41]                                                         | | GPS sucess | actual_k=16
      42|[-42.47684408724308, -10.333401016891003, 13.456515740603209, 34.80832140892744, -7.85240176320076, -25.70797824859619, 1.3875568062067032, 30.80118439346552, -2.020869493484497, 9.39234009757638, 5.645002439618111, -12.029562153387815, -5.341865412890911, 5.424959529656917, 0.5815929984673858, -15.17077898234129, -13.288042365573347, 6.044382757507265, -5.243053160607815, -18.414548333734274, -2.6437639221549034, 14.555795595049858]| 12.0308132171630859|     16.00000000|[2017, 672, 0, 42]                                                         |  | used linear model with 65 points | actual_k=16
      43|[-44.60611201822758, -9.521643571555614, 9.90748281404376, 37.02724974602461, -10.886560469865799, -27.465003490447998, 1.9441837817430496, 35.45646593719721, 4.270254850387573, 10.056682024151087, 1.862877681851387, -8.754573740530759, -6.518856756389141, 1.9186118734069169, -4.91126970294863, -9.892165414988995, -18.59135180618614, 8.334001488052309, -4.803328685462475, -21.031488832086325, -0.0795032009482384, 10.6488868445158]| 12.0268793106079102|     32.00000000|[2065, 688, 0, 43]                                                         | | GPS sucess | actual_k=16
      44|[-50.13915301859379, -10.520042292773724, 1.0196091644465923, 43.03039162606001, -11.615271896123886, -16.83738088607788, 2.554138496518135, 33.24956867843866, -5.793154001235962, -2.006791677325964, -5.649087116122246, -3.256740488577634, -9.379747860133648, 10.808875430840999, 3.9700359916314483, -12.005570642650127, -28.872123061679304, 16.69131178315729, 2.095380611717701, -24.696564372628927, -4.231350563466549, 11.551273748278618]| 12.0155639648437500|     64.00000000|[2113, 704, 0, 44]                                                         | | GPS sucess | actual_k=16
      45|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|    128.00000000|[2161, 720, 0, 45]                                                         | | GPS sucess | actual_k=16
      46|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|     64.00000000|[2209, 736, 0, 46]                                                         |  | used linear model with 65 points | actual_k=16
      47|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|     32.00000000|[2257, 752, 0, 47]                                                         |  | used linear model with 65 points | actual_k=16
      48|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|     16.00000000|[2305, 768, 0, 48]                                                         |  | used linear model with 65 points | actual_k=16
      49|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|      8.00000000|[2353, 784, 0, 49]                                                         |  | used linear model with 65 points | actual_k=16
      50|[-68.75007297098637, -7.7054291889071465, -9.733584690839052, 59.20311539620161, -11.475856825709343, -30.805638790130615, 17.733096435666084, 32.94382322579622, -12.986229181289673, -20.491811361163855, 10.15954764187336, -1.9214679379947484, -11.592527143657207, -5.6616407739929855, 9.807025871239603, -17.43182396143675, -37.09694033768028, 51.67756742890924, -9.640717677772045, -10.165826495736837, -4.177931107580662, 29.25746576488018]| 11.9748868942260742|      4.00000000|[2401, 800, 0, 50]                                                         |  | used linear model with 65 points | actual_k=16
      51|[-69.01939396560192, -8.66875522583723, -9.99294700101018, 59.55656888335943, -10.775174722075462, -30.630761936306953, 19.56015010178089, 33.38689614087343, -13.340376317501068, -19.27439781650901, 11.950022414326668, -1.1726602693088353, -10.432228438556194, -5.421774278860539, 9.47656240221113, -18.04359745234251, -37.16509777959436, 53.15644986089319, -9.8612454906106, -9.508626457303762, -3.5722042098641396, 28.586066886782646]| 11.9734802246093750|      8.00000000|[2449, 816, 0, 51]                                                         | | GPS sucess | actual_k=16
