k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646135926247, 0.2747186124324799, -0.1371344774961472, 0.4579889476299286, 0.2082384824752808, -0.3116141855716705, -0.1069749742746353, -0.1159370169043541, 0.1397458463907242, 0.0341021008789539, -0.1914674788713455, -0.0652851238846779, -0.0144762769341469, 0.3372019827365875, 0.0044242618605494, 0.0833753123879433, 0.1970299333333969, 0.3441072106361389, 0.0740230232477188, 0.0973721370100975, -0.072860524058342, -0.4003027379512787]| 14.1187686920166016|      2.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
      12|[-15.521581940352917, 16.528612419962883, -3.2093002945184708, 14.80285370349884, -15.266539916396141, 7.700044594705105, 4.85878698527813, 7.438535213470459, 0.325689896941185, -7.997032355793635, 5.063498377799988, -5.481067173182964, 14.763522170484066, -18.392212747596204, -4.061617624945939, 1.9710298823192716, -7.137073218822479, 5.31878337264061, 10.426190510392189, 6.766178116202354, -8.994143560528755, -1.264255777001381]| 12.1162128448486328|     64.00000000|[337, 48, 0, 24]                                                           | | GPS sucess | actual_k=2
      13|[-15.521581940352917, 16.528612419962883, -3.2093002945184708, 14.80285370349884, -15.266539916396141, 7.700044594705105, 4.85878698527813, 7.438535213470459, 0.325689896941185, -7.997032355793635, 5.063498377799988, -5.481067173182964, 14.763522170484066, -18.392212747596204, -4.061617624945939, 1.9710298823192716, -7.137073218822479, 5.31878337264061, 10.426190510392189, 6.766178116202354, -8.994143560528755, -1.264255777001381]| 12.1162128448486328|     32.00000000|[365, 52, 0, 26]                                                           |  | used linear model with 33 points | actual_k=2
      14|[-15.521581940352917, 16.528612419962883, -3.2093002945184708, 14.80285370349884, -15.266539916396141, 7.700044594705105, 4.85878698527813, 7.438535213470459, 0.325689896941185, -7.997032355793635, 5.063498377799988, -5.481067173182964, 14.763522170484066, -18.392212747596204, -4.061617624945939, 1.9710298823192716, -7.137073218822479, 5.31878337264061, 10.426190510392189, 6.766178116202354, -8.994143560528755, -1.264255777001381]| 12.1162128448486328|     16.00000000|[393, 56, 0, 28]                                                           |  | used linear model with 33 points | actual_k=2
      15|[-15.521581940352917, 16.528612419962883, -3.2093002945184708, 14.80285370349884, -15.266539916396141, 7.700044594705105, 4.85878698527813, 7.438535213470459, 0.325689896941185, -7.997032355793635, 5.063498377799988, -5.481067173182964, 14.763522170484066, -18.392212747596204, -4.061617624945939, 1.9710298823192716, -7.137073218822479, 5.31878337264061, 10.426190510392189, 6.766178116202354, -8.994143560528755, -1.264255777001381]| 12.1162128448486328|      8.00000000|[421, 60, 0, 30]                                                           |  | used linear model with 33 points | actual_k=2
      16|[-15.521581940352917, 16.528612419962883, -3.2093002945184708, 14.80285370349884, -15.266539916396141, 7.700044594705105, 4.85878698527813, 7.438535213470459, 0.325689896941185, -7.997032355793635, 5.063498377799988, -5.481067173182964, 14.763522170484066, -18.392212747596204, -4.061617624945939, 1.9710298823192716, -7.137073218822479, 5.31878337264061, 10.426190510392189, 6.766178116202354, -8.994143560528755, -1.264255777001381]| 12.1162128448486328|      4.00000000|[449, 64, 0, 32]                                                           |  | used linear model with 33 points | actual_k=2
      17|[-16.283093564212322, 15.984367594122887, -3.647119238972664, 15.501613199710846, -15.398569136857986, 6.663066945970058, 6.919464752078056, 6.650301098823547, -0.7913153320550919, -7.65234841061465, 4.812262713909149, -3.849678985774517, 14.469653211534023, -17.528925298713148, -2.7352239014580846, 2.2363596009090543, -7.3829154670238495, 6.118360310792923, 10.84103111922741, 7.6758150309324265, -8.835252732038498, -1.183340147137642]| 12.1139173507690430|      8.00000000|[477, 68, 0, 34]                                                           | | GPS sucess | actual_k=2
      18|[-16.283093564212322, 15.984367594122887, -3.647119238972664, 15.501613199710846, -15.398569136857986, 6.663066945970058, 6.919464752078056, 6.650301098823547, -0.7913153320550919, -7.65234841061465, 4.812262713909149, -3.849678985774517, 14.469653211534023, -17.528925298713148, -2.7352239014580846, 2.2363596009090543, -7.3829154670238495, 6.118360310792923, 10.84103111922741, 7.6758150309324265, -8.835252732038498, -1.183340147137642]| 12.1139173507690430|      4.00000000|[505, 72, 0, 36]                                                           |  | used linear model with 33 points | actual_k=2
      19|[-16.283093564212322, 15.984367594122887, -3.647119238972664, 15.501613199710846, -15.398569136857986, 6.663066945970058, 6.919464752078056, 6.650301098823547, -0.7913153320550919, -7.65234841061465, 4.812262713909149, -3.849678985774517, 14.469653211534023, -17.528925298713148, -2.7352239014580846, 2.2363596009090543, -7.3829154670238495, 6.118360310792923, 10.84103111922741, 7.6758150309324265, -8.835252732038498, -1.183340147137642]| 12.1139173507690430|      2.00000000|[533, 76, 0, 38]                                                           |  | used linear model with 33 points | actual_k=2
      20|[-16.559840850532055, 15.290887221693993, -3.70818630233407, 15.77595728635788, -15.17702229321003, 7.623422108590603, 7.472105428576469, 6.207097947597504, -1.620496228337288, -7.752715643771808, 4.680763825774193, -3.4942015036940575, 14.002363346517086, -17.74328154232353, -2.2921536089852452, 2.1485204296186566, -7.036656320095062, 6.407896518707275, 11.13281075656414, 7.985767140984535, -9.27724415063858, -1.2033935450017452]| 12.1127834320068359|      4.00000000|[561, 80, 0, 40]                                                           | | GPS sucess | actual_k=2
      21|[-16.88841273635626, 14.80832202732563, -2.7317372895777225, 15.936932101845741, -14.594104185700417, 5.836058579385281, 7.3720457926392555, 7.45537394285202, -2.715946391224861, -7.038442250617663, 4.787588521838188, -3.5387196466326714, 12.456356905400753, -17.57882560696453, -2.3369430461898446, 0.8325442867353559, -6.635781943798065, 6.325472392141819, 10.890516549348831, 6.144684925675392, -9.041108518838882, -1.3795224986970425]| 12.1125059127807617|      8.00000000|[589, 84, 0, 42]                                                           | | GPS sucess | actual_k=2
      22|[-16.88841273635626, 14.80832202732563, -2.7317372895777225, 15.936932101845741, -14.594104185700417, 5.836058579385281, 7.3720457926392555, 7.45537394285202, -2.715946391224861, -7.038442250617663, 4.787588521838188, -3.5387196466326714, 12.456356905400753, -17.57882560696453, -2.3369430461898446, 0.8325442867353559, -6.635781943798065, 6.325472392141819, 10.890516549348831, 6.144684925675392, -9.041108518838882, -1.3795224986970425]| 12.1125059127807617|      4.00000000|[617, 88, 0, 44]                                                           |  | used linear model with 33 points | actual_k=2
      23|[-18.157619021832943, 15.717563644051552, -2.089391503483057, 16.64546747505665, -13.54351581633091, 5.922893017530441, 7.291798189282417, 8.398035228252411, -0.9616709500551224, -6.371741887458484, 4.610612779855728, -1.872695080935955, 12.388709589838982, -17.913204624317586, -1.749266461469233, -0.2275530500337481, -6.897935122251511, 6.624948121607304, 10.219298869371414, 6.461741074919701, -10.34371593594551, -0.8132184706628323]| 12.1095943450927734|      8.00000000|[645, 92, 0, 46]                                                           | | GPS sucess | actual_k=2
      24|[-18.157619021832943, 15.717563644051552, -2.089391503483057, 16.64546747505665, -13.54351581633091, 5.922893017530441, 7.291798189282417, 8.398035228252411, -0.9616709500551224, -6.371741887458484, 4.610612779855728, -1.872695080935955, 12.388709589838982, -17.913204624317586, -1.749266461469233, -0.2275530500337481, -6.897935122251511, 6.624948121607304, 10.219298869371414, 6.461741074919701, -10.34371593594551, -0.8132184706628323]| 12.1095943450927734|      4.00000000|[673, 96, 0, 48]                                                           |  | used linear model with 33 points | actual_k=2
      25|[-19.479823015630245, 16.090233370661736, -1.2106952406466007, 17.497589483857155, -11.728116050362587, 5.325253576040268, 6.230768397450447, 9.386260986328125, -2.1276405602693558, -5.524014529117267, 4.487721927464008, -0.8115168735384941, 12.720082566142082, -18.141318230889738, -1.7479877261212096, -1.2015731735154986, -7.3017823696136475, 6.342839993536472, 10.172153551131487, 7.672022327780724, -10.703785747289658, 0.0175828374922276]| 12.1067571640014648|      8.00000000|[701, 100, 0, 50]                                                          | | GPS sucess | actual_k=2
      26|[-19.479823015630245, 16.090233370661736, -1.2106952406466007, 17.497589483857155, -11.728116050362587, 5.325253576040268, 6.230768397450447, 9.386260986328125, -2.1276405602693558, -5.524014529117267, 4.487721927464008, -0.8115168735384941, 12.720082566142082, -18.141318230889738, -1.7479877261212096, -1.2015731735154986, -7.3017823696136475, 6.342839993536472, 10.172153551131487, 7.672022327780724, -10.703785747289658, 0.0175828374922276]| 12.1067571640014648|      4.00000000|[729, 104, 0, 52]                                                          |  | used linear model with 33 points | actual_k=2
      27|[-19.479823015630245, 16.090233370661736, -1.2106952406466007, 17.497589483857155, -11.728116050362587, 5.325253576040268, 6.230768397450447, 9.386260986328125, -2.1276405602693558, -5.524014529117267, 4.487721927464008, -0.8115168735384941, 12.720082566142082, -18.141318230889738, -1.7479877261212096, -1.2015731735154986, -7.3017823696136475, 6.342839993536472, 10.172153551131487, 7.672022327780724, -10.703785747289658, 0.0175828374922276]| 12.1067571640014648|      2.00000000|[757, 108, 0, 54]                                                          |  | used linear model with 33 points | actual_k=2
      28|[-19.33217979222536, 16.006622083485126, -1.3595672734081745, 17.435170486569405, -10.98205877840519, 5.583095878362656, 6.370961099863052, 9.946107566356659, -2.2797496765851974, -4.747137841113727, 4.019840754568577, -0.880326010286808, 12.269338503479958, -18.004936053417623, -1.5916119007160887, -1.119638535194099, -6.679722189903259, 7.186283148825169, 10.311081189662218, 7.785556212067604, -11.572716921567917, 0.0057660825550556]| 12.1065053939819336|      4.00000000|[785, 112, 0, 56]                                                          | | GPS sucess | actual_k=2
      29|[-19.33217979222536, 16.006622083485126, -1.3595672734081745, 17.435170486569405, -10.98205877840519, 5.583095878362656, 6.370961099863052, 9.946107566356659, -2.2797496765851974, -4.747137841113727, 4.019840754568577, -0.880326010286808, 12.269338503479958, -18.004936053417623, -1.5916119007160887, -1.119638535194099, -6.679722189903259, 7.186283148825169, 10.311081189662218, 7.785556212067604, -11.572716921567917, 0.0057660825550556]| 12.1065053939819336|      2.00000000|[813, 116, 0, 58]                                                          |  | used linear model with 33 points | actual_k=2
      30|[-19.242200441658497, 15.26688963919878, -1.0903969891369343, 17.357781685888767, -10.58777804672718, 4.935785859823227, 6.896845608949661, 10.095781445503235, -2.8665807098150253, -4.3822616006218595, 4.554552353918552, -0.5111757293343544, 12.01905731856823, -18.454271747730672, -2.3486108569195494, -0.5258602825924754, -6.768053196370602, 7.513049818575382, 10.352561853826046, 8.251658752560616, -11.50623469799757, 0.260728795081377]| 12.1063823699951172|      4.00000000|[841, 120, 0, 60]                                                          | | GPS sucess | actual_k=2
      31|[-19.242200441658497, 15.26688963919878, -1.0903969891369343, 17.357781685888767, -10.58777804672718, 4.935785859823227, 6.896845608949661, 10.095781445503235, -2.8665807098150253, -4.3822616006218595, 4.554552353918552, -0.5111757293343544, 12.01905731856823, -18.454271747730672, -2.3486108569195494, -0.5258602825924754, -6.768053196370602, 7.513049818575382, 10.352561853826046, 8.251658752560616, -11.50623469799757, 0.260728795081377]| 12.1063823699951172|      2.00000000|[869, 124, 0, 62]                                                          |  | used linear model with 33 points | actual_k=2
      32|[-19.601307280361652, 14.967167474329472, -1.6890478618443012, 17.82436052709818, -10.968735113739967, 4.836968049407005, 7.090807259082794, 10.662806034088135, -2.2098526805639267, -3.9486487771355314, 4.451650552451611, -0.2488878443837166, 12.195477291941643, -18.01218856777996, -2.196855136542581, 0.0204977663233876, -6.648502498865128, 7.862090386450291, 10.697924695909023, 8.77559007704258, -11.03763284534216, 1.0942849107086658]| 12.1049222946166992|      4.00000000|[897, 128, 0, 64]                                                          | | GPS sucess | actual_k=2
      33|[-20.199794836342335, 15.14719394594431, -1.2071869559586048, 18.155957229435444, -11.14107646048069, 5.993857368826866, 8.616921842098236, 10.00981205701828, -2.3727638721466064, -4.606320765145938, 3.71597009152174, 0.5127098485827446, 14.354751154780388, -17.77961905207485, -2.3868190137436613, 0.2544134231284261, -8.142811447381973, 8.11045690625906, 11.757466040551662, 8.779641564004123, -12.19368638843298, 1.142285443842411]| 12.1036424636840820|      8.00000000|[925, 132, 0, 66]                                                          | | GPS sucess | actual_k=2
      34|[-20.199794836342335, 15.14719394594431, -1.2071869559586048, 18.155957229435444, -11.14107646048069, 5.993857368826866, 8.616921842098236, 10.00981205701828, -2.3727638721466064, -4.606320765145938, 3.71597009152174, 0.5127098485827446, 14.354751154780388, -17.77961905207485, -2.3868190137436613, 0.2544134231284261, -8.142811447381973, 8.11045690625906, 11.757466040551662, 8.779641564004123, -12.19368638843298, 1.142285443842411]| 12.1036424636840820|      4.00000000|[953, 136, 0, 68]                                                          |  | used linear model with 33 points | actual_k=2
      35|[-20.677462376654148, 14.891844965517521, -2.846215981990099, 18.81942082196474, -10.733660832047462, 6.620128199458122, 8.594596227630973, 10.49125200510025, -2.779789835214615, -5.123995688089053, 4.890197806060314, 1.955484502017498, 14.782702967524529, -17.258513464592397, -2.0509920505573973, 0.7952653141692281, -6.389771372079849, 8.699573181569576, 11.92413704842329, 10.633479769341648, -11.807910792529583, 1.0980274863541126]| 12.1027917861938477|      8.00000000|[981, 140, 0, 70]                                                          | | GPS sucess | actual_k=2
      36|[-23.010547436773777, 15.162050910294056, 0.0320625118911266, 20.201021321117878, -11.790526285767555, 6.437078684568405, 7.176588734611869, 13.303726732730865, -2.16215118765831, -5.14523207610182, 7.4607246443629265, 0.1659616157412529, 15.110979720950127, -14.684773935936391, 0.4343349548289552, 1.9106816025450826, -6.930766373872757, 9.797941468656063, 13.96769254654646, 9.905627246014774, -14.160470359027386, 0.0327506251633167]| 12.0969257354736328|     16.00000000|[1009, 144, 0, 72]                                                         | | GPS sucess | actual_k=2
      37|[-23.010547436773777, 15.162050910294056, 0.0320625118911266, 20.201021321117878, -11.790526285767555, 6.437078684568405, 7.176588734611869, 13.303726732730865, -2.16215118765831, -5.14523207610182, 7.4607246443629265, 0.1659616157412529, 15.110979720950127, -14.684773935936391, 0.4343349548289552, 1.9106816025450826, -6.930766373872757, 9.797941468656063, 13.96769254654646, 9.905627246014774, -14.160470359027386, 0.0327506251633167]| 12.0969257354736328|      8.00000000|[1037, 148, 0, 74]                                                         |  | used linear model with 33 points | actual_k=2
      38|[-25.7277148142457, 18.663034863770008, 1.9239657931029797, 21.651206739246845, -11.67813028395176, 7.143032342195511, 8.984992107376456, 12.66065376996994, -1.2386911809444427, -5.461060131245176, 6.257219605147839, 0.794761173427105, 16.61484305560589, -17.70684243645519, 0.8314306350657716, 0.1062636347487569, -6.645834058523178, 7.878056310117245, 16.64764492958784, 8.401003356091678, -13.684855304658413, -1.8217218928039074]| 12.0941677093505859|     16.00000000|[1065, 152, 0, 76]                                                         | | GPS sucess | actual_k=2
      39|[-25.7277148142457, 18.663034863770008, 1.9239657931029797, 21.651206739246845, -11.67813028395176, 7.143032342195511, 8.984992107376456, 12.66065376996994, -1.2386911809444427, -5.461060131245176, 6.257219605147839, 0.794761173427105, 16.61484305560589, -17.70684243645519, 0.8314306350657716, 0.1062636347487569, -6.645834058523178, 7.878056310117245, 16.64764492958784, 8.401003356091678, -13.684855304658413, -1.8217218928039074]| 12.0941677093505859|      8.00000000|[1093, 156, 0, 78]                                                         |  | used linear model with 33 points | actual_k=2
      40|[-27.427934922277927, 19.79865748435259, 0.6447043232619762, 23.16369868069887, -12.701292887330055, 6.080603748559952, 7.6885954942554235, 11.458152711391449, -1.1024749875068665, -4.757649207764189, 7.887159280478954, 2.8396892473101616, 15.176794692873955, -13.062457575462759, -0.7495513347676024, 1.7718714447692037, -5.827946752309799, 5.093427918851376, 16.014053873717785, 6.18713306915015, -14.403308533132076, -2.117423962801695]| 12.0898466110229492|     16.00000000|[1121, 160, 0, 80]                                                         | | GPS sucess | actual_k=2
      41|[-28.409670807421207, 16.512266226112843, 1.2835674695670605, 24.211869843304157, -16.640793457627296, 4.210206300020218, 10.159977158531547, 4.2107900977134705, -3.3432677388191223, -8.67010858123831, 4.617756299674511, 8.02297829836607, 18.28079478442669, -14.03460808005184, 2.2522494407603517, -3.701638820581138, -9.136872619390488, 8.682755015790462, 17.791429333388805, 6.250037374906242, -9.161543510854244, -3.8988658897578716]| 12.0888271331787109|     32.00000000|[1149, 164, 0, 82]                                                         | | GPS sucess | actual_k=2
      42|[-28.409670807421207, 16.512266226112843, 1.2835674695670605, 24.211869843304157, -16.640793457627296, 4.210206300020218, 10.159977158531547, 4.2107900977134705, -3.3432677388191223, -8.67010858123831, 4.617756299674511, 8.02297829836607, 18.28079478442669, -14.03460808005184, 2.2522494407603517, -3.701638820581138, -9.136872619390488, 8.682755015790462, 17.791429333388805, 6.250037374906242, -9.161543510854244, -3.8988658897578716]| 12.0888271331787109|     16.00000000|[1177, 168, 0, 84]                                                         |  | used linear model with 33 points | actual_k=2
      43|[-30.995864130556583, 13.53859955817461, 5.019331257790327, 25.716732628643513, -13.01813568174839, 8.456503182649612, 6.72853728197515, 2.464415729045868, -10.659609615802765, -5.836234832459013, 5.908698253333569, 10.335613958537579, 16.38979272544384, -14.960373654030263, 1.8978570314357057, -3.8982395259663463, -1.7949727475643158, 6.5870542749762535, 17.984412513673306, 10.248713198117912, -12.589408062398434, -8.260628890246153]| 12.0764484405517578|     32.00000000|[1205, 172, 0, 86]                                                         | | GPS sucess | actual_k=2
      44|[-30.995864130556583, 13.53859955817461, 5.019331257790327, 25.716732628643513, -13.01813568174839, 8.456503182649612, 6.72853728197515, 2.464415729045868, -10.659609615802765, -5.836234832459013, 5.908698253333569, 10.335613958537579, 16.38979272544384, -14.960373654030263, 1.8978570314357057, -3.8982395259663463, -1.7949727475643158, 6.5870542749762535, 17.984412513673306, 10.248713198117912, -12.589408062398434, -8.260628890246153]| 12.0764484405517578|     16.00000000|[1233, 176, 0, 88]                                                         |  | used linear model with 33 points | actual_k=2
      45|[-30.995864130556583, 13.53859955817461, 5.019331257790327, 25.716732628643513, -13.01813568174839, 8.456503182649612, 6.72853728197515, 2.464415729045868, -10.659609615802765, -5.836234832459013, 5.908698253333569, 10.335613958537579, 16.38979272544384, -14.960373654030263, 1.8978570314357057, -3.8982395259663463, -1.7949727475643158, 6.5870542749762535, 17.984412513673306, 10.248713198117912, -12.589408062398434, -8.260628890246153]| 12.0764484405517578|      8.00000000|[1261, 180, 0, 90]                                                         |  | used linear model with 33 points | actual_k=2
      46|[-32.30240283161402, 13.142643846571445, 7.451333086937666, 26.326068826019764, -14.290550366044044, 8.386469639837742, 3.6842283811420202, 3.785889208316803, -10.542834125459194, -7.800276661568205, 5.656930439174175, 10.749258689582348, 17.913248106837273, -16.142987980507314, 1.4616262825438753, -7.666922482661903, -3.099078267812729, 9.56995227187872, 16.308634482324123, 8.051889124326408, -14.234791778028011, -8.028440814465284]| 12.0722627639770508|     16.00000000|[1289, 184, 0, 92]                                                         | | GPS sucess | actual_k=2
      47|[-32.30240283161402, 13.142643846571445, 7.451333086937666, 26.326068826019764, -14.290550366044044, 8.386469639837742, 3.6842283811420202, 3.785889208316803, -10.542834125459194, -7.800276661568205, 5.656930439174175, 10.749258689582348, 17.913248106837273, -16.142987980507314, 1.4616262825438753, -7.666922482661903, -3.099078267812729, 9.56995227187872, 16.308634482324123, 8.051889124326408, -14.234791778028011, -8.028440814465284]| 12.0722627639770508|      8.00000000|[1317, 188, 0, 94]                                                         |  | used linear model with 33 points | actual_k=2
      48|[-35.31346736103296, 12.348427630960941, 9.075729053467512, 28.586789317429066, -11.589548006653786, 7.213625706732273, 6.0876245107501745, 2.1717329621315002, -10.393748186528683, -7.556981066518347, 9.328608505427837, 9.698106817901134, 18.618070349097252, -18.167075409553945, 1.0602190109202638, -8.713176163844764, -1.584055632352829, 8.760135494172573, 14.626236520707607, 7.104699674062431, -13.681799374520779, -9.442242246121168]| 12.0715475082397461|     16.00000000|[1345, 192, 0, 96]                                                         | | GPS sucess | actual_k=2
      49|[-32.4537633433938, 7.055648185312748, 4.709417026489973, 27.215894289314747, -9.81601633131504, 7.467533327639103, 4.6970547046512365, -6.476159989833832, -10.109933488070965, -6.028071621709387, 9.669109933078289, 9.65427977964282, 22.535733446478844, -22.611178650520742, -0.4871294883778319, -9.13570240419358, -4.0793971717357635, 10.559175215661526, 19.229280076920986, 9.667198243550956, -19.23747678846121, -12.704870086163282]| 12.0696802139282227|     32.00000000|[1373, 196, 0, 98]                                                         | | GPS sucess | actual_k=2
      50|[-32.4537633433938, 7.055648185312748, 4.709417026489973, 27.215894289314747, -9.81601633131504, 7.467533327639103, 4.6970547046512365, -6.476159989833832, -10.109933488070965, -6.028071621709387, 9.669109933078289, 9.65427977964282, 22.535733446478844, -22.611178650520742, -0.4871294883778319, -9.13570240419358, -4.0793971717357635, 10.559175215661526, 19.229280076920986, 9.667198243550956, -19.23747678846121, -12.704870086163282]| 12.0696802139282227|     16.00000000|[1401, 200, 0, 100]                                                        |  | used linear model with 33 points | actual_k=2
      51|[-35.20346436649561, 9.210237123072147, 8.785792987793684, 28.645786829292774, 0.5417688935995102, 5.61226163059473, 6.146673521026969, -0.972226083278656, -10.120278341695666, -4.275988797002356, 10.163017891347408, 12.590178798884153, 25.329768165946007, -22.68489275779575, 0.2156034322688356, -13.068807634525001, -1.7609510123729706, 10.414692781865597, 19.734572552144527, 7.536930146627128, -13.805741749703884, -10.133230786770582]| 12.0627861022949219|     32.00000000|[1429, 204, 0, 102]                                                        | | GPS sucess | actual_k=2
