k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1721716821193695, 1.192690685391426, 0.6613218784332275, 0.8896215185523033, 0.9302374497056007, 0.8667737543582916, 1.0161830428987741, 0.7571134120225906, 1.066140279173851, 0.9907671641558409, 0.9471857845783234, 0.3237416744232178, 0.7886096239089966, 0.7795140594244003, 1.2360220849514008, 1.0069020162336528, 1.079296626150608, 0.7718297839164734, 0.9653482623398304, 1.0976101532578468, 0.996119552757591, 1.1281314492225647]|  1.3505759239196777|      2.00000000|[209, 67, 0, 5]                                                            | | GPS sucess | actual_k=16
      12|[-3.702131897211075, -0.721897765994072, -0.8724560160189867, -2.746759779751301, -2.415458135306835, -1.119761772453785, -0.9402288775891066, -3.0003299713134766, -1.4223209470510483, -2.2639368046075106, -0.2945218533277512, -1.9608690738677979, 0.9225483387708664, -2.991654857993126, 4.042716681957245, -1.538808159995824, -0.4655233025550842, -3.287040650844574, -0.2265940420329571, 0.5253794118762016, -0.3084698007442057, 0.8182302266359329]|  0.4529479146003723|      4.00000000|[2477, 824, 0, 60]                                                         |  | used quadratic model with 276 points | actual_k=16
      13|[-3.6626467518508434, -2.824077531695366, -0.5223137456923723, -2.5841105356812477, -0.9372228905558586, -2.3508758023381233, -1.651035426184535, -2.7467477321624756, -0.1628967374563217, -2.1108907628804445, 0.228129044175148, -1.4961451590061188, 0.858008123934269, -2.0992373675107956, 4.914494752883911, 0.0063976715318859, -0.3344239741563797, -2.9374723732471466, -0.3749759905040264, -0.1028761938214302, -0.0620243386365473, 1.0833300203084946]|  0.4339250028133392|      8.00000000|[2682, 894, 0, 65]                                                         | | GPS sucess | actual_k=16
      14|[-3.6626467518508434, -2.824077531695366, -0.5223137456923723, -2.5841105356812477, -0.9372228905558586, -2.3508758023381233, -1.651035426184535, -2.7467477321624756, -0.1628967374563217, -2.1108907628804445, 0.228129044175148, -1.4961451590061188, 0.858008123934269, -2.0992373675107956, 4.914494752883911, 0.0063976715318859, -0.3344239741563797, -2.9374723732471466, -0.3749759905040264, -0.1028761938214302, -0.0620243386365473, 1.0833300203084946]|  0.4339250028133392|      4.00000000|[2886, 965, 0, 70]                                                         |  | used quadratic model with 276 points | actual_k=16
      15|[-3.6626467518508434, -2.824077531695366, -0.5223137456923723, -2.5841105356812477, -0.9372228905558586, -2.3508758023381233, -1.651035426184535, -2.7467477321624756, -0.1628967374563217, -2.1108907628804445, 0.228129044175148, -1.4961451590061188, 0.858008123934269, -2.0992373675107956, 4.914494752883911, 0.0063976715318859, -0.3344239741563797, -2.9374723732471466, -0.3749759905040264, -0.1028761938214302, -0.0620243386365473, 1.0833300203084946]|  0.4339250028133392|      2.00000000|[3092, 1034, 0, 75]                                                        |  | used quadratic model with 276 points | actual_k=16
      16|[-2.948509495705366, -2.50521881878376, -0.6411777976900339, -2.686392121016979, -1.2645967826247215, -2.245839573442936, -1.6003003511577845, -2.814078375697136, -0.3339532613754272, -2.6417926717549562, 0.124065101146698, -1.6828402429819107, 0.6950706914067268, -1.4697062224149704, 4.495124816894531, -0.0082190907560289, -0.8519269376993179, -3.715181678533554, -0.8916460387408733, 0.239742211997509, -0.4422226087190211, 1.2799334973096848]|  0.4192377924919128|      4.00000000|[3299, 1102, 0, 80]                                                        | | GPS sucess | actual_k=16
      17|[-2.948509495705366, -2.50521881878376, -0.6411777976900339, -2.686392121016979, -1.2645967826247215, -2.245839573442936, -1.6003003511577845, -2.814078375697136, -0.3339532613754272, -2.6417926717549562, 0.124065101146698, -1.6828402429819107, 0.6950706914067268, -1.4697062224149704, 4.495124816894531, -0.0082190907560289, -0.8519269376993179, -3.715181678533554, -0.8916460387408733, 0.239742211997509, -0.4422226087190211, 1.2799334973096848]|  0.4192377924919128|      2.00000000|[3505, 1171, 0, 85]                                                        |  | used quadratic model with 276 points | actual_k=16
      18|[-2.615984421223402, -2.6408045887947083, -1.1070535127073526, -2.5600725188851357, -1.4489918872714043, -2.3122197091579437, -1.689720133319497, -2.583305388689041, -0.0872887521982193, -2.5306288320571184, -0.2679118514060974, -1.6348769068717957, 0.2423942759633064, -0.6050842851400375, 4.362212747335434, -0.7610814250074327, -0.4672474712133408, -4.120717018842697, -1.8120808713138103, 0.5948463007807732, -0.1223512426950037, 0.8080038875341415]|  0.4083670675754547|      4.00000000|[3712, 1239, 0, 90]                                                        | | GPS sucess | actual_k=16
      19|[-2.948282014578581, -2.4558682441711426, -1.5096165481954813, -1.3944393172860146, -2.727541796863079, -2.6216280460357666, -1.6239412669092417, -1.4475449621677399, -1.454163447022438, -2.7895624358206987, -0.1161610335111618, -1.9204250276088715, -0.0353825315833092, 0.6189128309488297, 2.624054402112961, -0.1328959739767015, 0.3537547141313553, -5.487491816282272, -1.0573268048465252, 0.1805787906050682, -0.2312939600087702, -0.0494483262300491]|  0.3957306444644928|      8.00000000|[3917, 1309, 0, 95]                                                        | | GPS sucess | actual_k=16
      20|[-2.948282014578581, -2.4558682441711426, -1.5096165481954813, -1.3944393172860146, -2.727541796863079, -2.6216280460357666, -1.6239412669092417, -1.4475449621677399, -1.454163447022438, -2.7895624358206987, -0.1161610335111618, -1.9204250276088715, -0.0353825315833092, 0.6189128309488297, 2.624054402112961, -0.1328959739767015, 0.3537547141313553, -5.487491816282272, -1.0573268048465252, 0.1805787906050682, -0.2312939600087702, -0.0494483262300491]|  0.3957306444644928|      4.00000000|[4124, 1377, 0, 100]                                                       |  | used quadratic model with 276 points | actual_k=16
      21|[-2.2867977134883404, -2.8323294520378113, -1.2333287540823221, -1.4708274975419044, -2.3248158618807793, -2.442641034722328, -2.197810912504792, -2.749643236398697, -2.015097752213478, -1.8738572914153337, 0.6036114245653152, -1.883351407945156, 0.2103317901492119, 0.3135705143213272, 0.3356406390666962, -0.3491730070672929, -0.4804218262434006, -6.477064996957779, -0.8891186378896236, 0.0740140080451965, 1.7936150594614446, -0.44703708589077]|  0.3902146518230438|      8.00000000|[4331, 1445, 0, 105]                                                       | | GPS sucess | actual_k=16
      22|[-2.2867977134883404, -2.8323294520378113, -1.2333287540823221, -1.4708274975419044, -2.3248158618807793, -2.442641034722328, -2.197810912504792, -2.749643236398697, -2.015097752213478, -1.8738572914153337, 0.6036114245653152, -1.883351407945156, 0.2103317901492119, 0.3135705143213272, 0.3356406390666962, -0.3491730070672929, -0.4804218262434006, -6.477064996957779, -0.8891186378896236, 0.0740140080451965, 1.7936150594614446, -0.44703708589077]|  0.3902146518230438|      4.00000000|[4536, 1515, 0, 110]                                                       |  | used quadratic model with 276 points | actual_k=16
      23|[-2.177927542477846, -1.9858506321907043, -1.9660795871168375, -1.084988720715046, -2.2722755819559097, -2.939193531870842, -2.657784515991807, -2.730262901633978, -2.590432718396187, -1.407175125554204, -0.2773679345846176, -1.1817296966910362, -0.9469225481152534, 0.83302141726017, 0.0671801567077637, 0.7388744973577559, -2.3205694407224655, -6.666361570358276, -0.1703405641019344, -0.2256080806255341, 3.678156570997089, 0.4233670383691788]|  0.3813437521457672|      8.00000000|[4742, 1584, 0, 115]                                                       | | GPS sucess | actual_k=16
      24|[-2.177927542477846, -1.9858506321907043, -1.9660795871168375, -1.084988720715046, -2.2722755819559097, -2.939193531870842, -2.657784515991807, -2.730262901633978, -2.590432718396187, -1.407175125554204, -0.2773679345846176, -1.1817296966910362, -0.9469225481152534, 0.83302141726017, 0.0671801567077637, 0.7388744973577559, -2.3205694407224655, -6.666361570358276, -0.1703405641019344, -0.2256080806255341, 3.678156570997089, 0.4233670383691788]|  0.3813437521457672|      4.00000000|[4947, 1654, 0, 120]                                                       |  | used quadratic model with 276 points | actual_k=16
      25|[-2.177927542477846, -1.9858506321907043, -1.9660795871168375, -1.084988720715046, -2.2722755819559097, -2.939193531870842, -2.657784515991807, -2.730262901633978, -2.590432718396187, -1.407175125554204, -0.2773679345846176, -1.1817296966910362, -0.9469225481152534, 0.83302141726017, 0.0671801567077637, 0.7388744973577559, -2.3205694407224655, -6.666361570358276, -0.1703405641019344, -0.2256080806255341, 3.678156570997089, 0.4233670383691788]|  0.3813437521457672|      2.00000000|[5154, 1722, 0, 125]                                                       |  | used quadratic model with 276 points | actual_k=16
      26|[-2.2821715138852596, -2.6682249307632446, -2.1415083203464746, -0.8359427973628044, -1.6244344860315323, -2.5499639362096786, -2.4888516012579203, -2.3697684668004513, -2.615479312837124, -1.9647723454982042, -0.1274173110723495, -1.3558647111058235, -0.4609234407544136, 1.0192078351974487, -0.2240222990512848, -0.1308944798074663, -2.3301445050165057, -7.265973150730133, -0.1903490647673607, -0.0208318084478378, 3.570626230444759, 0.8071339577436447]|  0.3689880073070526|      4.00000000|[5361, 1790, 0, 130]                                                       | | GPS sucess | actual_k=16
      27|[-2.2821715138852596, -2.6682249307632446, -2.1415083203464746, -0.8359427973628044, -1.6244344860315323, -2.5499639362096786, -2.4888516012579203, -2.3697684668004513, -2.615479312837124, -1.9647723454982042, -0.1274173110723495, -1.3558647111058235, -0.4609234407544136, 1.0192078351974487, -0.2240222990512848, -0.1308944798074663, -2.3301445050165057, -7.265973150730133, -0.1903490647673607, -0.0208318084478378, 3.570626230444759, 0.8071339577436447]|  0.3689880073070526|      2.00000000|[5567, 1859, 0, 135]                                                       |  | used quadratic model with 276 points | actual_k=16
      28|[-1.6216731928288937, -2.681875726208091, -2.163380464538932, -1.20507400482893, -1.4385839402675629, -3.1187779158353806, -1.934341425076127, -2.0639259479939938, -2.317946694791317, -1.8624182734638453, -0.1429332913830876, -1.2895649895071983, -0.7693597450852394, 0.4491739273071289, -0.7344651520252228, -0.0152191272936761, -2.6472475035116076, -7.423062637448311, -0.9700197204947472, 0.2600704282522202, 2.7560089542530477, 0.4472954422235489]|  0.3667843341827393|      4.00000000|[5771, 1930, 0, 140]                                                       | | GPS sucess | actual_k=16
      29|[-1.6216731928288937, -2.681875726208091, -2.163380464538932, -1.20507400482893, -1.4385839402675629, -3.1187779158353806, -1.934341425076127, -2.0639259479939938, -2.317946694791317, -1.8624182734638453, -0.1429332913830876, -1.2895649895071983, -0.7693597450852394, 0.4491739273071289, -0.7344651520252228, -0.0152191272936761, -2.6472475035116076, -7.423062637448311, -0.9700197204947472, 0.2600704282522202, 2.7560089542530477, 0.4472954422235489]|  0.3667843341827393|      2.00000000|[5976, 2000, 0, 145]                                                       |  | used quadratic model with 276 points | actual_k=16
      30|[-1.769546028226614, -2.107632240280509, -1.6179204192012548, -1.1378949731588364, -1.184505045413971, -2.7501171976327896, -2.1681932602077723, -1.4616177342832088, -1.715393804013729, -2.368017891421914, -0.1017156327143312, -1.7511045262217522, -0.682981364428997, -0.3794455528259277, -0.4620148539543152, -0.3539191237650812, -2.9763415260240436, -7.195806458592415, -0.8505775034427643, -0.2321732491254807, 2.7118909670971334, 0.2665156275033951]|  0.3599134087562561|      4.00000000|[6181, 2070, 0, 150]                                                       | | GPS sucess | actual_k=16
      31|[-1.769546028226614, -2.107632240280509, -1.6179204192012548, -1.1378949731588364, -1.184505045413971, -2.7501171976327896, -2.1681932602077723, -1.4616177342832088, -1.715393804013729, -2.368017891421914, -0.1017156327143312, -1.7511045262217522, -0.682981364428997, -0.3794455528259277, -0.4620148539543152, -0.3539191237650812, -2.9763415260240436, -7.195806458592415, -0.8505775034427643, -0.2321732491254807, 2.7118909670971334, 0.2665156275033951]|  0.3599134087562561|      2.00000000|[6386, 2140, 0, 155]                                                       |  | used quadratic model with 276 points | actual_k=16
      32|[-2.2059588991105556, -2.0659846384078264, -0.9347300138324499, -1.2286240831017494, -1.341698408126831, -2.1214737445116043, -2.62689889408648, -1.19654106721282, -2.001025341451168, -2.4631133396178484, -0.4175631189718843, -2.073536179959774, 0.0971443727612495, 0.4421408176422119, -0.1109853982925415, 0.1518718251027167, -3.449546138755977, -7.725591495633125, -0.6227226108312607, -0.1069048941135406, 2.5185416801832616, 0.0565467178821564]|  0.3540939390659332|      4.00000000|[6593, 2208, 0, 160]                                                       | | GPS sucess | actual_k=16
      33|[-2.2059588991105556, -2.0659846384078264, -0.9347300138324499, -1.2286240831017494, -1.341698408126831, -2.1214737445116043, -2.62689889408648, -1.19654106721282, -2.001025341451168, -2.4631133396178484, -0.4175631189718843, -2.073536179959774, 0.0971443727612495, 0.4421408176422119, -0.1109853982925415, 0.1518718251027167, -3.449546138755977, -7.725591495633125, -0.6227226108312607, -0.1069048941135406, 2.5185416801832616, 0.0565467178821564]|  0.3540939390659332|      2.00000000|[6801, 2275, 0, 165]                                                       |  | used quadratic model with 276 points | actual_k=16
      34|[-2.2059588991105556, -2.0659846384078264, -0.9347300138324499, -1.2286240831017494, -1.341698408126831, -2.1214737445116043, -2.62689889408648, -1.19654106721282, -2.001025341451168, -2.4631133396178484, -0.4175631189718843, -2.073536179959774, 0.0971443727612495, 0.4421408176422119, -0.1109853982925415, 0.1518718251027167, -3.449546138755977, -7.725591495633125, -0.6227226108312607, -0.1069048941135406, 2.5185416801832616, 0.0565467178821564]|  0.3540939390659332|      1.00000000|[7006, 2345, 0, 170]                                                       |  | used quadratic model with 276 points | actual_k=16
      35|[-2.3569797538220882, -1.8517123479396105, -1.0107837822288275, -1.4448033943772316, -1.0841085016727448, -2.299385517835617, -2.564568331465125, -1.3782095722854137, -1.7781147435307503, -2.1137464363127947, -0.242769175209105, -1.9162623658776283, -0.1239044591784477, -0.0317648351192474, 0.0937782973051071, 0.1274599698372185, -3.4071199176833034, -7.9157954454422, -0.539905495941639, -0.1225401293486357, 2.3625871553085744, 0.3264375627040863]|  0.3480370044708252|      2.00000000|[7215, 2411, 0, 175]                                                       | | GPS sucess | actual_k=16
      36|[-2.8091729544103146, -1.6292074788361788, -0.6853967513889074, -1.1744120195508003, -1.606829673051834, -1.9830827116966248, -2.952277859672904, -1.096750896424055, -1.0387241914868355, -1.942091392353177, -0.0236959839239717, -2.9389966502785683, -0.1630570963025093, -0.1821435540914536, -0.0196922719478607, -0.239941808860749, -3.915829169563949, -8.366275012493134, 0.0316803380846977, 0.0625604260712862, 2.615026594605297, 0.4967982470989227]|  0.3455667197704315|      4.00000000|[7419, 2482, 0, 180]                                                       | | GPS sucess | actual_k=16
      37|[-2.8091729544103146, -1.6292074788361788, -0.6853967513889074, -1.1744120195508003, -1.606829673051834, -1.9830827116966248, -2.952277859672904, -1.096750896424055, -1.0387241914868355, -1.942091392353177, -0.0236959839239717, -2.9389966502785683, -0.1630570963025093, -0.1821435540914536, -0.0196922719478607, -0.239941808860749, -3.915829169563949, -8.366275012493134, 0.0316803380846977, 0.0625604260712862, 2.615026594605297, 0.4967982470989227]|  0.3455667197704315|      2.00000000|[7624, 2552, 0, 185]                                                       |  | used quadratic model with 276 points | actual_k=16
      38|[-2.4887282215058804, -1.7809969652444124, -1.4903591480106115, -0.675177551805973, -1.6259621027857065, -2.091155394911766, -2.6864401008933783, -0.9097788296639919, -0.6256605163216591, -1.010261284187436, -0.0392202818766236, -3.5718661919236183, -0.2671741023659706, -0.0013023167848587, 0.4340210855007172, 0.0608408716507256, -3.652634817175567, -8.451130725443363, -0.2607584670186043, 0.0480041792616248, 2.2710588588379323, 0.8679119050502777]|  0.3396522402763367|      4.00000000|[7833, 2618, 0, 190]                                                       | | GPS sucess | actual_k=16
      39|[-2.4887282215058804, -1.7809969652444124, -1.4903591480106115, -0.675177551805973, -1.6259621027857065, -2.091155394911766, -2.6864401008933783, -0.9097788296639919, -0.6256605163216591, -1.010261284187436, -0.0392202818766236, -3.5718661919236183, -0.2671741023659706, -0.0013023167848587, 0.4340210855007172, 0.0608408716507256, -3.652634817175567, -8.451130725443363, -0.2607584670186043, 0.0480041792616248, 2.2710588588379323, 0.8679119050502777]|  0.3396522402763367|      2.00000000|[8042, 2684, 0, 195]                                                       |  | used quadratic model with 276 points | actual_k=16
      40|[-2.367692571133375, -1.2115968335419893, -1.0760591831058264, -0.7463311776518822, -0.537668788805604, -1.569637343287468, -2.648878427222371, -1.0580433271825314, -0.3945121541619301, -0.9777978863567114, -0.1424107784405351, -3.8492789939045906, 0.2332204207777977, 0.1840628534555435, -0.193690687417984, -0.2578713926486671, -3.3759248135611415, -8.484083078801632, -0.4528957530856133, -0.0410830685868859, 2.251770872157067, 0.3600487411022186]|  0.3313680291175842|      4.00000000|[8249, 2752, 0, 200]                                                       | | GPS sucess | actual_k=16
      41|[-2.367692571133375, -1.2115968335419893, -1.0760591831058264, -0.7463311776518822, -0.537668788805604, -1.569637343287468, -2.648878427222371, -1.0580433271825314, -0.3945121541619301, -0.9777978863567114, -0.1424107784405351, -3.8492789939045906, 0.2332204207777977, 0.1840628534555435, -0.193690687417984, -0.2578713926486671, -3.3759248135611415, -8.484083078801632, -0.4528957530856133, -0.0410830685868859, 2.251770872157067, 0.3600487411022186]|  0.3313680291175842|      2.00000000|[8458, 2818, 0, 205]                                                       |  | used quadratic model with 276 points | actual_k=16
      42|[-1.9345148913562298, -0.9918375182896852, -1.521858325228095, -0.4255406185984612, -0.8560309950262308, -1.5491749569773674, -2.332719387486577, -0.4610678218305111, -0.0176060572266579, -1.0441497545689344, 0.0261467164382339, -4.529804654419422, -0.1309921815991402, 0.2849364504218102, -0.955598384141922, 0.1220898893661797, -3.7741683600470424, -8.564751468598843, -0.1467038616538048, -0.2712401458993554, 1.7526109698228538, 0.3361480422317982]|  0.3299244046211243|      4.00000000|[8664, 2887, 0, 210]                                                       | | GPS sucess | actual_k=16
      43|[-1.9345148913562298, -0.9918375182896852, -1.521858325228095, -0.4255406185984612, -0.8560309950262308, -1.5491749569773674, -2.332719387486577, -0.4610678218305111, -0.0176060572266579, -1.0441497545689344, 0.0261467164382339, -4.529804654419422, -0.1309921815991402, 0.2849364504218102, -0.955598384141922, 0.1220898893661797, -3.7741683600470424, -8.564751468598843, -0.1467038616538048, -0.2712401458993554, 1.7526109698228538, 0.3361480422317982]|  0.3299244046211243|      2.00000000|[8871, 2955, 0, 215]                                                       |  | used quadratic model with 276 points | actual_k=16
      44|[-2.096935238689184, -0.7852373737841845, -0.5768259670585394, -0.2603907808661461, -1.2001308146864176, -0.876744382083416, -1.9753817934542894, -0.9339804910123348, 0.1038094237446785, -0.9170396309345961, 0.3590972786769271, -4.80390141159296, -0.5283985808491707, -0.2099195495247841, -0.2172008454799652, -0.0171403619460762, -4.104789215140045, -8.513791110366583, -0.5032649263739586, -0.0127362916246057, 1.5506756636314094, 0.3905770070850849]|  0.3280057013034821|      4.00000000|[9074, 3027, 0, 220]                                                       | | GPS sucess | actual_k=16
