k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|32160.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9667588323354721, -0.9954119180329144, -0.8975330963730812, -0.9342597872018814, -0.9688658192753792, -0.9402261562645435, -0.9960381290875375, -0.976328844204545, -1.0916258692741394, -0.9529539979994297, -0.9378407336771488, -0.9692413806915283, -0.9659313522279263, -0.9824124053120613, -0.886102132499218, -0.9532025568187237, -0.8871380388736725, -1.0088712498545647, -0.9751572944223881, -0.9975891564972699, -0.990609573200345, -1.0466747879981995, -1.0463381558656693, -0.9365772381424904, -0.9887613970786333, -0.9348937794566154, -0.8522481173276901, -1.0397538766264915, -0.9824777022004128, -1.058053620159626, -0.9754290375858545, -0.9661610946059227, -1.0675673931837082, -0.9938660282641649, -1.0742258429527283, -0.9704843256622553, -1.0021432428620756, -1.0265487097203732, -1.078254796564579, -0.9499206207692623, -1.069368027150631, -1.0847187042236328, -0.9901495138183236, -0.9445806555449963, -0.9442273080348969, -1.0512170009315014, -1.020463403314352, -0.985772049985826, -1.060800727456808, -0.9838183652609587, -0.9995825904770754, -0.9284292012453079, -0.9253454878926277, -1.069738358259201, -0.9609788954257965, -0.9778706002980471, -1.0024007074534893, -1.0360639803111553, -0.9593149460852146, -1.0176747236400843, -1.0381989181041718, -0.8838525786995888, -1.0134685449302197, -1.014686287380755, -0.978551410138607, -0.985906332731247, -1.054213996976614, -1.0682156682014465, -0.9624750688672066, -1.0195639822632074, -1.0209965240210295, -1.0059356996789575, -1.023120941594243, -1.0057301316410303, -0.9540067799389362, -0.9134172946214676, -1.019039086997509, -0.981856083497405, -1.0463502407073975, -1.0006374141084962, -0.9893203638494015, -1.0105391824617982, -0.9607450403273106, -0.9785930663347244, -1.0126961702480912, -1.0415228456258774, -1.0598166808485985, -1.0193023066967726, -1.0860806703567505, -1.0816046819090843, -1.0793480947613716, -0.968712143599987, -0.9711301755160093, -1.0000803077491582, -0.9676849395036697, -0.9345061555504799, -1.00079688441474, -0.9734133705496788]|32036.8359375000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      22|[0.4473650332160587, -1.3567656730193052, -1.0943364069563157, -0.60956415368572, -0.8158293496460919, -0.4811261117741577, -0.6307610003283556, -1.066027836137992, -1.7617980535603306, -1.4042202124744294, -0.6728845729852397, -1.1358705093343129, -1.1007039486731596, -0.9241119954254712, -1.2955116297547038, -0.4725727793693908, -0.4597798357091143, -1.5065118003638271, -1.902790402492011, 3.463276380668808, -1.0720008048953689, -1.0367424056845969, 2.452378314883306, -1.0084552913656253, -0.1442630981540567, -0.5481638848946426, -0.531978875897076, -0.0242984024500493, -0.7306770625591337, -0.5340768983242451, -0.4562389000553307, -0.6276595724185602, -0.7460512384967641, -1.2416973797370567, -0.3403217784229378, -2.410768664188923, -0.6151977155267211, -0.7176482743503947, -0.2645123518718141, -0.0148163833782008, -0.243426168635014, -1.3908650958843392, -0.6017654864101389, -0.8226684273989456, -2.0319206277170125, -0.9029682663579824, -0.6427572065338683, -0.8378820536852959, -0.7871674959083803, -0.4999879446994008, 0.2426502425729809, -0.2211360811791803, -1.178993597651997, -0.3035748267505813, -0.5895443013524628, -0.8937462250674646, -0.4376614997506079, -0.8361144389125137, -1.0417280883707727, -1.8772180621608199, -0.4191891320395088, -0.5343418150430967, -1.2155093811497313, -1.5183582145072632, 2.471418371010225, -0.8958249447749052, -1.164174750427082, -1.3521899498060368, -0.6047425153640222, -0.7382592318491228, -0.9280319331091987, -0.4100887664746135, -1.253229395358383, 1.200168101445933, -0.2472377140196323, -0.8329619975084199, -0.6431075288059611, -1.1234457763671881, -1.763120758753046, 1.6784665899182216, -1.4478459498687035, -0.4866266170340363, -0.4368321011862383, -1.375378096264903, -0.8396235334359925, 0.210069022872177, -0.875383950473532, 0.0513932705040689, -0.2914836073311187, 0.5969856302239349, 0.600743584832444, -0.2307009931691352, 1.4399553531733789, 0.750995863354677, -0.0494520617259349, -0.1410416161104538, 0.3657044334381649, 1.4133897137599727]|21025.1386718750000000|      4.00000000|[1667, 262, 0, 131]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[0.4473650332160587, -1.3567656730193052, -1.0943364069563157, -0.60956415368572, -0.8158293496460919, -0.4811261117741577, -0.6307610003283556, -1.066027836137992, -1.7617980535603306, -1.4042202124744294, -0.6728845729852397, -1.1358705093343129, -1.1007039486731596, -0.9241119954254712, -1.2955116297547038, -0.4725727793693908, -0.4597798357091143, -1.5065118003638271, -1.902790402492011, 3.463276380668808, -1.0720008048953689, -1.0367424056845969, 2.452378314883306, -1.0084552913656253, -0.1442630981540567, -0.5481638848946426, -0.531978875897076, -0.0242984024500493, -0.7306770625591337, -0.5340768983242451, -0.4562389000553307, -0.6276595724185602, -0.7460512384967641, -1.2416973797370567, -0.3403217784229378, -2.410768664188923, -0.6151977155267211, -0.7176482743503947, -0.2645123518718141, -0.0148163833782008, -0.243426168635014, -1.3908650958843392, -0.6017654864101389, -0.8226684273989456, -2.0319206277170125, -0.9029682663579824, -0.6427572065338683, -0.8378820536852959, -0.7871674959083803, -0.4999879446994008, 0.2426502425729809, -0.2211360811791803, -1.178993597651997, -0.3035748267505813, -0.5895443013524628, -0.8937462250674646, -0.4376614997506079, -0.8361144389125137, -1.0417280883707727, -1.8772180621608199, -0.4191891320395088, -0.5343418150430967, -1.2155093811497313, -1.5183582145072632, 2.471418371010225, -0.8958249447749052, -1.164174750427082, -1.3521899498060368, -0.6047425153640222, -0.7382592318491228, -0.9280319331091987, -0.4100887664746135, -1.253229395358383, 1.200168101445933, -0.2472377140196323, -0.8329619975084199, -0.6431075288059611, -1.1234457763671881, -1.763120758753046, 1.6784665899182216, -1.4478459498687035, -0.4866266170340363, -0.4368321011862383, -1.375378096264903, -0.8396235334359925, 0.210069022872177, -0.875383950473532, 0.0513932705040689, -0.2914836073311187, 0.5969856302239349, 0.600743584832444, -0.2307009931691352, 1.4399553531733789, 0.750995863354677, -0.0494520617259349, -0.1410416161104538, 0.3657044334381649, 1.4133897137599727]|21025.1386718750000000|      2.00000000|[1780, 280, 0, 140]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[0.3765141989656086, -1.4337143008488569, -1.176071682642103, -0.694883724882753, -0.9036348219604496, -0.570418302743148, -0.7206352530053194, -1.155669459336978, -1.850477858958318, 0.564193974956906, -0.7577734335685451, -1.2180797686059346, -1.1798036708797521, -0.9997368413474644, -1.3673569973055537, -0.5403909814477332, -0.5233764121613695, -1.5657419342549328, -1.9575553922555093, 3.413032503794361, -1.117707013690678, -1.0779305973070925, 2.4156554014988685, -1.040795732264759, -0.172331024098981, -0.5720935758368109, -0.5519262072958016, -0.0404382114922646, -0.7432006158933102, -0.5431894510639249, -0.4621573553654966, -0.6306102372610615, -0.7462676740796068, -1.2394183507420942, -0.3357892973448793, -2.4042261347437814, -0.6068881686686488, -0.7078127070250411, -0.2533881554094809, -0.0026358734011581, -0.2304152113567028, -1.377241829403476, -0.5877391379310468, -0.8084382310347217, -2.017674835424954, -0.888883256663883, -0.6289966891825389, -0.824596373942602, -0.7744930329268582, -0.4880466048787774, 0.2537514316424309, -0.2109668824426319, -1.1698328210294036, -0.2954833853949357, -0.5905732474876559, -0.8879140907871108, -0.43298857615962, -0.8326003073813943, -1.0393576696228857, -1.8759620797217862, -0.4190046714091012, -0.5351729793463325, -1.2172880439365503, -1.521004868885886, 2.4679936662368736, -0.8999283674054834, -1.1688493052295594, -1.3573210356749617, -0.6102098477979314, -0.743938271599371, -0.9337954135489809, -0.415808316428551, -1.2587772578583354, 1.1949172526161869, -0.2520705666514396, -0.8372622253628208, -0.6467689629720945, -1.1263729104135192, -1.7652310490941252, 1.6772403277287737, -1.4481388510512507, -0.4859572664192651, -0.4351947365649642, -1.3727928668010276, -0.8361393800143968, 0.2143713918371769, -0.8703789172524362, 0.0569474068585452, -0.2855752075107909, 0.6030088127576163, 0.6065939665160023, -0.2253626526371005, 1.4443870996077992, 0.7540674012945087, -0.0482572557713519, -0.1423069175959998, 0.3738774213984439, 1.4051663636001488]|20860.3750000000000000|      4.00000000|[1794, 282, 0, 141]                                                        | | GPS sucess | actual_k=2
      25|[0.296296897120058, -1.5487740640419874, -1.3005439282161004, -0.8273020742680145, -1.0426223780603414, -0.714684893219184, -0.8689746437600191, -1.3069567170083343, -2.0036666240072987, 0.4100740810484054, -0.9119274064326961, -1.3714415957410206, -1.3316153600181646, 2.938961212012521, -1.5140549953524287, -0.6836495679736503, -0.6626859227500155, -1.7006488222630505, -2.0876598446271064, 3.288078831504513, -1.237210742736069, -1.1917321660536593, 2.307763439566686, -1.1426132358362693, -0.2679496818667537, -0.6614273708478544, -0.6349254143752121, -0.1170874004876259, -0.8135166400179326, -0.6072194650424062, -0.5199769155356703, -0.6823214016759441, -0.7919971361369589, -1.2793156175174638, -0.3700248902763884, -2.43298983688304, -0.6303872980087014, -0.7262704196306367, -0.2670417988387602, -0.0117353522345355, -0.2352213992918763, -1.3780250152272966, -0.5847775004788021, -0.8020163507038313, -2.008082238052124, -0.876412993607426, -0.6139439459264469, -0.8072571201444748, -0.7551626990085252, -0.4670187977324666, 0.1837303983553825, -0.1874114099494602, -1.1454373775303153, -0.2705220852006722, -0.5653124469919122, -0.8626113155829291, -0.4078914593316552, -0.8079455799522428, -1.0153701752138014, -1.8528538227410094, -0.3969739080810258, -0.5144033255044793, -1.1979476386958954, -1.5032455513537042, 2.48403713182139, -0.8857176915624234, -1.156569818014577, -1.3470519218586408, -0.6020104289029848, -0.7378473926247247, -0.9298308683437454, -0.4139663008892551, -1.2590318600880237, 1.1926145296107729, -0.2563498849170565, -0.8434231756509973, -0.6546927681269545, -1.1359166384968913, -1.7762273023238029, 1.6649836830625788, -1.4614387725787557, -0.5000581626138423, -0.4498289490439595, -1.3876672338444036, -0.8509351378445398, 0.1999986863552304, -0.883958412503615, 0.0445570009875711, -0.2963549552502251, 0.594286922829633, 0.6004026639594577, -0.2285252359733346, 1.44477660504747, 0.7585574042842776, -0.0390935380320678, -0.1278717250259095, 0.3942060940012166, 1.4320344312819382]|20851.5917968750000000|      8.00000000|[1808, 284, 0, 142]                                                        | | GPS sucess | actual_k=2
      26|[0.296296897120058, -1.5487740640419874, -1.3005439282161004, -0.8273020742680145, -1.0426223780603414, -0.714684893219184, -0.8689746437600191, -1.3069567170083343, -2.0036666240072987, 0.4100740810484054, -0.9119274064326961, -1.3714415957410206, -1.3316153600181646, 2.938961212012521, -1.5140549953524287, -0.6836495679736503, -0.6626859227500155, -1.7006488222630505, -2.0876598446271064, 3.288078831504513, -1.237210742736069, -1.1917321660536593, 2.307763439566686, -1.1426132358362693, -0.2679496818667537, -0.6614273708478544, -0.6349254143752121, -0.1170874004876259, -0.8135166400179326, -0.6072194650424062, -0.5199769155356703, -0.6823214016759441, -0.7919971361369589, -1.2793156175174638, -0.3700248902763884, -2.43298983688304, -0.6303872980087014, -0.7262704196306367, -0.2670417988387602, -0.0117353522345355, -0.2352213992918763, -1.3780250152272966, -0.5847775004788021, -0.8020163507038313, -2.008082238052124, -0.876412993607426, -0.6139439459264469, -0.8072571201444748, -0.7551626990085252, -0.4670187977324666, 0.1837303983553825, -0.1874114099494602, -1.1454373775303153, -0.2705220852006722, -0.5653124469919122, -0.8626113155829291, -0.4078914593316552, -0.8079455799522428, -1.0153701752138014, -1.8528538227410094, -0.3969739080810258, -0.5144033255044793, -1.1979476386958954, -1.5032455513537042, 2.48403713182139, -0.8857176915624234, -1.156569818014577, -1.3470519218586408, -0.6020104289029848, -0.7378473926247247, -0.9298308683437454, -0.4139663008892551, -1.2590318600880237, 1.1926145296107729, -0.2563498849170565, -0.8434231756509973, -0.6546927681269545, -1.1359166384968913, -1.7762273023238029, 1.6649836830625788, -1.4614387725787557, -0.5000581626138423, -0.4498289490439595, -1.3876672338444036, -0.8509351378445398, 0.1999986863552304, -0.883958412503615, 0.0445570009875711, -0.2963549552502251, 0.594286922829633, 0.6004026639594577, -0.2285252359733346, 1.44477660504747, 0.7585574042842776, -0.0390935380320678, -0.1278717250259095, 0.3942060940012166, 1.4320344312819382]|20851.5917968750000000|      4.00000000|[1922, 302, 0, 151]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[0.2409515369303817, -1.6034081098514947, -1.35257757983625, -0.875151945486219, -1.0849895383806234, -0.7505342707321159, -0.8975149793556269, -1.327621120223385, -2.0160937500647447, 0.4060582888871791, -0.9075274511600215, -1.3587740636620989, -1.3109645485247678, 2.967190746638528, -1.4787562790755446, -0.641881534916199, -0.6427081706307127, -1.6480331871660236, -2.0307785248956325, 3.348399566482235, -1.174302719140259, -1.1271037288922137, 2.3732411460586333, -1.0771517194559592, -0.203354831922639, -0.598525955917034, -0.5745123629786038, -0.059918253651822, -0.7603006371364056, -0.558613173629099, -0.4765784980032263, -0.6446654520833538, -0.7605501241595247, -1.254471928463213, -0.3521034425224821, -2.4222313214356617, -0.6269519905934992, -0.7302366002383132, -0.2784047612635153, -0.0304070101246169, -0.2610304842884573, -1.4107178760392454, -0.6240194961412528, -0.8473938287073332, -2.0591051215567533, -0.9325179553901198, -0.6744981783747863, -0.8715627087474945, -0.8224615732675202, -0.5364982930194081, 0.1129314052447258, -0.2586271065823223, -1.2161326138555792, -0.3397332701791573, -0.632058108191005, -0.925901226137815, -0.4667363274253842, -0.8613674162986307, -1.06241315972923, -1.8925958380431906, -0.4285386280560205, -0.53697292413455, -1.2107760660628077, -1.5056724319983386, 2.4400393262557944, -0.8657760412314031, -1.1249073166198282, -1.3035016465924703, -0.5465694889401209, -0.6706943858326562, -0.851343934039508, -0.3247417611920848, -1.1599034722196193, 1.3005557398807008, -0.1409645686047434, -0.7222612006844713, -0.5297419419588942, -1.0095073164734996, -1.6510552386154975, 1.7858339704404131, -1.3484075938659108, -0.3987807963332866, -0.3647026757099331, -1.3235777120786947, -0.8132827757065069, 0.2052717546789619, -0.9175760691815763, -0.0350602832507674, -0.4297070113958932, 0.39880937756825, 0.3337233472003482, -0.5761986819133523, 1.0055694386141356, 0.216497982744971, -0.696135087714685, -0.9128696054847413, 3.960848378394527, 0.3486565931471726]|20561.8574218750000000|      8.00000000|[1961, 308, 0, 154]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      28|[0.2409515369303817, -1.6034081098514947, -1.35257757983625, -0.875151945486219, -1.0849895383806234, -0.7505342707321159, -0.8975149793556269, -1.327621120223385, -2.0160937500647447, 0.4060582888871791, -0.9075274511600215, -1.3587740636620989, -1.3109645485247678, 2.967190746638528, -1.4787562790755446, -0.641881534916199, -0.6427081706307127, -1.6480331871660236, -2.0307785248956325, 3.348399566482235, -1.174302719140259, -1.1271037288922137, 2.3732411460586333, -1.0771517194559592, -0.203354831922639, -0.598525955917034, -0.5745123629786038, -0.059918253651822, -0.7603006371364056, -0.558613173629099, -0.4765784980032263, -0.6446654520833538, -0.7605501241595247, -1.254471928463213, -0.3521034425224821, -2.4222313214356617, -0.6269519905934992, -0.7302366002383132, -0.2784047612635153, -0.0304070101246169, -0.2610304842884573, -1.4107178760392454, -0.6240194961412528, -0.8473938287073332, -2.0591051215567533, -0.9325179553901198, -0.6744981783747863, -0.8715627087474945, -0.8224615732675202, -0.5364982930194081, 0.1129314052447258, -0.2586271065823223, -1.2161326138555792, -0.3397332701791573, -0.632058108191005, -0.925901226137815, -0.4667363274253842, -0.8613674162986307, -1.06241315972923, -1.8925958380431906, -0.4285386280560205, -0.53697292413455, -1.2107760660628077, -1.5056724319983386, 2.4400393262557944, -0.8657760412314031, -1.1249073166198282, -1.3035016465924703, -0.5465694889401209, -0.6706943858326562, -0.851343934039508, -0.3247417611920848, -1.1599034722196193, 1.3005557398807008, -0.1409645686047434, -0.7222612006844713, -0.5297419419588942, -1.0095073164734996, -1.6510552386154975, 1.7858339704404131, -1.3484075938659108, -0.3987807963332866, -0.3647026757099331, -1.3235777120786947, -0.8132827757065069, 0.2052717546789619, -0.9175760691815763, -0.0350602832507674, -0.4297070113958932, 0.39880937756825, 0.3337233472003482, -0.5761986819133523, 1.0055694386141356, 0.216497982744971, -0.696135087714685, -0.9128696054847413, 3.960848378394527, 0.3486565931471726]|20561.8574218750000000|      4.00000000|[2073, 326, 0, 163]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[0.205723545289814, -1.638895526983157, -1.3871799983781583, -0.9078772386755062, -1.1149894445778137, -0.7770961456284038, -0.9200537269940908, -1.345671327048522, -2.0293019875413916, 0.3979409707337977, -0.9104020660637249, -1.356344224205645, -1.303251590144188, 2.9800891619656, -1.4608398232106383, -0.6191778221100934, -0.6155051490596726, -1.6166699606926922, -1.9956395155391338, 3.386890256773163, -1.1329186778309024, -1.0833136157113379, 2.4189261765785957, -1.030101899032833, -0.1554845982676631, -0.550389438511524, -0.5266690780736469, -0.0129289617454652, -0.7147233792647778, -0.5149994827461778, -0.4354698115262804, -0.6065897032523201, -0.726018508485029, -1.2239758862414285, -0.3261117940868895, -2.401187612887712, -0.6112720127592745, -0.7203060938897032, -0.274577319314118, -0.0330021539829602, -0.2703319325293335, -1.426971995614269, -0.6474339477701763, -0.878136386426683, -2.0973026873805467, -0.9782557620977405, -0.7278191636622142, -0.9324670924068573, -0.8909066075926431, -0.612398229278201, 0.0297052236780105, -0.3490083042136814, -1.3134555323302535, -0.4437432188500214, -0.7424598876042283, -0.9791246870505195, -0.588879618362331, -0.9887854128243951, -1.1946610696327562, -2.0291955277652516, -0.5689805970930765, -0.6807184955094432, -1.3572597258070704, -1.6543044368554018, 2.289870281522747, -1.016852194152126, -1.2762451637334375, 2.6232523512102643, -0.6964490935181391, -0.8188402552069314, -0.99708342979375, -0.46740507613063, -1.2988278324948879, 1.1660216193210085, -0.2704732129471659, -0.8461299566806986, -0.6473822435440917, -1.1203615398440516, -1.7546020889987792, 1.6900739453563944, -1.4359488685923016, -0.4777248759112094, -0.4347306454875172, -1.3844364795583528, -0.9289681418006193, 0.1632149669198962, -0.9501647597009092, -0.0582574778121296, -0.4436892915533996, 0.3937580720506957, 0.3372041399444334, -0.5647073664740089, 1.0244190536217745, 0.2419148915306718, -0.6650889933418165, -0.8772880465419465, 3.999707388137264, 0.3893618455859562]|20379.7773437500000000|      8.00000000|[2087, 328, 0, 164]                                                        | | GPS sucess | actual_k=2
      30|[0.205723545289814, -1.638895526983157, -1.3871799983781583, -0.9078772386755062, -1.1149894445778137, -0.7770961456284038, -0.9200537269940908, -1.345671327048522, -2.0293019875413916, 0.3979409707337977, -0.9104020660637249, -1.356344224205645, -1.303251590144188, 2.9800891619656, -1.4608398232106383, -0.6191778221100934, -0.6155051490596726, -1.6166699606926922, -1.9956395155391338, 3.386890256773163, -1.1329186778309024, -1.0833136157113379, 2.4189261765785957, -1.030101899032833, -0.1554845982676631, -0.550389438511524, -0.5266690780736469, -0.0129289617454652, -0.7147233792647778, -0.5149994827461778, -0.4354698115262804, -0.6065897032523201, -0.726018508485029, -1.2239758862414285, -0.3261117940868895, -2.401187612887712, -0.6112720127592745, -0.7203060938897032, -0.274577319314118, -0.0330021539829602, -0.2703319325293335, -1.426971995614269, -0.6474339477701763, -0.878136386426683, -2.0973026873805467, -0.9782557620977405, -0.7278191636622142, -0.9324670924068573, -0.8909066075926431, -0.612398229278201, 0.0297052236780105, -0.3490083042136814, -1.3134555323302535, -0.4437432188500214, -0.7424598876042283, -0.9791246870505195, -0.588879618362331, -0.9887854128243951, -1.1946610696327562, -2.0291955277652516, -0.5689805970930765, -0.6807184955094432, -1.3572597258070704, -1.6543044368554018, 2.289870281522747, -1.016852194152126, -1.2762451637334375, 2.6232523512102643, -0.6964490935181391, -0.8188402552069314, -0.99708342979375, -0.46740507613063, -1.2988278324948879, 1.1660216193210085, -0.2704732129471659, -0.8461299566806986, -0.6473822435440917, -1.1203615398440516, -1.7546020889987792, 1.6900739453563944, -1.4359488685923016, -0.4777248759112094, -0.4347306454875172, -1.3844364795583528, -0.9289681418006193, 0.1632149669198962, -0.9501647597009092, -0.0582574778121296, -0.4436892915533996, 0.3937580720506957, 0.3372041399444334, -0.5647073664740089, 1.0244190536217745, 0.2419148915306718, -0.6650889933418165, -0.8772880465419465, 3.999707388137264, 0.3893618455859562]|20379.7773437500000000|      4.00000000|[2201, 346, 0, 173]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      31|[0.2923089477785225, -1.2953809355276975, -1.1676003315252073, -0.5101609846796108, -1.1025615399346953, -0.9726335786566249, -1.0804320340982017, -1.5392594944774924, -2.215510295284464, 0.2938518968969943, -0.8565004421292175, -1.7122719597727378, -1.500093664538414, 2.8816237714621935, -1.7005766782406981, -0.779586870309747, -0.6187374661050036, -1.605725375376809, -1.766723868866885, 3.3167966697322617, -1.239084221029488, -0.8579868839103049, 2.2710551293202186, -1.0498144346972722, -0.1389618461465723, -0.6164856922046278, -0.6289758687235378, 0.0409827279234287, -0.883906931529945, -0.4021598510098993, -0.3390663021478472, -0.8433627620244072, -0.4355338118583658, -1.1348594917216226, -0.3467250546540777, -2.3323024355138258, -0.5722537990103426, -0.7835947005929846, -0.2286254387994963, 0.0235107717908988, -0.0514235927904877, -1.8883636830074575, -0.7143233902736286, -0.8525979474955755, -1.923665684674019, -1.2263573690628053, -0.7323941381953847, -0.9659962101102951, -0.9755312258844979, -0.4635656845937909, 0.1830688836559234, -0.0873063627235081, -0.9708127780139235, -0.1818074781407166, -0.6651756185693658, -0.7115167597281318, -0.0337255332030293, -0.86221278897548, -1.0477537698757524, -2.082183244857289, -0.2507063971304605, -0.6857254924241876, -1.3971243292371032, -1.5246489862728976, 2.292406674526285, -0.9110743940689656, -0.8802353013104944, 2.9375979494310895, -0.7600930780147326, -0.84859418979894, -1.38868561814252, -0.2083969665610805, -1.4944533015834423, 1.5534515123378236, -0.307392743428266, -0.8017370170237257, -0.5028917482199569, -1.3040545464787638, -1.5785106266250457, 1.6676985479722277, -1.3434252714114583, -0.3405007828316424, -0.5484293887712659, -1.357776525219087, -1.1814118726317655, -0.0832252201766995, -1.1870808249169738, 0.0628243810612377, -0.140406702833078, 0.5333667234503081, 0.130615633245825, -1.0492025592401983, 0.8234677903132495, 0.6373558872238786, -0.7972167551826368, -1.1005490601689987, 3.9165185712322423, 0.3071097454759022]|20340.7597656250000000|      8.00000000|[2277, 358, 0, 179]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
