k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8159559063613415, -0.8179331842809916, -0.8197617784142495, -0.8214571319520474, -0.8230339039117098, -0.824505963549018, -0.8258864182978869, -0.8660201907157898, -0.8284212660044432, -0.829598230496049, -0.8307287741452456, -0.8318224653601647, -0.8328882150352002, -0.8339342951774598, -0.8349683687090874, -0.8359974689781666, -0.8370280742645264, -0.8380660779774189, -0.8391168221831322, -0.8401851236820221, -0.8412752851843834, -0.8423910990357399, -0.8435358993709088, -0.844712532311678, -0.8459234155714512, -0.8471705421805382, -0.8484554842114449, -0.8497794300317765, -0.8511431880295277, -0.8525472164154053, -0.8539916269481183, -0.8554762184619904, -0.8570004768669606, -0.8585636049509049, -0.8005234304699116, -0.8618019662797451, -0.863474327325821, -0.8651798695325852, -0.8669166222214699, -0.8686824247241021, -0.870474997162819, -0.8722918659448624, -0.8741304531693459, -0.8759880691766739, -0.8778619199991227, -0.8797491520643235, -0.881646852195263, -0.8835520476102829, -0.8854617729783059, -0.8873730331659317, -0.8892828553915024, -0.8911882892251015, -0.8930864587426186, -0.8949745178222657, -0.896849724650383, -0.8987094417214394, -0.9005511209368706, -0.9023723930120469, -0.9041710078716279, -0.9059449017047883, -0.9076921969652176, -0.9094112098217011, -0.911100509762764, -0.9127588748931885, -0.9143853664398194, -0.9159793063998223, -0.9175403147935868, -0.9190683394670487, -0.9205636262893677, -0.922026801109314, -0.9234588325023652, -0.9248610764741898, -0.9262352913618088, -0.9275836527347565, -0.9289087533950806, -0.9302136927843094, -0.9315019726753235, -0.9327776163816452, -0.9340451538562775, -0.935309636592865, -0.9365766376256943, -0.9378523260354996, -0.9391434073448182, -0.9404571831226349, -0.9418016105890274, -0.9431852281093598, -0.9446172595024109, -0.9461075246334076, -0.9476666033267975, -0.9493057161569596, -0.9510368436574936, -0.9528726667165757, -0.9548266410827637, -0.9569129824638367, -0.9591466814279557, -0.9615435630083085, -0.964120227098465, -0.9668941825628281, -0.9698837131261826, -0.9731080412864686]|471.5244750976562500|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      28|[-0.7555087237064452, -0.9308558132305516, -0.9674009337959703, -1.0340722954844903, -0.9896759895057967, -1.0060502448368727, -1.0058765753292132, -1.0385890022743514, -1.000785866012911, -1.0002398245664905, -1.0284049003063418, -1.0189024111832778, -1.0186791445484185, -0.9579335227400535, -1.0141138870380693, -1.0123253659100269, -0.9908800320863108, -1.0101106647097737, -0.9965157260566196, -0.9817266866328713, -1.011753133443168, -0.9871892799896618, -1.0086478647030321, -0.9498392002491015, -1.041917976352609, -0.9888131729087222, -0.9813988343875437, -0.9889482742385131, -0.9826895012710382, -0.9796061190413755, -0.9867120877235768, -0.9762381911745427, -0.9640704827041768, -0.9862790228643887, -0.9236214790525482, -1.0338016947828472, -0.9530679617253199, -0.8778899736186734, -0.9501272687770063, -0.9746118262238956, -0.9764171708942507, -0.9820617193382887, -0.9981289653904969, -0.979764939572435, -0.9735626542106726, -0.9747616612818144, -1.029599044144214, -0.9433946133404232, -0.9664364777415265, -0.9834834517448904, -0.9645988218006284, -1.0318658865677084, -0.9804173003133153, -0.9638836746438316, -0.9747602247662224, -0.9751085910266379, -1.0417601911525884, -0.9670119079392405, -0.9810809557177368, -1.0553461712142096, -0.9746196907847673, -0.981615293504559, -0.9869873845837779, -1.0043131873381606, -0.9864521062612767, -0.9863018080024041, -0.9838308628434916, -0.9736418170608023, -0.8398671823759983, -0.9786392860404802, -0.9859003998925187, -1.0252255067336582, -0.9901704851786925, -0.9860533781835078, -0.9760849392792399, -0.9605754767555302, -0.9619144961746581, -0.9591068249333163, -0.9804596850556567, -0.9465557720392226, -0.9549206259645168, -0.9707797803269058, -1.0174085801769273, -0.9629857359580727, -0.9755006622353113, -0.966492506945789, -0.9999239387545029, -0.967810271038093, -0.971247500324562, -0.9770031627798449, -0.981207920904252, -0.9754600523900401, -0.9550162575404668, -0.9960898116770053, -1.0583338633394221, -1.0615456895502173, -1.0092541398235448, -1.0114197428074763, -1.0503170662561947, -1.0554244255243914]|402.1847229003906250|      0.25000000|[2267, 360, 0, 180]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      29|[-0.743553139307043, -0.9383158253311885, -0.9677005612811896, -1.0085837773060273, -0.9793537930966905, -1.0018220519896506, -1.0011743676968503, -1.0203031708378365, -1.012532199924926, -0.993105623095728, -1.0381607771529533, -1.0324634159560602, -1.030715515593233, -0.9609438534617895, -0.9812144029997163, -1.0335920107305978, -0.9915745999478119, -0.9819926168465287, -1.0067777264311157, -0.9671770848097798, -0.9933711504014047, -0.9931747048435231, -1.0177593156881062, -0.9523090395444739, -1.0414677069752842, -1.0075948404839623, -0.9798920060338034, -0.9966951802582603, -0.9759187181670357, -0.9857238908866864, -0.9793746181159851, -0.9815424276052175, -0.9672504447524839, -1.0063400016942494, -0.9321693578767226, -1.0390423912652076, -0.960141260287638, -0.88857847875415, -0.9422416990704471, -0.9805944985538877, -0.9831754770697211, -0.9762660337638763, -1.0105443940364056, -0.9891919468601758, -0.9963040315643408, -0.9614374843891762, -1.0072980035544046, -0.9468400868400193, -0.9726112269706298, -0.9894902700096132, -0.9831015973803193, -1.0457427568422522, -0.9888652007277822, -0.9505332698448471, -0.9777817874710388, -0.9545295398002605, -1.0409212984435903, -0.9742490582730623, -0.9881466667950395, -1.06159238687806, -0.98429819707717, -0.9873105988035729, -0.9939805968552596, -1.0074414740220925, -0.9775908569485182, -0.9763306755004443, -0.9977598685557624, -0.970252433394585, -0.848483725750954, -0.9787382856883695, -0.986738862563318, -0.9956064313757442, -0.9740636114280059, -0.9741110334658264, -0.9890706772735531, -0.9587759036814353, -0.9385195687921889, -0.963488854574736, -0.9913265356702045, -0.9445095073311804, -0.9475613131172601, -0.9883163739280134, -0.9932674566585795, -0.9804232200734349, -0.9769974044819838, -0.9590396413489284, -1.0052803106229047, -0.9456580148175139, -0.9762145020570008, -0.969089581684209, -0.9600451464904279, -0.9853978249173772, -0.9536316034581089, -0.9864707470479274, -1.0354596793866138, -1.0571460858518147, -1.0006610247992762, -1.0069426642467365, -1.038294479716807, -1.0438252051889079]|401.3894958496093750|      0.50000000|[2281, 362, 0, 181]                                                        | | GPS sucess | actual_k=2
      30|[-0.743553139307043, -0.9383158253311885, -0.9677005612811896, -1.0085837773060273, -0.9793537930966905, -1.0018220519896506, -1.0011743676968503, -1.0203031708378365, -1.012532199924926, -0.993105623095728, -1.0381607771529533, -1.0324634159560602, -1.030715515593233, -0.9609438534617895, -0.9812144029997163, -1.0335920107305978, -0.9915745999478119, -0.9819926168465287, -1.0067777264311157, -0.9671770848097798, -0.9933711504014047, -0.9931747048435231, -1.0177593156881062, -0.9523090395444739, -1.0414677069752842, -1.0075948404839623, -0.9798920060338034, -0.9966951802582603, -0.9759187181670357, -0.9857238908866864, -0.9793746181159851, -0.9815424276052175, -0.9672504447524839, -1.0063400016942494, -0.9321693578767226, -1.0390423912652076, -0.960141260287638, -0.88857847875415, -0.9422416990704471, -0.9805944985538877, -0.9831754770697211, -0.9762660337638763, -1.0105443940364056, -0.9891919468601758, -0.9963040315643408, -0.9614374843891762, -1.0072980035544046, -0.9468400868400193, -0.9726112269706298, -0.9894902700096132, -0.9831015973803193, -1.0457427568422522, -0.9888652007277822, -0.9505332698448471, -0.9777817874710388, -0.9545295398002605, -1.0409212984435903, -0.9742490582730623, -0.9881466667950395, -1.06159238687806, -0.98429819707717, -0.9873105988035729, -0.9939805968552596, -1.0074414740220925, -0.9775908569485182, -0.9763306755004443, -0.9977598685557624, -0.970252433394585, -0.848483725750954, -0.9787382856883695, -0.986738862563318, -0.9956064313757442, -0.9740636114280059, -0.9741110334658264, -0.9890706772735531, -0.9587759036814353, -0.9385195687921889, -0.963488854574736, -0.9913265356702045, -0.9445095073311804, -0.9475613131172601, -0.9883163739280134, -0.9932674566585795, -0.9804232200734349, -0.9769974044819838, -0.9590396413489284, -1.0052803106229047, -0.9456580148175139, -0.9762145020570008, -0.969089581684209, -0.9600451464904279, -0.9853978249173772, -0.9536316034581089, -0.9864707470479274, -1.0354596793866138, -1.0571460858518147, -1.0006610247992762, -1.0069426642467365, -1.038294479716807, -1.0438252051889079]|401.3894958496093750|      0.25000000|[2394, 380, 0, 190]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      31|[-0.743553139307043, -0.9383158253311885, -0.9677005612811896, -1.0085837773060273, -0.9793537930966905, -1.0018220519896506, -1.0011743676968503, -1.0203031708378365, -1.012532199924926, -0.993105623095728, -1.0381607771529533, -1.0324634159560602, -1.030715515593233, -0.9609438534617895, -0.9812144029997163, -1.0335920107305978, -0.9915745999478119, -0.9819926168465287, -1.0067777264311157, -0.9671770848097798, -0.9933711504014047, -0.9931747048435231, -1.0177593156881062, -0.9523090395444739, -1.0414677069752842, -1.0075948404839623, -0.9798920060338034, -0.9966951802582603, -0.9759187181670357, -0.9857238908866864, -0.9793746181159851, -0.9815424276052175, -0.9672504447524839, -1.0063400016942494, -0.9321693578767226, -1.0390423912652076, -0.960141260287638, -0.88857847875415, -0.9422416990704471, -0.9805944985538877, -0.9831754770697211, -0.9762660337638763, -1.0105443940364056, -0.9891919468601758, -0.9963040315643408, -0.9614374843891762, -1.0072980035544046, -0.9468400868400193, -0.9726112269706298, -0.9894902700096132, -0.9831015973803193, -1.0457427568422522, -0.9888652007277822, -0.9505332698448471, -0.9777817874710388, -0.9545295398002605, -1.0409212984435903, -0.9742490582730623, -0.9881466667950395, -1.06159238687806, -0.98429819707717, -0.9873105988035729, -0.9939805968552596, -1.0074414740220925, -0.9775908569485182, -0.9763306755004443, -0.9977598685557624, -0.970252433394585, -0.848483725750954, -0.9787382856883695, -0.986738862563318, -0.9956064313757442, -0.9740636114280059, -0.9741110334658264, -0.9890706772735531, -0.9587759036814353, -0.9385195687921889, -0.963488854574736, -0.9913265356702045, -0.9445095073311804, -0.9475613131172601, -0.9883163739280134, -0.9932674566585795, -0.9804232200734349, -0.9769974044819838, -0.9590396413489284, -1.0052803106229047, -0.9456580148175139, -0.9762145020570008, -0.969089581684209, -0.9600451464904279, -0.9853978249173772, -0.9536316034581089, -0.9864707470479274, -1.0354596793866138, -1.0571460858518147, -1.0006610247992762, -1.0069426642467365, -1.038294479716807, -1.0438252051889079]|401.3894958496093750|      0.12500000|[2518, 400, 0, 200]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[-0.7472093334820533, -0.9342242837271213, -0.9551038217979371, -0.999450996649745, -0.9677694110886054, -0.9889806049968093, -1.0186170226962783, -1.0092540594786181, -1.0077348394797867, -0.9826550059383057, -1.0220615573284908, -1.0143373987178326, -1.013465229965523, -0.9885276655522548, -0.9676120372779742, -1.0204059828706589, -0.9745767551330761, -0.9662358005351244, -0.9904875156505977, -0.9905285990139727, -0.9863938200386207, -0.9717793974192913, -1.0046575910563937, -0.9822886433016991, -1.0253335105454824, -0.9954193743227114, -0.9598386507322911, -0.9824011793661495, -0.9944770187827132, -0.9706452890800518, -0.9757783260938708, -0.9978470937895819, -0.9543679700077121, -1.0134847828870808, -0.9274271322121382, -1.035225928259896, -0.9462813232558246, -0.8818736966496322, -0.9327616518428555, -0.9736946799001973, -0.9744202123907213, -0.9646050790757174, -1.0034177338831198, -0.9910640147152563, -0.9982284657347787, -0.9539814987374027, -0.9984064509456705, -0.9457304405354172, -0.9658801028587924, -0.9816872867679831, -0.9814854161292701, -1.0459305876305514, -0.9935273924984593, -0.9887828163974995, -0.9810183482805666, -0.9612978141366373, -1.0419148014260389, -0.9795272565839842, -1.0026690114565038, -1.0704730573457064, -0.9904223163025156, -0.9972504887876531, -1.0023962194314675, -1.0170179205872572, -0.9823590322233352, -0.9799555574369089, -0.9957807801781456, -0.978674756008649, -0.8664842450812024, -0.9820696441727148, -0.99167441200403, -1.003691101233877, -0.9717980428632662, -0.9761599590703814, -1.01181508466826, -0.9677379720002942, -0.9521793046536063, -0.966208915296232, -1.000116843550949, -0.9451767274429272, -0.9563078735538585, -0.9884424444355527, -0.9973914309058288, -1.0014431268173605, -0.971114720734535, -0.9627012286892912, -1.0022672933119856, -0.9377474125929042, -0.9697830471701447, -0.9558307633004887, -0.9578659637123375, -0.9818040629031826, -0.9476699540734047, -0.975628090886903, -1.0359576577625695, -1.036326494955165, -0.9868955481065174, -1.0203647432901526, -1.0142368542921358, -1.020202516342726]|400.0513000488281250|      0.25000000|[2545, 404, 0, 202]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      33|[-0.7472093334820533, -0.9342242837271213, -0.9551038217979371, -0.999450996649745, -0.9677694110886054, -0.9889806049968093, -1.0186170226962783, -1.0092540594786181, -1.0077348394797867, -0.9826550059383057, -1.0220615573284908, -1.0143373987178326, -1.013465229965523, -0.9885276655522548, -0.9676120372779742, -1.0204059828706589, -0.9745767551330761, -0.9662358005351244, -0.9904875156505977, -0.9905285990139727, -0.9863938200386207, -0.9717793974192913, -1.0046575910563937, -0.9822886433016991, -1.0253335105454824, -0.9954193743227114, -0.9598386507322911, -0.9824011793661495, -0.9944770187827132, -0.9706452890800518, -0.9757783260938708, -0.9978470937895819, -0.9543679700077121, -1.0134847828870808, -0.9274271322121382, -1.035225928259896, -0.9462813232558246, -0.8818736966496322, -0.9327616518428555, -0.9736946799001973, -0.9744202123907213, -0.9646050790757174, -1.0034177338831198, -0.9910640147152563, -0.9982284657347787, -0.9539814987374027, -0.9984064509456705, -0.9457304405354172, -0.9658801028587924, -0.9816872867679831, -0.9814854161292701, -1.0459305876305514, -0.9935273924984593, -0.9887828163974995, -0.9810183482805666, -0.9612978141366373, -1.0419148014260389, -0.9795272565839842, -1.0026690114565038, -1.0704730573457064, -0.9904223163025156, -0.9972504887876531, -1.0023962194314675, -1.0170179205872572, -0.9823590322233352, -0.9799555574369089, -0.9957807801781456, -0.978674756008649, -0.8664842450812024, -0.9820696441727148, -0.99167441200403, -1.003691101233877, -0.9717980428632662, -0.9761599590703814, -1.01181508466826, -0.9677379720002942, -0.9521793046536063, -0.966208915296232, -1.000116843550949, -0.9451767274429272, -0.9563078735538585, -0.9884424444355527, -0.9973914309058288, -1.0014431268173605, -0.971114720734535, -0.9627012286892912, -1.0022672933119856, -0.9377474125929042, -0.9697830471701447, -0.9558307633004887, -0.9578659637123375, -0.9818040629031826, -0.9476699540734047, -0.975628090886903, -1.0359576577625695, -1.036326494955165, -0.9868955481065174, -1.0203647432901526, -1.0142368542921358, -1.020202516342726]|400.0513000488281250|      0.12500000|[2657, 422, 0, 211]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[-0.7480740556659589, -0.9350608952196806, -0.9558795327685661, -1.000138375224839, -0.968346044524745, -0.9894287696142192, -1.0189233619613585, -1.009409270512034, -1.0077333679353218, -0.9824947491592515, -1.023130472103296, -1.0138656363654424, -1.0128462417831272, -0.9877703547217325, -0.9667273999831714, -1.0194068614095952, -0.9734776000814424, -0.9650524399529068, -0.9892369344168355, -0.9892287247389813, -0.9850633186386865, -0.9704374763747777, -1.0033238110517508, -0.980982738713037, -1.0240752177279717, -0.9942282681634714, -0.9587339902836729, -0.9814017612788458, -0.9936010391789794, -0.9699102136924137, -0.9752007689021525, -0.9974427041562505, -0.9541513277585694, -1.0134693021285603, -0.9276249732558387, -1.0356479180272424, -0.9469368840100642, -0.8827707829914976, -0.9339066963009542, -0.9750925464230906, -0.9760741587447752, -0.9665167272756109, -1.0055870491206718, -0.9934892918552478, -1.0009063259389093, -0.9569068926075031, -1.0015726710965585, -0.9491291418511629, -0.969501332295041, -0.9855195192078736, -0.9855156014152258, -1.0501442038824969, -0.9979085085124333, -0.9933141626590009, -0.985681395661312, -0.9660728609732221, -1.046781070843146, -0.9844629998711899, -1.0076516188956641, -0.9479173842233004, -0.9954279981897847, -1.0022312997055671, -1.0073274038946705, -1.0218745503500557, -0.9871161701924714, -0.9845884276379303, -1.0002649484319845, -0.9829863157304765, -0.8706000147208136, -0.9859673709413426, -0.9953329844487222, -1.0070907708922696, -0.9749206531361059, -0.9789891831744432, -1.014336672203999, -0.9699400022715859, -0.9540524509305274, -0.9677467146657758, -1.0013159774779516, -0.9460373090830814, -0.9568337441471232, -0.9886414778777389, -0.9972758467020882, -1.00102981135937, -0.9704255569886884, -0.9617634342376894, -1.0017295595317655, -0.9364170873293518, -0.9683212562955443, -0.9542896094234464, -0.9563046994376956, -0.9802894788442869, -0.9462767748970294, -0.9744393809042322, -1.035065233563305, -1.0358313470638223, -0.9869082707896129, -1.021005972852614, -1.0156377158320138, -1.0225050784621652]|399.5514831542968750|      0.25000000|[2708, 430, 0, 215]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      35|[-0.7480740556659589, -0.9350608952196806, -0.9558795327685661, -1.000138375224839, -0.968346044524745, -0.9894287696142192, -1.0189233619613585, -1.009409270512034, -1.0077333679353218, -0.9824947491592515, -1.023130472103296, -1.0138656363654424, -1.0128462417831272, -0.9877703547217325, -0.9667273999831714, -1.0194068614095952, -0.9734776000814424, -0.9650524399529068, -0.9892369344168355, -0.9892287247389813, -0.9850633186386865, -0.9704374763747777, -1.0033238110517508, -0.980982738713037, -1.0240752177279717, -0.9942282681634714, -0.9587339902836729, -0.9814017612788458, -0.9936010391789794, -0.9699102136924137, -0.9752007689021525, -0.9974427041562505, -0.9541513277585694, -1.0134693021285603, -0.9276249732558387, -1.0356479180272424, -0.9469368840100642, -0.8827707829914976, -0.9339066963009542, -0.9750925464230906, -0.9760741587447752, -0.9665167272756109, -1.0055870491206718, -0.9934892918552478, -1.0009063259389093, -0.9569068926075031, -1.0015726710965585, -0.9491291418511629, -0.969501332295041, -0.9855195192078736, -0.9855156014152258, -1.0501442038824969, -0.9979085085124333, -0.9933141626590009, -0.985681395661312, -0.9660728609732221, -1.046781070843146, -0.9844629998711899, -1.0076516188956641, -0.9479173842233004, -0.9954279981897847, -1.0022312997055671, -1.0073274038946705, -1.0218745503500557, -0.9871161701924714, -0.9845884276379303, -1.0002649484319845, -0.9829863157304765, -0.8706000147208136, -0.9859673709413426, -0.9953329844487222, -1.0070907708922696, -0.9749206531361059, -0.9789891831744432, -1.014336672203999, -0.9699400022715859, -0.9540524509305274, -0.9677467146657758, -1.0013159774779516, -0.9460373090830814, -0.9568337441471232, -0.9886414778777389, -0.9972758467020882, -1.00102981135937, -0.9704255569886884, -0.9617634342376894, -1.0017295595317655, -0.9364170873293518, -0.9683212562955443, -0.9542896094234464, -0.9563046994376956, -0.9802894788442869, -0.9462767748970294, -0.9744393809042322, -1.035065233563305, -1.0358313470638223, -0.9869082707896129, -1.021005972852614, -1.0156377158320138, -1.0225050784621652]|399.5514831542968750|      0.12500000|[2820, 448, 0, 224]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      36|[-0.7464239227451042, -0.9297454351116882, -0.9850714673769961, -0.9866301921842698, -0.9733519049378432, -0.9835717260479722, -1.0069348883535194, -1.0060197528744432, -0.9890651687056892, -0.9900461615459984, -1.0257017994338449, -0.9907721103394704, -1.0037989719664606, -0.9796437838981514, -0.9701707889377169, -1.0083924216631912, -0.9725680954122002, -0.9958522853057941, -0.9796665822573459, -1.0121483451098283, -0.9829676700862275, -1.0002408895270825, -0.9995949064595332, -0.9958499452906094, -1.026578827752683, -0.9897441144957498, -0.9725559714709546, -1.0063250694551407, -1.0021897510093427, -0.9726094494445279, -0.9768758239902648, -0.9985744732521643, -0.9563313275830914, -1.0110972266234475, -0.9282431765814029, -1.0468656410076207, -0.9565655747692111, -0.8712795452648148, -0.9241155660075041, -0.9868308703685739, -0.9920523573679423, -0.9651458614495252, -0.9992868095918888, -0.9830204896906712, -1.002738623082465, -0.9586808281312532, -0.9772580811118073, -0.95445105869716, -0.9902851134377157, -0.9739030153649278, -0.9640768447917176, -1.0256014325279479, -0.9928130598722846, -0.9979891384815551, -0.9753090793875091, -0.9742207740865257, -1.0335405442767787, -0.9738858469009459, -0.9877154031234865, -0.937316973632894, -1.005561678001923, -1.010582223533118, -0.9999483853988927, -1.005678453311538, -0.9688158765022388, -0.9743658703595629, -0.9946925331588041, -0.971893695991503, -0.859323678523751, -0.9735607755165008, -1.0079113170815193, -0.9960434852962656, -0.961135588936065, -0.9985150024967764, -1.0164564571071977, -0.9748471239463787, -0.9816874632468809, -0.961870084483193, -1.0072539622800627, -0.9435779429662327, -0.963112965445686, -0.9830257184302431, -0.9935839875659888, -0.9915288157100028, -0.9707649262855651, -0.986060873847679, -1.014370959586241, -0.9423494804605623, -0.9565071040044937, -0.9611326603922837, -0.9617837907425189, -0.9900759792245747, -0.9564448026621678, -0.9755252258850656, -1.0238302227991263, -1.0293456777984318, -0.9918050694683901, -1.0219003407974798, -1.017109078651279, -0.998637307724243]|399.0157775878906250|      0.25000000|[2846, 452, 0, 226]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      37|[-0.7464239227451042, -0.9297454351116882, -0.9850714673769961, -0.9866301921842698, -0.9733519049378432, -0.9835717260479722, -1.0069348883535194, -1.0060197528744432, -0.9890651687056892, -0.9900461615459984, -1.0257017994338449, -0.9907721103394704, -1.0037989719664606, -0.9796437838981514, -0.9701707889377169, -1.0083924216631912, -0.9725680954122002, -0.9958522853057941, -0.9796665822573459, -1.0121483451098283, -0.9829676700862275, -1.0002408895270825, -0.9995949064595332, -0.9958499452906094, -1.026578827752683, -0.9897441144957498, -0.9725559714709546, -1.0063250694551407, -1.0021897510093427, -0.9726094494445279, -0.9768758239902648, -0.9985744732521643, -0.9563313275830914, -1.0110972266234475, -0.9282431765814029, -1.0468656410076207, -0.9565655747692111, -0.8712795452648148, -0.9241155660075041, -0.9868308703685739, -0.9920523573679423, -0.9651458614495252, -0.9992868095918888, -0.9830204896906712, -1.002738623082465, -0.9586808281312532, -0.9772580811118073, -0.95445105869716, -0.9902851134377157, -0.9739030153649278, -0.9640768447917176, -1.0256014325279479, -0.9928130598722846, -0.9979891384815551, -0.9753090793875091, -0.9742207740865257, -1.0335405442767787, -0.9738858469009459, -0.9877154031234865, -0.937316973632894, -1.005561678001923, -1.010582223533118, -0.9999483853988927, -1.005678453311538, -0.9688158765022388, -0.9743658703595629, -0.9946925331588041, -0.971893695991503, -0.859323678523751, -0.9735607755165008, -1.0079113170815193, -0.9960434852962656, -0.961135588936065, -0.9985150024967764, -1.0164564571071977, -0.9748471239463787, -0.9816874632468809, -0.961870084483193, -1.0072539622800627, -0.9435779429662327, -0.963112965445686, -0.9830257184302431, -0.9935839875659888, -0.9915288157100028, -0.9707649262855651, -0.986060873847679, -1.014370959586241, -0.9423494804605623, -0.9565071040044937, -0.9611326603922837, -0.9617837907425189, -0.9900759792245747, -0.9564448026621678, -0.9755252258850656, -1.0238302227991263, -1.0293456777984318, -0.9918050694683901, -1.0219003407974798, -1.017109078651279, -0.998637307724243]|399.0157775878906250|      0.12500000|[2958, 470, 0, 235]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
