k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4504776298999786, -0.0661500096321106, 0.0823455080389977, 0.3409429490566254, 0.1886106133460999, 0.1944524198770523, -0.2268122732639313, -0.2013398408889771, 0.2132713347673416, 0.0355245284736156, 0.2678762078285217, 0.0294912401586771, -0.1150918453931808, 0.1075640469789505, -0.1900783330202103, 0.2236397564411163, 0.036402378231287, 0.0381771884858608, 0.0184534694999456, 0.0471659302711487, 0.3844584822654724, 0.3425793051719666]| 13.8701457977294922|      2.00000000|[273, 19, 0, 5]                                                            | | GPS sucess | actual_k=4
      12|[-162.54553511738777, -87.73572310805321, 88.3883475214243, 120.83941665291786, 20.49291740357876, 165.4624404013157, 77.78137975931168, -25.782729886472225, 147.6841312199831, -12.345741886645555, 20.368523385375738, 32.404829079285264, 35.40290379524231, 16.407844349741936, 97.53277461975813, 89.979517608881, -164.19908676669002, -48.20454875007272, -121.11690602637827, 39.71773125976324, 80.2147338911891, 16.045641481876373]| 11.7095994949340820|    256.00000000|[3273, 220, 0, 60]                                                         |  | used quadratic model with 292 points | actual_k=4
      13|[-162.54553511738777, -87.73572310805321, 88.3883475214243, 120.83941665291786, 20.49291740357876, 165.4624404013157, 77.78137975931168, -25.782729886472225, 147.6841312199831, -12.345741886645555, 20.368523385375738, 32.404829079285264, 35.40290379524231, 16.407844349741936, 97.53277461975813, 89.979517608881, -164.19908676669002, -48.20454875007272, -121.11690602637827, 39.71773125976324, 80.2147338911891, 16.045641481876373]| 11.7095994949340820|    128.00000000|[3545, 239, 0, 65]                                                         |  | used quadratic model with 292 points | actual_k=4
      14|[-177.0692301094532, -83.6839266717434, 83.81124199926853, 132.81413093209267, 8.49928031861782, 182.44078055024147, 122.14306646585464, -49.10297753661871, 89.13798101246357, 25.59115920588374, -29.29040453210473, 36.98679500259459, 43.602288484573364, 27.36607627570629, 92.00305097550154, 125.09014001488686, -141.0624652914703, -60.679713163524866, -124.86384330131114, 47.332115434110165, 85.51054602116346, -39.25695937871933]| 11.6737518310546875|    256.00000000|[3819, 256, 0, 70]                                                         | | GPS sucess | actual_k=4
      15|[-177.0692301094532, -83.6839266717434, 83.81124199926853, 132.81413093209267, 8.49928031861782, 182.44078055024147, 122.14306646585464, -49.10297753661871, 89.13798101246357, 25.59115920588374, -29.29040453210473, 36.98679500259459, 43.602288484573364, 27.36607627570629, 92.00305097550154, 125.09014001488686, -141.0624652914703, -60.679713163524866, -124.86384330131114, 47.332115434110165, 85.51054602116346, -39.25695937871933]| 11.6737518310546875|    128.00000000|[4092, 274, 0, 75]                                                         |  | used quadratic model with 292 points | actual_k=4
      16|[-177.0692301094532, -83.6839266717434, 83.81124199926853, 132.81413093209267, 8.49928031861782, 182.44078055024147, 122.14306646585464, -49.10297753661871, 89.13798101246357, 25.59115920588374, -29.29040453210473, 36.98679500259459, 43.602288484573364, 27.36607627570629, 92.00305097550154, 125.09014001488686, -141.0624652914703, -60.679713163524866, -124.86384330131114, 47.332115434110165, 85.51054602116346, -39.25695937871933]| 11.6737518310546875|     64.00000000|[4364, 293, 0, 80]                                                         |  | used quadratic model with 292 points | actual_k=4
      17|[-180.3242919743061, -91.49469575285912, 106.01755227148533, 132.20186784863472, 5.355792388319969, 183.75244703888893, 119.31081610918045, -11.213802121579647, 75.4081359654665, 49.35312209650874, -29.52738818898797, 21.26214843429625, 50.556476354599, 32.31542710959911, 84.30011289566755, 131.35275855660439, -146.11011419817805, -54.42433587089181, -121.79432330466807, 61.546447061002254, 95.00331240147352, -23.009635388851166]| 11.6532535552978516|    128.00000000|[4636, 312, 0, 85]                                                         | | GPS sucess | actual_k=4
      18|[-221.11290815472603, -120.45814713835716, 141.68746270239353, 159.73799112439156, -40.35816253721714, 173.89978590607643, 111.64823752641678, -13.198103211820126, 93.80607183277607, 43.19892201945186, -62.98373660817742, 35.635154301300645, 83.87783789634705, -7.2116419821977615, 79.89324205368757, 100.80906501412392, -106.21305380389094, -50.58058324828744, -90.99508509971201, 81.26441695541143, 81.34225302189589, -17.215066373348236]| 11.5494375228881836|    256.00000000|[4908, 331, 0, 90]                                                         | | GPS sucess | actual_k=4
      19|[-221.11290815472603, -120.45814713835716, 141.68746270239353, 159.73799112439156, -40.35816253721714, 173.89978590607643, 111.64823752641678, -13.198103211820126, 93.80607183277607, 43.19892201945186, -62.98373660817742, 35.635154301300645, 83.87783789634705, -7.2116419821977615, 79.89324205368757, 100.80906501412392, -106.21305380389094, -50.58058324828744, -90.99508509971201, 81.26441695541143, 81.34225302189589, -17.215066373348236]| 11.5494375228881836|    128.00000000|[5182, 348, 0, 95]                                                         |  | used quadratic model with 292 points | actual_k=4
      20|[-252.52720525860786, -151.63068398833275, 142.87379099428654, 186.5611722767353, 10.888671264052391, 165.0963229238987, 123.6840460896492, 0.621440626680851, 59.5398441106081, 75.70346913859248, -34.405008886009455, 52.72428088821471, 53.01341795921326, -28.67950887978077, 75.60999601334333, 105.43247523903847, -125.71703825518489, -24.258227977901697, -108.52215609885752, 67.35162188857794, 84.78715877979994, 15.56152206659317]| 11.4683465957641602|    256.00000000|[5457, 364, 0, 100]                                                        | | GPS sucess | actual_k=4
      21|[-252.52720525860786, -151.63068398833275, 142.87379099428654, 186.5611722767353, 10.888671264052391, 165.0963229238987, 123.6840460896492, 0.621440626680851, 59.5398441106081, 75.70346913859248, -34.405008886009455, 52.72428088821471, 53.01341795921326, -28.67950887978077, 75.60999601334333, 105.43247523903847, -125.71703825518489, -24.258227977901697, -108.52215609885752, 67.35162188857794, 84.78715877979994, 15.56152206659317]| 11.4683465957641602|    128.00000000|[5730, 382, 0, 105]                                                        |  | used quadratic model with 292 points | actual_k=4
      22|[-257.6797597706318, -168.18813142180443, 140.86575104296207, 191.94387939572334, 8.607831582427025, 132.94001188874245, 159.57235556840897, -31.095999024808407, 34.37525136768818, 112.18491826578975, 2.613282587379217, 60.971404606476426, 79.86478781700134, -60.65727110207081, 93.66141813248396, 78.0185195505619, -87.0318347029388, -8.60814157500863, -108.37827731110156, 42.51653506606817, 66.59383564442396, -33.549653470516205]| 11.4400739669799805|    256.00000000|[6003, 400, 0, 110]                                                        | | GPS sucess | actual_k=4
      23|[-362.38187769055367, -71.46280488371849, 126.04676319658756, 270.18992736935616, 38.32698021829128, 86.07635298371315, 166.11616307497025, 9.396196104586124, 45.84214361011982, 127.01587949320674, 9.995414640754461, 126.10782581008971, 5.240161657333374, -22.0106989890337, 77.72150056809187, 43.60999217629433, -85.5412021689117, -85.37057748809457, -160.5615658853203, 73.548170350492, 34.027749828994274, 9.985338747501373]| 11.3002567291259766|    512.00000000|[6277, 417, 0, 115]                                                        | | GPS sucess | actual_k=4
      24|[-362.38187769055367, -71.46280488371849, 126.04676319658756, 270.18992736935616, 38.32698021829128, 86.07635298371315, 166.11616307497025, 9.396196104586124, 45.84214361011982, 127.01587949320674, 9.995414640754461, 126.10782581008971, 5.240161657333374, -22.0106989890337, 77.72150056809187, 43.60999217629433, -85.5412021689117, -85.37057748809457, -160.5615658853203, 73.548170350492, 34.027749828994274, 9.985338747501373]| 11.3002567291259766|    256.00000000|[6550, 435, 0, 120]                                                        |  | used quadratic model with 292 points | actual_k=4
      25|[-362.38187769055367, -71.46280488371849, 126.04676319658756, 270.18992736935616, 38.32698021829128, 86.07635298371315, 166.11616307497025, 9.396196104586124, 45.84214361011982, 127.01587949320674, 9.995414640754461, 126.10782581008971, 5.240161657333374, -22.0106989890337, 77.72150056809187, 43.60999217629433, -85.5412021689117, -85.37057748809457, -160.5615658853203, 73.548170350492, 34.027749828994274, 9.985338747501373]| 11.3002567291259766|    128.00000000|[6823, 453, 0, 125]                                                        |  | used quadratic model with 292 points | actual_k=4
      26|[-362.38187769055367, -71.46280488371849, 126.04676319658756, 270.18992736935616, 38.32698021829128, 86.07635298371315, 166.11616307497025, 9.396196104586124, 45.84214361011982, 127.01587949320674, 9.995414640754461, 126.10782581008971, 5.240161657333374, -22.0106989890337, 77.72150056809187, 43.60999217629433, -85.5412021689117, -85.37057748809457, -160.5615658853203, 73.548170350492, 34.027749828994274, 9.985338747501373]| 11.3002567291259766|     64.00000000|[7097, 470, 0, 130]                                                        |  | used quadratic model with 292 points | actual_k=4
      27|[-380.42656114697456, -48.77025040984154, 128.59772826731205, 282.3333857357502, 25.599079713225365, 61.348918825387955, 174.17122727632523, 3.211341120302677, 62.84876401722431, 133.9765904955566, 8.431145217269659, 107.62536578811705, 11.900054216384888, -33.7544037848711, 89.53729074448347, 42.26661220192909, -87.70752821490169, -81.11645666137338, -160.3592371288687, 52.88171222060919, 17.048270992934704, 10.748819947242737]| 11.2746686935424805|    128.00000000|[7370, 488, 0, 135]                                                        | | GPS sucess | actual_k=4
      28|[-380.42656114697456, -48.77025040984154, 128.59772826731205, 282.3333857357502, 25.599079713225365, 61.348918825387955, 174.17122727632523, 3.211341120302677, 62.84876401722431, 133.9765904955566, 8.431145217269659, 107.62536578811705, 11.900054216384888, -33.7544037848711, 89.53729074448347, 42.26661220192909, -87.70752821490169, -81.11645666137338, -160.3592371288687, 52.88171222060919, 17.048270992934704, 10.748819947242737]| 11.2746686935424805|     64.00000000|[7641, 508, 0, 140]                                                        |  | used quadratic model with 292 points | actual_k=4
      29|[-382.91211703419685, -38.07730683684349, 116.49126578867435, 285.3873911201954, -1.2416356950998306, 37.912055879831314, 182.44362717866898, 4.949073292315006, 56.81058795750141, 111.16736732050776, 9.235183980315924, 122.39792686142027, 12.073890179395676, -50.837548926472664, 92.40639632195234, 11.750046879053116, -78.92066488787532, -87.68450466170907, -173.0720753017813, 49.65269687026739, 28.000493817031384, 3.2437154054641724]| 11.2714939117431641|    128.00000000|[7912, 528, 0, 145]                                                        | | GPS sucess | actual_k=4
      30|[-410.0389900505543, -55.90326127409935, 102.06374408304691, 310.01347640156746, -4.388226166367531, 64.01788130402565, 145.12312012910843, 2.43739864975214, 67.78584487736225, 78.68752036616206, 35.45325305685401, 83.29635291732848, 59.226104229688644, -22.629928305745125, 86.56591599434614, 34.78560557961464, -73.65060530230403, -122.69555583968759, -145.85659449733794, -7.596925474703312, 34.36278944462538, 5.372410178184509]| 11.2597427368164062|    256.00000000|[8186, 545, 0, 150]                                                        | | GPS sucess | actual_k=4
      31|[-452.03839495778084, -113.64060029387474, 215.50352527201176, 327.52860167622566, 36.112536773085594, 15.936281114816666, 180.491608440876, 74.17912075668573, 137.8427677899599, 173.5364278368652, 50.49745776876807, 51.15411048568785, 82.71402499079704, 40.289535805583, 28.663892678916454, 10.975449711084366, -31.664376359432936, -93.50930515304208, -188.04090922512114, -9.88063595443964, 52.05403929203749, -35.646453499794006]| 11.0843935012817383|    512.00000000|[8458, 564, 0, 155]                                                        | | GPS sucess | actual_k=4
      32|[-452.03839495778084, -113.64060029387474, 215.50352527201176, 327.52860167622566, 36.112536773085594, 15.936281114816666, 180.491608440876, 74.17912075668573, 137.8427677899599, 173.5364278368652, 50.49745776876807, 51.15411048568785, 82.71402499079704, 40.289535805583, 28.663892678916454, 10.975449711084366, -31.664376359432936, -93.50930515304208, -188.04090922512114, -9.88063595443964, 52.05403929203749, -35.646453499794006]| 11.0843935012817383|    256.00000000|[8730, 583, 0, 160]                                                        |  | used quadratic model with 292 points | actual_k=4
      33|[-535.3858146965504, -170.38604173064232, 182.8440404087305, 402.1971960365772, 79.44340454041958, -59.18802461028099, 181.149662733078, 19.00853893905878, 156.2624226361513, 202.47625480219722, 62.957229878753424, 37.014105373993516, 76.60475012660027, 24.016662880778313, 13.364019326865673, 65.41728320717812, -22.68702421709895, -127.20119968429208, -101.77156108058989, 64.30459048599005, 62.41281347721815, -114.53281366825104]| 10.9137516021728516|    512.00000000|[9002, 602, 0, 165]                                                        | | GPS sucess | actual_k=4
      34|[-535.3858146965504, -170.38604173064232, 182.8440404087305, 402.1971960365772, 79.44340454041958, -59.18802461028099, 181.149662733078, 19.00853893905878, 156.2624226361513, 202.47625480219722, 62.957229878753424, 37.014105373993516, 76.60475012660027, 24.016662880778313, 13.364019326865673, 65.41728320717812, -22.68702421709895, -127.20119968429208, -101.77156108058989, 64.30459048599005, 62.41281347721815, -114.53281366825104]| 10.9137516021728516|    256.00000000|[9273, 622, 0, 170]                                                        |  | used quadratic model with 292 points | actual_k=4
      35|[-535.3858146965504, -170.38604173064232, 182.8440404087305, 402.1971960365772, 79.44340454041958, -59.18802461028099, 181.149662733078, 19.00853893905878, 156.2624226361513, 202.47625480219722, 62.957229878753424, 37.014105373993516, 76.60475012660027, 24.016662880778313, 13.364019326865673, 65.41728320717812, -22.68702421709895, -127.20119968429208, -101.77156108058989, 64.30459048599005, 62.41281347721815, -114.53281366825104]| 10.9137516021728516|    128.00000000|[9546, 640, 0, 175]                                                        |  | used quadratic model with 292 points | actual_k=4
      36|[-567.9712105095387, -129.9877491891384, 156.22797252237797, 429.9682016670704, 91.26708923280239, -29.63212975859642, 213.100928068161, 20.810880638659, 152.99290998280048, 192.24020038172603, 58.95723107084632, 48.09965377487242, 41.90208289027214, 35.44505052268505, 53.98256104439497, 95.74334254860878, -13.881507020443678, -101.2975322343409, -65.12907832302153, 96.96940066665411, 66.17888098210096, -136.12971079349518]| 10.8933105468750000|    256.00000000|[9818, 659, 0, 180]                                                        | | GPS sucess | actual_k=4
      37|[-663.7519188225269, -76.52965745329857, 120.88607646524906, 507.66289618611336, 45.360747680068016, -8.350704282522202, 203.06777358055115, -3.6527729257941246, 222.99331434071064, 229.64139972254634, 101.37300636991858, 64.13666968978941, -30.384065181016922, 34.46249710023403, 86.05990021675825, 115.83764758706093, 47.74508752301335, -140.82598224654794, -18.085136825218797, 17.921930573880672, 120.80855780094862, -142.99647629261017]| 10.7829790115356445|    512.00000000|[10091, 677, 0, 185]                                                       | | GPS sucess | actual_k=4
      38|[-682.0091228783131, -99.76241311430931, 203.74540568888187, 509.2763821184635, 197.73651061952114, -76.1937218606472, 278.13871932029724, 6.600461937487125, 172.85469968616962, 222.62269340083003, 308.4068198464811, 162.50348334945738, -68.26233437657356, -112.78391708433628, 147.47752564400434, 47.81189075112343, -118.59303198382258, -48.08228412643075, -209.0963215176016, 205.5376379713416, -17.249623961746693, -91.00145447254181]| 10.7643527984619141|   1024.00000000|[10366, 693, 0, 190]                                                       | | GPS sucess | actual_k=4
      39|[-682.0091228783131, -99.76241311430931, 203.74540568888187, 509.2763821184635, 197.73651061952114, -76.1937218606472, 278.13871932029724, 6.600461937487125, 172.85469968616962, 222.62269340083003, 308.4068198464811, 162.50348334945738, -68.26233437657356, -112.78391708433628, 147.47752564400434, 47.81189075112343, -118.59303198382258, -48.08228412643075, -209.0963215176016, 205.5376379713416, -17.249623961746693, -91.00145447254181]| 10.7643527984619141|    512.00000000|[10640, 710, 0, 195]                                                       |  | used quadratic model with 292 points | actual_k=4
      40|[-886.0172863304615, -75.71542939543724, 63.69465495646, 690.5494686663151, 82.35848174989223, -125.90287408232689, 397.8188416957855, -38.972684882581234, 232.0609222203493, 157.7621663622558, 373.53095772489905, 133.57136397995055, -102.38974145054817, -209.2978407293558, 214.43399994820356, 57.446434170007706, -227.3551932387054, -129.363106880337, -84.68820994533598, -46.03821346908808, 1.1500342413783073, -10.467846989631653]| 10.5941343307495117|   1024.00000000|[10912, 729, 0, 200]                                                       | | GPS sucess | actual_k=4
      41|[-886.0172863304615, -75.71542939543724, 63.69465495646, 690.5494686663151, 82.35848174989223, -125.90287408232689, 397.8188416957855, -38.972684882581234, 232.0609222203493, 157.7621663622558, 373.53095772489905, 133.57136397995055, -102.38974145054817, -209.2978407293558, 214.43399994820356, 57.446434170007706, -227.3551932387054, -129.363106880337, -84.68820994533598, -46.03821346908808, 1.1500342413783073, -10.467846989631653]| 10.5941343307495117|    512.00000000|[11184, 748, 0, 205]                                                       |  | used quadratic model with 292 points | actual_k=4
      42|[-843.4555645287037, -161.41735658049583, -74.69888447225094, 687.4174663126469, 224.2107461541891, 32.39479437470436, 602.5694825649261, -110.79302027076483, 341.3156295567751, 251.5182164721191, 238.11266854032874, 296.5125566069037, 51.14773413538933, -95.38805831968784, 178.94893830269575, 66.88008514046669, -357.6581412367523, -143.2815410234034, -134.02146571315825, -87.84668896347284, -45.04662103205919, -72.48264038562775]| 10.4899120330810547|   1024.00000000|[11456, 767, 0, 210]                                                       | | GPS sucess | actual_k=4
      43|[-1092.769361525774, -474.3927594125271, -43.71557758748531, 897.527619510889, -1.4086996465921402, -30.386230558156967, 944.688836812973, -335.98917200416327, 172.41037137806416, 104.0066960863769, 123.37282326444983, 452.4717393461615, -197.00576928257942, 24.679263457655907, 264.02049439400434, -159.4336813390255, -573.7638236097991, 349.8030842207372, -109.21816294826567, -210.6646973863244, 246.33915167301893, -108.90301620960236]| 10.4232797622680664|   2048.00000000|[11729, 785, 0, 215]                                                       | | GPS sucess | actual_k=4
      44|[-1092.769361525774, -474.3927594125271, -43.71557758748531, 897.527619510889, -1.4086996465921402, -30.386230558156967, 944.688836812973, -335.98917200416327, 172.41037137806416, 104.0066960863769, 123.37282326444983, 452.4717393461615, -197.00576928257942, 24.679263457655907, 264.02049439400434, -159.4336813390255, -573.7638236097991, 349.8030842207372, -109.21816294826567, -210.6646973863244, 246.33915167301893, -108.90301620960236]| 10.4232797622680664|   1024.00000000|[12002, 803, 0, 220]                                                       |  | used quadratic model with 292 points | actual_k=4
