k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5713071823120117, 0.0061253001913428, -0.4481361210346222, 0.1482601910829544, -0.013623739592731, -0.01000308804214, -0.3104247152805328, -0.0407468117773533, 0.2595320343971252, 0.0521899051964283, -0.1013862565159798, 0.1674708425998688, 0.1796717196702957, 0.0246664863079786, 0.0360099412500858, 0.0792761147022247, -0.0521924868226051, 0.0923516303300858, 0.1864609122276306, -0.1850891262292862, 0.1497306078672409, -0.1893572360277176]| 14.1407546997070312|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
      14|[-26.518713533878326, -3.9344610469415784, 8.692661210894585, 22.72618292272091, -3.383874054066837, -8.104392362758517, -12.195715113775805, -11.545352477580309, -13.125297725200653, 17.300966311246157, 6.334772877395153, -8.426152169704437, 4.481570772826672, 25.125151885673404, -17.31436030752957, 4.766119658946991, -4.708763562142849, 16.65626559406519, -19.892760902643204, -10.334646001458168, -8.137531908228993, 15.713977083563805]| 12.0739068984985352|     64.00000000|[785, 112, 0, 14]                                                          | | GPS sucess | actual_k=8
      15|[-26.518713533878326, -3.9344610469415784, 8.692661210894585, 22.72618292272091, -3.383874054066837, -8.104392362758517, -12.195715113775805, -11.545352477580309, -13.125297725200653, 17.300966311246157, 6.334772877395153, -8.426152169704437, 4.481570772826672, 25.125151885673404, -17.31436030752957, 4.766119658946991, -4.708763562142849, 16.65626559406519, -19.892760902643204, -10.334646001458168, -8.137531908228993, 15.713977083563805]| 12.0739068984985352|     32.00000000|[841, 120, 0, 15]                                                          |  | used linear model with 65 points | actual_k=8
      16|[-26.518713533878326, -3.9344610469415784, 8.692661210894585, 22.72618292272091, -3.383874054066837, -8.104392362758517, -12.195715113775805, -11.545352477580309, -13.125297725200653, 17.300966311246157, 6.334772877395153, -8.426152169704437, 4.481570772826672, 25.125151885673404, -17.31436030752957, 4.766119658946991, -4.708763562142849, 16.65626559406519, -19.892760902643204, -10.334646001458168, -8.137531908228993, 15.713977083563805]| 12.0739068984985352|     16.00000000|[897, 128, 0, 16]                                                          |  | used linear model with 65 points | actual_k=8
      17|[-27.532449185848236, -9.97413628268987, 5.722165510058403, 24.26871393620968, -8.583398456685245, -8.058177614584565, -17.168180152075365, -9.832658667117357, -15.098494350910187, 15.096954632550478, 6.125882513821125, -5.3771438002586365, 4.328610889613628, 26.591020120307803, -21.40382974036038, 2.5666069388389587, -11.520152531564236, 18.072521902620792, -24.570166736841202, -8.979416742920876, -11.40967551060021, 16.395747646689415]| 12.0729913711547852|     32.00000000|[953, 136, 0, 17]                                                          | | GPS sucess | actual_k=8
      18|[-35.94585460424423, -6.7605721252039075, 1.4478587359189987, 31.43899916112423, -12.273955936543643, -1.4399234298616648, -11.761346026556566, -16.376610655337572, -18.407946407794952, 29.251461315900087, 3.849233038723469, 1.264698088169098, -2.3229818418622017, 25.427169216796756, -20.06014590151608, 12.926746785640717, -9.569187365472317, 19.29511008411646, -28.536310583353043, -9.465675249695778, -0.4256438333541155, 11.285586819052696]| 12.0525751113891602|     64.00000000|[1009, 144, 0, 18]                                                         | | GPS sucess | actual_k=8
      19|[-35.94585460424423, -6.7605721252039075, 1.4478587359189987, 31.43899916112423, -12.273955936543643, -1.4399234298616648, -11.761346026556566, -16.376610655337572, -18.407946407794952, 29.251461315900087, 3.849233038723469, 1.264698088169098, -2.3229818418622017, 25.427169216796756, -20.06014590151608, 12.926746785640717, -9.569187365472317, 19.29511008411646, -28.536310583353043, -9.465675249695778, -0.4256438333541155, 11.285586819052696]| 12.0525751113891602|     32.00000000|[1065, 152, 0, 19]                                                         |  | used linear model with 65 points | actual_k=8
      20|[-46.34897083044052, -13.484924961812794, 5.479766294360161, 39.24157427251339, -18.991716499440372, -7.125567579641938, 2.425955609185621, -15.232373852282763, -21.713939249515533, 36.52461509779096, 4.97588063031435, -3.353207051753998, -5.285278804600239, 26.91633833758533, -28.64059786684811, 9.513735949993134, -20.753386698663235, 23.65981612354517, -23.91701689362526, -2.830076590180397, -5.852573307231069, 18.837042793631554]| 12.0305376052856445|     64.00000000|[1121, 160, 0, 20]                                                         | | GPS sucess | actual_k=8
      21|[-46.34897083044052, -13.484924961812794, 5.479766294360161, 39.24157427251339, -18.991716499440372, -7.125567579641938, 2.425955609185621, -15.232373852282763, -21.713939249515533, 36.52461509779096, 4.97588063031435, -3.353207051753998, -5.285278804600239, 26.91633833758533, -28.64059786684811, 9.513735949993134, -20.753386698663235, 23.65981612354517, -23.91701689362526, -2.830076590180397, -5.852573307231069, 18.837042793631554]| 12.0305376052856445|     32.00000000|[1177, 168, 0, 21]                                                         |  | used linear model with 65 points | actual_k=8
      22|[-46.34897083044052, -13.484924961812794, 5.479766294360161, 39.24157427251339, -18.991716499440372, -7.125567579641938, 2.425955609185621, -15.232373852282763, -21.713939249515533, 36.52461509779096, 4.97588063031435, -3.353207051753998, -5.285278804600239, 26.91633833758533, -28.64059786684811, 9.513735949993134, -20.753386698663235, 23.65981612354517, -23.91701689362526, -2.830076590180397, -5.852573307231069, 18.837042793631554]| 12.0305376052856445|     16.00000000|[1233, 176, 0, 22]                                                         |  | used linear model with 65 points | actual_k=8
      23|[-49.7840730547905, -10.20251910854131, 5.984417602419853, 41.85490773618221, -18.920422743074596, -4.747348690405488, 0.4791129387449473, -11.61896838620305, -20.737518429756165, 40.96601800993085, 8.448504455387592, -3.45621819794178, -4.758196718990803, 21.688228024169803, -25.668190764263272, 6.964739263057709, -27.235306940972805, 25.062806822359562, -22.033679515123367, -11.087141409516335, -3.8951020557433367, 19.828141793608665]| 12.0154314041137695|     32.00000000|[1289, 184, 0, 23]                                                         | | GPS sucess | actual_k=8
      24|[-49.7840730547905, -10.20251910854131, 5.984417602419853, 41.85490773618221, -18.920422743074596, -4.747348690405488, 0.4791129387449473, -11.61896838620305, -20.737518429756165, 40.96601800993085, 8.448504455387592, -3.45621819794178, -4.758196718990803, 21.688228024169803, -25.668190764263272, 6.964739263057709, -27.235306940972805, 25.062806822359562, -22.033679515123367, -11.087141409516335, -3.8951020557433367, 19.828141793608665]| 12.0154314041137695|     16.00000000|[1345, 192, 0, 24]                                                         |  | used linear model with 65 points | actual_k=8
      25|[-49.7840730547905, -10.20251910854131, 5.984417602419853, 41.85490773618221, -18.920422743074596, -4.747348690405488, 0.4791129387449473, -11.61896838620305, -20.737518429756165, 40.96601800993085, 8.448504455387592, -3.45621819794178, -4.758196718990803, 21.688228024169803, -25.668190764263272, 6.964739263057709, -27.235306940972805, 25.062806822359562, -22.033679515123367, -11.087141409516335, -3.8951020557433367, 19.828141793608665]| 12.0154314041137695|      8.00000000|[1401, 200, 0, 25]                                                         |  | used linear model with 65 points | actual_k=8
      26|[-51.40824109315872, -13.908858467824757, 5.277409121394157, 43.36356984078884, -17.867593477480114, -3.201506758108735, -0.3541629754472524, -13.422087330371141, -19.436952471733093, 40.77235059812665, 8.663860909640789, -4.1533234268426895, -4.714173816144466, 23.46483172290027, -24.347894119098783, 8.130208432674408, -24.14315339177847, 26.210630036890507, -23.553938537836075, -9.342960491776466, -4.423720451071858, 20.935586914420128]| 12.0109529495239258|     16.00000000|[1457, 208, 0, 26]                                                         | | GPS sucess | actual_k=8
      27|[-52.420088708400726, -15.961282183416188, 2.364193484187126, 44.794073447585106, -27.23943395446986, -5.591836357489228, -3.370785041945055, -15.55869521573186, -20.317805290222168, 41.28847007825971, 4.129494301974773, -4.593975260853767, -2.1924975141882896, 26.29095925204456, -22.435964511707425, 9.255467116832733, -30.229290686547756, 21.691031076014042, -20.43184009194374, -5.358990803360939, -5.136718900874257, 20.254685923457146]| 12.0078954696655273|     32.00000000|[1513, 216, 0, 27]                                                         | | GPS sucess | actual_k=8
      28|[-53.554400980472565, -17.634237219579518, 8.341684386134148, 44.895409770309925, -35.326036165468395, -7.69044485129416, 2.9105698622297496, -22.98652448132634, -33.289326667785645, 45.54709320142865, 5.55091916769743, 0.6127932518720627, 2.768190123140812, 32.57504118792713, -22.038469986990094, 12.850327908992767, -31.69802101701498, 31.523405648767948, -7.006796032190323, 0.4468110650777817, -6.484973343089223, 8.510986849665642]| 12.0010881423950195|     64.00000000|[1569, 224, 0, 28]                                                         | | GPS sucess | actual_k=8
      29|[-53.554400980472565, -17.634237219579518, 8.341684386134148, 44.895409770309925, -35.326036165468395, -7.69044485129416, 2.9105698622297496, -22.98652448132634, -33.289326667785645, 45.54709320142865, 5.55091916769743, 0.6127932518720627, 2.768190123140812, 32.57504118792713, -22.038469986990094, 12.850327908992767, -31.69802101701498, 31.523405648767948, -7.006796032190323, 0.4468110650777817, -6.484973343089223, 8.510986849665642]| 12.0010881423950195|     32.00000000|[1625, 232, 0, 29]                                                         |  | used linear model with 65 points | actual_k=8
      30|[-53.554400980472565, -17.634237219579518, 8.341684386134148, 44.895409770309925, -35.326036165468395, -7.69044485129416, 2.9105698622297496, -22.98652448132634, -33.289326667785645, 45.54709320142865, 5.55091916769743, 0.6127932518720627, 2.768190123140812, 32.57504118792713, -22.038469986990094, 12.850327908992767, -31.69802101701498, 31.523405648767948, -7.006796032190323, 0.4468110650777817, -6.484973343089223, 8.510986849665642]| 12.0010881423950195|     16.00000000|[1681, 240, 0, 30]                                                         |  | used linear model with 65 points | actual_k=8
      31|[-53.90391567349434, -18.33594756294042, 8.291186966001987, 45.13434434682131, -34.45788789819926, -11.878916645422578, 6.540202573640272, -20.32849730923772, -35.50248861312866, 45.088585902005434, -1.363093264400959, 2.4305028170347214, -1.444923184812069, 28.799536360427737, -23.326861696317792, 21.71609252691269, -32.043028973042965, 31.602518133819103, -1.836461216211319, -2.232187405228615, -6.9781722743064165, 11.221830889582634]| 11.9999771118164062|     32.00000000|[1737, 248, 0, 31]                                                         | | GPS sucess | actual_k=8
      32|[-56.20547917485237, -28.255285789258778, 0.769579567015171, 49.116384990513325, -35.606114159338176, -14.595117473974824, 22.301819280488417, -11.861385721713305, -35.552868615835905, 45.26650631800294, -5.343954689800739, -6.436586454510689, 6.701852060854435, 42.308710707351565, -18.264764146879315, 29.45871490240097, -35.80287589877844, 28.80171661823988, -5.494537740945816, -4.5130118280649185, -10.229840965941548, 9.433883234858513]| 11.9955711364746094|     64.00000000|[1793, 256, 0, 32]                                                         | | GPS sucess | actual_k=8
      33|[-56.20547917485237, -28.255285789258778, 0.769579567015171, 49.116384990513325, -35.606114159338176, -14.595117473974824, 22.301819280488417, -11.861385721713305, -35.552868615835905, 45.26650631800294, -5.343954689800739, -6.436586454510689, 6.701852060854435, 42.308710707351565, -18.264764146879315, 29.45871490240097, -35.80287589877844, 28.80171661823988, -5.494537740945816, -4.5130118280649185, -10.229840965941548, 9.433883234858513]| 11.9955711364746094|     32.00000000|[1849, 264, 0, 33]                                                         |  | used linear model with 65 points | actual_k=8
      34|[-56.20547917485237, -28.255285789258778, 0.769579567015171, 49.116384990513325, -35.606114159338176, -14.595117473974824, 22.301819280488417, -11.861385721713305, -35.552868615835905, 45.26650631800294, -5.343954689800739, -6.436586454510689, 6.701852060854435, 42.308710707351565, -18.264764146879315, 29.45871490240097, -35.80287589877844, 28.80171661823988, -5.494537740945816, -4.5130118280649185, -10.229840965941548, 9.433883234858513]| 11.9955711364746094|     16.00000000|[1905, 272, 0, 34]                                                         |  | used linear model with 65 points | actual_k=8
      35|[-53.36513498425484, -28.173879166133702, 3.7916828766465187, 46.196242816746235, -35.08827031683177, -16.679791355505586, 22.313837540103123, -13.133916277438402, -33.5953924767673, 48.181111458688974, -8.710192568600178, -0.7434588223695755, 15.443546511232853, 45.47109998576343, -16.558531003072858, 29.3971730992198, -34.05793275684118, 24.333752922713757, -7.790438562631607, -0.3918994814157486, -12.147340508177876, 9.037551119923592]| 11.9944896697998047|     32.00000000|[1961, 280, 0, 35]                                                         | | GPS sucess | actual_k=8
      36|[-53.36513498425484, -28.173879166133702, 3.7916828766465187, 46.196242816746235, -35.08827031683177, -16.679791355505586, 22.313837540103123, -13.133916277438402, -33.5953924767673, 48.181111458688974, -8.710192568600178, -0.7434588223695755, 15.443546511232853, 45.47109998576343, -16.558531003072858, 29.3971730992198, -34.05793275684118, 24.333752922713757, -7.790438562631607, -0.3918994814157486, -12.147340508177876, 9.037551119923592]| 11.9944896697998047|     16.00000000|[2017, 288, 0, 36]                                                         |  | used linear model with 65 points | actual_k=8
      37|[-53.36513498425484, -28.173879166133702, 3.7916828766465187, 46.196242816746235, -35.08827031683177, -16.679791355505586, 22.313837540103123, -13.133916277438402, -33.5953924767673, 48.181111458688974, -8.710192568600178, -0.7434588223695755, 15.443546511232853, 45.47109998576343, -16.558531003072858, 29.3971730992198, -34.05793275684118, 24.333752922713757, -7.790438562631607, -0.3918994814157486, -12.147340508177876, 9.037551119923592]| 11.9944896697998047|      8.00000000|[2073, 296, 0, 37]                                                         |  | used linear model with 65 points | actual_k=8
      38|[-53.36513498425484, -28.173879166133702, 3.7916828766465187, 46.196242816746235, -35.08827031683177, -16.679791355505586, 22.313837540103123, -13.133916277438402, -33.5953924767673, 48.181111458688974, -8.710192568600178, -0.7434588223695755, 15.443546511232853, 45.47109998576343, -16.558531003072858, 29.3971730992198, -34.05793275684118, 24.333752922713757, -7.790438562631607, -0.3918994814157486, -12.147340508177876, 9.037551119923592]| 11.9944896697998047|      4.00000000|[2129, 304, 0, 38]                                                         |  | used linear model with 65 points | actual_k=8
      39|[-54.13881042599678, -29.01615031529218, 3.900086797773838, 46.84046293050051, -34.945646728388965, -17.647595429793, 22.015209239674732, -11.656316298991442, -32.660562586039305, 46.6059352196753, -8.945362500846386, -0.1510812789201736, 15.752123452723026, 46.84102870337665, -16.075160609558225, 30.366599015891552, -34.09746176376939, 23.334985129535198, -6.834614306688309, -0.8744080513715744, -12.07331839390099, 7.8766468316316605]| 11.9920921325683594|      8.00000000|[2185, 312, 0, 39]                                                         | | GPS sucess | actual_k=8
      40|[-54.13881042599678, -29.01615031529218, 3.900086797773838, 46.84046293050051, -34.945646728388965, -17.647595429793, 22.015209239674732, -11.656316298991442, -32.660562586039305, 46.6059352196753, -8.945362500846386, -0.1510812789201736, 15.752123452723026, 46.84102870337665, -16.075160609558225, 30.366599015891552, -34.09746176376939, 23.334985129535198, -6.834614306688309, -0.8744080513715744, -12.07331839390099, 7.8766468316316605]| 11.9920921325683594|      4.00000000|[2241, 320, 0, 40]                                                         |  | used linear model with 65 points | actual_k=8
      41|[-53.840080946683884, -30.874125917442143, 4.4760765209794044, 46.65148390084505, -35.100684146396816, -17.26568349637091, 23.04599027032964, -11.234657306224108, -32.95524839684367, 46.296689692884684, -9.571855954825878, -0.8055407553911209, 16.09193281084299, 46.835813025943935, -15.368504690006375, 31.040788881480694, -33.50959939137101, 25.2993086501956, -7.882739216089249, -1.8371505588293076, -12.66868850775063, 6.78774006664753]| 11.9914913177490234|      8.00000000|[2297, 328, 0, 41]                                                         | | GPS sucess | actual_k=8
      42|[-55.909819573163986, -30.69814990926534, 5.6441322937607765, 48.084288723766804, -34.657815287820995, -17.796525740996003, 23.223194909049198, -12.852915424853563, -32.72073107585311, 47.48177534714341, -10.830841712653637, 0.5730910748243332, 15.550671733915806, 47.967349390499294, -14.793852316215634, 29.615426652133465, -31.378948632627726, 25.681742928922176, -9.263478070497513, -7.599877342581749, -10.654885025694966, 6.757083365693688]| 11.9870357513427734|     16.00000000|[2353, 336, 0, 42]                                                         | | GPS sucess | actual_k=8
      43|[-55.909819573163986, -30.69814990926534, 5.6441322937607765, 48.084288723766804, -34.657815287820995, -17.796525740996003, 23.223194909049198, -12.852915424853563, -32.72073107585311, 47.48177534714341, -10.830841712653637, 0.5730910748243332, 15.550671733915806, 47.967349390499294, -14.793852316215634, 29.615426652133465, -31.378948632627726, 25.681742928922176, -9.263478070497513, -7.599877342581749, -10.654885025694966, 6.757083365693688]| 11.9870357513427734|      8.00000000|[2409, 344, 0, 43]                                                         |  | used linear model with 65 points | actual_k=8
      44|[-56.2598831653595, -30.391987015493214, 5.33698395639658, 48.32626382261515, -35.57299221586436, -20.653653407469392, 22.495744538260624, -13.75723584368825, -34.310700710862875, 49.762400928884745, -10.658817179501057, 0.7388176023960114, 14.19952467828989, 45.45844183396548, -17.1641011107713, 30.481907598674297, -31.594697941094637, 27.91029455512762, -11.366427212953568, -11.50890301167965, -10.563250148668885, 8.041440794244409]| 11.9861497879028320|     16.00000000|[2465, 352, 0, 44]                                                         | | GPS sucess | actual_k=8
      45|[-56.2598831653595, -30.391987015493214, 5.33698395639658, 48.32626382261515, -35.57299221586436, -20.653653407469392, 22.495744538260624, -13.75723584368825, -34.310700710862875, 49.762400928884745, -10.658817179501057, 0.7388176023960114, 14.19952467828989, 45.45844183396548, -17.1641011107713, 30.481907598674297, -31.594697941094637, 27.91029455512762, -11.366427212953568, -11.50890301167965, -10.563250148668885, 8.041440794244409]| 11.9861497879028320|      8.00000000|[2521, 360, 0, 45]                                                         |  | used linear model with 65 points | actual_k=8
      46|[-56.2598831653595, -30.391987015493214, 5.33698395639658, 48.32626382261515, -35.57299221586436, -20.653653407469392, 22.495744538260624, -13.75723584368825, -34.310700710862875, 49.762400928884745, -10.658817179501057, 0.7388176023960114, 14.19952467828989, 45.45844183396548, -17.1641011107713, 30.481907598674297, -31.594697941094637, 27.91029455512762, -11.366427212953568, -11.50890301167965, -10.563250148668885, 8.041440794244409]| 11.9861497879028320|      4.00000000|[2577, 368, 0, 46]                                                         |  | used linear model with 65 points | actual_k=8
      47|[-56.8827041387558, -30.409143415279686, 6.772837199270725, 48.61315280944109, -35.21174697112292, -19.43440272845328, 21.930632901145145, -12.50067301467061, -33.953102972358465, 49.52231799438596, -11.131180621683598, 2.2547902166843414, 14.299894660711288, 45.740038136951625, -16.554505931213498, 29.893028013408184, -31.869799066334963, 29.94127395004034, -11.545456692576408, -12.807209834456444, -11.072259390726686, 8.419862845912576]| 11.9844675064086914|      8.00000000|[2633, 376, 0, 47]                                                         | | GPS sucess | actual_k=8
      48|[-57.32354658842087, -33.29601594526321, 8.797561444342136, 48.69695272296667, -36.12474576663226, -21.623284364119172, 20.95059258933179, -13.015018779784441, -34.552578177303076, 49.062437791377306, -10.07413885742426, -0.724186509847641, 14.76387706398964, 50.17882845830172, -17.20106683857739, 28.868813030421734, -31.20146756246686, 29.715310253202915, -9.934357330203056, -15.288516148924828, -10.848182687535882, 10.20174334384501]| 11.9828758239746094|     16.00000000|[2689, 384, 0, 48]                                                         | | GPS sucess | actual_k=8
      49|[-57.32354658842087, -33.29601594526321, 8.797561444342136, 48.69695272296667, -36.12474576663226, -21.623284364119172, 20.95059258933179, -13.015018779784441, -34.552578177303076, 49.062437791377306, -10.07413885742426, -0.724186509847641, 14.76387706398964, 50.17882845830172, -17.20106683857739, 28.868813030421734, -31.20146756246686, 29.715310253202915, -9.934357330203056, -15.288516148924828, -10.848182687535882, 10.20174334384501]| 11.9828758239746094|      8.00000000|[2745, 392, 0, 49]                                                         |  | used linear model with 65 points | actual_k=8
      50|[-57.87481129169464, -36.41196128446609, 11.690090455114841, 48.8659238293767, -36.70394740533084, -24.400523925200105, 19.697699737502262, -13.94744135811925, -32.39373370632529, 47.13298823311925, -9.329740978777409, 0.5945910513401031, 15.210990518331528, 51.40055106114596, -18.999007211998105, 27.524928204715252, -30.175290871411562, 30.771807350218296, -11.970776960253716, -17.470192536711693, -9.831413159146905, 7.8850686345249414]| 11.9779081344604492|     16.00000000|[2801, 400, 0, 50]                                                         | | GPS sucess | actual_k=8
      51|[-57.87481129169464, -36.41196128446609, 11.690090455114841, 48.8659238293767, -36.70394740533084, -24.400523925200105, 19.697699737502262, -13.94744135811925, -32.39373370632529, 47.13298823311925, -9.329740978777409, 0.5945910513401031, 15.210990518331528, 51.40055106114596, -18.999007211998105, 27.524928204715252, -30.175290871411562, 30.771807350218296, -11.970776960253716, -17.470192536711693, -9.831413159146905, 7.8850686345249414]| 11.9779081344604492|      8.00000000|[2857, 408, 0, 51]                                                         |  | used linear model with 65 points | actual_k=8
