k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|27015.8467613624197838|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8381180793046952, 1.1587948098778724, -1.2435508266091346, 0.7547801688313485, -0.8462740510702134, 1.1532276019454002, -1.2467708967626094, 1.2184250831604004, -0.845478492975235, 1.155714177340269, -1.242789913713932, 0.7589666649699212, -0.8390561446547509, 1.1631040282547473, -1.2345880426466465, 0.7678347408771515, -0.8296582691371441, 1.172904484719038, -1.2245032962411642, 0.778094169870019, -0.8193253215402365, 1.1832179881632328, -1.2142942499369382, 0.7881214499473572, -0.8095496522262693, 1.1926794189959764, -1.2052027138881385, 0.7967941644135863, -0.8013382033212111, 1.200393394002458, -1.1980164268054068, 0.8034282966516912, -0.7952751896344126, 1.2058715837076306, -2.090330970287323, 0.8077155311591924, -0.7915847955271602, 1.2089700166136026, -1.1906163699924945, 0.8096605643630028, -0.790193865261972, 1.209826386347413, -1.1902719622477889, 0.8095184165984393, -0.7907945962622762, 1.2087973633781075, -1.1916969127953052, 0.8077317361719907, -0.792907227948308, 1.2063959006220102, -1.1943489897996187, 0.804868108779192, -0.7959427346475423, 1.2032285458873957, -1.1976080460473895, 0.8015573683194817, -0.7992655167588965, 1.1999327458572224, -1.2008387044654227, 0.7984289025887847, -0.8022560930810869, 1.1971141568385064, -1.203453051438555, 0.7960489636287094, -0.8043737911619246, 1.195283953845501, -1.2049733282066881, 0.7948579762130976, -0.8052194399759174, 1.1947961368598043, -1.2050946241244673, 0.7951078435406089, -0.8045980592258275, 1.1957848424091935, -1.2037475635763257, 0.7967992613092065, -0.802581553766504, 1.1981016494566574, -1.201161003485322, 0.7996190196543467, -0.7995714035467245, 1.2012528883526101, -1.197924720402807, 0.8028773166704923, -0.7963613548316062, 1.2043369508348405, -1.1950521029531955, 0.8054450640454889, -0.794200112298131, 1.2059815971180796, -1.1940428440459072, 0.8056911977007986, -0.7948540311306715, 1.2042812642641365, -1.1969456340186297, 0.8014199841534719, -0.8006698058568873, 1.196734376065433, -1.2064208470284938, 0.7898083303123713]|25759.0859375000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      22|[2.7772485781242984, 2.8202447845669782, -1.9004334129642833, 0.3841557115064835, -1.6832561024414892, -1.2273655160859038, -1.8650676934770467, 0.9373169583108445, -1.3299769870518423, 0.8067704832321108, -2.2243142599769, 0.4474444553354007, 2.906562553400646, 0.6393181204403842, -1.9452054371470862, 0.3551661115956977, 1.1539186226952174, 1.1234415818960088, -1.2400250177326089, 0.2587307959280593, -1.0238637516092932, 3.1042287552633017, -1.3164667448917504, 0.7074481630308522, -0.7717065344406512, 0.8682133066703435, -1.6912128285210248, 0.206759286149729, -0.9774289768881604, 1.0844863137570164, -1.2384067743349163, 1.092380778681994, -1.2110853334812979, 0.9848213894208815, -1.9189836903688962, 0.9451574122656086, -1.1794303482995425, 1.112356345030292, -1.3257984630512212, 0.4441005198852432, -0.9460433359456633, 0.9867474314362268, -1.5787018942468247, 0.8075589880744676, 1.2402047419696027, 1.0323598608566964, -1.8719499427748167, 0.6804732995185868, -0.7784613208945329, 1.190131768583911, -0.8227810259847712, 0.460406789316823, -0.5269470743653171, 3.5923755730491473, -1.274072632802827, 0.8472579631352825, -1.3049828874216503, 0.96437383019225, -1.216424377719956, 1.1045047389618583, -1.1485692877728144, 1.065994900101983, -1.8071069199072376, 0.6357670103710995, -1.0412304717820704, -1.6183483345427916, -1.562892862200037, 0.9160212773517966, -1.2350022454905374, 1.1211796502756057, -1.2485909619801543, 0.9375759619445129, -1.2869543067393971, 0.7527338804819736, -1.7702356798319148, 0.5809774608093923, -0.7767687326902734, 1.1138989171318405, 2.314306126643697, 0.4309041727966312, -1.5587497363643879, 1.6387761925259439, -1.0918530117839604, 0.9441497140154926, -1.192715237787405, 0.8837005427258235, -1.408391091844788, 0.7357356111525937, -0.8431205538643498, 1.9198243071377892, -1.2847826205923933, 0.7012279984558276, -0.5969092224943319, 1.3915003788143223, -1.0462105579947925, 1.0140001061402497, -0.9225196068251933, 1.1091691414960512, -1.270400249108016, 0.9114166841185982]|20345.0996093750000000|      4.00000000|[1652, 262, 0, 131]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      23|[2.7772485781242984, 2.8202447845669782, -1.9004334129642833, 0.3841557115064835, -1.6832561024414892, -1.2273655160859038, -1.8650676934770467, 0.9373169583108445, -1.3299769870518423, 0.8067704832321108, -2.2243142599769, 0.4474444553354007, 2.906562553400646, 0.6393181204403842, -1.9452054371470862, 0.3551661115956977, 1.1539186226952174, 1.1234415818960088, -1.2400250177326089, 0.2587307959280593, -1.0238637516092932, 3.1042287552633017, -1.3164667448917504, 0.7074481630308522, -0.7717065344406512, 0.8682133066703435, -1.6912128285210248, 0.206759286149729, -0.9774289768881604, 1.0844863137570164, -1.2384067743349163, 1.092380778681994, -1.2110853334812979, 0.9848213894208815, -1.9189836903688962, 0.9451574122656086, -1.1794303482995425, 1.112356345030292, -1.3257984630512212, 0.4441005198852432, -0.9460433359456633, 0.9867474314362268, -1.5787018942468247, 0.8075589880744676, 1.2402047419696027, 1.0323598608566964, -1.8719499427748167, 0.6804732995185868, -0.7784613208945329, 1.190131768583911, -0.8227810259847712, 0.460406789316823, -0.5269470743653171, 3.5923755730491473, -1.274072632802827, 0.8472579631352825, -1.3049828874216503, 0.96437383019225, -1.216424377719956, 1.1045047389618583, -1.1485692877728144, 1.065994900101983, -1.8071069199072376, 0.6357670103710995, -1.0412304717820704, -1.6183483345427916, -1.562892862200037, 0.9160212773517966, -1.2350022454905374, 1.1211796502756057, -1.2485909619801543, 0.9375759619445129, -1.2869543067393971, 0.7527338804819736, -1.7702356798319148, 0.5809774608093923, -0.7767687326902734, 1.1138989171318405, 2.314306126643697, 0.4309041727966312, -1.5587497363643879, 1.6387761925259439, -1.0918530117839604, 0.9441497140154926, -1.192715237787405, 0.8837005427258235, -1.408391091844788, 0.7357356111525937, -0.8431205538643498, 1.9198243071377892, -1.2847826205923933, 0.7012279984558276, -0.5969092224943319, 1.3915003788143223, -1.0462105579947925, 1.0140001061402497, -0.9225196068251933, 1.1091691414960512, -1.270400249108016, 0.9114166841185982]|20345.0996093750000000|      2.00000000|[1765, 280, 0, 140]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[2.9860358973238794, 2.9432264762294786, -1.5855053873315006, 0.6656514876323492, -1.5464763161688257, -1.0925295101356918, -1.572061990399085, 1.1916559377910314, -1.1938002318247858, 1.0711587256341946, -1.9997024062406088, 0.6832352040458751, 3.0282189630732357, 0.757552714151142, -1.7156417943262836, 0.4690005424646967, 1.2656757969074126, 1.234322053590916, -1.093336481603337, 0.4166207795786795, -0.9212268191189539, 3.219096117036992, -1.2148730112809298, 0.8277523741689585, -0.6686541042838264, 0.9771904847839894, -1.6113784142217051, 0.3183531188326782, -0.8871210434588829, 1.1517311596621718, -1.1144810494273734, 1.1741436761323092, -1.1209434491946386, 1.083314187197779, -1.783438948751421, 1.0992462994366754, -1.0046878805432364, 1.282232216267198, -1.2218590899839294, 0.632322443244993, -0.7534750801116433, 1.1946102676417962, -1.3670321445490705, 0.9625174840950261, 1.469220601013734, 1.2338299785957805, -1.5482816633751952, 0.933094993814021, -0.5255152658963897, 1.4690958544521093, -0.4927431192765289, 0.7377318193159805, -0.2446079481230845, 3.9953277821500883, -0.8752949424993266, 1.1727626203960315, -1.4302739623695175, 1.2489211860610778, -0.8299189020493649, 1.4013811359293757, -0.8169552351001799, 1.4352646344135378, -1.3973251719331996, 0.9914045476172797, -0.7689091767685816, -1.3217627378277632, -1.6211680214992221, 1.1686910401871344, -0.9929180514119352, 1.3522553604056138, -0.9701928884122792, 1.1760302924736021, -1.0153792450953825, 1.0047144002793402, -1.6061424491180392, 0.7301560357741732, -0.6199692289123495, 1.2308176750409632, 2.3985033571052115, 0.5068111439888201, -1.528655919899333, 1.7617926899530654, -1.0570943117543643, 0.8986261049245368, -1.1639250089184963, 0.8749201276155215, -1.4675415081628413, 0.703544041601676, -0.8880395022957124, 1.837299041803685, -1.3384188992555732, 0.6669942601032453, -0.6811606953507149, 1.3147916872688206, -1.1645341051669216, 0.93557447796631, -0.9400441716117229, 1.1530768729043923, -1.2115337427467503, 1.0341798237876079]|17851.0527343750000000|      4.00000000|[1818, 288, 0, 144]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      25|[2.960280540326628, 2.9167426480275886, -1.6119513125672489, 0.6399243944125921, -1.5708852116911818, -1.1150985872251207, -1.5923436200359686, 1.1740390697719274, -1.2084417170017663, 1.0597400989904773, -2.0077103554587628, 0.6787695123005939, 3.0273742193301625, 0.7603580083873103, -1.7092037532204172, 0.4790108100725644, 1.2791576308794494, 1.2511376731341108, -1.0733590181940325, 0.439556861092442, -0.8955637915791046, 3.247228717746788, -1.1845512176502107, 0.8599625938204192, -0.6348740473005939, 1.0122064440766396, -1.5754733920475852, 0.3547898181634849, -0.8505183228406349, 1.188128210728332, -1.0786652256041598, 1.2090009231570837, -1.087421871478765, 1.1151252047408564, -1.7537092788377715, 1.1265297630637754, -0.980207785410051, 1.3035611647053655, -1.204018045170535, 0.6463514087405198, -0.7435682908237186, 1.2001002964068488, -1.36623658750183, 0.9583590319418203, 1.4598680091936729, 1.2190636868805758, -1.5686595433375203, 0.9069303447596129, -0.5576181971872547, 1.4309277035205126, -0.5370780151853615, 0.6871548195324646, -0.3014755252586474, 3.93214867662984, -0.9447784685503711, 1.0970104067987339, -1.512230140319423, 1.1608551818444068, -0.9239708964327, 1.3014969239123164, -0.9224877918724119, 1.324297855121908, -1.513481831953551, 0.8703326054666869, -0.8945916797535822, -1.4517210843138548, -1.7550377588859256, 1.0313038240959784, -1.1333997171424115, 1.2091309588362473, -0.8662984609935704, 1.0290877216680525, 2.9121128966282503, 0.8560911126015753, -1.7547392425312014, 0.5821968928508181, -0.7666556785592993, 1.0860618347394495, 2.2563579320239584, 0.3679767271225176, -1.6634590660232191, 1.6317594651319747, -1.1816018060251658, 0.780415938231803, -1.2750518937365733, 0.7716753684731227, -1.5620939654954524, 0.6185037852206412, -0.9627396343080796, 1.773773253317681, -1.3899316658850307, 0.6283357901878552, -0.7061229603951656, 1.3043661662079962, -1.062854109510908, 0.9567280937539353, -0.901861577729639, 1.2091020166171513, -1.1368649106234707, 1.1282786301688335]|17211.4785156250000000|      8.00000000|[1856, 294, 0, 147]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      26|[2.960280540326628, 2.9167426480275886, -1.6119513125672489, 0.6399243944125921, -1.5708852116911818, -1.1150985872251207, -1.5923436200359686, 1.1740390697719274, -1.2084417170017663, 1.0597400989904773, -2.0077103554587628, 0.6787695123005939, 3.0273742193301625, 0.7603580083873103, -1.7092037532204172, 0.4790108100725644, 1.2791576308794494, 1.2511376731341108, -1.0733590181940325, 0.439556861092442, -0.8955637915791046, 3.247228717746788, -1.1845512176502107, 0.8599625938204192, -0.6348740473005939, 1.0122064440766396, -1.5754733920475852, 0.3547898181634849, -0.8505183228406349, 1.188128210728332, -1.0786652256041598, 1.2090009231570837, -1.087421871478765, 1.1151252047408564, -1.7537092788377715, 1.1265297630637754, -0.980207785410051, 1.3035611647053655, -1.204018045170535, 0.6463514087405198, -0.7435682908237186, 1.2001002964068488, -1.36623658750183, 0.9583590319418203, 1.4598680091936729, 1.2190636868805758, -1.5686595433375203, 0.9069303447596129, -0.5576181971872547, 1.4309277035205126, -0.5370780151853615, 0.6871548195324646, -0.3014755252586474, 3.93214867662984, -0.9447784685503711, 1.0970104067987339, -1.512230140319423, 1.1608551818444068, -0.9239708964327, 1.3014969239123164, -0.9224877918724119, 1.324297855121908, -1.513481831953551, 0.8703326054666869, -0.8945916797535822, -1.4517210843138548, -1.7550377588859256, 1.0313038240959784, -1.1333997171424115, 1.2091309588362473, -0.8662984609935704, 1.0290877216680525, 2.9121128966282503, 0.8560911126015753, -1.7547392425312014, 0.5821968928508181, -0.7666556785592993, 1.0860618347394495, 2.2563579320239584, 0.3679767271225176, -1.6634590660232191, 1.6317594651319747, -1.1816018060251658, 0.780415938231803, -1.2750518937365733, 0.7716753684731227, -1.5620939654954524, 0.6185037852206412, -0.9627396343080796, 1.773773253317681, -1.3899316658850307, 0.6283357901878552, -0.7061229603951656, 1.3043661662079962, -1.062854109510908, 0.9567280937539353, -0.901861577729639, 1.2091020166171513, -1.1368649106234707, 1.1282786301688335]|17211.4785156250000000|      4.00000000|[1969, 312, 0, 156]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[2.960280540326628, 2.9167426480275886, -1.6119513125672489, 0.6399243944125921, -1.5708852116911818, -1.1150985872251207, -1.5923436200359686, 1.1740390697719274, -1.2084417170017663, 1.0597400989904773, -2.0077103554587628, 0.6787695123005939, 3.0273742193301625, 0.7603580083873103, -1.7092037532204172, 0.4790108100725644, 1.2791576308794494, 1.2511376731341108, -1.0733590181940325, 0.439556861092442, -0.8955637915791046, 3.247228717746788, -1.1845512176502107, 0.8599625938204192, -0.6348740473005939, 1.0122064440766396, -1.5754733920475852, 0.3547898181634849, -0.8505183228406349, 1.188128210728332, -1.0786652256041598, 1.2090009231570837, -1.087421871478765, 1.1151252047408564, -1.7537092788377715, 1.1265297630637754, -0.980207785410051, 1.3035611647053655, -1.204018045170535, 0.6463514087405198, -0.7435682908237186, 1.2001002964068488, -1.36623658750183, 0.9583590319418203, 1.4598680091936729, 1.2190636868805758, -1.5686595433375203, 0.9069303447596129, -0.5576181971872547, 1.4309277035205126, -0.5370780151853615, 0.6871548195324646, -0.3014755252586474, 3.93214867662984, -0.9447784685503711, 1.0970104067987339, -1.512230140319423, 1.1608551818444068, -0.9239708964327, 1.3014969239123164, -0.9224877918724119, 1.324297855121908, -1.513481831953551, 0.8703326054666869, -0.8945916797535822, -1.4517210843138548, -1.7550377588859256, 1.0313038240959784, -1.1333997171424115, 1.2091309588362473, -0.8662984609935704, 1.0290877216680525, 2.9121128966282503, 0.8560911126015753, -1.7547392425312014, 0.5821968928508181, -0.7666556785592993, 1.0860618347394495, 2.2563579320239584, 0.3679767271225176, -1.6634590660232191, 1.6317594651319747, -1.1816018060251658, 0.780415938231803, -1.2750518937365733, 0.7716753684731227, -1.5620939654954524, 0.6185037852206412, -0.9627396343080796, 1.773773253317681, -1.3899316658850307, 0.6283357901878552, -0.7061229603951656, 1.3043661662079962, -1.062854109510908, 0.9567280937539353, -0.901861577729639, 1.2091020166171513, -1.1368649106234707, 1.1282786301688335]|17211.4785156250000000|      2.00000000|[2084, 330, 0, 165]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      28|[2.955559341629985, 2.912801177270462, -1.6148490163545608, 0.6382755454198197, -1.571134897585414, -1.1138495186920503, -1.5895429700726493, 1.1784012063631533, -1.2025473773583475, 1.0845342938378226, -1.9989782107379104, 0.6887465559069348, 3.0384452521746463, 0.7723499469634125, -1.6964830910512587, 0.4922518757386439, 1.2926974964924332, 1.264744195366405, -1.0599258886673577, 0.452571166475409, -0.8832167089716565, 3.25865951118862, -1.174284248669779, 0.8688218184379004, -0.6276609008748103, 1.0175426304595592, -1.572235840270893, 0.3557179116099036, -0.8520981261388624, 1.1838558829699601, -1.0857995812088084, 1.1988513669449565, -1.100722376945524, 1.0985564117569668, -1.7736444136360598, 1.1031502825975288, -1.0070889102343366, 1.2731423496141132, -1.237988915248145, 0.6088361372854703, -0.7845980905533042, 1.1556081820715502, -1.4141164733839693, 0.9071881240271817, 1.4055248266000888, 1.1616886283488146, -1.6289048598131501, 0.8439970487944182, -0.6186025367522934, 1.3632444687096834, -0.6067856397996002, 0.6156799768052803, -0.3744441646920313, 3.8579746897180662, 1.0181656814206372, 1.0213444485730068, -1.588159722438411, 1.0849962163283164, -0.9994177032807492, 1.2268092567212878, -0.9960658664468824, 1.2521811821292017, -1.5837861288643138, 0.8021885075424544, -0.9602333139198229, -1.5145260961823317, -1.8146827485552486, 0.975128770976319, -1.1858112808368886, 1.160757110636403, -0.9103827827010575, 0.9895191298051356, 2.8772573408852713, 0.8261135749099822, -1.7797096138073416, 0.5623233669034857, -0.781385891769286, 1.0764743410143285, 2.2518615415583114, 0.3684647304600406, -1.6581526526260262, 1.6416547404789095, -1.1674151825189178, 0.7985239187215338, -1.2534696423219167, 0.7962029778214198, -1.5352365782209487, 0.6469837543496075, -0.9334409599928655, 1.8029849104394586, -1.361819876509487, 0.6542223463214831, -0.6837050201957905, 1.3219484802969368, -1.0516037765817141, 0.9600149134261473, -0.9083109176409807, 1.1909967071605645, -1.1686993229896225, 1.0804823845044753]|17127.6777343750000000|      4.00000000|[2098, 332, 0, 166]                                                        | | GPS sucess | actual_k=2
      29|[2.8027109340038328, 2.749100581772377, 2.32637388975811, 0.4623135294333771, -1.7491137857394439, -1.2914826104994157, -1.7647341489905342, 1.007495899427843, -1.3675610780819956, 1.1361338783576858, -2.1482762080933715, 0.5488633208100033, 2.9087632328217334, 0.6534824975009987, -1.8040836905786177, 0.3962210742039912, 1.208401478607225, 1.1922210484986528, -1.1207542577781804, 0.4032537171441254, -0.921302802933849, 3.2314392694631753, -1.1910806699294207, 0.8619397492711507, -0.6251967528916914, 1.0287346318619373, -1.552976465682165, 0.3823498461781895, -0.8188153209046686, 1.223048127380475, -1.041452268907411, 1.2475929087478397, -1.048347771856098, 1.1538084347982152, -1.7162596283713294, 1.161939334666716, -0.9476030724171445, 1.3326430029108223, -1.1791257112755669, 0.6664431770946972, -0.7288288221299853, 1.2089983571756915, -1.3636035411430063, 0.9543713806235086, 1.4489739192564628, 1.2010489057035318, -1.5939366401156747, 0.8743226012430485, -0.5931166933322647, 1.3837477009652615, -0.5913535204300934, 0.6260068167887436, -0.3692028330476751, 3.858203497179165, 1.0135071137014757, 1.0119744400894777, -1.602016152045087, 1.0669254309995706, -1.0213860847601317, 1.2013020413108169, -1.0247141609553396, 1.2208252125213717, -1.6173843916809814, 0.7668413326893679, -0.9968123714940951, -1.5518009783797118, -1.8521033678343948, 0.9381212416877887, -1.221843797346183, 1.1262586835731763, -0.9427971966896478, 0.9597229038550137, 2.8505907853315966, 0.8030582040129275, -1.798709838576457, 0.7120940886966605, -0.7911341056937535, 1.0718069583269982, 2.2524862326944928, 0.374512299209677, -1.6466413985016828, 1.6585706075840358, -1.1452638725220745, 0.825620871964551, -1.2218483463631593, 0.8317846224458915, -1.4964127948232742, 0.6881654006370488, -0.8909639632134236, 1.8455039992739828, -1.3207155225451583, 0.6922384122766452, -0.6506810220545017, 1.3478326168545158, -1.0352654673085904, 0.9641288013284965, -0.9193874704343643, 1.1614611472232066, -1.2202804486960568, 1.0029353707448623]|16884.3613281250000000|      8.00000000|[2112, 334, 0, 167]                                                        | | GPS sucess | actual_k=2
      30|[2.8027109340038328, 2.749100581772377, 2.32637388975811, 0.4623135294333771, -1.7491137857394439, -1.2914826104994157, -1.7647341489905342, 1.007495899427843, -1.3675610780819956, 1.1361338783576858, -2.1482762080933715, 0.5488633208100033, 2.9087632328217334, 0.6534824975009987, -1.8040836905786177, 0.3962210742039912, 1.208401478607225, 1.1922210484986528, -1.1207542577781804, 0.4032537171441254, -0.921302802933849, 3.2314392694631753, -1.1910806699294207, 0.8619397492711507, -0.6251967528916914, 1.0287346318619373, -1.552976465682165, 0.3823498461781895, -0.8188153209046686, 1.223048127380475, -1.041452268907411, 1.2475929087478397, -1.048347771856098, 1.1538084347982152, -1.7162596283713294, 1.161939334666716, -0.9476030724171445, 1.3326430029108223, -1.1791257112755669, 0.6664431770946972, -0.7288288221299853, 1.2089983571756915, -1.3636035411430063, 0.9543713806235086, 1.4489739192564628, 1.2010489057035318, -1.5939366401156747, 0.8743226012430485, -0.5931166933322647, 1.3837477009652615, -0.5913535204300934, 0.6260068167887436, -0.3692028330476751, 3.858203497179165, 1.0135071137014757, 1.0119744400894777, -1.602016152045087, 1.0669254309995706, -1.0213860847601317, 1.2013020413108169, -1.0247141609553396, 1.2208252125213717, -1.6173843916809814, 0.7668413326893679, -0.9968123714940951, -1.5518009783797118, -1.8521033678343948, 0.9381212416877887, -1.221843797346183, 1.1262586835731763, -0.9427971966896478, 0.9597229038550137, 2.8505907853315966, 0.8030582040129275, -1.798709838576457, 0.7120940886966605, -0.7911341056937535, 1.0718069583269982, 2.2524862326944928, 0.374512299209677, -1.6466413985016828, 1.6585706075840358, -1.1452638725220745, 0.825620871964551, -1.2218483463631593, 0.8317846224458915, -1.4964127948232742, 0.6881654006370488, -0.8909639632134236, 1.8455039992739828, -1.3207155225451583, 0.6922384122766452, -0.6506810220545017, 1.3478326168545158, -1.0352654673085904, 0.9641288013284965, -0.9193874704343643, 1.1614611472232066, -1.2202804486960568, 1.0029353707448623]|16884.3613281250000000|      4.00000000|[2224, 352, 0, 176]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      31|[2.8027109340038328, 2.749100581772377, 2.32637388975811, 0.4623135294333771, -1.7491137857394439, -1.2914826104994157, -1.7647341489905342, 1.007495899427843, -1.3675610780819956, 1.1361338783576858, -2.1482762080933715, 0.5488633208100033, 2.9087632328217334, 0.6534824975009987, -1.8040836905786177, 0.3962210742039912, 1.208401478607225, 1.1922210484986528, -1.1207542577781804, 0.4032537171441254, -0.921302802933849, 3.2314392694631753, -1.1910806699294207, 0.8619397492711507, -0.6251967528916914, 1.0287346318619373, -1.552976465682165, 0.3823498461781895, -0.8188153209046686, 1.223048127380475, -1.041452268907411, 1.2475929087478397, -1.048347771856098, 1.1538084347982152, -1.7162596283713294, 1.161939334666716, -0.9476030724171445, 1.3326430029108223, -1.1791257112755669, 0.6664431770946972, -0.7288288221299853, 1.2089983571756915, -1.3636035411430063, 0.9543713806235086, 1.4489739192564628, 1.2010489057035318, -1.5939366401156747, 0.8743226012430485, -0.5931166933322647, 1.3837477009652615, -0.5913535204300934, 0.6260068167887436, -0.3692028330476751, 3.858203497179165, 1.0135071137014757, 1.0119744400894777, -1.602016152045087, 1.0669254309995706, -1.0213860847601317, 1.2013020413108169, -1.0247141609553396, 1.2208252125213717, -1.6173843916809814, 0.7668413326893679, -0.9968123714940951, -1.5518009783797118, -1.8521033678343948, 0.9381212416877887, -1.221843797346183, 1.1262586835731763, -0.9427971966896478, 0.9597229038550137, 2.8505907853315966, 0.8030582040129275, -1.798709838576457, 0.7120940886966605, -0.7911341056937535, 1.0718069583269982, 2.2524862326944928, 0.374512299209677, -1.6466413985016828, 1.6585706075840358, -1.1452638725220745, 0.825620871964551, -1.2218483463631593, 0.8317846224458915, -1.4964127948232742, 0.6881654006370488, -0.8909639632134236, 1.8455039992739828, -1.3207155225451583, 0.6922384122766452, -0.6506810220545017, 1.3478326168545158, -1.0352654673085904, 0.9641288013284965, -0.9193874704343643, 1.1614611472232066, -1.2202804486960568, 1.0029353707448623]|16884.3613281250000000|      2.00000000|[2337, 370, 0, 185]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
