k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6050993204116821, -0.2040047347545624, -0.095682866871357, 0.1558360010385513, -0.0116788167506456, -0.1333062350749969, -0.1812138706445694, -0.0464823395013809, -0.2118305116891861, -0.0701871439814568, -0.0593429729342461, 0.1449368894100189, -0.0572158060967922, 0.0079787475988269, 0.053744874894619, 0.0170572567731142, -0.0071873110719025, 0.3468151688575745, -0.0282187908887863, -0.1313029825687408, -0.1075290441513062, -0.0386640205979347]| 14.0199031829833984|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      12|[-4.496477469801903, -7.526256121695042, 3.1932261660695076, 6.607240274548531, 1.052488623186946, -5.172412857413292, 0.9602599889039993, -2.5412464886903763, 3.8431249484419823, 6.234337575733662, 2.2391952723264694, -18.398484095931053, 30.627304691821337, 4.352594370953739, 15.234752915799618, -11.878871185705066, 6.167201442178339, 3.5102691650390625, -1.8953656200319529, 7.960520088672638, 10.459608614444733, -10.685932792723179]| 12.1246175765991211|     16.00000000|[769, 0, 0, 12]                                                            |  | used linear model with 65 points | actual_k=0
      13|[-7.599460944533348, -8.082902111113071, 2.0541761592030525, 9.398306205868721, 4.632571754977107, -7.14095102250576, 1.3075321167707443, -4.077503994107246, 2.2947176322340965, 4.844618804752827, 5.435301944613457, -15.58624516427517, 28.490549702197313, 1.3333609057590365, 16.040616236627102, -8.822250111028552, 3.2311605638824403, 0.8878395557403564, 7.017475223168731, 10.516972839832306, 11.916005432605743, -11.356232680380344]| 12.1194229125976562|     32.00000000|[833, 0, 0, 13]                                                            | | GPS sucess | actual_k=0
      14|[-12.139298304915428, -16.71726433187723, -1.9362015053629875, 14.224597290158272, -11.454033317044377, -2.569952830672264, -7.334277346730232, -10.989290550351143, 3.6695637330412865, -0.2057852670550346, 8.451537773013115, -18.827791079878807, 27.659157652407885, -1.6069781826809049, 16.267891757190228, -9.758238418027759, 7.913619441445917, 4.147995233535767, 12.129071330651641, 16.7985857129097, 23.51868849992752, -12.315130569040775]| 12.1030464172363281|     64.00000000|[897, 0, 0, 14]                                                            | | GPS sucess | actual_k=0
      15|[-39.2038429826498, 1.495752178132534, 18.48105961829424, 30.834508255124092, -5.061207236722112, -0.1713932603597641, 12.911320492625237, 16.258090659976006, -5.222690142691135, -6.423639290034771, -10.825840309262276, -15.924434289336205, 41.004558462649584, 3.834162469021976, 13.062044255435467, -16.360558612272143, 7.036583465989679, -0.3914439678192139, 20.21791467629373, 20.32336312532425, 28.925370514392853, 0.0164228901267052]| 12.0660953521728516|    128.00000000|[961, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
      16|[-39.2038429826498, 1.495752178132534, 18.48105961829424, 30.834508255124092, -5.061207236722112, -0.1713932603597641, 12.911320492625237, 16.258090659976006, -5.222690142691135, -6.423639290034771, -10.825840309262276, -15.924434289336205, 41.004558462649584, 3.834162469021976, 13.062044255435467, -16.360558612272143, 7.036583465989679, -0.3914439678192139, 20.21791467629373, 20.32336312532425, 28.925370514392853, 0.0164228901267052]| 12.0660953521728516|     64.00000000|[1025, 0, 0, 16]                                                           |  | used linear model with 65 points | actual_k=0
      17|[-49.72666917741299, -7.037084735929966, 9.176357813179493, 40.84733326733112, -14.634155692532659, -3.0469437688589096, -5.681550219655037, 16.85539571940899, -22.418719805777073, 12.805742271244526, -1.7159741669893265, -23.77814970910549, 23.747295279055834, 23.938200707547367, 8.675222031772137, -33.591733081266284, 34.07303671305999, -11.50867247581482, 30.186288928613067, 17.330473005771637, 37.92011481523514, 17.39679016917944]| 12.0232896804809570|    128.00000000|[1089, 0, 0, 17]                                                           | | GPS sucess | actual_k=0
      18|[-69.08806405961514, -43.2123738899827, 25.66784531623125, 55.87076313793659, -3.9546207804232836, 18.98266400396824, -3.0747262984514236, -5.7496820241212845, 10.283314190804958, -36.559717170894146, 16.65239016711712, -15.63137637078762, 37.12160100415349, 49.240418191067874, 35.739991776645184, -76.91218672506511, 7.778040451463312, -29.89471411705017, 59.74153337441385, -10.924844682216644, 1.9596503376960754, 23.38031306117773]| 11.9499769210815430|    256.00000000|[1153, 0, 0, 18]                                                           | | GPS sucess | actual_k=0
      19|[-69.08806405961514, -43.2123738899827, 25.66784531623125, 55.87076313793659, -3.9546207804232836, 18.98266400396824, -3.0747262984514236, -5.7496820241212845, 10.283314190804958, -36.559717170894146, 16.65239016711712, -15.63137637078762, 37.12160100415349, 49.240418191067874, 35.739991776645184, -76.91218672506511, 7.778040451463312, -29.89471411705017, 59.74153337441385, -10.924844682216644, 1.9596503376960754, 23.38031306117773]| 11.9499769210815430|    128.00000000|[1217, 0, 0, 19]                                                           |  | used linear model with 65 points | actual_k=0
      20|[-69.08806405961514, -43.2123738899827, 25.66784531623125, 55.87076313793659, -3.9546207804232836, 18.98266400396824, -3.0747262984514236, -5.7496820241212845, 10.283314190804958, -36.559717170894146, 16.65239016711712, -15.63137637078762, 37.12160100415349, 49.240418191067874, 35.739991776645184, -76.91218672506511, 7.778040451463312, -29.89471411705017, 59.74153337441385, -10.924844682216644, 1.9596503376960754, 23.38031306117773]| 11.9499769210815430|     64.00000000|[1281, 0, 0, 20]                                                           |  | used linear model with 65 points | actual_k=0
      21|[-69.08806405961514, -43.2123738899827, 25.66784531623125, 55.87076313793659, -3.9546207804232836, 18.98266400396824, -3.0747262984514236, -5.7496820241212845, 10.283314190804958, -36.559717170894146, 16.65239016711712, -15.63137637078762, 37.12160100415349, 49.240418191067874, 35.739991776645184, -76.91218672506511, 7.778040451463312, -29.89471411705017, 59.74153337441385, -10.924844682216644, 1.9596503376960754, 23.38031306117773]| 11.9499769210815430|     32.00000000|[1345, 0, 0, 21]                                                           |  | used linear model with 65 points | actual_k=0
      22|[-78.94098649919033, -34.609910167753696, 32.94034440070391, 61.358231380581856, -8.55767053551972, 10.743758097290993, 6.4649351090192795, -5.658528663218021, 15.754176579415798, -41.82398556917906, 23.872755214571953, -9.704491719603539, 27.292772192507982, 45.83665012847632, 29.89800750464201, -77.10397013835609, 0.6188350147567689, -34.236167669296265, 56.10857472382486, -2.582426965236664, -2.1539570689201355, 22.479986511170864]| 11.9450969696044922|     64.00000000|[1409, 0, 0, 22]                                                           | | GPS sucess | actual_k=0
      23|[-78.94098649919033, -34.609910167753696, 32.94034440070391, 61.358231380581856, -8.55767053551972, 10.743758097290993, 6.4649351090192795, -5.658528663218021, 15.754176579415798, -41.82398556917906, 23.872755214571953, -9.704491719603539, 27.292772192507982, 45.83665012847632, 29.89800750464201, -77.10397013835609, 0.6188350147567689, -34.236167669296265, 56.10857472382486, -2.582426965236664, -2.1539570689201355, 22.479986511170864]| 11.9450969696044922|     32.00000000|[1473, 0, 0, 23]                                                           |  | used linear model with 65 points | actual_k=0
      24|[-77.94122295081615, -33.439242757856846, 17.184304781258106, 63.28662593662739, -5.486488284543157, 17.39659632742405, -4.760088160634041, -3.436913348734379, 14.482885800302029, -48.29331683367491, 11.16245000064373, -2.0543633550405502, 22.274142164736986, 44.95433914195746, 31.158265702426434, -70.82344969920814, 1.4799068993888795, -27.681408643722534, 62.4778631683439, 6.62091451883316, -4.472951352596283, 15.71147807687521]| 11.9431943893432617|     64.00000000|[1537, 0, 0, 24]                                                           | | GPS sucess | actual_k=0
      25|[-77.94122295081615, -33.439242757856846, 17.184304781258106, 63.28662593662739, -5.486488284543157, 17.39659632742405, -4.760088160634041, -3.436913348734379, 14.482885800302029, -48.29331683367491, 11.16245000064373, -2.0543633550405502, 22.274142164736986, 44.95433914195746, 31.158265702426434, -70.82344969920814, 1.4799068993888795, -27.681408643722534, 62.4778631683439, 6.62091451883316, -4.472951352596283, 15.71147807687521]| 11.9431943893432617|     32.00000000|[1601, 0, 0, 25]                                                           |  | used linear model with 65 points | actual_k=0
      26|[-73.24871711432934, -35.46426335722208, 9.70659739524126, 61.20440275967121, -6.224934222176671, 15.990309730172157, -4.753716593142599, -5.116784669458866, 18.108189307153225, -50.14024030417204, 2.086249515414238, 3.640436068177223, 29.064099688082933, 54.41063224803656, 35.05403458327055, -70.0843776743859, -10.028378623072058, -25.24016761779785, 52.68601403199136, 7.435590326786041, -12.462434232234955, -1.6693641319870949]| 11.9429244995117188|     64.00000000|[1665, 0, 0, 26]                                                           | | GPS sucess | actual_k=0
      27|[-73.24871711432934, -35.46426335722208, 9.70659739524126, 61.20440275967121, -6.224934222176671, 15.990309730172157, -4.753716593142599, -5.116784669458866, 18.108189307153225, -50.14024030417204, 2.086249515414238, 3.640436068177223, 29.064099688082933, 54.41063224803656, 35.05403458327055, -70.0843776743859, -10.028378623072058, -25.24016761779785, 52.68601403199136, 7.435590326786041, -12.462434232234955, -1.6693641319870949]| 11.9429244995117188|     32.00000000|[1729, 0, 0, 27]                                                           |  | used linear model with 65 points | actual_k=0
      28|[-73.24871711432934, -35.46426335722208, 9.70659739524126, 61.20440275967121, -6.224934222176671, 15.990309730172157, -4.753716593142599, -5.116784669458866, 18.108189307153225, -50.14024030417204, 2.086249515414238, 3.640436068177223, 29.064099688082933, 54.41063224803656, 35.05403458327055, -70.0843776743859, -10.028378623072058, -25.24016761779785, 52.68601403199136, 7.435590326786041, -12.462434232234955, -1.6693641319870949]| 11.9429244995117188|     16.00000000|[1793, 0, 0, 28]                                                           |  | used linear model with 65 points | actual_k=0
      29|[-73.24871711432934, -35.46426335722208, 9.70659739524126, 61.20440275967121, -6.224934222176671, 15.990309730172157, -4.753716593142599, -5.116784669458866, 18.108189307153225, -50.14024030417204, 2.086249515414238, 3.640436068177223, 29.064099688082933, 54.41063224803656, 35.05403458327055, -70.0843776743859, -10.028378623072058, -25.24016761779785, 52.68601403199136, 7.435590326786041, -12.462434232234955, -1.6693641319870949]| 11.9429244995117188|      8.00000000|[1857, 0, 0, 29]                                                           |  | used linear model with 65 points | actual_k=0
      30|[-73.08022552728653, -37.98886553198099, 8.691055960953236, 61.40846802294254, -5.832034708932042, 18.712675109505653, -8.530522470828146, -4.574310161173344, 20.034137688577175, -49.90581148117781, 1.9077065587043762, 5.9917808920145035, 28.276049930602312, 55.739186520688236, 37.03345452994108, -71.94529154710472, -9.78864129120484, -25.18893387168646, 55.3039928432554, 5.078148663043976, -12.718139290809631, -1.7242043055593967]| 11.9419784545898438|     16.00000000|[1921, 0, 0, 30]                                                           | | GPS sucess | actual_k=0
      31|[-77.06759363412857, -38.51510403305292, 11.796524472534657, 64.07002831995487, -0.9364024419337511, 20.71468211710453, -11.279854660388082, -4.37526286393404, 18.229389511048794, -54.450603656470776, -2.858082950115204, 6.975288882851601, 22.912101108580828, 54.227746362797916, 35.281529538333416, -75.32474091462791, -12.050691204611212, -21.797331117093563, 55.727070486173034, 5.592061519622803, -14.532299399375916, -4.995877508074045]| 11.9313688278198242|     32.00000000|[1985, 0, 0, 31]                                                           | | GPS sucess | actual_k=0
      32|[-79.00270241498947, -45.33818743377924, 6.349034734070301, 67.11753179132938, 6.869003651663661, 26.93035079538822, -13.474428301211447, -9.660923607647419, 29.4807151183486, -44.10606687515974, 3.305779755115509, 5.149861708283424, 20.458968479186296, 67.58174263965338, 31.601731412112713, -67.33416226319969, -21.72910268837586, -16.948652051389217, 54.58447543345392, 9.251412391662598, -16.48469591140747, -10.357530359178782]| 11.9274644851684570|     64.00000000|[2049, 0, 0, 32]                                                           | | GPS sucess | actual_k=0
      33|[-94.14490193128586, -32.65116999298334, 12.678238339722157, 76.7059288173914, -3.874097468331456, 47.97471000254154, -12.463705544825643, -11.351681716740131, 42.34142907708883, -59.32061880081892, -13.15884655714035, 1.8687600046396255, 20.608788419514894, 73.44282328616828, 41.287551037967205, -50.00016644410789, -2.7425475888885558, -12.927275441586971, 39.97950164042413, 29.009509086608887, -10.010401725769043, 0.6664774380624294]| 11.9077100753784180|    128.00000000|[2113, 0, 0, 33]                                                           | | GPS sucess | actual_k=0
      34|[-94.14490193128586, -32.65116999298334, 12.678238339722157, 76.7059288173914, -3.874097468331456, 47.97471000254154, -12.463705544825643, -11.351681716740131, 42.34142907708883, -59.32061880081892, -13.15884655714035, 1.8687600046396255, 20.608788419514894, 73.44282328616828, 41.287551037967205, -50.00016644410789, -2.7425475888885558, -12.927275441586971, 39.97950164042413, 29.009509086608887, -10.010401725769043, 0.6664774380624294]| 11.9077100753784180|     64.00000000|[2177, 0, 0, 34]                                                           |  | used linear model with 65 points | actual_k=0
      35|[-94.14490193128586, -32.65116999298334, 12.678238339722157, 76.7059288173914, -3.874097468331456, 47.97471000254154, -12.463705544825643, -11.351681716740131, 42.34142907708883, -59.32061880081892, -13.15884655714035, 1.8687600046396255, 20.608788419514894, 73.44282328616828, 41.287551037967205, -50.00016644410789, -2.7425475888885558, -12.927275441586971, 39.97950164042413, 29.009509086608887, -10.010401725769043, 0.6664774380624294]| 11.9077100753784180|     32.00000000|[2241, 0, 0, 35]                                                           |  | used linear model with 65 points | actual_k=0
      36|[-94.14490193128586, -32.65116999298334, 12.678238339722157, 76.7059288173914, -3.874097468331456, 47.97471000254154, -12.463705544825643, -11.351681716740131, 42.34142907708883, -59.32061880081892, -13.15884655714035, 1.8687600046396255, 20.608788419514894, 73.44282328616828, 41.287551037967205, -50.00016644410789, -2.7425475888885558, -12.927275441586971, 39.97950164042413, 29.009509086608887, -10.010401725769043, 0.6664774380624294]| 11.9077100753784180|     16.00000000|[2305, 0, 0, 36]                                                           |  | used linear model with 65 points | actual_k=0
      37|[-93.9504247456789, -34.47799477726221, 15.002327390015125, 76.48034511506557, -3.390744538977742, 49.29036559164524, -16.226580386515707, -7.567899234592915, 38.098890624940395, -55.72090142220259, -19.64019364118576, 2.1432061046361923, 23.93379919603467, 68.46035992633551, 45.31658088415861, -52.18859532289207, -0.416427927557379, -7.9069817289710045, 40.920564269647, 23.04761552810669, -8.45637857913971, -1.3248511590063572]| 11.8949356079101562|     32.00000000|[2369, 0, 0, 37]                                                           | | GPS sucess | actual_k=0
      38|[-100.45564658939838, -29.040307857096195, 21.648755975067616, 80.01330743730068, -10.711331220343709, 58.28633536398411, -32.28798938309774, -2.9485006406903267, 44.451445899903774, -52.67589920014143, -21.761180341243744, 8.501073822379112, 22.994634080678225, 69.40807777177542, 49.81652843207121, -60.138579873368144, -3.1055179410614073, -17.7217018827796, 40.213999247178435, 18.31035327911377, -11.410303473472595, 9.160733100026846]| 11.8832302093505859|     64.00000000|[2433, 0, 0, 38]                                                           | | GPS sucess | actual_k=0
      39|[-100.45564658939838, -29.040307857096195, 21.648755975067616, 80.01330743730068, -10.711331220343709, 58.28633536398411, -32.28798938309774, -2.9485006406903267, 44.451445899903774, -52.67589920014143, -21.761180341243744, 8.501073822379112, 22.994634080678225, 69.40807777177542, 49.81652843207121, -60.138579873368144, -3.1055179410614073, -17.7217018827796, 40.213999247178435, 18.31035327911377, -11.410303473472595, 9.160733100026846]| 11.8832302093505859|     32.00000000|[2497, 0, 0, 39]                                                           |  | used linear model with 65 points | actual_k=0
      40|[-100.45564658939838, -29.040307857096195, 21.648755975067616, 80.01330743730068, -10.711331220343709, 58.28633536398411, -32.28798938309774, -2.9485006406903267, 44.451445899903774, -52.67589920014143, -21.761180341243744, 8.501073822379112, 22.994634080678225, 69.40807777177542, 49.81652843207121, -60.138579873368144, -3.1055179410614073, -17.7217018827796, 40.213999247178435, 18.31035327911377, -11.410303473472595, 9.160733100026846]| 11.8832302093505859|     16.00000000|[2561, 0, 0, 40]                                                           |  | used linear model with 65 points | actual_k=0
      41|[-104.53664739429951, -30.498422242701054, 21.91626776009798, 83.38053332269192, -13.463215919211507, 56.693578377366066, -35.707691674586385, -6.087344892323017, 44.46162392664701, -55.53427308052778, -20.828108310699463, 1.7266697734594345, 23.294335950165987, 70.62848358880728, 48.096181862056255, -66.84080222062767, -3.202391723636538, -15.918019078671932, 40.13342219404876, 20.784371852874756, -5.600282549858093, 2.5958064757287502]| 11.8742494583129883|     32.00000000|[2625, 0, 0, 41]                                                           | | GPS sucess | actual_k=0
      42|[-108.63077791035175, -28.57876358181238, -0.1362529918551445, 90.17768393456936, -21.572126479819417, 55.14133740961552, -39.34545207535848, -2.65287996083498, 42.316403170116246, -54.36299281567335, -29.289930820465088, -1.0581433922052383, 22.495275605469942, 66.36557751428336, 57.79362200945616, -68.1245446484536, -3.727636376861483, -18.032748244702816, 37.58776551298797, 17.452680826187134, -3.6045397520065308, -1.6710692681372166]| 11.8679218292236328|     64.00000000|[2689, 0, 0, 42]                                                           | | GPS sucess | actual_k=0
      43|[-117.61598451435566, -47.8946071639657, -2.09006654471159, 98.83700953423977, -11.812631698325276, 35.02026464045048, -34.73316073929891, -10.792289979755878, 36.805411596782506, -24.07047038525343, -40.98504304885864, 25.06919501721859, 21.099977482110262, 64.88977819215506, 58.4291458055377, -82.08737328462303, -10.742722550872713, -18.90751191228628, 34.345330057665706, 29.855780839920044, 17.331688046455383, 0.8205321989953518]| 11.8353652954101562|    128.00000000|[2753, 0, 0, 43]                                                           | | GPS sucess | actual_k=0
      44|[-142.2530656605959, -42.06517753750086, -12.132163636386395, 119.6453896611929, 13.568378357216716, 52.86103154718876, -35.25267315423116, 1.8781735822558403, 91.924186010845, -44.62152247875929, -18.12862253189087, 27.365317329764366, -9.937026988714933, 53.650490815751255, 56.301270477473736, -60.40359261445701, 10.797059019561857, 6.145674504339695, 61.95742875151336, 88.32733464241028, 25.772987484931946, -22.20582354441285]| 11.7885723114013672|    256.00000000|[2817, 0, 0, 44]                                                           | | GPS sucess | actual_k=0
      45|[-142.2530656605959, -42.06517753750086, -12.132163636386395, 119.6453896611929, 13.568378357216716, 52.86103154718876, -35.25267315423116, 1.8781735822558403, 91.924186010845, -44.62152247875929, -18.12862253189087, 27.365317329764366, -9.937026988714933, 53.650490815751255, 56.301270477473736, -60.40359261445701, 10.797059019561857, 6.145674504339695, 61.95742875151336, 88.32733464241028, 25.772987484931946, -22.20582354441285]| 11.7885723114013672|    128.00000000|[2881, 0, 0, 45]                                                           |  | used linear model with 65 points | actual_k=0
      46|[-142.2530656605959, -42.06517753750086, -12.132163636386395, 119.6453896611929, 13.568378357216716, 52.86103154718876, -35.25267315423116, 1.8781735822558403, 91.924186010845, -44.62152247875929, -18.12862253189087, 27.365317329764366, -9.937026988714933, 53.650490815751255, 56.301270477473736, -60.40359261445701, 10.797059019561857, 6.145674504339695, 61.95742875151336, 88.32733464241028, 25.772987484931946, -22.20582354441285]| 11.7885723114013672|     64.00000000|[2945, 0, 0, 46]                                                           |  | used linear model with 65 points | actual_k=0
      47|[-142.2530656605959, -42.06517753750086, -12.132163636386395, 119.6453896611929, 13.568378357216716, 52.86103154718876, -35.25267315423116, 1.8781735822558403, 91.924186010845, -44.62152247875929, -18.12862253189087, 27.365317329764366, -9.937026988714933, 53.650490815751255, 56.301270477473736, -60.40359261445701, 10.797059019561857, 6.145674504339695, 61.95742875151336, 88.32733464241028, 25.772987484931946, -22.20582354441285]| 11.7885723114013672|     32.00000000|[3009, 0, 0, 47]                                                           |  | used linear model with 65 points | actual_k=0
      48|[-149.75892455875874, -40.216421224176884, -12.284818105399609, 125.3903709501028, 10.41008654050529, 48.32718850672245, -30.800239568110555, -14.8796122148633, 90.86928393412381, -51.91534238308668, -19.280866026878357, 35.22345112264156, 1.1486301310360432, 59.04984193574637, 53.087745897471905, -56.90626075677574, 10.452148546930403, 10.78477219492197, 65.8964171987027, 76.81503987312317, 23.567677855491638, -10.686282757669687]| 11.7710981369018555|     64.00000000|[3073, 0, 0, 48]                                                           | | GPS sucess | actual_k=0
      49|[-149.75892455875874, -40.216421224176884, -12.284818105399609, 125.3903709501028, 10.41008654050529, 48.32718850672245, -30.800239568110555, -14.8796122148633, 90.86928393412381, -51.91534238308668, -19.280866026878357, 35.22345112264156, 1.1486301310360432, 59.04984193574637, 53.087745897471905, -56.90626075677574, 10.452148546930403, 10.78477219492197, 65.8964171987027, 76.81503987312317, 23.567677855491638, -10.686282757669687]| 11.7710981369018555|     32.00000000|[3137, 0, 0, 49]                                                           |  | used linear model with 65 points | actual_k=0
      50|[-160.56704433262348, -42.322847463190556, -12.938222162425518, 134.06530724465847, 12.578744081780314, 36.660423293709755, -27.01701140915975, -10.173431165516376, 76.0886376099661, -52.01848839223385, -13.259291052818298, 29.25189159810543, 2.948589313775301, 57.59268313180655, 56.59977030009031, -55.429378060624, 1.5613928935490549, 2.645021714270115, 70.28356987051666, 78.45358657836914, 22.224645018577576, -12.349411133676767]| 11.7445383071899414|     64.00000000|[3201, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
      51|[-160.56704433262348, -42.322847463190556, -12.938222162425518, 134.06530724465847, 12.578744081780314, 36.660423293709755, -27.01701140915975, -10.173431165516376, 76.0886376099661, -52.01848839223385, -13.259291052818298, 29.25189159810543, 2.948589313775301, 57.59268313180655, 56.59977030009031, -55.429378060624, 1.5613928935490549, 2.645021714270115, 70.28356987051666, 78.45358657836914, 22.224645018577576, -12.349411133676767]| 11.7445383071899414|     32.00000000|[3265, 0, 0, 51]                                                           |  | used linear model with 65 points | actual_k=0
