k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2264535427093506, -0.1507677137851715, 0.2765819132328033, 0.3472232520580292, -0.1569239348173141, 0.1446094214916229, -0.2106930762529373, 0.2439674437046051, 0.2148453593254089, -0.0864237248897552, -0.0583462454378605, -0.1453081518411636, -0.1792280822992325, -0.227662518620491, 0.2583757042884827, 0.1637926697731018, 0.4663691520690918, 0.1235683560371399, 0.2138165831565857, 0.1569401919841766, 0.1122697219252586, 0.089837521314621]| 14.0737276077270508|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      12|[-10.086210906505585, -7.157190382480621, 5.2183873280882835, 10.791629411280155, -0.4005487114191055, 5.5330472169443965, -3.9565436094999313, 8.651743931695819, -1.143593043088913, -3.4447331726551056, -1.0059602595865726, 0.3490577191114426, -1.2563235722482204, 3.9096967428922653, 1.3514771796762943, -6.0954519510269165, -2.6191994650289416, -2.444996267557144, 0.8996497709304094, 3.312381263822317, 2.1374781355261803, 5.7666745483875275]| 12.1176586151123047|     16.00000000|[769, 0, 0, 12]                                                            |  | used linear model with 65 points | actual_k=0
      13|[-11.863300263881683, -10.958862364292145, 3.166196309030056, 12.584909655153751, -4.1106808334589005, 6.172223228029907, -2.41896753013134, 11.038467450067401, -2.6157009303569794, -0.9398906528949738, -6.022943291813135, 5.777326628565788, -6.253742452710867, 1.6707169264554977, 6.158311877399683, -10.190509915351868, -3.1565638883039355, -3.3161688148975372, -1.824709502980113, 9.760869976133108, 6.775159142911434, 7.822589665651321]| 12.1053047180175781|     32.00000000|[833, 0, 0, 13]                                                            | | GPS sucess | actual_k=0
      14|[-11.863300263881683, -10.958862364292145, 3.166196309030056, 12.584909655153751, -4.1106808334589005, 6.172223228029907, -2.41896753013134, 11.038467450067401, -2.6157009303569794, -0.9398906528949738, -6.022943291813135, 5.777326628565788, -6.253742452710867, 1.6707169264554977, 6.158311877399683, -10.190509915351868, -3.1565638883039355, -3.3161688148975372, -1.824709502980113, 9.760869976133108, 6.775159142911434, 7.822589665651321]| 12.1053047180175781|     16.00000000|[897, 0, 0, 14]                                                            |  | used linear model with 65 points | actual_k=0
      15|[-11.863300263881683, -10.958862364292145, 3.166196309030056, 12.584909655153751, -4.1106808334589005, 6.172223228029907, -2.41896753013134, 11.038467450067401, -2.6157009303569794, -0.9398906528949738, -6.022943291813135, 5.777326628565788, -6.253742452710867, 1.6707169264554977, 6.158311877399683, -10.190509915351868, -3.1565638883039355, -3.3161688148975372, -1.824709502980113, 9.760869976133108, 6.775159142911434, 7.822589665651321]| 12.1053047180175781|      8.00000000|[961, 0, 0, 15]                                                            |  | used linear model with 65 points | actual_k=0
      16|[-13.119316160678864, -11.725104808807373, 3.756366215646267, 13.45997378975153, -2.857800379395485, 7.822152632288635, -4.0838069170713425, 9.498560590669513, -3.8872266709804535, -1.890185385942459, -4.329521093517542, 5.589896768331528, -4.427781220525503, -1.4784796983003616, 7.177496705204248, -10.42949129641056, -1.7889601094648242, -5.928337603807449, -4.471155969426036, 9.655274640768766, 4.397303603589535, 11.009032756090164]| 12.1045303344726562|     16.00000000|[1025, 0, 0, 16]                                                           | | GPS sucess | actual_k=0
      17|[-19.052426397800446, -10.035763144493103, 5.739995323121548, 17.924373127520084, 1.4953156560659409, 4.134558218531311, -8.934085294604301, 10.916189832612872, -4.729856997728348, -3.4586096107959747, -1.2247244454920292, 7.793598264455795, -4.8945878110826015, -0.2746073752641678, 2.5911224223673344, -12.48816753923893, -1.6762843979522586, -13.025584250688553, -0.6668671052902937, 5.658206235617399, 6.677346013486385, 8.694242984056473]| 12.0947217941284180|     32.00000000|[1089, 0, 0, 17]                                                           | | GPS sucess | actual_k=0
      18|[-27.302213728427887, -10.217679038643837, 9.1868120059371, 23.72261331230402, 5.36968694627285, -13.252984506078064, -13.029281541705132, 13.03502838127315, -17.609853297472, -5.086033850908279, 3.084482040256262, 4.05703267455101, -3.843113597482443, -0.6961184591054916, 0.9016136266291142, -12.574085675179958, -11.486460293643177, -4.663818389177322, -5.637786714360118, -4.977970827370882, -1.1338035836815834, 9.95128646492958]| 12.0691118240356445|     64.00000000|[1153, 0, 0, 18]                                                           | | GPS sucess | actual_k=0
      19|[-27.302213728427887, -10.217679038643837, 9.1868120059371, 23.72261331230402, 5.36968694627285, -13.252984506078064, -13.029281541705132, 13.03502838127315, -17.609853297472, -5.086033850908279, 3.084482040256262, 4.05703267455101, -3.843113597482443, -0.6961184591054916, 0.9016136266291142, -12.574085675179958, -11.486460293643177, -4.663818389177322, -5.637786714360118, -4.977970827370882, -1.1338035836815834, 9.95128646492958]| 12.0691118240356445|     32.00000000|[1217, 0, 0, 19]                                                           |  | used linear model with 65 points | actual_k=0
      20|[-27.302213728427887, -10.217679038643837, 9.1868120059371, 23.72261331230402, 5.36968694627285, -13.252984506078064, -13.029281541705132, 13.03502838127315, -17.609853297472, -5.086033850908279, 3.084482040256262, 4.05703267455101, -3.843113597482443, -0.6961184591054916, 0.9016136266291142, -12.574085675179958, -11.486460293643177, -4.663818389177322, -5.637786714360118, -4.977970827370882, -1.1338035836815834, 9.95128646492958]| 12.0691118240356445|     16.00000000|[1281, 0, 0, 20]                                                           |  | used linear model with 65 points | actual_k=0
      21|[-27.302213728427887, -10.217679038643837, 9.1868120059371, 23.72261331230402, 5.36968694627285, -13.252984506078064, -13.029281541705132, 13.03502838127315, -17.609853297472, -5.086033850908279, 3.084482040256262, 4.05703267455101, -3.843113597482443, -0.6961184591054916, 0.9016136266291142, -12.574085675179958, -11.486460293643177, -4.663818389177322, -5.637786714360118, -4.977970827370882, -1.1338035836815834, 9.95128646492958]| 12.0691118240356445|      8.00000000|[1345, 0, 0, 21]                                                           |  | used linear model with 65 points | actual_k=0
      22|[-27.624945133924484, -11.664759173989296, 9.453021757304668, 24.022576488554478, 4.761369988322258, -10.722587806172669, -13.96529982984066, 13.65995274297893, -19.04882922768593, -2.938027411699295, 2.6038347147405148, 5.556461423635483, -3.0877374969422817, 1.986530676484108, 1.624993298202753, -10.572751484811306, -10.696735049597919, -8.942571192979813, -4.3742336910218, -2.022045362740755, 0.1647746786475182, 8.860475212335587]| 12.0671339035034180|     16.00000000|[1409, 0, 0, 22]                                                           | | GPS sucess | actual_k=0
      23|[-28.03117138147354, -10.512504234910011, 10.688763730227947, 23.911619387567043, 4.600740537047386, -7.377191049046814, -19.364179834723473, 20.40088234655559, -14.805607944726944, -2.505028247833252, -3.07565251365304, 6.768710106611252, -8.768750604242086, 0.2926812320947647, 0.1717383600771427, -6.594927750527859, -9.409990216605365, -7.503335267305374, -9.461676089093089, -6.318070638924837, -0.9465617910027504, 5.273594528436661]| 12.0662174224853516|     32.00000000|[1473, 0, 0, 23]                                                           | | GPS sucess | actual_k=0
      24|[-28.03117138147354, -10.512504234910011, 10.688763730227947, 23.911619387567043, 4.600740537047386, -7.377191049046814, -19.364179834723473, 20.40088234655559, -14.805607944726944, -2.505028247833252, -3.07565251365304, 6.768710106611252, -8.768750604242086, 0.2926812320947647, 0.1717383600771427, -6.594927750527859, -9.409990216605365, -7.503335267305374, -9.461676089093089, -6.318070638924837, -0.9465617910027504, 5.273594528436661]| 12.0662174224853516|     16.00000000|[1537, 0, 0, 24]                                                           |  | used linear model with 65 points | actual_k=0
      25|[-28.165031015872955, -10.363636031746864, 9.403981916606426, 24.332991264760494, 3.9073073714971542, -5.099071961827576, -16.219428285956383, 21.13651309721172, -14.357472538948059, -9.018687725067139, -4.10429397597909, 3.19577357172966, -12.441630776971579, -2.348590597510338, 9.81475231423974, -9.726839981973171, -10.179420198313892, -3.5755834877490997, -6.13716527633369, -2.2371084578335285, 2.457062505185604, 7.0069325268268585]| 12.0656232833862305|     32.00000000|[1601, 0, 0, 25]                                                           | | GPS sucess | actual_k=0
      26|[-28.165031015872955, -10.363636031746864, 9.403981916606426, 24.332991264760494, 3.9073073714971542, -5.099071961827576, -16.219428285956383, 21.13651309721172, -14.357472538948059, -9.018687725067139, -4.10429397597909, 3.19577357172966, -12.441630776971579, -2.348590597510338, 9.81475231423974, -9.726839981973171, -10.179420198313892, -3.5755834877490997, -6.13716527633369, -2.2371084578335285, 2.457062505185604, 7.0069325268268585]| 12.0656232833862305|     16.00000000|[1665, 0, 0, 26]                                                           |  | used linear model with 65 points | actual_k=0
      27|[-28.165031015872955, -10.363636031746864, 9.403981916606426, 24.332991264760494, 3.9073073714971542, -5.099071961827576, -16.219428285956383, 21.13651309721172, -14.357472538948059, -9.018687725067139, -4.10429397597909, 3.19577357172966, -12.441630776971579, -2.348590597510338, 9.81475231423974, -9.726839981973171, -10.179420198313892, -3.5755834877490997, -6.13716527633369, -2.2371084578335285, 2.457062505185604, 7.0069325268268585]| 12.0656232833862305|      8.00000000|[1729, 0, 0, 27]                                                           |  | used linear model with 65 points | actual_k=0
      28|[-28.5490739941597, -11.019263699650764, 8.11808144301176, 24.87535371631384, 0.2432579845190048, -6.529140812344849, -14.43091045320034, 20.700017554685473, -12.73509681224823, -7.9003154039382935, -1.018917951732874, 4.030800551176071, -12.282555099576712, -1.2402925342321396, 6.776069615036249, -12.079557619988918, -10.075998845510185, -5.140460520982742, -6.618343828245997, -0.2315449602901936, 2.9141594991087914, 4.646672278642654]| 12.0640258789062500|     16.00000000|[1793, 0, 0, 28]                                                           | | GPS sucess | actual_k=0
      29|[-28.5490739941597, -11.019263699650764, 8.11808144301176, 24.87535371631384, 0.2432579845190048, -6.529140812344849, -14.43091045320034, 20.700017554685473, -12.73509681224823, -7.9003154039382935, -1.018917951732874, 4.030800551176071, -12.282555099576712, -1.2402925342321396, 6.776069615036249, -12.079557619988918, -10.075998845510185, -5.140460520982742, -6.618343828245997, -0.2315449602901936, 2.9141594991087914, 4.646672278642654]| 12.0640258789062500|      8.00000000|[1857, 0, 0, 29]                                                           |  | used linear model with 65 points | actual_k=0
      30|[-32.9069522023201, -13.269530728459358, 8.219113163650036, 28.373138569295406, -1.0204743295907974, -6.100013387389481, -14.68080735206604, 21.41830645315349, -12.347882717847824, -6.7867348194122314, -1.1933938898146152, 3.8164848685264587, -13.271777268499136, -0.873116746544838, 5.428742501884699, -9.940405569970608, -8.927738371305168, -3.0812778770923615, -5.609324453398585, -2.216681946069002, 1.686450682580471, 6.7311451733112335]| 12.0523900985717773|     16.00000000|[1921, 0, 0, 30]                                                           | | GPS sucess | actual_k=0
      31|[-32.9069522023201, -13.269530728459358, 8.219113163650036, 28.373138569295406, -1.0204743295907974, -6.100013387389481, -14.68080735206604, 21.41830645315349, -12.347882717847824, -6.7867348194122314, -1.1933938898146152, 3.8164848685264587, -13.271777268499136, -0.873116746544838, 5.428742501884699, -9.940405569970608, -8.927738371305168, -3.0812778770923615, -5.609324453398585, -2.216681946069002, 1.686450682580471, 6.7311451733112335]| 12.0523900985717773|      8.00000000|[1985, 0, 0, 31]                                                           |  | used linear model with 65 points | actual_k=0
      32|[-35.096244633197784, -13.126277551054955, 10.44248228520155, 29.59825887531042, -1.7481190115213394, -5.895332750864327, -14.282104521989822, 21.87836785428226, -12.818549752235413, -8.21777057647705, -0.1644316352903843, 2.5083622336387634, -13.55050915107131, -1.9712511450052261, 3.3707726933062077, -14.442366324365139, -9.209247204475105, -1.9547615349292755, -3.310166833922267, 1.4548306576907635, 2.2296799644827843, 7.482721358537674]| 12.0513486862182617|     16.00000000|[2049, 0, 0, 32]                                                           | | GPS sucess | actual_k=0
      33|[-35.096244633197784, -13.126277551054955, 10.44248228520155, 29.59825887531042, -1.7481190115213394, -5.895332750864327, -14.282104521989822, 21.87836785428226, -12.818549752235413, -8.21777057647705, -0.1644316352903843, 2.5083622336387634, -13.55050915107131, -1.9712511450052261, 3.3707726933062077, -14.442366324365139, -9.209247204475105, -1.9547615349292755, -3.310166833922267, 1.4548306576907635, 2.2296799644827843, 7.482721358537674]| 12.0513486862182617|      8.00000000|[2113, 0, 0, 33]                                                           |  | used linear model with 65 points | actual_k=0
      34|[-37.094482123851776, -13.428383722901344, 12.878622584044933, 30.983850620687008, -0.5898317247629166, -6.109700751490891, -14.923936873674393, 22.944626761600375, -15.2130628824234, -7.865519881248474, 1.3259572349488735, 3.141040325164795, -13.200358357280493, -3.2736605554819107, 5.226063702255487, -9.937794886529446, -6.861789557151496, -3.0239900648593903, -2.005927322432399, -0.0966226942837238, 0.2267111763358116, 8.047965615987778]| 12.0439510345458984|     16.00000000|[2177, 0, 0, 34]                                                           | | GPS sucess | actual_k=0
      35|[-37.094482123851776, -13.428383722901344, 12.878622584044933, 30.983850620687008, -0.5898317247629166, -6.109700751490891, -14.923936873674393, 22.944626761600375, -15.2130628824234, -7.865519881248474, 1.3259572349488735, 3.141040325164795, -13.200358357280493, -3.2736605554819107, 5.226063702255487, -9.937794886529446, -6.861789557151496, -3.0239900648593903, -2.005927322432399, -0.0966226942837238, 0.2267111763358116, 8.047965615987778]| 12.0439510345458984|      8.00000000|[2241, 0, 0, 35]                                                           |  | used linear model with 65 points | actual_k=0
      36|[-36.347122609615326, -15.283139005303383, 13.694347493350506, 30.29554232209921, 1.5579391568899155, -5.879349288530648, -17.582367211580276, 23.52209730260074, -17.662511467933655, -6.587985515594482, 0.3858102522790432, 3.5711928606033325, -13.90202834829688, 1.284329041838646, 6.556420896202326, -9.44940497726202, -5.335422250442207, -2.9782681986689568, 0.8993482608348131, -0.2517989315092564, -0.1951370313763618, 6.087319940328598]| 12.0417652130126953|     16.00000000|[2305, 0, 0, 36]                                                           | | GPS sucess | actual_k=0
      37|[-36.73378932476044, -15.91724480688572, 14.639449588954449, 30.462391637265682, 2.216673359274864, -13.045646724291146, -13.98681953549385, 25.97929353825748, -12.258641362190247, -5.583498001098633, -2.641001347452402, 0.433200478553772, -15.884429480880499, 5.0976003259420395, 3.025436494499445, -10.512033127248287, -0.886560651473701, -3.3297122046351433, 6.07423877902329, -2.9099648632109165, 5.066123001277447, 10.674509137868881]| 12.0402593612670898|     32.00000000|[2369, 0, 0, 37]                                                           | | GPS sucess | actual_k=0
      38|[-36.73378932476044, -15.91724480688572, 14.639449588954449, 30.462391637265682, 2.216673359274864, -13.045646724291146, -13.98681953549385, 25.97929353825748, -12.258641362190247, -5.583498001098633, -2.641001347452402, 0.433200478553772, -15.884429480880499, 5.0976003259420395, 3.025436494499445, -10.512033127248287, -0.886560651473701, -3.3297122046351433, 6.07423877902329, -2.9099648632109165, 5.066123001277447, 10.674509137868881]| 12.0402593612670898|     16.00000000|[2433, 0, 0, 38]                                                           |  | used linear model with 65 points | actual_k=0
      39|[-41.63688313961029, -15.21084512770176, 11.636748068034649, 34.76021649688482, 4.038676962256432, -11.400725302286446, -15.918020278215408, 24.95076103322208, -5.1537710428237915, -2.0913424491882324, -2.0930714644491673, -1.513986587524414, -18.302346732467413, 4.140633448958397, 4.337681982666254, -5.731909416615963, -5.548241349868476, -9.59933453053236, 6.682318450883031, -7.55564147606492, 4.773986928164959, 7.21276792883873]| 12.0298099517822266|     32.00000000|[2497, 0, 0, 39]                                                           | | GPS sucess | actual_k=0
      40|[-46.71498477458954, -9.412556305527687, 20.472585432231426, 36.72434654086828, 2.881958469748497, -16.840565619058907, -28.74824431538582, 27.03229875676334, 0.3751038312911987, 8.732898235321045, 2.2160730324685574, -1.3882937580347061, -18.015858706086874, 2.706922635436058, 7.401942942291498, -0.4873286709189415, -10.711138459853828, -16.886813931167126, -2.0568363647907972, -3.294215504080057, -3.2317026928067207, -8.248443275690079]| 12.0241918563842773|     64.00000000|[2561, 0, 0, 40]                                                           | | GPS sucess | actual_k=0
      41|[-60.17094314098358, -8.612079456448555, 6.310441724956036, 49.59534873813391, 13.198091015219688, -9.143705782480538, 0.2811860740184784, 33.216418934985995, -1.4497064352035522, -2.1782326698303223, -1.735113624483347, -21.429315105080605, -13.80016141757369, -14.113523378968239, 0.6735884882509708, -23.242886684834957, -8.595917913131416, -26.77555351704359, 17.954895736649632, 16.527685817331076, 8.215101353824139, -16.695979744195938]| 12.0018577575683594|    128.00000000|[2625, 0, 0, 41]                                                           | | GPS sucess | actual_k=0
      42|[-60.17094314098358, -8.612079456448555, 6.310441724956036, 49.59534873813391, 13.198091015219688, -9.143705782480538, 0.2811860740184784, 33.216418934985995, -1.4497064352035522, -2.1782326698303223, -1.735113624483347, -21.429315105080605, -13.80016141757369, -14.113523378968239, 0.6735884882509708, -23.242886684834957, -8.595917913131416, -26.77555351704359, 17.954895736649632, 16.527685817331076, 8.215101353824139, -16.695979744195938]| 12.0018577575683594|     64.00000000|[2689, 0, 0, 42]                                                           |  | used linear model with 65 points | actual_k=0
      43|[-68.68801486492157, -5.365049675107002, -7.885689981281757, 58.47106208652258, 1.0614561885595322, -16.171806749887764, 2.507693976163864, 51.83754510991275, 23.71479094028473, 0.4791350364685059, -16.86361265555024, -8.329361453652382, -18.50812679156661, -28.13891400396824, -21.29786231741309, -2.1284324154257774, -29.809155675582588, -17.617078594863415, 19.713793637230992, 6.0599238239228725, 18.4721442386508, -32.32361474633217]| 11.9914216995239258|    128.00000000|[2753, 0, 0, 43]                                                           | | GPS sucess | actual_k=0
      44|[-90.82017886638641, -9.358644559979439, -43.43718457967043, 82.48362960666418, -1.8533895164728165, 26.338683667592704, 4.947512835264206, 43.00995607487857, -16.53884446620941, -47.7747597694397, -46.91147184744477, 13.661971554160118, -29.951691206544638, 7.422140225768089, 14.22736046090722, -10.582053326070309, -70.93224069755524, 15.812162585556507, 47.308630825951695, -8.600378338247538, 1.8647547885775566, -28.7140671312809]| 11.9276151657104492|    256.00000000|[2817, 0, 0, 44]                                                           | | GPS sucess | actual_k=0
      45|[-165.26385867595673, 1.8998078554868698, -86.44996000081301, 147.1745246872306, -1.2957292348146439, -29.534347948618233, 65.663344591856, 41.78697426430881, -45.311145186424255, -121.71483850479126, 16.32306718453765, 19.00306175649166, -38.802808340638876, -58.45992459356785, 37.57531997933984, -32.28706660121679, -103.83150980155915, 155.75718516856432, 0.3642376679927111, 49.52257316932082, 2.078432612121105, 42.11070093512535]| 11.8043527603149414|    512.00000000|[2881, 0, 0, 45]                                                           | | GPS sucess | actual_k=0
      46|[-165.26385867595673, 1.8998078554868698, -86.44996000081301, 147.1745246872306, -1.2957292348146439, -29.534347948618233, 65.663344591856, 41.78697426430881, -45.311145186424255, -121.71483850479126, 16.32306718453765, 19.00306175649166, -38.802808340638876, -58.45992459356785, 37.57531997933984, -32.28706660121679, -103.83150980155915, 155.75718516856432, 0.3642376679927111, 49.52257316932082, 2.078432612121105, 42.11070093512535]| 11.8043527603149414|    256.00000000|[2945, 0, 0, 46]                                                           |  | used linear model with 65 points | actual_k=0
      47|[-165.26385867595673, 1.8998078554868698, -86.44996000081301, 147.1745246872306, -1.2957292348146439, -29.534347948618233, 65.663344591856, 41.78697426430881, -45.311145186424255, -121.71483850479126, 16.32306718453765, 19.00306175649166, -38.802808340638876, -58.45992459356785, 37.57531997933984, -32.28706660121679, -103.83150980155915, 155.75718516856432, 0.3642376679927111, 49.52257316932082, 2.078432612121105, 42.11070093512535]| 11.8043527603149414|    128.00000000|[3009, 0, 0, 47]                                                           |  | used linear model with 65 points | actual_k=0
      48|[-165.26385867595673, 1.8998078554868698, -86.44996000081301, 147.1745246872306, -1.2957292348146439, -29.534347948618233, 65.663344591856, 41.78697426430881, -45.311145186424255, -121.71483850479126, 16.32306718453765, 19.00306175649166, -38.802808340638876, -58.45992459356785, 37.57531997933984, -32.28706660121679, -103.83150980155915, 155.75718516856432, 0.3642376679927111, 49.52257316932082, 2.078432612121105, 42.11070093512535]| 11.8043527603149414|     64.00000000|[3073, 0, 0, 48]                                                           |  | used linear model with 65 points | actual_k=0
      49|[-165.26385867595673, 1.8998078554868698, -86.44996000081301, 147.1745246872306, -1.2957292348146439, -29.534347948618233, 65.663344591856, 41.78697426430881, -45.311145186424255, -121.71483850479126, 16.32306718453765, 19.00306175649166, -38.802808340638876, -58.45992459356785, 37.57531997933984, -32.28706660121679, -103.83150980155915, 155.75718516856432, 0.3642376679927111, 49.52257316932082, 2.078432612121105, 42.11070093512535]| 11.8043527603149414|     32.00000000|[3137, 0, 0, 49]                                                           |  | used linear model with 65 points | actual_k=0
      50|[-155.71506679058075, 6.160184308886528, -92.70792747288942, 140.72880735248327, -1.4041924998164177, -36.219203886576, 71.32365295290947, 35.581234289333224, -45.872970283031464, -135.0016589164734, 24.570932861417532, 12.677055343985558, -34.32484441623092, -55.38770450651646, 31.321457121521235, -44.660274647176266, -107.29168412368745, 157.40634305030107, -4.3295479994267225, 58.147694285959005, 11.588911585509777, 38.86319050192833]| 11.8006725311279297|     64.00000000|[3201, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
