k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[48.96272659301758, 149.79340697824955, -99.57632440328598, 2.20186710357666, 0.8786624670028687]|84441.3281250000000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[45.61564254760742, 148.27558447420597, -100.02581867575645, 2.4262928813695908, 2.375603437423706]|73429.5703125000000000|      4.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       3|[42.78703570365906, 147.74969436228275, -102.4440732896328, 1.5498093217611313, 1.3238232135772705]|64500.0898437500000000|      8.00000000|[46, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|     16.00000000|[61, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      8.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      4.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      2.00000000|[150, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      18|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00097656|[469, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      19|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00048828|[498, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      20|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00024414|[527, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      21|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00012207|[557, 38, 1, 39]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
      22|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00006104|[586, 40, 1, 41]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      23|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00003052|[615, 42, 1, 43]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      24|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00001526|[644, 44, 1, 45]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      25|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00000763|[673, 46, 1, 47]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      26|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00000381|[702, 48, 1, 49]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      27|[39.97816181182861, 143.86807157099247, -108.49565467238426, -8.33966363966465, -8.606932401657104]|-100000002004087734272.0000000000000000|      0.00000191|[731, 50, 1, 51]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
