k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      50|[-0.9011514621656258, 0.663092916347149, 0.2651041456534624, 0.1611713131444316, -0.4919019752345277, 0.0704482279312632, -0.5597741990093643, 0.7176688112500912, 1.0172557097217922, 0.2724222059592757, 0.3759779792974767, -0.7202632763252492, -0.9383482835600526, 0.2985655147032767, 0.4939410977783371, 0.2359869532183741, -0.5455795219515255, 0.4539321630025036, -0.2591560369675655, -0.5934258666329157, -0.0741273923644288, 0.2124676268988966, 0.4079977671454061, 0.8346666253488845, -0.9859570321642029, 0.6623935502219576, -0.2264234755323426, -0.1876776253332449, 0.1075059203405078, 0.1355407336917356, -0.1982490445558431, 0.4807617228321315, -0.0383973986438737, 0.0444462161156907, -0.5518140244664693, -0.9656406405461797, 0.589895426444951, 0.4563425986103655, -0.9666572700858604, 0.7369415306130191, 0.784861218988792, -0.5151308044149038, 0.1108735006122601, 0.3517855630348915, -0.0040629878884585, 0.6037739279251, -0.3069479102396459, 0.4114745729407371, 0.1324269063195672, 0.583012256871796, 0.0794392184796714, 0.5796067682403074, -0.539494769123708, -1.1159841063160831, 0.8847991827805912, -0.0323631034209771, -0.3066964435180556, 0.2004670242214599, 0.3996237946245919, -0.2170569104566666, -0.5469025693868723, 0.5777815316577268, -0.5734412931346219, 0.5073179175841047, -0.3259353090366719, 0.584381621542449, 1.0452362426271857, 0.5259494782741923, -0.0962227866529716, 0.1321759355411649, -0.3172127673078806, -1.1026767429384479, 1.0802986903021736, 0.3087714406558944, 0.7290307259618958, 0.7268566681369784, 0.4699300875876227, 0.2875794896533466, 0.7580843872502487, -0.6416761643799112, -0.0033160275314114, 0.559830912500497, -1.1842072683439655, 0.4692207303326785, -0.9789192435819111, 0.9455083950864167, 0.4282144681330405, 0.9633319217254284, -0.7068299588491824, 0.4243287174412797, 0.2100928679077957, -0.3038183599411267, 0.4696677209806311, -0.0548504975310197, -0.0874482587881498, 0.4941552541799847, -0.1080946585765173, 0.2002099416596221, -0.7629030643031386, 0.3230086144196245]|4265.1684570312500000|      4.00000000|[3888, 616, 0, 308]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      51|[-0.8637143945187046, 0.49764088768561, -0.1193666390999693, -0.0822308845836155, -0.1086422875708644, 0.1955239256424071, -0.0407095516377467, 0.7298735521050834, 0.5366588186430947, -0.0178801263211575, -0.1840993313102269, -0.031204038496091, -0.8193149343565239, 0.238401252232421, 0.2351566906833378, 0.2356486109752865, -0.2593535672289852, 0.4571216217270964, -0.0074158929995755, -0.5775813665996841, 0.2034776060386373, 0.2206142657250995, 0.4727294780817629, 1.191096537250378, -0.245810960198006, 0.3461126651789715, 0.4403258016532843, 0.3016817994135864, 0.4351194547788383, 0.2748550489309417, -0.4225411811906274, -0.1991646780483106, 0.3101815083353783, -0.0419855610983091, -0.123712303252121, -0.2287914237135132, 0.2936396220764431, 0.9510884620665265, -1.0624637136934656, 1.288461895139192, 0.4361944512487668, -0.6842330961281048, 0.91612798340321, 0.4726756610316669, 0.2104696299555065, 0.1602648437729495, -0.3066873244253469, 0.5196515848495522, -0.7144378429395738, 0.9091837731926551, -0.3368596358470706, 0.6793543881047699, -0.1039419820238323, -0.7380581935004773, 0.9953715138769781, -0.2774011598883244, -0.210241054304802, 0.2950219275568458, 0.2115989629849029, -0.1786460577963431, -0.4336533805485824, 0.1576057074911961, -0.0333787680001586, 0.688106259190732, -0.9384236212302418, 0.3640533311343991, 0.7794157145047019, -0.0181465747010418, 0.0887821158089689, 0.391991049215759, 0.3518346782630198, -0.3380448157234752, 1.1240260592811264, -0.0188177153342742, -0.0426313738521616, 0.0748905952010208, 0.4756162449048526, 0.4574271604055227, 0.35975468794134, -0.1237855098629216, 0.5956623129032897, 0.1783405030466974, -0.5912305279851734, 0.0789705887228526, -0.6556966313346295, 0.3523311680234578, 0.5688605122301305, 0.5485101725299653, -0.982793712557583, 0.473639073554007, 0.2093339980014711, -0.3613880532524867, -0.1145202115241509, -0.0712025294585569, 0.05679996581336, 0.4167818968458425, -0.5026235609983747, 0.7605949564853384, -0.236459970181037, -0.6287587786486175]|3736.4521484375000000|      8.00000000|[3978, 630, 0, 315]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      52|[-0.8637143945187046, 0.49764088768561, -0.1193666390999693, -0.0822308845836155, -0.1086422875708644, 0.1955239256424071, -0.0407095516377467, 0.7298735521050834, 0.5366588186430947, -0.0178801263211575, -0.1840993313102269, -0.031204038496091, -0.8193149343565239, 0.238401252232421, 0.2351566906833378, 0.2356486109752865, -0.2593535672289852, 0.4571216217270964, -0.0074158929995755, -0.5775813665996841, 0.2034776060386373, 0.2206142657250995, 0.4727294780817629, 1.191096537250378, -0.245810960198006, 0.3461126651789715, 0.4403258016532843, 0.3016817994135864, 0.4351194547788383, 0.2748550489309417, -0.4225411811906274, -0.1991646780483106, 0.3101815083353783, -0.0419855610983091, -0.123712303252121, -0.2287914237135132, 0.2936396220764431, 0.9510884620665265, -1.0624637136934656, 1.288461895139192, 0.4361944512487668, -0.6842330961281048, 0.91612798340321, 0.4726756610316669, 0.2104696299555065, 0.1602648437729495, -0.3066873244253469, 0.5196515848495522, -0.7144378429395738, 0.9091837731926551, -0.3368596358470706, 0.6793543881047699, -0.1039419820238323, -0.7380581935004773, 0.9953715138769781, -0.2774011598883244, -0.210241054304802, 0.2950219275568458, 0.2115989629849029, -0.1786460577963431, -0.4336533805485824, 0.1576057074911961, -0.0333787680001586, 0.688106259190732, -0.9384236212302418, 0.3640533311343991, 0.7794157145047019, -0.0181465747010418, 0.0887821158089689, 0.391991049215759, 0.3518346782630198, -0.3380448157234752, 1.1240260592811264, -0.0188177153342742, -0.0426313738521616, 0.0748905952010208, 0.4756162449048526, 0.4574271604055227, 0.35975468794134, -0.1237855098629216, 0.5956623129032897, 0.1783405030466974, -0.5912305279851734, 0.0789705887228526, -0.6556966313346295, 0.3523311680234578, 0.5688605122301305, 0.5485101725299653, -0.982793712557583, 0.473639073554007, 0.2093339980014711, -0.3613880532524867, -0.1145202115241509, -0.0712025294585569, 0.05679996581336, 0.4167818968458425, -0.5026235609983747, 0.7605949564853384, -0.236459970181037, -0.6287587786486175]|3736.4521484375000000|      4.00000000|[4091, 648, 0, 324]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      53|[-0.8637143945187046, 0.49764088768561, -0.1193666390999693, -0.0822308845836155, -0.1086422875708644, 0.1955239256424071, -0.0407095516377467, 0.7298735521050834, 0.5366588186430947, -0.0178801263211575, -0.1840993313102269, -0.031204038496091, -0.8193149343565239, 0.238401252232421, 0.2351566906833378, 0.2356486109752865, -0.2593535672289852, 0.4571216217270964, -0.0074158929995755, -0.5775813665996841, 0.2034776060386373, 0.2206142657250995, 0.4727294780817629, 1.191096537250378, -0.245810960198006, 0.3461126651789715, 0.4403258016532843, 0.3016817994135864, 0.4351194547788383, 0.2748550489309417, -0.4225411811906274, -0.1991646780483106, 0.3101815083353783, -0.0419855610983091, -0.123712303252121, -0.2287914237135132, 0.2936396220764431, 0.9510884620665265, -1.0624637136934656, 1.288461895139192, 0.4361944512487668, -0.6842330961281048, 0.91612798340321, 0.4726756610316669, 0.2104696299555065, 0.1602648437729495, -0.3066873244253469, 0.5196515848495522, -0.7144378429395738, 0.9091837731926551, -0.3368596358470706, 0.6793543881047699, -0.1039419820238323, -0.7380581935004773, 0.9953715138769781, -0.2774011598883244, -0.210241054304802, 0.2950219275568458, 0.2115989629849029, -0.1786460577963431, -0.4336533805485824, 0.1576057074911961, -0.0333787680001586, 0.688106259190732, -0.9384236212302418, 0.3640533311343991, 0.7794157145047019, -0.0181465747010418, 0.0887821158089689, 0.391991049215759, 0.3518346782630198, -0.3380448157234752, 1.1240260592811264, -0.0188177153342742, -0.0426313738521616, 0.0748905952010208, 0.4756162449048526, 0.4574271604055227, 0.35975468794134, -0.1237855098629216, 0.5956623129032897, 0.1783405030466974, -0.5912305279851734, 0.0789705887228526, -0.6556966313346295, 0.3523311680234578, 0.5688605122301305, 0.5485101725299653, -0.982793712557583, 0.473639073554007, 0.2093339980014711, -0.3613880532524867, -0.1145202115241509, -0.0712025294585569, 0.05679996581336, 0.4167818968458425, -0.5026235609983747, 0.7605949564853384, -0.236459970181037, -0.6287587786486175]|3736.4521484375000000|      2.00000000|[4205, 666, 0, 333]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      54|[-0.5385566448989658, 0.2933947889095729, -0.0510470060793182, -0.3493518968824981, -0.2059100203946101, 0.1496696403747984, 0.1271994919946514, 0.5184136405645736, 0.7331844983204299, 0.0139524644229214, -0.1250060832496525, 0.2640340532467442, -1.0454650486074697, 0.1009737776241605, 0.1808474512004055, 0.2985054714460295, -0.5874537748082982, 0.7309311556438047, 0.0970637906735085, -0.5013781266733689, 0.2858047783683224, 0.4397898975277877, 0.2383393436129142, 0.9317283606205037, 0.0400324912571005, 0.2584353438118638, 0.4021547524622657, 0.2144066961237351, 0.3734449359180945, 0.2031727739258864, -0.6078622666857317, -0.3119093765498596, 0.2589132448979153, -0.0278489541564857, 0.1774085462378236, -0.643066429851225, 0.6686614020171244, 0.9723416106667958, -0.75491824702733, 1.0741789855256647, 0.3634794987149828, -0.6043751700804731, 1.111624034120284, 0.6557068738609657, -0.0227187889884938, 0.3411756562903874, -0.4709022199351971, 0.4182907708174941, -1.007738042686812, 1.1678574876166679, -0.0787941322404822, 1.0051276956201414, 0.2450779371592614, -0.7665421185205316, 0.8016635357996416, -0.3936376671332938, -0.4152892915351202, 0.5016319606992337, 0.164344211762935, -0.5147017089972616, -0.4076048044942921, -0.1190307472527948, 0.1174961703993968, 0.2978949488177953, -0.8613387586103539, 0.6105240213148783, 0.9847935175607178, 0.2973855764258302, 0.4637325481080131, 0.2778493739818497, 0.318777988196734, -0.4216413971532557, 1.2359413053664219, 0.2872939061520803, -0.1381912481940273, 0.1428333406157248, 0.6032854652173949, 0.4333383394629216, 0.412704065387748, 0.0587243013090547, 0.8337769369338401, 0.2298167068708425, -0.5124988885497868, 0.1006159731519065, -0.5584330702974205, 0.7176726562066007, 0.8429185020970595, 0.6731562015009496, -0.8519805017831283, 0.5991669148035433, 0.1538245278392745, -0.6024599905893132, 0.0453917253462842, 0.0325794610475085, -0.1445856220867383, 0.4280514074419863, -0.0680194926728, 0.8404359743623916, -0.0618553844113406, -0.7213296418418775]|3722.2648925781250000|      4.00000000|[4231, 670, 0, 335]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      55|[-0.5385566448989658, 0.2933947889095729, -0.0510470060793182, -0.3493518968824981, -0.2059100203946101, 0.1496696403747984, 0.1271994919946514, 0.5184136405645736, 0.7331844983204299, 0.0139524644229214, -0.1250060832496525, 0.2640340532467442, -1.0454650486074697, 0.1009737776241605, 0.1808474512004055, 0.2985054714460295, -0.5874537748082982, 0.7309311556438047, 0.0970637906735085, -0.5013781266733689, 0.2858047783683224, 0.4397898975277877, 0.2383393436129142, 0.9317283606205037, 0.0400324912571005, 0.2584353438118638, 0.4021547524622657, 0.2144066961237351, 0.3734449359180945, 0.2031727739258864, -0.6078622666857317, -0.3119093765498596, 0.2589132448979153, -0.0278489541564857, 0.1774085462378236, -0.643066429851225, 0.6686614020171244, 0.9723416106667958, -0.75491824702733, 1.0741789855256647, 0.3634794987149828, -0.6043751700804731, 1.111624034120284, 0.6557068738609657, -0.0227187889884938, 0.3411756562903874, -0.4709022199351971, 0.4182907708174941, -1.007738042686812, 1.1678574876166679, -0.0787941322404822, 1.0051276956201414, 0.2450779371592614, -0.7665421185205316, 0.8016635357996416, -0.3936376671332938, -0.4152892915351202, 0.5016319606992337, 0.164344211762935, -0.5147017089972616, -0.4076048044942921, -0.1190307472527948, 0.1174961703993968, 0.2978949488177953, -0.8613387586103539, 0.6105240213148783, 0.9847935175607178, 0.2973855764258302, 0.4637325481080131, 0.2778493739818497, 0.318777988196734, -0.4216413971532557, 1.2359413053664219, 0.2872939061520803, -0.1381912481940273, 0.1428333406157248, 0.6032854652173949, 0.4333383394629216, 0.412704065387748, 0.0587243013090547, 0.8337769369338401, 0.2298167068708425, -0.5124988885497868, 0.1006159731519065, -0.5584330702974205, 0.7176726562066007, 0.8429185020970595, 0.6731562015009496, -0.8519805017831283, 0.5991669148035433, 0.1538245278392745, -0.6024599905893132, 0.0453917253462842, 0.0325794610475085, -0.1445856220867383, 0.4280514074419863, -0.0680194926728, 0.8404359743623916, -0.0618553844113406, -0.7213296418418775]|3722.2648925781250000|      2.00000000|[4355, 690, 0, 345]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      56|[-0.0963869786086826, 0.3578516541010326, -0.157788441905143, -0.5923619409803984, -0.2026054867341983, 0.1667157231396623, -0.1132710068056264, 0.3443071022688278, 0.7348021534784728, -0.0708425709989269, 0.0567789787057995, 0.3942319657013493, -0.9860458450578462, 0.2807511912308042, 0.3525940776967205, 0.2347814155597608, -0.7656249624475346, 0.8551904561737615, 0.2849339951222085, -0.2609692292734666, 0.2848517895053311, 0.5705284092093444, 0.113793136125331, 0.6955327963504842, -0.058452531526179, 0.4791440120438279, 0.2370340614012458, 0.2193790944048326, 0.1757549407484549, 0.4403429486437895, -1.043641927625902, -0.0633091022254424, 0.2483953701653017, 0.0374810892786111, 0.0158723742054673, -0.7077105281330853, 0.4086981578173716, 0.9826720707011066, -0.9302315260600372, 0.9023230888143152, 0.5603885538287752, -0.8691699071810743, 0.9546593148247824, 0.8051196101576195, -0.1068559455942143, 0.0648389863685124, -0.6520499145229046, 0.4813247390277144, -0.8766483851417224, 0.739559431491027, 0.0750131800096551, 0.4773386989236692, 0.0337190621230218, -0.740830971405897, 0.6934049456974458, 0.0478859146099466, -0.2045378921372701, 0.3812955398651692, 0.2073276319561304, -0.5553598551402212, -0.2835649980687207, 0.1957250203310522, 0.3020115125157528, 0.3523592256978211, -0.9655341820345978, 0.4050704764597605, 0.8415916448543045, 0.5256499827492631, 0.3692028150462227, 0.0671978123639984, 0.3787018195701871, -0.3644722279657099, 1.0449907924803745, 0.6210365545151937, -0.0879809250092987, 0.2217913080758803, 0.5838405599959327, 0.4615779975653148, 0.3075564354114754, 0.269116508216327, 0.7790105129335769, 0.4854396898496632, -0.7659032972431004, -0.1968589177954354, -0.5799341606749897, 1.0017525655312467, 1.013228224520613, 0.6803816879508469, -0.923706779253717, 0.9654957800932314, 0.068344024101348, -0.5771285828038976, 0.0689434986261896, 0.2619551214669726, -0.573535753026222, 0.3695000922237761, 0.3014338778983365, 0.9048316404848281, -0.1853398469109591, -0.3065396671523939]|3649.4733886718750000|      4.00000000|[4369, 692, 0, 346]                                                        | | GPS sucess | actual_k=2
      57|[-0.0963869786086826, 0.3578516541010326, -0.157788441905143, -0.5923619409803984, -0.2026054867341983, 0.1667157231396623, -0.1132710068056264, 0.3443071022688278, 0.7348021534784728, -0.0708425709989269, 0.0567789787057995, 0.3942319657013493, -0.9860458450578462, 0.2807511912308042, 0.3525940776967205, 0.2347814155597608, -0.7656249624475346, 0.8551904561737615, 0.2849339951222085, -0.2609692292734666, 0.2848517895053311, 0.5705284092093444, 0.113793136125331, 0.6955327963504842, -0.058452531526179, 0.4791440120438279, 0.2370340614012458, 0.2193790944048326, 0.1757549407484549, 0.4403429486437895, -1.043641927625902, -0.0633091022254424, 0.2483953701653017, 0.0374810892786111, 0.0158723742054673, -0.7077105281330853, 0.4086981578173716, 0.9826720707011066, -0.9302315260600372, 0.9023230888143152, 0.5603885538287752, -0.8691699071810743, 0.9546593148247824, 0.8051196101576195, -0.1068559455942143, 0.0648389863685124, -0.6520499145229046, 0.4813247390277144, -0.8766483851417224, 0.739559431491027, 0.0750131800096551, 0.4773386989236692, 0.0337190621230218, -0.740830971405897, 0.6934049456974458, 0.0478859146099466, -0.2045378921372701, 0.3812955398651692, 0.2073276319561304, -0.5553598551402212, -0.2835649980687207, 0.1957250203310522, 0.3020115125157528, 0.3523592256978211, -0.9655341820345978, 0.4050704764597605, 0.8415916448543045, 0.5256499827492631, 0.3692028150462227, 0.0671978123639984, 0.3787018195701871, -0.3644722279657099, 1.0449907924803745, 0.6210365545151937, -0.0879809250092987, 0.2217913080758803, 0.5838405599959327, 0.4615779975653148, 0.3075564354114754, 0.269116508216327, 0.7790105129335769, 0.4854396898496632, -0.7659032972431004, -0.1968589177954354, -0.5799341606749897, 1.0017525655312467, 1.013228224520613, 0.6803816879508469, -0.923706779253717, 0.9654957800932314, 0.068344024101348, -0.5771285828038976, 0.0689434986261896, 0.2619551214669726, -0.573535753026222, 0.3695000922237761, 0.3014338778983365, 0.9048316404848281, -0.1853398469109591, -0.3065396671523939]|3649.4733886718750000|      2.00000000|[4481, 710, 0, 355]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      58|[-0.1427137316767698, 0.0579538033576691, 0.1040524093068162, -0.5100930120010454, 0.0879993196884375, 0.4860126399167976, -0.187497419749223, 0.4482774982250139, 0.6295297408185837, 0.067936033331522, 0.2562606687121347, 0.2705763646468218, -1.0465508087779978, 0.2222089981685524, 0.2536104556684549, 0.2580797768234087, -0.8318786500361436, 0.5389525142219278, 0.4973541472279062, 0.2522567718647915, 0.333087181936477, 0.8746049130726232, 0.4072043495223989, 0.6841142008213221, -0.1158788616196272, 0.7204219587568641, 0.5682542309903793, -0.0606443434081104, 0.4787042048572777, 0.1698701642573991, -1.0121155747058521, -0.4259235100356302, 0.2546506992102948, 0.2818944773475113, -0.064307463479127, -0.2983122336944704, 0.3733791146981782, 0.5897639162904719, -0.9557600736903582, 0.8997685693080917, 0.3486988412552151, -0.7721437912479835, 1.0241320684110242, 0.8241799124979439, 0.036177510207612, 0.0473003099871737, -0.7140130545256881, 0.5823033712536835, -0.7292700869551972, 0.879757343982272, 0.1163063326423371, 0.2411822795285546, 0.0637428396416995, -0.8470438456166417, 0.4863387707878375, 0.1492850817704379, -0.3326363946854299, 0.1123118035931895, 0.1179000863758888, -0.6671444858142357, -0.1929712987510429, 0.172599117727447, 0.2928236118859585, 0.1742794964482467, -0.9951322253957933, 0.5652927254487154, 0.9462114160128574, 0.7841986283010413, 0.428233794061845, 0.1883373937783873, 0.2444068898429969, -0.6458363162813339, 0.8434868336765411, 0.6801294446699493, 0.1244915985929451, 0.1399001552963081, 0.6583948187205771, 0.644581266004291, 0.4688149833113073, 0.2434380128309221, 0.4329558170082617, 0.1903602554098581, -0.487859362564143, -0.2295169519011138, -0.477246671008256, 1.3241287881682255, 1.2102249150869187, 0.6652546442758716, -0.9017398382206196, 1.0025558306777758, -0.0568327948300653, -0.5927428315548016, 0.0568408878798205, 0.2413044017808574, -0.7009013889639956, 0.8218899827140074, 0.450334590453302, 0.2713712368831077, -0.002187544826132, -0.5738548401160063]|3226.8425292968750000|      4.00000000|[4520, 716, 0, 358]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | iterate success | actual_k=2
      59|[-0.1427137316767698, 0.0579538033576691, 0.1040524093068162, -0.5100930120010454, 0.0879993196884375, 0.4860126399167976, -0.187497419749223, 0.4482774982250139, 0.6295297408185837, 0.067936033331522, 0.2562606687121347, 0.2705763646468218, -1.0465508087779978, 0.2222089981685524, 0.2536104556684549, 0.2580797768234087, -0.8318786500361436, 0.5389525142219278, 0.4973541472279062, 0.2522567718647915, 0.333087181936477, 0.8746049130726232, 0.4072043495223989, 0.6841142008213221, -0.1158788616196272, 0.7204219587568641, 0.5682542309903793, -0.0606443434081104, 0.4787042048572777, 0.1698701642573991, -1.0121155747058521, -0.4259235100356302, 0.2546506992102948, 0.2818944773475113, -0.064307463479127, -0.2983122336944704, 0.3733791146981782, 0.5897639162904719, -0.9557600736903582, 0.8997685693080917, 0.3486988412552151, -0.7721437912479835, 1.0241320684110242, 0.8241799124979439, 0.036177510207612, 0.0473003099871737, -0.7140130545256881, 0.5823033712536835, -0.7292700869551972, 0.879757343982272, 0.1163063326423371, 0.2411822795285546, 0.0637428396416995, -0.8470438456166417, 0.4863387707878375, 0.1492850817704379, -0.3326363946854299, 0.1123118035931895, 0.1179000863758888, -0.6671444858142357, -0.1929712987510429, 0.172599117727447, 0.2928236118859585, 0.1742794964482467, -0.9951322253957933, 0.5652927254487154, 0.9462114160128574, 0.7841986283010413, 0.428233794061845, 0.1883373937783873, 0.2444068898429969, -0.6458363162813339, 0.8434868336765411, 0.6801294446699493, 0.1244915985929451, 0.1399001552963081, 0.6583948187205771, 0.644581266004291, 0.4688149833113073, 0.2434380128309221, 0.4329558170082617, 0.1903602554098581, -0.487859362564143, -0.2295169519011138, -0.477246671008256, 1.3241287881682255, 1.2102249150869187, 0.6652546442758716, -0.9017398382206196, 1.0025558306777758, -0.0568327948300653, -0.5927428315548016, 0.0568408878798205, 0.2413044017808574, -0.7009013889639956, 0.8218899827140074, 0.450334590453302, 0.2713712368831077, -0.002187544826132, -0.5738548401160063]|3226.8425292968750000|      2.00000000|[4644, 736, 0, 368]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
