k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0131906021214415, -0.0244913244518429, -0.035595987107683, -0.0465045905525231, -0.0572171357196858, -0.0677336198132033, -0.078054046560366, -0.1346881074742487, -0.0981067205620463, -0.1078389687478864, -0.1173751595863716, -0.1267152874935666, -0.1358593580444067, -0.1448073712578919, -0.1535593233887321, -0.1621152163195722, -0.1704750481777672, -0.1786388226786073, -0.1866065398420925, -0.1943781977855778, -0.2019537928037727, -0.209333332337258, -0.2165168126507433, -0.2235042300389382, -0.2302955882171332, -0.2368908909006184, -0.2432901306588134, -0.2494933149322986, -0.2555004399957839, -0.2613115021139789, -0.2669265087574642, -0.2723454524656591, -0.2775683406891444, -0.2825951696926297, -0.2381567438500673, -0.2920606463643098, -0.2964992902972145, -0.3007418899212804, -0.304788415434185, -0.3086388817370897, -0.3122933037211555, -0.3157516516040602, -0.3190139477275454, -0.3220801846410307, -0.324950362344516, -0.3276244733874206, -0.3301025401214865, -0.3323845327443912, -0.3344704736078764, -0.3363603552613617, -0.3380541702542663, -0.3395519334877516, -0.3408536375112369, -0.3419592823247222, -0.3428688604776268, -0.3435823943216927, -0.3440998540545973, -0.3444212620280825, -0.3445466107915678, -0.3444758928944725, -0.3442091232479578, -0.3437462869308624, -0.3430874063049283, -0.3422324515678329, -0.3411814450713182, -0.3399343793648035, -0.3384912544482888, -0.3368520628811934, -0.3350168269952593, -0.3329855169981639, -0.3307581477910686, -0.3283347342851344, -0.3257152541086197, -0.3228997072715244, -0.319888101224429, -0.3166804508784948, -0.3132767413125607, -0.3096769576354654, -0.30588111475837, -0.3018892126612747, -0.2977012513541794, -0.2933172457482452, -0.2887371809223111, -0.2839610419952158, -0.2789888438481204, -0.2738206013921863, -0.2684562848350909, -0.2628959090579956, -0.2571394889820615, -0.2511870096871273, -0.245038456285032, -0.2386938436729366, -0.2321531718508413, -0.225416440818746, -0.218483680378973, -0.2113548309278777, -0.2040299222657823, -0.196508954394687, -0.1887919422137529, -0.1808788559227575]| 99.6904830932617188|      2.00000000|[17, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      24|[-0.1369423436032437, -0.0984985485627743, -0.1073315441609004, -0.1316015549524235, -0.1685080195104109, -0.1644374421206128, -0.151979098067313, -0.2878626358471819, -0.2683006490691365, -0.2950522886161051, -0.3322294546862953, -0.3519801464673168, -0.3776872286454396, -0.4000982731889683, -0.4204032369799923, -0.4574741041177521, -0.4814463388177379, -0.5020072702714697, -0.5269943969062859, -0.5517854640967572, -0.5668163187044402, -0.6036917489944496, -0.6249822697472978, -0.6489890598876514, -0.6727997916120332, -0.6879516173599423, -0.7189501601959514, -0.7430557085977757, -0.7549488879190199, -0.727455045733333, -0.8284099546609506, -0.8458673723802629, -0.8563748666373664, -0.9223556343519381, -0.8615009442743251, -0.8268160411698675, -0.9417404932474592, -0.967626561203623, -0.97864984212317, -1.0024823170235957, -1.0329966848110925, -1.0639834514656843, -1.1267764617371245, -1.0922403162002277, -1.0615026848764657, -1.1250267130792535, -1.1470334545973602, -1.1666437158243366, -1.1878830583589288, -1.1949661429624212, -1.2312809293988927, -1.2415797487129727, -1.2599008620498144, -1.2900188161633506, -1.3062773811662205, -1.3136878467170143, -1.3179755585921475, -1.3485654599154664, -1.3657102167683222, -1.3885454659704382, -1.2261271615180351, -1.410384756080066, -1.432328577322269, -1.4235489913692108, -1.4665577023229888, -1.4802337049791596, -1.4958099890994017, -1.4951956170162977, -1.5114949769305692, -1.5149825485155592, -1.5477809974136594, -1.5210557901524357, -1.5726038652445629, -1.585486274639864, -1.613361892333213, -1.6244219637502968, -1.6407894945695964, -1.6542090465912267, -1.6859384511325124, -1.6944414628178286, -1.693253658671473, -1.7071190373706546, -1.7125482794814089, -1.7504057298649593, -1.7426565792506021, -1.7545569985689056, -1.8009323321721582, -1.7776218007924773, -1.788884862861679, -1.7999518652235345, -1.7877495257364708, -1.832045567069421, -1.8345809575367076, -1.828428091358137, -1.8513020787295391, -1.874840133772984, -1.853391033957751, -1.9048328329062856, -1.8902260561915798, -1.3923561763982448]| 98.3908081054687500|      0.25000000|[2033, 0, 0, 127]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[-0.1369423436032437, -0.0984985485627743, -0.1073315441609004, -0.1316015549524235, -0.1685080195104109, -0.1644374421206128, -0.151979098067313, -0.2878626358471819, -0.2683006490691365, -0.2950522886161051, -0.3322294546862953, -0.3519801464673168, -0.3776872286454396, -0.4000982731889683, -0.4204032369799923, -0.4574741041177521, -0.4814463388177379, -0.5020072702714697, -0.5269943969062859, -0.5517854640967572, -0.5668163187044402, -0.6036917489944496, -0.6249822697472978, -0.6489890598876514, -0.6727997916120332, -0.6879516173599423, -0.7189501601959514, -0.7430557085977757, -0.7549488879190199, -0.727455045733333, -0.8284099546609506, -0.8458673723802629, -0.8563748666373664, -0.9223556343519381, -0.8615009442743251, -0.8268160411698675, -0.9417404932474592, -0.967626561203623, -0.97864984212317, -1.0024823170235957, -1.0329966848110925, -1.0639834514656843, -1.1267764617371245, -1.0922403162002277, -1.0615026848764657, -1.1250267130792535, -1.1470334545973602, -1.1666437158243366, -1.1878830583589288, -1.1949661429624212, -1.2312809293988927, -1.2415797487129727, -1.2599008620498144, -1.2900188161633506, -1.3062773811662205, -1.3136878467170143, -1.3179755585921475, -1.3485654599154664, -1.3657102167683222, -1.3885454659704382, -1.2261271615180351, -1.410384756080066, -1.432328577322269, -1.4235489913692108, -1.4665577023229888, -1.4802337049791596, -1.4958099890994017, -1.4951956170162977, -1.5114949769305692, -1.5149825485155592, -1.5477809974136594, -1.5210557901524357, -1.5726038652445629, -1.585486274639864, -1.613361892333213, -1.6244219637502968, -1.6407894945695964, -1.6542090465912267, -1.6859384511325124, -1.6944414628178286, -1.693253658671473, -1.7071190373706546, -1.7125482794814089, -1.7504057298649593, -1.7426565792506021, -1.7545569985689056, -1.8009323321721582, -1.7776218007924773, -1.788884862861679, -1.7999518652235345, -1.7877495257364708, -1.832045567069421, -1.8345809575367076, -1.828428091358137, -1.8513020787295391, -1.874840133772984, -1.853391033957751, -1.9048328329062856, -1.8902260561915798, -1.3923561763982448]| 98.3908081054687500|      0.12500000|[2145, 0, 0, 134]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      26|[-0.1369862572161426, -0.0985644189857606, -0.1074193713866982, -0.1317113389810328, -0.1686397603563835, -0.164591139754845, -0.1521547525189086, -0.288060247101589, -0.2685202171263551, -0.295293813490687, -0.3324929363782406, -0.3522655849620736, -0.3779946239139041, -0.4004276252893481, -0.4207545458831836, -0.4578473698237548, -0.481841561326552, -0.5024244495830954, -0.527433533020723, -0.5522465570140058, -0.5672993684536041, -0.6041967555173211, -0.6255092331311884, -0.6495379800743536, -0.674202121731196, -0.6885444511522674, -0.7195649507328803, -0.7436924559375161, -0.7556075921197795, -0.728135706736904, -0.829112572467333, -0.8465919469894568, -0.8571213980493718, -0.923124122566755, -0.8622913892919535, -0.827628443048515, -0.9425748518707106, -0.9684828766296858, -0.9795281143520442, -1.0033825460552814, -1.0339188706455897, -1.064927594102993, -1.1277425612354524, -1.0932283723849516, -1.0625126979222088, -1.1260586829860157, -1.1480873813651415, -1.1677195993367218, -1.1889808987323331, -1.1960859400804293, -1.23242268337792, -1.2427434594366038, -1.2610865296344647, -1.2912264404926046, -1.3075069622400783, -1.3149393846518913, -1.3192490532716283, -1.3498609114559663, -1.3654021001614198, -1.2642122109774763, -1.2274884835251771, -1.4117680349482271, -1.4337338129350339, -1.4249761837265795, -1.4680068515413767, -1.4817048109421513, -1.4973030519234125, -1.4967106365849123, -1.513031953360203, -1.5165414816897969, -1.5493618874489161, -1.5226586369322963, -1.5742286690018579, -1.5871330351417627, -1.6150306095797156, -1.6261126378578186, -1.642502125421722, -1.6559436343043714, -1.687694995590261, -1.6962199641365963, -1.6950541167348445, -1.7089414522950452, -1.7143926511504033, -1.752272058394973, -1.7445448645252195, -1.756467240704542, -1.8028645311688138, -1.7795759565337368, -1.7908609752311269, -1.8019499344540015, -1.789769551827957, -1.8340875500219262, -1.836644897350232, -1.8305139880326806, -1.8534099322651019, -1.876969944169566, -1.8555428009825214, -1.907006556792075, -1.8924217369383884, -1.394573813773242]| 98.3024978637695312|      0.25000000|[2209, 0, 0, 138]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      27|[-0.1369862572161426, -0.0985644189857606, -0.1074193713866982, -0.1317113389810328, -0.1686397603563835, -0.164591139754845, -0.1521547525189086, -0.288060247101589, -0.2685202171263551, -0.295293813490687, -0.3324929363782406, -0.3522655849620736, -0.3779946239139041, -0.4004276252893481, -0.4207545458831836, -0.4578473698237548, -0.481841561326552, -0.5024244495830954, -0.527433533020723, -0.5522465570140058, -0.5672993684536041, -0.6041967555173211, -0.6255092331311884, -0.6495379800743536, -0.674202121731196, -0.6885444511522674, -0.7195649507328803, -0.7436924559375161, -0.7556075921197795, -0.728135706736904, -0.829112572467333, -0.8465919469894568, -0.8571213980493718, -0.923124122566755, -0.8622913892919535, -0.827628443048515, -0.9425748518707106, -0.9684828766296858, -0.9795281143520442, -1.0033825460552814, -1.0339188706455897, -1.064927594102993, -1.1277425612354524, -1.0932283723849516, -1.0625126979222088, -1.1260586829860157, -1.1480873813651415, -1.1677195993367218, -1.1889808987323331, -1.1960859400804293, -1.23242268337792, -1.2427434594366038, -1.2610865296344647, -1.2912264404926046, -1.3075069622400783, -1.3149393846518913, -1.3192490532716283, -1.3498609114559663, -1.3654021001614198, -1.2642122109774763, -1.2274884835251771, -1.4117680349482271, -1.4337338129350339, -1.4249761837265795, -1.4680068515413767, -1.4817048109421513, -1.4973030519234125, -1.4967106365849123, -1.513031953360203, -1.5165414816897969, -1.5493618874489161, -1.5226586369322963, -1.5742286690018579, -1.5871330351417627, -1.6150306095797156, -1.6261126378578186, -1.642502125421722, -1.6559436343043714, -1.687694995590261, -1.6962199641365963, -1.6950541167348445, -1.7089414522950452, -1.7143926511504033, -1.752272058394973, -1.7445448645252195, -1.756467240704542, -1.8028645311688138, -1.7795759565337368, -1.7908609752311269, -1.8019499344540015, -1.789769551827957, -1.8340875500219262, -1.836644897350232, -1.8305139880326806, -1.8534099322651019, -1.876969944169566, -1.8555428009825214, -1.907006556792075, -1.8924217369383884, -1.394573813773242]| 98.3024978637695312|      0.12500000|[2321, 0, 0, 145]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[-0.1370806729452513, -0.0985740866797909, -0.1074322616460115, -0.1317274518056291, -0.168659095744444, -0.1646136977081885, -0.1521805330375352, -0.1630747161291082, -0.2685524427755478, -0.2953292617051628, -0.3325316071543615, -0.3523074783034775, -0.3780397398205911, -0.4004759637613182, -0.4208061069204367, -0.457902153426291, -0.4818995674943713, -0.5024856783161977, -0.5274979843191084, -0.5523142308776743, -0.5673702648825556, -0.6042708745115557, -0.6255865746834302, -0.6496185441991543, -0.6742859084140038, -0.6886314604076342, -0.7196551825462543, -0.7437859103234491, -0.7557042690637196, -0.7282356062534031, -0.8292156945418393, -0.8466982916365221, -0.8572309652544442, -0.9232369123443864, -0.862407401627592, -0.8277476779494366, -0.9426973093369152, -0.9686085566611735, -0.979657016948815, -1.0035146712173353, -1.0340542183729267, -1.065066164395613, -1.1278843540933554, -1.0933733878081378, -1.062660935910678, -1.126210143539768, -1.1482100764059142, -1.1678775050210402, -1.1891420269819346, -1.1962502908953139, -1.2325902567435356, -1.2429142553820545, -1.2612605481451984, -1.2914036815686214, -1.3076874258668263, -1.3151230708439223, -1.3194359620434943, -1.3500510427931154, -1.3655954540493, -1.2644087874306396, -1.2276882825581754, -1.4119710565465085, -1.4339400570840464, -1.425185650440875, -1.4682195408355072, -1.481920722801565, -1.4975221863335573, -1.4969329935603402, -1.5132575329154658, -1.5167702837957908, -1.5495939121201932, -1.5228938841688564, -1.574467138803701, -1.587374727508889, -1.6152755245121249, -1.6263607753700628, -1.6427534854846975, -1.6561982169471818, -1.6879528007838025, -1.696480991880869, -1.6953183670589522, -1.709208925169884, -1.7146633466050771, -1.7525459764294817, -1.7448220051104595, -1.756747603869617, -1.80314811688462, -1.779862764800274, -1.791151006077499, -1.802243187851105, -1.7900660278048954, -1.8343872485495958, -1.8369478184577366, -1.8308201317200201, -1.8537192984740687, -1.8772825329583678, -1.8558586123511582, -1.907325590711443, -1.8927439934375914, -1.394899292823176]| 98.2697143554687500|      0.25000000|[2337, 0, 0, 146]                                                          | | GPS sucess | actual_k=0
      29|[-0.1648905871467494, -0.1051833868312582, -0.1137506464274913, -0.1393652673555988, -0.1547341804009209, -0.140637371719419, -0.1144072218993821, -0.1543296837664683, -0.2540253389118913, -0.2873292371107962, -0.3224511550772707, -0.3612685095168803, -0.3889490121784125, -0.3939200405005698, -0.4444086894347227, -0.4661546353562488, -0.4663245450576929, -0.5048560325699964, -0.5312820934589234, -0.5428570310433871, -0.5732827704384535, -0.6029424636979708, -0.6164141146191382, -0.6687264186820244, -0.6798146848547733, -0.6805647913011508, -0.7139452033287548, -0.748665526524373, -0.744622323912629, -0.7263292477329027, -0.8269915518786585, -0.8479094347352937, -0.8605236017346266, -0.9195832251522593, -0.8619436695167899, -0.8295432993054321, -0.9377535878748741, -0.9803815562011449, -0.9874154099011976, -1.0140391546149383, -1.0416906276258087, -1.0843550116185372, -1.1361533977326577, -1.1203886901383933, -1.083336077275014, -1.1248897665475424, -1.1495914755158738, -1.168772535468322, -1.2064243359925595, -1.1891238203332433, -1.2362231593769344, -1.250830059544676, -1.261502314421502, -1.3009062908290017, -1.3003848817871053, -1.3086718268435769, -1.3289041300637428, -1.3510549399599263, -1.3702530559869517, -1.28603333765399, -1.2489321490912164, -1.4097359817861161, -1.415405860543333, -1.425390148563787, -1.4688914498515986, -1.4584255888353574, -1.4863694774306022, -1.4922564224444888, -1.5290312874823737, -1.5124903862475325, -1.5672051046595274, -1.5456056547778776, -1.5548749691314503, -1.5950363504578335, -1.6215649991782435, -1.6126001658177986, -1.6283666490453264, -1.6589772613909233, -1.6945137527207925, -1.7003042642990998, -1.6789394279071883, -1.7186846396969546, -1.7138978079470617, -1.7568840862952664, -1.755435040521102, -1.7788917966993452, -1.8168453890512297, -1.7932608942932722, -1.772048075054855, -1.8083480855588057, -1.7997531786334358, -1.823118861932293, -1.8332577349465629, -1.843372778640105, -1.845455792478795, -1.8920449317452106, -1.8653932432756215, -1.913779885724543, -1.9096392019453676, -1.373073170867066]| 98.2155075073242188|      0.50000000|[2385, 0, 0, 149]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      30|[-0.1648905871467494, -0.1051833868312582, -0.1137506464274913, -0.1393652673555988, -0.1547341804009209, -0.140637371719419, -0.1144072218993821, -0.1543296837664683, -0.2540253389118913, -0.2873292371107962, -0.3224511550772707, -0.3612685095168803, -0.3889490121784125, -0.3939200405005698, -0.4444086894347227, -0.4661546353562488, -0.4663245450576929, -0.5048560325699964, -0.5312820934589234, -0.5428570310433871, -0.5732827704384535, -0.6029424636979708, -0.6164141146191382, -0.6687264186820244, -0.6798146848547733, -0.6805647913011508, -0.7139452033287548, -0.748665526524373, -0.744622323912629, -0.7263292477329027, -0.8269915518786585, -0.8479094347352937, -0.8605236017346266, -0.9195832251522593, -0.8619436695167899, -0.8295432993054321, -0.9377535878748741, -0.9803815562011449, -0.9874154099011976, -1.0140391546149383, -1.0416906276258087, -1.0843550116185372, -1.1361533977326577, -1.1203886901383933, -1.083336077275014, -1.1248897665475424, -1.1495914755158738, -1.168772535468322, -1.2064243359925595, -1.1891238203332433, -1.2362231593769344, -1.250830059544676, -1.261502314421502, -1.3009062908290017, -1.3003848817871053, -1.3086718268435769, -1.3289041300637428, -1.3510549399599263, -1.3702530559869517, -1.28603333765399, -1.2489321490912164, -1.4097359817861161, -1.415405860543333, -1.425390148563787, -1.4688914498515986, -1.4584255888353574, -1.4863694774306022, -1.4922564224444888, -1.5290312874823737, -1.5124903862475325, -1.5672051046595274, -1.5456056547778776, -1.5548749691314503, -1.5950363504578335, -1.6215649991782435, -1.6126001658177986, -1.6283666490453264, -1.6589772613909233, -1.6945137527207925, -1.7003042642990998, -1.6789394279071883, -1.7186846396969546, -1.7138978079470617, -1.7568840862952664, -1.755435040521102, -1.7788917966993452, -1.8168453890512297, -1.7932608942932722, -1.772048075054855, -1.8083480855588057, -1.7997531786334358, -1.823118861932293, -1.8332577349465629, -1.843372778640105, -1.845455792478795, -1.8920449317452106, -1.8653932432756215, -1.913779885724543, -1.9096392019453676, -1.373073170867066]| 98.2155075073242188|      0.25000000|[2497, 0, 0, 156]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[-0.1657374975535847, -0.1064537524997189, -0.115444467241162, -0.1414825433144796, -0.1572749117378424, -0.1436015579687198, -0.1177948635267236, -0.1581407803061892, -0.2582598908296528, -0.2919872441737678, -0.3275326177511136, -0.3667734268702719, -0.3948773846770142, -0.4002718686100428, -0.4511839726894057, -0.4733533737561419, -0.4739467381371347, -0.5129016807946483, -0.5397511972944465, -0.5517495904897816, -0.5825987845643967, -0.6126819334347853, -0.626577039966824, -0.679312798709259, -0.6908245195615565, -0.6919980816188054, -0.7258019483259581, -0.7609457271324477, -0.7573259801315749, -0.7394563586313975, -0.8405421183880245, -0.8618834559242085, -0.8749210785344127, -0.9344041575629167, -0.8771880556756735, -0.8452111420065096, -0.9538448843241777, -0.996896310123965, -1.0043536175722438, -1.0314008160342107, -1.0594757465185975, -1.1025635842595523, -1.154785425984544, -1.139444174001151, -1.102815016748643, -1.1447921597693975, -1.1699173262112454, -1.1895218399119198, -1.2275970960470286, -1.2107200359985837, -1.258242828790501, -1.2732731845691139, -1.2843688950568113, -1.3241963270751822, -1.324098371781512, -1.3328087743115, -1.353464531279892, -1.376038796786947, -1.3956603684248436, -1.3118641038401082, -1.2751863708882059, -1.4364136573313318, -1.4425069935620651, -1.4529147353307452, -1.4968394922294281, -1.4867970868240583, -1.5151644310301744, -1.521474829792287, -1.5586731523036885, -1.5425557048170735, -1.5976938769772946, -1.5765178845691612, -1.5862106545336052, -1.605701755999492, -1.6537475920768507, -1.6452062161899224, -1.6613961568909665, -1.6924302229847896, -1.728390168062885, -1.7346041333894184, -1.7136627507457332, -1.753831420009016, -1.7494680457326395, -1.7928777778290703, -1.7918521858031322, -1.8157323994548917, -1.8541094455550025, -1.830948404545271, -1.8204974088120172, -1.8468825107578375, -1.8387110575806938, -1.862500194627777, -1.8730625213902732, -1.8836010188320416, -1.8861074938695384, -1.93312008688418, -1.906891852162817, -1.9557019483599647, -1.9519847220543058, -1.4158421447242304]| 98.2016372680664062|      0.50000000|[2545, 0, 0, 159]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      32|[-0.1657374975535847, -0.1064537524997189, -0.115444467241162, -0.1414825433144796, -0.1572749117378424, -0.1436015579687198, -0.1177948635267236, -0.1581407803061892, -0.2582598908296528, -0.2919872441737678, -0.3275326177511136, -0.3667734268702719, -0.3948773846770142, -0.4002718686100428, -0.4511839726894057, -0.4733533737561419, -0.4739467381371347, -0.5129016807946483, -0.5397511972944465, -0.5517495904897816, -0.5825987845643967, -0.6126819334347853, -0.626577039966824, -0.679312798709259, -0.6908245195615565, -0.6919980816188054, -0.7258019483259581, -0.7609457271324477, -0.7573259801315749, -0.7394563586313975, -0.8405421183880245, -0.8618834559242085, -0.8749210785344127, -0.9344041575629167, -0.8771880556756735, -0.8452111420065096, -0.9538448843241777, -0.996896310123965, -1.0043536175722438, -1.0314008160342107, -1.0594757465185975, -1.1025635842595523, -1.154785425984544, -1.139444174001151, -1.102815016748643, -1.1447921597693975, -1.1699173262112454, -1.1895218399119198, -1.2275970960470286, -1.2107200359985837, -1.258242828790501, -1.2732731845691139, -1.2843688950568113, -1.3241963270751822, -1.324098371781512, -1.3328087743115, -1.353464531279892, -1.376038796786947, -1.3956603684248436, -1.3118641038401082, -1.2751863708882059, -1.4364136573313318, -1.4425069935620651, -1.4529147353307452, -1.4968394922294281, -1.4867970868240583, -1.5151644310301744, -1.521474829792287, -1.5586731523036885, -1.5425557048170735, -1.5976938769772946, -1.5765178845691612, -1.5862106545336052, -1.605701755999492, -1.6537475920768507, -1.6452062161899224, -1.6613961568909665, -1.6924302229847896, -1.728390168062885, -1.7346041333894184, -1.7136627507457332, -1.753831420009016, -1.7494680457326395, -1.7928777778290703, -1.7918521858031322, -1.8157323994548917, -1.8541094455550025, -1.830948404545271, -1.8204974088120172, -1.8468825107578375, -1.8387110575806938, -1.862500194627777, -1.8730625213902732, -1.8836010188320416, -1.8861074938695384, -1.93312008688418, -1.906891852162817, -1.9557019483599647, -1.9519847220543058, -1.4158421447242304]| 98.2016372680664062|      0.25000000|[2657, 0, 0, 166]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      33|[-0.1657374975535847, -0.1064537524997189, -0.115444467241162, -0.1414825433144796, -0.1572749117378424, -0.1436015579687198, -0.1177948635267236, -0.1581407803061892, -0.2582598908296528, -0.2919872441737678, -0.3275326177511136, -0.3667734268702719, -0.3948773846770142, -0.4002718686100428, -0.4511839726894057, -0.4733533737561419, -0.4739467381371347, -0.5129016807946483, -0.5397511972944465, -0.5517495904897816, -0.5825987845643967, -0.6126819334347853, -0.626577039966824, -0.679312798709259, -0.6908245195615565, -0.6919980816188054, -0.7258019483259581, -0.7609457271324477, -0.7573259801315749, -0.7394563586313975, -0.8405421183880245, -0.8618834559242085, -0.8749210785344127, -0.9344041575629167, -0.8771880556756735, -0.8452111420065096, -0.9538448843241777, -0.996896310123965, -1.0043536175722438, -1.0314008160342107, -1.0594757465185975, -1.1025635842595523, -1.154785425984544, -1.139444174001151, -1.102815016748643, -1.1447921597693975, -1.1699173262112454, -1.1895218399119198, -1.2275970960470286, -1.2107200359985837, -1.258242828790501, -1.2732731845691139, -1.2843688950568113, -1.3241963270751822, -1.324098371781512, -1.3328087743115, -1.353464531279892, -1.376038796786947, -1.3956603684248436, -1.3118641038401082, -1.2751863708882059, -1.4364136573313318, -1.4425069935620651, -1.4529147353307452, -1.4968394922294281, -1.4867970868240583, -1.5151644310301744, -1.521474829792287, -1.5586731523036885, -1.5425557048170735, -1.5976938769772946, -1.5765178845691612, -1.5862106545336052, -1.605701755999492, -1.6537475920768507, -1.6452062161899224, -1.6613961568909665, -1.6924302229847896, -1.728390168062885, -1.7346041333894184, -1.7136627507457332, -1.753831420009016, -1.7494680457326395, -1.7928777778290703, -1.7918521858031322, -1.8157323994548917, -1.8541094455550025, -1.830948404545271, -1.8204974088120172, -1.8468825107578375, -1.8387110575806938, -1.862500194627777, -1.8730625213902732, -1.8836010188320416, -1.8861074938695384, -1.93312008688418, -1.906891852162817, -1.9557019483599647, -1.9519847220543058, -1.4158421447242304]| 98.2016372680664062|      0.12500000|[2769, 0, 0, 173]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
