k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2111868262290955, 0.0883813723921776, -0.2306648045778275, 0.4091905355453491, -0.1088522374629974, 0.0524099543690681, -0.1903152465820312, 0.3371392488479614, 0.1691189855337143, 0.0423129573464394, 0.252195417881012, 0.1636687219142914, -0.1198293939232826, 0.0954672917723656, -0.0954813733696938, -0.2840315997600555, -0.433623731136322, 0.1099281907081604, 0.0136716738343239, -0.191796287894249, -0.0244953185319901, 0.1551349461078644]| 14.1067180633544922|      2.00000000|[39, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      12|[-3.6184439286589622, -3.8985490873456, 0.9491374418139458, 6.0288793835788965, -7.025362938642502, 2.66030365973711, -4.644475415349007, 0.6039906349033117, 0.5973505079746246, -1.054651640355587, -1.9371228478848934, -0.3052485845983028, 0.6760808527469635, 1.496508464217186, -3.329107381403446, 4.385073807090521, -1.5144123435020447, -2.6612975671887398, 0.7879830487072468, 1.8124573603272438, -1.4498358517885208, -0.947826306161005]| 12.1305961608886719|     16.00000000|[457, 0, 0, 12]                                                            | | GPS sucess | actual_k=0
      13|[-7.769768200814724, -1.9895672872662544, 1.515500120818615, 9.07521722652018, 0.7068400681018829, 7.638233728706837, -8.068613961338997, 1.8927347268909216, -0.2609842717647552, -1.4548921212553978, 3.6997546888887882, 2.751478347927332, 2.0546882450580597, 1.571603663265705, -4.458629585802555, 6.636595632880926, -1.6729564368724823, -0.6142983511090279, 5.989934075623751, 2.1092727556824684, -2.5062220841646194, -0.7342864822712727]| 12.1212730407714844|     32.00000000|[495, 0, 0, 13]                                                            | | GPS sucess | actual_k=0
      14|[-7.769768200814724, -1.9895672872662544, 1.515500120818615, 9.07521722652018, 0.7068400681018829, 7.638233728706837, -8.068613961338997, 1.8927347268909216, -0.2609842717647552, -1.4548921212553978, 3.6997546888887882, 2.751478347927332, 2.0546882450580597, 1.571603663265705, -4.458629585802555, 6.636595632880926, -1.6729564368724823, -0.6142983511090279, 5.989934075623751, 2.1092727556824684, -2.5062220841646194, -0.7342864822712727]| 12.1212730407714844|     16.00000000|[533, 0, 0, 14]                                                            |  | used linear model with 39 points | actual_k=0
      15|[-7.769768200814724, -1.9895672872662544, 1.515500120818615, 9.07521722652018, 0.7068400681018829, 7.638233728706837, -8.068613961338997, 1.8927347268909216, -0.2609842717647552, -1.4548921212553978, 3.6997546888887882, 2.751478347927332, 2.0546882450580597, 1.571603663265705, -4.458629585802555, 6.636595632880926, -1.6729564368724823, -0.6142983511090279, 5.989934075623751, 2.1092727556824684, -2.5062220841646194, -0.7342864822712727]| 12.1212730407714844|      8.00000000|[571, 0, 0, 15]                                                            |  | used linear model with 39 points | actual_k=0
      16|[-9.325373135507107, -3.0437123849987984, 1.574861865490675, 10.50050793029368, 2.0528402626514435, 6.711099751293659, -8.080582433380187, -1.6260478887706995, 0.4424879848957062, -2.0670151337981224, 1.8784689642488956, 3.7624758817255497, 2.0964925810694695, 0.5305509641766548, -5.704861022531986, 5.538472916930914, -3.402813047170639, -0.4683568701148033, 1.5985990650951862, 3.8801489248871803, -3.491420164704323, 1.2499641824397258]| 12.1191902160644531|     16.00000000|[609, 0, 0, 16]                                                            | | GPS sucess | actual_k=0
      17|[-10.540528140962124, -4.709006793797016, 5.979745727032423, 10.585399197414517, -2.325677841901779, 6.970035947859287, -5.897459083236754, -0.4605707321316004, 4.448393136262894, 2.16714958101511, -1.7903900407254696, -0.9514480493962765, 2.2678258791565895, -2.7098035737872124, -3.254820443689823, 9.107707526534796, 0.3272387087345123, 0.0198656097054482, 8.014987576752901, 3.293174125254154, -2.4465919882059097, -4.893337304529268]| 12.1151304244995117|     32.00000000|[647, 0, 0, 17]                                                            | | GPS sucess | actual_k=0
      18|[-10.540528140962124, -4.709006793797016, 5.979745727032423, 10.585399197414517, -2.325677841901779, 6.970035947859287, -5.897459083236754, -0.4605707321316004, 4.448393136262894, 2.16714958101511, -1.7903900407254696, -0.9514480493962765, 2.2678258791565895, -2.7098035737872124, -3.254820443689823, 9.107707526534796, 0.3272387087345123, 0.0198656097054482, 8.014987576752901, 3.293174125254154, -2.4465919882059097, -4.893337304529268]| 12.1151304244995117|     16.00000000|[685, 0, 0, 18]                                                            |  | used linear model with 39 points | actual_k=0
      19|[-13.491781316697598, -1.4385635927319527, 5.408905785530806, 12.93257956393063, -1.7145101130008698, 7.956693090498447, -4.049192839302123, 0.8310213889926672, 6.158248215913773, 0.8361049070954323, -5.481802728027105, 0.1585859395563602, -4.470367155969143, 2.9266986921429634, -2.0104512944817543, 9.453270580619574, -4.029595702886581, -3.6566404327750206, 4.412975896149874, 2.6465034261345863, -2.377441421151161, -1.4642105650273152]| 12.1073398590087891|     32.00000000|[723, 0, 0, 19]                                                            | | GPS sucess | actual_k=0
      20|[-22.50836857408285, -11.911975152790546, 14.550731461495161, 18.898773239925504, 4.942668288946152, 9.112679280340672, -6.786276035942137, -2.098403612151742, 16.929371148347855, -4.873851738870144, 0.0839931704103947, -2.37159189209342, -6.204222165048122, -1.305284969508648, -8.631260849535465, -4.05993590131402, -6.8471971452236176, -8.544080637395382, 0.6310416348278522, 11.516611076891422, -0.0826444774866104, -10.387963349756319]| 12.0850639343261719|     64.00000000|[761, 0, 0, 20]                                                            | | GPS sucess | actual_k=0
      21|[-22.50836857408285, -11.911975152790546, 14.550731461495161, 18.898773239925504, 4.942668288946152, 9.112679280340672, -6.786276035942137, -2.098403612151742, 16.929371148347855, -4.873851738870144, 0.0839931704103947, -2.37159189209342, -6.204222165048122, -1.305284969508648, -8.631260849535465, -4.05993590131402, -6.8471971452236176, -8.544080637395382, 0.6310416348278522, 11.516611076891422, -0.0826444774866104, -10.387963349756319]| 12.0850639343261719|     32.00000000|[799, 0, 0, 21]                                                            |  | used linear model with 39 points | actual_k=0
      22|[-22.50836857408285, -11.911975152790546, 14.550731461495161, 18.898773239925504, 4.942668288946152, 9.112679280340672, -6.786276035942137, -2.098403612151742, 16.929371148347855, -4.873851738870144, 0.0839931704103947, -2.37159189209342, -6.204222165048122, -1.305284969508648, -8.631260849535465, -4.05993590131402, -6.8471971452236176, -8.544080637395382, 0.6310416348278522, 11.516611076891422, -0.0826444774866104, -10.387963349756319]| 12.0850639343261719|     16.00000000|[837, 0, 0, 22]                                                            |  | used linear model with 39 points | actual_k=0
      23|[-21.557611964643, -15.860737808048725, 10.700892012566328, 19.395290719345212, 7.15729746222496, 10.53410366922617, -3.188213520683348, 1.0307391490787268, 12.416351586580276, -7.129820786416531, -0.9412294887006283, -2.3101345114409924, -10.586699448525906, -2.793892852962017, -4.5246257558465, 0.1345249675214291, -7.484377354383469, -5.689155004918575, -9.067475210875273, 10.985270418226719, -0.6385191231966019, -9.546608920034487]| 12.0821161270141602|     32.00000000|[875, 0, 0, 23]                                                            | | GPS sucess | actual_k=0
      24|[-21.557611964643, -15.860737808048725, 10.700892012566328, 19.395290719345212, 7.15729746222496, 10.53410366922617, -3.188213520683348, 1.0307391490787268, 12.416351586580276, -7.129820786416531, -0.9412294887006283, -2.3101345114409924, -10.586699448525906, -2.793892852962017, -4.5246257558465, 0.1345249675214291, -7.484377354383469, -5.689155004918575, -9.067475210875273, 10.985270418226719, -0.6385191231966019, -9.546608920034487]| 12.0821161270141602|     16.00000000|[913, 0, 0, 24]                                                            |  | used linear model with 39 points | actual_k=0
      25|[-21.557611964643, -15.860737808048725, 10.700892012566328, 19.395290719345212, 7.15729746222496, 10.53410366922617, -3.188213520683348, 1.0307391490787268, 12.416351586580276, -7.129820786416531, -0.9412294887006283, -2.3101345114409924, -10.586699448525906, -2.793892852962017, -4.5246257558465, 0.1345249675214291, -7.484377354383469, -5.689155004918575, -9.067475210875273, 10.985270418226719, -0.6385191231966019, -9.546608920034487]| 12.0821161270141602|      8.00000000|[951, 0, 0, 25]                                                            |  | used linear model with 39 points | actual_k=0
      26|[-22.053827218711376, -18.50319505482912, 10.824369493871927, 19.729876892641187, 7.175792887806892, 12.428453959524632, -2.6215502554550767, 0.589928051456809, 12.722351044416428, -5.563393913209438, -2.3997607491910458, -1.8131625764071941, -12.289083443582058, -2.4937295243144035, -9.103020168840885, -1.2951642014086246, -4.491708487272263, -6.779580496251583, -10.030099164694548, 11.466003276407719, -2.500346139073372, -7.133940930303652]| 12.0752248764038086|     16.00000000|[989, 0, 0, 26]                                                            | | GPS sucess | actual_k=0
      27|[-26.966515950858593, -20.34705699235201, 14.726462665945292, 22.912584202364087, 7.740071073174477, 12.962460495531559, -5.028558188118041, -5.146383861079812, 10.249290436506271, 0.8349539414048195, 0.9494714476168156, -0.5497782342135906, -10.84963234513998, -4.331222347915173, -11.17715809494257, 0.5456081889569759, -4.792983382940292, -10.550005577504635, -11.697854530066252, 12.390270985662937, -6.678899243474007, -1.1838219117489643]| 12.0700483322143555|     32.00000000|[1027, 0, 0, 27]                                                           | | GPS sucess | actual_k=0
      28|[-26.966515950858593, -20.34705699235201, 14.726462665945292, 22.912584202364087, 7.740071073174477, 12.962460495531559, -5.028558188118041, -5.146383861079812, 10.249290436506271, 0.8349539414048195, 0.9494714476168156, -0.5497782342135906, -10.84963234513998, -4.331222347915173, -11.17715809494257, 0.5456081889569759, -4.792983382940292, -10.550005577504635, -11.697854530066252, 12.390270985662937, -6.678899243474007, -1.1838219117489643]| 12.0700483322143555|     16.00000000|[1065, 0, 0, 28]                                                           |  | used linear model with 39 points | actual_k=0
      29|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|     32.00000000|[1103, 0, 0, 29]                                                           | | GPS sucess | actual_k=0
      30|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|     16.00000000|[1141, 0, 0, 30]                                                           |  | used linear model with 39 points | actual_k=0
      31|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|      8.00000000|[1179, 0, 0, 31]                                                           |  | used linear model with 39 points | actual_k=0
      32|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|      4.00000000|[1217, 0, 0, 32]                                                           |  | used linear model with 39 points | actual_k=0
      33|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|      2.00000000|[1255, 0, 0, 33]                                                           |  | used linear model with 39 points | actual_k=0
      34|[-30.983507089316845, -25.60566485673189, 10.863376203924417, 27.29088153131306, 7.024429574608803, 15.006551243364811, 1.7224589055404067, -4.221709171310067, 8.854798525571823, 3.438001073896885, -2.3819988034665585, 1.198933470994234, -11.069344528019428, 1.6894046738743782, -6.853583075106144, 0.5265602823346853, -8.129366010427475, -10.90179293602705, -8.431596767157316, 15.320085562765598, -6.702470503747463, -3.583333964284975]| 12.0478076934814453|      1.00000000|[1293, 0, 0, 34]                                                           |  | used linear model with 39 points | actual_k=0
      35|[-31.043063651770353, -25.716675512492657, 10.821916811168194, 27.33339791558683, 6.881699353456497, 15.309404380619526, 1.4453803664073348, -4.344165788963437, 9.08095607161522, 3.614949591457844, -2.762443657964468, 1.2002314715646207, -11.047887222841382, 1.7629572302103043, -6.663698740303516, 0.5545832552015781, -8.408676713705063, -10.760950736701488, -8.510244984179735, 15.491230331361294, -6.330861501395702, -3.9477315794792958]| 12.0474519729614258|      2.00000000|[1331, 0, 0, 35]                                                           | | GPS sucess | actual_k=0
      36|[-31.043063651770353, -25.716675512492657, 10.821916811168194, 27.33339791558683, 6.881699353456497, 15.309404380619526, 1.4453803664073348, -4.344165788963437, 9.08095607161522, 3.614949591457844, -2.762443657964468, 1.2002314715646207, -11.047887222841382, 1.7629572302103043, -6.663698740303516, 0.5545832552015781, -8.408676713705063, -10.760950736701488, -8.510244984179735, 15.491230331361294, -6.330861501395702, -3.9477315794792958]| 12.0474519729614258|      1.00000000|[1369, 0, 0, 36]                                                           |  | used linear model with 39 points | actual_k=0
      37|[-31.247937735170126, -25.81983282417059, 10.436711065471172, 27.55901757441461, 7.0097900331020355, 15.377232030034065, 0.986803806386888, -4.223353045061231, 8.780815839767456, 3.931288219988346, -2.721965316683054, 1.3178787394426763, -10.744572000578046, 1.746031329035759, -6.755019806325436, 0.476186778396368, -8.368551131337881, -10.563828609883785, -8.802648264914751, 15.480418039485812, -6.537255011498928, -3.9124099042383023]| 12.0469570159912109|      2.00000000|[1407, 0, 0, 37]                                                           | | GPS sucess | actual_k=0
      38|[-31.23638495989144, -26.171243958175182, 10.419193282723427, 27.579693220555782, 7.115722380578518, 15.375806272611953, -0.0099563235417008, -4.0668954718858, 8.630540028214455, 4.201542742550373, -3.0886204577982426, 1.8010073169134557, -10.48048316128552, 1.4525123089551926, -6.531288526952267, 0.7875728271901608, -9.004846032708883, -10.935342125594616, -9.103495854884386, 15.214665753766894, -5.639751575887203, -4.259141328569967]| 12.0467386245727539|      4.00000000|[1445, 0, 0, 38]                                                           | | GPS sucess | actual_k=0
      39|[-31.625150920823216, -26.430541269481182, 10.41707981727086, 27.957022212445736, 6.548220716416836, 14.762401998625137, 0.7743548518046737, -4.293699832633138, 7.915655329823494, 4.2219729498028755, -4.809700522571802, 2.094040976371616, -9.979836570098996, 1.1134187430143356, -6.620482690632343, 0.0247788690030575, -7.980943974107504, -12.730090789496899, -7.916103381663561, 16.195143027231097, -5.8524715676903725, -3.997477832075674]| 12.0464611053466797|      8.00000000|[1483, 0, 0, 39]                                                           | | GPS sucess | actual_k=0
      40|[-31.830566437914968, -28.238781087100506, 8.297063003992662, 28.50000187009573, 3.674915634095669, 13.885981560335495, 3.213982022367418, -5.465329738333821, 6.329839184880257, 4.3158449456095695, -5.318110559135675, 2.956044243182987, -10.9948078263551, -2.1105755120515823, -5.823488600552082, -0.6206930615007877, -11.07363110408187, -13.107362113893032, -7.81690127030015, 17.930653853341937, -4.604019500315189, -6.757654013868887]| 12.0450458526611328|     16.00000000|[1521, 0, 0, 40]                                                           | | GPS sucess | actual_k=0
      41|[-33.480888755992055, -26.29713451117277, 9.5863726248499, 29.463927291333675, 3.655035087838769, 12.472085714922287, -5.248018824495375, -1.0353661496192217, 10.389346554875374, 6.276626758277416, -3.9803939796984196, 3.0456727682612836, -16.94440613873303, 0.1400226801633835, -0.1452974155545235, -4.352033708244562, -13.61343651637435, -10.133402191102505, -9.436773840337992, 17.681956423446536, -6.188480593264103, -4.257160725828726]| 12.0417232513427734|     32.00000000|[1559, 0, 0, 41]                                                           | | GPS sucess | actual_k=0
      42|[-33.480888755992055, -26.29713451117277, 9.5863726248499, 29.463927291333675, 3.655035087838769, 12.472085714922287, -5.248018824495375, -1.0353661496192217, 10.389346554875374, 6.276626758277416, -3.9803939796984196, 3.0456727682612836, -16.94440613873303, 0.1400226801633835, -0.1452974155545235, -4.352033708244562, -13.61343651637435, -10.133402191102505, -9.436773840337992, 17.681956423446536, -6.188480593264103, -4.257160725828726]| 12.0417232513427734|     16.00000000|[1597, 0, 0, 42]                                                           |  | used linear model with 39 points | actual_k=0
      43|[-33.480888755992055, -26.29713451117277, 9.5863726248499, 29.463927291333675, 3.655035087838769, 12.472085714922287, -5.248018824495375, -1.0353661496192217, 10.389346554875374, 6.276626758277416, -3.9803939796984196, 3.0456727682612836, -16.94440613873303, 0.1400226801633835, -0.1452974155545235, -4.352033708244562, -13.61343651637435, -10.133402191102505, -9.436773840337992, 17.681956423446536, -6.188480593264103, -4.257160725828726]| 12.0417232513427734|      8.00000000|[1635, 0, 0, 43]                                                           |  | used linear model with 39 points | actual_k=0
      44|[-36.907182367518544, -24.761613242328167, 8.689938615774736, 32.27845933288336, 2.8864338491111994, 13.587364912615158, -8.824198805727065, -2.0773631054908037, 8.634048655629158, 6.080647088587284, -4.149559173732996, 4.031641536857933, -18.691963540390134, -2.107825353741646, 0.359234981238842, -4.263102900236845, -12.376773651689291, -9.704669587314129, -11.156189028173685, 16.997197164222598, -7.247679688036442, -6.1782683756318875]| 12.0353174209594727|     16.00000000|[1673, 0, 0, 44]                                                           | | GPS sucess | actual_k=0
      45|[-36.907182367518544, -24.761613242328167, 8.689938615774736, 32.27845933288336, 2.8864338491111994, 13.587364912615158, -8.824198805727065, -2.0773631054908037, 8.634048655629158, 6.080647088587284, -4.149559173732996, 4.031641536857933, -18.691963540390134, -2.107825353741646, 0.359234981238842, -4.263102900236845, -12.376773651689291, -9.704669587314129, -11.156189028173685, 16.997197164222598, -7.247679688036442, -6.1782683756318875]| 12.0353174209594727|      8.00000000|[1711, 0, 0, 45]                                                           |  | used linear model with 39 points | actual_k=0
      46|[-38.24924388714135, -28.22439204901457, 6.589639018988237, 33.85750987380743, 3.2895060274749994, 12.677342713461258, -7.93625518027693, -3.866226287558675, 8.125730350613594, 5.948981903493404, -2.5362481214106083, 5.060905629303306, -17.940874146297574, 0.9717008322477341, 3.3212141320109367, -3.3373467437922955, -13.44227259978652, -9.823391653597355, -10.187233094125986, 16.426456226035953, -8.8580876365304, -6.302138554689009]| 12.0295095443725586|     16.00000000|[1749, 0, 0, 46]                                                           | | GPS sucess | actual_k=0
      47|[-38.24924388714135, -28.22439204901457, 6.589639018988237, 33.85750987380743, 3.2895060274749994, 12.677342713461258, -7.93625518027693, -3.866226287558675, 8.125730350613594, 5.948981903493404, -2.5362481214106083, 5.060905629303306, -17.940874146297574, 0.9717008322477341, 3.3212141320109367, -3.3373467437922955, -13.44227259978652, -9.823391653597355, -10.187233094125986, 16.426456226035953, -8.8580876365304, -6.302138554689009]| 12.0295095443725586|      8.00000000|[1787, 0, 0, 47]                                                           |  | used linear model with 39 points | actual_k=0
      48|[-39.78284695930779, -26.20712148398161, 6.094155382132158, 35.07951333373785, 6.29666812159121, 13.3596194392303, -9.475060069002211, -5.566847892478108, 5.22039420902729, 4.100680373609066, -2.498261295258999, 3.337957316543907, -19.62527792342007, 1.8691661804914474, 4.9193345829844475, -4.898994993418455, -12.951366748660803, -9.307897366583347, -11.692554000765085, 15.197194112464786, -11.40247593075037, -5.196903812524397]| 12.0279798507690430|     16.00000000|[1825, 0, 0, 48]                                                           | | GPS sucess | actual_k=0
      49|[-39.78284695930779, -26.20712148398161, 6.094155382132158, 35.07951333373785, 6.29666812159121, 13.3596194392303, -9.475060069002211, -5.566847892478108, 5.22039420902729, 4.100680373609066, -2.498261295258999, 3.337957316543907, -19.62527792342007, 1.8691661804914474, 4.9193345829844475, -4.898994993418455, -12.951366748660803, -9.307897366583347, -11.692554000765085, 15.197194112464786, -11.40247593075037, -5.196903812524397]| 12.0279798507690430|      8.00000000|[1863, 0, 0, 49]                                                           |  | used linear model with 39 points | actual_k=0
      50|[-40.540972324088216, -28.52472745627165, 7.136694382643327, 35.56480174511671, 7.269560227170587, 10.42438322363887, -11.113977515138686, -5.25833791680634, 3.8126275092363358, 7.884364865720272, -2.4128854870796204, 3.187818133737892, -19.623912634677254, 4.218095108866692, 5.1966178342700005, -5.6366514675319195, -16.012847270816565, -9.46176702529192, -12.309984985738993, 13.74658347479999, -13.13687465339899, -7.256735193368513]| 12.0240430831909180|     16.00000000|[1901, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
