k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3053155243396759, 0.2044022530317307, -0.2865954041481018, 0.3210058212280273, 0.0614359863102436, 0.0777925476431847, -0.0057194684632123, 0.3806132674217224, 0.1569733172655106, -0.1382146775722504, -0.108958937227726, 0.1614927798509598, 0.1269319355487823, -0.0926131531596184, -0.2690267562866211, 0.398438572883606, 0.144815132021904, 0.1238501369953156, 0.0425032526254654, 0.1048882082104683, 0.1591113060712814, 0.1786282062530518]| 14.1316442489624023|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
      12|[-1.492460015695542, -19.13347716629505, 1.1239403188228607, 5.472203843295574, -4.299321424216032, 13.704268001019955, -4.927039221394807, 7.001725286245346, -9.25165031850338, 6.51352458819747, 10.435169346630573, -18.927015330642462, 2.5446244329214096, 3.2103786692023277, -4.648236468434334, -4.716910690069199, -1.3577612852677703, 4.07413774728775, 8.895673227962106, 12.87982617970556, -17.800763711333275, 5.568924050778151]| 12.1245155334472656|     64.00000000|[673, 96, 0, 12]                                                           | | GPS sucess | actual_k=8
      13|[-1.492460015695542, -19.13347716629505, 1.1239403188228607, 5.472203843295574, -4.299321424216032, 13.704268001019955, -4.927039221394807, 7.001725286245346, -9.25165031850338, 6.51352458819747, 10.435169346630573, -18.927015330642462, 2.5446244329214096, 3.2103786692023277, -4.648236468434334, -4.716910690069199, -1.3577612852677703, 4.07413774728775, 8.895673227962106, 12.87982617970556, -17.800763711333275, 5.568924050778151]| 12.1245155334472656|     32.00000000|[729, 104, 0, 13]                                                          |  | used linear model with 65 points | actual_k=8
      14|[-1.492460015695542, -19.13347716629505, 1.1239403188228607, 5.472203843295574, -4.299321424216032, 13.704268001019955, -4.927039221394807, 7.001725286245346, -9.25165031850338, 6.51352458819747, 10.435169346630573, -18.927015330642462, 2.5446244329214096, 3.2103786692023277, -4.648236468434334, -4.716910690069199, -1.3577612852677703, 4.07413774728775, 8.895673227962106, 12.87982617970556, -17.800763711333275, 5.568924050778151]| 12.1245155334472656|     16.00000000|[785, 112, 0, 14]                                                          |  | used linear model with 65 points | actual_k=8
      15|[-1.492460015695542, -19.13347716629505, 1.1239403188228607, 5.472203843295574, -4.299321424216032, 13.704268001019955, -4.927039221394807, 7.001725286245346, -9.25165031850338, 6.51352458819747, 10.435169346630573, -18.927015330642462, 2.5446244329214096, 3.2103786692023277, -4.648236468434334, -4.716910690069199, -1.3577612852677703, 4.07413774728775, 8.895673227962106, 12.87982617970556, -17.800763711333275, 5.568924050778151]| 12.1245155334472656|      8.00000000|[841, 120, 0, 15]                                                          |  | used linear model with 65 points | actual_k=8
      16|[-3.7041819128207862, -18.75021640956402, 3.0831222236156464, 6.848809950053692, -6.280536901205778, 14.897870682179928, -2.949512437451631, 9.156616777181625, -9.020637646317482, 5.496516760438681, 12.184268243610859, -18.699048902839422, 2.251921132206917, 1.8311555609107018, -2.0379404574632645, -4.900537401437759, -1.7689948892220855, 4.715537250041962, 8.21680743759498, 17.096576801501215, -20.29473339021206, 4.726704340428114]| 12.1195030212402344|     16.00000000|[897, 128, 0, 16]                                                          | | GPS sucess | actual_k=8
      17|[-4.838106993120164, -20.389783903956413, 3.659235805273056, 7.7667947337031364, -6.66357321664691, 15.575986586511135, -5.911427930463105, 12.598668426275253, -14.211480274796486, 0.9964681230485439, 6.227798230946064, -15.64680590853095, 8.900439217686653, -1.6214635148644447, -2.0485635176301003, -5.39486238360405, -5.347526392899454, 3.155765950679779, 9.522712302859873, 24.093308082781732, -17.63170276582241, 6.59672973677516]| 12.1163568496704102|     32.00000000|[953, 136, 0, 17]                                                          | | GPS sucess | actual_k=8
      18|[-3.2215797933749855, -23.202182576060295, 11.371688216924667, 5.205603651702404, -4.813601683825254, 3.4643351659178734, -6.0192333166487515, 11.265355318784714, -7.470718517899513, 1.2631951831281185, -6.462878458201885, -17.81003561243415, 20.085717156529427, 2.977579854428768, -10.696716822683811, -1.3523647487163544, -9.27210100647062, 2.236888885498047, -0.1088423007167876, 24.867301396094263, -19.48406158387661, -6.599784392863512]| 12.1163167953491211|     64.00000000|[1009, 144, 0, 18]                                                         | | GPS sucess | actual_k=8
      19|[-24.923478368204087, -16.07780723273754, 29.084205001592636, 18.59805303066969, -6.3440514318645, 14.570552550256252, -3.5145705644972622, -2.201583653688431, -24.918676510453224, 7.268717911094427, -0.9372231885790825, 4.044279191643, 33.44225783646107, 3.8595133647322655, -1.5070109739899635, 3.426911622285843, 10.265811362303793, 4.3266990184783936, -4.636384891811758, 20.034975460730493, -31.989916190505028, -16.436288375407457]| 12.0700902938842773|    128.00000000|[1065, 152, 0, 19]                                                         | | GPS sucess | actual_k=8
      20|[-24.923478368204087, -16.07780723273754, 29.084205001592636, 18.59805303066969, -6.3440514318645, 14.570552550256252, -3.5145705644972622, -2.201583653688431, -24.918676510453224, 7.268717911094427, -0.9372231885790825, 4.044279191643, 33.44225783646107, 3.8595133647322655, -1.5070109739899635, 3.426911622285843, 10.265811362303793, 4.3266990184783936, -4.636384891811758, 20.034975460730493, -31.989916190505028, -16.436288375407457]| 12.0700902938842773|     64.00000000|[1121, 160, 0, 20]                                                         |  | used linear model with 65 points | actual_k=8
      21|[-24.923478368204087, -16.07780723273754, 29.084205001592636, 18.59805303066969, -6.3440514318645, 14.570552550256252, -3.5145705644972622, -2.201583653688431, -24.918676510453224, 7.268717911094427, -0.9372231885790825, 4.044279191643, 33.44225783646107, 3.8595133647322655, -1.5070109739899635, 3.426911622285843, 10.265811362303793, 4.3266990184783936, -4.636384891811758, 20.034975460730493, -31.989916190505028, -16.436288375407457]| 12.0700902938842773|     32.00000000|[1177, 168, 0, 21]                                                         |  | used linear model with 65 points | actual_k=8
      22|[-24.923478368204087, -16.07780723273754, 29.084205001592636, 18.59805303066969, -6.3440514318645, 14.570552550256252, -3.5145705644972622, -2.201583653688431, -24.918676510453224, 7.268717911094427, -0.9372231885790825, 4.044279191643, 33.44225783646107, 3.8595133647322655, -1.5070109739899635, 3.426911622285843, 10.265811362303793, 4.3266990184783936, -4.636384891811758, 20.034975460730493, -31.989916190505028, -16.436288375407457]| 12.0700902938842773|     16.00000000|[1233, 176, 0, 22]                                                         |  | used linear model with 65 points | actual_k=8
      23|[-24.923478368204087, -16.07780723273754, 29.084205001592636, 18.59805303066969, -6.3440514318645, 14.570552550256252, -3.5145705644972622, -2.201583653688431, -24.918676510453224, 7.268717911094427, -0.9372231885790825, 4.044279191643, 33.44225783646107, 3.8595133647322655, -1.5070109739899635, 3.426911622285843, 10.265811362303793, 4.3266990184783936, -4.636384891811758, 20.034975460730493, -31.989916190505028, -16.436288375407457]| 12.0700902938842773|      8.00000000|[1289, 184, 0, 23]                                                         |  | used linear model with 65 points | actual_k=8
      24|[-26.679165366571397, -15.239947184920311, 31.611204713582993, 19.657453946769238, -7.02780831977725, 14.688795939087868, -3.2468087379820645, -5.658216267824173, -25.950496926903725, 7.420817267149687, -1.087609700858593, 2.4120239950716496, 37.1977004557848, 6.19723304361105, -0.4756925478577614, 3.2593786120414734, 8.526575245894492, 4.5601178258657455, -5.384497451130301, 21.37695353385061, -32.83063767850399, -16.527077306061983]| 12.0627737045288086|     16.00000000|[1345, 192, 0, 24]                                                         | | GPS sucess | actual_k=8
      25|[-30.669882777612656, -16.47927139699459, 32.03009548783302, 22.698372296988964, -0.1275807730853558, 20.56781329214573, -5.567790955770761, -10.655020028352737, -27.81226433813572, 0.3507293574512005, 0.182770200073719, 3.4056123830378056, 36.25757451355457, 9.074108444154263, 0.3674338087439537, 1.8702635169029236, 5.180981078185141, 6.562874421477318, -6.521275090519339, 17.309767655096948, -29.80062435567379, -14.447115529328585]| 12.0519647598266602|     32.00000000|[1401, 200, 0, 25]                                                         | | GPS sucess | actual_k=8
      26|[-30.669882777612656, -16.47927139699459, 32.03009548783302, 22.698372296988964, -0.1275807730853558, 20.56781329214573, -5.567790955770761, -10.655020028352737, -27.81226433813572, 0.3507293574512005, 0.182770200073719, 3.4056123830378056, 36.25757451355457, 9.074108444154263, 0.3674338087439537, 1.8702635169029236, 5.180981078185141, 6.562874421477318, -6.521275090519339, 17.309767655096948, -29.80062435567379, -14.447115529328585]| 12.0519647598266602|     16.00000000|[1457, 208, 0, 26]                                                         |  | used linear model with 65 points | actual_k=8
      27|[-30.669882777612656, -16.47927139699459, 32.03009548783302, 22.698372296988964, -0.1275807730853558, 20.56781329214573, -5.567790955770761, -10.655020028352737, -27.81226433813572, 0.3507293574512005, 0.182770200073719, 3.4056123830378056, 36.25757451355457, 9.074108444154263, 0.3674338087439537, 1.8702635169029236, 5.180981078185141, 6.562874421477318, -6.521275090519339, 17.309767655096948, -29.80062435567379, -14.447115529328585]| 12.0519647598266602|      8.00000000|[1513, 216, 0, 27]                                                         |  | used linear model with 65 points | actual_k=8
      28|[-32.501073125284165, -14.146346315741539, 29.26662102341652, 24.492700509727, -0.9063740484416485, 18.27115572988987, -6.246495277155191, -9.754131466150284, -27.999654725193977, -1.9804543145000935, 0.0456381365656853, 2.7513699866831303, 35.774337366223335, 5.93318947404623, -0.390174962580204, 2.330583304166794, 7.301831402815878, 7.361006245017052, -7.048251675907522, 18.92796843405813, -31.902920231223106, -13.356355655938387]| 12.0492362976074219|     16.00000000|[1569, 224, 0, 28]                                                         | | GPS sucess | actual_k=8
      29|[-32.501073125284165, -14.146346315741539, 29.26662102341652, 24.492700509727, -0.9063740484416485, 18.27115572988987, -6.246495277155191, -9.754131466150284, -27.999654725193977, -1.9804543145000935, 0.0456381365656853, 2.7513699866831303, 35.774337366223335, 5.93318947404623, -0.390174962580204, 2.330583304166794, 7.301831402815878, 7.361006245017052, -7.048251675907522, 18.92796843405813, -31.902920231223106, -13.356355655938387]| 12.0492362976074219|      8.00000000|[1625, 232, 0, 29]                                                         |  | used linear model with 65 points | actual_k=8
      30|[-32.513277142774314, -14.515725269913673, 30.610549241304398, 24.270451329648495, 0.4356991536915302, 20.02539385855198, -6.706815869081765, -7.552149921655655, -27.676562264561653, -1.0522608049213886, -1.286409206688404, 4.422698769718409, 34.80498619377613, 3.652103029191494, 0.9048861488699913, 3.18219855427742, 9.9669124269858, 2.7524123042821884, -5.802582072559744, 18.886746539734304, -29.817409977316856, -13.161923129111528]| 12.0489425659179688|     16.00000000|[1681, 240, 0, 30]                                                         | | GPS sucess | actual_k=8
      31|[-32.513277142774314, -14.515725269913673, 30.610549241304398, 24.270451329648495, 0.4356991536915302, 20.02539385855198, -6.706815869081765, -7.552149921655655, -27.676562264561653, -1.0522608049213886, -1.286409206688404, 4.422698769718409, 34.80498619377613, 3.652103029191494, 0.9048861488699913, 3.18219855427742, 9.9669124269858, 2.7524123042821884, -5.802582072559744, 18.886746539734304, -29.817409977316856, -13.161923129111528]| 12.0489425659179688|      8.00000000|[1737, 248, 0, 31]                                                         |  | used linear model with 65 points | actual_k=8
      32|[-34.56228646589443, -15.452961042523384, 32.1882943212986, 25.675315402448177, -1.5819268934428692, 17.603102818131447, -7.129300088156015, -6.886113256216049, -26.300938919186592, -2.3853803165256977, 0.9164983555674553, 3.588981721550226, 35.094099178910255, 4.212755940854549, -0.1607048287987709, 5.0598500072956085, 10.93680075649172, 3.2495467215776443, -4.540950464550406, 18.78911609109491, -33.84174631536007, -14.01221128180623]| 12.0430994033813477|     16.00000000|[1793, 256, 0, 32]                                                         | | GPS sucess | actual_k=8
      33|[-34.56228646589443, -15.452961042523384, 32.1882943212986, 25.675315402448177, -1.5819268934428692, 17.603102818131447, -7.129300088156015, -6.886113256216049, -26.300938919186592, -2.3853803165256977, 0.9164983555674553, 3.588981721550226, 35.094099178910255, 4.212755940854549, -0.1607048287987709, 5.0598500072956085, 10.93680075649172, 3.2495467215776443, -4.540950464550406, 18.78911609109491, -33.84174631536007, -14.01221128180623]| 12.0430994033813477|      8.00000000|[1849, 264, 0, 33]                                                         |  | used linear model with 65 points | actual_k=8
      34|[-34.56228646589443, -15.452961042523384, 32.1882943212986, 25.675315402448177, -1.5819268934428692, 17.603102818131447, -7.129300088156015, -6.886113256216049, -26.300938919186592, -2.3853803165256977, 0.9164983555674553, 3.588981721550226, 35.094099178910255, 4.212755940854549, -0.1607048287987709, 5.0598500072956085, 10.93680075649172, 3.2495467215776443, -4.540950464550406, 18.78911609109491, -33.84174631536007, -14.01221128180623]| 12.0430994033813477|      4.00000000|[1905, 272, 0, 34]                                                         |  | used linear model with 65 points | actual_k=8
      35|[-35.653216927777976, -14.377474501729012, 32.01026099920273, 26.505924068391323, -0.4919950477778912, 17.856257006525993, -7.066746712196618, -7.566574424505234, -25.876672461628914, -2.131951380521059, -0.034746415913105, 2.917768035084009, 35.10265990998596, 5.462385915219784, 0.9177922233939171, 5.173422075808048, 11.735558905638754, 4.102212145924568, -5.7541152709163725, 17.66650754865259, -33.22614686191082, -13.98112840950489]| 12.0412321090698242|      8.00000000|[1961, 280, 0, 35]                                                         | | GPS sucess | actual_k=8
      36|[-37.20243081403896, -11.594279482960701, 33.4208202958107, 27.294836841523647, -1.7925719730556011, 18.22870610654354, -7.734290957916528, -8.42189171910286, -23.066668465733528, -2.361366931349039, 2.580870620906353, 2.9226409257389605, 34.16674336697906, 4.803526483476162, 0.3555864915251732, 2.7750532403588295, 12.885691323317587, 3.4162705689668655, -7.3843172066845, 14.858033484779298, -32.93307013809681, -12.270418599247932]| 12.0393152236938477|     16.00000000|[2017, 288, 0, 36]                                                         | | GPS sucess | actual_k=8
      37|[-38.35945293260738, -13.513098552823067, 29.058742582798004, 29.055641256272793, -3.7255258075892925, 16.241124615073204, -6.639580488670617, -8.54323847591877, -22.77373279631138, -2.3128253407776356, 5.300671331584454, -3.1315096556209028, 40.419250576756895, 4.496863059699535, 1.3424372300505638, 0.7593524232506752, 15.433893837966025, -0.3091062754392624, -13.049394892994314, 19.667780227027833, -39.85903783142567, -14.45446415245533]| 12.0360603332519531|     32.00000000|[2073, 296, 0, 37]                                                         | | GPS sucess | actual_k=8
      38|[-38.35945293260738, -13.513098552823067, 29.058742582798004, 29.055641256272793, -3.7255258075892925, 16.241124615073204, -6.639580488670617, -8.54323847591877, -22.77373279631138, -2.3128253407776356, 5.300671331584454, -3.1315096556209028, 40.419250576756895, 4.496863059699535, 1.3424372300505638, 0.7593524232506752, 15.433893837966025, -0.3091062754392624, -13.049394892994314, 19.667780227027833, -39.85903783142567, -14.45446415245533]| 12.0360603332519531|     16.00000000|[2129, 304, 0, 38]                                                         |  | used linear model with 65 points | actual_k=8
      39|[-38.35945293260738, -13.513098552823067, 29.058742582798004, 29.055641256272793, -3.7255258075892925, 16.241124615073204, -6.639580488670617, -8.54323847591877, -22.77373279631138, -2.3128253407776356, 5.300671331584454, -3.1315096556209028, 40.419250576756895, 4.496863059699535, 1.3424372300505638, 0.7593524232506752, 15.433893837966025, -0.3091062754392624, -13.049394892994314, 19.667780227027833, -39.85903783142567, -14.45446415245533]| 12.0360603332519531|      8.00000000|[2185, 312, 0, 39]                                                         |  | used linear model with 65 points | actual_k=8
      40|[-40.90302225900814, -10.11462815105915, 28.106146931648254, 31.11733277887106, -1.5899674408137798, 15.274952575564384, -4.388828993309289, -9.54922540485859, -22.979981258511543, -2.656250763684511, 6.861637942492962, -3.18826257949695, 40.212936638854444, 3.7068990394473076, 3.631725989282131, 0.4877139404416084, 13.788142600096762, 2.2137676030397415, -15.819483088795096, 20.0681010549888, -39.59523548185825, -14.11950509250164]| 12.0357904434204102|     16.00000000|[2241, 320, 0, 40]                                                         | | GPS sucess | actual_k=8
      41|[-40.90302225900814, -10.11462815105915, 28.106146931648254, 31.11733277887106, -1.5899674408137798, 15.274952575564384, -4.388828993309289, -9.54922540485859, -22.979981258511543, -2.656250763684511, 6.861637942492962, -3.18826257949695, 40.212936638854444, 3.7068990394473076, 3.631725989282131, 0.4877139404416084, 13.788142600096762, 2.2137676030397415, -15.819483088795096, 20.0681010549888, -39.59523548185825, -14.11950509250164]| 12.0357904434204102|      8.00000000|[2297, 328, 0, 41]                                                         |  | used linear model with 65 points | actual_k=8
      42|[-42.03682193113491, -9.870535477995872, 26.36194407939911, 32.257080756127834, -1.2677643410861492, 18.030801460146904, -1.2130084042437375, -10.893696382641792, -19.31663902103901, -3.462506104260683, 8.088942877948284, -2.298471388872713, 40.080399735830724, 5.441956035792828, 4.204578839242458, 1.488109476864338, 14.799924054183066, 2.9175321012735367, -16.15236290032044, 22.26756179984659, -39.5548929348588, -13.559616670012474]| 12.0317468643188477|     16.00000000|[2353, 336, 0, 42]                                                         | | GPS sucess | actual_k=8
      43|[-43.763122766744345, -14.598044976592064, 24.904351115226746, 33.948515973985195, -5.8939316384494305, 25.843260928988457, 0.6765677924267948, -7.7513862401247025, -18.390503481030464, -6.913478184491396, 5.541600339114666, -3.667928037699312, 42.41174982395023, 10.650595657527447, 4.050905592739582, 4.120971329510212, 10.639774956740439, 4.962216034531593, -20.160071449819952, 25.635653621517122, -39.682465977966785, -10.028744086623192]| 12.0301513671875000|     32.00000000|[2409, 344, 0, 43]                                                         | | GPS sucess | actual_k=8
      44|[-38.914346426259726, -27.835823640227318, 31.14488399028778, 30.145375333726406, -10.166869889944792, 32.136824771761894, -6.121649504173547, -13.436041429638863, -17.847795084118843, -11.13418798521161, 14.01275359839201, -9.966131506022066, 49.074563964270055, 13.532734863460064, 6.656665213406086, 13.037875778973103, 4.302296319045126, 17.214784279465675, -27.87696464592591, 33.09242070373148, -39.56481321901083, -6.949244603514671]| 12.0247163772583008|     64.00000000|[2465, 352, 0, 44]                                                         | | GPS sucess | actual_k=8
      45|[-38.914346426259726, -27.835823640227318, 31.14488399028778, 30.145375333726406, -10.166869889944792, 32.136824771761894, -6.121649504173547, -13.436041429638863, -17.847795084118843, -11.13418798521161, 14.01275359839201, -9.966131506022066, 49.074563964270055, 13.532734863460064, 6.656665213406086, 13.037875778973103, 4.302296319045126, 17.214784279465675, -27.87696464592591, 33.09242070373148, -39.56481321901083, -6.949244603514671]| 12.0247163772583008|     32.00000000|[2521, 360, 0, 45]                                                         |  | used linear model with 65 points | actual_k=8
      46|[-47.30170604540035, -27.697625771164894, 26.164104342460632, 37.50507076829672, -7.271067392081022, 33.48935095965862, -17.76223158882931, -10.432664945721626, -15.240924671292305, -1.1353962905704975, 17.217414252460003, -10.526917932089418, 49.112386799417436, 8.728298656642437, 11.882456190884113, 13.083191107958555, -1.794368109665811, 13.30539120733738, -17.24566944176331, 37.842256671749055, -48.93306692689657, -13.86005936563015]| 12.0059137344360352|     64.00000000|[2577, 368, 0, 46]                                                         | | GPS sucess | actual_k=8
      47|[-47.30170604540035, -27.697625771164894, 26.164104342460632, 37.50507076829672, -7.271067392081022, 33.48935095965862, -17.76223158882931, -10.432664945721626, -15.240924671292305, -1.1353962905704975, 17.217414252460003, -10.526917932089418, 49.112386799417436, 8.728298656642437, 11.882456190884113, 13.083191107958555, -1.794368109665811, 13.30539120733738, -17.24566944176331, 37.842256671749055, -48.93306692689657, -13.86005936563015]| 12.0059137344360352|     32.00000000|[2633, 376, 0, 47]                                                         |  | used linear model with 65 points | actual_k=8
      48|[-47.30170604540035, -27.697625771164894, 26.164104342460632, 37.50507076829672, -7.271067392081022, 33.48935095965862, -17.76223158882931, -10.432664945721626, -15.240924671292305, -1.1353962905704975, 17.217414252460003, -10.526917932089418, 49.112386799417436, 8.728298656642437, 11.882456190884113, 13.083191107958555, -1.794368109665811, 13.30539120733738, -17.24566944176331, 37.842256671749055, -48.93306692689657, -13.86005936563015]| 12.0059137344360352|     16.00000000|[2689, 384, 0, 48]                                                         |  | used linear model with 65 points | actual_k=8
      49|[-49.331025808583945, -28.66588743031025, 29.892526268959045, 38.68103977292776, -4.526597034186125, 29.988243266940117, -10.711586714256555, -4.189666822552681, -18.43745167553425, 0.6718068830668926, 16.23037075251341, -10.557171733584255, 50.42975256498903, 8.789374601095915, 19.99744737893343, 14.611489724367857, -0.8545631384477019, 9.735631838440895, -15.125679331365973, 38.62248844560236, -49.548954747617245, -10.932259663939476]| 12.0048761367797852|     32.00000000|[2745, 392, 0, 49]                                                         | | GPS sucess | actual_k=8
      50|[-52.03390309168026, -31.245005682110786, 35.041674733161926, 40.08881684392691, -2.7323176972568035, 41.32473008334637, -13.932190657127649, 10.793008729815483, -16.653683379292488, 3.237077545374632, 14.188655607402325, -2.5009640767239034, 44.46600029524416, 7.080899488180876, 16.093186266720295, 12.097929429262877, 4.9255329156294465, -1.1580267995595932, -13.615718560758978, 25.445718235336244, -45.0204341635108, -14.06328521668911]| 11.9968900680541992|     64.00000000|[2801, 400, 0, 50]                                                         | | GPS sucess | actual_k=8
      51|[-52.03390309168026, -31.245005682110786, 35.041674733161926, 40.08881684392691, -2.7323176972568035, 41.32473008334637, -13.932190657127649, 10.793008729815483, -16.653683379292488, 3.237077545374632, 14.188655607402325, -2.5009640767239034, 44.46600029524416, 7.080899488180876, 16.093186266720295, 12.097929429262877, 4.9255329156294465, -1.1580267995595932, -13.615718560758978, 25.445718235336244, -45.0204341635108, -14.06328521668911]| 11.9968900680541992|     32.00000000|[2857, 408, 0, 51]                                                         |  | used linear model with 65 points | actual_k=8
