k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
      41|[-0.4925127381183356, 0.6327195664076167, -0.2156438321874143, 0.2524563914448776, -0.4969725924308918, -0.7942559435152673, 0.732019486430139, -0.9199918798156627, -0.591952142107184, 0.0105174057225895, 0.4345569945660193, 0.5070097965554845, 0.9222678729859353, 0.6967523379632552, 0.7370204716261699, 1.2661171899182415, 0.813457128850382, -0.5334778296753713, 0.4077605274015724, 0.795013834712138, -0.6837451076575014, -0.4995667464817469, 0.0901978450414787, -0.0583961538375017, -0.2101037437909019, -0.9857241808052949, -0.2776797203444967, -0.820145867913745, -0.454711664664531, -0.2478164252557027, -0.1212581452128162, -0.393641918806077, -0.1009499528349612, 0.3965339330262443, 0.0470929516028453, 0.2966578829045761, -0.6580245443203421, 1.1051941996372685, 0.7431071084970329, -0.3370158590635988, 0.5014883650404249, 0.0709471990906529, 0.3911859990302528, 0.1368930695219063, 0.3815910089539423, -0.3014723144557017, 1.0262568981279463, 0.3973607497385346, 0.8429873109385135, 0.2140541058411367, -0.4307449956180374, 1.3473539687257228, 0.5708318526504492, 0.6739022239612368, 0.1989844470770891, -1.2725900249780437, 0.0602674393442333, -0.3177021762183531, -0.7920603382343612, 0.0605201557647942, 1.486664574135399, 0.798083142644442, -1.1729126871152846, 0.0051571974474802, 0.1356022133439614, -0.2904126695005641, 0.4599855862532989, 0.0259864129767236, 0.1838037084129193, -0.178934249369636, -0.6086913827753334, -0.0839119700281548, -0.7216876193441462, 0.5653036021812861, -0.1318779860704186, -1.2382199172740684, 0.5484274226504482, -0.2614600961146957, -0.1501133699808002, 0.8209296386560091, 0.2864904993984919, 0.1605360158515911, 0.2097230686398776, -0.4434089710812908, -0.1742150652715943, 1.2744846228643578, 0.6684687917196379, -0.1073402900275487, 0.3205373554379243, -0.1420940580405948, -0.6842861730616067, -0.0066949607191014, -1.1657270141034624, 0.1929989510440087, -0.0793113462624665, -0.5102055563956085, 0.2283987609627889, -0.1733984346436889, -0.20137851887711, 3.9301767978808058]|5740.7036132812500000|      2.00000000|[3515, 498, 29, 278]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      42|[-0.4597055878747126, 0.4659174972154081, -0.1004033005112475, 0.2248623585712707, -0.4453224602326388, -0.6587695842242873, 0.7874091061333538, -0.8808917962126475, -0.7569461146353444, 0.0050768402720463, 0.2142390362892519, 0.7214002059252834, 1.01574015821319, 0.5586313717470296, 0.5622425661856016, 1.4579389073307847, 0.8930881014016947, -0.5887698305016363, 0.3827945236426714, 0.3262518715971819, -0.9395073947307611, -0.6286813957973463, 0.1500036817383857, -0.1435843200803568, -0.5217890180308467, -0.7496291984535365, -0.1274662836183569, -0.7085889326058186, -0.5431889847167828, -0.4992956465917761, -0.1957848203147176, -0.6372946735974975, 0.2339208410736575, 0.2002848941843046, -0.0143908336533057, 0.0860669008937709, -0.48181541938676, 1.0677990252529905, 0.7907410322461673, -0.1813974274490119, 0.2336178656704845, 0.1451868786873948, 0.311810685377124, 0.1550607544787162, 0.50749885422732, -0.7072296657012817, 1.3344489095583374, 0.1746893637675697, 0.8119522486350491, 0.1716074293847988, -0.5070338534514001, 0.9123438470228009, 0.6847828539938681, 0.5033710266762162, 0.3284813338077059, -1.099538064005654, 0.2689733620448534, 0.0425347343361711, -0.8704862268521814, -0.1000588356149207, 1.112875200918915, 0.92857150126389, -1.1360902987598358, -0.0953330362268983, -0.4290222990849835, -0.0721848132831777, 0.5283131402597898, -0.049861157967513, 0.4537386156490563, -0.0171342361430626, -0.5595218630568622, 0.0704517584351164, -0.9922014190039554, 0.7169170691204989, 0.0686408318831498, -1.044681756453962, 0.4729957819660873, 0.1425681473780788, -0.5655247013464751, 1.05126135159059, 0.3702039322003525, 0.284719188378253, 0.5467491346987664, -0.4539252331417608, -0.0689524878418696, 1.1726744065179653, 0.9442107726124243, 0.1248301010046126, 0.5229820915120345, -0.0388225993039049, -0.7243076332061164, 0.2812109888313719, -1.1901727481731699, 0.1046396055370645, -0.0539011763448207, -0.5740336136471543, 0.1036678778483373, -0.5808566968809608, 0.0268750766451653, 3.946220355339032]|5645.8276367187500000|      4.00000000|[3544, 502, 29, 280]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      43|[-0.4597055878747126, 0.4659174972154081, -0.1004033005112475, 0.2248623585712707, -0.4453224602326388, -0.6587695842242873, 0.7874091061333538, -0.8808917962126475, -0.7569461146353444, 0.0050768402720463, 0.2142390362892519, 0.7214002059252834, 1.01574015821319, 0.5586313717470296, 0.5622425661856016, 1.4579389073307847, 0.8930881014016947, -0.5887698305016363, 0.3827945236426714, 0.3262518715971819, -0.9395073947307611, -0.6286813957973463, 0.1500036817383857, -0.1435843200803568, -0.5217890180308467, -0.7496291984535365, -0.1274662836183569, -0.7085889326058186, -0.5431889847167828, -0.4992956465917761, -0.1957848203147176, -0.6372946735974975, 0.2339208410736575, 0.2002848941843046, -0.0143908336533057, 0.0860669008937709, -0.48181541938676, 1.0677990252529905, 0.7907410322461673, -0.1813974274490119, 0.2336178656704845, 0.1451868786873948, 0.311810685377124, 0.1550607544787162, 0.50749885422732, -0.7072296657012817, 1.3344489095583374, 0.1746893637675697, 0.8119522486350491, 0.1716074293847988, -0.5070338534514001, 0.9123438470228009, 0.6847828539938681, 0.5033710266762162, 0.3284813338077059, -1.099538064005654, 0.2689733620448534, 0.0425347343361711, -0.8704862268521814, -0.1000588356149207, 1.112875200918915, 0.92857150126389, -1.1360902987598358, -0.0953330362268983, -0.4290222990849835, -0.0721848132831777, 0.5283131402597898, -0.049861157967513, 0.4537386156490563, -0.0171342361430626, -0.5595218630568622, 0.0704517584351164, -0.9922014190039554, 0.7169170691204989, 0.0686408318831498, -1.044681756453962, 0.4729957819660873, 0.1425681473780788, -0.5655247013464751, 1.05126135159059, 0.3702039322003525, 0.284719188378253, 0.5467491346987664, -0.4539252331417608, -0.0689524878418696, 1.1726744065179653, 0.9442107726124243, 0.1248301010046126, 0.5229820915120345, -0.0388225993039049, -0.7243076332061164, 0.2812109888313719, -1.1901727481731699, 0.1046396055370645, -0.0539011763448207, -0.5740336136471543, 0.1036678778483373, -0.5808566968809608, 0.0268750766451653, 3.946220355339032]|5645.8276367187500000|      2.00000000|[3656, 518, 29, 288]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      44|[-0.6526441391814372, 0.5159159519649923, 0.0253644073134595, 0.0238881623756683, -0.5811937066897387, -0.7521003400540984, 0.9319199415425182, -0.8626248985640745, -0.2957860210894308, 0.2152233717347157, 0.2773457221660982, 1.0878525422366239, 1.0516057481895007, 0.5754424725130923, 0.6053790511065802, 1.5340280659849976, 0.9322345657197317, -0.599143132305702, 0.5399534497720125, 0.5040703785532824, -0.5993190702793145, -0.5954475818558675, 0.1112291541290374, -0.0888490730346014, -0.6125457174737101, -0.5699157108284144, -0.0527845321883222, -0.3280930863343037, -0.5803714126595356, -0.1493883377748663, 0.0408580619131801, -0.9204284187909789, 0.2045059227999701, 0.3219891447584165, -0.3781372979057776, 0.2392112604823939, -0.2810196794976151, 0.820960589722328, 0.6760895534191677, 0.0349225060846567, -0.0423337284438191, 0.2521092965664994, 0.0354122054386169, 0.4392555815584891, 0.2905317036583579, -0.4469523050235625, 1.1150652972832138, -0.0331523007851189, 0.6638104472777798, -0.0413165891174366, -0.661900101820617, 1.1738996081216626, 0.7443458425731413, 0.6574856902771379, 0.196863787726163, -1.390520548823159, 0.1253068860335771, 0.4145389154827928, -0.8471067147209672, 0.06167584968686, 0.9354206548249742, 0.9417943726121518, -1.0115173958419739, -0.2187916452118455, -0.834527390036903, -0.0176609205825055, 0.3254068893061155, 0.2682559837561198, 0.563083604710412, -0.112476596579979, -0.4618314968483089, 0.2475862573889357, -0.8725172368965068, 0.7186132254583562, -0.0216851345942443, -0.9418237345986078, 0.3377532005985946, 0.3534562500287212, -0.6396828557744804, 1.0079803701095147, 0.0964735349759262, 0.067664106057086, 0.4158024090918481, -0.2155656924408483, -0.0221549403524649, 0.9347849974527187, 0.874458370008798, 0.4356314282331588, 0.953967899884532, 0.3281434098361097, -0.8027839653341643, 0.4669866115568586, -1.0769228129634187, 0.3821734049469309, -0.1954332249278514, -0.5905474176209483, 0.1713465752555829, -0.8117553453814033, 0.3967286924059685, 3.8876257745992953]|5388.9941406250000000|      4.00000000|[3684, 522, 29, 290]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      45|[-0.6526441391814372, 0.5159159519649923, 0.0253644073134595, 0.0238881623756683, -0.5811937066897387, -0.7521003400540984, 0.9319199415425182, -0.8626248985640745, -0.2957860210894308, 0.2152233717347157, 0.2773457221660982, 1.0878525422366239, 1.0516057481895007, 0.5754424725130923, 0.6053790511065802, 1.5340280659849976, 0.9322345657197317, -0.599143132305702, 0.5399534497720125, 0.5040703785532824, -0.5993190702793145, -0.5954475818558675, 0.1112291541290374, -0.0888490730346014, -0.6125457174737101, -0.5699157108284144, -0.0527845321883222, -0.3280930863343037, -0.5803714126595356, -0.1493883377748663, 0.0408580619131801, -0.9204284187909789, 0.2045059227999701, 0.3219891447584165, -0.3781372979057776, 0.2392112604823939, -0.2810196794976151, 0.820960589722328, 0.6760895534191677, 0.0349225060846567, -0.0423337284438191, 0.2521092965664994, 0.0354122054386169, 0.4392555815584891, 0.2905317036583579, -0.4469523050235625, 1.1150652972832138, -0.0331523007851189, 0.6638104472777798, -0.0413165891174366, -0.661900101820617, 1.1738996081216626, 0.7443458425731413, 0.6574856902771379, 0.196863787726163, -1.390520548823159, 0.1253068860335771, 0.4145389154827928, -0.8471067147209672, 0.06167584968686, 0.9354206548249742, 0.9417943726121518, -1.0115173958419739, -0.2187916452118455, -0.834527390036903, -0.0176609205825055, 0.3254068893061155, 0.2682559837561198, 0.563083604710412, -0.112476596579979, -0.4618314968483089, 0.2475862573889357, -0.8725172368965068, 0.7186132254583562, -0.0216851345942443, -0.9418237345986078, 0.3377532005985946, 0.3534562500287212, -0.6396828557744804, 1.0079803701095147, 0.0964735349759262, 0.067664106057086, 0.4158024090918481, -0.2155656924408483, -0.0221549403524649, 0.9347849974527187, 0.874458370008798, 0.4356314282331588, 0.953967899884532, 0.3281434098361097, -0.8027839653341643, 0.4669866115568586, -1.0769228129634187, 0.3821734049469309, -0.1954332249278514, -0.5905474176209483, 0.1713465752555829, -0.8117553453814033, 0.3967286924059685, 3.8876257745992953]|5388.9941406250000000|      2.00000000|[3796, 538, 29, 298]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      46|[-0.1074931439269206, 0.5821660377956808, -0.3335853135460681, 0.140494114757756, -0.6004376883789534, -0.9515383755422271, 0.8341036307195545, -0.7031525820605498, -0.2394003549574575, 0.1859060076380742, -0.0874765761222471, 1.4269875930102445, 1.051785575402788, 0.7148645166710742, 0.6473629833632788, 1.2810281642134522, 1.0135506046859106, -0.2594237175947035, 0.7976682279569033, 0.5845634338373057, -0.3194496330616021, -0.7489979086800558, 0.0450070824813933, 0.0249665773092936, -0.4828839040953761, -0.130235015294662, -0.0631883850981256, -0.1772936628781117, -0.4944335103281834, -0.0848504177170927, 0.0708309802448032, -0.7917462971564956, 0.4533200138863577, 0.3038922693590654, -0.2854850962532507, 0.4906079761234157, -0.249019931297437, 0.8941966006910131, 0.6200920252833911, -0.0133964238856078, -0.1139179903976498, 0.6490503623547684, 0.1773993801879913, 0.5233490926630728, 0.2805196954085982, -0.5718113027857658, 1.1989700106754715, -0.0499347037773674, 0.7614059824964955, -0.0293875893209269, -0.3834261881510308, 1.171846485154181, 0.7640141348273508, 0.3654667104893113, 0.0189008736169329, -1.6434083342578818, 0.0475716259046022, 0.497744302479062, -0.5702011780693559, -0.0687963484418402, 0.8030520753181001, 0.6149160335599515, -0.8283028803943573, -0.0271366948315201, -0.8641865048149449, 0.292417849339751, 0.6157269579039091, 0.3037842077177115, 0.3525375135114908, 0.2251764443059463, -0.1986220346824764, -0.035498075554027, -0.6141659705123821, 0.6405281754715169, 0.0204395912839943, -0.6024792927078912, 0.4758211017330856, 0.1701112600136913, -0.3888559903398338, 1.0564609702281518, 0.4800301095589798, -0.1071116731901979, 0.549164523521322, -0.2564675731521653, -0.2743382882929098, 0.9963527286543674, 1.025232044258447, 0.528474066725743, 0.8049729176419478, 0.4580371746895872, -0.9849440746157042, 0.3351394087789961, -1.135565706993036, 0.5771246709972696, -0.3766228513831584, -0.2462645222943339, 0.1551368983938199, -1.1505851309668067, 0.2762350047166642, 3.523288002468329]|5293.5004882812500000|      4.00000000|[3824, 542, 29, 300]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      47|[-0.1074931439269206, 0.5821660377956808, -0.3335853135460681, 0.140494114757756, -0.6004376883789534, -0.9515383755422271, 0.8341036307195545, -0.7031525820605498, -0.2394003549574575, 0.1859060076380742, -0.0874765761222471, 1.4269875930102445, 1.051785575402788, 0.7148645166710742, 0.6473629833632788, 1.2810281642134522, 1.0135506046859106, -0.2594237175947035, 0.7976682279569033, 0.5845634338373057, -0.3194496330616021, -0.7489979086800558, 0.0450070824813933, 0.0249665773092936, -0.4828839040953761, -0.130235015294662, -0.0631883850981256, -0.1772936628781117, -0.4944335103281834, -0.0848504177170927, 0.0708309802448032, -0.7917462971564956, 0.4533200138863577, 0.3038922693590654, -0.2854850962532507, 0.4906079761234157, -0.249019931297437, 0.8941966006910131, 0.6200920252833911, -0.0133964238856078, -0.1139179903976498, 0.6490503623547684, 0.1773993801879913, 0.5233490926630728, 0.2805196954085982, -0.5718113027857658, 1.1989700106754715, -0.0499347037773674, 0.7614059824964955, -0.0293875893209269, -0.3834261881510308, 1.171846485154181, 0.7640141348273508, 0.3654667104893113, 0.0189008736169329, -1.6434083342578818, 0.0475716259046022, 0.497744302479062, -0.5702011780693559, -0.0687963484418402, 0.8030520753181001, 0.6149160335599515, -0.8283028803943573, -0.0271366948315201, -0.8641865048149449, 0.292417849339751, 0.6157269579039091, 0.3037842077177115, 0.3525375135114908, 0.2251764443059463, -0.1986220346824764, -0.035498075554027, -0.6141659705123821, 0.6405281754715169, 0.0204395912839943, -0.6024792927078912, 0.4758211017330856, 0.1701112600136913, -0.3888559903398338, 1.0564609702281518, 0.4800301095589798, -0.1071116731901979, 0.549164523521322, -0.2564675731521653, -0.2743382882929098, 0.9963527286543674, 1.025232044258447, 0.528474066725743, 0.8049729176419478, 0.4580371746895872, -0.9849440746157042, 0.3351394087789961, -1.135565706993036, 0.5771246709972696, -0.3766228513831584, -0.2462645222943339, 0.1551368983938199, -1.1505851309668067, 0.2762350047166642, 3.523288002468329]|5293.5004882812500000|      2.00000000|[3936, 558, 29, 308]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      48|[0.0861029062163213, 0.3567830094076574, -0.6792401289814776, 0.0415070122492111, -0.4951025719925398, -0.8651439463353789, 0.7428338097909809, -0.713563110690568, -0.4586163142679891, 0.2271246013546956, -0.2521463878478636, 1.2296734945328809, 0.8285112699399508, 0.6167647485093005, 0.8402729244405112, 0.8682704992945527, 0.7255133939830145, -0.5535633710389937, 0.7395451236826304, 0.4685232412928454, -0.4206479188797021, -0.6314784704133016, -0.4659286413001923, -0.0189304330766966, -0.1572037972170954, 0.0445385287784429, -0.4872724226404688, 0.1305316044367992, -0.8462671518572666, -0.2057656369048292, -0.0125405323470357, -0.8447962228712268, 0.6626324528512015, 0.0727794166664613, -0.2921841591371047, 0.4788034475890033, 0.0819665088842952, 0.7595980177079962, 0.534491902473981, -0.0187582956794739, -0.1139898819811521, 0.7405363097252976, 0.0928785186815292, 0.4452214998610251, 0.0759504450633681, -0.127862884883773, 1.1586535071804935, 0.0646997951764519, 0.8676710058472111, 0.0006157050277898, -0.1303344356218865, 0.980798608080893, 0.4131704072386972, 0.3654958422594453, 0.3300603651559344, -1.182992255690377, 0.0567448347522442, 0.5696932032978868, -0.7471504704906968, -0.1871297477376471, 0.9383875803267976, 0.826993174368057, -0.9569616221069275, -0.0623682888278065, -0.745941588614307, 0.4060162035005366, 0.2330564957724088, 0.4635923367899009, 0.569782406823945, 0.1227638032575149, 0.0451388491256596, -0.0329871800671059, -0.4227366684160152, 0.6014437856657231, -0.170030403857035, -0.687875686841459, 0.692748302288887, 0.2221297273505844, -0.5892055298581901, 1.0336838673405213, 0.4744160896286171, 0.0465027584294462, 0.6333799708279549, 0.1060520486968947, -0.29998035734954, 1.1580876821770496, 1.036998971575232, 0.6313655938420417, 0.8078881249385577, 0.4827153192935548, -0.7844401441662184, 0.2450602576850363, -0.9593436657437608, 0.5556135335117655, -0.3258406886870353, -0.5248345782559428, 0.6472337993337614, -1.2507989417683127, 0.3942386860187348, 3.320310583568793]|4726.3251953125000000|      4.00000000|[3992, 566, 29, 312]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      49|[0.0861029062163213, 0.3567830094076574, -0.6792401289814776, 0.0415070122492111, -0.4951025719925398, -0.8651439463353789, 0.7428338097909809, -0.713563110690568, -0.4586163142679891, 0.2271246013546956, -0.2521463878478636, 1.2296734945328809, 0.8285112699399508, 0.6167647485093005, 0.8402729244405112, 0.8682704992945527, 0.7255133939830145, -0.5535633710389937, 0.7395451236826304, 0.4685232412928454, -0.4206479188797021, -0.6314784704133016, -0.4659286413001923, -0.0189304330766966, -0.1572037972170954, 0.0445385287784429, -0.4872724226404688, 0.1305316044367992, -0.8462671518572666, -0.2057656369048292, -0.0125405323470357, -0.8447962228712268, 0.6626324528512015, 0.0727794166664613, -0.2921841591371047, 0.4788034475890033, 0.0819665088842952, 0.7595980177079962, 0.534491902473981, -0.0187582956794739, -0.1139898819811521, 0.7405363097252976, 0.0928785186815292, 0.4452214998610251, 0.0759504450633681, -0.127862884883773, 1.1586535071804935, 0.0646997951764519, 0.8676710058472111, 0.0006157050277898, -0.1303344356218865, 0.980798608080893, 0.4131704072386972, 0.3654958422594453, 0.3300603651559344, -1.182992255690377, 0.0567448347522442, 0.5696932032978868, -0.7471504704906968, -0.1871297477376471, 0.9383875803267976, 0.826993174368057, -0.9569616221069275, -0.0623682888278065, -0.745941588614307, 0.4060162035005366, 0.2330564957724088, 0.4635923367899009, 0.569782406823945, 0.1227638032575149, 0.0451388491256596, -0.0329871800671059, -0.4227366684160152, 0.6014437856657231, -0.170030403857035, -0.687875686841459, 0.692748302288887, 0.2221297273505844, -0.5892055298581901, 1.0336838673405213, 0.4744160896286171, 0.0465027584294462, 0.6333799708279549, 0.1060520486968947, -0.29998035734954, 1.1580876821770496, 1.036998971575232, 0.6313655938420417, 0.8078881249385577, 0.4827153192935548, -0.7844401441662184, 0.2450602576850363, -0.9593436657437608, 0.5556135335117655, -0.3258406886870353, -0.5248345782559428, 0.6472337993337614, -1.2507989417683127, 0.3942386860187348, 3.320310583568793]|4726.3251953125000000|      2.00000000|[4105, 582, 30, 321]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      50|[0.4137865494733887, 0.1089352617791709, -0.8075544679565261, 0.1822746291113331, 0.0036728206892481, -0.9718556218131854, 0.5856524608866049, -0.9125629505993214, -0.2754882423223385, 0.2342066522069951, -0.1675903854305894, 1.1807161695305664, 0.8718679382572381, 0.358149444484504, 0.9777019521566189, 1.1987720741181263, 0.4715748366512104, -0.4265754679600755, 0.6474920085213887, 0.3036002989366904, -0.3450290962470498, -0.3244823968061673, -0.2662532765860481, -0.0868708489968231, -0.2482971902726347, 0.0270023843018716, -0.3303931185946415, 0.1181402911753083, -0.5838737825054644, -0.0980701487823836, -0.0043381304422779, -0.7499362204884024, 0.4306276597663906, 0.0524689077434765, -0.1830657217967295, 0.1385648380531563, -0.0706298875763906, 0.496190959807303, 0.509402176905111, -0.2896432524773558, -0.2406209803697333, 0.5233566341830407, -0.0918303647702216, 0.6793004382348075, 0.1157933204839882, -0.3696345396957821, 1.1430965403475235, -0.0962891934221786, 1.189118990494823, -0.0911131018659091, 0.205003852104393, 0.8280914310457461, 0.6412020945690095, 0.3614299317138964, 0.3130592166081119, -1.1598727832098759, 0.1143042386190034, 0.399263191222241, -0.8633959610742548, -0.4524803468334725, 1.0211233920494514, 0.5589349051095548, -0.6795139693774451, 0.0662613806327148, -0.9201495544031596, 0.6139449216118716, 0.3262666185348428, 0.3946572692995903, 0.36121931231717, 0.466563221810105, -0.1060678424437473, 0.1367760406228184, -0.518137313054607, 0.4806867017551205, -0.1075423760397953, -0.8420218827123396, 0.8916465122819375, 0.2680417764838717, -0.4124528803909777, 0.5578712469532356, 0.2519340396019878, 0.2171923375834458, 0.518157089047749, -0.019268409124022, -0.7109191809844861, 1.498541006618294, 1.2826915249290294, 0.5641983947461751, 0.7974408985642146, 0.3730238936112151, -0.5485216451769771, 0.016173962440876, -0.9094948054459178, 0.461286655816337, -0.4240861034864006, -0.891205354050487, 0.4226374068173397, -0.9440951430204523, 0.3879738355808821, 3.698099621541456]|4349.8349609375000000|      4.00000000|[4147, 588, 30, 324]                                                       |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
