k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0000729814055376, -1.0001094721155823, -1.0001459628110752, -1.000182453513844, -1.0002189442311646, -1.0002554349193815, -1.0002919256221503, -1.000328416324919, -0.9993115430697799, -1.0004013977595605, -0.0002185106277466, -1.000474379165098, -1.000510869838763, -1.0005473605706356, -1.0000081545213106, -1.0006203419761732, -1.0006568326498382, -1.0006933233817108, -1.0007298140553758, -1.000766304845456, -1.000802795519121, -1.0008392862509936, -1.0008757769246586, -1.0009122676565312, -1.0009487583301961, -1.0009852489456534, -1.001021739677526, -1.0010582304093987, -1.0010947211412713, -1.0011312117567286, -1.0011677024886012, -1.0012041932204738, -1.0012406839523464, -1.0012771745678037, -1.0013136652996764, -1.001350156031549, -1.0013866467634216, -1.001423137378879, -1.0014596281107515, -1.0014961188426241, -1.001532609690912, -1.0015691003063694, -1.001605591038242, -1.0016420817701146, -1.0016785725019872, -1.0017150631174445, -1.0017515538493171, -1.0017880445811898, -1.0018245353130624, -1.0018610259285197, -1.0018975166603923, -1.001934007392265, -1.0019704978913069, -1.0020069887395948, -1.0020434793550521, -1.0020799699705094, -1.0021164608187973, -1.0021529514342546, -1.0021894422825426, -1.0022259328979999, -1.0022624235134572, -1.0022989143617451, -1.0023354049772024, -1.0023718958254904, -1.0024083864409477, -1.002444877056405, -1.0024813679046929, -1.0025178585201502, -1.0025543491356075, -1.0025908399838954, -1.0026273305993527, -1.0026638214476407, -1.002700312063098, -1.0027368026785553, -1.0027732935268432, -1.0028097841423005, -1.0028462747577578, -1.0028827656060457, -1.002919256221503, -1.002955747069791, -1.0029922376852483, -1.0030287283007056, -1.0030652193818241, -1.0031017099972814, -1.0031382006127387, -1.0031746914610267, -1.003211182076484, -1.003247672924772, -1.0032841635402292, -1.0033206541556865, -1.0033571450039744, -1.0033936356194317, -1.003430126234889, -1.003466617083177, -1.0035031076986343, -1.0035395985469222, -1.0035760891623795, -1.0036125797778368]|63951.0976562500000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
      23|[-0.4926194065650958, -0.4733734646727751, 1.133466416047946, -0.8416023514982323, -0.3951637529950289, -0.7568061251214957, -1.0049852499950065, -1.0863436060911675, 2.2788913514312634, -0.9318382828733187, 1.4231048757922795, 3.0981294493163167, -0.7687789985721435, -0.816465181576529, -1.0245635849010983, -0.579716535875187, 0.0588267142204815, -0.6679686868756732, -1.1403507584079982, -0.1985804839207591, -0.6887094547071669, 0.7752721884941863, -0.7083103556247046, -0.461691944082407, -0.237078469898399, 0.3135968889388465, 0.3241577612585151, -0.9935609708351871, -0.4252986384843657, -0.6700316226249923, 0.0805018806998364, -0.3136569362179158, 0.9089811032598808, -0.6167782989701668, -0.027351884647662, -0.0262248124185518, -0.7810333663452071, -0.6000418225419258, -0.0047241340566322, -1.6892029219437366, 0.2301300818840951, -0.4191943207953137, -0.551323449094489, 0.6698860132621847, -0.0166985420190559, -0.1013499501579875, -0.0384362597485515, -0.5762166136984296, -0.1662193843273223, 0.2044551815480302, -0.3742855326880358, -0.1942447449441552, -0.1492374592692345, -0.922699409323582, 0.1103353426954984, -0.1996132671458621, -0.4495940808407668, -0.0248353508699609, 0.2610305468631838, 0.3482512563948243, -0.930941111861519, 0.5001505619215658, -0.0788020065990773, -0.6719466629833366, 0.1566185856248489, -0.6092443233325249, 0.5204046662993594, -0.1331251202345581, 0.656211684911698, -0.695114863609593, 0.3109061962186359, -0.5370290761173766, -0.7318836631995432, -0.4587937095432364, 0.7538673294739952, 0.3849383285410207, 1.740629021881543, 1.0186732554634204, 0.7611145281595297, -0.3934842624331373, -0.4727308911112627, 0.974508639908436, 0.3169454322253091, -0.2964376075562314, 1.510530874902941, -0.9606094864736646, 0.5212028949782767, 0.6947149266256005, 0.4097195535869389, 0.4192653970968604, -0.2557277223597459, -0.6783705605822627, -0.6043344726240831, 0.3415051928269235, 0.7389087239451566, -0.2167610189710427, 0.5942728719285193, 0.541245185857373]|42395.8046875000000000|      2.00000000|[1899, 126, 8, 134]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[-0.4804588763796912, -0.4850015726996352, 1.1617312791770045, -0.8694986885515804, -0.4759591191966461, -0.7145210421466112, -1.0239822053072964, -1.073137935846936, 2.2906493025700954, -0.8906731528453065, 1.457035547248207, 3.0815585117051776, -0.768758665265344, -0.7477987501527296, -1.0316055948234495, -0.5611435186188789, 0.0874279697688502, -0.6221386360369693, -1.0640187766051965, -0.1579230263978595, -0.6676921355382656, 0.8106939078220942, -0.6688462400969905, -0.4542821780194411, -0.1598985818905545, 0.3422394491136366, 0.2658332230845895, -0.890515939767601, -0.3822668141793319, -0.6241595861475537, 0.131706594691364, -0.2492425432493109, 0.9694151233127521, -0.5431237983135151, -0.1731378799155123, 0.0322223038271628, -0.7186380943260282, -0.565766272111582, 0.0576097606559434, -1.6276617066018457, 0.2905303496023983, -0.3730876796396673, -0.5142357244515459, 0.1481755429628212, 0.0679117689515103, -0.0787040443416779, -0.0038049746211722, -0.5782254631964072, -0.0803490753074578, 0.3076108252319482, -0.3035366671217448, -0.2884332772204466, -0.0655973024445691, -0.8393423932184028, 0.2003007060188347, -0.1050736455353242, -0.3283160571507716, 0.0892443212020075, 0.2974782848949157, 0.4485409002103206, -0.8388428341965719, 0.6061483796727065, 0.0498333423416858, -0.5759101492888723, 0.2352080137342107, -0.537603948503165, 0.6267179993398412, -0.0508718765723109, 0.7405420258247449, -0.7872484531745954, -0.0129952181452185, -0.4459689004277748, -0.6615328419680842, -0.4589115954980837, 0.8995477441913584, 0.5290443306170252, 1.8830841059078733, 1.1353513310535044, 0.8806384848051163, -0.2848848496867083, -0.3954923879479971, 1.0813240555247376, 0.4439488518058768, -0.1664497637401031, -0.1069456863508811, -0.7972717012656633, 0.5072876906829634, 0.8278499123979348, 0.5434533302414621, 0.5299617524033946, -0.3549811659251503, -0.7005775868085196, -0.497634617635981, 0.5006234367213445, 0.1639850334018016, -0.0409227825589004, 0.722294403654864, 0.6901147257200457]|40971.2265625000000000|      4.00000000|[1929, 128, 8, 136]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      25|[-0.7183006017291175, -0.4137546134305884, 1.1269775356178824, -0.6428866421906109, -0.5463716283399986, -0.8579845345401048, -0.8308027916310345, -1.3194472162424438, 2.035823948947659, -1.1421599609069062, 1.6836311427272186, 3.174534195215481, -0.3563191997425779, -0.5776716414596067, -0.7444371814227995, -0.4613993328135582, -0.0878107289520818, -0.5594623105965625, -1.3580438699222284, -0.0722199589163417, -0.7603557812825893, 0.8434216895053007, -0.613896021449272, -0.20890423509971, -0.5180196789784146, 0.4155322186053091, 0.312082612733027, -0.5160447521760483, -0.7501282638978073, -0.1821195301573346, 0.1359506949938218, -0.5041874339868444, 0.842566455452721, -0.8626510071185993, -0.0880406787469752, 0.0752694115833006, -0.9656183442077726, -0.2489360244709723, 0.3183075426955858, -1.6991833240740175, 0.5457833963534207, -0.7170057349356116, -0.6078806489133874, 0.3924545252445061, -0.1919021060084354, -0.3144587577577774, 0.0160130594018743, -0.7998414929357871, -0.2536050553222589, 0.2433734466942933, -0.428737236751414, -0.180413187653739, -0.0172886878031411, -0.9762885051358985, 0.4644310301441246, -0.261225625696991, -0.8073815051965022, -0.2299827484143103, 0.4699797148103438, 0.7350841800965663, -0.7494205635409399, 0.5540934156667594, -0.083169400783276, -0.619614737255076, 0.4016754121392858, -0.6076957846576259, 0.5176973489530309, -0.1163904643999934, 0.6635452746951177, -0.8075829484061046, 0.0337920847958654, -0.2105597598409217, -0.4448807466502436, -0.0930782534227358, 0.8528473559982279, 0.5778964502118376, 1.6136941785206358, 0.9253150532825083, 0.7613631756596657, -0.3980398421479128, -0.0494146775579061, 1.2065234628638337, 0.4932489412843696, -0.0886494525919365, 0.1173422109975228, -1.012572201658577, 0.6212688780265608, 0.8622724627483624, 0.4507210497486795, 0.7318281407243175, -0.3715138925110153, -0.6342542170670797, -0.582386998483912, 0.4414313454947667, 0.3167598590939784, 0.373175033193129, 0.5939284846609141, 0.667743746530173]|40429.1914062500000000|      8.00000000|[1959, 130, 8, 138]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      26|[-0.7183006017291175, -0.4137546134305884, 1.1269775356178824, -0.6428866421906109, -0.5463716283399986, -0.8579845345401048, -0.8308027916310345, -1.3194472162424438, 2.035823948947659, -1.1421599609069062, 1.6836311427272186, 3.174534195215481, -0.3563191997425779, -0.5776716414596067, -0.7444371814227995, -0.4613993328135582, -0.0878107289520818, -0.5594623105965625, -1.3580438699222284, -0.0722199589163417, -0.7603557812825893, 0.8434216895053007, -0.613896021449272, -0.20890423509971, -0.5180196789784146, 0.4155322186053091, 0.312082612733027, -0.5160447521760483, -0.7501282638978073, -0.1821195301573346, 0.1359506949938218, -0.5041874339868444, 0.842566455452721, -0.8626510071185993, -0.0880406787469752, 0.0752694115833006, -0.9656183442077726, -0.2489360244709723, 0.3183075426955858, -1.6991833240740175, 0.5457833963534207, -0.7170057349356116, -0.6078806489133874, 0.3924545252445061, -0.1919021060084354, -0.3144587577577774, 0.0160130594018743, -0.7998414929357871, -0.2536050553222589, 0.2433734466942933, -0.428737236751414, -0.180413187653739, -0.0172886878031411, -0.9762885051358985, 0.4644310301441246, -0.261225625696991, -0.8073815051965022, -0.2299827484143103, 0.4699797148103438, 0.7350841800965663, -0.7494205635409399, 0.5540934156667594, -0.083169400783276, -0.619614737255076, 0.4016754121392858, -0.6076957846576259, 0.5176973489530309, -0.1163904643999934, 0.6635452746951177, -0.8075829484061046, 0.0337920847958654, -0.2105597598409217, -0.4448807466502436, -0.0930782534227358, 0.8528473559982279, 0.5778964502118376, 1.6136941785206358, 0.9253150532825083, 0.7613631756596657, -0.3980398421479128, -0.0494146775579061, 1.2065234628638337, 0.4932489412843696, -0.0886494525919365, 0.1173422109975228, -1.012572201658577, 0.6212688780265608, 0.8622724627483624, 0.4507210497486795, 0.7318281407243175, -0.3715138925110153, -0.6342542170670797, -0.582386998483912, 0.4414313454947667, 0.3167598590939784, 0.373175033193129, 0.5939284846609141, 0.667743746530173]|40429.1914062500000000|      4.00000000|[2079, 138, 8, 146]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.7183006017291175, -0.4137546134305884, 1.1269775356178824, -0.6428866421906109, -0.5463716283399986, -0.8579845345401048, -0.8308027916310345, -1.3194472162424438, 2.035823948947659, -1.1421599609069062, 1.6836311427272186, 3.174534195215481, -0.3563191997425779, -0.5776716414596067, -0.7444371814227995, -0.4613993328135582, -0.0878107289520818, -0.5594623105965625, -1.3580438699222284, -0.0722199589163417, -0.7603557812825893, 0.8434216895053007, -0.613896021449272, -0.20890423509971, -0.5180196789784146, 0.4155322186053091, 0.312082612733027, -0.5160447521760483, -0.7501282638978073, -0.1821195301573346, 0.1359506949938218, -0.5041874339868444, 0.842566455452721, -0.8626510071185993, -0.0880406787469752, 0.0752694115833006, -0.9656183442077726, -0.2489360244709723, 0.3183075426955858, -1.6991833240740175, 0.5457833963534207, -0.7170057349356116, -0.6078806489133874, 0.3924545252445061, -0.1919021060084354, -0.3144587577577774, 0.0160130594018743, -0.7998414929357871, -0.2536050553222589, 0.2433734466942933, -0.428737236751414, -0.180413187653739, -0.0172886878031411, -0.9762885051358985, 0.4644310301441246, -0.261225625696991, -0.8073815051965022, -0.2299827484143103, 0.4699797148103438, 0.7350841800965663, -0.7494205635409399, 0.5540934156667594, -0.083169400783276, -0.619614737255076, 0.4016754121392858, -0.6076957846576259, 0.5176973489530309, -0.1163904643999934, 0.6635452746951177, -0.8075829484061046, 0.0337920847958654, -0.2105597598409217, -0.4448807466502436, -0.0930782534227358, 0.8528473559982279, 0.5778964502118376, 1.6136941785206358, 0.9253150532825083, 0.7613631756596657, -0.3980398421479128, -0.0494146775579061, 1.2065234628638337, 0.4932489412843696, -0.0886494525919365, 0.1173422109975228, -1.012572201658577, 0.6212688780265608, 0.8622724627483624, 0.4507210497486795, 0.7318281407243175, -0.3715138925110153, -0.6342542170670797, -0.582386998483912, 0.4414313454947667, 0.3167598590939784, 0.373175033193129, 0.5939284846609141, 0.667743746530173]|40429.1914062500000000|      2.00000000|[2200, 146, 9, 155]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.7188004798660242, -0.4145044306068448, 1.1259777793440688, -0.644136337503774, -0.5478712626925113, -0.8597341080483824, -0.8328023041786616, -1.3216966678294204, 2.0333245583213326, -1.144909290572582, 1.6806318740221933, 3.171284987471106, -0.3598183467591329, -0.5814207275155113, -0.7484362065180536, -0.4656482969481619, -0.0923096321260351, -0.5642111528098653, -1.3630426511748808, -0.0774686792083436, -0.7761994614110445, 0.8376730911345996, -0.6198945588593227, -0.2151527115491101, -0.5245180944671644, 0.4087838636115486, 0.3050843186999168, -0.5232929847828467, -0.7576264360096165, -0.1898676413084934, 0.1279526448033135, -0.5124354232167023, 0.8340685271835135, -0.8713988744271564, -0.0970384850948817, 0.0660216661960445, -0.9751160286343783, -0.2586836479369276, 0.3083099801902809, 0.295708438659442, 0.5352859557694167, -0.7277531145589651, -0.6188779675760905, 0.3812072675424535, -0.2033993027498375, -0.3262058935385291, 0.004015984581773, -0.8120885077265605, -0.2661020082210592, 0.2306265547561434, -0.4417340677289135, -0.193659957670588, -0.0307853977906623, -0.9900351541627692, 0.4504344420779043, -0.2754721518712383, -0.821877970410099, -0.2447291526672566, 0.4549833705867253, 0.7198378968335982, -0.7649167858432575, 0.5383472543250922, -0.0991655011642928, -0.6358607766754423, 0.3851794336795699, -0.6244417021566913, 0.5007014924146159, -0.133636259977758, 0.6460495400780036, -0.8253286220625682, 0.0157964721000523, -0.2211481096154016, -0.4633762374247559, -0.1118236832365976, 0.8338519871450165, 0.5586511423192766, 1.5941989315887253, 0.9055698673112482, 0.7413680506490561, -0.418284906197872, -0.0699096806472149, 1.1857785207351754, 0.4722540601163617, -0.109894274661939, 0.0958474517508159, -1.0343168999446335, 0.5992742407011548, 0.8400278863836068, 0.4282265343445744, 0.7090836862808627, -0.3945082859938196, -0.6574985495892336, -0.6058812700454154, 0.4176871348939137, 0.2927657094537759, 0.3489309426509318, 0.5694344550793673, 0.6429997797719218]|39786.9921875000000000|      4.00000000|[2230, 148, 9, 157]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      29|[-0.7188004798660242, -0.4145044306068448, 1.1259777793440688, -0.644136337503774, -0.5478712626925113, -0.8597341080483824, -0.8328023041786616, -1.3216966678294204, 2.0333245583213326, -1.144909290572582, 1.6806318740221933, 3.171284987471106, -0.3598183467591329, -0.5814207275155113, -0.7484362065180536, -0.4656482969481619, -0.0923096321260351, -0.5642111528098653, -1.3630426511748808, -0.0774686792083436, -0.7761994614110445, 0.8376730911345996, -0.6198945588593227, -0.2151527115491101, -0.5245180944671644, 0.4087838636115486, 0.3050843186999168, -0.5232929847828467, -0.7576264360096165, -0.1898676413084934, 0.1279526448033135, -0.5124354232167023, 0.8340685271835135, -0.8713988744271564, -0.0970384850948817, 0.0660216661960445, -0.9751160286343783, -0.2586836479369276, 0.3083099801902809, 0.295708438659442, 0.5352859557694167, -0.7277531145589651, -0.6188779675760905, 0.3812072675424535, -0.2033993027498375, -0.3262058935385291, 0.004015984581773, -0.8120885077265605, -0.2661020082210592, 0.2306265547561434, -0.4417340677289135, -0.193659957670588, -0.0307853977906623, -0.9900351541627692, 0.4504344420779043, -0.2754721518712383, -0.821877970410099, -0.2447291526672566, 0.4549833705867253, 0.7198378968335982, -0.7649167858432575, 0.5383472543250922, -0.0991655011642928, -0.6358607766754423, 0.3851794336795699, -0.6244417021566913, 0.5007014924146159, -0.133636259977758, 0.6460495400780036, -0.8253286220625682, 0.0157964721000523, -0.2211481096154016, -0.4633762374247559, -0.1118236832365976, 0.8338519871450165, 0.5586511423192766, 1.5941989315887253, 0.9055698673112482, 0.7413680506490561, -0.418284906197872, -0.0699096806472149, 1.1857785207351754, 0.4722540601163617, -0.109894274661939, 0.0958474517508159, -1.0343168999446335, 0.5992742407011548, 0.8400278863836068, 0.4282265343445744, 0.7090836862808627, -0.3945082859938196, -0.6574985495892336, -0.6058812700454154, 0.4176871348939137, 0.2927657094537759, 0.3489309426509318, 0.5694344550793673, 0.6429997797719218]|39786.9921875000000000|      2.00000000|[2351, 156, 10, 166]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[-0.7257142526501977, -0.4151991311236051, 1.1250515119883884, -0.6452941716983746, -0.549260663726032, -0.8613550759208232, -0.8346548388900226, -1.3237807693797015, 2.0310088899321315, -1.1474565258007032, 1.6778530719551519, 3.1682746185651447, -0.3630602825040146, -0.5848942303321437, -0.7521412759407755, -0.4695849332098039, -0.0964778352265972, -0.5686109227493475, -1.367673987953283, -0.0823315828256661, -0.781293931867287, 0.832347053839437, -0.6254521629934054, -0.2209418825221131, -0.5305388322790874, 0.4025315584950441, 0.2986004472101536, -0.5300084231115301, -0.7645734416428813, -0.197046213315017, 0.1205425059578697, -0.5200771293667275, 0.8261952546602296, -0.8795037137893604, -0.1053748912960059, 0.0574536931560002, 1.0204967118822843, -0.2677147546548121, 0.2990473066334763, 0.2862141982637172, 0.5255601485347718, -0.7377104886325301, -0.6290669084885756, 0.3707867597910482, -0.2140513773401629, -0.3370895349677746, -0.0070992236863926, -0.8210975886655554, -0.277680350167065, 0.2188166459712174, -0.4537755433527595, -0.2059330001333542, -0.0432900080236712, -1.0027713303033756, 0.4374666990983778, -0.2886714626210075, -0.8353088470674658, -0.2583915961635435, 0.4410893593201958, 0.7057123196594711, -0.7792739298563047, 0.5237585425418023, -0.1139857788551802, -0.6509126212052498, 0.3698960213795197, -0.6399566803643391, 0.484954947368048, -0.1496143727945686, 0.6298398613535955, -0.841769868557219, -0.0008763403021961, -0.2380524879252475, -0.4805121835048445, -0.1291911970869289, 0.8162529073870877, 0.540820494791105, 1.5761367181529562, 0.8872760879678816, 0.7228427035354468, -0.437041821081724, -0.0888981614386644, 1.1665584721734832, 0.4528024456470719, -0.1295774550388263, 0.0759327036036859, -1.0544632158620062, 0.5788963588761845, 0.8194184367883939, 0.4073855188417639, 0.6880111048704547, -0.4158124351744703, -0.679034266540127, -0.6276485529039063, 0.3956882842651801, 0.2705352929174447, 0.3264689602070031, 0.5467409048651959, 0.6200746617875077]|39737.7968750000000000|      4.00000000|[2366, 157, 10, 167]                                                       | | GPS sucess | actual_k=1
      31|[-0.7257142526501977, -0.4151991311236051, 1.1250515119883884, -0.6452941716983746, -0.549260663726032, -0.8613550759208232, -0.8346548388900226, -1.3237807693797015, 2.0310088899321315, -1.1474565258007032, 1.6778530719551519, 3.1682746185651447, -0.3630602825040146, -0.5848942303321437, -0.7521412759407755, -0.4695849332098039, -0.0964778352265972, -0.5686109227493475, -1.367673987953283, -0.0823315828256661, -0.781293931867287, 0.832347053839437, -0.6254521629934054, -0.2209418825221131, -0.5305388322790874, 0.4025315584950441, 0.2986004472101536, -0.5300084231115301, -0.7645734416428813, -0.197046213315017, 0.1205425059578697, -0.5200771293667275, 0.8261952546602296, -0.8795037137893604, -0.1053748912960059, 0.0574536931560002, 1.0204967118822843, -0.2677147546548121, 0.2990473066334763, 0.2862141982637172, 0.5255601485347718, -0.7377104886325301, -0.6290669084885756, 0.3707867597910482, -0.2140513773401629, -0.3370895349677746, -0.0070992236863926, -0.8210975886655554, -0.277680350167065, 0.2188166459712174, -0.4537755433527595, -0.2059330001333542, -0.0432900080236712, -1.0027713303033756, 0.4374666990983778, -0.2886714626210075, -0.8353088470674658, -0.2583915961635435, 0.4410893593201958, 0.7057123196594711, -0.7792739298563047, 0.5237585425418023, -0.1139857788551802, -0.6509126212052498, 0.3698960213795197, -0.6399566803643391, 0.484954947368048, -0.1496143727945686, 0.6298398613535955, -0.841769868557219, -0.0008763403021961, -0.2380524879252475, -0.4805121835048445, -0.1291911970869289, 0.8162529073870877, 0.540820494791105, 1.5761367181529562, 0.8872760879678816, 0.7228427035354468, -0.437041821081724, -0.0888981614386644, 1.1665584721734832, 0.4528024456470719, -0.1295774550388263, 0.0759327036036859, -1.0544632158620062, 0.5788963588761845, 0.8194184367883939, 0.4073855188417639, 0.6880111048704547, -0.4158124351744703, -0.679034266540127, -0.6276485529039063, 0.3956882842651801, 0.2705352929174447, 0.3264689602070031, 0.5467409048651959, 0.6200746617875077]|39737.7968750000000000|      2.00000000|[2486, 165, 10, 175]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[-0.7259089029536537, -0.4154911065715132, 1.1246622113814764, -0.6457807974642905, -0.5498446146218481, -0.862036352004747, -0.8354334401038466, -1.3246566957816333, 2.0300356384002995, -1.148527102520643, 1.6766851701635197, 3.1670093915854047, -0.3644228346718623, -0.5863541075716839, 1.247081598700643, -0.4712394608255597, -0.0982296880304608, -0.5704601006249036, -1.369620491016947, -0.0843754109610224, -0.7834350853071664, 0.8301085753278651, -0.6277879665766698, -0.2233750114099005, -0.5330692862385673, 0.3999037794638717, 0.295875342874458, -0.532830852518918, -0.7674931961219618, -0.2000632930986206, 0.1174281011025737, -0.5232888595265466, 0.822886199428718, -0.8829100940925645, -0.1088785969037331, 0.0538526624765805, 1.0167983561311722, -0.2715104357104473, 0.2951543005061486, 0.282223867064697, 0.5214724922640592, -0.7418954699749352, -0.6333492153683344, 0.3664071283052582, -0.2185283343633067, -0.3416638170626108, -0.0158544279541924, -0.8258665209037765, -0.28254660794264, 0.2138530635896113, -0.4588364512717194, -0.2110912331240065, -0.048545566086016, -1.0081242134374129, 0.4320164904269868, -0.2942189958984297, -0.8409537058822417, -0.2641337800500119, 0.4352498503620349, 0.6997754856296178, -0.7853080894235118, 0.5176270579029028, -0.1202145885657722, -0.6572387559875343, 0.3634725610598814, -0.6464774652900085, 0.4783368369050248, -0.1563298083292842, 0.6230271007471874, -0.8486799542353196, -0.0078837515176505, -0.245157223746733, -0.4877142448636838, -0.1364905835174607, 0.8088561958848635, 0.5419741423414868, 1.5685453560416858, 0.87958740125058, 0.7150566912807914, -0.4449251584080718, -0.0968788238367047, 1.1584804847037504, 0.4446271331056467, -0.1378500935832666, 0.0675627409188757, -1.0629305036185088, 0.5703317451166668, 0.8107564979571837, 0.3986262558701839, 0.6791545158958596, -0.4247663492207578, -0.688085505658107, -0.6367971170935788, 0.3864423950038152, 0.2611920785843873, 0.3170284198709306, 0.5372030403887535, 0.6104394722393729]|39653.4531250000000000|      4.00000000|[2501, 166, 10, 176]                                                       | | GPS sucess | actual_k=1
