k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1391096264123917, 0.4339664280414581, 0.3098037242889404, 0.4546111524105072, -0.0647620037198067, -0.1636053472757339, -0.9628055691719055, -0.1070451140403748, -0.0144130829721689, 0.3945242464542389, 0.4608737230300903, 0.8190156817436218, 0.0984359160065651, -0.3190086483955383, -0.2356286346912384, -0.1567978709936142, -0.2359891086816788, -0.7853260636329651, -0.4828654527664185, -0.406943291425705, -0.1566790193319321, 0.4403509199619293]| 13.9511518478393555|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      12|[0.7033788189291954, -1.3891219422221184, 3.93199822306633, 1.993262198753655, 1.1651816815137863, 0.4173373281955719, 1.5519802272319794, -0.0217832177877426, 1.3144700988195837, 1.8118136897683144, 0.9600765854120255, 4.769939690828323, 4.963021371513605, 2.330179862678051, -0.1369672119617462, 4.419541986659169, -2.2398305386304855, 4.313694477081299, 1.8775715865194798, -8.795143514871597, -2.99118909239769, 1.3285256773233414]| 12.1413097381591797|     16.00000000|[736, 49, 0, 16]                                                           | | GPS sucess | actual_k=4
      13|[0.7033788189291954, -1.3891219422221184, 3.93199822306633, 1.993262198753655, 1.1651816815137863, 0.4173373281955719, 1.5519802272319794, -0.0217832177877426, 1.3144700988195837, 1.8118136897683144, 0.9600765854120255, 4.769939690828323, 4.963021371513605, 2.330179862678051, -0.1369672119617462, 4.419541986659169, -2.2398305386304855, 4.313694477081299, 1.8775715865194798, -8.795143514871597, -2.99118909239769, 1.3285256773233414]| 12.1413097381591797|      8.00000000|[800, 53, 0, 18]                                                           |  | used linear model with 65 points | actual_k=4
      14|[-1.740183211863041, -1.1029392406344414, 7.708160847425461, 3.23562350589782, 1.4076472967863083, 0.1560665369033813, 2.8419948518276215, 1.3665869385004044, 2.090867744293064, -1.032399795949459, 2.532481327652931, 6.9772999584674835, 3.2970515228807926, 2.8590472266077995, -2.4738912880420685, 4.68317443318665, -0.6842987984418869, 4.218256808817387, 3.39393163099885, -8.012902349233627, -0.1479831635951996, 0.7132919579744339]| 12.1350250244140625|     16.00000000|[860, 57, 0, 19]                                                           | | GPS sucess | actual_k=4
      15|[-1.740183211863041, -1.1029392406344414, 7.708160847425461, 3.23562350589782, 1.4076472967863083, 0.1560665369033813, 2.8419948518276215, 1.3665869385004044, 2.090867744293064, -1.032399795949459, 2.532481327652931, 6.9772999584674835, 3.2970515228807926, 2.8590472266077995, -2.4738912880420685, 4.68317443318665, -0.6842987984418869, 4.218256808817387, 3.39393163099885, -8.012902349233627, -0.1479831635951996, 0.7132919579744339]| 12.1350250244140625|      8.00000000|[924, 61, 0, 21]                                                           |  | used linear model with 65 points | actual_k=4
      16|[-1.7472325549460948, -2.778849832713604, 7.831460386514664, 3.293918744660914, 1.5277870297431946, -2.79049551486969, 4.457471460103989, 1.5626128017902374, 6.722607837524265, -0.7828971371054649, 1.3764121681451797, 8.476984292268753, 4.204339776188135, 0.5753679797053337, 0.321717232465744, 6.408986629918218, -1.5654329508543015, 4.04082315415144, 4.381828371435404, -6.011343568563461, 1.148111492395401, 1.3651155978441238]| 12.1348056793212891|     16.00000000|[984, 65, 0, 22]                                                           | | GPS sucess | actual_k=4
      17|[-1.7613312411122024, -3.0964036509394646, 8.07805946469307, 3.410509222187102, 1.7680664956569672, -0.6646333932876587, 7.688424676656723, 1.9546645283699036, 15.986088023986667, -0.2838918194174767, -0.9357261508703232, 11.476352959871292, 6.01891628280282, -5.0810117200016975, 5.912934273481369, 9.860611023381352, -7.337366029620171, 3.6859558448195457, 6.357621852308512, -2.0082260072231293, 3.740300804376602, 2.6687628775835037]| 12.1344175338745117|     32.00000000|[1044, 69, 0, 23]                                                          | | GPS sucess | actual_k=4
      18|[-1.7613312411122024, -3.0964036509394646, 8.07805946469307, 3.410509222187102, 1.7680664956569672, -0.6646333932876587, 7.688424676656723, 1.9546645283699036, 15.986088023986667, -0.2838918194174767, -0.9357261508703232, 11.476352959871292, 6.01891628280282, -5.0810117200016975, 5.912934273481369, 9.860611023381352, -7.337366029620171, 3.6859558448195457, 6.357621852308512, -2.0082260072231293, 3.740300804376602, 2.6687628775835037]| 12.1344175338745117|     16.00000000|[1108, 73, 0, 25]                                                          |  | used linear model with 65 points | actual_k=4
      19|[-1.791417547967285, -3.774236135184765, 8.60404172539711, 3.279886626638472, 2.2806850373744965, -0.2450165152549744, 8.093520730733871, 2.7375861406326294, 16.00273336051032, 0.6458179131150246, 1.3993253856897354, 12.089023500680923, 14.041542205959558, -5.4348139539361, 7.397824019193649, 11.59949773736298, -10.226435586810112, 6.474097095429897, 12.500487510114908, -11.152612298727036, -2.570319503545761, 2.1011132150888443]| 12.1332883834838867|     32.00000000|[1168, 77, 0, 26]                                                          | | GPS sucess | actual_k=4
      20|[-1.791417547967285, -3.774236135184765, 8.60404172539711, 3.279886626638472, 2.2806850373744965, -0.2450165152549744, 8.093520730733871, 2.7375861406326294, 16.00273336051032, 0.6458179131150246, 1.3993253856897354, 12.089023500680923, 14.041542205959558, -5.4348139539361, 7.397824019193649, 11.59949773736298, -10.226435586810112, 6.474097095429897, 12.500487510114908, -11.152612298727036, -2.570319503545761, 2.1011132150888443]| 12.1332883834838867|     16.00000000|[1232, 81, 0, 28]                                                          |  | used linear model with 65 points | actual_k=4
      21|[-1.791417547967285, -3.774236135184765, 8.60404172539711, 3.279886626638472, 2.2806850373744965, -0.2450165152549744, 8.093520730733871, 2.7375861406326294, 16.00273336051032, 0.6458179131150246, 1.3993253856897354, 12.089023500680923, 14.041542205959558, -5.4348139539361, 7.397824019193649, 11.59949773736298, -10.226435586810112, 6.474097095429897, 12.500487510114908, -11.152612298727036, -2.570319503545761, 2.1011132150888443]| 12.1332883834838867|      8.00000000|[1296, 85, 0, 30]                                                          |  | used linear model with 65 points | actual_k=4
      22|[-1.7984668910503387, -3.933013044297695, 8.727341264486313, 3.338181865401566, 2.4008247703313828, -3.1915785670280457, 9.708997339010239, 2.9336120039224625, 20.63447345374152, 0.8953205719590187, 0.2432562261819839, 13.588707834482193, 14.948830459266901, -8.263003803789616, 10.193432539701462, 13.325309934094548, -11.107569739222527, 7.986750803887844, 13.488384250551462, -12.475336402654648, -1.2742248475551605, 2.7529368549585342]| 12.1326169967651367|     16.00000000|[1356, 89, 0, 31]                                                          | | GPS sucess | actual_k=4
      23|[-2.9632069766521454, -3.4565009102225304, 10.719366520643234, 3.916022610850632, 4.728064998984337, 1.5327308773994446, 10.456840604543686, 6.201793804764748, 17.028255354147404, 4.136731542646885, 3.4564536958932877, 16.041786342859268, 13.351638291031122, 0.853429339826107, 7.856476038694382, 13.641914637759328, -12.92168490588665, 2.054340086877346, 12.59808075800538, -15.372198194265366, 4.241023927927017, 1.347198024392128]| 12.1308059692382812|     32.00000000|[1416, 93, 0, 32]                                                          | | GPS sucess | actual_k=4
      24|[-7.958706110715866, -4.230201862752438, 7.068706005811691, 8.615741563029587, -19.023502841591835, 1.5544113107025623, -0.8235539495944977, 10.660129681229591, 13.04528511641547, 30.53102246671915, 11.893261328339577, 27.53341117501259, 16.345991108566523, -31.092415310442448, 11.88016626238823, 3.0965054351836443, -27.193935081362724, -6.7580321207642555, 1.6444598473608494, -11.498525708913803, 33.01495352387428, -1.266296610236168]| 12.1252489089965820|     64.00000000|[1476, 97, 0, 33]                                                          | | GPS sucess | actual_k=4
      25|[-7.958706110715866, -4.230201862752438, 7.068706005811691, 8.615741563029587, -19.023502841591835, 1.5544113107025623, -0.8235539495944977, 10.660129681229591, 13.04528511641547, 30.53102246671915, 11.893261328339577, 27.53341117501259, 16.345991108566523, -31.092415310442448, 11.88016626238823, 3.0965054351836443, -27.193935081362724, -6.7580321207642555, 1.6444598473608494, -11.498525708913803, 33.01495352387428, -1.266296610236168]| 12.1252489089965820|     32.00000000|[1540, 101, 0, 35]                                                         |  | used linear model with 65 points | actual_k=4
      26|[-8.018878724426031, -5.585866831243038, 8.120670527219772, 8.354496371932328, -17.998265758156776, 2.393645066767931, -0.0133618414402008, 12.225972905755043, 11.956096421461552, 32.03840986639261, 16.563364401459694, 28.75875225663185, 32.39124295488, -31.800019778311253, 14.84994575381279, 16.021442683413625, -32.97207419574261, -1.1817496195435524, 13.930191162973642, -29.787298291921616, 35.097416549921036, -2.4015959352254868]| 12.1174516677856445|     64.00000000|[1600, 105, 0, 36]                                                         | | GPS sucess | actual_k=4
      27|[-8.018878724426031, -5.585866831243038, 8.120670527219772, 8.354496371932328, -17.998265758156776, 2.393645066767931, -0.0133618414402008, 12.225972905755043, 11.956096421461552, 32.03840986639261, 16.563364401459694, 28.75875225663185, 32.39124295488, -31.800019778311253, 14.84994575381279, 16.021442683413625, -32.97207419574261, -1.1817496195435524, 13.930191162973642, -29.787298291921616, 35.097416549921036, -2.4015959352254868]| 12.1174516677856445|     32.00000000|[1664, 109, 0, 38]                                                         |  | used linear model with 65 points | actual_k=4
      28|[-8.018878724426031, -5.585866831243038, 8.120670527219772, 8.354496371932328, -17.998265758156776, 2.393645066767931, -0.0133618414402008, 12.225972905755043, 11.956096421461552, 32.03840986639261, 16.563364401459694, 28.75875225663185, 32.39124295488, -31.800019778311253, 14.84994575381279, 16.021442683413625, -32.97207419574261, -1.1817496195435524, 13.930191162973642, -29.787298291921616, 35.097416549921036, -2.4015959352254868]| 12.1174516677856445|     16.00000000|[1728, 113, 0, 40]                                                         |  | used linear model with 65 points | actual_k=4
      29|[-8.032977410592139, -5.903420649468899, 7.928316459059715, 8.471086849458516, -17.757986292243004, -3.4994790367782116, 3.2175913751125336, 12.61802463233471, 21.219576607923955, 32.5374151840806, 14.251226082444191, 31.75812092423439, 34.205819461494684, -37.456399478018284, 20.441162794828415, 19.47306707687676, -34.734342500567436, -0.7947847321629524, 15.90598464384675, -25.784180730581284, 37.68960586190224, -1.0979486554861069]| 12.1163454055786133|     32.00000000|[1788, 117, 0, 41]                                                         | | GPS sucess | actual_k=4
      30|[-8.032977410592139, -5.903420649468899, 7.928316459059715, 8.471086849458516, -17.757986292243004, -3.4994790367782116, 3.2175913751125336, 12.61802463233471, 21.219576607923955, 32.5374151840806, 14.251226082444191, 31.75812092423439, 34.205819461494684, -37.456399478018284, 20.441162794828415, 19.47306707687676, -34.734342500567436, -0.7947847321629524, 15.90598464384675, -25.784180730581284, 37.68960586190224, -1.0979486554861069]| 12.1163454055786133|     16.00000000|[1852, 121, 0, 43]                                                         |  | used linear model with 65 points | actual_k=4
      31|[-12.987514325417578, -8.316636048257351, 14.039804324507713, 11.360267509706318, -22.93089745938778, -1.7309655956923962, 0.9584742486476898, 20.3485539406538, 20.089367996435612, 19.3677374497056, 4.311577454209328, 19.63770428299904, 34.11166960373521, -29.972851313650608, 31.04756423830986, 16.31986883468926, -35.07247634232044, 0.1315588876605034, 22.83094907179475, -12.813565343618393, 40.933327823877335, 4.0619057565927505]| 12.1046638488769531|     32.00000000|[1912, 125, 0, 44]                                                         | | GPS sucess | actual_k=4
      32|[-12.987514325417578, -8.316636048257351, 14.039804324507713, 11.360267509706318, -22.93089745938778, -1.7309655956923962, 0.9584742486476898, 20.3485539406538, 20.089367996435612, 19.3677374497056, 4.311577454209328, 19.63770428299904, 34.11166960373521, -29.972851313650608, 31.04756423830986, 16.31986883468926, -35.07247634232044, 0.1315588876605034, 22.83094907179475, -12.813565343618393, 40.933327823877335, 4.0619057565927505]| 12.1046638488769531|     16.00000000|[1975, 130, 0, 46]                                                         |  | used linear model with 65 points | actual_k=4
      33|[-13.001613011583686, -8.634189866483212, 14.286403402686119, 11.476857987232506, -22.690617993474007, -7.624089699238539, 4.189427465200424, 20.740605667233467, 29.352848182898015, 19.86674276739359, 1.9994391351938248, 22.637072950601578, 31.473163906484842, -35.62923101335764, 36.638781279325485, 19.771493228152394, -36.83474464714527, -0.2233084216713905, 23.315443847328424, -8.810447782278061, 43.525517135858536, 5.36555303633213]| 12.1018171310424805|     32.00000000|[2035, 134, 0, 47]                                                         | | GPS sucess | actual_k=4
      34|[-13.001613011583686, -8.634189866483212, 14.286403402686119, 11.476857987232506, -22.690617993474007, -7.624089699238539, 4.189427465200424, 20.740605667233467, 29.352848182898015, 19.86674276739359, 1.9994391351938248, 22.637072950601578, 31.473163906484842, -35.62923101335764, 36.638781279325485, 19.771493228152394, -36.83474464714527, -0.2233084216713905, 23.315443847328424, -8.810447782278061, 43.525517135858536, 5.36555303633213]| 12.1018171310424805|     16.00000000|[2099, 138, 0, 49]                                                         |  | used linear model with 65 points | actual_k=4
      35|[-13.001613011583686, -8.634189866483212, 14.286403402686119, 11.476857987232506, -22.690617993474007, -7.624089699238539, 4.189427465200424, 20.740605667233467, 29.352848182898015, 19.86674276739359, 1.9994391351938248, 22.637072950601578, 31.473163906484842, -35.62923101335764, 36.638781279325485, 19.771493228152394, -36.83474464714527, -0.2233084216713905, 23.315443847328424, -8.810447782278061, 43.525517135858536, 5.36555303633213]| 12.1018171310424805|      8.00000000|[2163, 142, 0, 51]                                                         |  | used linear model with 65 points | actual_k=4
      36|[-13.001613011583686, -8.634189866483212, 14.286403402686119, 11.476857987232506, -22.690617993474007, -7.624089699238539, 4.189427465200424, 20.740605667233467, 29.352848182898015, 19.86674276739359, 1.9994391351938248, 22.637072950601578, 31.473163906484842, -35.62923101335764, 36.638781279325485, 19.771493228152394, -36.83474464714527, -0.2233084216713905, 23.315443847328424, -8.810447782278061, 43.525517135858536, 5.36555303633213]| 12.1018171310424805|      4.00000000|[2227, 146, 0, 53]                                                         |  | used linear model with 65 points | actual_k=4
      37|[-13.009134588297457, -8.803647987544537, 14.41789896786213, 11.444202338345349, -22.562463358044624, -7.80157969519496, 4.290701478719711, 20.93633607029915, 29.357009517028928, 20.099170200526714, 2.5832020193338394, 22.790240585803986, 29.472624126821756, -35.71768157184124, 37.010003715753555, 21.387110384181142, -37.55701203644276, 0.4737268909811974, 24.851160261780024, -11.096544355154037, 43.78582501411438, 5.223640620708466]| 12.1014308929443359|      8.00000000|[2287, 150, 0, 54]                                                         | | GPS sucess | actual_k=4
      38|[-13.009134588297457, -8.803647987544537, 14.41789896786213, 11.444202338345349, -22.562463358044624, -7.80157969519496, 4.290701478719711, 20.93633607029915, 29.357009517028928, 20.099170200526714, 2.5832020193338394, 22.790240585803986, 29.472624126821756, -35.71768157184124, 37.010003715753555, 21.387110384181142, -37.55701203644276, 0.4737268909811974, 24.851160261780024, -11.096544355154037, 43.78582501411438, 5.223640620708466]| 12.1014308929443359|      4.00000000|[2351, 154, 0, 56]                                                         |  | used linear model with 65 points | actual_k=4
      39|[-13.086913560982794, -10.690395824611187, 15.067012622952461, 11.48457978386432, -21.72764565050602, -6.879886072129011, 4.931781440973282, 22.12976697087288, 30.146861480548978, 20.165754355490208, 1.6895523816347122, 22.712020002305508, 30.055791083723307, -36.058593705296516, 36.54288223385811, 21.516785534098744, -35.065005257725716, 0.6835826709866524, 24.726815972477198, -11.47865954041481, 43.99342060089111, 5.439039885997772]| 12.1001396179199219|      8.00000000|[2411, 158, 0, 57]                                                         | | GPS sucess | actual_k=4
      40|[-13.093962904065847, -10.849172733724117, 15.190312162041664, 11.542875022627413, -21.607505917549133, -9.826448123902082, 6.547258049249649, 21.914368972182274, 34.77860157378018, 20.415257014334202, 0.5334832221269608, 24.211704336106777, 30.95867634192109, -38.88678355515003, 39.33849075436592, 23.24259773083031, -35.94613941013813, 0.5061490163207054, 25.71471271291375, -9.477100759744644, 45.289515256881714, 6.090863525867462]| 12.0999393463134766|     16.00000000|[2471, 162, 0, 58]                                                         | | GPS sucess | actual_k=4
      41|[-13.093962904065847, -10.849172733724117, 15.190312162041664, 11.542875022627413, -21.607505917549133, -9.826448123902082, 6.547258049249649, 21.914368972182274, 34.77860157378018, 20.415257014334202, 0.5334832221269608, 24.211704336106777, 30.95867634192109, -38.88678355515003, 39.33849075436592, 23.24259773083031, -35.94613941013813, 0.5061490163207054, 25.71471271291375, -9.477100759744644, 45.289515256881714, 6.090863525867462]| 12.0999393463134766|      8.00000000|[2535, 166, 0, 60]                                                         |  | used linear model with 65 points | actual_k=4
      42|[-13.109006057493389, -11.188088975846767, 15.453303292393684, 11.477563724853098, -21.35119664669037, -9.61663968488574, 6.749806076288223, 21.473698511719704, 34.786924242042005, 20.880111880600452, 1.70100899040699, 23.981720857322216, 34.96998930349946, -39.06368467211723, 40.08093562722206, 26.473832042887807, -37.3906741887331, 1.9002196416258812, 28.78614554181695, -14.049293905496597, 45.8101310133934, 5.8070386946201324]| 12.0995264053344727|     16.00000000|[2595, 170, 0, 61]                                                         | | GPS sucess | actual_k=4
      43|[-13.109006057493389, -11.188088975846767, 15.453303292393684, 11.477563724853098, -21.35119664669037, -9.61663968488574, 6.749806076288223, 21.473698511719704, 34.786924242042005, 20.880111880600452, 1.70100899040699, 23.981720857322216, 34.96998930349946, -39.06368467211723, 40.08093562722206, 26.473832042887807, -37.3906741887331, 1.9002196416258812, 28.78614554181695, -14.049293905496597, 45.8101310133934, 5.8070386946201324]| 12.0995264053344727|      8.00000000|[2659, 174, 0, 63]                                                         |  | used linear model with 65 points | actual_k=4
      44|[-13.109006057493389, -11.188088975846767, 15.453303292393684, 11.477563724853098, -21.35119664669037, -9.61663968488574, 6.749806076288223, 21.473698511719704, 34.786924242042005, 20.880111880600452, 1.70100899040699, 23.981720857322216, 34.96998930349946, -39.06368467211723, 40.08093562722206, 26.473832042887807, -37.3906741887331, 1.9002196416258812, 28.78614554181695, -14.049293905496597, 45.8101310133934, 5.8070386946201324]| 12.0995264053344727|      4.00000000|[2722, 179, 0, 65]                                                         |  | used linear model with 65 points | actual_k=4
      45|[-13.109006057493389, -11.188088975846767, 15.453303292393684, 11.477563724853098, -21.35119664669037, -9.61663968488574, 6.749806076288223, 21.473698511719704, 34.786924242042005, 20.880111880600452, 1.70100899040699, 23.981720857322216, 34.96998930349946, -39.06368467211723, 40.08093562722206, 26.473832042887807, -37.3906741887331, 1.9002196416258812, 28.78614554181695, -14.049293905496597, 45.8101310133934, 5.8070386946201324]| 12.0995264053344727|      2.00000000|[2786, 183, 0, 67]                                                         |  | used linear model with 65 points | actual_k=4
      46|[-13.267090569250286, -11.44274678081274, 15.693213358521461, 11.57952901814133, -21.258828714489937, -9.245097827166319, 6.4593769907951355, 21.158808067440987, 34.97621965315193, 20.75475687533617, 1.8195199146866798, 23.77696094661951, 34.688286397606134, -39.33054220676422, 40.01526141166687, 26.649431290104985, -37.64495886862278, 2.0319284722208977, 28.645646799355745, -13.793883174657822, 45.83926786482334, 5.58107952773571]| 12.0989007949829102|      4.00000000|[2846, 187, 0, 68]                                                         | | GPS sucess | actual_k=4
      47|[-13.32037632074207, -11.664812259376049, 16.35285682976246, 11.577005240600556, -20.536592796444893, -9.063011150807142, 7.2970587611198425, 22.20138616859913, 35.62341862823814, 21.809438176453114, 2.561231352388859, 24.916666604578495, 34.43159273639321, -40.1949457526207, 39.73242795467377, 26.566344747319818, -38.12568487226963, 3.5217260643839836, 26.810614455491304, -14.634286493062973, 44.3662800937891, 5.139405831694603]| 12.0987205505371094|      8.00000000|[2906, 191, 0, 69]                                                         | | GPS sucess | actual_k=4
      48|[-13.335419474169612, -12.0037285014987, 16.61584796011448, 11.511693942826241, -20.28028352558613, -8.8532027117908, 7.499606788158417, 22.59284697473049, 35.63174129649997, 22.274293042719364, 3.728757120668888, 24.24610511213541, 38.44290569797158, -40.3718468695879, 40.47487282752991, 29.797579059377313, -39.5702196508646, 4.915796689689159, 29.882047284394503, -19.167402356863022, 44.88689585030079, 4.855581000447273]| 12.0981912612915039|     16.00000000|[2966, 195, 0, 70]                                                         | | GPS sucess | actual_k=4
      49|[-13.335419474169612, -12.0037285014987, 16.61584796011448, 11.511693942826241, -20.28028352558613, -8.8532027117908, 7.499606788158417, 22.59284697473049, 35.63174129649997, 22.274293042719364, 3.728757120668888, 24.24610511213541, 38.44290569797158, -40.3718468695879, 40.47487282752991, 29.797579059377313, -39.5702196508646, 4.915796689689159, 29.882047284394503, -19.167402356863022, 44.88689585030079, 4.855581000447273]| 12.0981912612915039|      8.00000000|[3030, 199, 0, 72]                                                         |  | used linear model with 65 points | actual_k=4
      50|[-13.335419474169612, -12.0037285014987, 16.61584796011448, 11.511693942826241, -20.28028352558613, -8.8532027117908, 7.499606788158417, 22.59284697473049, 35.63174129649997, 22.274293042719364, 3.728757120668888, 24.24610511213541, 38.44290569797158, -40.3718468695879, 40.47487282752991, 29.797579059377313, -39.5702196508646, 4.915796689689159, 29.882047284394503, -19.167402356863022, 44.88689585030079, 4.855581000447273]| 12.0981912612915039|      4.00000000|[3094, 203, 0, 74]                                                         |  | used linear model with 65 points | actual_k=4
