k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3912829756736755, 0.0682178288698196, 0.2996724843978882, 0.2935609519481659, 0.0955885723233223, -0.0235816705971956, -0.1265642791986465, 0.2524147033691406, 0.1480633318424225, -0.3066618144512177, -0.1072577610611916, 0.0292037706822157, -0.1381836086511612, 0.0454657003283501, 0.0948490798473358, -0.0453602336347103, -0.0835671126842499, -0.3968796730041504, 0.0091368220746517, -0.2427143603563309, -0.3374275863170624, -0.2793505787849426]| 13.9368286132812500|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
      18|[-41.16768914461136, 3.6757121086120605, -11.42890204116702, 37.071087166666985, -33.62745577841997, 2.791367782279849, -14.233392551541328, 4.45204696059227, 8.910086629912257, -21.53498288244009, -2.6577491089701653, 23.438279420137405, -5.066347919404507, -3.1491849534213543, -4.545186787843704, 17.637664880603552, -9.03355997800827, -4.752028964459896, -16.131721038371325, 5.647005021572113, 26.392760768532753, 0.8138573281466961]| 12.0491113662719727|     64.00000000|[865, 288, 0, 18]                                                          |  | used linear model with 65 points | actual_k=16
      19|[-41.16768914461136, 3.6757121086120605, -11.42890204116702, 37.071087166666985, -33.62745577841997, 2.791367782279849, -14.233392551541328, 4.45204696059227, 8.910086629912257, -21.53498288244009, -2.6577491089701653, 23.438279420137405, -5.066347919404507, -3.1491849534213543, -4.545186787843704, 17.637664880603552, -9.03355997800827, -4.752028964459896, -16.131721038371325, 5.647005021572113, 26.392760768532753, 0.8138573281466961]| 12.0491113662719727|     32.00000000|[913, 304, 0, 19]                                                          |  | used linear model with 65 points | actual_k=16
      20|[-49.73829823732376, 9.928454875946045, -19.230059038847685, 44.99945525825024, -35.0278415158391, -4.093434082344174, -11.173182561993599, 11.041096776723862, 7.926191685721278, -18.178013525903225, -4.632045440375805, 26.359593898057938, -1.7141624316573143, 0.9585621245205402, -10.016955643892288, 18.101937975734472, -23.260026156902313, -12.086456798017025, -19.880298871546984, 9.380049407482147, 32.8903074413538, 4.894808065146208]| 12.0441627502441406|     64.00000000|[961, 320, 0, 20]                                                          | | GPS sucess | actual_k=16
      21|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|    128.00000000|[1009, 336, 0, 21]                                                         | | GPS sucess | actual_k=16
      22|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|     64.00000000|[1057, 352, 0, 22]                                                         |  | used linear model with 65 points | actual_k=16
      23|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|     32.00000000|[1105, 368, 0, 23]                                                         |  | used linear model with 65 points | actual_k=16
      24|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|     16.00000000|[1153, 384, 0, 24]                                                         |  | used linear model with 65 points | actual_k=16
      25|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|      8.00000000|[1201, 400, 0, 25]                                                         |  | used linear model with 65 points | actual_k=16
      26|[-46.79558140039444, 2.3675990104675293, -23.33194626495242, 43.66195826232433, -42.805265851318836, -10.01412938721478, -18.64358861744404, 14.583279699087143, -6.044473292306066, 6.4469712153077126, 11.895481415092945, 25.816738575696945, 13.11832658201456, -11.168699990957975, -35.43150642514229, 10.050570216029882, -12.18974894285202, -4.902384303510189, -23.041592616587877, 25.40227574110031, 5.949734702706337, -6.923129785805941]| 12.0356845855712891|      4.00000000|[1249, 416, 0, 26]                                                         |  | used linear model with 65 points | actual_k=16
      27|[-47.56296992301941, 1.2671645879745483, -22.152346145361662, 44.20510773360729, -42.39981842786074, -10.42348019964993, -17.606256559491158, 15.038734644651413, -6.835671605542302, 7.551114596426487, 11.784546449780464, 26.654451698064804, 12.628120578825474, -12.516345750540495, -34.81061580777168, 10.360736157745123, -12.871969401836395, -5.8251242861151695, -23.629367370158434, 25.16572967171669, 7.238859191536903, -7.137887392193079]| 12.0323677062988281|      8.00000000|[1297, 432, 0, 27]                                                         | | GPS sucess | actual_k=16
      28|[-47.56296992301941, 1.2671645879745483, -22.152346145361662, 44.20510773360729, -42.39981842786074, -10.42348019964993, -17.606256559491158, 15.038734644651413, -6.835671605542302, 7.551114596426487, 11.784546449780464, 26.654451698064804, 12.628120578825474, -12.516345750540495, -34.81061580777168, 10.360736157745123, -12.871969401836395, -5.8251242861151695, -23.629367370158434, 25.16572967171669, 7.238859191536903, -7.137887392193079]| 12.0323677062988281|      4.00000000|[1345, 448, 0, 28]                                                         |  | used linear model with 65 points | actual_k=16
      29|[-47.56296992301941, 1.2671645879745483, -22.152346145361662, 44.20510773360729, -42.39981842786074, -10.42348019964993, -17.606256559491158, 15.038734644651413, -6.835671605542302, 7.551114596426487, 11.784546449780464, 26.654451698064804, 12.628120578825474, -12.516345750540495, -34.81061580777168, 10.360736157745123, -12.871969401836395, -5.8251242861151695, -23.629367370158434, 25.16572967171669, 7.238859191536903, -7.137887392193079]| 12.0323677062988281|      2.00000000|[1393, 464, 0, 29]                                                         |  | used linear model with 65 points | actual_k=16
      30|[-47.56296992301941, 1.2671645879745483, -22.152346145361662, 44.20510773360729, -42.39981842786074, -10.42348019964993, -17.606256559491158, 15.038734644651413, -6.835671605542302, 7.551114596426487, 11.784546449780464, 26.654451698064804, 12.628120578825474, -12.516345750540495, -34.81061580777168, 10.360736157745123, -12.871969401836395, -5.8251242861151695, -23.629367370158434, 25.16572967171669, 7.238859191536903, -7.137887392193079]| 12.0323677062988281|      1.00000000|[1441, 480, 0, 30]                                                         |  | used linear model with 65 points | actual_k=16
      31|[-47.77986237406731, 1.1264408230781555, -22.105178840458393, 44.391256749629974, -42.51920757442713, -10.152622627094388, -17.752028733491898, 14.852383479475975, -7.004469769075513, 7.408794976770878, 11.725756797939539, 27.121324717998505, 12.307161070406437, -12.644049536436796, -35.00353114306927, 10.147936027497053, -12.99555491656065, -5.8094468750059605, -23.594099942594767, 25.085237227380276, 7.334059119224548, -7.519864324480295]| 12.0320110321044922|      2.00000000|[1489, 496, 0, 31]                                                         | | GPS sucess | actual_k=16
      32|[-48.048341661691666, 1.0533393695950508, -22.316641084849834, 44.588055580854416, -43.24928954988718, -10.498645083978772, -17.573436573147774, 14.83069403283298, -6.311327235773206, 7.377710659056902, 11.39999133720994, 27.406700521707535, 12.031171925365925, -11.756536673754454, -35.15260514616966, 9.895481627434492, -13.447433345019817, -5.724242921918631, -24.214453283697367, 25.46221273392439, 6.677013874053955, -7.5172077608294785]| 12.0310459136962891|      4.00000000|[1537, 512, 0, 32]                                                         | | GPS sucess | actual_k=16
      33|[-48.048341661691666, 1.0533393695950508, -22.316641084849834, 44.588055580854416, -43.24928954988718, -10.498645083978772, -17.573436573147774, 14.83069403283298, -6.311327235773206, 7.377710659056902, 11.39999133720994, 27.406700521707535, 12.031171925365925, -11.756536673754454, -35.15260514616966, 9.895481627434492, -13.447433345019817, -5.724242921918631, -24.214453283697367, 25.46221273392439, 6.677013874053955, -7.5172077608294785]| 12.0310459136962891|      2.00000000|[1585, 528, 0, 33]                                                         |  | used linear model with 65 points | actual_k=16
      34|[-48.54420444369316, 1.4283650293946266, -22.58138259500265, 44.989091992378235, -43.09940429776907, -9.87107683904469, -18.15342779457569, 14.823461557738483, -6.37907194532454, 7.585068795830011, 11.62280947342515, 27.16293378174305, 11.720011092722416, -11.440579157322645, -35.419754326343536, 9.576481085270643, -13.098939500749111, -5.130484577268362, -24.39495101943612, 25.624686114490032, 5.9542301297187805, -8.008268703240901]| 12.0302820205688477|      4.00000000|[1633, 544, 0, 34]                                                         | | GPS sucess | actual_k=16
      35|[-49.16174092888832, 0.8522503152489662, -22.53263669833541, 45.47402665019035, -42.82397388666868, -9.88646708894521, -17.713039740920067, 14.55423643719405, -6.755759919062257, 7.89965221658349, 11.669447626918554, 27.79838491976261, 11.867959044873714, -11.243239786475897, -35.5722891241312, 9.150480072945356, -12.042984925210476, -6.803655620664358, -24.21446603909135, 24.469064466655254, 7.1697651743888855, -7.954420105088502]| 12.0290956497192383|      8.00000000|[1681, 560, 0, 35]                                                         | | GPS sucess | actual_k=16
      36|[-52.52274337410927, 1.303160972893238, -21.293255027383566, 48.049481838941574, -40.09071754664183, -8.466077198274434, -19.30756150186062, 15.0221932483837, -8.216270888224244, 8.906475398689508, 11.9977971278131, 27.52725623548031, 9.807271741330624, -10.40435966476798, -35.68095687776804, 8.973739188164473, -11.618576668202877, -5.187316294759512, -25.413167659193277, 28.47372030466795, 8.610457003116608, -8.646565631497651]| 12.0255203247070312|     16.00000000|[1729, 576, 0, 36]                                                         | | GPS sucess | actual_k=16
      37|[-57.61269488930702, 4.28310377150774, -15.46692293509841, 50.50863263010979, -38.69628023356199, -9.15660994220525, -23.970582589507103, 21.882639224641025, -8.689967328682542, 6.569532964378595, 12.58409171923995, 29.799150452017784, 15.103087686002254, -9.702934052795172, -33.69418636709452, 12.63080744072795, -8.269101284444332, -1.8949800692498684, -27.38992065563798, 28.507849879562855, 9.34676331281662, -7.02270431863144]| 12.0195064544677734|     32.00000000|[1777, 592, 0, 37]                                                         | | GPS sucess | actual_k=16
      38|[-67.88337627053261, 17.80960351973772, -12.700948175042868, 57.162016838788986, -31.508662454783916, -6.304305483587086, -25.310266479849815, 26.53193550836295, -4.621724301949143, 13.007538888603449, 27.45692401751876, 32.574761137366295, 19.144568227231503, -4.758696343749762, -34.45598617941141, 2.9326453618705273, -0.8444553837180138, -6.1944023333489895, -34.5566639341414, 31.704990096390247, 4.813999831676483, -6.986323018092662]| 12.0050163269042969|     64.00000000|[1825, 608, 0, 38]                                                         | | GPS sucess | actual_k=16
      39|[-67.88337627053261, 17.80960351973772, -12.700948175042868, 57.162016838788986, -31.508662454783916, -6.304305483587086, -25.310266479849815, 26.53193550836295, -4.621724301949143, 13.007538888603449, 27.45692401751876, 32.574761137366295, 19.144568227231503, -4.758696343749762, -34.45598617941141, 2.9326453618705273, -0.8444553837180138, -6.1944023333489895, -34.5566639341414, 31.704990096390247, 4.813999831676483, -6.986323018092662]| 12.0050163269042969|     32.00000000|[1873, 624, 0, 39]                                                         |  | used linear model with 65 points | actual_k=16
      40|[-69.97879210114479, 30.512859173119068, -20.158622678369284, 59.47702333331108, -36.78126787394285, -5.602583994157612, -34.788458809256554, 39.15463906060904, -14.724488431587815, 12.171685073524714, 28.71391838416457, 26.861645445227623, 26.203883908689022, -9.023884560912848, -29.907456554472446, 4.357880514115095, -9.24739994853735, -16.812578793615103, -37.850625459104776, 32.19409082084894, 5.347924649715424, -8.160741944331676]| 12.0000324249267578|     64.00000000|[1921, 640, 0, 40]                                                         | | GPS sucess | actual_k=16
      41|[-69.97879210114479, 30.512859173119068, -20.158622678369284, 59.47702333331108, -36.78126787394285, -5.602583994157612, -34.788458809256554, 39.15463906060904, -14.724488431587815, 12.171685073524714, 28.71391838416457, 26.861645445227623, 26.203883908689022, -9.023884560912848, -29.907456554472446, 4.357880514115095, -9.24739994853735, -16.812578793615103, -37.850625459104776, 32.19409082084894, 5.347924649715424, -8.160741944331676]| 12.0000324249267578|     32.00000000|[1969, 656, 0, 41]                                                         |  | used linear model with 65 points | actual_k=16
      42|[-69.97879210114479, 30.512859173119068, -20.158622678369284, 59.47702333331108, -36.78126787394285, -5.602583994157612, -34.788458809256554, 39.15463906060904, -14.724488431587815, 12.171685073524714, 28.71391838416457, 26.861645445227623, 26.203883908689022, -9.023884560912848, -29.907456554472446, 4.357880514115095, -9.24739994853735, -16.812578793615103, -37.850625459104776, 32.19409082084894, 5.347924649715424, -8.160741944331676]| 12.0000324249267578|     16.00000000|[2017, 672, 0, 42]                                                         |  | used linear model with 65 points | actual_k=16
      43|[-69.97879210114479, 30.512859173119068, -20.158622678369284, 59.47702333331108, -36.78126787394285, -5.602583994157612, -34.788458809256554, 39.15463906060904, -14.724488431587815, 12.171685073524714, 28.71391838416457, 26.861645445227623, 26.203883908689022, -9.023884560912848, -29.907456554472446, 4.357880514115095, -9.24739994853735, -16.812578793615103, -37.850625459104776, 32.19409082084894, 5.347924649715424, -8.160741944331676]| 12.0000324249267578|      8.00000000|[2065, 688, 0, 43]                                                         |  | used linear model with 65 points | actual_k=16
      44|[-69.97879210114479, 30.512859173119068, -20.158622678369284, 59.47702333331108, -36.78126787394285, -5.602583994157612, -34.788458809256554, 39.15463906060904, -14.724488431587815, 12.171685073524714, 28.71391838416457, 26.861645445227623, 26.203883908689022, -9.023884560912848, -29.907456554472446, 4.357880514115095, -9.24739994853735, -16.812578793615103, -37.850625459104776, 32.19409082084894, 5.347924649715424, -8.160741944331676]| 12.0000324249267578|      4.00000000|[2113, 704, 0, 44]                                                         |  | used linear model with 65 points | actual_k=16
      45|[-70.2517606317997, 30.80507607012987, -20.770078655332327, 59.70092722773552, -36.879654325544834, -4.9463196294382215, -34.20391772687435, 39.21987317036837, -13.218626195564866, 11.898921821266413, 29.552096005529165, 26.09397564828396, 26.152056328952312, -9.569049086421728, -29.852504514157772, 4.29029468819499, -8.783747307956219, -17.040447752922773, -40.684610549360514, 32.17807660996914, 4.950365871191025, -6.758825082797557]| 11.9995737075805664|      8.00000000|[2161, 720, 0, 45]                                                         | | GPS sucess | actual_k=16
      46|[-69.68412438035011, 26.740051217377186, -18.54453396424651, 59.21493050456047, -36.62999574095011, -5.255811830051243, -36.967241033911705, 40.270502666942775, -14.54050617851317, 10.565222594887018, 30.436694260686636, 26.60653255879879, 28.276471249759197, -11.752103295177221, -29.460855893790722, 1.5329142026603222, -6.8741550371050835, -16.93367364630103, -41.68274397030473, 32.13006869703531, 3.3889890611171722, -5.2432010364718735]| 11.9977970123291016|     16.00000000|[2209, 736, 0, 46]                                                         | | GPS sucess | actual_k=16
      47|[-69.68412438035011, 26.740051217377186, -18.54453396424651, 59.21493050456047, -36.62999574095011, -5.255811830051243, -36.967241033911705, 40.270502666942775, -14.54050617851317, 10.565222594887018, 30.436694260686636, 26.60653255879879, 28.276471249759197, -11.752103295177221, -29.460855893790722, 1.5329142026603222, -6.8741550371050835, -16.93367364630103, -41.68274397030473, 32.13006869703531, 3.3889890611171722, -5.2432010364718735]| 11.9977970123291016|      8.00000000|[2257, 752, 0, 47]                                                         |  | used linear model with 65 points | actual_k=16
      48|[-69.68412438035011, 26.740051217377186, -18.54453396424651, 59.21493050456047, -36.62999574095011, -5.255811830051243, -36.967241033911705, 40.270502666942775, -14.54050617851317, 10.565222594887018, 30.436694260686636, 26.60653255879879, 28.276471249759197, -11.752103295177221, -29.460855893790722, 1.5329142026603222, -6.8741550371050835, -16.93367364630103, -41.68274397030473, 32.13006869703531, 3.3889890611171722, -5.2432010364718735]| 11.9977970123291016|      4.00000000|[2305, 768, 0, 48]                                                         |  | used linear model with 65 points | actual_k=16
      49|[-70.3939519226551, 27.476811416447163, -19.06110804900527, 59.72702714800835, -36.720881544053555, -6.753567357547581, -36.41725091636181, 38.85658274125308, -14.474408665671945, 8.500417325645685, 29.726810928434134, 26.395745903253555, 28.31169169023633, -11.82133575156331, -29.56453114748001, 2.3243996910750866, -7.878987900912762, -16.300224270671606, -40.842846397310495, 32.163386307656765, 4.198510676622391, -4.355881054420024]| 11.9969902038574219|      8.00000000|[2353, 784, 0, 49]                                                         | | GPS sucess | actual_k=16
      50|[-70.3939519226551, 27.476811416447163, -19.06110804900527, 59.72702714800835, -36.720881544053555, -6.753567357547581, -36.41725091636181, 38.85658274125308, -14.474408665671945, 8.500417325645685, 29.726810928434134, 26.395745903253555, 28.31169169023633, -11.82133575156331, -29.56453114748001, 2.3243996910750866, -7.878987900912762, -16.300224270671606, -40.842846397310495, 32.163386307656765, 4.198510676622391, -4.355881054420024]| 11.9969902038574219|      4.00000000|[2401, 800, 0, 50]                                                         |  | used linear model with 65 points | actual_k=16
      51|[-70.3939519226551, 27.476811416447163, -19.06110804900527, 59.72702714800835, -36.720881544053555, -6.753567357547581, -36.41725091636181, 38.85658274125308, -14.474408665671945, 8.500417325645685, 29.726810928434134, 26.395745903253555, 28.31169169023633, -11.82133575156331, -29.56453114748001, 2.3243996910750866, -7.878987900912762, -16.300224270671606, -40.842846397310495, 32.163386307656765, 4.198510676622391, -4.355881054420024]| 11.9969902038574219|      2.00000000|[2449, 816, 0, 51]                                                         |  | used linear model with 65 points | actual_k=16
