k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3823688924312592, -0.0497824251651764, -0.1420545727014542, 0.1532222926616669, 0.2454042285680771, 0.0836205631494522, -0.3411653935909271, -0.1315423846244812, -0.0376622639596462, 0.0679064393043518, -0.0369983427226543, 0.0588920824229717, 0.0792818889021873, 0.0169150549918413, -0.4636098742485046, 0.1777410060167313, -0.249755471944809, 0.0317587666213512, -0.2147050499916077, 0.0346951186656952, 0.1924824416637421, -0.2044362872838974]| 14.2843809127807617|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      12|[-6.231821455061436, 5.493869364261627, 2.543420508503914, 7.218924086540937, -3.967496756464243, 3.0558533668518066, 3.288561500608921, -10.243538107722998, -1.1629809848964214, 1.7392496094107628, 3.3360791988670826, 4.360235404223204, -2.6029094755649567, -4.62753546051681, -0.3815023526549339, 5.628641597926617, 0.5821824073791504, -3.8634851463139057, -1.7568000555038452, 0.4110299050807953, 6.934510767459869, -5.387342907488346]| 12.1295690536499023|     16.00000000|[721, 48, 0, 12]                                                           | | GPS sucess | actual_k=4
      13|[-6.850377954542637, 2.6141653656959534, 6.071856454014778, 7.233254147693515, -0.3054159916937351, 10.551151752471924, 6.733085550367832, -10.393412735313177, 1.0637324340641499, 2.850683592259884, 0.4635480232536793, 2.242466878145933, -0.6814121305942535, -7.602083323523402, 2.877211607992649, 2.0698571130633354, 1.3390976786613464, -0.4465690143406391, -1.061850130558014, -6.565270334482193, 6.589990794658661, -0.7134504094719887]| 12.1267271041870117|     32.00000000|[781, 52, 0, 13]                                                           | | GPS sucess | actual_k=4
      14|[-6.850377954542637, 2.6141653656959534, 6.071856454014778, 7.233254147693515, -0.3054159916937351, 10.551151752471924, 6.733085550367832, -10.393412735313177, 1.0637324340641499, 2.850683592259884, 0.4635480232536793, 2.242466878145933, -0.6814121305942535, -7.602083323523402, 2.877211607992649, 2.0698571130633354, 1.3390976786613464, -0.4465690143406391, -1.061850130558014, -6.565270334482193, 6.589990794658661, -0.7134504094719887]| 12.1267271041870117|     16.00000000|[841, 56, 0, 14]                                                           |  | used linear model with 65 points | actual_k=4
      15|[-8.774837173521519, -1.3985127806663513, 11.47218556702137, 8.054165733978152, 7.914156075567007, 14.830556392669678, 5.880886949598789, -15.20439925417304, 2.8457096107304096, 0.1632377132773399, 1.8663308210670948, 6.734495114535093, -3.720477730035782, -8.701342700049281, 2.5317865684628487, 3.5837134048342705, -1.01289302110672, 4.450929116457701, -3.9362481236457825, -5.033637434244156, 9.382942855358124, -2.4698720946907997]| 12.1192970275878906|     32.00000000|[901, 60, 0, 15]                                                           | | GPS sucess | actual_k=4
      16|[-8.774837173521519, -1.3985127806663513, 11.47218556702137, 8.054165733978152, 7.914156075567007, 14.830556392669678, 5.880886949598789, -15.20439925417304, 2.8457096107304096, 0.1632377132773399, 1.8663308210670948, 6.734495114535093, -3.720477730035782, -8.701342700049281, 2.5317865684628487, 3.5837134048342705, -1.01289302110672, 4.450929116457701, -3.9362481236457825, -5.033637434244156, 9.382942855358124, -2.4698720946907997]| 12.1192970275878906|     16.00000000|[961, 64, 0, 16]                                                           |  | used linear model with 65 points | actual_k=4
      17|[-8.774837173521519, -1.3985127806663513, 11.47218556702137, 8.054165733978152, 7.914156075567007, 14.830556392669678, 5.880886949598789, -15.20439925417304, 2.8457096107304096, 0.1632377132773399, 1.8663308210670948, 6.734495114535093, -3.720477730035782, -8.701342700049281, 2.5317865684628487, 3.5837134048342705, -1.01289302110672, 4.450929116457701, -3.9362481236457825, -5.033637434244156, 9.382942855358124, -2.4698720946907997]| 12.1192970275878906|      8.00000000|[1021, 68, 0, 17]                                                          |  | used linear model with 65 points | actual_k=4
      18|[-10.31804708391428, -1.1641139835119247, 13.367513969540596, 9.009888662025332, 7.4446576200425625, 14.213062286376953, 6.735229469835758, -15.87032064422965, 6.692378092557192, -2.041844464838505, 2.577646929770708, 7.881675433367491, -6.717612415552139, -12.602400420233607, 4.750816471874714, 3.7543579563498497, -0.0839380025863647, 4.952640246599913, -3.554037481546402, -5.982626527547836, 10.591537535190582, -2.1131444051861763]| 12.1133804321289062|     16.00000000|[1081, 72, 0, 18]                                                          | | GPS sucess | actual_k=4
      19|[-12.16678050905466, -7.921525463461876, 16.313661888241768, 10.409389032050967, 13.51053362712264, 14.74673479795456, 7.388111032545567, -18.150810088962317, 8.69181578233838, -1.2399914041161537, 2.1039782352745533, 10.327514838427305, -8.76249423623085, -6.226847289130092, 8.965861447155476, 0.9447754845023155, 2.3591779470443726, 3.4961692802608013, -4.903027564287186, -5.885690934956074, 12.426330983638763, 2.834465019404888]| 12.1038255691528320|     32.00000000|[1141, 76, 0, 19]                                                          | | GPS sucess | actual_k=4
      20|[-12.16678050905466, -7.921525463461876, 16.313661888241768, 10.409389032050967, 13.51053362712264, 14.74673479795456, 7.388111032545567, -18.150810088962317, 8.69181578233838, -1.2399914041161537, 2.1039782352745533, 10.327514838427305, -8.76249423623085, -6.226847289130092, 8.965861447155476, 0.9447754845023155, 2.3591779470443726, 3.4961692802608013, -4.903027564287186, -5.885690934956074, 12.426330983638763, 2.834465019404888]| 12.1038255691528320|     16.00000000|[1201, 80, 0, 20]                                                          |  | used linear model with 65 points | actual_k=4
      21|[-15.623678483068943, -4.57118533551693, 15.752151384949684, 13.015452159568667, 15.318094786256552, 10.086240470409393, 1.3254527226090431, -21.62954792007804, 8.928822178393602, -2.1685859337449074, -2.273126047104597, 13.077164124697447, -5.133536487817764, -4.193305371329188, 6.8634606674313545, 2.647709511220455, 1.8362122774124146, 2.284079145640135, -9.550798922777176, -10.88340450078249, 14.806402862071991, 3.204529158771038]| 12.0984086990356445|     32.00000000|[1261, 84, 0, 21]                                                          | | GPS sucess | actual_k=4
      22|[-22.381752766668797, -3.203218922019005, 28.13139332830906, 16.02940417639911, 21.788134153932333, 15.031767070293427, 12.014294542372227, -22.68093952164054, 17.74055351689458, 0.035767637193203, 0.9206462688744068, 10.005641888827085, 4.639890521764755, -2.451700685545802, -1.0139392539858818, 2.469036154448986, 3.693426728248596, 6.251995872706175, -3.8653874695301056, -17.934683568775654, 16.696979701519012, 17.967687003314495]| 12.0809574127197266|     64.00000000|[1321, 88, 0, 22]                                                          | | GPS sucess | actual_k=4
      23|[-26.004795111715794, 5.220424190163612, 52.015823259949684, 14.261188639327884, 41.70559936389327, 29.954070270061493, 24.806701578199863, -38.57582553848624, 21.134472507983446, -7.458048738539219, -11.087453287094831, -2.1995306499302387, 9.18449291586876, 7.991675855591893, -4.640657059848309, -12.694539971649647, -5.579362273216248, 7.474638652056456, -0.405636340379715, -52.27699924260378, -1.2517240643501282, 22.918241374194622]| 12.0774984359741211|    128.00000000|[1381, 92, 0, 23]                                                          | | GPS sucess | actual_k=4
      24|[-26.004795111715794, 5.220424190163612, 52.015823259949684, 14.261188639327884, 41.70559936389327, 29.954070270061493, 24.806701578199863, -38.57582553848624, 21.134472507983446, -7.458048738539219, -11.087453287094831, -2.1995306499302387, 9.18449291586876, 7.991675855591893, -4.640657059848309, -12.694539971649647, -5.579362273216248, 7.474638652056456, -0.405636340379715, -52.27699924260378, -1.2517240643501282, 22.918241374194622]| 12.0774984359741211|     64.00000000|[1441, 96, 0, 24]                                                          |  | used linear model with 65 points | actual_k=4
      25|[-35.337282218039036, -4.269639477133751, 57.4844726473093, 20.92600835673511, 60.31978088244796, 31.272192537784576, 29.800519861280918, -42.513234462589025, -0.8359559588134289, 21.123198591172695, -9.20764760300517, -22.095095682889223, 12.592572301626205, 0.0123610515147448, -11.48672591894865, 3.0364056155085564, -14.356067061424255, -11.972956944257021, 7.20141789317131, -49.00488758832216, -20.537011921405792, 9.203895442187786]| 12.0606956481933594|    128.00000000|[1501, 100, 0, 25]                                                         | | GPS sucess | actual_k=4
      26|[-35.337282218039036, -4.269639477133751, 57.4844726473093, 20.92600835673511, 60.31978088244796, 31.272192537784576, 29.800519861280918, -42.513234462589025, -0.8359559588134289, 21.123198591172695, -9.20764760300517, -22.095095682889223, 12.592572301626205, 0.0123610515147448, -11.48672591894865, 3.0364056155085564, -14.356067061424255, -11.972956944257021, 7.20141789317131, -49.00488758832216, -20.537011921405792, 9.203895442187786]| 12.0606956481933594|     64.00000000|[1561, 104, 0, 26]                                                         |  | used linear model with 65 points | actual_k=4
      27|[-45.51476959139109, 7.213293567299843, 55.93772591650486, 28.619543684646487, 82.07083755359054, 15.236246645450592, 25.265333093702793, -33.089565601199865, 13.307616848498583, 29.9501438960433, -9.0973478294909, -30.820067454129457, -26.84841051697731, -8.002057550475001, -12.55186115950346, -0.7744774296879768, -22.621120810508728, -27.869180012494326, -9.229923278093338, -36.4357280805707, -20.538164532161318, 5.595098368823528]| 12.0293874740600586|    128.00000000|[1621, 108, 0, 27]                                                         | | GPS sucess | actual_k=4
      28|[-45.51476959139109, 7.213293567299843, 55.93772591650486, 28.619543684646487, 82.07083755359054, 15.236246645450592, 25.265333093702793, -33.089565601199865, 13.307616848498583, 29.9501438960433, -9.0973478294909, -30.820067454129457, -26.84841051697731, -8.002057550475001, -12.55186115950346, -0.7744774296879768, -22.621120810508728, -27.869180012494326, -9.229923278093338, -36.4357280805707, -20.538164532161318, 5.595098368823528]| 12.0293874740600586|     64.00000000|[1681, 112, 0, 28]                                                         |  | used linear model with 65 points | actual_k=4
      29|[-58.14387134462595, 4.1167562156915665, 70.66173829138279, 35.854784144088626, 76.1282611452043, -10.892318189144135, 28.152531780302525, -1.2230094335973263, 19.87828840687871, 46.30519302934408, -13.709712598472834, -36.590225744992495, -35.488880068063736, -9.256795523688197, -37.02776753157377, 3.36859517544508, -26.09648025035858, -36.1726744659245, -10.160705715417862, -63.82844544202089, -24.379502689815126, 4.529566638171673]| 12.0253229141235352|    128.00000000|[1741, 116, 0, 29]                                                         | | GPS sucess | actual_k=4
      30|[-58.14387134462595, 4.1167562156915665, 70.66173829138279, 35.854784144088626, 76.1282611452043, -10.892318189144135, 28.152531780302525, -1.2230094335973263, 19.87828840687871, 46.30519302934408, -13.709712598472834, -36.590225744992495, -35.488880068063736, -9.256795523688197, -37.02776753157377, 3.36859517544508, -26.09648025035858, -36.1726744659245, -10.160705715417862, -63.82844544202089, -24.379502689815126, 4.529566638171673]| 12.0253229141235352|     64.00000000|[1801, 120, 0, 30]                                                         |  | used linear model with 65 points | actual_k=4
      31|[-58.14387134462595, 4.1167562156915665, 70.66173829138279, 35.854784144088626, 76.1282611452043, -10.892318189144135, 28.152531780302525, -1.2230094335973263, 19.87828840687871, 46.30519302934408, -13.709712598472834, -36.590225744992495, -35.488880068063736, -9.256795523688197, -37.02776753157377, 3.36859517544508, -26.09648025035858, -36.1726744659245, -10.160705715417862, -63.82844544202089, -24.379502689815126, 4.529566638171673]| 12.0253229141235352|     32.00000000|[1861, 124, 0, 31]                                                         |  | used linear model with 65 points | actual_k=4
      32|[-64.34899763017893, 4.3507766127586365, 74.20063652098179, 40.311822546646, 72.61228805407882, -5.917897641658783, 28.53286812454462, -0.0454299114644527, 19.018408734351397, 46.16013593226671, -19.233107183128595, -43.568140078336, -51.000527292490005, -8.882177231833339, -31.086219184100628, 3.9533041641116142, -8.34184730052948, -32.73548774793744, -2.721606880426407, -65.93746829777956, -15.2997659802204, 6.390683643519878]| 11.9833679199218750|     64.00000000|[1921, 128, 0, 32]                                                         | | GPS sucess | actual_k=4
      33|[-64.34899763017893, 4.3507766127586365, 74.20063652098179, 40.311822546646, 72.61228805407882, -5.917897641658783, 28.53286812454462, -0.0454299114644527, 19.018408734351397, 46.16013593226671, -19.233107183128595, -43.568140078336, -51.000527292490005, -8.882177231833339, -31.086219184100628, 3.9533041641116142, -8.34184730052948, -32.73548774793744, -2.721606880426407, -65.93746829777956, -15.2997659802204, 6.390683643519878]| 11.9833679199218750|     32.00000000|[1981, 132, 0, 33]                                                         |  | used linear model with 65 points | actual_k=4
      34|[-70.60267213732004, 14.20576947927475, 77.17313779890537, 44.259261740371585, 78.32986646518111, -1.8657812476158142, 18.932564474642277, -3.719075407832861, 27.68571277335286, 47.00978118926287, -3.7375513054430485, -37.037677336484194, -54.76043549180031, -8.933442307636142, -32.69242417067289, 12.413137309253216, -4.045687556266785, -36.68664364889264, 3.552997440099716, -71.06449867039919, -15.349410361028276, 13.7271194383502]| 11.9770135879516602|     64.00000000|[2041, 136, 0, 34]                                                         | | GPS sucess | actual_k=4
      35|[-70.60267213732004, 14.20576947927475, 77.17313779890537, 44.259261740371585, 78.32986646518111, -1.8657812476158142, 18.932564474642277, -3.719075407832861, 27.68571277335286, 47.00978118926287, -3.7375513054430485, -37.037677336484194, -54.76043549180031, -8.933442307636142, -32.69242417067289, 12.413137309253216, -4.045687556266785, -36.68664364889264, 3.552997440099716, -71.06449867039919, -15.349410361028276, 13.7271194383502]| 11.9770135879516602|     32.00000000|[2101, 140, 0, 35]                                                         |  | used linear model with 65 points | actual_k=4
      36|[-76.95197156816721, 6.609611451625824, 75.74132193624973, 49.69344533793628, 63.41366010531783, -6.4745888113975525, 19.56697914749384, 0.3521435596048832, 27.415307242423296, 51.33974153548479, 3.9478968642652035, -29.541443396359682, -46.24487438797951, -20.960644913837314, -35.7192145511508, 10.424526922404766, 6.450324177742004, -34.636174488812685, 8.162128299474716, -79.28497386723757, -9.840997999883257, 19.021241657435894]| 11.9610767364501953|     64.00000000|[2161, 144, 0, 36]                                                         | | GPS sucess | actual_k=4
      37|[-89.72115663439035, 1.6532077193260193, 80.19451273977757, 59.1006671320647, 80.11011319980025, 7.4404416680336, 18.027097918093204, -8.82742377743125, 28.74166651442647, 31.829191990196705, 9.05244293436408, -33.07749896124005, -36.23306027054787, -17.86263961903751, -44.54958640784025, 2.6547448560595512, -3.7361782789230347, -12.498532582074404, -1.3259688913822174, -71.30540633946657, -1.2945502459770069, -2.057676799595356]| 11.9499111175537109|    128.00000000|[2221, 148, 0, 37]                                                         | | GPS sucess | actual_k=4
      38|[-86.2773187533021, -37.0442219376564, 95.18733920156956, 56.58645309321582, 90.93632703647017, 11.843615591526031, 12.891485907137394, -40.45064040645957, 43.05468912795186, 46.59055978804827, 22.12036457285285, -64.96796755865216, -43.49757519364357, 33.7005699146539, -52.762205235660076, 27.500083677470684, 38.271077275276184, -33.396041203290224, 45.29300770163536, -59.561301954090595, 10.289409333490767, 17.405412189662457]| 11.9043760299682617|    256.00000000|[2281, 152, 0, 38]                                                         | | GPS sucess | actual_k=4
      39|[-75.06088618189096, -109.1119938492775, 119.7982801347971, 48.29029716365039, 177.74947553500533, -62.979603707790375, 27.249031759798527, -73.47503158077598, -10.490072529762983, 60.390882320702076, 19.98953142389655, -87.5471702106297, -32.739057928323746, 18.657520102337003, -115.35936176031828, -23.06159234791994, 48.19272816181183, -40.06943302229047, 79.73623737692833, -151.33486915379763, 99.8318974316353, -58.38786173611879]| 11.8853044509887695|    512.00000000|[2341, 156, 0, 39]                                                         | | GPS sucess | actual_k=4
      40|[-75.06088618189096, -109.1119938492775, 119.7982801347971, 48.29029716365039, 177.74947553500533, -62.979603707790375, 27.249031759798527, -73.47503158077598, -10.490072529762983, 60.390882320702076, 19.98953142389655, -87.5471702106297, -32.739057928323746, 18.657520102337003, -115.35936176031828, -23.06159234791994, 48.19272816181183, -40.06943302229047, 79.73623737692833, -151.33486915379763, 99.8318974316353, -58.38786173611879]| 11.8853044509887695|    256.00000000|[2401, 160, 0, 40]                                                         |  | used linear model with 65 points | actual_k=4
      41|[-75.06088618189096, -109.1119938492775, 119.7982801347971, 48.29029716365039, 177.74947553500533, -62.979603707790375, 27.249031759798527, -73.47503158077598, -10.490072529762983, 60.390882320702076, 19.98953142389655, -87.5471702106297, -32.739057928323746, 18.657520102337003, -115.35936176031828, -23.06159234791994, 48.19272816181183, -40.06943302229047, 79.73623737692833, -151.33486915379763, 99.8318974316353, -58.38786173611879]| 11.8853044509887695|    128.00000000|[2461, 164, 0, 41]                                                         |  | used linear model with 65 points | actual_k=4
      42|[-105.75773791223764, -122.96328741312027, 129.06759299337864, 71.61677230708301, 212.46129041537642, -31.01770681142807, 27.16711101680994, -92.02004500851035, 2.1291453428566456, 81.5891493037343, -1.9275942780077457, -87.36283143237233, -55.52073326706886, 0.5177343357354403, -90.69699680060148, -74.54637552052736, 56.80020248889923, -71.09221630170941, 112.36900410056114, -116.00494743138552, 78.41674011352006, -22.55988932400942]| 11.8114213943481445|    256.00000000|[2521, 168, 0, 42]                                                         | | GPS sucess | actual_k=4
      43|[-105.75773791223764, -122.96328741312027, 129.06759299337864, 71.61677230708301, 212.46129041537642, -31.01770681142807, 27.16711101680994, -92.02004500851035, 2.1291453428566456, 81.5891493037343, -1.9275942780077457, -87.36283143237233, -55.52073326706886, 0.5177343357354403, -90.69699680060148, -74.54637552052736, 56.80020248889923, -71.09221630170941, 112.36900410056114, -116.00494743138552, 78.41674011352006, -22.55988932400942]| 11.8114213943481445|    128.00000000|[2581, 172, 0, 43]                                                         |  | used linear model with 65 points | actual_k=4
      44|[-105.75773791223764, -122.96328741312027, 129.06759299337864, 71.61677230708301, 212.46129041537642, -31.01770681142807, 27.16711101680994, -92.02004500851035, 2.1291453428566456, 81.5891493037343, -1.9275942780077457, -87.36283143237233, -55.52073326706886, 0.5177343357354403, -90.69699680060148, -74.54637552052736, 56.80020248889923, -71.09221630170941, 112.36900410056114, -116.00494743138552, 78.41674011352006, -22.55988932400942]| 11.8114213943481445|     64.00000000|[2641, 176, 0, 44]                                                         |  | used linear model with 65 points | actual_k=4
      45|[-105.75773791223764, -122.96328741312027, 129.06759299337864, 71.61677230708301, 212.46129041537642, -31.01770681142807, 27.16711101680994, -92.02004500851035, 2.1291453428566456, 81.5891493037343, -1.9275942780077457, -87.36283143237233, -55.52073326706886, 0.5177343357354403, -90.69699680060148, -74.54637552052736, 56.80020248889923, -71.09221630170941, 112.36900410056114, -116.00494743138552, 78.41674011352006, -22.55988932400942]| 11.8114213943481445|     32.00000000|[2701, 180, 0, 45]                                                         |  | used linear model with 65 points | actual_k=4
      46|[-105.01138833910227, -117.99211221933365, 127.64041604101658, 71.26457737199962, 198.01218515262008, -23.144370019435883, 30.453532077372074, -89.09017821773887, 1.2331066317856312, 82.11035639792681, 6.142069723457098, -97.8817504234612, -51.70707741379738, 0.4380110818892717, -80.42827712744474, -74.88112504035234, 63.381845116615295, -75.78377943113446, 111.83337911963463, -104.25386787205935, 77.06361907126848, -36.55368948727846]| 11.7994356155395508|     64.00000000|[2761, 184, 0, 46]                                                         | | GPS sucess | actual_k=4
      47|[-105.01138833910227, -117.99211221933365, 127.64041604101658, 71.26457737199962, 198.01218515262008, -23.144370019435883, 30.453532077372074, -89.09017821773887, 1.2331066317856312, 82.11035639792681, 6.142069723457098, -97.8817504234612, -51.70707741379738, 0.4380110818892717, -80.42827712744474, -74.88112504035234, 63.381845116615295, -75.78377943113446, 111.83337911963463, -104.25386787205935, 77.06361907126848, -36.55368948727846]| 11.7994356155395508|     32.00000000|[2821, 188, 0, 47]                                                         |  | used linear model with 65 points | actual_k=4
      48|[-110.3178415670991, -124.7724786400795, 128.29670138657093, 75.57755707018077, 194.98726039752364, -20.967486560344696, 37.74604783207178, -89.8068320415914, 10.663079280406237, 67.73207861930132, 6.99363562092185, -98.1554363258183, -55.29923787713051, 5.974811943247914, -82.13196551054716, -81.35011441260576, 50.85311663150787, -79.09785347059369, 105.61001905798912, -107.14187312871218, 71.8224033653969, -21.811599262058735]| 11.7859792709350586|     64.00000000|[2881, 192, 0, 48]                                                         | | GPS sucess | actual_k=4
      49|[-108.13345817476511, -148.96070152521133, 116.75308509171009, 77.60862634889781, 201.34736209735274, -32.61957091093063, 39.21072206646204, -84.21616145595908, 8.645638722926378, 75.5100956633687, -6.9766230918467045, -101.85994772985578, -45.80201879143715, 24.8901523668319, -68.09612356871367, -84.4838095381856, 48.951799631118774, -107.59430580213666, 91.16677317023277, -102.81615949422121, 92.282207900309, -45.896045215427876]| 11.7725696563720703|    128.00000000|[2941, 196, 0, 49]                                                         | | GPS sucess | actual_k=4
      50|[-108.13345817476511, -148.96070152521133, 116.75308509171009, 77.60862634889781, 201.34736209735274, -32.61957091093063, 39.21072206646204, -84.21616145595908, 8.645638722926378, 75.5100956633687, -6.9766230918467045, -101.85994772985578, -45.80201879143715, 24.8901523668319, -68.09612356871367, -84.4838095381856, 48.951799631118774, -107.59430580213666, 91.16677317023277, -102.81615949422121, 92.282207900309, -45.896045215427876]| 11.7725696563720703|     64.00000000|[3001, 200, 0, 50]                                                         |  | used linear model with 65 points | actual_k=4
      51|[-108.13345817476511, -148.96070152521133, 116.75308509171009, 77.60862634889781, 201.34736209735274, -32.61957091093063, 39.21072206646204, -84.21616145595908, 8.645638722926378, 75.5100956633687, -6.9766230918467045, -101.85994772985578, -45.80201879143715, 24.8901523668319, -68.09612356871367, -84.4838095381856, 48.951799631118774, -107.59430580213666, 91.16677317023277, -102.81615949422121, 92.282207900309, -45.896045215427876]| 11.7725696563720703|     32.00000000|[3061, 204, 0, 51]                                                         |  | used linear model with 65 points | actual_k=4
