k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0381407849490643, 0.0799828469753265, 0.343980461359024, 0.3301783502101898, 0.1022952795028687, -0.1390520185232162, 0.0276686679571867, 0.0983205437660217, 0.0690724030137062, -0.1683494597673416, 0.0577969960868359, 0.0096356617286801, -0.0221875850111246, -0.1127479001879692, -0.1804066300392151, -0.0322092995047569, 0.042254813015461, -0.0478741191327572, -0.0965867191553116, 0.5625779032707214, -0.2172268033027649, 0.0050752516835928]| 14.2830896377563477|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
      12|[-5.711212147027254, -4.699197888374329, 6.26490581035614, 6.938134431838989, -8.275682270526886, -3.3987977392971516, -9.002229364588857, -12.919293623883277, 0.5650860033929348, 17.004002258181572, -2.6740635745227337, 13.697746415622532, 2.123264377936721, 18.65310014039278, 4.6915207877755165, -4.369000144302845, -18.8021555878222, -0.4861666820943356, 0.0253975838422775, -1.1819694861769676, -6.406985700130463, 10.978959575295448]| 12.1245346069335938|     64.00000000|[577, 192, 0, 12]                                                          | | GPS sucess | actual_k=16
      13|[-5.711212147027254, -4.699197888374329, 6.26490581035614, 6.938134431838989, -8.275682270526886, -3.3987977392971516, -9.002229364588857, -12.919293623883277, 0.5650860033929348, 17.004002258181572, -2.6740635745227337, 13.697746415622532, 2.123264377936721, 18.65310014039278, 4.6915207877755165, -4.369000144302845, -18.8021555878222, -0.4861666820943356, 0.0253975838422775, -1.1819694861769676, -6.406985700130463, 10.978959575295448]| 12.1245346069335938|     32.00000000|[625, 208, 0, 13]                                                          |  | used linear model with 65 points | actual_k=16
      14|[-12.863125789910555, -0.2180982828140259, 9.642646193504333, 11.719215631484985, -11.198721468448639, -4.127799857407808, -15.705594690516591, -7.547021609265357, 5.8614579401910305, 19.058339282870293, -1.1101627461612225, 27.999014993198216, 6.029935901984572, 19.813220746815205, 11.76071272045374, -9.569640345871449, -14.223342511802912, 0.6013416387140751, 5.848008915781975, -16.584972225129604, -11.641721665859222, 23.41787578165531]| 12.1139774322509766|     64.00000000|[673, 224, 0, 14]                                                          | | GPS sucess | actual_k=16
      15|[-12.863125789910555, -0.2180982828140259, 9.642646193504333, 11.719215631484985, -11.198721468448639, -4.127799857407808, -15.705594690516591, -7.547021609265357, 5.8614579401910305, 19.058339282870293, -1.1101627461612225, 27.999014993198216, 6.029935901984572, 19.813220746815205, 11.76071272045374, -9.569640345871449, -14.223342511802912, 0.6013416387140751, 5.848008915781975, -16.584972225129604, -11.641721665859222, 23.41787578165531]| 12.1139774322509766|     32.00000000|[721, 240, 0, 15]                                                          |  | used linear model with 65 points | actual_k=16
      16|[-12.863125789910555, -0.2180982828140259, 9.642646193504333, 11.719215631484985, -11.198721468448639, -4.127799857407808, -15.705594690516591, -7.547021609265357, 5.8614579401910305, 19.058339282870293, -1.1101627461612225, 27.999014993198216, 6.029935901984572, 19.813220746815205, 11.76071272045374, -9.569640345871449, -14.223342511802912, 0.6013416387140751, 5.848008915781975, -16.584972225129604, -11.641721665859222, 23.41787578165531]| 12.1139774322509766|     16.00000000|[769, 256, 0, 16]                                                          |  | used linear model with 65 points | actual_k=16
      17|[-13.929017771035433, -1.9890748262405396, 11.046200633049011, 12.390512824058533, -9.575913608074188, -0.0980933792889118, -11.881691368296742, -12.48595927329734, 3.0146089754998684, 18.224485740065575, -4.610776197165251, 30.196593184955418, 12.535828655585647, 18.98837036639452, 8.179625131189823, -14.331573195755482, -17.058083150535822, 0.2685338594019413, 2.629588171839714, -12.697498641908169, -8.964822947978973, 20.963425889611244]| 12.1073322296142578|     32.00000000|[817, 272, 0, 17]                                                          | | GPS sucess | actual_k=16
      18|[-13.929017771035433, -1.9890748262405396, 11.046200633049011, 12.390512824058533, -9.575913608074188, -0.0980933792889118, -11.881691368296742, -12.48595927329734, 3.0146089754998684, 18.224485740065575, -4.610776197165251, 30.196593184955418, 12.535828655585647, 18.98837036639452, 8.179625131189823, -14.331573195755482, -17.058083150535822, 0.2685338594019413, 2.629588171839714, -12.697498641908169, -8.964822947978973, 20.963425889611244]| 12.1073322296142578|     16.00000000|[865, 288, 0, 18]                                                          |  | used linear model with 65 points | actual_k=16
      19|[-13.929017771035433, -1.9890748262405396, 11.046200633049011, 12.390512824058533, -9.575913608074188, -0.0980933792889118, -11.881691368296742, -12.48595927329734, 3.0146089754998684, 18.224485740065575, -4.610776197165251, 30.196593184955418, 12.535828655585647, 18.98837036639452, 8.179625131189823, -14.331573195755482, -17.058083150535822, 0.2685338594019413, 2.629588171839714, -12.697498641908169, -8.964822947978973, 20.963425889611244]| 12.1073322296142578|      8.00000000|[913, 304, 0, 19]                                                          |  | used linear model with 65 points | actual_k=16
      20|[-14.44021563604474, -1.1015734672546387, 11.540747880935669, 12.602091416716576, -7.437547862529755, -1.1755846627056599, -12.319061996415257, -12.554407921154052, 4.9807922802865505, 17.44467245042324, -5.693185221403837, 27.517461677081883, 10.674555843695998, 21.177944608032703, 9.08407012373209, -15.718505211174488, -15.826833698898554, -0.0455700419843197, -0.7046422511339188, -16.865818820893764, -8.000263273715973, 19.950327768921852]| 12.1047353744506836|     16.00000000|[961, 320, 0, 20]                                                          | | GPS sucess | actual_k=16
      21|[-17.310325909405947, -0.4909589290618896, 11.814988136291504, 14.739330634474754, -10.113491475582123, 1.6400650851428509, -13.06569922156632, -13.241192546207458, 5.314389493316412, 18.58487306535244, -6.889525305479765, 23.83957948256284, 5.122543876990676, 19.38458389788866, 17.405225671827793, -15.591175995767117, -15.360069517046213, -3.5838741324841976, -1.1531194895505905, -17.617417357861996, -9.224211513996124, 10.806490793824196]| 12.0977087020874023|     32.00000000|[1009, 336, 0, 21]                                                         | | GPS sucess | actual_k=16
      22|[-17.310325909405947, -0.4909589290618896, 11.814988136291504, 14.739330634474754, -10.113491475582123, 1.6400650851428509, -13.06569922156632, -13.241192546207458, 5.314389493316412, 18.58487306535244, -6.889525305479765, 23.83957948256284, 5.122543876990676, 19.38458389788866, 17.405225671827793, -15.591175995767117, -15.360069517046213, -3.5838741324841976, -1.1531194895505905, -17.617417357861996, -9.224211513996124, 10.806490793824196]| 12.0977087020874023|     16.00000000|[1057, 352, 0, 22]                                                         |  | used linear model with 65 points | actual_k=16
      23|[-17.310325909405947, -0.4909589290618896, 11.814988136291504, 14.739330634474754, -10.113491475582123, 1.6400650851428509, -13.06569922156632, -13.241192546207458, 5.314389493316412, 18.58487306535244, -6.889525305479765, 23.83957948256284, 5.122543876990676, 19.38458389788866, 17.405225671827793, -15.591175995767117, -15.360069517046213, -3.5838741324841976, -1.1531194895505905, -17.617417357861996, -9.224211513996124, 10.806490793824196]| 12.0977087020874023|      8.00000000|[1105, 368, 0, 23]                                                         |  | used linear model with 65 points | actual_k=16
      24|[-17.310325909405947, -0.4909589290618896, 11.814988136291504, 14.739330634474754, -10.113491475582123, 1.6400650851428509, -13.06569922156632, -13.241192546207458, 5.314389493316412, 18.58487306535244, -6.889525305479765, 23.83957948256284, 5.122543876990676, 19.38458389788866, 17.405225671827793, -15.591175995767117, -15.360069517046213, -3.5838741324841976, -1.1531194895505905, -17.617417357861996, -9.224211513996124, 10.806490793824196]| 12.0977087020874023|      4.00000000|[1153, 384, 0, 24]                                                         |  | used linear model with 65 points | actual_k=16
      25|[-18.485785771161318, -1.0530126094818115, 12.319768905639648, 15.593557938933372, -10.293859988451004, 1.9807771556079388, -13.492552997544408, -12.634278264362365, 3.6390608809888363, 19.652821645140648, -6.219288241118193, 24.378335137851536, 6.090204244479537, 19.851163990795612, 16.62936732918024, -16.325057707726955, -14.803432825952768, -4.481676604598761, -2.0093962401151657, -18.43767198175192, -10.29651802778244, 10.607266649603844]| 12.0942068099975586|      8.00000000|[1201, 400, 0, 25]                                                         | | GPS sucess | actual_k=16
      26|[-18.450084824115038, -3.3599345684051514, 16.579101085662842, 15.018045768141747, -10.804715245962143, 3.6001757495105267, -13.657328637316823, -12.270797815639526, 2.2041213773190975, 20.67507742345333, -4.424315344542265, 26.219035764224827, 5.211795395240188, 20.847383089363575, 15.497938849031925, -18.095356427133083, -15.10721019282937, -5.022801902145147, -2.355921968817711, -20.89953549951315, -7.304660260677338, 12.979286655783653]| 12.0927457809448242|     16.00000000|[1249, 416, 0, 26]                                                         | | GPS sucess | actual_k=16
      27|[-20.94245256856084, 1.4929635524749756, 19.795944929122925, 15.99993972480297, -14.794765323400497, 5.159518968313932, -9.240879567340016, -14.43715199502185, 5.57463863119483, 26.53437040746212, -4.613229852169752, 24.94519199896604, 4.771665191277862, 20.46120999008417, 17.926225163042545, -14.51229926198721, -14.706817034631968, -5.866799917072058, 0.3419110924005508, -16.437288604676723, -4.555111587047577, 17.788782104849815]| 12.0892677307128906|     32.00000000|[1297, 432, 0, 27]                                                         | | GPS sucess | actual_k=16
      28|[-20.94245256856084, 1.4929635524749756, 19.795944929122925, 15.99993972480297, -14.794765323400497, 5.159518968313932, -9.240879567340016, -14.43715199502185, 5.57463863119483, 26.53437040746212, -4.613229852169752, 24.94519199896604, 4.771665191277862, 20.46120999008417, 17.926225163042545, -14.51229926198721, -14.706817034631968, -5.866799917072058, 0.3419110924005508, -16.437288604676723, -4.555111587047577, 17.788782104849815]| 12.0892677307128906|     16.00000000|[1345, 448, 0, 28]                                                         |  | used linear model with 65 points | actual_k=16
      29|[-20.94245256856084, 1.4929635524749756, 19.795944929122925, 15.99993972480297, -14.794765323400497, 5.159518968313932, -9.240879567340016, -14.43715199502185, 5.57463863119483, 26.53437040746212, -4.613229852169752, 24.94519199896604, 4.771665191277862, 20.46120999008417, 17.926225163042545, -14.51229926198721, -14.706817034631968, -5.866799917072058, 0.3419110924005508, -16.437288604676723, -4.555111587047577, 17.788782104849815]| 12.0892677307128906|      8.00000000|[1393, 464, 0, 29]                                                         |  | used linear model with 65 points | actual_k=16
      30|[-22.461770314723253, 2.3016151785850525, 19.671961590647697, 17.105446502566338, -13.789054363965988, 2.8849084489047527, -9.922865303233266, -13.519637372810394, 5.608881164342165, 30.246230348944664, -5.134015124291182, 27.625296969898045, 4.34524274431169, 21.786985017359257, 15.895704723894596, -16.667847357690334, -15.01368248835206, -6.643074717372656, 1.6168087869882584, -13.491785131394863, -3.4774659276008606, 19.2083949893713]| 12.0880413055419922|     16.00000000|[1441, 480, 0, 30]                                                         | | GPS sucess | actual_k=16
      31|[-22.461770314723253, 2.3016151785850525, 19.671961590647697, 17.105446502566338, -13.789054363965988, 2.8849084489047527, -9.922865303233266, -13.519637372810394, 5.608881164342165, 30.246230348944664, -5.134015124291182, 27.625296969898045, 4.34524274431169, 21.786985017359257, 15.895704723894596, -16.667847357690334, -15.01368248835206, -6.643074717372656, 1.6168087869882584, -13.491785131394863, -3.4774659276008606, 19.2083949893713]| 12.0880413055419922|      8.00000000|[1489, 496, 0, 31]                                                         |  | used linear model with 65 points | actual_k=16
      32|[-22.461770314723253, 2.3016151785850525, 19.671961590647697, 17.105446502566338, -13.789054363965988, 2.8849084489047527, -9.922865303233266, -13.519637372810394, 5.608881164342165, 30.246230348944664, -5.134015124291182, 27.625296969898045, 4.34524274431169, 21.786985017359257, 15.895704723894596, -16.667847357690334, -15.01368248835206, -6.643074717372656, 1.6168087869882584, -13.491785131394863, -3.4774659276008606, 19.2083949893713]| 12.0880413055419922|      4.00000000|[1537, 512, 0, 32]                                                         |  | used linear model with 65 points | actual_k=16
      33|[-23.433917064219713, 2.5541034936904907, 20.29051725566387, 17.862680599093437, -15.321979492902756, 2.8672027718275785, -10.703305633738637, -14.439850714523345, 7.291735339909792, 29.98741479218006, -5.723482828587294, 27.260729898698628, 4.0433894749730825, 21.845559149980545, 16.83295462280512, -17.806957565248013, -15.417007688432932, -6.475161995738745, 2.5712615996599197, -13.377035573124886, -4.543372929096222, 18.039437398314476]| 12.0839920043945312|      8.00000000|[1585, 528, 0, 33]                                                         | | GPS sucess | actual_k=16
      34|[-23.433917064219713, 2.5541034936904907, 20.29051725566387, 17.862680599093437, -15.321979492902756, 2.8672027718275785, -10.703305633738637, -14.439850714523345, 7.291735339909792, 29.98741479218006, -5.723482828587294, 27.260729898698628, 4.0433894749730825, 21.845559149980545, 16.83295462280512, -17.806957565248013, -15.417007688432932, -6.475161995738745, 2.5712615996599197, -13.377035573124886, -4.543372929096222, 18.039437398314476]| 12.0839920043945312|      4.00000000|[1633, 544, 0, 34]                                                         |  | used linear model with 65 points | actual_k=16
      35|[-23.433917064219713, 2.5541034936904907, 20.29051725566387, 17.862680599093437, -15.321979492902756, 2.8672027718275785, -10.703305633738637, -14.439850714523345, 7.291735339909792, 29.98741479218006, -5.723482828587294, 27.260729898698628, 4.0433894749730825, 21.845559149980545, 16.83295462280512, -17.806957565248013, -15.417007688432932, -6.475161995738745, 2.5712615996599197, -13.377035573124886, -4.543372929096222, 18.039437398314476]| 12.0839920043945312|      2.00000000|[1681, 560, 0, 35]                                                         |  | used linear model with 65 points | actual_k=16
      36|[-23.814446467906237, 2.8363953828811646, 20.66751553118229, 18.009198784828186, -16.045934110879898, 3.1863313745707273, -10.303358824923635, -14.214816060382873, 6.41778801754117, 30.535016611218452, -5.368188958615065, 27.012742926366627, 4.748383736237884, 22.08397100865841, 17.243895955383778, -17.768388651311398, -15.429055567830801, -6.759836848825216, 2.5599461533129215, -13.16134425997734, -4.839066594839096, 17.46783910691738]| 12.0832376480102539|      4.00000000|[1729, 576, 0, 36]                                                         | | GPS sucess | actual_k=16
      37|[-23.814446467906237, 2.8363953828811646, 20.66751553118229, 18.009198784828186, -16.045934110879898, 3.1863313745707273, -10.303358824923635, -14.214816060382873, 6.41778801754117, 30.535016611218452, -5.368188958615065, 27.012742926366627, 4.748383736237884, 22.08397100865841, 17.243895955383778, -17.768388651311398, -15.429055567830801, -6.759836848825216, 2.5599461533129215, -13.16134425997734, -4.839066594839096, 17.46783910691738]| 12.0832376480102539|      2.00000000|[1777, 592, 0, 37]                                                         |  | used linear model with 65 points | actual_k=16
      38|[-24.408790666610003, 2.424433618783951, 21.166469231247902, 18.404011756181717, -15.903386175632477, 2.9867164324969053, -9.575094969943166, -13.992971551138908, 5.97789104655385, 30.294976219534874, -5.757851671427488, 26.871739213354886, 4.937434649094939, 21.896870583295822, 16.917139180004597, -17.786162430420518, -15.37926509603858, -7.238796856254339, 2.444465856999159, -12.19448670744896, -5.044125288724899, 17.608077093958855]| 12.0817337036132812|      4.00000000|[1825, 608, 0, 38]                                                         | | GPS sucess | actual_k=16
      39|[-24.789304930716753, 2.1774305552244186, 20.889199540019035, 18.78710898756981, -15.41650915145874, 3.346017761155963, -9.387945787981153, -14.927949201781303, 6.424595404416323, 30.941192373633385, -7.001057457178831, 26.303233449347317, 4.926617881283164, 22.04985436797142, 16.16314346343279, -17.509466463699937, -14.758916404098272, -6.781552609056234, -0.4503393359482288, -12.811066061258316, -5.194064453244209, 17.328717574477196]| 12.0802869796752930|      8.00000000|[1873, 624, 0, 39]                                                         | | GPS sucess | actual_k=16
      40|[-25.645144183188677, 0.2264941185712814, 21.930486604571342, 19.357169896364212, -13.404582023620605, 5.569639367982745, -11.416715996339917, -12.772143852431327, 3.632981587201357, 30.848968468606472, -5.661073993891478, 24.475044553168118, 6.619052907451987, 24.08760866522789, 17.965823359787464, -15.930724317207932, -14.553404029458761, -7.522814806550741, -2.654781837016344, -13.70966574549675, -4.414821341633797, 16.4225542396307]| 12.0782070159912109|     16.00000000|[1921, 640, 0, 40]                                                         | | GPS sucess | actual_k=16
      41|[-25.645144183188677, 0.2264941185712814, 21.930486604571342, 19.357169896364212, -13.404582023620605, 5.569639367982745, -11.416715996339917, -12.772143852431327, 3.632981587201357, 30.848968468606472, -5.661073993891478, 24.475044553168118, 6.619052907451987, 24.08760866522789, 17.965823359787464, -15.930724317207932, -14.553404029458761, -7.522814806550741, -2.654781837016344, -13.70966574549675, -4.414821341633797, 16.4225542396307]| 12.0782070159912109|      8.00000000|[1969, 656, 0, 41]                                                         |  | used linear model with 65 points | actual_k=16
      42|[-26.328434962779284, 0.3288258910179138, 18.867969676852226, 20.44230356812477, -13.613602042198181, 5.553985929116607, -11.248782770708203, -12.165949356276542, -0.1207782737910748, 30.200678549706936, -7.493299555033445, 24.980309491045773, 8.717126151546836, 23.756876200437546, 17.60487449914217, -14.347673231735826, -14.871754851192236, -9.022400673478842, -5.348445195704699, -13.522029876708984, -6.290612891316414, 19.397637113928795]| 12.0762052536010742|     16.00000000|[2017, 672, 0, 42]                                                         | | GPS sucess | actual_k=16
      43|[-30.732746619731188, -3.506869614124298, 25.712059184908867, 22.943786770105362, -14.577192664146423, 3.8201578613370657, -9.380774157121778, -13.790472519118339, 4.246334839612246, 30.031321667134762, -9.900918554514647, 19.809301380999386, 14.055592318996787, 22.521259754896164, 12.560588724911213, -12.875854665413499, -12.502381291240454, -10.960313972085714, -6.883129257708788, -15.078072905540466, -5.421280398964882, 14.258125051856041]| 12.0627136230468750|     32.00000000|[2065, 688, 0, 43]                                                         | | GPS sucess | actual_k=16
      44|[-32.79035212472081, -5.112591207027435, 33.604179069399834, 23.37561324238777, -28.886372923851013, 7.3957541938871145, -15.389814035966992, -14.282688271719962, 14.654895592480898, 38.99237360805273, -5.471611093729734, 15.32269621361047, 8.594021102413535, 30.52082058787346, 2.2263449504971504, -14.207396084442735, -11.312602248042822, -3.0498439632356167, -3.611600536853075, -17.10995328426361, -4.567693963646889, 0.846701368689537]| 12.0541992187500000|     64.00000000|[2113, 704, 0, 44]                                                         | | GPS sucess | actual_k=16
      45|[-46.474385518580675, -25.88965266942978, 42.10111014544964, 34.17897227406502, -33.29244792461395, 1.274107789620757, -22.820508616045117, -5.353115212637931, 17.844927597790956, 45.464410446584225, -27.260912012308836, 16.75043845642358, -4.659617165103555, 43.513136833906174, 20.669149287045002, -9.904421860352159, -24.662807669490576, 12.605702225118876, -4.472372431308031, 10.021834969520569, 3.2459766715765, -12.872318521142006]| 12.0151948928833008|    128.00000000|[2161, 720, 0, 45]                                                         | | GPS sucess | actual_k=16
      46|[-46.474385518580675, -25.88965266942978, 42.10111014544964, 34.17897227406502, -33.29244792461395, 1.274107789620757, -22.820508616045117, -5.353115212637931, 17.844927597790956, 45.464410446584225, -27.260912012308836, 16.75043845642358, -4.659617165103555, 43.513136833906174, 20.669149287045002, -9.904421860352159, -24.662807669490576, 12.605702225118876, -4.472372431308031, 10.021834969520569, 3.2459766715765, -12.872318521142006]| 12.0151948928833008|     64.00000000|[2209, 736, 0, 46]                                                         |  | used linear model with 65 points | actual_k=16
      47|[-66.75466849282384, -23.54020446538925, 52.70345179736614, 48.09070399403572, -39.40727937221527, 2.733611797913909, -37.334608690813184, -13.594310891348869, 29.517041970044374, 60.92105831950903, -16.57994182035327, 14.298325304873288, 16.815079947933555, 28.400016754865646, 4.530414469540119, 12.095982497557998, -4.751569952815771, 17.97341090813279, 4.76479397341609, -9.868725180625916, 7.502465471625328, -21.155634179711342]| 11.9702520370483398|    128.00000000|[2257, 752, 0, 47]                                                         | | GPS sucess | actual_k=16
      48|[-71.16864373162389, -84.76104110479355, 97.53164546191692, 47.43658998608589, -47.11413276195526, 6.468496298417449, -27.82134403474629, -41.34130300255492, -1.4198476783931255, 69.70324196666479, -31.706790041178465, -7.881257290951908, 35.77990462444723, 17.795565575361252, -1.7656122371554375, 27.16276258789003, -7.745949473232031, 52.989363972097635, 8.770205598324537, -21.107831358909607, -65.33092381060123, -34.75650908052921]| 11.9181966781616211|    256.00000000|[2305, 768, 0, 48]                                                         | | GPS sucess | actual_k=16
      49|[-85.76787735894322, -85.83903127908707, 133.07452265918255, 53.37824657559395, 5.733195424079895, -9.185066247358918, 22.844477040693164, -78.77464116783813, 40.221246529370546, 110.36365761607885, 39.914112973958254, 112.30307651031762, -37.02752945758402, -22.168507605791092, -40.33856450766325, 64.74166197143495, -29.052077021449804, 132.3605721630156, 9.177746694535017, 45.88648474216461, -47.37278248369694, 43.974684461951256]| 11.8977785110473633|    512.00000000|[2353, 784, 0, 49]                                                         | | GPS sucess | actual_k=16
      50|[-85.76787735894322, -85.83903127908707, 133.07452265918255, 53.37824657559395, 5.733195424079895, -9.185066247358918, 22.844477040693164, -78.77464116783813, 40.221246529370546, 110.36365761607885, 39.914112973958254, 112.30307651031762, -37.02752945758402, -22.168507605791092, -40.33856450766325, 64.74166197143495, -29.052077021449804, 132.3605721630156, 9.177746694535017, 45.88648474216461, -47.37278248369694, 43.974684461951256]| 11.8977785110473633|    256.00000000|[2401, 800, 0, 50]                                                         |  | used linear model with 65 points | actual_k=16
      51|[-85.76787735894322, -85.83903127908707, 133.07452265918255, 53.37824657559395, 5.733195424079895, -9.185066247358918, 22.844477040693164, -78.77464116783813, 40.221246529370546, 110.36365761607885, 39.914112973958254, 112.30307651031762, -37.02752945758402, -22.168507605791092, -40.33856450766325, 64.74166197143495, -29.052077021449804, 132.3605721630156, 9.177746694535017, 45.88648474216461, -47.37278248369694, 43.974684461951256]| 11.8977785110473633|    128.00000000|[2449, 816, 0, 51]                                                         |  | used linear model with 65 points | actual_k=16
