k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0022846446372569, -0.0034269669558853, -0.0045692892745137, 0.997191846370697, -0.0068539339117706, -0.0079962564632297, -0.0091385785490274, -0.0102809006348252, 0.0052437679842114, -0.0125655457377434, -0.0137078678235412, -0.0148501889780164, -0.0159925129264593, -0.0171348340809345, -0.0182771570980549, -0.0194194782525301, -0.0229299068450928, -0.0217041224241257, -0.022846445441246, -0.0239887665957212, -0.0251310914754868, -0.026273412629962]| 13.4846315383911133|      2.00000000|[33, 0, 0, 2]                                                              | | GPS sucess | actual_k=0
      13|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|     32.00000000|[417, 0, 0, 26]                                                            |  | used linear model with 33 points | actual_k=0
      14|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|     16.00000000|[449, 0, 0, 28]                                                            |  | used linear model with 33 points | actual_k=0
      15|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|      8.00000000|[481, 0, 0, 30]                                                            |  | used linear model with 33 points | actual_k=0
      16|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|      4.00000000|[513, 0, 0, 32]                                                            |  | used linear model with 33 points | actual_k=0
      17|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|      2.00000000|[545, 0, 0, 34]                                                            |  | used linear model with 33 points | actual_k=0
      18|[-5.0660306522622705, -4.3629616647958755, 12.013314158888534, 5.32151834666729, 19.29697780776769, 14.103894132189453, -13.35078215552494, 1.280273050069809, 6.527517924085259, 1.5828231368213892, 1.0421318784356117, 5.680425291880965, -3.363841639831662, -3.620196994394064, 16.303591378265992, -6.085801132954657, 1.9639246929436922, -5.4356797356158495, -14.439440412446856, -6.592616176232696, -4.301803980022669, 11.347966121509671]| 12.1239843368530273|      1.00000000|[577, 0, 0, 36]                                                            |  | used linear model with 33 points | actual_k=0
      19|[-5.045897896401584, -4.374235018156469, 11.99828302138485, 5.3194739578757435, 19.274431101046503, 14.077589641325176, -13.380844430532306, 1.2464529909193516, 6.489940078929067, 1.5414875093847513, 0.9970384649932384, 5.631574092432857, -3.416450621560216, -3.676563762128353, 17.2744518595282, -6.149683468975127, 1.8962845746427774, -5.50707764364779, -14.514596102759242, -6.671529648825526, -4.384475234895945, 11.26153707690537]| 12.1239509582519531|      2.00000000|[609, 0, 0, 38]                                                            | | GPS sucess | actual_k=0
      20|[-5.045897896401584, -4.374235018156469, 11.99828302138485, 5.3194739578757435, 19.274431101046503, 14.077589641325176, -13.380844430532306, 1.2464529909193516, 6.489940078929067, 1.5414875093847513, 0.9970384649932384, 5.631574092432857, -3.416450621560216, -3.676563762128353, 17.2744518595282, -6.149683468975127, 1.8962845746427774, -5.50707764364779, -14.514596102759242, -6.671529648825526, -4.384475234895945, 11.26153707690537]| 12.1239509582519531|      1.00000000|[641, 0, 0, 40]                                                            |  | used linear model with 33 points | actual_k=0
      21|[-5.045897896401584, -4.374235018156469, 11.99828302138485, 5.3194739578757435, 19.274431101046503, 14.077589641325176, -13.380844430532306, 1.2464529909193516, 6.489940078929067, 1.5414875093847513, 0.9970384649932384, 5.631574092432857, -3.416450621560216, -3.676563762128353, 17.2744518595282, -6.149683468975127, 1.8962845746427774, -5.50707764364779, -14.514596102759242, -6.671529648825526, -4.384475234895945, 11.26153707690537]| 12.1239509582519531|      0.50000000|[673, 0, 0, 42]                                                            |  | used linear model with 33 points | actual_k=0
      22|[-5.179542149417102, -4.077059253118932, 12.226556144887581, 5.389067119220272, 19.457296318374574, 13.791189263574779, -13.51252813776955, 1.0174436159431934, 6.3618281204253435, 1.0588613096624613, 1.134141769260168, 5.6097059808671474, -3.6464521754533052, -3.615331057459116, 17.09604861610569, -6.41118183080107, 1.7519116792827845, -5.60786890424788, -14.919143764302135, -6.675531969871372, -4.26661454513669, 11.39412403292954]| 12.1238698959350586|      1.00000000|[705, 0, 0, 44]                                                            | | GPS sucess | actual_k=0
      23|[-5.184625444468111, -4.084684196393937, 12.216389554785565, 5.376358880894259, 19.442046431824565, 13.790263926319312, -13.532861317973584, 0.9945687856525183, 6.336411643773317, 2.0451955143362284, 1.1694393418729305, 5.576664559543133, -3.6820352394133806, -3.6534557715058327, 17.055382255697623, -6.454389841295779, 1.7061620187014341, -5.656160207465291, -14.969976717606187, -6.728906569536775, -4.322530794888735, 11.335666136816144]| 12.1237735748291016|      2.00000000|[737, 0, 0, 46]                                                            | | GPS sucess | actual_k=0
      24|[-5.184625444468111, -4.084684196393937, 12.216389554785565, 5.376358880894259, 19.442046431824565, 13.790263926319312, -13.532861317973584, 0.9945687856525183, 6.336411643773317, 2.0451955143362284, 1.1694393418729305, 5.576664559543133, -3.6820352394133806, -3.6534557715058327, 17.055382255697623, -6.454389841295779, 1.7061620187014341, -5.656160207465291, -14.969976717606187, -6.728906569536775, -4.322530794888735, 11.335666136816144]| 12.1237735748291016|      1.00000000|[769, 0, 0, 48]                                                            |  | used linear model with 33 points | actual_k=0
      25|[-5.184625444468111, -4.084684196393937, 12.216389554785565, 5.376358880894259, 19.442046431824565, 13.790263926319312, -13.532861317973584, 0.9945687856525183, 6.336411643773317, 2.0451955143362284, 1.1694393418729305, 5.576664559543133, -3.6820352394133806, -3.6534557715058327, 17.055382255697623, -6.454389841295779, 1.7061620187014341, -5.656160207465291, -14.969976717606187, -6.728906569536775, -4.322530794888735, 11.335666136816144]| 12.1237735748291016|      0.50000000|[801, 0, 0, 50]                                                            |  | used linear model with 33 points | actual_k=0
      26|[-5.202439598273486, -4.093882154207677, 12.205164139391854, 5.406675146194175, 19.39708591811359, 13.76958240912063, -13.511397705879062, 1.077390318736434, 6.2545446045696735, 2.032978117465973, 1.147161077708006, 5.62199180200696, -3.7580022010952234, -3.5601257383823395, 17.061310873599723, -6.528162323869765, 1.6328354235738516, -5.618876731023192, -15.001660564914346, -6.707912573125213, -4.435215834528208, 11.303839085623622]| 12.1237640380859375|      1.00000000|[833, 0, 0, 52]                                                            | | GPS sucess | actual_k=0
      27|[-5.206111724022776, -4.099390342831612, 12.197819887893274, 5.397494831355289, 19.405663738027215, 13.756729969463777, -12.518602476920933, 1.060865754261613, 6.236183974891901, 2.0127814263105392, 1.1702527180314064, 5.598122984170914, -3.783707080408931, -3.587666681036353, 17.031933867605403, -6.559375393204391, 1.5997862946242094, -5.653761928901076, -15.03838182426989, -6.74646989395842, -4.475609216839075, 11.261609638109803]| 12.1237144470214844|      2.00000000|[865, 0, 0, 54]                                                            | | GPS sucess | actual_k=0
      28|[-5.206111724022776, -4.099390342831612, 12.197819887893274, 5.397494831355289, 19.405663738027215, 13.756729969463777, -12.518602476920933, 1.060865754261613, 6.236183974891901, 2.0127814263105392, 1.1702527180314064, 5.598122984170914, -3.783707080408931, -3.587666681036353, 17.031933867605403, -6.559375393204391, 1.5997862946242094, -5.653761928901076, -15.03838182426989, -6.74646989395842, -4.475609216839075, 11.261609638109803]| 12.1237144470214844|      1.00000000|[897, 0, 0, 56]                                                            |  | used linear model with 33 points | actual_k=0
      29|[-5.3749475427903235, -4.0809705294668674, 12.282272457377985, 5.54745497670956, 19.4400349650532, 13.669185356877279, -12.633017377462238, 1.0044661592692137, 6.279952362179756, 2.0009695906192064, 1.0562946200370789, 5.442246705293655, -3.8880821745842695, -3.779884537681937, 16.954040208132938, -6.501508138142526, 1.5694625712931156, -5.555714150890708, -15.022197687998414, -6.753595087211579, -4.371162611991167, 11.480849528685212]| 12.1235942840576172|      2.00000000|[929, 0, 0, 58]                                                            | | GPS sucess | actual_k=0
      30|[-5.384166894946247, -4.094799557700753, 12.263833753066137, 5.524406598182395, 19.41237690858543, 13.6369176224689, -12.669894786085933, 0.9629790764302015, 8.257391408085823, 1.9502631556242704, 1.0009785071015358, 5.382320918142796, -3.9526176434010267, -3.849029680714011, 16.880285390885547, -6.579872629605234, 1.570289240218699, -5.643297990784049, -15.114391202107072, -6.850398275535554, -4.502191606909037, 11.374826977029443]| 12.1232824325561523|      4.00000000|[961, 0, 0, 60]                                                            | | GPS sucess | actual_k=0
      31|[-5.384166894946247, -4.094799557700753, 12.263833753066137, 5.524406598182395, 19.41237690858543, 13.6369176224689, -12.669894786085933, 0.9629790764302015, 8.257391408085823, 1.9502631556242704, 1.0009785071015358, 5.382320918142796, -3.9526176434010267, -3.849029680714011, 16.880285390885547, -6.579872629605234, 1.570289240218699, -5.643297990784049, -15.114391202107072, -6.850398275535554, -4.502191606909037, 11.374826977029443]| 12.1232824325561523|      2.00000000|[993, 0, 0, 62]                                                            |  | used linear model with 33 points | actual_k=0
      32|[-5.688787846360356, -4.502771118655801, 12.137088260846213, 5.810027645202354, 19.736646620556712, 14.645533831499051, -13.38406559964642, 2.1801995020359755, 9.478688791394234, 3.3926173578947783, -0.2988770827651024, 5.572357214987278, -4.696248648688197, -4.9826376643031836, 16.501248308690265, -7.235070726834238, 1.681857624091208, -4.351312359794974, -14.218408519402146, -7.251172516029328, -3.328341666609049, 10.481912383809686]| 12.1222915649414062|      4.00000000|[1025, 0, 0, 64]                                                           | | GPS sucess | actual_k=0
      33|[-6.107701717410237, -4.763213852420449, 12.265928781824186, 6.082682744832709, 19.649691512808204, 13.901612134359311, -13.496852973010391, 2.570372937247157, 9.50090148486197, 2.955937994644046, -0.2439703084528446, 5.605021219700575, -4.322451738640666, -5.092136425897479, 17.26483524707146, -6.615281126461923, 1.4016069853678346, -3.5448881592601538, -14.85137772001326, -7.416226405184716, -3.889378909021616, 10.874474385753274]| 12.1219701766967773|      8.00000000|[1057, 0, 0, 66]                                                           | | GPS sucess | actual_k=0
      34|[-6.107701717410237, -4.763213852420449, 12.265928781824186, 6.082682744832709, 19.649691512808204, 13.901612134359311, -13.496852973010391, 2.570372937247157, 9.50090148486197, 2.955937994644046, -0.2439703084528446, 5.605021219700575, -4.322451738640666, -5.092136425897479, 17.26483524707146, -6.615281126461923, 1.4016069853678346, -3.5448881592601538, -14.85137772001326, -7.416226405184716, -3.889378909021616, 10.874474385753274]| 12.1219701766967773|      4.00000000|[1089, 0, 0, 68]                                                           |  | used linear model with 33 points | actual_k=0
      35|[-6.107701717410237, -4.763213852420449, 12.265928781824186, 6.082682744832709, 19.649691512808204, 13.901612134359311, -13.496852973010391, 2.570372937247157, 9.50090148486197, 2.955937994644046, -0.2439703084528446, 5.605021219700575, -4.322451738640666, -5.092136425897479, 17.26483524707146, -6.615281126461923, 1.4016069853678346, -3.5448881592601538, -14.85137772001326, -7.416226405184716, -3.889378909021616, 10.874474385753274]| 12.1219701766967773|      2.00000000|[1121, 0, 0, 70]                                                           |  | used linear model with 33 points | actual_k=0
      36|[-6.110438203206286, -4.153989354148507, 12.260455810232088, 6.075841530459002, 19.641482056118548, 13.892034434422385, -13.507798916194588, 2.558058751747012, 9.487219056114554, 2.9408873226493597, -0.2603892218321562, 7.507936339825392, -4.341607138514519, -5.112660069018602, 17.242943360703066, -6.638541256077588, 1.3769786143675447, -3.5708847735077143, -14.878742577508092, -7.444959505926818, -3.9194802530109882, 10.843004798516631]| 12.1216793060302734|      4.00000000|[1153, 0, 0, 72]                                                           | | GPS sucess | actual_k=0
      37|[-6.110438203206286, -4.153989354148507, 12.260455810232088, 6.075841530459002, 19.641482056118548, 13.892034434422385, -13.507798916194588, 2.558058751747012, 9.487219056114554, 2.9408873226493597, -0.2603892218321562, 7.507936339825392, -4.341607138514519, -5.112660069018602, 17.242943360703066, -6.638541256077588, 1.3769786143675447, -3.5708847735077143, -14.878742577508092, -7.444959505926818, -3.9194802530109882, 10.843004798516631]| 12.1216793060302734|      2.00000000|[1185, 0, 0, 74]                                                           |  | used linear model with 33 points | actual_k=0
      38|[-6.224188951542601, -4.4955134484916925, 12.639839851064608, 6.109357706503943, 19.480946973897517, 14.102290280803572, -13.45828670123592, 2.660497834905982, 9.557569114491343, 2.5925220157951117, -0.5932459961622953, 7.481691682711244, -4.512514486908913, -5.089920228347182, 17.14361838926561, -6.4260263638570905, 1.4002018561586738, -3.5489005353301764, -15.07978350110352, -7.329058661591262, -3.9810926988720894, 11.354110157117248]| 12.1213350296020508|      4.00000000|[1217, 0, 0, 76]                                                           | | GPS sucess | actual_k=0
      39|[-6.224188951542601, -4.4955134484916925, 12.639839851064608, 6.109357706503943, 19.480946973897517, 14.102290280803572, -13.45828670123592, 2.660497834905982, 9.557569114491343, 2.5925220157951117, -0.5932459961622953, 7.481691682711244, -4.512514486908913, -5.089920228347182, 17.14361838926561, -6.4260263638570905, 1.4002018561586738, -3.5489005353301764, -15.07978350110352, -7.329058661591262, -3.9810926988720894, 11.354110157117248]| 12.1213350296020508|      2.00000000|[1249, 0, 0, 78]                                                           |  | used linear model with 33 points | actual_k=0
      40|[-6.326336813857779, -4.308419356122613, 12.427384459180757, 6.248030117945746, 19.655656815506518, 14.333126612647902, -13.406037016306072, 2.7680919375270605, 9.578984342515469, 2.505270978435874, -0.395501209422946, 7.424875469878316, -4.577741585671902, -5.437779730185866, 16.79403008450754, -6.511594002135098, 1.258863969705999, -3.5453890117350966, -15.256509589031339, -7.8444515014998615, -3.8601875826716423, 11.748334830626845]| 12.1208534240722656|      4.00000000|[1281, 0, 0, 80]                                                           | | GPS sucess | actual_k=0
      41|[-6.326336813857779, -4.308419356122613, 12.427384459180757, 6.248030117945746, 19.655656815506518, 14.333126612647902, -13.406037016306072, 2.7680919375270605, 9.578984342515469, 2.505270978435874, -0.395501209422946, 7.424875469878316, -4.577741585671902, -5.437779730185866, 16.79403008450754, -6.511594002135098, 1.258863969705999, -3.5453890117350966, -15.256509589031339, -7.8444515014998615, -3.8601875826716423, 11.748334830626845]| 12.1208534240722656|      2.00000000|[1313, 0, 0, 82]                                                           |  | used linear model with 33 points | actual_k=0
      42|[-6.326336813857779, -4.308419356122613, 12.427384459180757, 6.248030117945746, 19.655656815506518, 14.333126612647902, -13.406037016306072, 2.7680919375270605, 9.578984342515469, 2.505270978435874, -0.395501209422946, 7.424875469878316, -4.577741585671902, -5.437779730185866, 16.79403008450754, -6.511594002135098, 1.258863969705999, -3.5453890117350966, -15.256509589031339, -7.8444515014998615, -3.8601875826716423, 11.748334830626845]| 12.1208534240722656|      1.00000000|[1345, 0, 0, 84]                                                           |  | used linear model with 33 points | actual_k=0
      43|[-6.785108102252707, -4.659975269809365, 12.155521892709658, 6.6317100145388395, 19.8540677735582, 14.182988010987174, -14.019039674196392, 2.5862215366214514, 9.61958134174347, 2.1847598757594824, -1.1982130538672209, 7.29209472425282, -5.408211551606655, -5.759738123044372, 17.257462485926226, -6.150093947537243, 1.295825402252376, -2.9048749955836684, -15.90121548064053, -7.361877187620848, -3.8053452521562576, 11.672422653064132]| 12.1202554702758789|      2.00000000|[1377, 0, 0, 86]                                                           | | GPS sucess | actual_k=0
      44|[-7.617317212512717, -4.9952058885246515, 12.238447592360899, 7.322032413678244, 20.25765982363373, 14.177209302026313, -13.50279705086723, 1.9656483735889196, 9.739049151539803, 2.8620449509471655, 0.1114264000207186, 6.129290359094739, -5.763581924140453, -7.223945891484618, 17.424807607429102, -7.7870550500229, 1.6305855615064502, -1.9152918013278395, -15.085873769596219, -6.078867896925658, -2.8891845494508743, 12.738916521891952]| 12.1174173355102539|      4.00000000|[1409, 0, 0, 88]                                                           | | GPS sucess | actual_k=0
      45|[-7.617317212512717, -4.9952058885246515, 12.238447592360899, 7.322032413678244, 20.25765982363373, 14.177209302026313, -13.50279705086723, 1.9656483735889196, 9.739049151539803, 2.8620449509471655, 0.1114264000207186, 6.129290359094739, -5.763581924140453, -7.223945891484618, 17.424807607429102, -7.7870550500229, 1.6305855615064502, -1.9152918013278395, -15.085873769596219, -6.078867896925658, -2.8891845494508743, 12.738916521891952]| 12.1174173355102539|      2.00000000|[1441, 0, 0, 90]                                                           |  | used linear model with 33 points | actual_k=0
      46|[-7.617317212512717, -4.9952058885246515, 12.238447592360899, 7.322032413678244, 20.25765982363373, 14.177209302026313, -13.50279705086723, 1.9656483735889196, 9.739049151539803, 2.8620449509471655, 0.1114264000207186, 6.129290359094739, -5.763581924140453, -7.223945891484618, 17.424807607429102, -7.7870550500229, 1.6305855615064502, -1.9152918013278395, -15.085873769596219, -6.078867896925658, -2.8891845494508743, 12.738916521891952]| 12.1174173355102539|      1.00000000|[1473, 0, 0, 92]                                                           |  | used linear model with 33 points | actual_k=0
      47|[-7.617317212512717, -4.9952058885246515, 12.238447592360899, 7.322032413678244, 20.25765982363373, 14.177209302026313, -13.50279705086723, 1.9656483735889196, 9.739049151539803, 2.8620449509471655, 0.1114264000207186, 6.129290359094739, -5.763581924140453, -7.223945891484618, 17.424807607429102, -7.7870550500229, 1.6305855615064502, -1.9152918013278395, -15.085873769596219, -6.078867896925658, -2.8891845494508743, 12.738916521891952]| 12.1174173355102539|      0.50000000|[1505, 0, 0, 94]                                                           |  | used linear model with 33 points | actual_k=0
      48|[-7.623113916954026, -4.9916884219273925, 12.185280100209638, 7.3478699654806405, 20.192276866175234, 14.170582452963572, -13.407037666533142, 1.9979772623628378, 9.704268392175436, 2.9396805595606565, 0.0739420633763075, 6.22422824986279, -5.726886264979839, -7.143987951800227, 17.394747144775465, -7.848009110428393, 1.6220158087089658, -2.007970497244969, -15.017032722011209, -6.069079841952771, -2.864599024876952, 12.75651016458869]| 12.1173200607299805|      1.00000000|[1537, 0, 0, 96]                                                           | | GPS sucess | actual_k=0
      49|[-7.627253325888887, -4.997897535562515, 12.18699057213962, 7.361011693486944, 20.17985863890499, 14.156094521458726, -13.423595302272588, 2.9888499435037374, 9.68357134796679, 2.9169138092547655, 0.0491056088358164, 6.197322091087699, -5.755862127989531, -7.1750335190445185, 17.361631873296574, -7.883194086141884, 1.584761125035584, -2.0472948814276606, -15.0584268104285, -6.112543638329953, -2.9101325254887342, 12.708906959742308]| 12.1172924041748047|      2.00000000|[1569, 0, 0, 98]                                                           | | GPS sucess | actual_k=0
      50|[-7.627253325888887, -4.997897535562515, 12.18699057213962, 7.361011693486944, 20.17985863890499, 14.156094521458726, -13.423595302272588, 2.9888499435037374, 9.68357134796679, 2.9169138092547655, 0.0491056088358164, 6.197322091087699, -5.755862127989531, -7.1750335190445185, 17.361631873296574, -7.883194086141884, 1.584761125035584, -2.0472948814276606, -15.0584268104285, -6.112543638329953, -2.9101325254887342, 12.708906959742308]| 12.1172924041748047|      1.00000000|[1601, 0, 0, 100]                                                          |  | used linear model with 33 points | actual_k=0
