k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1363480687141418, 0.1117783337831497, 0.1913161873817444, 0.4717665016651154, -0.1721496880054474, 0.0377937778830528, -0.0111665083095431, -0.2103527337312698, 0.3367251455783844, -0.2200507521629333, -0.0262378565967083, 0.1852113902568817, 0.3466993570327759, 0.1785417944192886, 0.0288093592971563, -0.263455867767334, 0.082264170050621, -0.3113385736942291, 0.0768379420042038, -0.0060641472227871, -0.1377974152565002, 0.0641388073563576]| 13.9902400970458984|      2.00000000|[222, 70, 0, 5]                                                            | | GPS sucess | actual_k=16
      12|[-64.4231148660183, 0.6510400623083115, 32.51920938491821, 48.18313643336296, -17.400622375309467, 41.82947200164199, 13.76773959863931, -31.93549813865684, 26.86577759683132, -37.448825508356094, 31.913059074431658, -59.164596516638994, -6.496670067310333, 1.919217310845852, 11.928526496514678, -1.8495677411556244, -31.591253116726875, 6.271904576569796, -42.61417983472347, 40.324402823578566, -46.047130703926086, -12.611290030181408]| 12.0000686645507812|    256.00000000|[2625, 868, 0, 60]                                                         | | GPS sucess | actual_k=16
      13|[-145.70097741484642, 7.763152107596397, 98.48599863052368, 99.25167128443718, 66.27953051775694, -34.75584751740098, 35.11570865381509, -76.05302514671348, 48.704625710844994, -12.783324867486954, -70.12495819851756, -150.49297328665853, 23.51694267988205, 49.485341273248196, -13.081910515204072, -30.92036470770836, -55.87983115017414, 10.565730679780245, 19.39962173998356, 11.127718939911574, -94.23943722248077, -23.226735167205334]| 11.8516530990600586|    512.00000000|[2842, 942, 0, 65]                                                         | | GPS sucess | actual_k=16
      14|[-145.70097741484642, 7.763152107596397, 98.48599863052368, 99.25167128443718, 66.27953051775694, -34.75584751740098, 35.11570865381509, -76.05302514671348, 48.704625710844994, -12.783324867486954, -70.12495819851756, -150.49297328665853, 23.51694267988205, 49.485341273248196, -13.081910515204072, -30.92036470770836, -55.87983115017414, 10.565730679780245, 19.39962173998356, 11.127718939911574, -94.23943722248077, -23.226735167205334]| 11.8516530990600586|    256.00000000|[3059, 1016, 0, 70]                                                        |  | used quadratic model with 292 points | actual_k=16
      15|[-149.8000017106533, -130.4849405437708, 66.1695351600647, 118.50016638636589, 61.28572129458189, -29.867710176855326, 75.75891238916665, 18.002295593032613, 2.6781173795461655, -47.76768842339516, -21.405967872589827, -114.38944621756673, 35.73999184370041, 36.3851568326354, -45.283227348700166, -79.06041750311852, -46.53327830135822, 38.68513070419431, -58.40487502515316, -4.575127587188035, -152.85879147052765, -26.230588011443615]| 11.8439035415649414|    512.00000000|[3279, 1087, 0, 75]                                                        | | GPS sucess | actual_k=16
      16|[-206.18998202681541, -198.24400426447392, 197.85526514053345, 144.72912070155144, 183.47222947329283, -10.357921663671732, 69.17263871897012, 343.41422186256386, 78.13901673257351, -17.982495933771133, 51.59463484957814, 22.02547077462077, 67.1912972331047, 50.921498499810696, -31.09727611579001, 38.74529233574867, -77.07828409969807, -91.33308828994632, 88.46019150316715, -90.92154787527397, -265.13349545001984, 60.007327027618885]| 11.8424806594848633|   1024.00000000|[3495, 1162, 0, 80]                                                        | | GPS sucess | actual_k=16
      17|[-206.18998202681541, -198.24400426447392, 197.85526514053345, 144.72912070155144, 183.47222947329283, -10.357921663671732, 69.17263871897012, 343.41422186256386, 78.13901673257351, -17.982495933771133, 51.59463484957814, 22.02547077462077, 67.1912972331047, 50.921498499810696, -31.09727611579001, 38.74529233574867, -77.07828409969807, -91.33308828994632, 88.46019150316715, -90.92154787527397, -265.13349545001984, 60.007327027618885]| 11.8424806594848633|    512.00000000|[3713, 1235, 0, 85]                                                        |  | used quadratic model with 292 points | actual_k=16
      18|[-366.34528598189354, -231.10717107355595, 274.05035638809204, 259.0940346419811, 302.8296742364764, -117.45309836044908, -42.41025465261191, 296.95881185890175, 12.787896737456322, -55.228360801935196, 57.16510422900319, -9.957498509436846, -53.18192511796951, 57.560531817376614, 177.62235889397562, 184.59331479668617, -17.390131786465645, -6.594730746001005, 228.09730698168278, -5.30977724539116, -299.201583981514, 55.84386057406664]| 11.4438028335571289|   1024.00000000|[3933, 1306, 0, 90]                                                        | | GPS sucess | actual_k=16
      19|[-441.9461770951748, -498.77980901300907, 487.2077965736389, 298.36992117762566, 355.98589753359556, -13.61071402207017, -412.3932868791744, 344.572886565933, 106.72704468667507, 34.94200357794762, -425.7757832221687, -40.12694354727864, -359.950113594532, 102.72875233739614, -2.620606804266572, 196.98467031121254, -283.8731029778719, -83.37721670791507, 237.77450634539127, 255.6551275397651, -83.82867443561554, -200.0619316622615]| 10.8731870651245117|   2048.00000000|[4149, 1381, 0, 95]                                                        | | GPS sucess | actual_k=16
      20|[-441.9461770951748, -498.77980901300907, 487.2077965736389, 298.36992117762566, 355.98589753359556, -13.61071402207017, -412.3932868791744, 344.572886565933, 106.72704468667507, 34.94200357794762, -425.7757832221687, -40.12694354727864, -359.950113594532, 102.72875233739614, -2.620606804266572, 196.98467031121254, -283.8731029778719, -83.37721670791507, 237.77450634539127, 255.6551275397651, -83.82867443561554, -200.0619316622615]| 10.8731870651245117|   1024.00000000|[4371, 1450, 0, 100]                                                       |  | used quadratic model with 292 points | actual_k=16
      21|[-441.9461770951748, -498.77980901300907, 487.2077965736389, 298.36992117762566, 355.98589753359556, -13.61071402207017, -412.3932868791744, 344.572886565933, 106.72704468667507, 34.94200357794762, -425.7757832221687, -40.12694354727864, -359.950113594532, 102.72875233739614, -2.620606804266572, 196.98467031121254, -283.8731029778719, -83.37721670791507, 237.77450634539127, 255.6551275397651, -83.82867443561554, -200.0619316622615]| 10.8731870651245117|    512.00000000|[4591, 1521, 0, 105]                                                       |  | used quadratic model with 292 points | actual_k=16
      22|[-441.9461770951748, -498.77980901300907, 487.2077965736389, 298.36992117762566, 355.98589753359556, -13.61071402207017, -412.3932868791744, 344.572886565933, 106.72704468667507, 34.94200357794762, -425.7757832221687, -40.12694354727864, -359.950113594532, 102.72875233739614, -2.620606804266572, 196.98467031121254, -283.8731029778719, -83.37721670791507, 237.77450634539127, 255.6551275397651, -83.82867443561554, -200.0619316622615]| 10.8731870651245117|    256.00000000|[4806, 1597, 0, 110]                                                       |  | used quadratic model with 292 points | actual_k=16
      23|[-496.97592410445213, -583.2240610271692, 500.05319833755493, 344.8454231917858, 295.09995698183775, 80.60056680068374, -356.88894193898886, 400.1929274594877, 102.69912730157375, 99.21098551154137, -340.0023228339851, 5.800523798912764, -382.1638625264168, 42.409042559564114, -16.972698593512177, 143.99881520867348, -268.971561267972, -73.3790029399097, 293.8360297828913, 277.0124216224067, -153.41809856891632, -261.4297180697322]| 10.7398614883422852|    512.00000000|[5025, 1669, 0, 115]                                                       | | GPS sucess | actual_k=16
      24|[-461.85189685225487, -766.5729227215052, 671.0254731178284, 299.8673767745495, 246.71368073672056, -20.811443392187357, -411.5367996050045, 543.0124617612455, 154.40964518487453, 94.61437258124352, -285.98603407666087, 65.83401302620769, -351.24939185380936, -110.74111918359995, -190.9538082126528, 260.1974541246891, -373.597781971097, 26.84955083206296, 220.04641796648502, 332.67029668344185, -6.439888119697571, -91.95246892422438]| 10.6967468261718750|   1024.00000000|[5242, 1743, 0, 120]                                                       | | GPS sucess | actual_k=16
      25|[-461.85189685225487, -766.5729227215052, 671.0254731178284, 299.8673767745495, 246.71368073672056, -20.811443392187357, -411.5367996050045, 543.0124617612455, 154.40964518487453, 94.61437258124352, -285.98603407666087, 65.83401302620769, -351.24939185380936, -110.74111918359995, -190.9538082126528, 260.1974541246891, -373.597781971097, 26.84955083206296, 220.04641796648502, 332.67029668344185, -6.439888119697571, -91.95246892422438]| 10.6967468261718750|    512.00000000|[5462, 1814, 0, 125]                                                       |  | used quadratic model with 292 points | actual_k=16
      26|[-515.6162095963955, -824.1792841106653, 719.0737900733948, 337.12473914027214, 306.3184361383319, -57.663139406591654, -549.1618758989498, 777.8411818540189, 202.89767847955227, -21.57670560479164, -279.07727925106883, 57.02220253273845, -577.7763846516609, -217.70620707422495, -160.88971748389304, 205.03936544060707, -460.98610289394855, 68.98530827835202, 221.04826463758945, 183.73168279184029, -146.21817791461945, -224.8441467806697]| 10.6538124084472656|   1024.00000000|[5681, 1886, 0, 130]                                                       | | GPS sucess | actual_k=16
      27|[-515.6162095963955, -824.1792841106653, 719.0737900733948, 337.12473914027214, 306.3184361383319, -57.663139406591654, -549.1618758989498, 777.8411818540189, 202.89767847955227, -21.57670560479164, -279.07727925106883, 57.02220253273845, -577.7763846516609, -217.70620707422495, -160.88971748389304, 205.03936544060707, -460.98610289394855, 68.98530827835202, 221.04826463758945, 183.73168279184029, -146.21817791461945, -224.8441467806697]| 10.6538124084472656|    512.00000000|[5899, 1959, 0, 135]                                                       |  | used quadratic model with 292 points | actual_k=16
      28|[-515.6162095963955, -824.1792841106653, 719.0737900733948, 337.12473914027214, 306.3184361383319, -57.663139406591654, -549.1618758989498, 777.8411818540189, 202.89767847955227, -21.57670560479164, -279.07727925106883, 57.02220253273845, -577.7763846516609, -217.70620707422495, -160.88971748389304, 205.03936544060707, -460.98610289394855, 68.98530827835202, 221.04826463758945, 183.73168279184029, -146.21817791461945, -224.8441467806697]| 10.6538124084472656|    256.00000000|[6115, 2034, 0, 140]                                                       |  | used quadratic model with 292 points | actual_k=16
      29|[-502.6899219453335, -877.7578401714563, 731.7057328224182, 328.99700114130974, 353.28974198549986, -116.06306082382798, -509.0749847246334, 823.1172743833158, 178.14351473748684, -40.383544594049454, -268.18523232266307, 115.55563835427165, -582.8186748623848, -119.80301646143198, -152.52186431922019, 130.19189992547035, -510.8686216622591, -17.35668696090579, 148.80971635878086, 120.34307195199654, -119.54876720905304, -231.6771760508418]| 10.5777788162231445|    512.00000000|[6332, 2108, 0, 145]                                                       | | GPS sucess | actual_k=16
      30|[-502.6899219453335, -877.7578401714563, 731.7057328224182, 328.99700114130974, 353.28974198549986, -116.06306082382798, -509.0749847246334, 823.1172743833158, 178.14351473748684, -40.383544594049454, -268.18523232266307, 115.55563835427165, -582.8186748623848, -119.80301646143198, -152.52186431922019, 130.19189992547035, -510.8686216622591, -17.35668696090579, 148.80971635878086, 120.34307195199654, -119.54876720905304, -231.6771760508418]| 10.5777788162231445|    256.00000000|[6548, 2183, 0, 150]                                                       |  | used quadratic model with 292 points | actual_k=16
      31|[-562.1818195283413, -839.6810274273157, 745.6271042823792, 370.44730708003044, 345.4563240930438, -111.30703837051988, -531.3127338243648, 824.646727780113, 218.8685628026724, -157.30315366387367, -267.5851409845054, 17.909733813256025, -580.4964690804482, -90.46455363184214, -129.15795364417136, 211.42344442009926, -524.9207428246737, -56.17691553756595, 140.74347127974033, 98.93483640206978, -1.5396043062210083, -312.1866670176387]| 10.5068225860595703|    512.00000000|[6762, 2260, 0, 155]                                                       | | GPS sucess | actual_k=16
      32|[-562.1818195283413, -839.6810274273157, 745.6271042823792, 370.44730708003044, 345.4563240930438, -111.30703837051988, -531.3127338243648, 824.646727780113, 218.8685628026724, -157.30315366387367, -267.5851409845054, 17.909733813256025, -580.4964690804482, -90.46455363184214, -129.15795364417136, 211.42344442009926, -524.9207428246737, -56.17691553756595, 140.74347127974033, 98.93483640206978, -1.5396043062210083, -312.1866670176387]| 10.5068225860595703|    256.00000000|[6982, 2331, 0, 160]                                                       |  | used quadratic model with 292 points | actual_k=16
      33|[-562.1818195283413, -839.6810274273157, 745.6271042823792, 370.44730708003044, 345.4563240930438, -111.30703837051988, -531.3127338243648, 824.646727780113, 218.8685628026724, -157.30315366387367, -267.5851409845054, 17.909733813256025, -580.4964690804482, -90.46455363184214, -129.15795364417136, 211.42344442009926, -524.9207428246737, -56.17691553756595, 140.74347127974033, 98.93483640206978, -1.5396043062210083, -312.1866670176387]| 10.5068225860595703|    128.00000000|[7202, 2402, 0, 165]                                                       |  | used quadratic model with 292 points | actual_k=16
      34|[-562.1818195283413, -839.6810274273157, 745.6271042823792, 370.44730708003044, 345.4563240930438, -111.30703837051988, -531.3127338243648, 824.646727780113, 218.8685628026724, -157.30315366387367, -267.5851409845054, 17.909733813256025, -580.4964690804482, -90.46455363184214, -129.15795364417136, 211.42344442009926, -524.9207428246737, -56.17691553756595, 140.74347127974033, 98.93483640206978, -1.5396043062210083, -312.1866670176387]| 10.5068225860595703|     64.00000000|[7418, 2477, 0, 170]                                                       |  | used quadratic model with 292 points | actual_k=16
      35|[-565.6821022927761, -836.8507192283869, 762.6049160957336, 370.1076120734215, 354.8076720163226, -114.86159426346421, -530.3447313858196, 821.722614744911, 236.98557291924953, -162.4955679476261, -249.5996425561607, 7.753763239830732, -581.468201816082, -57.04384592920542, -132.55953326262534, 189.55778661370277, -531.981748893857, -60.075448881834745, 154.07534040510654, 83.98646928323433, 7.776251673698425, -317.5879588648677]| 10.4993772506713867|    128.00000000|[7637, 2549, 0, 175]                                                       | | GPS sucess | actual_k=16
      36|[-588.0074368417263, -802.7241170555353, 763.4520499110222, 385.15707916021347, 354.3482761904597, -120.19888884201646, -583.9912729812786, 837.3923506534193, 252.87009726464748, -125.00915971398354, -239.23185614868999, -17.79888530448079, -554.8404342532158, -78.43597391992807, -144.83040633238852, 174.7691265642643, -541.1577037125826, -68.60909451171756, 222.0242768675089, 70.07561017526314, -13.164700627326965, -277.04098849743605]| 10.4820919036865234|    256.00000000|[7856, 2621, 0, 180]                                                       | | GPS sucess | actual_k=16
      37|[-588.0074368417263, -802.7241170555353, 763.4520499110222, 385.15707916021347, 354.3482761904597, -120.19888884201646, -583.9912729812786, 837.3923506534193, 252.87009726464748, -125.00915971398354, -239.23185614868999, -17.79888530448079, -554.8404342532158, -78.43597391992807, -144.83040633238852, 174.7691265642643, -541.1577037125826, -68.60909451171756, 222.0242768675089, 70.07561017526314, -13.164700627326965, -277.04098849743605]| 10.4820919036865234|    128.00000000|[8073, 2695, 0, 185]                                                       |  | used quadratic model with 292 points | actual_k=16
      38|[-588.0074368417263, -802.7241170555353, 763.4520499110222, 385.15707916021347, 354.3482761904597, -120.19888884201646, -583.9912729812786, 837.3923506534193, 252.87009726464748, -125.00915971398354, -239.23185614868999, -17.79888530448079, -554.8404342532158, -78.43597391992807, -144.83040633238852, 174.7691265642643, -541.1577037125826, -68.60909451171756, 222.0242768675089, 70.07561017526314, -13.164700627326965, -277.04098849743605]| 10.4820919036865234|     64.00000000|[8294, 2765, 0, 190]                                                       |  | used quadratic model with 292 points | actual_k=16
      39|[-614.285852521658, -824.8188321739435, 771.4366194605827, 406.18341010808945, 345.9809132143855, -122.22731262817979, -573.15005307924, 827.0026478564832, 250.40580473840237, -133.5028673708439, -224.32080916687846, -8.182855565100908, -568.7527410387993, -75.20157841593027, -146.6015908960253, 175.03053134679794, -532.9112561494112, -59.732314955443144, 216.016063824296, 83.68270017160103, -2.8255330324172974, -295.51018672436476]| 10.4602756500244141|    128.00000000|[8514, 2836, 0, 195]                                                       | | GPS sucess | actual_k=16
      40|[-614.285852521658, -824.8188321739435, 771.4366194605827, 406.18341010808945, 345.9809132143855, -122.22731262817979, -573.15005307924, 827.0026478564832, 250.40580473840237, -133.5028673708439, -224.32080916687846, -8.182855565100908, -568.7527410387993, -75.20157841593027, -146.6015908960253, 175.03053134679794, -532.9112561494112, -59.732314955443144, 216.016063824296, 83.68270017160103, -2.8255330324172974, -295.51018672436476]| 10.4602756500244141|     64.00000000|[8730, 2911, 0, 200]                                                       |  | used quadratic model with 292 points | actual_k=16
      41|[-606.113371938467, -828.7994654327631, 794.290814101696, 395.78581565618515, 354.4347715899348, -110.41746098175645, -590.8997097564861, 827.1837160384748, 274.880717381835, -139.54981198906898, -232.7556550912559, -12.221624333411455, -581.248927295208, -64.327062882483, -147.3526324275881, 153.72057193517685, -533.6424101740122, -47.68730724975467, 238.92378820478916, 81.08973528398201, 14.41050899028778, -303.995222620666]| 10.4430494308471680|    128.00000000|[8948, 2984, 0, 205]                                                       | | GPS sucess | actual_k=16
      42|[-638.9514075219631, -866.229797616601, 859.6656157374382, 412.29581397771835, 338.6777639910579, -78.41192967072129, -613.9129238678142, 840.9173757827375, 309.56023322045803, -148.58742299675941, -261.8393705300987, 1.9553776197135448, -576.9817721247673, -33.96946934610605, -160.91046609915793, 120.55180591344833, -539.8216995149851, -72.74070728942752, 255.1191026121378, 86.91611887468025, -19.128236889839172, -319.6604238077998]| 10.4214677810668945|    256.00000000|[9166, 3057, 0, 210]                                                       | | GPS sucess | actual_k=16
      43|[-638.9514075219631, -866.229797616601, 859.6656157374382, 412.29581397771835, 338.6777639910579, -78.41192967072129, -613.9129238678142, 840.9173757827375, 309.56023322045803, -148.58742299675941, -261.8393705300987, 1.9553776197135448, -576.9817721247673, -33.96946934610605, -160.91046609915793, 120.55180591344833, -539.8216995149851, -72.74070728942752, 255.1191026121378, 86.91611887468025, -19.128236889839172, -319.6604238077998]| 10.4214677810668945|    128.00000000|[9384, 3130, 0, 215]                                                       |  | used quadratic model with 292 points | actual_k=16
      44|[-638.9514075219631, -866.229797616601, 859.6656157374382, 412.29581397771835, 338.6777639910579, -78.41192967072129, -613.9129238678142, 840.9173757827375, 309.56023322045803, -148.58742299675941, -261.8393705300987, 1.9553776197135448, -576.9817721247673, -33.96946934610605, -160.91046609915793, 120.55180591344833, -539.8216995149851, -72.74070728942752, 255.1191026121378, 86.91611887468025, -19.128236889839172, -319.6604238077998]| 10.4214677810668945|     64.00000000|[9599, 3206, 0, 220]                                                       |  | used quadratic model with 292 points | actual_k=16
