k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5297537446022034, -0.5147993564605713, 0.8166011571884155, 0.7168465852737427, -0.6622290015220642, 0.0649338066577911, -0.0863582566380501, -0.0438747219741344, 0.1581420749425888, -0.3510330617427826, -0.0635972321033478, 0.0335466153919697, -0.479004830121994, 0.476275771856308, -0.0183974374085665, 0.1481466591358185, -0.5220696926116943, -0.7313030362129211, 0.3492020666599274, -0.3538467884063721, -0.3181888461112976, -0.1837440878152847]| 13.1992721557617188|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
      27|[-11.038443308323622, 0.0766290538012981, 5.306269386783242, 10.870020005851984, -2.592112882528454, 0.0459854230284691, -0.7004218474030495, 6.470756442518905, -0.6515398882329464, -2.037410467863083, 0.6248437985777855, -3.8041595108807087, 2.377755869179964, -1.5045344233512878, -7.24428984709084, 0.990643784403801, 7.874131428077817, -7.037932559847832, 2.8136631846427917, -0.4305578391067684, -9.806833431124687, 4.102793103083968]| 12.1138181686401367|      8.00000000|[1666, 111, 0, 39]                                                         | | GPS sucess | actual_k=4
      28|[-11.038443308323622, 0.0766290538012981, 5.306269386783242, 10.870020005851984, -2.592112882528454, 0.0459854230284691, -0.7004218474030495, 6.470756442518905, -0.6515398882329464, -2.037410467863083, 0.6248437985777855, -3.8041595108807087, 2.377755869179964, -1.5045344233512878, -7.24428984709084, 0.990643784403801, 7.874131428077817, -7.037932559847832, 2.8136631846427917, -0.4305578391067684, -9.806833431124687, 4.102793103083968]| 12.1138181686401367|      4.00000000|[1730, 115, 0, 41]                                                         |  | used linear model with 65 points | actual_k=4
      29|[-11.470188956707716, -0.4814203269779682, 6.164374450221658, 11.072098527103662, -3.184581680689007, -0.493818499147892, -1.1853974238038063, 6.033615113468841, -1.04783421382308, -2.3915663063526154, 0.3278247639536858, -4.013995859771967, 2.2970724292099476, -1.4091933220624924, -6.930579276755452, 1.5510379523038864, 8.688897417858243, -5.98204343020916, 4.0858795046806335, 1.043758757878095, -8.097117230296135, 6.1811324413865805]| 12.1126384735107422|      8.00000000|[1790, 119, 0, 42]                                                         | | GPS sucess | actual_k=4
      30|[-13.037356477230787, -1.3273720629513264, 6.5355458948761225, 12.284197483211756, -4.2831944660283625, -0.6975149437785149, 0.4246128425002098, 5.9418438610155135, -1.3541836999356747, -1.9317297637462616, -0.8367862179875374, -4.07175275683403, 1.3481495566666126, -0.246315523982048, -6.58825352974236, 1.6461197659373283, 9.381486820057034, -6.30671326816082, 4.516307294368744, 2.1001999457366765, -6.963615581393242, 5.784612065181136]| 12.1084432601928711|     16.00000000|[1850, 123, 0, 43]                                                         | | GPS sucess | actual_k=4
      31|[-13.037356477230787, -1.3273720629513264, 6.5355458948761225, 12.284197483211756, -4.2831944660283625, -0.6975149437785149, 0.4246128425002098, 5.9418438610155135, -1.3541836999356747, -1.9317297637462616, -0.8367862179875374, -4.07175275683403, 1.3481495566666126, -0.246315523982048, -6.58825352974236, 1.6461197659373283, 9.381486820057034, -6.30671326816082, 4.516307294368744, 2.1001999457366765, -6.963615581393242, 5.784612065181136]| 12.1084432601928711|      8.00000000|[1914, 127, 0, 45]                                                         |  | used linear model with 65 points | actual_k=4
      32|[-14.270526271313429, -3.4899935610592365, 9.074849674478173, 13.01777258887887, 0.020130233373493, -4.171731643378735, 3.365156017243862, 8.938580387504771, -1.2339884899556637, 0.687170535326004, -4.012269921600819, 1.3287575542926788, -5.077986937016249, -2.7979782074689865, -2.8588555175811052, 4.919070176780224, 11.561763213947415, -5.247727796435356, 11.015981614589691, -0.3020336548797786, -6.26225046813488, 1.1297682579606771]| 12.1030387878417969|     16.00000000|[1974, 131, 0, 46]                                                         | | GPS sucess | actual_k=4
      33|[-16.066674690693617, -9.159207809716463, 10.441398093476892, 14.430571589618921, 3.7619415088556707, -9.243572406470776, -11.161243595182896, 8.146189742954448, 8.181062016636133, -1.2623340785503387, -11.870125241577625, 5.661470204591751, -0.2366387657821178, -19.682249829173088, -6.228653462603688, 6.587335519492626, 15.278164790943265, -8.255546495318413, 8.812364995479584, -5.174437753390521, 2.586075261235237, 11.523796921595931]| 12.0987253189086914|     32.00000000|[2034, 135, 0, 47]                                                         | | GPS sucess | actual_k=4
      34|[-16.066674690693617, -9.159207809716463, 10.441398093476892, 14.430571589618921, 3.7619415088556707, -9.243572406470776, -11.161243595182896, 8.146189742954448, 8.181062016636133, -1.2623340785503387, -11.870125241577625, 5.661470204591751, -0.2366387657821178, -19.682249829173088, -6.228653462603688, 6.587335519492626, 15.278164790943265, -8.255546495318413, 8.812364995479584, -5.174437753390521, 2.586075261235237, 11.523796921595931]| 12.0987253189086914|     16.00000000|[2098, 139, 0, 49]                                                         |  | used linear model with 65 points | actual_k=4
      35|[-16.066674690693617, -9.159207809716463, 10.441398093476892, 14.430571589618921, 3.7619415088556707, -9.243572406470776, -11.161243595182896, 8.146189742954448, 8.181062016636133, -1.2623340785503387, -11.870125241577625, 5.661470204591751, -0.2366387657821178, -19.682249829173088, -6.228653462603688, 6.587335519492626, 15.278164790943265, -8.255546495318413, 8.812364995479584, -5.174437753390521, 2.586075261235237, 11.523796921595931]| 12.0987253189086914|      8.00000000|[2162, 143, 0, 51]                                                         |  | used linear model with 65 points | actual_k=4
      36|[-15.553838055580854, -10.214931476861238, 10.41707805544138, 14.25140531733632, 2.9049639268778265, -9.532653503119946, -9.080770887434483, 9.562324934871867, 9.514262590557337, -2.2466629445552826, -11.473025538027287, 4.347493797540665, -0.3124392293393612, -18.952035173773766, -5.49472907371819, 6.845520280301571, 16.228438841179013, -8.286346044391394, 8.209265112876892, -5.661745391320437, 2.204244390130043, 11.41336833499372]| 12.0951890945434570|     16.00000000|[2222, 147, 0, 52]                                                         | | GPS sucess | actual_k=4
      37|[-15.553838055580854, -10.214931476861238, 10.41707805544138, 14.25140531733632, 2.9049639268778265, -9.532653503119946, -9.080770887434483, 9.562324934871867, 9.514262590557337, -2.2466629445552826, -11.473025538027287, 4.347493797540665, -0.3124392293393612, -18.952035173773766, -5.49472907371819, 6.845520280301571, 16.228438841179013, -8.286346044391394, 8.209265112876892, -5.661745391320437, 2.204244390130043, 11.41336833499372]| 12.0951890945434570|      8.00000000|[2286, 151, 0, 54]                                                         |  | used linear model with 65 points | actual_k=4
      38|[-16.058862965554, -8.762157667428255, 9.54029456526041, 14.684007424861193, 2.2056464715860784, -8.832871906459332, -10.747003592550755, 8.254804068477824, 10.656462106853724, -2.772736757993698, -10.277037240564823, 4.125126004219055, 0.4364009238779545, -19.565439328551292, -6.186584861949086, 6.454127572476864, 16.896128999069333, -7.0811642073094845, 7.4441609382629395, -5.667575898114592, 2.475202187895775, 11.250195359811187]| 12.0949621200561523|     16.00000000|[2346, 155, 0, 55]                                                         | | GPS sucess | actual_k=4
      39|[-16.058862965554, -8.762157667428255, 9.54029456526041, 14.684007424861193, 2.2056464715860784, -8.832871906459332, -10.747003592550755, 8.254804068477824, 10.656462106853724, -2.772736757993698, -10.277037240564823, 4.125126004219055, 0.4364009238779545, -19.565439328551292, -6.186584861949086, 6.454127572476864, 16.896128999069333, -7.0811642073094845, 7.4441609382629395, -5.667575898114592, 2.475202187895775, 11.250195359811187]| 12.0949621200561523|      8.00000000|[2410, 159, 0, 57]                                                         |  | used linear model with 65 points | actual_k=4
      40|[-16.058862965554, -8.762157667428255, 9.54029456526041, 14.684007424861193, 2.2056464715860784, -8.832871906459332, -10.747003592550755, 8.254804068477824, 10.656462106853724, -2.772736757993698, -10.277037240564823, 4.125126004219055, 0.4364009238779545, -19.565439328551292, -6.186584861949086, 6.454127572476864, 16.896128999069333, -7.0811642073094845, 7.4441609382629395, -5.667575898114592, 2.475202187895775, 11.250195359811187]| 12.0949621200561523|      4.00000000|[2474, 163, 0, 59]                                                         |  | used linear model with 65 points | actual_k=4
      41|[-16.185318645089865, -9.338736522942781, 9.72518651932478, 14.769172836095095, 2.0251147313974798, -8.684814311563969, -10.235381938517094, 8.305933271767572, 9.87706020846963, -1.8530826270580292, -10.569621451199055, 4.294945165514946, 0.4555882327258587, -19.06166373193264, -6.832640500739217, 6.084856294095516, 16.684362711384892, -6.960435513406992, 8.052496910095215, -5.462837802711874, 2.322789818048477, 10.60133377276361]| 12.0942516326904297|      8.00000000|[2534, 167, 0, 60]                                                         | | GPS sucess | actual_k=4
      42|[-16.185318645089865, -9.338736522942781, 9.72518651932478, 14.769172836095095, 2.0251147313974798, -8.684814311563969, -10.235381938517094, 8.305933271767572, 9.87706020846963, -1.8530826270580292, -10.569621451199055, 4.294945165514946, 0.4555882327258587, -19.06166373193264, -6.832640500739217, 6.084856294095516, 16.684362711384892, -6.960435513406992, 8.052496910095215, -5.462837802711874, 2.322789818048477, 10.60133377276361]| 12.0942516326904297|      4.00000000|[2598, 171, 0, 62]                                                         |  | used linear model with 65 points | actual_k=4
      43|[-17.428268250077963, -8.466678727418184, 12.05757587403059, 15.228243667632341, 2.925182656850666, -12.946441985666752, -10.487543143332005, 6.773056780220941, 10.236660365015268, -2.7121701538562775, -10.351134605705738, 6.80688302218914, 1.5938378684222698, -19.22879382967949, -7.413927109912038, 4.829881094396114, 13.635122122243047, -5.657588008791208, 8.560444474220276, -8.6921905153431, 2.0879372507333755, 12.169912612065673]| 12.0926637649536133|      8.00000000|[2658, 175, 0, 63]                                                         | | GPS sucess | actual_k=4
      44|[-17.428268250077963, -8.466678727418184, 12.05757587403059, 15.228243667632341, 2.925182656850666, -12.946441985666752, -10.487543143332005, 6.773056780220941, 10.236660365015268, -2.7121701538562775, -10.351134605705738, 6.80688302218914, 1.5938378684222698, -19.22879382967949, -7.413927109912038, 4.829881094396114, 13.635122122243047, -5.657588008791208, 8.560444474220276, -8.6921905153431, 2.0879372507333755, 12.169912612065673]| 12.0926637649536133|      4.00000000|[2721, 180, 0, 65]                                                         |  | used linear model with 65 points | actual_k=4
      45|[-17.361464332789183, -8.471657456364483, 12.103441629558802, 15.224778175354004, 2.8340237378142774, -13.033155888319016, -10.564260013401508, 6.754538757028058, 10.313386883586645, -2.5340147614479065, -10.111545212566853, 7.016976818442345, 1.6437618024647236, -19.47927388548851, -8.066569300368428, 3.7701666578650475, 17.03035527653992, -6.9312512911856174, 7.755949437618256, -8.695417937124148, 2.7117462903261185, 11.991548364982009]| 12.0916681289672852|      8.00000000|[2781, 184, 0, 66]                                                         | | GPS sucess | actual_k=4
      46|[-18.217847418040037, -9.120279194321483, 13.640533600002527, 15.73300051689148, 1.5593356131576002, -12.974956437945366, -10.984088130295277, 7.29481760901399, 9.062755074352026, -2.0069061517715454, -11.262344367802143, 7.496523007750511, -0.2526586763560772, -18.82393553853035, -9.571417661383748, 3.6875883489847183, 16.74907818622887, -6.825354818254709, 7.248386025428772, -8.47739301272668, 2.57663531601429, 12.137657394632697]| 12.0897426605224609|     16.00000000|[2841, 188, 0, 67]                                                         | | GPS sucess | actual_k=4
      47|[-18.387083616107702, -9.28809711476788, 13.552437227219343, 15.772936299443245, 1.7216283618472517, -12.754696741700172, -10.811497084796429, 7.309243519091979, 8.849725287407637, -2.4336686730384827, -11.784990437328815, 7.084644213318825, -0.3209665231406689, -18.400586277246475, -8.728843243792653, 4.485533490777016, 16.73847688920796, -9.04507589712739, 1.8949090242385864, 3.862292427336797, -5.486205145716667, 13.800168504938483]| 12.0896625518798828|     32.00000000|[2901, 192, 0, 68]                                                         | | GPS sucess | actual_k=4
      48|[-19.75315674766898, -14.022526951041073, 13.107832830399275, 17.40148790180683, 4.8405949412845075, -12.945698693394661, -9.451868169009686, 8.60106297233142, 9.64135555550456, -4.213196694850922, -12.137708105146885, 7.937372341752052, 0.3581591434776783, -17.449059933423996, -20.038692029193044, 7.61309315264225, 17.0284031201154, -6.558418992906809, -3.773297667503357, -0.9172695691231638, -2.256581351161003, 14.259174456819892]| 12.0846757888793945|     64.00000000|[2961, 196, 0, 69]                                                         | | GPS sucess | actual_k=4
      49|[-19.75315674766898, -14.022526951041073, 13.107832830399275, 17.40148790180683, 4.8405949412845075, -12.945698693394661, -9.451868169009686, 8.60106297233142, 9.64135555550456, -4.213196694850922, -12.137708105146885, 7.937372341752052, 0.3581591434776783, -17.449059933423996, -20.038692029193044, 7.61309315264225, 17.0284031201154, -6.558418992906809, -3.773297667503357, -0.9172695691231638, -2.256581351161003, 14.259174456819892]| 12.0846757888793945|     32.00000000|[3024, 201, 0, 71]                                                         |  | used linear model with 65 points | actual_k=4
      50|[-19.75315674766898, -14.022526951041073, 13.107832830399275, 17.40148790180683, 4.8405949412845075, -12.945698693394661, -9.451868169009686, 8.60106297233142, 9.64135555550456, -4.213196694850922, -12.137708105146885, 7.937372341752052, 0.3581591434776783, -17.449059933423996, -20.038692029193044, 7.61309315264225, 17.0284031201154, -6.558418992906809, -3.773297667503357, -0.9172695691231638, -2.256581351161003, 14.259174456819892]| 12.0846757888793945|     16.00000000|[3087, 206, 0, 73]                                                         |  | used linear model with 65 points | actual_k=4
