k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[17, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      22|[-0.8608980101187538, 0.0788162542282877, 0.8867762344930639, 0.6829665449188099, -0.1522192405049967, 0.5094278766830462, -1.6254986970440415, 0.0921328415194651, -0.5108503990136528, 0.5608885040388065, 1.0751321277508836, 1.1948764343101135, -1.0689372014830654, -0.2679867661912338, -0.2788993550596072, 0.4510696955456041, -0.8580227575377787, 1.2150008496357576, -0.0369726747320053, -0.578171100739536, -0.1196453051696093, 0.0932975375249747, 0.4668106481003402, 0.1033648107764173, -0.2687916740595665, -0.4242689293934147, -0.7423452430119766, 1.6687672190339458, 0.7642627583854078, 0.350065898992813, -1.5656145974188014, 1.4667671954671786, 0.7331903043687542, 0.6187803942240364, -0.2555398843408231, 0.4658174815548874, -0.1661301131127627, 0.0185401037313571, -0.6628100845569342, 0.5412145854861078, 0.2577302804916698, 0.0874794878486455, 0.1966732932080288, -0.0325481310296016, 0.0027952133723949, -0.6589107617175505, -1.1125690565502961, 0.1279591022113118, -0.076880566529954, -0.6821906463705705, -0.3269142530303829, -1.1394141213103737, -1.0410088371484827, 0.5588888015533681, -0.7985539458057974, 0.1425806867992245, -0.2552681137006341, 0.3849165841854713, 0.1468357066041408, 0.6172573099222517, 0.0639920620487931, -0.4612719678868826, 0.586532906665863, -0.8085930680768614, 1.0987441443586043, 0.6961602407688108, -0.7542115202731795, 1.0160106485430789, -0.5595639650384553, 0.1452938794922772, -0.5496681245917681, 0.3179062036189821, -0.2294308005869463, -0.2104542528219566, -0.9310883814683295, 0.6924983012212311, -0.661212314875478, 0.5184225288000655, 0.1435756032843888, -0.1673724500249399, -1.2426705552792927, -0.093264592857964, 0.2284160548804613, 0.1497095381823088, -0.8476977201779144, -0.9281600708753891, -0.2052365475048453, -0.5013702740055959, -0.1275698094864134, -0.0303988746125054, 0.0843216044991486, 0.1822520645502025, -0.648402670334916, 0.3448942094819153, -1.0299417114694565, -0.3738393683208056, 0.5738358719286684, 0.1152394598989684, -0.38942016093846, 0.6189065765023268]|8032.5903320312500000|      4.00000000|[1739, 0, 0, 121]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[-1.289370439632685, -0.4554670857489767, 1.3678885954473485, 1.1276624944732534, -0.2839240328853296, 0.2697468116004962, -0.775982066871312, -0.7557724366864065, -0.5699390985332871, -0.0411525020494503, 0.4856669268498521, 0.2189462799865356, -0.4170169424841945, 0.1853550159018142, -0.4875951541719272, 0.1986857183708452, -0.9712717167214716, 0.6594202336384432, -0.3694010406778214, -0.4012529219427678, -0.221965424908188, -0.1481257266208764, 0.7176853164600967, 0.2210252140280653, -0.1237193628966179, 0.2016766982959469, -1.3954891257634414, 1.6737347297341716, 0.6511323155872701, 0.1607544095299606, -1.0824480517893, 1.6839627212325976, 0.5506844285428723, 0.7311268794811852, 0.4453395702719088, 0.5359621199740388, 0.32064775873439, -0.2687161967180143, -0.993053463434574, 0.8127379419237909, -0.2157228836089771, 0.2775480308059514, -0.139871011878107, -0.1070147916483837, 0.2671905695506785, -0.6392161651885435, -1.0474407003319581, 0.1728483138659749, 0.1197999047711248, -0.3212769524656938, 0.1523647286552556, -0.409869302909037, -0.6610858213155817, 0.8018618460680241, -0.8349973394832705, -0.3777150523746646, -0.7928441930692254, 0.3494172871030471, -0.3187995036715092, -0.2162471284780169, 0.1606640978025201, -0.4372387269129332, 0.6737615922833099, -0.7592406904237394, 0.4613914393567733, 0.8985261458152738, -0.2218458405322737, 1.363042718702991, -0.3075900678197511, 0.5687778472733441, -0.9732950541133287, 0.4902385202560213, 0.6538101375996992, 0.0779580201081886, -0.5019659335008002, 0.4754011827243363, -0.4008559184387868, 0.7968959656324934, 0.0509267916460336, -0.1178181243847384, -0.841033269331493, -0.2376688849645924, 0.77677747551187, 0.2790901517477538, -0.2461972090084809, -0.3825268740446396, -0.1572900310804278, -0.4492038865668218, -0.14808556803062, -0.0462312168199372, 0.2694737477391236, 0.5374435635450298, -0.6963473874441194, 0.0942434161679352, -0.6274353599985092, 0.0805514853226117, -0.1155837552609679, 0.6093799060850341, -0.536464074541289, 0.1465047191262282]|6514.3706054687500000|      8.00000000|[1755, 0, 0, 122]                                                          | | GPS sucess | actual_k=0
      24|[-1.289370439632685, -0.4554670857489767, 1.3678885954473485, 1.1276624944732534, -0.2839240328853296, 0.2697468116004962, -0.775982066871312, -0.7557724366864065, -0.5699390985332871, -0.0411525020494503, 0.4856669268498521, 0.2189462799865356, -0.4170169424841945, 0.1853550159018142, -0.4875951541719272, 0.1986857183708452, -0.9712717167214716, 0.6594202336384432, -0.3694010406778214, -0.4012529219427678, -0.221965424908188, -0.1481257266208764, 0.7176853164600967, 0.2210252140280653, -0.1237193628966179, 0.2016766982959469, -1.3954891257634414, 1.6737347297341716, 0.6511323155872701, 0.1607544095299606, -1.0824480517893, 1.6839627212325976, 0.5506844285428723, 0.7311268794811852, 0.4453395702719088, 0.5359621199740388, 0.32064775873439, -0.2687161967180143, -0.993053463434574, 0.8127379419237909, -0.2157228836089771, 0.2775480308059514, -0.139871011878107, -0.1070147916483837, 0.2671905695506785, -0.6392161651885435, -1.0474407003319581, 0.1728483138659749, 0.1197999047711248, -0.3212769524656938, 0.1523647286552556, -0.409869302909037, -0.6610858213155817, 0.8018618460680241, -0.8349973394832705, -0.3777150523746646, -0.7928441930692254, 0.3494172871030471, -0.3187995036715092, -0.2162471284780169, 0.1606640978025201, -0.4372387269129332, 0.6737615922833099, -0.7592406904237394, 0.4613914393567733, 0.8985261458152738, -0.2218458405322737, 1.363042718702991, -0.3075900678197511, 0.5687778472733441, -0.9732950541133287, 0.4902385202560213, 0.6538101375996992, 0.0779580201081886, -0.5019659335008002, 0.4754011827243363, -0.4008559184387868, 0.7968959656324934, 0.0509267916460336, -0.1178181243847384, -0.841033269331493, -0.2376688849645924, 0.77677747551187, 0.2790901517477538, -0.2461972090084809, -0.3825268740446396, -0.1572900310804278, -0.4492038865668218, -0.14808556803062, -0.0462312168199372, 0.2694737477391236, 0.5374435635450298, -0.6963473874441194, 0.0942434161679352, -0.6274353599985092, 0.0805514853226117, -0.1155837552609679, 0.6093799060850341, -0.536464074541289, 0.1465047191262282]|6514.3706054687500000|      4.00000000|[1869, 0, 0, 130]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[-0.3767883084305694, -0.2493713350990041, 1.1565739169684286, 0.6970414173963038, 0.0292836332864648, 0.4990862123862071, -1.050122979962918, -0.1238763835022145, -0.4717793775774666, 0.4601496126933512, 1.2496062719690162, -0.0236869110765777, -0.620660850056274, 0.0442564670126775, -0.4430555311980328, 0.0251029546961211, -1.367879305614295, 0.7941837765055177, -0.4857353784106561, -0.1492389119715217, -0.1803812835190617, 0.3971928904454124, 0.26642952096404, -0.3775613784307412, 0.3897406520543585, 0.6565830566969675, -0.9567244866683886, 0.5370156757096809, 0.5634619360069121, 0.3406511417706896, -0.8519561066417866, 0.6304864859594124, 1.3883692342791814, 0.3867496906896777, 0.3705990079943157, 0.3950157216413536, -0.0596300059312116, 0.2153236859969901, -0.3511675967609483, 0.2568360013650229, 0.1581889449245839, 0.2078108663319946, 0.0776963689768102, -0.5579522528827322, -0.0591858757702122, -0.4746070367908973, -0.8587101645206067, 0.2656349145614281, 0.0791060662630544, 0.1115523971380148, -0.2991786483525229, -0.0826409788810764, 0.0051897446042313, 1.04039668022834, -0.5895495791252616, -0.3742969258404841, -0.8085470753491978, 0.8354555775761159, -0.2929833927048953, 0.4696881246050216, 0.366336695419953, -0.1309136056603895, 0.7556883237163643, -0.4489507116266525, 0.5971964090519596, 1.2649124546958077, -0.035687183468045, 1.0878239629483701, -0.0622591101312105, 0.3792663334240414, -0.314706499472284, 0.0395986213896014, 0.6019835351741751, 0.303897519445091, -0.6177804360257115, 0.8622447972509498, -0.828607310090921, 0.9032567128737822, 0.0355595655840251, -0.5412940868298057, -0.5218486512139117, -0.3638562663779543, 0.6974998725694873, 0.4242240297104034, -0.3449876152367115, 0.0130959079182803, 0.0527772338802691, -1.211146683579107, 0.2869515942995772, -0.3585887160846382, 0.3777837189327593, 0.3027121543183921, -0.5698368714268499, 0.1581807609140301, -0.3883822635568673, -0.0469337964881342, 0.6464059968553799, -0.2230079047758724, -0.0859949361234944, 0.3131117572027293]|5353.4013671875000000|      8.00000000|[1983, 0, 0, 138]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | iterate success | actual_k=0
      26|[-0.3767883084305694, -0.2493713350990041, 1.1565739169684286, 0.6970414173963038, 0.0292836332864648, 0.4990862123862071, -1.050122979962918, -0.1238763835022145, -0.4717793775774666, 0.4601496126933512, 1.2496062719690162, -0.0236869110765777, -0.620660850056274, 0.0442564670126775, -0.4430555311980328, 0.0251029546961211, -1.367879305614295, 0.7941837765055177, -0.4857353784106561, -0.1492389119715217, -0.1803812835190617, 0.3971928904454124, 0.26642952096404, -0.3775613784307412, 0.3897406520543585, 0.6565830566969675, -0.9567244866683886, 0.5370156757096809, 0.5634619360069121, 0.3406511417706896, -0.8519561066417866, 0.6304864859594124, 1.3883692342791814, 0.3867496906896777, 0.3705990079943157, 0.3950157216413536, -0.0596300059312116, 0.2153236859969901, -0.3511675967609483, 0.2568360013650229, 0.1581889449245839, 0.2078108663319946, 0.0776963689768102, -0.5579522528827322, -0.0591858757702122, -0.4746070367908973, -0.8587101645206067, 0.2656349145614281, 0.0791060662630544, 0.1115523971380148, -0.2991786483525229, -0.0826409788810764, 0.0051897446042313, 1.04039668022834, -0.5895495791252616, -0.3742969258404841, -0.8085470753491978, 0.8354555775761159, -0.2929833927048953, 0.4696881246050216, 0.366336695419953, -0.1309136056603895, 0.7556883237163643, -0.4489507116266525, 0.5971964090519596, 1.2649124546958077, -0.035687183468045, 1.0878239629483701, -0.0622591101312105, 0.3792663334240414, -0.314706499472284, 0.0395986213896014, 0.6019835351741751, 0.303897519445091, -0.6177804360257115, 0.8622447972509498, -0.828607310090921, 0.9032567128737822, 0.0355595655840251, -0.5412940868298057, -0.5218486512139117, -0.3638562663779543, 0.6974998725694873, 0.4242240297104034, -0.3449876152367115, 0.0130959079182803, 0.0527772338802691, -1.211146683579107, 0.2869515942995772, -0.3585887160846382, 0.3777837189327593, 0.3027121543183921, -0.5698368714268499, 0.1581807609140301, -0.3883822635568673, -0.0469337964881342, 0.6464059968553799, -0.2230079047758724, -0.0859949361234944, 0.3131117572027293]|5353.4013671875000000|      4.00000000|[2097, 0, 0, 146]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[0.1410194348051406, -0.4506201407018544, 1.0877362970165814, 0.5066891119563445, 0.1413781948511358, 0.0286083712528721, -1.1543962823792706, -0.6268830796750064, -0.4651933980691298, 0.3135323419901305, -0.1507513126438293, 0.5926922409619948, -0.3999183837463813, -0.294851462401753, -0.6655017027892409, -0.3324190734649466, -1.1406859657381523, 0.2496921031596585, -0.1258166066679806, -0.2652043129244677, 0.3305765155968577, 0.4471045173083613, 0.3591406709080353, -0.1765830129395977, 0.9582905365676052, 0.4001019329139374, -0.3516982291933188, 0.5359318115221395, 1.3053928202619711, 0.3592520394078325, -0.8807336666583613, 0.7600524612782797, 0.0648832058753366, 0.1190522006911046, -0.1570869097633669, 0.5888937902276083, 0.2705779694168583, 0.3364328844304739, 0.0206125517090186, 0.254383267329613, -0.2284343553363842, 0.2272676917202959, -0.1153872672456316, -0.7332532610335809, -0.1797297376141737, -0.7882954853417405, -0.7968411151525286, 0.3639551927394454, 0.4467875762192503, 0.1238092218134652, -0.735514823108589, 0.2160771278799951, -0.5076811519488651, 0.6686331438302203, -0.1643607214586612, 0.1336300009458062, -0.8943581691893767, 0.2508744940814049, 0.0958829625076936, 0.2829673466754392, -0.1890610858605138, -0.731654697828208, 0.938025935954703, -0.5365252439164729, 0.5778058077607966, 0.9202999425300973, -0.3478476498999927, 0.5057345858149144, -0.5733303700669827, 0.0445216872346968, 0.0146397355500017, 0.0587541311326541, 0.9115478283661338, -0.2764405203332005, -1.2281452774475927, 0.671172300299967, -0.5708141707674217, 0.8285608822992576, 0.3402553368949767, -0.4255417059045173, 0.0987559256874697, -0.1660306408049312, 0.9592767665292912, 0.9176700506324729, -0.6880921991059968, 0.4786781937974056, 0.0544823908822498, -1.4890872021518329, 0.4701896015584284, 0.3204643029257848, 0.5843890647932024, 0.4374891079639713, -0.2367340148373251, 0.1570273665959741, -0.0649243885764395, -0.4131979832931366, 0.6080504040274599, 0.5980218236194492, 0.035023355636465, -0.2113119064371241]|5074.6064453125000000|      8.00000000|[2141, 0, 0, 149]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      28|[0.1410194348051406, -0.4506201407018544, 1.0877362970165814, 0.5066891119563445, 0.1413781948511358, 0.0286083712528721, -1.1543962823792706, -0.6268830796750064, -0.4651933980691298, 0.3135323419901305, -0.1507513126438293, 0.5926922409619948, -0.3999183837463813, -0.294851462401753, -0.6655017027892409, -0.3324190734649466, -1.1406859657381523, 0.2496921031596585, -0.1258166066679806, -0.2652043129244677, 0.3305765155968577, 0.4471045173083613, 0.3591406709080353, -0.1765830129395977, 0.9582905365676052, 0.4001019329139374, -0.3516982291933188, 0.5359318115221395, 1.3053928202619711, 0.3592520394078325, -0.8807336666583613, 0.7600524612782797, 0.0648832058753366, 0.1190522006911046, -0.1570869097633669, 0.5888937902276083, 0.2705779694168583, 0.3364328844304739, 0.0206125517090186, 0.254383267329613, -0.2284343553363842, 0.2272676917202959, -0.1153872672456316, -0.7332532610335809, -0.1797297376141737, -0.7882954853417405, -0.7968411151525286, 0.3639551927394454, 0.4467875762192503, 0.1238092218134652, -0.735514823108589, 0.2160771278799951, -0.5076811519488651, 0.6686331438302203, -0.1643607214586612, 0.1336300009458062, -0.8943581691893767, 0.2508744940814049, 0.0958829625076936, 0.2829673466754392, -0.1890610858605138, -0.731654697828208, 0.938025935954703, -0.5365252439164729, 0.5778058077607966, 0.9202999425300973, -0.3478476498999927, 0.5057345858149144, -0.5733303700669827, 0.0445216872346968, 0.0146397355500017, 0.0587541311326541, 0.9115478283661338, -0.2764405203332005, -1.2281452774475927, 0.671172300299967, -0.5708141707674217, 0.8285608822992576, 0.3402553368949767, -0.4255417059045173, 0.0987559256874697, -0.1660306408049312, 0.9592767665292912, 0.9176700506324729, -0.6880921991059968, 0.4786781937974056, 0.0544823908822498, -1.4890872021518329, 0.4701896015584284, 0.3204643029257848, 0.5843890647932024, 0.4374891079639713, -0.2367340148373251, 0.1570273665959741, -0.0649243885764395, -0.4131979832931366, 0.6080504040274599, 0.5980218236194492, 0.035023355636465, -0.2113119064371241]|5074.6064453125000000|      4.00000000|[2255, 0, 0, 157]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[0.4493289733461819, -0.3945781920748971, 0.8714140561616116, 0.5211692159614469, -0.0474578867251405, 0.5404399952197072, -0.761844607081422, 0.0099314425030627, -0.4432115346315454, 0.4803405769187936, 0.0473000744249662, -0.1834629479511046, 0.3487674921603389, 0.0970426213793281, -0.4675741776951535, -0.4819478430014882, -0.8271736066524188, 0.1128884762618296, -0.2558987127961848, -0.1809066147223871, 1.2411598649468292, 0.3358845917217241, -0.0667975789686829, -0.2246302961191934, 0.7716045983970506, 0.1640613878615638, -0.6625734391199253, -0.1089449634000655, 0.8433117815285347, 0.2705484581284099, -0.9218079734976016, 0.4816247306083158, -0.8021765450121823, 0.2552547244005846, 0.278875497296963, 0.1284686196046552, 0.4142792319005973, 0.6681777903624373, 0.1662766838339187, 0.3142362394809237, -0.5162607169001429, 0.1883010291918431, -0.4335031671520591, -0.406466811906402, -0.428842928023455, -0.1715476838001019, -0.4108134663247452, -0.0699678599327279, 0.0441748135035021, -0.668501315259919, -0.913738782067903, 0.3670233956153111, -0.4569841093504523, 0.4668161801481782, -0.5703652631834311, 1.2791456397696988, -0.6759814524937737, 0.2224818548681209, 0.0917145852303683, 0.4775656008249409, -0.0940567783771859, -0.4576332147464885, 0.0712481237192363, -1.1009675516311144, 0.2897974804567194, 0.9900167024244626, -0.2527634441394223, 0.7174050550794828, -0.8172468093922056, -0.2274618506711501, 0.337384329828214, -0.2850071720206126, 0.8869398366355725, 0.3402367966869041, -1.008473445231487, 0.5191840273981916, -0.0729959911971371, -0.063142665478027, 0.5919316240759815, 0.3998270083097983, -0.0315711293654001, -0.3993025997004932, 1.4115750524566966, 0.657119368974199, -0.8941494160948001, 0.5460207911087228, 0.237398299246867, -0.8403797200086048, 0.1881987382356207, 0.9050247468600147, 0.5402949003965482, 0.2612978399776013, 0.2472904299532784, 0.1129999612139209, 0.0601723624925711, 0.4774626535030375, 0.6944355830972182, 1.0778156636719203, 0.3661571686176288, -0.4299053243712434]|4887.3774414062500000|      8.00000000|[2327, 0, 0, 162]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=0
      30|[0.4493289733461819, -0.3945781920748971, 0.8714140561616116, 0.5211692159614469, -0.0474578867251405, 0.5404399952197072, -0.761844607081422, 0.0099314425030627, -0.4432115346315454, 0.4803405769187936, 0.0473000744249662, -0.1834629479511046, 0.3487674921603389, 0.0970426213793281, -0.4675741776951535, -0.4819478430014882, -0.8271736066524188, 0.1128884762618296, -0.2558987127961848, -0.1809066147223871, 1.2411598649468292, 0.3358845917217241, -0.0667975789686829, -0.2246302961191934, 0.7716045983970506, 0.1640613878615638, -0.6625734391199253, -0.1089449634000655, 0.8433117815285347, 0.2705484581284099, -0.9218079734976016, 0.4816247306083158, -0.8021765450121823, 0.2552547244005846, 0.278875497296963, 0.1284686196046552, 0.4142792319005973, 0.6681777903624373, 0.1662766838339187, 0.3142362394809237, -0.5162607169001429, 0.1883010291918431, -0.4335031671520591, -0.406466811906402, -0.428842928023455, -0.1715476838001019, -0.4108134663247452, -0.0699678599327279, 0.0441748135035021, -0.668501315259919, -0.913738782067903, 0.3670233956153111, -0.4569841093504523, 0.4668161801481782, -0.5703652631834311, 1.2791456397696988, -0.6759814524937737, 0.2224818548681209, 0.0917145852303683, 0.4775656008249409, -0.0940567783771859, -0.4576332147464885, 0.0712481237192363, -1.1009675516311144, 0.2897974804567194, 0.9900167024244626, -0.2527634441394223, 0.7174050550794828, -0.8172468093922056, -0.2274618506711501, 0.337384329828214, -0.2850071720206126, 0.8869398366355725, 0.3402367966869041, -1.008473445231487, 0.5191840273981916, -0.0729959911971371, -0.063142665478027, 0.5919316240759815, 0.3998270083097983, -0.0315711293654001, -0.3993025997004932, 1.4115750524566966, 0.657119368974199, -0.8941494160948001, 0.5460207911087228, 0.237398299246867, -0.8403797200086048, 0.1881987382356207, 0.9050247468600147, 0.5402949003965482, 0.2612978399776013, 0.2472904299532784, 0.1129999612139209, 0.0601723624925711, 0.4774626535030375, 0.6944355830972182, 1.0778156636719203, 0.3661571686176288, -0.4299053243712434]|4887.3774414062500000|      4.00000000|[2441, 0, 0, 170]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[0.4493289733461819, -0.3945781920748971, 0.8714140561616116, 0.5211692159614469, -0.0474578867251405, 0.5404399952197072, -0.761844607081422, 0.0099314425030627, -0.4432115346315454, 0.4803405769187936, 0.0473000744249662, -0.1834629479511046, 0.3487674921603389, 0.0970426213793281, -0.4675741776951535, -0.4819478430014882, -0.8271736066524188, 0.1128884762618296, -0.2558987127961848, -0.1809066147223871, 1.2411598649468292, 0.3358845917217241, -0.0667975789686829, -0.2246302961191934, 0.7716045983970506, 0.1640613878615638, -0.6625734391199253, -0.1089449634000655, 0.8433117815285347, 0.2705484581284099, -0.9218079734976016, 0.4816247306083158, -0.8021765450121823, 0.2552547244005846, 0.278875497296963, 0.1284686196046552, 0.4142792319005973, 0.6681777903624373, 0.1662766838339187, 0.3142362394809237, -0.5162607169001429, 0.1883010291918431, -0.4335031671520591, -0.406466811906402, -0.428842928023455, -0.1715476838001019, -0.4108134663247452, -0.0699678599327279, 0.0441748135035021, -0.668501315259919, -0.913738782067903, 0.3670233956153111, -0.4569841093504523, 0.4668161801481782, -0.5703652631834311, 1.2791456397696988, -0.6759814524937737, 0.2224818548681209, 0.0917145852303683, 0.4775656008249409, -0.0940567783771859, -0.4576332147464885, 0.0712481237192363, -1.1009675516311144, 0.2897974804567194, 0.9900167024244626, -0.2527634441394223, 0.7174050550794828, -0.8172468093922056, -0.2274618506711501, 0.337384329828214, -0.2850071720206126, 0.8869398366355725, 0.3402367966869041, -1.008473445231487, 0.5191840273981916, -0.0729959911971371, -0.063142665478027, 0.5919316240759815, 0.3998270083097983, -0.0315711293654001, -0.3993025997004932, 1.4115750524566966, 0.657119368974199, -0.8941494160948001, 0.5460207911087228, 0.237398299246867, -0.8403797200086048, 0.1881987382356207, 0.9050247468600147, 0.5402949003965482, 0.2612978399776013, 0.2472904299532784, 0.1129999612139209, 0.0601723624925711, 0.4774626535030375, 0.6944355830972182, 1.0778156636719203, 0.3661571686176288, -0.4299053243712434]|4887.3774414062500000|      2.00000000|[2555, 0, 0, 178]                                                          |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
