k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3593263328075409, -0.0430531911551952, 0.3550036251544952, 0.6165683269500732, -0.2091245949268341, -0.261063814163208, 0.2646602690219879, -0.1497357189655304, -0.1240075454115868, 0.0604626350104809, 0.1576367765665054, 0.0703822523355484, -0.01886753924191, -0.1881930083036423, -0.1536790430545807, 0.0922421962022781, -0.0698296800255775, -0.1341748088598251, 0.0237001497298479, -0.0727019906044006, 0.0741959437727928, 0.0867602527141571]| 13.5324354171752930|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
      15|[-0.6511913950089365, -5.5689410753548145, 3.2536709010601044, 3.420008124783635, 0.6122693717479706, 7.929436564445496, 7.035745874047279, 1.73405671864748, 8.498095594346523, 1.4102404154837132, 1.5724613815546036, 9.010272696614265, 16.922839948907495, -6.819281093776226, 14.0791856944561, 20.976597253233194, -11.97368947416544, 0.0577519908547401, 17.830287059769034, -11.191366787999868, 1.7832131311297417, 1.8215801268815994]| 12.1360511779785156|     32.00000000|[961, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
      16|[-1.0732051546219736, -9.950945813208818, 7.728634089231491, 3.415312108118087, 5.8183755576610565, 6.187191843986511, 14.692120805382729, 6.451114900410175, 0.1885557994246483, 10.857574705034494, -1.1748113483190536, 15.26913757622242, 29.778860876336694, -8.617511861026287, 18.206846922636032, 34.19710773602128, -6.8649315014481544, -9.812283180654049, 17.870006596669555, -11.05807138606906, -10.856287486851215, 6.815540984272957]| 12.1322860717773438|     64.00000000|[1025, 0, 0, 16]                                                           | | GPS sucess | actual_k=0
      17|[-1.0732051546219736, -9.950945813208818, 7.728634089231491, 3.415312108118087, 5.8183755576610565, 6.187191843986511, 14.692120805382729, 6.451114900410175, 0.1885557994246483, 10.857574705034494, -1.1748113483190536, 15.26913757622242, 29.778860876336694, -8.617511861026287, 18.206846922636032, 34.19710773602128, -6.8649315014481544, -9.812283180654049, 17.870006596669555, -11.05807138606906, -10.856287486851215, 6.815540984272957]| 12.1322860717773438|     32.00000000|[1089, 0, 0, 17]                                                           |  | used linear model with 65 points | actual_k=0
      18|[-1.0732051546219736, -9.950945813208818, 7.728634089231491, 3.415312108118087, 5.8183755576610565, 6.187191843986511, 14.692120805382729, 6.451114900410175, 0.1885557994246483, 10.857574705034494, -1.1748113483190536, 15.26913757622242, 29.778860876336694, -8.617511861026287, 18.206846922636032, 34.19710773602128, -6.8649315014481544, -9.812283180654049, 17.870006596669555, -11.05807138606906, -10.856287486851215, 6.815540984272957]| 12.1322860717773438|     16.00000000|[1153, 0, 0, 18]                                                           |  | used linear model with 65 points | actual_k=0
      19|[-1.0732051546219736, -9.950945813208818, 7.728634089231491, 3.415312108118087, 5.8183755576610565, 6.187191843986511, 14.692120805382729, 6.451114900410175, 0.1885557994246483, 10.857574705034494, -1.1748113483190536, 15.26913757622242, 29.778860876336694, -8.617511861026287, 18.206846922636032, 34.19710773602128, -6.8649315014481544, -9.812283180654049, 17.870006596669555, -11.05807138606906, -10.856287486851215, 6.815540984272957]| 12.1322860717773438|      8.00000000|[1217, 0, 0, 19]                                                           |  | used linear model with 65 points | actual_k=0
      20|[-1.088248308049515, -10.289862055331469, 7.991625219583511, 3.350000810343772, 6.074684828519821, 6.533863753080368, 14.894668832421303, 6.842575706541538, 0.1968784676864743, 11.322429571300745, -0.0072855800390244, 15.575472846627235, 33.79017383791506, -8.794412977993488, 18.949291795492172, 37.428342048078775, -8.309466280043125, -8.418212555348873, 20.941439425572753, -15.630264531821012, -10.335671730339527, 6.881833493709564]| 12.1301517486572266|     16.00000000|[1281, 0, 0, 20]                                                           | | GPS sucess | actual_k=0
      21|[-1.088248308049515, -10.289862055331469, 7.991625219583511, 3.350000810343772, 6.074684828519821, 6.533863753080368, 14.894668832421303, 6.842575706541538, 0.1968784676864743, 11.322429571300745, -0.0072855800390244, 15.575472846627235, 33.79017383791506, -8.794412977993488, 18.949291795492172, 37.428342048078775, -8.309466280043125, -8.418212555348873, 20.941439425572753, -15.630264531821012, -10.335671730339527, 6.881833493709564]| 12.1301517486572266|      8.00000000|[1345, 0, 0, 21]                                                           |  | used linear model with 65 points | actual_k=0
      22|[-1.088248308049515, -10.289862055331469, 7.991625219583511, 3.350000810343772, 6.074684828519821, 6.533863753080368, 14.894668832421303, 6.842575706541538, 0.1968784676864743, 11.322429571300745, -0.0072855800390244, 15.575472846627235, 33.79017383791506, -8.794412977993488, 18.949291795492172, 37.428342048078775, -8.309466280043125, -8.418212555348873, 20.941439425572753, -15.630264531821012, -10.335671730339527, 6.881833493709564]| 12.1301517486572266|      4.00000000|[1409, 0, 0, 22]                                                           |  | used linear model with 65 points | actual_k=0
      23|[-1.0957698847632855, -10.459320176392794, 8.123120784759521, 3.3173451614566147, 6.2028394639492035, 6.638767972588539, 14.99594284594059, 7.03830610960722, 0.2010398018173873, 11.55485700443387, 0.5764773041009903, 15.728640481829643, 31.980005094781518, -8.882863536477089, 19.320514231920242, 39.04395920410752, -9.03173366934061, -7.721177242696285, 22.477155840024352, -17.91636110469699, -10.075363852083683, 7.757096886634827]| 12.1297149658203125|      8.00000000|[1473, 0, 0, 23]                                                           | | GPS sucess | actual_k=0
      24|[-1.9690533902030438, -10.416051473468542, 14.294771194458008, 2.983865548390895, 5.063894718885422, 4.5109942108392715, 18.31578566133976, 14.022930972278118, 8.382657538633794, 9.676933515816927, 3.1359043270349503, 15.03684501349926, 30.6169989798218, -8.716514453291893, 16.940887480974197, 38.43804610148072, -11.458579935133457, -11.513960979878902, 29.160443460568786, -17.872249696403742, -10.506889708340168, 6.827113747596741]| 12.1277427673339844|     16.00000000|[1537, 0, 0, 24]                                                           | | GPS sucess | actual_k=0
      25|[-2.182196396170184, -11.304313387721777, 14.830302476882935, 2.9737704382278025, 7.9528383910655975, 5.239340916275978, 22.546938195824623, 18.193243376910686, 10.971453438978642, 13.8956587202847, 6.102750077843666, 19.595667645335197, 29.590224334970117, -5.273904427886009, 15.809553653001785, 37.97545984759927, -13.38148394972086, -5.554770611226559, 21.820314085111022, -21.233862970024347, -16.39884079247713, 5.060418963432312]| 12.1274595260620117|     32.00000000|[1601, 0, 0, 25]                                                           | | GPS sucess | actual_k=0
      26|[-2.182196396170184, -11.304313387721777, 14.830302476882935, 2.9737704382278025, 7.9528383910655975, 5.239340916275978, 22.546938195824623, 18.193243376910686, 10.971453438978642, 13.8956587202847, 6.102750077843666, 19.595667645335197, 29.590224334970117, -5.273904427886009, 15.809553653001785, 37.97545984759927, -13.38148394972086, -5.554770611226559, 21.820314085111022, -21.233862970024347, -16.39884079247713, 5.060418963432312]| 12.1274595260620117|     16.00000000|[1665, 0, 0, 26]                                                           |  | used linear model with 65 points | actual_k=0
      27|[-2.182196396170184, -11.304313387721777, 14.830302476882935, 2.9737704382278025, 7.9528383910655975, 5.239340916275978, 22.546938195824623, 18.193243376910686, 10.971453438978642, 13.8956587202847, 6.102750077843666, 19.595667645335197, 29.590224334970117, -5.273904427886009, 15.809553653001785, 37.97545984759927, -13.38148394972086, -5.554770611226559, 21.820314085111022, -21.233862970024347, -16.39884079247713, 5.060418963432312]| 12.1274595260620117|      8.00000000|[1729, 0, 0, 27]                                                           |  | used linear model with 65 points | actual_k=0
      28|[-2.288767899153754, -11.748444344848394, 16.14958941936493, 2.968722883146256, 9.397310227155685, 5.603514268994331, 24.222301736474037, 20.27839957922697, 12.265851389151067, 16.005021322518587, 7.586172953248024, 21.875078961253166, 29.076837012544274, -3.5525994151830673, 15.24388673901558, 37.74416672065854, -10.485521711409092, -2.575175426900387, 18.15024939738214, -22.91466960683465, -17.5018205717206, 4.177071571350098]| 12.1249208450317383|     16.00000000|[1793, 0, 0, 28]                                                           | | GPS sucess | actual_k=0
      29|[-2.288767899153754, -11.748444344848394, 16.14958941936493, 2.968722883146256, 9.397310227155685, 5.603514268994331, 24.222301736474037, 20.27839957922697, 12.265851389151067, 16.005021322518587, 7.586172953248024, 21.875078961253166, 29.076837012544274, -3.5525994151830673, 15.24388673901558, 37.74416672065854, -10.485521711409092, -2.575175426900387, 18.15024939738214, -22.91466960683465, -17.5018205717206, 4.177071571350098]| 12.1249208450317383|      8.00000000|[1857, 0, 0, 29]                                                           |  | used linear model with 65 points | actual_k=0
      30|[-2.3038110525812954, -12.087360586971045, 16.41258054971695, 2.9034115853719413, 9.65361949801445, 5.8133227080106735, 24.077510207891464, 20.669860385358334, 12.274174057412893, 16.469876188784838, 8.753698721528053, 22.212573274970055, 33.08814997412264, -3.7295005321502686, 15.98633161187172, 40.975401032716036, -11.930056490004063, -1.181104801595211, 21.22168222628534, -27.486862752586603, -16.981204815208912, 3.893246740102768]| 12.1245985031127930|     16.00000000|[1921, 0, 0, 30]                                                           | | GPS sucess | actual_k=0
      31|[-2.3038110525812954, -12.087360586971045, 16.41258054971695, 2.9034115853719413, 9.65361949801445, 5.8133227080106735, 24.077510207891464, 20.669860385358334, 12.274174057412893, 16.469876188784838, 8.753698721528053, 22.212573274970055, 33.08814997412264, -3.7295005321502686, 15.98633161187172, 40.975401032716036, -11.930056490004063, -1.181104801595211, 21.22168222628534, -27.486862752586603, -16.981204815208912, 3.893246740102768]| 12.1245985031127930|      8.00000000|[1985, 0, 0, 31]                                                           |  | used linear model with 65 points | actual_k=0
      32|[-2.3038110525812954, -12.087360586971045, 16.41258054971695, 2.9034115853719413, 9.65361949801445, 5.8133227080106735, 24.077510207891464, 20.669860385358334, 12.274174057412893, 16.469876188784838, 8.753698721528053, 22.212573274970055, 33.08814997412264, -3.7295005321502686, 15.98633161187172, 40.975401032716036, -11.930056490004063, -1.181104801595211, 21.22168222628534, -27.486862752586603, -16.981204815208912, 3.893246740102768]| 12.1245985031127930|      4.00000000|[2049, 0, 0, 32]                                                           |  | used linear model with 65 points | actual_k=0
      33|[-2.3570968040730804, -12.309426065534353, 17.072224020957947, 2.900887807831168, 11.623248904943466, 5.99540938436985, 24.91519197821617, 21.712438486516476, 12.921373032499105, 17.52455748990178, 9.495410159230232, 23.35227893292904, 32.83145631290972, -2.8688480257987976, 15.703498154878616, 40.85975446924567, -12.410782493650913, 0.3086927905678749, 21.319296089932323, -28.327266070991755, -18.454192586243153, 3.4515730440616608]| 12.1242370605468750|      8.00000000|[2113, 0, 0, 33]                                                           | | GPS sucess | actual_k=0
      34|[-2.439121296396479, -13.477172013372183, 18.32892882823944, 2.789681738242507, 12.77281865477562, 4.3625506311655045, 26.469743221998215, 21.408819667994976, 13.915185355115682, 15.691285867244005, 9.539476357400417, 26.22758124768734, 32.56532366015017, -2.485007017850876, 11.432829648256302, 39.460103418678045, -13.626790918409824, -1.0348367914557457, 19.746600238606334, -28.817196432501078, -14.996347852051258, 5.3367580473423]| 12.1228103637695312|     16.00000000|[2177, 0, 0, 34]                                                           | | GPS sucess | actual_k=0
      35|[-2.193210487952456, -15.769294138997793, 21.557873845100403, 2.142557566985488, 16.058619111776352, 4.930817022919655, 29.731908529996872, 22.994919650256634, 9.231261156965047, 15.826850328594446, 7.330393992364407, 19.713902220129967, 29.583210298791528, -11.546207159757614, 10.03804150223732, 40.99630203470588, -10.58953420072794, -0.1811861023306847, 23.239630548283458, -26.716647688299417, -10.881371445953846, 2.5991479456424713]| 12.1221504211425781|     32.00000000|[2241, 0, 0, 35]                                                           | | GPS sucess | actual_k=0
      36|[-2.193210487952456, -15.769294138997793, 21.557873845100403, 2.142557566985488, 16.058619111776352, 4.930817022919655, 29.731908529996872, 22.994919650256634, 9.231261156965047, 15.826850328594446, 7.330393992364407, 19.713902220129967, 29.583210298791528, -11.546207159757614, 10.03804150223732, 40.99630203470588, -10.58953420072794, -0.1811861023306847, 23.239630548283458, -26.716647688299417, -10.881371445953846, 2.5991479456424713]| 12.1221504211425781|     16.00000000|[2305, 0, 0, 36]                                                           |  | used linear model with 65 points | actual_k=0
      37|[-2.193210487952456, -15.769294138997793, 21.557873845100403, 2.142557566985488, 16.058619111776352, 4.930817022919655, 29.731908529996872, 22.994919650256634, 9.231261156965047, 15.826850328594446, 7.330393992364407, 19.713902220129967, 29.583210298791528, -11.546207159757614, 10.03804150223732, 40.99630203470588, -10.58953420072794, -0.1811861023306847, 23.239630548283458, -26.716647688299417, -10.881371445953846, 2.5991479456424713]| 12.1221504211425781|      8.00000000|[2369, 0, 0, 37]                                                           |  | used linear model with 65 points | actual_k=0
      38|[-2.2002598310355097, -15.928071048110723, 21.681173384189606, 2.200852805748582, 16.178758844733238, 1.9842549711465836, 31.34738513827324, 23.190945513546467, 13.863001250196248, 14.94659510627389, 6.174324832856655, 21.213586553931236, 30.49049855209887, -14.37439700961113, 12.833650022745132, 42.722114231437445, -11.470668353140354, -0.3586197569966316, 23.7527994196862, -24.71508890762925, -9.585276789963245, 3.2509715855121613]| 12.1211462020874023|     16.00000000|[2433, 0, 0, 38]                                                           | | GPS sucess | actual_k=0
      39|[-2.230346137890592, -16.605903532356024, 22.561955988407135, 2.070230210199952, 16.691377386450768, 2.403871849179268, 31.752481192350388, 23.973867125809193, 13.8796465867199, 15.87630483880639, 8.509376369416714, 21.826257094740868, 38.51312447525561, -14.728199243545532, 14.318539768457413, 49.184582855552435, -14.359737910330296, 2.42952149361372, 29.895665077492595, -33.85947519913316, -8.8203961327672, 2.683321923017502]| 12.1208705902099609|     32.00000000|[2497, 0, 0, 39]                                                           | | GPS sucess | actual_k=0
      40|[-2.230346137890592, -16.605903532356024, 22.561955988407135, 2.070230210199952, 16.691377386450768, 2.403871849179268, 31.752481192350388, 23.973867125809193, 13.8796465867199, 15.87630483880639, 8.509376369416714, 21.826257094740868, 38.51312447525561, -14.728199243545532, 14.318539768457413, 49.184582855552435, -14.359737910330296, 2.42952149361372, 29.895665077492595, -33.85947519913316, -8.8203961327672, 2.683321923017502]| 12.1208705902099609|     16.00000000|[2561, 0, 0, 40]                                                           |  | used linear model with 65 points | actual_k=0
      41|[-2.230346137890592, -16.605903532356024, 22.561955988407135, 2.070230210199952, 16.691377386450768, 2.403871849179268, 31.752481192350388, 23.973867125809193, 13.8796465867199, 15.87630483880639, 8.509376369416714, 21.826257094740868, 38.51312447525561, -14.728199243545532, 14.318539768457413, 49.184582855552435, -14.359737910330296, 2.42952149361372, 29.895665077492595, -33.85947519913316, -8.8203961327672, 2.683321923017502]| 12.1208705902099609|      8.00000000|[2625, 0, 0, 41]                                                           |  | used linear model with 65 points | actual_k=0
      42|[-2.237395480973646, -16.764680441468954, 22.685255527496338, 2.128525448963046, 17.27778796851635, -0.5426902025938034, 33.367957800626755, 24.169892989099026, 18.5113866799511, 16.125807497650385, 7.353307209908962, 23.325941428542137, 39.42041272856295, -17.556389093399048, 17.114148288965225, 50.910395052284, -13.69119206815958, 2.252087838947773, 30.88356181792915, -31.85791641846299, -7.5243014767766, 3.3351455628871918]| 12.1204710006713867|     16.00000000|[2689, 0, 0, 42]                                                           | | GPS sucess | actual_k=0
      43|[-2.237395480973646, -16.764680441468954, 22.685255527496338, 2.128525448963046, 17.27778796851635, -0.5426902025938034, 33.367957800626755, 24.169892989099026, 18.5113866799511, 16.125807497650385, 7.353307209908962, 23.325941428542137, 39.42041272856295, -17.556389093399048, 17.114148288965225, 50.910395052284, -13.69119206815958, 2.252087838947773, 30.88356181792915, -31.85791641846299, -7.5243014767766, 3.3351455628871918]| 12.1204710006713867|      8.00000000|[2753, 0, 0, 43]                                                           |  | used linear model with 65 points | actual_k=0
      44|[-2.2524386344011873, -17.103596683591604, 22.948246657848358, 2.063214151188731, 17.534097239375114, -2.6402012556791306, 33.57050582766533, 24.56135379523039, 18.519709348212928, 16.590662363916636, 8.520832978188992, 23.632276698946953, 43.43172569014132, -17.73329021036625, 17.856593161821365, 54.1416293643415, -15.135726846754551, 3.6461584642529488, 33.95499464683235, -27.789818827062845, -7.003685720264912, 3.051320731639862]| 12.1202268600463867|     16.00000000|[2817, 0, 0, 44]                                                           | | GPS sucess | actual_k=0
      45|[-2.2524386344011873, -17.103596683591604, 22.948246657848358, 2.063214151188731, 17.534097239375114, -2.6402012556791306, 33.57050582766533, 24.56135379523039, 18.519709348212928, 16.590662363916636, 8.520832978188992, 23.632276698946953, 43.43172569014132, -17.73329021036625, 17.856593161821365, 54.1416293643415, -15.135726846754551, 3.6461584642529488, 33.95499464683235, -27.789818827062845, -7.003685720264912, 3.051320731639862]| 12.1202268600463867|      8.00000000|[2881, 0, 0, 45]                                                           |  | used linear model with 65 points | actual_k=0
      46|[-2.34709021425806, -21.66589068993926, 23.94425928592682, 2.3521345239132643, 18.69771735370159, -0.2091581076383591, 33.94442746043205, 26.19544469565153, 16.71660029841587, 18.21136784926057, 10.127431713044643, 24.85881595313549, 42.63312960602343, -17.593373090028763, 16.688114911317825, 54.29993171617389, -16.042784430086613, 0.6799531057476997, 33.509842900559306, -29.238249722868204, -4.246061332523823, 2.348451316356659]| 12.1171731948852539|     16.00000000|[2945, 0, 0, 46]                                                           | | GPS sucess | actual_k=0
      47|[-6.523757427698001, -15.803308006376028, 31.29960024356842, 3.808908162638545, 16.51727168262005, 11.455660656094551, 18.111312836408615, 25.65826814621687, 10.584833979140967, 20.603137020021677, 6.622615896165371, 26.279439136385918, 29.904018888249993, -23.973597794771194, 20.049803525209427, 58.243418883532286, -25.583277441561222, 5.021210677921772, 36.19333436898887, -29.505020413547754, -7.991065509617329, 12.633803069591522]| 12.1119194030761719|     32.00000000|[3009, 0, 0, 47]                                                           | | GPS sucess | actual_k=0
      48|[-6.523757427698001, -15.803308006376028, 31.29960024356842, 3.808908162638545, 16.51727168262005, 11.455660656094551, 18.111312836408615, 25.65826814621687, 10.584833979140967, 20.603137020021677, 6.622615896165371, 26.279439136385918, 29.904018888249993, -23.973597794771194, 20.049803525209427, 58.243418883532286, -25.583277441561222, 5.021210677921772, 36.19333436898887, -29.505020413547754, -7.991065509617329, 12.633803069591522]| 12.1119194030761719|     16.00000000|[3073, 0, 0, 48]                                                           |  | used linear model with 65 points | actual_k=0
      49|[-6.537856113864109, -16.12086182460189, 31.546199321746826, 3.925498640164733, 16.75755114853382, 5.5625365525484085, 21.34226605296135, 26.050319872796535, 19.84831416560337, 21.102142337709665, 4.310477577149868, 23.14674036204815, 31.71859539486468, -29.629977494478226, 25.641020566225052, 61.69504327699542, -27.09589109569788, 4.666343368589878, 38.16912784986198, -25.501902852207422, -5.3988761976361275, 13.937450349330902]| 12.1094245910644531|     32.00000000|[3137, 0, 0, 49]                                                           | | GPS sucess | actual_k=0
      50|[-6.537856113864109, -16.12086182460189, 31.546199321746826, 3.925498640164733, 16.75755114853382, 5.5625365525484085, 21.34226605296135, 26.050319872796535, 19.84831416560337, 21.102142337709665, 4.310477577149868, 23.14674036204815, 31.71859539486468, -29.629977494478226, 25.641020566225052, 61.69504327699542, -27.09589109569788, 4.666343368589878, 38.16912784986198, -25.501902852207422, -5.3988761976361275, 13.937450349330902]| 12.1094245910644531|     16.00000000|[3201, 0, 0, 50]                                                           |  | used linear model with 65 points | actual_k=0
      51|[-6.537856113864109, -16.12086182460189, 31.546199321746826, 3.925498640164733, 16.75755114853382, 5.5625365525484085, 21.34226605296135, 26.050319872796535, 19.84831416560337, 21.102142337709665, 4.310477577149868, 23.14674036204815, 31.71859539486468, -29.629977494478226, 25.641020566225052, 61.69504327699542, -27.09589109569788, 4.666343368589878, 38.16912784986198, -25.501902852207422, -5.3988761976361275, 13.937450349330902]| 12.1094245910644531|      8.00000000|[3265, 0, 0, 51]                                                           |  | used linear model with 65 points | actual_k=0
