k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
      68|[-0.1074519218396424, 0.3819717320677265, -0.4271581289229172, 0.5157670691179883, 0.095516714411759, 0.3679018187655246, -0.6009038604893548, 0.5283934044197119, 0.2188455669639588, 0.5662872105211885, 0.4649568608222027, 0.1054811988378372, -0.4829939111534577, -0.1250941441457505, -0.3928973481904189, 0.4218497463297978, -0.2475609772760777, -0.4477954820230906, 0.1543543580829629, 0.3930028118058213, -0.7532306471275849, 0.1296523712615722, 0.7704047752883544, 0.4964037423205698, 0.6382567359632709, 0.583711178484734, 0.3311763327354841, 0.4040316839131081, -0.104541329651954, -0.3533618780836418, 0.5182425130446447, -0.0609086345715756, -0.1626528934014986, 0.2709795632453794, 0.3358774365973849, -0.9195049118353176, 0.5834571466508274, 0.6670473293206853, -0.1461884630790431, -0.2175560423977372, 0.3975600197257966, 0.1334499126137555, -0.9172496367955562, 0.4460325079306274, 0.7684265591489978, 0.8019028849268055, 0.3999603102072809, 0.1879159000069055, -0.86169527620357, 0.7151673791188318, 0.7413455931443055, 0.8816673053309511, 0.7455079404472853, -0.007978137311402, -0.3193858254991249, -0.1139710251932714, -0.2399540665354075, 0.8146824974730308, 0.9468505410877941, 0.0834046552257297, -0.2980265924543714, 0.2574176792202212, -0.1762459895694221, -0.2068939198704706, 0.0478879542485106, 0.1319263331278601, -0.1692170024767518, 0.3798866273984033, 0.0535406513546738, 0.1997569175626571, -0.8213656827630809, 1.055622894514417, 0.5104398794445442, -0.4160071498144328, 1.2036744329832698, 1.0476292096034714, 0.6193941378572236, 0.3968195682097679, -0.3729206670582922, 0.7788764063958413, -0.4607817061899485, 0.3254989865905952, -0.719493686454091, 0.1513249651394723, -1.1665954317219427, 0.5011857329845619, 0.2723626157661699, -0.529800848085646, -0.2620783148283001, -0.8970670031515947, 0.9112838711433955, 1.0222280614150072, 0.6473797258040784, 0.7690961204240803, 0.0677424987144437, 0.5952397345484702, -0.0980733523213942, 0.5423915408849823, 0.3251246840539949, 3.788849857027165]|2713.1774902343750000|      4.00000000|[5590, 415, 0, 415]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      69|[-0.1074519218396424, 0.3819717320677265, -0.4271581289229172, 0.5157670691179883, 0.095516714411759, 0.3679018187655246, -0.6009038604893548, 0.5283934044197119, 0.2188455669639588, 0.5662872105211885, 0.4649568608222027, 0.1054811988378372, -0.4829939111534577, -0.1250941441457505, -0.3928973481904189, 0.4218497463297978, -0.2475609772760777, -0.4477954820230906, 0.1543543580829629, 0.3930028118058213, -0.7532306471275849, 0.1296523712615722, 0.7704047752883544, 0.4964037423205698, 0.6382567359632709, 0.583711178484734, 0.3311763327354841, 0.4040316839131081, -0.104541329651954, -0.3533618780836418, 0.5182425130446447, -0.0609086345715756, -0.1626528934014986, 0.2709795632453794, 0.3358774365973849, -0.9195049118353176, 0.5834571466508274, 0.6670473293206853, -0.1461884630790431, -0.2175560423977372, 0.3975600197257966, 0.1334499126137555, -0.9172496367955562, 0.4460325079306274, 0.7684265591489978, 0.8019028849268055, 0.3999603102072809, 0.1879159000069055, -0.86169527620357, 0.7151673791188318, 0.7413455931443055, 0.8816673053309511, 0.7455079404472853, -0.007978137311402, -0.3193858254991249, -0.1139710251932714, -0.2399540665354075, 0.8146824974730308, 0.9468505410877941, 0.0834046552257297, -0.2980265924543714, 0.2574176792202212, -0.1762459895694221, -0.2068939198704706, 0.0478879542485106, 0.1319263331278601, -0.1692170024767518, 0.3798866273984033, 0.0535406513546738, 0.1997569175626571, -0.8213656827630809, 1.055622894514417, 0.5104398794445442, -0.4160071498144328, 1.2036744329832698, 1.0476292096034714, 0.6193941378572236, 0.3968195682097679, -0.3729206670582922, 0.7788764063958413, -0.4607817061899485, 0.3254989865905952, -0.719493686454091, 0.1513249651394723, -1.1665954317219427, 0.5011857329845619, 0.2723626157661699, -0.529800848085646, -0.2620783148283001, -0.8970670031515947, 0.9112838711433955, 1.0222280614150072, 0.6473797258040784, 0.7690961204240803, 0.0677424987144437, 0.5952397345484702, -0.0980733523213942, 0.5423915408849823, 0.3251246840539949, 3.788849857027165]|2713.1774902343750000|      2.00000000|[5712, 424, 0, 424]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.251187491453621, 0.175878882992556, -0.3859982235177678, 0.2974084353500418, 0.3655810440571948, 0.2208318474572153, -0.4803126243911253, 0.388730238365497, 0.3723580693353392, 1.0909241181004583, 0.6479266657030418, 0.2369621187270899, -0.3386712084790421, -0.0893563794699454, -0.3031639267180831, 0.3917427453014702, -0.1647159395045686, -0.089412447075311, 0.1053848080625567, 0.8450578693664805, -0.6934758338499591, 0.5408611765140899, 0.8951019506785999, 0.4829764061194898, 0.7713567333691804, 0.4277455666985444, 0.4024354823864483, 0.5157944634462974, -0.3098542184931128, -0.3053563703708005, 0.3504198828275, -0.1700316790454273, -0.4606486636467207, 0.1136046312648536, 0.3443723006630324, -0.560817353299924, 0.6643822171031596, 0.1887506766982728, 0.142611694365746, -0.4556119225841015, 0.1976476672005357, 0.464199066391704, -0.732863359790955, 0.8512320988217412, 0.8766830637070548, 0.7699623790777907, 0.4570125382927156, 0.4015198665671952, -0.8452878031062159, 0.7576378729648068, 0.6925787451420459, 0.8348188353448257, 0.7587156090467967, 0.0645905178080179, -0.3405562464398671, -0.1124877763043605, -0.2963009341167566, 0.71142204013287, 0.7125243616382572, -0.0539806981919017, -0.4606475257377095, -0.1824926997799257, -0.1391231626551402, -0.3302747500018819, 0.2276821258266668, 0.0699708225895032, -0.1829603060305482, 0.5569532187952135, -0.2240733727543346, 0.2833244373065798, -0.9924528411367661, 0.574627827699117, 0.3297686602814656, -0.3660231166606354, 1.0235857179213566, 0.8390582965867823, 0.7277753465704462, 0.0787410819450128, -0.4937482256694099, 0.6593135946935227, -0.5142595310849505, 0.2354867422438707, -0.3067091094111349, -0.0684094032816173, -1.0087492363023163, 0.5791233281047093, 0.5636506966317572, -0.3966875054766866, -0.445261985278137, -0.711978638360202, 0.9749831045499324, 1.0148549140808725, 0.5486728237330142, 0.8047113736886855, -0.0094861843015854, 0.5401455556419709, 0.0519762835425792, 0.4685663975296314, 0.3364394258743335, 4.07800188542352]|2608.9113769531250000|      4.00000000|[5766, 428, 0, 428]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      71|[0.251187491453621, 0.175878882992556, -0.3859982235177678, 0.2974084353500418, 0.3655810440571948, 0.2208318474572153, -0.4803126243911253, 0.388730238365497, 0.3723580693353392, 1.0909241181004583, 0.6479266657030418, 0.2369621187270899, -0.3386712084790421, -0.0893563794699454, -0.3031639267180831, 0.3917427453014702, -0.1647159395045686, -0.089412447075311, 0.1053848080625567, 0.8450578693664805, -0.6934758338499591, 0.5408611765140899, 0.8951019506785999, 0.4829764061194898, 0.7713567333691804, 0.4277455666985444, 0.4024354823864483, 0.5157944634462974, -0.3098542184931128, -0.3053563703708005, 0.3504198828275, -0.1700316790454273, -0.4606486636467207, 0.1136046312648536, 0.3443723006630324, -0.560817353299924, 0.6643822171031596, 0.1887506766982728, 0.142611694365746, -0.4556119225841015, 0.1976476672005357, 0.464199066391704, -0.732863359790955, 0.8512320988217412, 0.8766830637070548, 0.7699623790777907, 0.4570125382927156, 0.4015198665671952, -0.8452878031062159, 0.7576378729648068, 0.6925787451420459, 0.8348188353448257, 0.7587156090467967, 0.0645905178080179, -0.3405562464398671, -0.1124877763043605, -0.2963009341167566, 0.71142204013287, 0.7125243616382572, -0.0539806981919017, -0.4606475257377095, -0.1824926997799257, -0.1391231626551402, -0.3302747500018819, 0.2276821258266668, 0.0699708225895032, -0.1829603060305482, 0.5569532187952135, -0.2240733727543346, 0.2833244373065798, -0.9924528411367661, 0.574627827699117, 0.3297686602814656, -0.3660231166606354, 1.0235857179213566, 0.8390582965867823, 0.7277753465704462, 0.0787410819450128, -0.4937482256694099, 0.6593135946935227, -0.5142595310849505, 0.2354867422438707, -0.3067091094111349, -0.0684094032816173, -1.0087492363023163, 0.5791233281047093, 0.5636506966317572, -0.3966875054766866, -0.445261985278137, -0.711978638360202, 0.9749831045499324, 1.0148549140808725, 0.5486728237330142, 0.8047113736886855, -0.0094861843015854, 0.5401455556419709, 0.0519762835425792, 0.4685663975296314, 0.3364394258743335, 4.07800188542352]|2608.9113769531250000|      2.00000000|[5888, 437, 0, 437]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.380372482462111, -0.0733782045505372, -0.4159572092607609, 0.3091189061373719, 0.2365810302257179, 0.2007560207681205, -0.4678998502304683, 0.7079443629079012, 0.5526691596889817, 0.6739947198617882, 0.6042003492258499, 0.2709321735970142, -0.362826021850977, -0.1617604370776966, -0.1874287999326658, 0.257335607283318, 0.0148603894428398, 0.1508145840714731, -0.0056764955690427, 0.2880204264237199, -0.7213002086462293, 0.7086978007189481, 0.6831625514931585, 0.5721648421795716, 0.7323846553262628, 0.3597994574691291, 0.3164382181277967, 0.4364205852597544, -0.1637248433679866, -0.0839680117695783, 0.1440238691994176, -0.3966147277318605, -0.37199797858073, -0.0760947827104184, 0.3420904935335524, -0.7312789792212027, 0.4396081820055241, 0.3846414255909409, 0.3031472446933907, -0.5557352575884505, 0.1170642296947645, 0.8211087126418807, -0.5229152478694981, 0.7813466196291742, 1.1118881209397455, 0.906419461595402, 0.2809520348510298, 0.2518484804962895, -0.8429456445150549, 0.6086737760494951, 0.7896375590164272, 0.7562599114741115, 0.8275064061992656, 0.167755641379132, -0.1790253006334445, 0.1692043229115967, -0.3460811398169288, 0.5322366007499447, 0.9177116460454662, 0.082625077116368, -0.2648538049442268, -0.3469339182900847, 0.0032291796183744, 0.031259154726859, 0.3520019123726571, 0.011127853264629, 0.18484852779015, 0.3165361579266476, -0.2821314958326537, -0.0093347021633299, -0.8209421644337634, 1.0165223306256204, 0.2089646814581898, -0.3619935221482913, 0.9021058876896607, 0.758748309401986, 1.0467980378083515, -0.0355459777962189, -0.6128398377792836, 0.7688619132639687, -0.5949782918173787, 0.3157532892710579, -0.5193756470306883, 0.1900842060990529, -0.7568969461837116, 0.5051755072303863, 0.3530401395978892, -0.6238841775167914, -0.5405502302860209, -0.5618670194620727, 0.8344566592818591, 0.9092054200542135, 0.7842148410240639, 0.5185593237541648, 0.605436560424498, 0.7218994333767096, 0.3112425304880405, 0.8158624227273243, 0.3301141487129103, 4.40418159909477]|2592.5747070312500000|      4.00000000|[5957, 442, 0, 442]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      73|[0.380372482462111, -0.0733782045505372, -0.4159572092607609, 0.3091189061373719, 0.2365810302257179, 0.2007560207681205, -0.4678998502304683, 0.7079443629079012, 0.5526691596889817, 0.6739947198617882, 0.6042003492258499, 0.2709321735970142, -0.362826021850977, -0.1617604370776966, -0.1874287999326658, 0.257335607283318, 0.0148603894428398, 0.1508145840714731, -0.0056764955690427, 0.2880204264237199, -0.7213002086462293, 0.7086978007189481, 0.6831625514931585, 0.5721648421795716, 0.7323846553262628, 0.3597994574691291, 0.3164382181277967, 0.4364205852597544, -0.1637248433679866, -0.0839680117695783, 0.1440238691994176, -0.3966147277318605, -0.37199797858073, -0.0760947827104184, 0.3420904935335524, -0.7312789792212027, 0.4396081820055241, 0.3846414255909409, 0.3031472446933907, -0.5557352575884505, 0.1170642296947645, 0.8211087126418807, -0.5229152478694981, 0.7813466196291742, 1.1118881209397455, 0.906419461595402, 0.2809520348510298, 0.2518484804962895, -0.8429456445150549, 0.6086737760494951, 0.7896375590164272, 0.7562599114741115, 0.8275064061992656, 0.167755641379132, -0.1790253006334445, 0.1692043229115967, -0.3460811398169288, 0.5322366007499447, 0.9177116460454662, 0.082625077116368, -0.2648538049442268, -0.3469339182900847, 0.0032291796183744, 0.031259154726859, 0.3520019123726571, 0.011127853264629, 0.18484852779015, 0.3165361579266476, -0.2821314958326537, -0.0093347021633299, -0.8209421644337634, 1.0165223306256204, 0.2089646814581898, -0.3619935221482913, 0.9021058876896607, 0.758748309401986, 1.0467980378083515, -0.0355459777962189, -0.6128398377792836, 0.7688619132639687, -0.5949782918173787, 0.3157532892710579, -0.5193756470306883, 0.1900842060990529, -0.7568969461837116, 0.5051755072303863, 0.3530401395978892, -0.6238841775167914, -0.5405502302860209, -0.5618670194620727, 0.8344566592818591, 0.9092054200542135, 0.7842148410240639, 0.5185593237541648, 0.605436560424498, 0.7218994333767096, 0.3112425304880405, 0.8158624227273243, 0.3301141487129103, 4.40418159909477]|2592.5747070312500000|      2.00000000|[6078, 451, 0, 451]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.380372482462111, -0.0733782045505372, -0.4159572092607609, 0.3091189061373719, 0.2365810302257179, 0.2007560207681205, -0.4678998502304683, 0.7079443629079012, 0.5526691596889817, 0.6739947198617882, 0.6042003492258499, 0.2709321735970142, -0.362826021850977, -0.1617604370776966, -0.1874287999326658, 0.257335607283318, 0.0148603894428398, 0.1508145840714731, -0.0056764955690427, 0.2880204264237199, -0.7213002086462293, 0.7086978007189481, 0.6831625514931585, 0.5721648421795716, 0.7323846553262628, 0.3597994574691291, 0.3164382181277967, 0.4364205852597544, -0.1637248433679866, -0.0839680117695783, 0.1440238691994176, -0.3966147277318605, -0.37199797858073, -0.0760947827104184, 0.3420904935335524, -0.7312789792212027, 0.4396081820055241, 0.3846414255909409, 0.3031472446933907, -0.5557352575884505, 0.1170642296947645, 0.8211087126418807, -0.5229152478694981, 0.7813466196291742, 1.1118881209397455, 0.906419461595402, 0.2809520348510298, 0.2518484804962895, -0.8429456445150549, 0.6086737760494951, 0.7896375590164272, 0.7562599114741115, 0.8275064061992656, 0.167755641379132, -0.1790253006334445, 0.1692043229115967, -0.3460811398169288, 0.5322366007499447, 0.9177116460454662, 0.082625077116368, -0.2648538049442268, -0.3469339182900847, 0.0032291796183744, 0.031259154726859, 0.3520019123726571, 0.011127853264629, 0.18484852779015, 0.3165361579266476, -0.2821314958326537, -0.0093347021633299, -0.8209421644337634, 1.0165223306256204, 0.2089646814581898, -0.3619935221482913, 0.9021058876896607, 0.758748309401986, 1.0467980378083515, -0.0355459777962189, -0.6128398377792836, 0.7688619132639687, -0.5949782918173787, 0.3157532892710579, -0.5193756470306883, 0.1900842060990529, -0.7568969461837116, 0.5051755072303863, 0.3530401395978892, -0.6238841775167914, -0.5405502302860209, -0.5618670194620727, 0.8344566592818591, 0.9092054200542135, 0.7842148410240639, 0.5185593237541648, 0.605436560424498, 0.7218994333767096, 0.3112425304880405, 0.8158624227273243, 0.3301141487129103, 4.40418159909477]|2592.5747070312500000|      1.00000000|[6198, 460, 0, 460]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.1339895045155167, 0.0408684890821197, -0.3820885550883234, 0.5134261470642014, 0.2159831711717393, 0.1803124468598621, -0.4382141932997958, 0.7412091921822782, 0.5720095336327643, 0.7198892538200946, 0.5568323803005435, 0.1930381253666066, -0.5061905154203312, 0.0141223366740072, -0.0625107072292331, 0.355989971650581, 0.1820058011783357, 0.0166627567027265, 0.0553427230007271, 0.2428521402134648, -0.7580431507406595, 0.796152097997164, 0.6401851181208914, 0.560783950948585, 0.8570731912646417, 0.4298597361772664, 0.2017118915742185, 0.4929492188068004, -0.2676149590198367, -0.1048310749946759, 0.2396630143973633, -0.5708014719326865, -0.4045841201237376, -0.1208145552165046, 0.3475228973115138, -0.5678747463045446, 0.3562353322006234, 0.4969980144493286, 0.3549882701215079, -0.6393183724719007, -0.0187483803504386, 0.7594821905057755, -0.2496146651568058, 0.8379386010671463, 1.065787764209543, 0.7731874104843938, 0.3109198415257303, 0.0395873453963871, -0.795274361569008, 0.6257095558013638, 0.8014425944281195, 0.798635401278079, 0.6914166418101808, 0.3635043337244233, -0.155187048145438, 0.1662309624333083, -0.5227037652070428, 0.5242053072658655, 1.0254084552269782, 0.2019827815309085, -0.1465972606375353, -0.2595077646639939, -0.0855018039926998, -0.0747810217935008, 0.2618725498749001, 0.0329080260878418, 0.1237176522652947, 0.5709513062000517, -0.353239293166526, 0.0921769100948258, -0.8024825432834928, 0.8165471813661623, 0.3103080310319632, -0.3826535153248874, 0.954680013067299, 0.8764855933679568, 0.9521128467931107, -0.0123129397269478, -0.7305642913167447, 0.7589994205028336, -0.586567440890812, 0.3437210320835715, -0.5138932988506013, 0.2094809044151192, -0.6941417301467976, 0.4720539551630277, 0.1848191848697295, -0.5698765240191668, -0.5235016747696382, -0.4939470918171529, 0.9372622105657098, 0.8690857757732988, 0.7751837573241755, 0.5289783868717474, 0.7242952864233703, 0.7526259341470536, 0.2713831539369637, 0.8218688791155702, 0.370438005505844, 4.440109059360155]|2488.6625976562500000|      2.00000000|[6226, 462, 0, 462]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      76|[0.1339895045155167, 0.0408684890821197, -0.3820885550883234, 0.5134261470642014, 0.2159831711717393, 0.1803124468598621, -0.4382141932997958, 0.7412091921822782, 0.5720095336327643, 0.7198892538200946, 0.5568323803005435, 0.1930381253666066, -0.5061905154203312, 0.0141223366740072, -0.0625107072292331, 0.355989971650581, 0.1820058011783357, 0.0166627567027265, 0.0553427230007271, 0.2428521402134648, -0.7580431507406595, 0.796152097997164, 0.6401851181208914, 0.560783950948585, 0.8570731912646417, 0.4298597361772664, 0.2017118915742185, 0.4929492188068004, -0.2676149590198367, -0.1048310749946759, 0.2396630143973633, -0.5708014719326865, -0.4045841201237376, -0.1208145552165046, 0.3475228973115138, -0.5678747463045446, 0.3562353322006234, 0.4969980144493286, 0.3549882701215079, -0.6393183724719007, -0.0187483803504386, 0.7594821905057755, -0.2496146651568058, 0.8379386010671463, 1.065787764209543, 0.7731874104843938, 0.3109198415257303, 0.0395873453963871, -0.795274361569008, 0.6257095558013638, 0.8014425944281195, 0.798635401278079, 0.6914166418101808, 0.3635043337244233, -0.155187048145438, 0.1662309624333083, -0.5227037652070428, 0.5242053072658655, 1.0254084552269782, 0.2019827815309085, -0.1465972606375353, -0.2595077646639939, -0.0855018039926998, -0.0747810217935008, 0.2618725498749001, 0.0329080260878418, 0.1237176522652947, 0.5709513062000517, -0.353239293166526, 0.0921769100948258, -0.8024825432834928, 0.8165471813661623, 0.3103080310319632, -0.3826535153248874, 0.954680013067299, 0.8764855933679568, 0.9521128467931107, -0.0123129397269478, -0.7305642913167447, 0.7589994205028336, -0.586567440890812, 0.3437210320835715, -0.5138932988506013, 0.2094809044151192, -0.6941417301467976, 0.4720539551630277, 0.1848191848697295, -0.5698765240191668, -0.5235016747696382, -0.4939470918171529, 0.9372622105657098, 0.8690857757732988, 0.7751837573241755, 0.5289783868717474, 0.7242952864233703, 0.7526259341470536, 0.2713831539369637, 0.8218688791155702, 0.370438005505844, 4.440109059360155]|2488.6625976562500000|      1.00000000|[6347, 471, 0, 471]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.1964575657642881, -0.0101526307393746, -0.325572327149189, 0.5315131661893917, 0.1671590579683274, 0.226764423435956, -0.4614887713155082, 0.5096515677783677, 0.6858241350811836, 0.5824743625898783, 0.6575461224368927, 0.1939105404280201, -0.5043896341427171, -0.0597492291921665, -0.0220422284344401, 0.2433960061855117, 0.4795539649883349, 0.0525359246928904, -0.0500146424727262, 0.2409583529478534, -0.8738761897065106, 0.835879602655747, 0.6064174798743756, 0.6580974688347002, 0.6386196835871746, 0.5764185271795779, 0.3794291234739342, 0.4905601509144112, -0.2994313019508119, -0.1659218549918501, 0.2347371531449668, -0.5804683208245306, -0.372280551932023, 0.0994802073232225, 0.4471305937878672, -0.5586249547255702, 0.5067228832407629, 0.47838301176717, 0.4070109618058826, -0.6517610647316862, 0.0120934988648361, 0.6915344402549555, -0.2137631144947651, 0.8388131089755025, 1.0980617280182168, 0.7455527816009756, 0.2577809335681654, -0.082615960533772, -0.6460615341495433, 0.632781067010522, 0.5630855687666299, 0.8623256498562446, 0.6500511186481207, 0.3714404591234089, -0.2277343652346918, 0.0443721194686551, -0.4399789388063307, 0.5554935446245209, 0.9729041815244482, 0.3203602495466076, -0.242344948341117, -0.199522055139673, -0.0136864613407742, -0.0219574292895504, 0.13932226987516, 0.0723915891368336, 0.0555125176527592, 0.5734601280321988, -0.3887775872980726, 0.0904319250145549, -0.6220231735351988, 0.9329230880794319, 0.3497146018139938, -0.5053161409171949, 0.9076489857168265, 0.8580374486491149, 0.8232617637420834, 0.006377778629421, -0.6179247817336726, 0.6128240160886629, -0.470489413807254, 0.2315791535577177, -0.3150910022001735, 0.1373592342282262, -0.5858812305418645, 0.5167877207859571, 0.0760299093611208, -0.6635632933771425, -0.5710721528193841, -0.4953689797966281, 1.1078704682415084, 0.7527352941460425, 0.9108614584345331, 0.5506001742209704, 0.560819844620697, 0.8139868054372063, 0.4429534783501317, 0.7868462442400201, 0.2987021425965319, 4.4063213710316305]|2413.7802734375000000|      2.00000000|[6375, 473, 0, 473]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
