k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3873430490493774, -0.1928504109382629, -0.1242676675319672, 0.3808244466781616, -0.1600922644138336, 0.2337249666452408, -0.0537968426942825, 0.3298337459564209, 0.0603295639157295, 0.2031710147857666, 0.1468285769224167, -0.0078466581180692, -0.0906593725085258, 0.1663255840539932, -0.2009463608264923, 0.2613871097564697, -0.1595534533262253, -0.1978272646665573, 0.0089522339403629, 0.2519792914390564, -0.0903739780187607, -0.303466409444809]| 13.9465770721435547|      2.00000000|[261, 19, 0, 5]                                                            | | GPS sucess | actual_k=4
      12|[-557.8722862899303, -298.481882840395, 370.58446529507637, 397.3127166926861, -34.42959199845791, 346.08379015000537, -98.917519941926, -118.64883035421371, 23.110266841948032, 407.1537484228611, -285.92374593019485, -50.82036338467151, 413.05352682620287, 184.78941794484854, 42.37642025947571, 337.41736194491386, -471.2510902136564, -187.8592560114339, 503.1284751929343, -177.77134085074067, 24.544764515012503, -103.01735550537705]| 11.3305683135986328|   1024.00000000|[3137, 212, 0, 60]                                                         |  | used quadratic model with 280 points | actual_k=4
      13|[-476.7432961165905, 138.8427936732769, 394.3532145321369, 299.0156814754009, 1.6304589658975601, 294.1893084910698, 24.60594044625759, -124.4695376753807, -23.127587161958218, -127.2728873193264, -172.81094533205032, -301.71968589443713, 548.6387013867497, 452.34508200734854, -15.253096342086792, 18.79739734530449, -661.4094611853361, -332.0693847956136, 268.3083915747702, -369.97577810660005, -30.43568516150117, -272.222662512213]| 11.1572008132934570|   2048.00000000|[3398, 230, 0, 65]                                                         | | GPS sucess | actual_k=4
      14|[-476.7432961165905, 138.8427936732769, 394.3532145321369, 299.0156814754009, 1.6304589658975601, 294.1893084910698, 24.60594044625759, -124.4695376753807, -23.127587161958218, -127.2728873193264, -172.81094533205032, -301.71968589443713, 548.6387013867497, 452.34508200734854, -15.253096342086792, 18.79739734530449, -661.4094611853361, -332.0693847956136, 268.3083915747702, -369.97577810660005, -30.43568516150117, -272.222662512213]| 11.1572008132934570|   1024.00000000|[3661, 246, 0, 70]                                                         |  | used quadratic model with 280 points | actual_k=4
      15|[-476.7432961165905, 138.8427936732769, 394.3532145321369, 299.0156814754009, 1.6304589658975601, 294.1893084910698, 24.60594044625759, -124.4695376753807, -23.127587161958218, -127.2728873193264, -172.81094533205032, -301.71968589443713, 548.6387013867497, 452.34508200734854, -15.253096342086792, 18.79739734530449, -661.4094611853361, -332.0693847956136, 268.3083915747702, -369.97577810660005, -30.43568516150117, -272.222662512213]| 11.1572008132934570|    512.00000000|[3922, 264, 0, 75]                                                         |  | used quadratic model with 280 points | actual_k=4
      16|[-476.7432961165905, 138.8427936732769, 394.3532145321369, 299.0156814754009, 1.6304589658975601, 294.1893084910698, 24.60594044625759, -124.4695376753807, -23.127587161958218, -127.2728873193264, -172.81094533205032, -301.71968589443713, 548.6387013867497, 452.34508200734854, -15.253096342086792, 18.79739734530449, -661.4094611853361, -332.0693847956136, 268.3083915747702, -369.97577810660005, -30.43568516150117, -272.222662512213]| 11.1572008132934570|    256.00000000|[4182, 283, 0, 80]                                                         |  | used quadratic model with 280 points | actual_k=4
      17|[-476.7432961165905, 138.8427936732769, 394.3532145321369, 299.0156814754009, 1.6304589658975601, 294.1893084910698, 24.60594044625759, -124.4695376753807, -23.127587161958218, -127.2728873193264, -172.81094533205032, -301.71968589443713, 548.6387013867497, 452.34508200734854, -15.253096342086792, 18.79739734530449, -661.4094611853361, -332.0693847956136, 268.3083915747702, -369.97577810660005, -30.43568516150117, -272.222662512213]| 11.1572008132934570|    128.00000000|[4443, 301, 0, 85]                                                         |  | used quadratic model with 280 points | actual_k=4
      18|[-537.4314522445202, 140.94900199770927, 414.45094326138496, 343.2863609492779, -23.68516145646572, 316.79065736802295, 40.054908379912376, -156.92417711019516, 18.168376125395298, -138.96296986937523, -157.43058663606644, -310.27941928524524, 542.6542448475957, 455.7835635766387, 6.68583607673645, 15.91147968173027, -700.2608596533537, -329.9375393213704, 285.2297248877585, -366.56071710959077, -59.67050648108125, -308.43847519531846]| 11.0987977981567383|    256.00000000|[4705, 318, 0, 90]                                                         | | GPS sucess | actual_k=4
      19|[-537.4314522445202, 140.94900199770927, 414.45094326138496, 343.2863609492779, -23.68516145646572, 316.79065736802295, 40.054908379912376, -156.92417711019516, 18.168376125395298, -138.96296986937523, -157.43058663606644, -310.27941928524524, 542.6542448475957, 455.7835635766387, 6.68583607673645, 15.91147968173027, -700.2608596533537, -329.9375393213704, 285.2297248877585, -366.56071710959077, -59.67050648108125, -308.43847519531846]| 11.0987977981567383|    128.00000000|[4968, 334, 0, 95]                                                         |  | used quadratic model with 280 points | actual_k=4
      20|[-537.4314522445202, 140.94900199770927, 414.45094326138496, 343.2863609492779, -23.68516145646572, 316.79065736802295, 40.054908379912376, -156.92417711019516, 18.168376125395298, -138.96296986937523, -157.43058663606644, -310.27941928524524, 542.6542448475957, 455.7835635766387, 6.68583607673645, 15.91147968173027, -700.2608596533537, -329.9375393213704, 285.2297248877585, -366.56071710959077, -59.67050648108125, -308.43847519531846]| 11.0987977981567383|     64.00000000|[5231, 350, 0, 100]                                                        |  | used quadratic model with 280 points | actual_k=4
      21|[-534.0565232932568, 149.62647220492363, 417.96343782544136, 338.9607126414776, -31.737679347395897, 279.265282001812, 33.8643404096365, -165.06776708364487, 19.633563078939915, -134.0382295548916, -150.66031819581985, -297.44744144100696, 543.4134489372373, 453.26561661809683, 7.8042484521865845, 11.48588678240776, -734.6774207800627, -319.0827448191121, 263.37811279669404, -371.9065194167197, -65.93215656653047, -317.28272396698594]| 11.0528602600097656|    128.00000000|[5493, 367, 0, 105]                                                        | | GPS sucess | actual_k=4
      22|[-581.1987504661083, 117.59053775668144, 429.08461835980415, 376.62916204333305, -42.30473981797695, 240.3195498851128, 19.79007874429226, -168.95898765325546, 4.9832096472382545, -133.0941306054592, -132.8861749768257, -306.54286990780383, 531.3157459571958, 466.45089837163687, -2.6591724157333374, -21.170622617006302, -739.0438701361418, -277.5414774240926, 287.7016944922507, -389.8503632582724, -30.255764964967966, -302.3257585205138]| 11.0143280029296875|    256.00000000|[5755, 384, 0, 110]                                                        | | GPS sucess | actual_k=4
      23|[-607.0747766196728, 106.99392482638359, 420.7404630482197, 398.2827455699444, 31.95894731581211, 131.31384309800342, -7.697027578949928, -198.0321916937828, 0.3230247870087624, -163.18333730101585, -82.74883061647415, -246.63192783016711, 536.1342712715268, 487.0580360516906, -45.36279332637787, 74.36739465594292, -865.6338283270597, -327.2806818308309, 308.94548416510224, -361.81181955710053, -38.81761169806123, -306.67347199097276]| 10.9278211593627930|    512.00000000|[6017, 401, 0, 115]                                                        | | GPS sucess | actual_k=4
      24|[-607.0747766196728, 106.99392482638359, 420.7404630482197, 398.2827455699444, 31.95894731581211, 131.31384309800342, -7.697027578949928, -198.0321916937828, 0.3230247870087624, -163.18333730101585, -82.74883061647415, -246.63192783016711, 536.1342712715268, 487.0580360516906, -45.36279332637787, 74.36739465594292, -865.6338283270597, -327.2806818308309, 308.94548416510224, -361.81181955710053, -38.81761169806123, -306.67347199097276]| 10.9278211593627930|    256.00000000|[6279, 418, 0, 120]                                                        |  | used quadratic model with 280 points | actual_k=4
      25|[-607.0747766196728, 106.99392482638359, 420.7404630482197, 398.2827455699444, 31.95894731581211, 131.31384309800342, -7.697027578949928, -198.0321916937828, 0.3230247870087624, -163.18333730101585, -82.74883061647415, -246.63192783016711, 536.1342712715268, 487.0580360516906, -45.36279332637787, 74.36739465594292, -865.6338283270597, -327.2806818308309, 308.94548416510224, -361.81181955710053, -38.81761169806123, -306.67347199097276]| 10.9278211593627930|    128.00000000|[6541, 435, 0, 125]                                                        |  | used quadratic model with 280 points | actual_k=4
      26|[-628.6248635947704, 97.70504161715508, 438.2907693684101, 412.8612205684185, 65.99175371229649, 104.73723253281787, 34.05420456826687, -177.7580160498619, -12.202913247048855, -157.97958335280418, -98.29321843385696, -254.7754291119054, 560.2187458351254, 506.0497581586242, -10.83417546749115, 94.61223718523979, -879.2629968374968, -306.34552786964923, 384.18323135748506, -356.7853636778891, -57.992361072450876, -319.86676746979356]| 10.8682155609130859|    256.00000000|[6803, 452, 0, 130]                                                        | | GPS sucess | actual_k=4
      27|[-628.6248635947704, 97.70504161715508, 438.2907693684101, 412.8612205684185, 65.99175371229649, 104.73723253281787, 34.05420456826687, -177.7580160498619, -12.202913247048855, -157.97958335280418, -98.29321843385696, -254.7754291119054, 560.2187458351254, 506.0497581586242, -10.83417546749115, 94.61223718523979, -879.2629968374968, -306.34552786964923, 384.18323135748506, -356.7853636778891, -57.992361072450876, -319.86676746979356]| 10.8682155609130859|    128.00000000|[7066, 468, 0, 135]                                                        |  | used quadratic model with 280 points | actual_k=4
      28|[-629.2048374116421, 50.13425227999687, 424.7003896534443, 418.91704151034355, 61.64182151854038, 83.30443986924365, 12.685754403471947, -119.64552062749863, -28.780563317239285, -121.57407721877098, -94.40074163675308, -251.88159213680774, 520.129829056561, 507.71464117616415, -21.19748342037201, 117.77387544512749, -882.3404173105955, -281.66334174294025, 438.9798927344382, -398.02464819326997, -49.28288746252656, -304.7743335403502]| 10.8404378890991211|    256.00000000|[7326, 487, 0, 140]                                                        | | GPS sucess | actual_k=4
      29|[-629.2048374116421, 50.13425227999687, 424.7003896534443, 418.91704151034355, 61.64182151854038, 83.30443986924365, 12.685754403471947, -119.64552062749863, -28.780563317239285, -121.57407721877098, -94.40074163675308, -251.88159213680774, 520.129829056561, 507.71464117616415, -21.19748342037201, 117.77387544512749, -882.3404173105955, -281.66334174294025, 438.9798927344382, -398.02464819326997, -49.28288746252656, -304.7743335403502]| 10.8404378890991211|    128.00000000|[7585, 507, 0, 145]                                                        |  | used quadratic model with 280 points | actual_k=4
      30|[-655.1640182435513, 112.25829097628593, 471.41836526989937, 427.07931300997734, 84.34469474852085, 94.27339967759326, 29.863200768828392, -141.1916384100914, -26.036765538156033, -95.36031302809715, -73.99780470132828, -215.79139361996204, 537.4154468849301, 489.56176909059286, -34.279794096946716, 134.0886833369732, -842.436414167285, -274.17142699379474, 403.07868194952607, -418.1800684966147, -35.12189007177949, -325.3835521377623]| 10.8179397583007812|    256.00000000|[7847, 524, 0, 150]                                                        | | GPS sucess | actual_k=4
      31|[-685.0077472627163, 66.62687465548515, 477.22909381985664, 452.36687633395195, 99.61865676939487, 58.87388261826709, -53.024967566132545, -164.3655371069908, 34.69232229143381, -24.638724893331528, -105.58414655923843, -292.51163135189563, 474.9848438575864, 508.10936888307333, -32.09100663661957, 204.46920701861382, -826.857288762927, -374.21527312416583, 298.5607910193503, -414.6492648161948, -11.061322215944529, -319.8353877700865]| 10.7559127807617188|    512.00000000|[8108, 542, 0, 155]                                                        | | GPS sucess | actual_k=4
      32|[-685.0077472627163, 66.62687465548515, 477.22909381985664, 452.36687633395195, 99.61865676939487, 58.87388261826709, -53.024967566132545, -164.3655371069908, 34.69232229143381, -24.638724893331528, -105.58414655923843, -292.51163135189563, 474.9848438575864, 508.10936888307333, -32.09100663661957, 204.46920701861382, -826.857288762927, -374.21527312416583, 298.5607910193503, -414.6492648161948, -11.061322215944529, -319.8353877700865]| 10.7559127807617188|    256.00000000|[8369, 560, 0, 160]                                                        |  | used quadratic model with 280 points | actual_k=4
      33|[-703.082112878561, -35.04654148221016, 464.07847717404366, 476.15015575289726, 111.55389942228794, 43.75681718857959, 26.11751137673855, -165.81475752592087, 42.683752574026585, 49.436310201883316, -91.28592497110367, -223.47266803402454, 547.5684849098325, 463.71220549196005, -52.55460298061371, 248.70123979449272, -802.8407367914915, -378.32308362144977, 354.2022361792624, -349.9774203337729, 94.93474101647735, -353.2847438491881]| 10.7054347991943359|    512.00000000|[8631, 577, 0, 165]                                                        | | GPS sucess | actual_k=4
      34|[-703.082112878561, -35.04654148221016, 464.07847717404366, 476.15015575289726, 111.55389942228794, 43.75681718857959, 26.11751137673855, -165.81475752592087, 42.683752574026585, 49.436310201883316, -91.28592497110367, -223.47266803402454, 547.5684849098325, 463.71220549196005, -52.55460298061371, 248.70123979449272, -802.8407367914915, -378.32308362144977, 354.2022361792624, -349.9774203337729, 94.93474101647735, -353.2847438491881]| 10.7054347991943359|    256.00000000|[8891, 596, 0, 170]                                                        |  | used quadratic model with 280 points | actual_k=4
      35|[-728.4563861787319, 6.516008108854294, 542.7061550915241, 479.3545214831829, 109.82140220701694, 96.19393571885303, -58.87515677511692, -158.38688296079636, -0.2108320817351341, 27.72018852829933, -156.82917600870132, -178.40251193661243, 634.5997806861997, 447.1646896228194, -22.476910948753357, 185.63292238116264, -928.8903202265501, -353.67144749779254, 299.03503799811006, -402.8492121733725, 123.48770808801055, -308.0764156021178]| 10.6468009948730469|    512.00000000|[9153, 613, 0, 175]                                                        | | GPS sucess | actual_k=4
      36|[-753.3243995606899, -110.78146961331367, 651.1884243786335, 487.92844745516777, 107.88907815515995, -6.432712230365723, -275.51703299582005, 18.15527707338333, -90.86874528974295, -16.960532754659653, -81.34516721963882, -265.98291049618274, 774.8652836158872, 530.9593673571944, -93.73854577541351, 206.9302360713482, -832.1978000849485, -250.9320828737691, 130.77917862311006, -419.26071119681, 1.3579473458230495, -460.86308247223496]| 10.5511550903320312|   1024.00000000|[9413, 632, 0, 180]                                                        | | GPS sucess | actual_k=4
      37|[-1087.1167274415493, 21.695382803678513, 966.4680264294147, 684.5508534610271, -128.88248251378536, -101.70363203017041, -463.95753897726536, 62.75663739442825, 231.29192975908518, 110.10724678635597, 170.584230363369, -200.5963290752843, 885.4347797706723, 474.91756208986044, -448.54008996486664, 348.62039110064507, -933.1371387690306, -168.428275805898, 60.6787986792624, -281.1491847075522, 126.95833491906524, -889.6758571304381]| 10.5245571136474609|   2048.00000000|[9674, 650, 0, 185]                                                        | | GPS sucess | actual_k=4
      38|[-1087.1167274415493, 21.695382803678513, 966.4680264294147, 684.5508534610271, -128.88248251378536, -101.70363203017041, -463.95753897726536, 62.75663739442825, 231.29192975908518, 110.10724678635597, 170.584230363369, -200.5963290752843, 885.4347797706723, 474.91756208986044, -448.54008996486664, 348.62039110064507, -933.1371387690306, -168.428275805898, 60.6787986792624, -281.1491847075522, 126.95833491906524, -889.6758571304381]| 10.5245571136474609|   1024.00000000|[9937, 666, 0, 190]                                                        |  | used quadratic model with 280 points | actual_k=4
      39|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|   2048.00000000|[10199, 683, 0, 195]                                                       | | GPS sucess | actual_k=4
      40|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|   1024.00000000|[10462, 699, 0, 200]                                                       |  | used quadratic model with 280 points | actual_k=4
      41|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|    512.00000000|[10723, 717, 0, 205]                                                       |  | used quadratic model with 280 points | actual_k=4
      42|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|    256.00000000|[10985, 734, 0, 210]                                                       |  | used quadratic model with 280 points | actual_k=4
      43|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|    128.00000000|[11246, 752, 0, 215]                                                       |  | used quadratic model with 280 points | actual_k=4
      44|[-691.3515602052212, -282.54576709866524, 1200.988106995821, 355.191936224699, -368.7692775577307, 56.2553065684624, -557.2233547121286, 278.44718915224075, 196.89037565141916, 442.337959676981, 91.80066865682602, -143.10985217709094, 1098.9199940040708, 729.9923759326339, -736.6005147695541, 543.3231956660748, -716.6193775385618, -312.7006909670308, 248.8184928931296, -216.39734602347016, 183.7914457283914, -755.8540797866881]| 10.5208454132080078|     64.00000000|[11507, 770, 0, 220]                                                       |  | used quadratic model with 280 points | actual_k=4
