k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2296261042356491, -0.0542225278913975, 0.3398198485374451, 0.4106678068637848, -0.0191486310213804, 0.1423190981149673, -0.030738539993763, 0.3671062588691711, 0.0894018262624741, -0.1092074513435364, 0.0910593271255493, -0.3515453934669495, 0.1586437672376633, -0.2970780432224274, 0.1626197099685669, 0.2028297185897827, -0.1436099857091904, -0.0744108483195305, -0.1334671527147293, 0.0319271385669708, -0.2274441421031952, 0.0681321546435356]| 13.9518337249755859|      2.00000000|[256, 36, 0, 5]                                                            | | GPS sucess | actual_k=8
      12|[-78.90637116134167, 85.8997429870069, -59.545085437595844, 69.65054987370968, -49.112057672813535, 62.47036670148373, -32.84157509356737, -0.7364878877997398, 10.927173867821693, 22.590590827167034, -87.45494978129864, 148.43557929992676, -108.73809318244457, -11.663650683127344, -26.766517613083124, -56.96701529622078, -78.5515108704567, 106.05095709115267, 8.058404073119164, 32.24857206642628, 8.623662892729044, 25.272556103765965]| 12.0256395339965820|     64.00000000|[3058, 435, 0, 60]                                                         |  | used quadratic model with 292 points | actual_k=8
      13|[-85.71053652465343, 87.51953592523932, -59.07184261828661, 74.74407766759396, -24.41417788155377, 53.64470122754574, -31.36879426985979, -14.333125613629818, 1.6691134124994278, 0.4893335029482841, -63.857270643115044, 162.85965728759766, -114.73889093101025, -4.628438643179834, -24.80238327756524, -30.750750571489334, -92.08026891946793, 120.53606165200472, 12.299156293272972, 15.42430754005909, 15.342606011778116, 32.51235464960337]| 12.0086698532104492|    128.00000000|[3313, 471, 0, 65]                                                         | | GPS sucess | actual_k=8
      14|[-85.71053652465343, 87.51953592523932, -59.07184261828661, 74.74407766759396, -24.41417788155377, 53.64470122754574, -31.36879426985979, -14.333125613629818, 1.6691134124994278, 0.4893335029482841, -63.857270643115044, 162.85965728759766, -114.73889093101025, -4.628438643179834, -24.80238327756524, -30.750750571489334, -92.08026891946793, 120.53606165200472, 12.299156293272972, 15.42430754005909, 15.342606011778116, 32.51235464960337]| 12.0086698532104492|     64.00000000|[3568, 507, 0, 70]                                                         |  | used quadratic model with 292 points | actual_k=8
      15|[-90.80276016891003, 76.95338812097907, -82.86798710376024, 83.70063970983028, -13.937634455040097, 48.880860075354576, -39.19822246581316, -14.973745726048946, 2.146152064204216, 14.132280699908733, -60.40192596614361, 192.86226654052734, -115.38138298690319, -22.317973784171045, -22.66388163343072, -41.88419535756111, -117.50952917337418, 118.69821406155825, 3.886732205748558, 30.438736632466316, 26.788590852171183, 11.117108143866062]| 12.0020589828491211|    128.00000000|[3824, 542, 0, 75]                                                         | | GPS sucess | actual_k=8
      16|[-90.80276016891003, 76.95338812097907, -82.86798710376024, 83.70063970983028, -13.937634455040097, 48.880860075354576, -39.19822246581316, -14.973745726048946, 2.146152064204216, 14.132280699908733, -60.40192596614361, 192.86226654052734, -115.38138298690319, -22.317973784171045, -22.66388163343072, -41.88419535756111, -117.50952917337418, 118.69821406155825, 3.886732205748558, 30.438736632466316, 26.788590852171183, 11.117108143866062]| 12.0020589828491211|     64.00000000|[4077, 580, 0, 80]                                                         |  | used quadratic model with 292 points | actual_k=8
      17|[-87.06669764220715, 72.70353546366096, -101.72461361438036, 84.13919772207737, -9.345811353996396, 55.46632169187069, -39.29161690920591, -6.600339315831661, -2.254959538578987, 22.95041023939848, -63.979348585009575, 178.8512134552002, -115.51001307368279, 9.885223695077002, -38.41825804486871, -36.40985396504402, -128.81413370370865, 140.61532068997622, 22.66637621819973, 27.989341214299202, 15.453376237303019, -0.4194833859801292]| 12.0008592605590820|    128.00000000|[4331, 617, 0, 85]                                                         | | GPS sucess | actual_k=8
      18|[-106.90112261474133, 66.01660576090217, -86.5667032673955, 97.31837882101536, -37.918090330436826, 60.0101425498724, -50.76571702212095, -17.901021383702755, -23.64323277771473, 38.318981520831585, -66.07812897861004, 197.36750984191895, -126.77081820368767, -5.6397549426183105, -33.07737002149224, -21.54913905262947, -117.14115053415298, 140.24525520950556, 79.83354006707668, -49.72300772368908, 1.3135189451277256, -12.777982912957668]| 11.9576396942138672|    256.00000000|[4586, 653, 0, 90]                                                         | | GPS sucess | actual_k=8
      19|[-99.43264679610729, -26.736629102379084, -62.824134297668934, 94.12365521490574, -167.3903498519212, 20.04962085187435, -41.53507374972105, -13.896686933934689, 58.177049204707146, 22.329765670001507, -17.119419261813164, 192.81967687606812, -95.14667078852654, 5.2883713925257325, 23.782310154289007, 24.135374039411545, -86.92684084177017, 117.21235344558954, 80.93722794950008, -12.185940310359001, 19.084717217832804, -124.54962750524282]| 11.9383058547973633|    512.00000000|[4841, 689, 0, 95]                                                         | | GPS sucess | actual_k=8
      20|[-189.87570099532604, -135.9917102791369, -218.6819376423955, 199.01326550543308, -98.16021679528058, -21.91925121843815, 18.239874370396137, -137.4746211990714, 141.45311884582043, 11.145033232867718, -53.53497712314129, 164.2473464012146, 22.753056079149246, -34.0913969790563, -42.750236842781305, 66.40528675913811, -93.17329221963882, 33.25250694900751, 58.80433152616024, -259.4805264919996, -16.93051105365157, -53.3819944486022]| 11.6495714187622070|   1024.00000000|[5098, 723, 0, 100]                                                        | | GPS sucess | actual_k=8
      21|[-472.6592092961073, -64.67567786946893, -97.14387459307909, 394.1114863306284, 209.41973925940692, 168.0872337669134, 112.36656046658754, -87.0259021744132, 253.61657099425793, 170.78164517134428, -0.0398904532194138, 85.54694509506226, 38.92199566960335, 353.5399811947718, -332.1070178486407, 26.880769699811935, -163.94160276651382, 424.281681753695, 8.352137312293053, -562.0187344998121, 307.2157902158797, 40.85773638635874]| 11.1914625167846680|   2048.00000000|[5352, 760, 0, 105]                                                        | | GPS sucess | actual_k=8
      22|[-1010.175261542201, -497.7573429085314, -20.29603523761034, 832.8622187525034, -368.1908564437181, -793.5203712135553, 617.7275834158063, 103.7765880599618, 58.49871210753918, -133.0692764595151, -11.119580432772636, -267.44768381118774, -400.84961077570915, 923.5218537533656, -267.5847857929766, -108.66036799550056, 212.25602906942368, 706.5238387361169, -375.9276783615351, -714.6512113064528, -530.0387874208391, 246.02533892542124]| 10.6897802352905273|   4096.00000000|[5605, 798, 0, 110]                                                        | | GPS sucess | actual_k=8
      23|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|   8192.00000000|[5860, 834, 0, 115]                                                        | | GPS sucess | actual_k=8
      24|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|   4096.00000000|[6114, 871, 0, 120]                                                        |  | used quadratic model with 292 points | actual_k=8
      25|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|   2048.00000000|[6369, 907, 0, 125]                                                        |  | used quadratic model with 292 points | actual_k=8
      26|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|   1024.00000000|[6625, 942, 0, 130]                                                        |  | used quadratic model with 292 points | actual_k=8
      27|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|    512.00000000|[6879, 979, 0, 135]                                                        |  | used quadratic model with 292 points | actual_k=8
      28|[-1663.305388495326, -778.413257215172, 359.8722081705928, 1296.433172121644, -1446.6582636702806, -384.60731579363346, -127.0041060373187, 1134.0167003646493, 833.3549132794142, 1580.382871977985, -11.13631021603942, -1275.857901096344, -84.05981585383415, 1184.6860993588343, -945.0658648945391, -1465.703702956438, 1129.6580066084862, 801.3587996736169, -1868.793889299035, -219.61291174590588, 534.7857975400984, -89.67247601598501]|  9.6936759948730469|    256.00000000|[7130, 1019, 0, 140]                                                       |  | used quadratic model with 292 points | actual_k=8
      29|[-1646.3598127812147, -892.9918857552111, 416.2473073527217, 1280.5989092737436, -1474.1124377120286, -322.2351539283991, -148.12147092074156, 1089.845294572413, 825.2840495556593, 1571.374484412372, -70.1144291125238, -1352.13693857193, -38.11881014704704, 1144.7848618710414, -978.4995807148516, -1529.215074568987, 1145.285866677761, 879.9405333772302, -1794.8399937301874, -210.83158545196056, 566.5857910551131, -85.07419844716787]|  9.6385536193847656|    512.00000000|[7383, 1057, 0, 145]                                                       | | GPS sucess | actual_k=8
      30|[-1646.3598127812147, -892.9918857552111, 416.2473073527217, 1280.5989092737436, -1474.1124377120286, -322.2351539283991, -148.12147092074156, 1089.845294572413, 825.2840495556593, 1571.374484412372, -70.1144291125238, -1352.13693857193, -38.11881014704704, 1144.7848618710414, -978.4995807148516, -1529.215074568987, 1145.285866677761, 879.9405333772302, -1794.8399937301874, -210.83158545196056, 566.5857910551131, -85.07419844716787]|  9.6385536193847656|    256.00000000|[7639, 1092, 0, 150]                                                       |  | used quadratic model with 292 points | actual_k=8
      31|[-1646.3598127812147, -892.9918857552111, 416.2473073527217, 1280.5989092737436, -1474.1124377120286, -322.2351539283991, -148.12147092074156, 1089.845294572413, 825.2840495556593, 1571.374484412372, -70.1144291125238, -1352.13693857193, -38.11881014704704, 1144.7848618710414, -978.4995807148516, -1529.215074568987, 1145.285866677761, 879.9405333772302, -1794.8399937301874, -210.83158545196056, 566.5857910551131, -85.07419844716787]|  9.6385536193847656|    128.00000000|[7891, 1131, 0, 155]                                                       |  | used quadratic model with 292 points | actual_k=8
      32|[-1660.352598235011, -888.7968717552722, 395.79868369549513, 1294.850845232606, -1466.5455603469163, -333.9927470833063, -163.45006036013365, 1063.253778077662, 872.9981952160597, 1501.7694047614932, -77.21714365109801, -1376.0950207710266, -5.417260617017746, 1151.4794252598658, -1002.2361815907061, -1567.0903415977955, 1127.113306939602, 858.5219218507409, -1820.9924881607294, -173.8805966824293, 542.1408485807478, -92.30019446462393]|  9.6361131668090820|    256.00000000|[8147, 1166, 0, 160]                                                       | | GPS sucess | actual_k=8
      33|[-1720.147260710597, -849.4719549156725, 392.54831390827894, 1339.6330832391977, -1414.4456190932542, -261.865717664361, -93.27596520632505, 1099.418717958033, 897.8677363842726, 1550.920108191669, -177.14422952756286, -1325.9265141487122, 36.84201291203499, 1175.2430685246363, -930.4093001820147, -1621.6472721397877, 1111.631479203701, 816.1702792420983, -1776.9498055130243, -227.41409353911877, 637.5650734342635, -123.66934653371572]|  9.6290435791015625|    512.00000000|[8402, 1202, 0, 165]                                                       | | GPS sucess | actual_k=8
      34|[-1795.2692928761244, -771.1915822960436, 397.1382439658046, 1392.3899763971567, -1275.9683089125901, -167.36538197100163, -12.28875207155943, 1021.3175598159432, 994.1044612377882, 1421.9670900031924, 2.019024256616831, -1213.5963368415833, 24.339316874742508, 1196.9905279362574, -857.625326488167, -1348.280145674944, 1136.21360963583, 883.8055407777429, -1721.7183678299189, -13.354202792048454, 651.4642824567854, -137.34272261708975]|  9.6251010894775391|   1024.00000000|[8655, 1240, 0, 170]                                                       | | GPS sucess | actual_k=8
      35|[-1795.2692928761244, -771.1915822960436, 397.1382439658046, 1392.3899763971567, -1275.9683089125901, -167.36538197100163, -12.28875207155943, 1021.3175598159432, 994.1044612377882, 1421.9670900031924, 2.019024256616831, -1213.5963368415833, 24.339316874742508, 1196.9905279362574, -857.625326488167, -1348.280145674944, 1136.21360963583, 883.8055407777429, -1721.7183678299189, -13.354202792048454, 651.4642824567854, -137.34272261708975]|  9.6251010894775391|    512.00000000|[8910, 1276, 0, 175]                                                       |  | used quadratic model with 292 points | actual_k=8
      36|[-1795.2692928761244, -771.1915822960436, 397.1382439658046, 1392.3899763971567, -1275.9683089125901, -167.36538197100163, -12.28875207155943, 1021.3175598159432, 994.1044612377882, 1421.9670900031924, 2.019024256616831, -1213.5963368415833, 24.339316874742508, 1196.9905279362574, -857.625326488167, -1348.280145674944, 1136.21360963583, 883.8055407777429, -1721.7183678299189, -13.354202792048454, 651.4642824567854, -137.34272261708975]|  9.6251010894775391|    256.00000000|[9166, 1311, 0, 180]                                                       |  | used quadratic model with 292 points | actual_k=8
      37|[-1795.2692928761244, -771.1915822960436, 397.1382439658046, 1392.3899763971567, -1275.9683089125901, -167.36538197100163, -12.28875207155943, 1021.3175598159432, 994.1044612377882, 1421.9670900031924, 2.019024256616831, -1213.5963368415833, 24.339316874742508, 1196.9905279362574, -857.625326488167, -1348.280145674944, 1136.21360963583, 883.8055407777429, -1721.7183678299189, -13.354202792048454, 651.4642824567854, -137.34272261708975]|  9.6251010894775391|    128.00000000|[9422, 1346, 0, 185]                                                       |  | used quadratic model with 292 points | actual_k=8
      38|[-1795.2692928761244, -771.1915822960436, 397.1382439658046, 1392.3899763971567, -1275.9683089125901, -167.36538197100163, -12.28875207155943, 1021.3175598159432, 994.1044612377882, 1421.9670900031924, 2.019024256616831, -1213.5963368415833, 24.339316874742508, 1196.9905279362574, -857.625326488167, -1348.280145674944, 1136.21360963583, 883.8055407777429, -1721.7183678299189, -13.354202792048454, 651.4642824567854, -137.34272261708975]|  9.6251010894775391|     64.00000000|[9678, 1381, 0, 190]                                                       |  | used quadratic model with 292 points | actual_k=8
      39|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|    128.00000000|[9933, 1417, 0, 195]                                                       | | GPS sucess | actual_k=8
      40|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|     64.00000000|[10185, 1456, 0, 200]                                                      |  | used quadratic model with 292 points | actual_k=8
      41|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|     32.00000000|[10439, 1493, 0, 205]                                                      |  | used quadratic model with 292 points | actual_k=8
      42|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|     16.00000000|[10692, 1531, 0, 210]                                                      |  | used quadratic model with 292 points | actual_k=8
      43|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|      8.00000000|[10947, 1567, 0, 215]                                                      |  | used quadratic model with 292 points | actual_k=8
      44|[-1808.2162600010633, -770.834365580231, 415.2095120474696, 1399.408058539033, -1296.9816527236253, -181.75819851458073, -29.01378297060728, 1029.6543441787362, 1017.1090121716261, 1403.1412614509463, 1.0430241264402866, -1218.753807067871, 26.475065976381302, 1212.7166736805812, -853.5587848164141, -1323.7779369652271, 1148.406742990017, 892.3229834809899, -1715.450509801507, -13.320424225181341, 632.9153971113265, -129.07460948079824]|  9.6237945556640625|      4.00000000|[11201, 1604, 0, 220]                                                      |  | used quadratic model with 292 points | actual_k=8
