k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0046916780993342, -0.9861387219280005, -0.818820595741272, -0.9030079022049904, -0.9332435056567192, -0.8436636924743652, -0.8459686040878296, -0.8564839214086533, -0.9505963213741779, -1.0814191699028015, -1.3382440507411957, -1.0579432435333729, -1.0554557666182518, -0.8374128192663193, -0.9378599338233471, -0.8622040450572968, -0.8546217381954193, -0.9106906279921532, -0.9405037760734558, -1.1190676167607307, -1.1227796599268913, -1.0896679013967514, -0.8301167488098145, -1.255111575126648, -0.9031142815947533, -0.8364162594079971, -1.0670389831066132, -0.8990127444267273, -0.9675498232245445, -0.8622398376464844, -0.7689951062202454, -0.9542794898152351, -0.9394886717200279, -0.8501519560813904, -1.058372050523758, -1.050325583666563, -0.7913632839918137, -0.939096212387085, -1.305198848247528, -0.795285627245903, -1.020838487893343, -1.2161296755075455, -1.0722350478172302, -1.2263663858175278, -1.037788514047861, -0.963192768394947, -0.9230865240097046, -0.8150016665458679, -0.8550656735897064, -1.18178191781044]|94535.0078125000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[-0.428474741987884, -0.7226527836173773, -0.6699505299329758, -0.484474278986454, -0.9609687551856041, -0.9887298196554184, -0.7066208124160767, -0.7841751724481583, -1.0262218154966831, -1.6180313229560852, -1.1931573152542114, -1.4543160386383533, -0.9330406188964844, -1.2465374916791916, -0.8368582539260387, -0.7720180749893188, -0.9700391888618469, -0.4983508214354515, -0.6861891150474548, -0.5190423205494881, -1.2495960220694542, -0.7561671882867813, -0.7629677057266235, -0.8181965351104736, -1.277053914964199, -0.7045579105615616, -1.097376026213169, -1.2015101909637451, -1.1808029189705849, -0.8095600977540016, -1.0997301936149597, -0.6895788684487343, -0.6266830787062645, -0.613237202167511, -1.0245918594300747, -1.224596630781889, -1.0013587325811386, -0.8375018909573555, -1.5158547759056091, -0.59356889128685, -0.3702336438000202, -0.9838754385709763, -1.2174309194087982, -0.7491489797830582, -0.7798074223101139, -0.7662476524710655, -1.1198351979255676, -0.5532107055187225, -0.9570700600743294, -1.1716353818774223]|89813.7421875000000000|      4.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
      33|[-2.0532606418782935, 0.0832201341270715, -0.099185888941596, -0.053164783231525, 0.0471045718130067, 0.9258946727362691, -0.2151141679932998, -0.5001727781252894, -1.2217284219172424, -0.4985978587061097, 0.1407317880571332, 0.3364637398856297, -0.7013486776662923, 0.0387179944704801, -0.014598770683895, -1.1216928208787467, 0.2850590955513877, 0.8095648572506552, -0.7080572685187126, -0.3713601023060035, -0.0651291257861061, -1.7803286207716773, 0.9658550244213714, -0.1439599433631185, 0.7234508460038275, -0.1966568178751863, -1.2907969724585742, -0.7324128706429931, 0.3742687760334814, -0.1015529348991535, 0.5446496109396184, -0.5437291364174359, -0.9649887127823495, 0.0290626246506561, -0.179543073832662, 0.1571450174763956, 0.1408909383238708, -0.7526057150783648, -0.7654067865705667, 0.455102284840939, -0.8906794550967245, -0.8278680449128581, -0.6653294125757894, -0.6845091269247219, -0.0296218095732158, 0.1775476344170638, 0.4766462509707757, 0.4928958109574243, 0.2449030008854016, -0.2399867355848395]|12160.5078125000000000|      2.00000000|[1693, 266, 0, 133]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[-1.6744979612126392, -0.160140057749575, -0.0093321017823998, -0.4124620207174795, -0.0552803883779618, 1.0672322542211812, -0.0390307729980615, -0.4860827442205122, -1.1081158252894034, -0.5636603986965629, 0.5191836023413661, 0.1404618742808439, -0.4428989298133615, 0.0190206513489271, -0.3505016418368043, -1.1487770953485898, 0.4206158856470521, 0.4470410064132713, -0.7933332109532913, -0.6249864856726745, -0.1816778215691765, -1.7873572164420672, 0.740278497974791, 0.4589791432703312, 0.5789549638804872, -0.0769461807504595, -1.0040670702381922, -0.7162167473347976, 0.1048267970999855, -0.1443665197905059, 0.5685999931851116, -0.3969429370925857, -0.6516730335001887, -0.1930894550258246, 0.0753140811920817, -0.6789665442996418, -0.2873819159746324, -1.0918888698881313, -0.4445082565288072, 0.6858936417029409, -0.1857061687829444, -0.85820736894839, -0.7807740460990047, -0.3448203380272402, 0.1956063162276989, 0.3280346446340524, 0.4625429605344232, 0.6369916356501593, 0.1171068392102574, 0.2616570853946524]|8832.3847656250000000|      4.00000000|[1719, 270, 0, 135]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      35|[-1.6744979612126392, -0.160140057749575, -0.0093321017823998, -0.4124620207174795, -0.0552803883779618, 1.0672322542211812, -0.0390307729980615, -0.4860827442205122, -1.1081158252894034, -0.5636603986965629, 0.5191836023413661, 0.1404618742808439, -0.4428989298133615, 0.0190206513489271, -0.3505016418368043, -1.1487770953485898, 0.4206158856470521, 0.4470410064132713, -0.7933332109532913, -0.6249864856726745, -0.1816778215691765, -1.7873572164420672, 0.740278497974791, 0.4589791432703312, 0.5789549638804872, -0.0769461807504595, -1.0040670702381922, -0.7162167473347976, 0.1048267970999855, -0.1443665197905059, 0.5685999931851116, -0.3969429370925857, -0.6516730335001887, -0.1930894550258246, 0.0753140811920817, -0.6789665442996418, -0.2873819159746324, -1.0918888698881313, -0.4445082565288072, 0.6858936417029409, -0.1857061687829444, -0.85820736894839, -0.7807740460990047, -0.3448203380272402, 0.1956063162276989, 0.3280346446340524, 0.4625429605344232, 0.6369916356501593, 0.1171068392102574, 0.2616570853946524]|8832.3847656250000000|      2.00000000|[1793, 282, 0, 141]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      36|[-1.5611865751021408, -0.5210926754507952, -0.141295260984986, -0.0724236763810294, -0.2641338508508891, 0.8969372958221711, -0.1405046181307696, 0.3021779939985152, -1.0056685401383338, -0.6343649990631403, 0.7519685450945601, 0.2876950358408185, -0.5374159934325752, 0.1543475388171422, -0.0736079575654493, -0.6867191062286588, 0.1976267958314732, 0.6424051190621711, -0.2375006245296523, -0.5397055777156609, -0.3511724737161344, -1.7009153616303976, 0.4439657454171824, 0.8059969509803981, 0.485885373573035, 0.4447777108409282, -1.0463864368752298, -0.6350252284467205, 0.4438273346775432, 0.1013156624388681, 0.49135397515564, -0.75765505003184, -0.5855541985242557, 0.1172585122487145, 0.2689800514376554, 0.0664441016131574, -0.4242318148777412, -1.3597977813963866, -0.4336818340087804, 0.285752921921091, 0.2071328875613228, -0.7625693340105232, -0.4288464277149168, -0.2160611895012177, 0.0909193800282306, 0.3029094317923077, 0.5964986876843132, 0.6843370582299271, 0.4010351563093736, 0.2335545054979927]|8174.4443359375000000|      4.00000000|[1847, 290, 0, 145]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      37|[-1.5611865751021408, -0.5210926754507952, -0.141295260984986, -0.0724236763810294, -0.2641338508508891, 0.8969372958221711, -0.1405046181307696, 0.3021779939985152, -1.0056685401383338, -0.6343649990631403, 0.7519685450945601, 0.2876950358408185, -0.5374159934325752, 0.1543475388171422, -0.0736079575654493, -0.6867191062286588, 0.1976267958314732, 0.6424051190621711, -0.2375006245296523, -0.5397055777156609, -0.3511724737161344, -1.7009153616303976, 0.4439657454171824, 0.8059969509803981, 0.485885373573035, 0.4447777108409282, -1.0463864368752298, -0.6350252284467205, 0.4438273346775432, 0.1013156624388681, 0.49135397515564, -0.75765505003184, -0.5855541985242557, 0.1172585122487145, 0.2689800514376554, 0.0664441016131574, -0.4242318148777412, -1.3597977813963866, -0.4336818340087804, 0.285752921921091, 0.2071328875613228, -0.7625693340105232, -0.4288464277149168, -0.2160611895012177, 0.0909193800282306, 0.3029094317923077, 0.5964986876843132, 0.6843370582299271, 0.4010351563093736, 0.2335545054979927]|8174.4443359375000000|      2.00000000|[1922, 302, 0, 151]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      38|[-1.5192491574325329, -0.5056623683781747, -0.3717684152546036, 0.1882154027149321, -0.4677584207999287, 0.8720467386126705, -0.1039853988319011, 0.575456210182067, -1.3054717903777076, -0.3523263485785391, 0.5241699562895732, -0.0580981981726809, -0.831159436260105, 0.0709156185628464, -0.3106726738033196, -0.5419628162067323, 0.1130651192240665, 0.7865269834159831, -0.5311794337808369, -0.7107607688913236, 0.1352176869746434, -1.6128317980989242, 0.2975702397378045, 0.6575526318156034, 0.3813323185391137, 0.0498440625168839, -1.108153756933604, -0.4662671587353509, 0.7238225608225428, -0.4710432663265319, 0.5030512803687502, -0.0783942524840968, -0.5658467677421533, 0.0282441715960341, 0.3400666887537515, -0.0615603587710855, -0.4608218416442631, -0.8323582143580724, 0.2288811627359558, 0.8439076548529522, 0.5742472281857383, -0.4194609918747477, -0.37301777468301, 0.2390224064961712, 0.2378584752855368, 0.0031926378868672, 0.7236571992395062, 0.7217769009333187, 0.4660442436472794, -0.0728253055717044]|6716.2402343750000000|      4.00000000|[1948, 306, 0, 153]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      39|[-1.5192491574325329, -0.5056623683781747, -0.3717684152546036, 0.1882154027149321, -0.4677584207999287, 0.8720467386126705, -0.1039853988319011, 0.575456210182067, -1.3054717903777076, -0.3523263485785391, 0.5241699562895732, -0.0580981981726809, -0.831159436260105, 0.0709156185628464, -0.3106726738033196, -0.5419628162067323, 0.1130651192240665, 0.7865269834159831, -0.5311794337808369, -0.7107607688913236, 0.1352176869746434, -1.6128317980989242, 0.2975702397378045, 0.6575526318156034, 0.3813323185391137, 0.0498440625168839, -1.108153756933604, -0.4662671587353509, 0.7238225608225428, -0.4710432663265319, 0.5030512803687502, -0.0783942524840968, -0.5658467677421533, 0.0282441715960341, 0.3400666887537515, -0.0615603587710855, -0.4608218416442631, -0.8323582143580724, 0.2288811627359558, 0.8439076548529522, 0.5742472281857383, -0.4194609918747477, -0.37301777468301, 0.2390224064961712, 0.2378584752855368, 0.0031926378868672, 0.7236571992395062, 0.7217769009333187, 0.4660442436472794, -0.0728253055717044]|6716.2402343750000000|      2.00000000|[2012, 316, 0, 158]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      40|[-1.5192491574325329, -0.5056623683781747, -0.3717684152546036, 0.1882154027149321, -0.4677584207999287, 0.8720467386126705, -0.1039853988319011, 0.575456210182067, -1.3054717903777076, -0.3523263485785391, 0.5241699562895732, -0.0580981981726809, -0.831159436260105, 0.0709156185628464, -0.3106726738033196, -0.5419628162067323, 0.1130651192240665, 0.7865269834159831, -0.5311794337808369, -0.7107607688913236, 0.1352176869746434, -1.6128317980989242, 0.2975702397378045, 0.6575526318156034, 0.3813323185391137, 0.0498440625168839, -1.108153756933604, -0.4662671587353509, 0.7238225608225428, -0.4710432663265319, 0.5030512803687502, -0.0783942524840968, -0.5658467677421533, 0.0282441715960341, 0.3400666887537515, -0.0615603587710855, -0.4608218416442631, -0.8323582143580724, 0.2288811627359558, 0.8439076548529522, 0.5742472281857383, -0.4194609918747477, -0.37301777468301, 0.2390224064961712, 0.2378584752855368, 0.0031926378868672, 0.7236571992395062, 0.7217769009333187, 0.4660442436472794, -0.0728253055717044]|6716.2402343750000000|      1.00000000|[2078, 326, 0, 163]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      41|[-1.2414485676326519, -0.6129004375548486, -0.3579566639857995, 0.2895488569662215, -0.1501518524634419, 1.0143893060565181, -0.2613385317950816, 0.5555354028502666, -1.3095866342826796, -0.4298196213003065, 0.3279384122717814, -0.0707560584666653, -0.6874843473776587, 0.0887311898411801, -0.3885129200634858, -0.7130091179292588, 0.1253803999595592, 0.7696222363023977, -0.318307345825362, -0.7863229479799161, 0.0795283483799683, -1.8461328714116836, 0.3583429865391808, 0.4262895605170042, 0.2496175125784585, 0.098599857280449, -0.9311718011669261, -0.518326779354171, 0.7937874018307292, -0.3525604977909179, 0.4342226529015948, 0.0957839603969914, -0.586993199307438, -0.0481654663319749, 0.5666164184586083, 0.0419611968910697, -0.1513075873126744, -0.6629518450295736, 0.4452400926084686, 0.7959192028356449, 0.5144568292601954, -0.482391948357635, -0.3779262879607791, 0.3671379412785808, 0.1931457157311507, 0.0127698200084421, 0.6367977792976041, 0.5197002274256283, 0.2303716058270356, 0.0152151208017773]|5858.8637695312500000|      2.00000000|[2104, 330, 0, 165]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      42|[-1.2414485676326519, -0.6129004375548486, -0.3579566639857995, 0.2895488569662215, -0.1501518524634419, 1.0143893060565181, -0.2613385317950816, 0.5555354028502666, -1.3095866342826796, -0.4298196213003065, 0.3279384122717814, -0.0707560584666653, -0.6874843473776587, 0.0887311898411801, -0.3885129200634858, -0.7130091179292588, 0.1253803999595592, 0.7696222363023977, -0.318307345825362, -0.7863229479799161, 0.0795283483799683, -1.8461328714116836, 0.3583429865391808, 0.4262895605170042, 0.2496175125784585, 0.098599857280449, -0.9311718011669261, -0.518326779354171, 0.7937874018307292, -0.3525604977909179, 0.4342226529015948, 0.0957839603969914, -0.586993199307438, -0.0481654663319749, 0.5666164184586083, 0.0419611968910697, -0.1513075873126744, -0.6629518450295736, 0.4452400926084686, 0.7959192028356449, 0.5144568292601954, -0.482391948357635, -0.3779262879607791, 0.3671379412785808, 0.1931457157311507, 0.0127698200084421, 0.6367977792976041, 0.5197002274256283, 0.2303716058270356, 0.0152151208017773]|5858.8637695312500000|      1.00000000|[2179, 342, 0, 171]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      43|[-1.3512855036296612, -0.5315877140970353, -0.3670079329061019, 0.0448112467453123, -0.1247085369574604, 0.9602375102520175, -0.3252141324906916, 0.5389727584580146, -1.2353421350761367, -0.5727242009397413, 0.2912470707226233, -0.0979092803569956, -0.6748989216282376, 0.1776831202448895, -0.5407754736361405, -0.6652911815922646, -0.0269164262838414, 0.8190318418650846, -0.1192736831485508, -0.641107317448605, 0.01354424827659, -1.7244493856056953, 0.1048893742116052, 0.4739903828703672, 0.3868493840641686, 0.1803048016526261, -0.7325719708971126, -0.4557289457803528, 0.9484259455557429, -0.3705003373030277, 0.6684110158576418, 0.289782863433109, -0.7705116239376031, 0.1611753742461043, 0.3990979368464028, -0.1088677457654474, -0.1739488363137005, -0.3883556605374624, 0.3170071664781738, 0.783028173827912, 0.4603307863875281, -0.4035638519678645, -0.1289367804048175, 0.1495120848790447, 0.3503739471612044, 0.2092316316701623, 0.7467738995907445, 0.6487056893568569, 0.0703775996701142, -0.1778470356370502]|5284.3730468750000000|      2.00000000|[2193, 344, 0, 172]                                                        | | GPS sucess | actual_k=2
      44|[-1.9456717044751404, -0.4250009095959716, -0.2773835038950671, 0.3941083574854006, -0.5970892831521648, 0.7417630922337409, -0.1268899352808114, 0.5814463612187972, -1.457931345745721, -0.3964942157932491, 0.1141412385716662, -0.3176910576629497, -0.3787221699931179, 0.2673909338535083, -0.2473994801549031, -0.2527730881876786, -0.2143386252771945, 0.9744837262558006, -0.5189300197944523, 0.1032940469528916, 0.1523903456251316, -1.553784034625548, 0.1326567041179827, 0.4126227359049277, -0.0455020731838609, -0.167540587548554, -0.4160280780681855, -0.6470461291176726, 0.5798316057377738, 0.0277844009121466, 0.7107232548372675, 0.3270123757781897, -0.6418755609509947, -0.1915116870535281, 0.1735143618935692, -0.2564763567268346, -0.0681583950651373, -0.5375774815256628, 0.5757176596409885, 0.3218944601928435, 0.3168886557308104, -0.982704600204889, 0.0617383323814474, 0.0774774734712783, 0.1208419450477141, 0.3856186104666137, 0.7087643622102577, 0.8713633452639132, -0.0435551370292288, 0.0235258082425884]|5224.7104492187500000|      4.00000000|[2256, 354, 0, 177]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      45|[-1.9456717044751404, -0.4250009095959716, -0.2773835038950671, 0.3941083574854006, -0.5970892831521648, 0.7417630922337409, -0.1268899352808114, 0.5814463612187972, -1.457931345745721, -0.3964942157932491, 0.1141412385716662, -0.3176910576629497, -0.3787221699931179, 0.2673909338535083, -0.2473994801549031, -0.2527730881876786, -0.2143386252771945, 0.9744837262558006, -0.5189300197944523, 0.1032940469528916, 0.1523903456251316, -1.553784034625548, 0.1326567041179827, 0.4126227359049277, -0.0455020731838609, -0.167540587548554, -0.4160280780681855, -0.6470461291176726, 0.5798316057377738, 0.0277844009121466, 0.7107232548372675, 0.3270123757781897, -0.6418755609509947, -0.1915116870535281, 0.1735143618935692, -0.2564763567268346, -0.0681583950651373, -0.5375774815256628, 0.5757176596409885, 0.3218944601928435, 0.3168886557308104, -0.982704600204889, 0.0617383323814474, 0.0774774734712783, 0.1208419450477141, 0.3856186104666137, 0.7087643622102577, 0.8713633452639132, -0.0435551370292288, 0.0235258082425884]|5224.7104492187500000|      2.00000000|[2330, 366, 0, 183]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      46|[-1.8569068358231124, -0.0366921840338925, 0.0935353038134341, 0.5286713274188451, -0.4612084876530616, 0.8664949703328305, -0.1781175308616673, 0.2892414496196133, -1.0342397509181303, -0.3323912307528242, 0.1279773417643889, -0.1013853250387431, -0.5720482051846141, 0.2939506687622039, -0.7167088774864281, -0.4804814643682999, 0.1260299585656336, 1.2945298616991225, -0.7671747280695385, -0.1160198122815233, 0.5268782969889376, -1.4462592373845462, 0.42301683957558, 0.4544852894729113, 0.0971853674219665, -0.3207411774240297, -0.7411716409868226, -0.9546320902417258, 0.6733853353832262, -0.3174025063397689, 0.4648389516113607, 0.1495297706962826, -0.6348057335079349, 0.0684513975162279, -0.23568213348318, 0.1776069367735273, 0.1248291945268764, -0.7567395309742738, 0.1677684117281529, -0.0452471527692416, 0.1035215336398811, -0.6377975206359194, 0.3570493705952897, -0.4246853924907269, -0.309593528957062, 0.4864536486265098, 0.3559461679060698, 0.3097889104868713, -0.1293814478913337, 0.2143961096385401]|4438.6503906250000000|      4.00000000|[2384, 374, 0, 187]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      47|[-1.8569068358231124, -0.0366921840338925, 0.0935353038134341, 0.5286713274188451, -0.4612084876530616, 0.8664949703328305, -0.1781175308616673, 0.2892414496196133, -1.0342397509181303, -0.3323912307528242, 0.1279773417643889, -0.1013853250387431, -0.5720482051846141, 0.2939506687622039, -0.7167088774864281, -0.4804814643682999, 0.1260299585656336, 1.2945298616991225, -0.7671747280695385, -0.1160198122815233, 0.5268782969889376, -1.4462592373845462, 0.42301683957558, 0.4544852894729113, 0.0971853674219665, -0.3207411774240297, -0.7411716409868226, -0.9546320902417258, 0.6733853353832262, -0.3174025063397689, 0.4648389516113607, 0.1495297706962826, -0.6348057335079349, 0.0684513975162279, -0.23568213348318, 0.1776069367735273, 0.1248291945268764, -0.7567395309742738, 0.1677684117281529, -0.0452471527692416, 0.1035215336398811, -0.6377975206359194, 0.3570493705952897, -0.4246853924907269, -0.309593528957062, 0.4864536486265098, 0.3559461679060698, 0.3097889104868713, -0.1293814478913337, 0.2143961096385401]|4438.6503906250000000|      2.00000000|[2459, 386, 0, 193]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      48|[-2.038863593151979, 0.249777211859977, 0.4541376416429022, 0.5301733848857884, 0.0763511704332607, 0.9054130070414673, -0.0824058327576376, 0.4560855836885908, -0.7939857382726041, -0.2010524705287982, 0.0457986354972085, -0.2917637437395721, 0.1005407953937887, 0.0460663677564057, -0.5994524303773376, -0.827044286301731, 0.2589511051984202, 1.4905211424889182, -0.4286904093171691, -0.2145044626621014, 0.6862876327244597, -1.1346232234232363, 0.2842932059575271, 0.5977917837038668, -0.5510663336406512, -0.5350092414770882, -0.5083161089241809, -0.3899767172661268, 0.4226364103905258, -0.1522765624965981, 0.6727128324275301, 0.1139107888500703, -0.4864825036794465, 0.0741827076418037, -0.1408891733384629, -0.1265837671041812, -0.2592829670134137, -0.8148512295476057, -0.2469823044072581, 0.1560644766167874, -0.1414766873578195, -0.4102165793351126, 0.1811727657725074, -0.4122307194971422, 0.0387800059908208, 0.6908003379944834, -0.0875829832486553, 0.5735133552678313, -0.6594748357293794, 0.2841960640668699]|3958.5385742187500000|      4.00000000|[2486, 390, 0, 195]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      49|[-2.038863593151979, 0.249777211859977, 0.4541376416429022, 0.5301733848857884, 0.0763511704332607, 0.9054130070414673, -0.0824058327576376, 0.4560855836885908, -0.7939857382726041, -0.2010524705287982, 0.0457986354972085, -0.2917637437395721, 0.1005407953937887, 0.0460663677564057, -0.5994524303773376, -0.827044286301731, 0.2589511051984202, 1.4905211424889182, -0.4286904093171691, -0.2145044626621014, 0.6862876327244597, -1.1346232234232363, 0.2842932059575271, 0.5977917837038668, -0.5510663336406512, -0.5350092414770882, -0.5083161089241809, -0.3899767172661268, 0.4226364103905258, -0.1522765624965981, 0.6727128324275301, 0.1139107888500703, -0.4864825036794465, 0.0741827076418037, -0.1408891733384629, -0.1265837671041812, -0.2592829670134137, -0.8148512295476057, -0.2469823044072581, 0.1560644766167874, -0.1414766873578195, -0.4102165793351126, 0.1811727657725074, -0.4122307194971422, 0.0387800059908208, 0.6908003379944834, -0.0875829832486553, 0.5735133552678313, -0.6594748357293794, 0.2841960640668699]|3958.5385742187500000|      2.00000000|[2562, 402, 0, 201]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      50|[-1.7754059670476243, 0.6602292499096749, 0.1937397007688025, 0.5441520515117053, 0.6576401637918727, 0.9240191184487473, -0.2623226914307333, 0.3888437138217428, -0.8589628179025022, 0.1367497607829999, 0.2107331216479501, 0.078232684750113, 0.316283264227712, -0.1911297200808136, -0.4893959853747818, -0.4546516914874305, 0.2292728126259219, 1.5477667211057757, -0.6849460956002806, -0.0612293304828411, 0.5675583542792159, -1.0641508712165293, 0.2783531188179206, 0.8235043661728533, 0.1461978012432295, -0.4513959724460403, -0.595474014025957, -0.2944539261188948, 0.5294990820638237, -0.1519954474340633, 0.9699763951068209, -0.5713990384776579, -0.3844592076212685, 0.1781177556259269, 0.1415202860140304, -0.2815968366146411, 0.2599854265031268, -0.3732736459961988, -0.4860038291942073, 0.314403857834744, -0.0656870271424417, -0.019783476488967, 0.3672899380137183, -0.3953828184508661, -0.1929111756688777, 0.2147784521225962, -0.3285808192424221, 0.4690776729710784, -0.8018204877135942, -0.268799736905115]|3611.3320312500000000|      4.00000000|[2576, 404, 0, 202]                                                        | | GPS sucess | actual_k=2
      51|[-1.7754059670476243, 0.6602292499096749, 0.1937397007688025, 0.5441520515117053, 0.6576401637918727, 0.9240191184487473, -0.2623226914307333, 0.3888437138217428, -0.8589628179025022, 0.1367497607829999, 0.2107331216479501, 0.078232684750113, 0.316283264227712, -0.1911297200808136, -0.4893959853747818, -0.4546516914874305, 0.2292728126259219, 1.5477667211057757, -0.6849460956002806, -0.0612293304828411, 0.5675583542792159, -1.0641508712165293, 0.2783531188179206, 0.8235043661728533, 0.1461978012432295, -0.4513959724460403, -0.595474014025957, -0.2944539261188948, 0.5294990820638237, -0.1519954474340633, 0.9699763951068209, -0.5713990384776579, -0.3844592076212685, 0.1781177556259269, 0.1415202860140304, -0.2815968366146411, 0.2599854265031268, -0.3732736459961988, -0.4860038291942073, 0.314403857834744, -0.0656870271424417, -0.019783476488967, 0.3672899380137183, -0.3953828184508661, -0.1929111756688777, 0.2147784521225962, -0.3285808192424221, 0.4690776729710784, -0.8018204877135942, -0.268799736905115]|3611.3320312500000000|      2.00000000|[2641, 414, 0, 207]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
