k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646135926247, 0.2747186124324799, -0.1371344774961472, 0.4579889476299286, 0.2082384824752808, -0.3116141855716705, -0.1069749742746353, -0.1159370169043541, 0.1397458463907242, 0.0341021008789539, -0.1914674788713455, -0.0652851238846779, -0.0144762769341469, 0.3372019827365875, 0.0044242618605494, 0.0833753123879433, 0.1970299333333969, 0.3441072106361389, 0.0740230232477188, 0.0973721370100975, -0.072860524058342, -0.4003027379512787]| 14.1187686920166016|      2.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
      18|[-2.319052387960255, 1.3090245425701141, -0.0694717019796371, 4.929684028495103, 6.073880136013031, -0.3112547658383846, -0.8797522932291031, -3.646842898800969, -4.96918436512351, 1.5309716795600252, -5.016017679125071, 1.3811686113476753, -1.9012211188673973, 4.608444259501994, -1.7672057570889592, -5.941394527209923, -2.4655669927597046, -1.91619124263525, 2.374372881837189, 2.115469552576542, -3.6465184092521667, 0.0866193827241659]| 12.1365346908569336|      4.00000000|[541, 36, 0, 36]                                                           |  | used linear model with 33 points | actual_k=1
      19|[-2.319052387960255, 1.3090245425701141, -0.0694717019796371, 4.929684028495103, 6.073880136013031, -0.3112547658383846, -0.8797522932291031, -3.646842898800969, -4.96918436512351, 1.5309716795600252, -5.016017679125071, 1.3811686113476753, -1.9012211188673973, 4.608444259501994, -1.7672057570889592, -5.941394527209923, -2.4655669927597046, -1.91619124263525, 2.374372881837189, 2.115469552576542, -3.6465184092521667, 0.0866193827241659]| 12.1365346908569336|      2.00000000|[571, 38, 0, 38]                                                           |  | used linear model with 33 points | actual_k=1
      20|[-2.595799674279988, 0.6155441701412201, -0.1305387653410435, 5.204028115142137, 6.295426979660988, 0.6491003967821598, -0.32711161673069, -4.090046050027013, -5.798365261405706, 1.4306044464028673, -5.147516567260027, 1.736646093428135, -2.3685109838843346, 4.394088015891612, -1.3241354646161199, -6.02923369850032, -2.1193078458309174, -1.6266550347208977, 2.66615251917392, 2.4254216626286507, -4.088509827852249, 0.0665659848600626]| 12.1353979110717773|      4.00000000|[601, 40, 0, 40]                                                           | | GPS sucess | actual_k=1
      21|[-2.9243715601041913, 0.1329789757728577, 0.8459102474153042, 5.3650029306299984, 6.878345087170601, -1.1382631324231625, -0.4271712526679039, -2.8417700547724962, -6.89381542429328, 2.1448778395570116, -5.040691871196032, 1.692127950489521, -3.9145174250006676, 4.558543951250613, -1.3689249018207192, -7.345209841383621, -1.7184334695339203, -1.709079161286354, 2.423858311958611, 0.5843394473195076, -3.8523741960525513, -0.1095629688352346]| 12.1352128982543945|      8.00000000|[631, 42, 0, 42]                                                           | | GPS sucess | actual_k=1
      22|[-2.9243715601041913, 0.1329789757728577, 0.8459102474153042, 5.3650029306299984, 6.878345087170601, -1.1382631324231625, -0.4271712526679039, -2.8417700547724962, -6.89381542429328, 2.1448778395570116, -5.040691871196032, 1.692127950489521, -3.9145174250006676, 4.558543951250613, -1.3689249018207192, -7.345209841383621, -1.7184334695339203, -1.709079161286354, 2.423858311958611, 0.5843394473195076, -3.8523741960525513, -0.1095629688352346]| 12.1352128982543945|      4.00000000|[661, 44, 0, 44]                                                           |  | used linear model with 33 points | actual_k=1
      23|[-4.193577845580876, 1.0422205924987793, 1.4882560335099697, 6.073538303840905, 7.928933456540108, -1.0514286942780018, -0.5074188560247421, -1.8991087693721056, -5.139539983123541, 2.8115782027161913, -5.217667613178492, 3.3581525161862373, -3.982164740562439, 4.224164933897555, -0.7812483171001077, -8.405307178152725, -1.9805866479873657, -1.4096034318208694, 1.752640631981194, 0.9013955965638161, -5.15498161315918, 0.4567410591989756]| 12.1320133209228516|      8.00000000|[691, 46, 0, 46]                                                           | | GPS sucess | actual_k=1
      24|[-4.193577845580876, 1.0422205924987793, 1.4882560335099697, 6.073538303840905, 7.928933456540108, -1.0514286942780018, -0.5074188560247421, -1.8991087693721056, -5.139539983123541, 2.8115782027161913, -5.217667613178492, 3.3581525161862373, -3.982164740562439, 4.224164933897555, -0.7812483171001077, -8.405307178152725, -1.9805866479873657, -1.4096034318208694, 1.752640631981194, 0.9013955965638161, -5.15498161315918, 0.4567410591989756]| 12.1320133209228516|      4.00000000|[721, 48, 0, 48]                                                           |  | used linear model with 33 points | actual_k=1
      25|[-5.515781839378178, 1.414890319108963, 2.366952296346426, 6.925660312641412, 9.74433322250843, -1.6490681357681751, -1.5684486478567123, -0.9108830112963915, -6.305509593337774, 3.6593055610574083, -5.340558465570211, 4.419330723583698, -3.6507917642593384, 3.9960513273254037, -0.7799695817520842, -9.379327301634476, -2.3844338953495026, -1.6917115598917007, 1.7054953137412667, 2.111676849424839, -5.515051424503326, 1.2875423673540354]| 12.1291475296020508|      8.00000000|[751, 50, 0, 50]                                                           | | GPS sucess | actual_k=1
      26|[-5.515781839378178, 1.414890319108963, 2.366952296346426, 6.925660312641412, 9.74433322250843, -1.6490681357681751, -1.5684486478567123, -0.9108830112963915, -6.305509593337774, 3.6593055610574083, -5.340558465570211, 4.419330723583698, -3.6507917642593384, 3.9960513273254037, -0.7799695817520842, -9.379327301634476, -2.3844338953495026, -1.6917115598917007, 1.7054953137412667, 2.111676849424839, -5.515051424503326, 1.2875423673540354]| 12.1291475296020508|      4.00000000|[781, 52, 0, 52]                                                           |  | used linear model with 33 points | actual_k=1
      27|[-5.515781839378178, 1.414890319108963, 2.366952296346426, 6.925660312641412, 9.74433322250843, -1.6490681357681751, -1.5684486478567123, -0.9108830112963915, -6.305509593337774, 3.6593055610574083, -5.340558465570211, 4.419330723583698, -3.6507917642593384, 3.9960513273254037, -0.7799695817520842, -9.379327301634476, -2.3844338953495026, -1.6917115598917007, 1.7054953137412667, 2.111676849424839, -5.515051424503326, 1.2875423673540354]| 12.1291475296020508|      2.00000000|[811, 54, 0, 54]                                                           |  | used linear model with 33 points | actual_k=1
      28|[-5.368138615973294, 1.331279031932354, 2.218080263584852, 6.863241315353662, 10.490390494465828, -1.3912258334457874, -1.428255945444107, -0.3510364312678576, -6.457618709653616, 4.436182249060948, -5.808439638465643, 4.350521586835384, -4.101535826921463, 4.132433504797518, -0.6235937563469633, -9.297392663313076, -1.7623737156391144, -0.8482684046030045, 1.844422952271998, 2.2252107337117195, -6.383982598781586, 1.2757256124168634]| 12.1289501190185547|      4.00000000|[841, 56, 0, 56]                                                           | | GPS sucess | actual_k=1
      29|[-5.368138615973294, 1.331279031932354, 2.218080263584852, 6.863241315353662, 10.490390494465828, -1.3912258334457874, -1.428255945444107, -0.3510364312678576, -6.457618709653616, 4.436182249060948, -5.808439638465643, 4.350521586835384, -4.101535826921463, 4.132433504797518, -0.6235937563469633, -9.297392663313076, -1.7623737156391144, -0.8482684046030045, 1.844422952271998, 2.2252107337117195, -6.383982598781586, 1.2757256124168634]| 12.1289501190185547|      2.00000000|[871, 58, 0, 58]                                                           |  | used linear model with 33 points | actual_k=1
      30|[-5.27815926540643, 0.5915465876460075, 2.4872505478560925, 6.785852514673024, 10.884671226143837, -2.038535851985216, -0.9023714363574982, -0.2013625521212816, -7.044449742883444, 4.8010584895528154, -5.273728039115667, 4.719671867787838, -4.351817011833191, 3.683097810484469, -1.380592712550424, -8.703614410711452, -1.8507047221064568, -0.5215017348527908, 1.8859036164358258, 2.691313274204731, -6.317500375211239, 1.5306883249431849]| 12.1288013458251953|      4.00000000|[901, 60, 0, 60]                                                           | | GPS sucess | actual_k=1
      31|[-5.27815926540643, 0.5915465876460075, 2.4872505478560925, 6.785852514673024, 10.884671226143837, -2.038535851985216, -0.9023714363574982, -0.2013625521212816, -7.044449742883444, 4.8010584895528154, -5.273728039115667, 4.719671867787838, -4.351817011833191, 3.683097810484469, -1.380592712550424, -8.703614410711452, -1.8507047221064568, -0.5215017348527908, 1.8859036164358258, 2.691313274204731, -6.317500375211239, 1.5306883249431849]| 12.1288013458251953|      2.00000000|[931, 62, 0, 62]                                                           |  | used linear model with 33 points | actual_k=1
      32|[-5.637266104109585, 0.2918244227766991, 1.8885996751487255, 7.252431355882436, 10.50371415913105, -2.1373536624014378, -0.7084097862243652, 0.3656620364636183, -6.387721713632345, 5.234671313039144, -5.376629840582609, 4.981959752738476, -4.175397038459778, 4.125180990435183, -1.2288369921734557, -8.15725636179559, -1.7311540246009827, -0.1724611669778824, 2.231266458518803, 3.215244598686695, -5.848898522555828, 2.3642444405704737]| 12.1274871826171875|      4.00000000|[961, 64, 0, 64]                                                           | | GPS sucess | actual_k=1
      33|[-6.235753660090268, 0.4718508943915367, 2.370460581034422, 7.584028058219701, 10.331372812390327, -0.9804643429815769, 0.8177047967910767, -0.2873319406062365, -6.550632905215025, 4.576999325028737, -6.11231030151248, 5.743557445704937, -2.0161231756210327, 4.357750506140292, -1.418800869374536, -7.923340704990551, -3.2254629731178284, 0.0759053528308868, 3.2908078031614423, 3.2192960856482387, -7.004952065646648, 2.412244973704219]| 12.1260995864868164|      8.00000000|[991, 66, 0, 66]                                                           | | GPS sucess | actual_k=1
      34|[-6.235753660090268, 0.4718508943915367, 2.370460581034422, 7.584028058219701, 10.331372812390327, -0.9804643429815769, 0.8177047967910767, -0.2873319406062365, -6.550632905215025, 4.576999325028737, -6.11231030151248, 5.743557445704937, -2.0161231756210327, 4.357750506140292, -1.418800869374536, -7.923340704990551, -3.2254629731178284, 0.0759053528308868, 3.2908078031614423, 3.2192960856482387, -7.004952065646648, 2.412244973704219]| 12.1260995864868164|      4.00000000|[1021, 68, 0, 68]                                                          |  | used linear model with 33 points | actual_k=1
      35|[-7.254484658129513, 0.8292463049292564, 2.0169857256114483, 8.423117213416845, 10.594263926148415, -1.717247549444437, 0.7610034197568893, -0.4068076256662607, -5.702273558825254, 5.439201134911855, -6.355579059571028, 5.144447676837444, -0.2491230964660645, 2.850852102972567, -2.527844705968164, -7.57836550171487, -3.2170243775472045, -1.3587710559368134, 2.198074300773442, 4.310863005928695, -6.878835014998913, 2.9534470420330763]| 12.1239271163940430|      8.00000000|[1051, 70, 0, 70]                                                          | | GPS sucess | actual_k=1
      36|[-9.587569718249142, 1.0994522497057915, 4.895264219492674, 9.804717712569982, 9.537398472428322, -1.9002970643341541, -0.6570040732622147, 2.4056671019643545, -5.0846349112689495, 5.417964746899088, -3.7850522212684155, 3.354924790561199, 0.0791536569595337, 5.424591631628573, -0.0425177005818114, -6.462949213339016, -3.758019379340112, -0.2604027688503265, 4.241629798896611, 3.5830104826018214, -9.231394581496716, 1.8881701808422804]| 12.1188564300537109|     16.00000000|[1081, 72, 0, 72]                                                          | | GPS sucess | actual_k=1
      37|[-9.587569718249142, 1.0994522497057915, 4.895264219492674, 9.804717712569982, 9.537398472428322, -1.9002970643341541, -0.6570040732622147, 2.4056671019643545, -5.0846349112689495, 5.417964746899088, -3.7850522212684155, 3.354924790561199, 0.0791536569595337, 5.424591631628573, -0.0425177005818114, -6.462949213339016, -3.758019379340112, -0.2604027688503265, 4.241629798896611, 3.5830104826018214, -9.231394581496716, 1.8881701808422804]| 12.1188564300537109|      8.00000000|[1111, 74, 0, 74]                                                          |  | used linear model with 33 points | actual_k=1
      38|[-12.304737095721066, 4.600436203181744, 6.787167500704527, 11.254903130698949, 9.649794474244118, -1.1943434067070484, 1.1513992995023727, 1.7625941392034292, -4.161174904555082, 5.102136691755732, -4.988557260483503, 3.9837243482470512, 1.5830169916152954, 2.402523131109774, 0.354577979655005, -8.267367181135342, -3.4730870639905334, -2.180287927389145, 6.921582181937993, 2.0783865926787257, -8.755779527127743, 0.0336976628750563]| 12.1147508621215820|     16.00000000|[1141, 76, 0, 76]                                                          | | GPS sucess | actual_k=1
      39|[-12.304737095721066, 4.600436203181744, 6.787167500704527, 11.254903130698949, 9.649794474244118, -1.1943434067070484, 1.1513992995023727, 1.7625941392034292, -4.161174904555082, 5.102136691755732, -4.988557260483503, 3.9837243482470512, 1.5830169916152954, 2.402523131109774, 0.354577979655005, -8.267367181135342, -3.4730870639905334, -2.180287927389145, 6.921582181937993, 2.0783865926787257, -8.755779527127743, 0.0336976628750563]| 12.1147508621215820|      8.00000000|[1171, 78, 0, 78]                                                          |  | used linear model with 33 points | actual_k=1
      40|[-14.004957203753293, 5.736058823764324, 5.5079060308635235, 12.767395072150975, 8.626631870865822, -2.2567720003426075, -0.14499731361866, 0.560093080624938, -4.024958711117506, 5.805547615236719, -3.3586175851523876, 6.028652422130108, 0.1449686288833618, 7.046907992102206, -1.226403990178369, -6.601759371114895, -2.6551997577771544, -4.964916318655014, 6.287991126067936, -0.1354836942628026, -9.474232755601406, -0.2620044071227312]| 12.1108150482177734|     16.00000000|[1201, 80, 0, 80]                                                          | | GPS sucess | actual_k=1
      41|[-14.004957203753293, 5.736058823764324, 5.5079060308635235, 12.767395072150975, 8.626631870865822, -2.2567720003426075, -0.14499731361866, 0.560093080624938, -4.024958711117506, 5.805547615236719, -3.3586175851523876, 6.028652422130108, 0.1449686288833618, 7.046907992102206, -1.226403990178369, -6.601759371114895, -2.6551997577771544, -4.964916318655014, 6.287991126067936, -0.1354836942628026, -9.474232755601406, -0.2620044071227312]| 12.1108150482177734|      8.00000000|[1231, 82, 0, 82]                                                          |  | used linear model with 33 points | actual_k=1
      42|[-14.723258917219937, 4.884871892631054, 1.7913270704448223, 14.095154457259923, 7.352395907044411, -1.993568915873766, 0.2953152507543564, 1.1804842110723257, -6.56801925227046, 8.039468189424952, -4.072217147797346, 3.360984556376934, 1.671704649925232, 7.148006037808955, -1.43302198627498, -4.835118707967922, -4.022787443362176, -6.637919872999191, 7.329783757217228, -3.15406031627208, -9.849527142941952, -2.5677798110991716]| 12.1092624664306641|     16.00000000|[1261, 84, 0, 84]                                                          | | GPS sucess | actual_k=1
      43|[-17.309452240355313, 1.9112052246928215, 5.527090858668089, 15.600017242599279, 10.975053682923317, 2.2527279667556286, -3.13612462580204, -0.5658901575952768, -13.884361129254103, 10.873341938204248, -2.7812751941382885, 5.673620216548443, -0.2192974090576172, 6.222240463830531, -1.787414395599626, -5.03171941335313, 3.3191124284639955, -8.7336206138134, 7.5227669375017285, 0.84461550693959, -13.277391694486141, -6.929542811587453]| 12.1004152297973633|     32.00000000|[1291, 86, 0, 86]                                                          | | GPS sucess | actual_k=1
      44|[-17.309452240355313, 1.9112052246928215, 5.527090858668089, 15.600017242599279, 10.975053682923317, 2.2527279667556286, -3.13612462580204, -0.5658901575952768, -13.884361129254103, 10.873341938204248, -2.7812751941382885, 5.673620216548443, -0.2192974090576172, 6.222240463830531, -1.787414395599626, -5.03171941335313, 3.3191124284639955, -8.7336206138134, 7.5227669375017285, 0.84461550693959, -13.277391694486141, -6.929542811587453]| 12.1004152297973633|     16.00000000|[1321, 88, 0, 88]                                                          |  | used linear model with 33 points | actual_k=1
      45|[-18.380831305868924, -0.5867617800831795, 12.125050853937864, 15.565278791356832, 11.135220527648926, 5.184308033436537, -6.142776742577553, -4.799208963289857, -14.015622567385435, 16.54030742282339, -4.168106596916914, 10.871776096522808, -0.1196232438087463, 0.9421773115172982, -9.593449914245866, -6.862856712890789, 1.821015008725226, -10.456196635961533, 9.52566682267934, 1.5396132348105311, -14.300160430371761, -9.273233445361257]| 12.0960369110107422|     32.00000000|[1351, 90, 0, 90]                                                          | | GPS sucess | actual_k=1
      46|[-23.60698611009866, -2.170584626495838, 21.85305817052722, 18.002623580861837, 6.045561790466309, 4.9041738621890545, -18.320012345910072, 0.4866849537938833, -13.548520606011152, 8.684140106386621, -5.175177853554487, 12.526355020701885, 5.974198281764984, -3.788279994390905, -11.338372909813188, -21.937588539673015, -3.3954070722684264, 1.4753953516483307, 2.8225546972826123, -7.2476830603554845, -20.881695292890072, -8.344481142237782]| 12.0797462463378906|     64.00000000|[1381, 92, 0, 92]                                                          | | GPS sucess | actual_k=1
      47|[-23.60698611009866, -2.170584626495838, 21.85305817052722, 18.002623580861837, 6.045561790466309, 4.9041738621890545, -18.320012345910072, 0.4866849537938833, -13.548520606011152, 8.684140106386621, -5.175177853554487, 12.526355020701885, 5.974198281764984, -3.788279994390905, -11.338372909813188, -21.937588539673015, -3.3954070722684264, 1.4753953516483307, 2.8225546972826123, -7.2476830603554845, -20.881695292890072, -8.344481142237782]| 12.0797462463378906|     32.00000000|[1411, 94, 0, 94]                                                          |  | used linear model with 33 points | actual_k=1
      48|[-23.60698611009866, -2.170584626495838, 21.85305817052722, 18.002623580861837, 6.045561790466309, 4.9041738621890545, -18.320012345910072, 0.4866849537938833, -13.548520606011152, 8.684140106386621, -5.175177853554487, 12.526355020701885, 5.974198281764984, -3.788279994390905, -11.338372909813188, -21.937588539673015, -3.3954070722684264, 1.4753953516483307, 2.8225546972826123, -7.2476830603554845, -20.881695292890072, -8.344481142237782]| 12.0797462463378906|     16.00000000|[1441, 96, 0, 96]                                                          |  | used linear model with 33 points | actual_k=1
      49|[-23.60698611009866, -2.170584626495838, 21.85305817052722, 18.002623580861837, 6.045561790466309, 4.9041738621890545, -18.320012345910072, 0.4866849537938833, -13.548520606011152, 8.684140106386621, -5.175177853554487, 12.526355020701885, 5.974198281764984, -3.788279994390905, -11.338372909813188, -21.937588539673015, -3.3954070722684264, 1.4753953516483307, 2.8225546972826123, -7.2476830603554845, -20.881695292890072, -8.344481142237782]| 12.0797462463378906|      8.00000000|[1471, 98, 0, 98]                                                          |  | used linear model with 33 points | actual_k=1
      50|[-23.60698611009866, -2.170584626495838, 21.85305817052722, 18.002623580861837, 6.045561790466309, 4.9041738621890545, -18.320012345910072, 0.4866849537938833, -13.548520606011152, 8.684140106386621, -5.175177853554487, 12.526355020701885, 5.974198281764984, -3.788279994390905, -11.338372909813188, -21.937588539673015, -3.3954070722684264, 1.4753953516483307, 2.8225546972826123, -7.2476830603554845, -20.881695292890072, -8.344481142237782]| 12.0797462463378906|      4.00000000|[1501, 100, 0, 100]                                                        |  | used linear model with 33 points | actual_k=1
