k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0203832238912582, -0.17049440741539, -0.2128926515579224, 0.5306971073150635, -0.0900401622056961, -0.1435547918081284, 0.0094469115138054, -0.235199436545372, 0.091901034116745, -0.0728132575750351, -0.1801010817289352, 0.1264974176883698, 0.2771884799003601, -0.0573553070425987, -0.2299992889165878, -0.1014527156949043, -0.3135204017162323, 0.1232498958706856, -0.1726530194282532, 0.1146460026502609, -0.136623740196228, -0.1219010725617409]| 14.1699275970458984|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
      22|[-78.11480902135372, -38.755979403853416, -5.635141998529434, 68.07164046168327, -15.985774360597134, 9.240193381905556, 6.539192624390125, 29.041122989729047, 2.50295127928257, -107.36567710340023, -30.391092838719487, 20.631060272455215, 20.590404994785786, -75.95186906307936, -30.44080826640129, 37.24554588133469, -9.748217135667801, -17.475003257393837, -6.080201506614685, 15.322973892092705, 10.962044924497604, -21.63248061388731]| 11.9366073608398438|     64.00000000|[1233, 176, 0, 22]                                                         |  | used linear model with 65 points | actual_k=8
      23|[-78.11480902135372, -38.755979403853416, -5.635141998529434, 68.07164046168327, -15.985774360597134, 9.240193381905556, 6.539192624390125, 29.041122989729047, 2.50295127928257, -107.36567710340023, -30.391092838719487, 20.631060272455215, 20.590404994785786, -75.95186906307936, -30.44080826640129, 37.24554588133469, -9.748217135667801, -17.475003257393837, -6.080201506614685, 15.322973892092705, 10.962044924497604, -21.63248061388731]| 11.9366073608398438|     32.00000000|[1289, 184, 0, 23]                                                         |  | used linear model with 65 points | actual_k=8
      24|[-78.11480902135372, -38.755979403853416, -5.635141998529434, 68.07164046168327, -15.985774360597134, 9.240193381905556, 6.539192624390125, 29.041122989729047, 2.50295127928257, -107.36567710340023, -30.391092838719487, 20.631060272455215, 20.590404994785786, -75.95186906307936, -30.44080826640129, 37.24554588133469, -9.748217135667801, -17.475003257393837, -6.080201506614685, 15.322973892092705, 10.962044924497604, -21.63248061388731]| 11.9366073608398438|     16.00000000|[1345, 192, 0, 24]                                                         |  | used linear model with 65 points | actual_k=8
      25|[-78.11480902135372, -38.755979403853416, -5.635141998529434, 68.07164046168327, -15.985774360597134, 9.240193381905556, 6.539192624390125, 29.041122989729047, 2.50295127928257, -107.36567710340023, -30.391092838719487, 20.631060272455215, 20.590404994785786, -75.95186906307936, -30.44080826640129, 37.24554588133469, -9.748217135667801, -17.475003257393837, -6.080201506614685, 15.322973892092705, 10.962044924497604, -21.63248061388731]| 11.9366073608398438|      8.00000000|[1401, 200, 0, 25]                                                         |  | used linear model with 65 points | actual_k=8
      26|[-79.91298066079617, -38.14622192084789, -3.6443691551685333, 68.93677905201912, -15.0250289067626, 7.256249442696571, 6.312446944415569, 27.66059966571629, 4.029443755745888, -106.329315289855, -29.604113580659032, 16.647290140390396, 17.92007041722536, -78.3989756628871, -28.707978576421738, 35.21485068136826, -11.517969757318497, -18.7263852506876, -6.342225283384323, 16.57398049533367, 10.877398863434792, -20.764981620013714]| 11.9274854660034180|     16.00000000|[1457, 208, 0, 26]                                                         | | GPS sucess | actual_k=8
      27|[-82.78593288362026, -36.02420191466808, 1.8916310966014862, 70.05804970860481, -13.336482487618923, 11.449170127511024, 9.374438636004925, 27.724037686362863, 4.865024700760841, -105.09396480023861, -28.86172336526215, 23.441683679819107, 17.37142873555422, -80.05907195061445, -24.517536967992783, 40.412794845644385, -6.808368355035782, -15.4028350263834, -1.7723900973796844, 17.771122619509697, 11.803726568818092, -22.663659803569317]| 11.9220409393310547|     32.00000000|[1513, 216, 0, 27]                                                         | | GPS sucess | actual_k=8
      28|[-88.27441297471523, -43.52166275680065, -4.971402674913406, 76.03189614415169, -9.367334328591824, 6.632292285561562, 18.740403525531292, 23.18493608571589, 1.9276784807443619, -111.85738633573055, -23.643174113705754, 14.265907198190689, 20.133316285908222, -73.42070000618696, -16.795067638158798, 35.084242122713476, -4.985582858324051, -12.186111822724342, 2.0840885937213898, 31.50702254474163, 2.66085185110569, -13.549861662089825]| 11.9060783386230469|     64.00000000|[1569, 224, 0, 28]                                                         | | GPS sucess | actual_k=8
      29|[-88.27441297471523, -43.52166275680065, -4.971402674913406, 76.03189614415169, -9.367334328591824, 6.632292285561562, 18.740403525531292, 23.18493608571589, 1.9276784807443619, -111.85738633573055, -23.643174113705754, 14.265907198190689, 20.133316285908222, -73.42070000618696, -16.795067638158798, 35.084242122713476, -4.985582858324051, -12.186111822724342, 2.0840885937213898, 31.50702254474163, 2.66085185110569, -13.549861662089825]| 11.9060783386230469|     32.00000000|[1625, 232, 0, 29]                                                         |  | used linear model with 65 points | actual_k=8
      30|[-88.27441297471523, -43.52166275680065, -4.971402674913406, 76.03189614415169, -9.367334328591824, 6.632292285561562, 18.740403525531292, 23.18493608571589, 1.9276784807443619, -111.85738633573055, -23.643174113705754, 14.265907198190689, 20.133316285908222, -73.42070000618696, -16.795067638158798, 35.084242122713476, -4.985582858324051, -12.186111822724342, 2.0840885937213898, 31.50702254474163, 2.66085185110569, -13.549861662089825]| 11.9060783386230469|     16.00000000|[1681, 240, 0, 30]                                                         |  | used linear model with 65 points | actual_k=8
      31|[-87.54381661117077, -45.91652803122997, -9.491539984941483, 76.46717140078545, -8.976856641471386, 5.40988864004612, 20.854984633624554, 27.561286011710763, 1.3806656748056412, -118.38644336163998, -18.49545949883759, 20.656350046396255, 20.750329084694386, -70.32297866791487, -16.478167116642, 39.46184660727158, -6.016804486513138, -14.425141230225563, -0.7953560054302216, 27.579382106661797, 0.5508545786142349, -17.88640283793211]| 11.9054851531982422|     32.00000000|[1737, 248, 0, 31]                                                         | | GPS sucess | actual_k=8
      32|[-87.54381661117077, -45.91652803122997, -9.491539984941483, 76.46717140078545, -8.976856641471386, 5.40988864004612, 20.854984633624554, 27.561286011710763, 1.3806656748056412, -118.38644336163998, -18.49545949883759, 20.656350046396255, 20.750329084694386, -70.32297866791487, -16.478167116642, 39.46184660727158, -6.016804486513138, -14.425141230225563, -0.7953560054302216, 27.579382106661797, 0.5508545786142349, -17.88640283793211]| 11.9054851531982422|     16.00000000|[1793, 256, 0, 32]                                                         |  | used linear model with 65 points | actual_k=8
      33|[-87.54381661117077, -45.91652803122997, -9.491539984941483, 76.46717140078545, -8.976856641471386, 5.40988864004612, 20.854984633624554, 27.561286011710763, 1.3806656748056412, -118.38644336163998, -18.49545949883759, 20.656350046396255, 20.750329084694386, -70.32297866791487, -16.478167116642, 39.46184660727158, -6.016804486513138, -14.425141230225563, -0.7953560054302216, 27.579382106661797, 0.5508545786142349, -17.88640283793211]| 11.9054851531982422|      8.00000000|[1849, 264, 0, 33]                                                         |  | used linear model with 65 points | actual_k=8
      34|[-87.54381661117077, -45.91652803122997, -9.491539984941483, 76.46717140078545, -8.976856641471386, 5.40988864004612, 20.854984633624554, 27.561286011710763, 1.3806656748056412, -118.38644336163998, -18.49545949883759, 20.656350046396255, 20.750329084694386, -70.32297866791487, -16.478167116642, 39.46184660727158, -6.016804486513138, -14.425141230225563, -0.7953560054302216, 27.579382106661797, 0.5508545786142349, -17.88640283793211]| 11.9054851531982422|      4.00000000|[1905, 272, 0, 34]                                                         |  | used linear model with 65 points | actual_k=8
      35|[-87.92224897444248, -47.544751450419426, -8.571223944425583, 76.67270535230637, -9.064948692917824, 5.448443282395601, 20.65118855983019, 27.929577449336648, 2.522049680352211, -119.13463388383389, -19.77187186665833, 21.169216722249985, 21.911864943802357, -70.06624027341604, -17.820768535137177, 40.65571584040299, -7.14698401093483, -14.271237894892693, -0.0620943605899811, 28.44387511909008, -0.0230159014463425, -18.33720975369215]| 11.9039812088012695|      8.00000000|[1961, 280, 0, 35]                                                         | | GPS sucess | actual_k=8
      36|[-90.29740037024021, -49.45118026435375, -7.488111227750778, 78.58397251367569, -9.10516805946827, 2.6163207180798054, 22.88571447879076, 29.920061806216836, 3.466711178421974, -120.67775784432888, -20.857879819348454, 20.601273328065872, 22.78622866421938, -73.02348896116018, -17.517482578754425, 40.53878717357293, -9.276997476816177, -13.659568831324577, -0.4093768298625946, 26.138382241129875, -2.3047019690275192, -17.412759713828564]| 11.8977184295654297|     16.00000000|[2017, 288, 0, 36]                                                         | | GPS sucess | actual_k=8
      37|[-90.29740037024021, -49.45118026435375, -7.488111227750778, 78.58397251367569, -9.10516805946827, 2.6163207180798054, 22.88571447879076, 29.920061806216836, 3.466711178421974, -120.67775784432888, -20.857879819348454, 20.601273328065872, 22.78622866421938, -73.02348896116018, -17.517482578754425, 40.53878717357293, -9.276997476816177, -13.659568831324577, -0.4093768298625946, 26.138382241129875, -2.3047019690275192, -17.412759713828564]| 11.8977184295654297|      8.00000000|[2073, 296, 0, 37]                                                         |  | used linear model with 65 points | actual_k=8
      38|[-91.02936853468418, -52.15097217261791, -11.086230963468552, 79.99310559034348, -9.482340231537819, 2.5193650610744953, 24.14540297538042, 30.23475302197039, 5.296620026230812, -121.75812028348446, -19.99528974480927, 20.530307218432426, 20.898163206875324, -72.30779495090246, -15.788248002529144, 41.1738240593113, -6.748563915491104, -16.377061173319817, -2.310093253850937, 26.447164073586464, -3.8917104452848434, -15.78053741902113]| 11.8961524963378906|     16.00000000|[2129, 304, 0, 38]                                                         | | GPS sucess | actual_k=8
      39|[-90.91524880379438, -53.29840724170208, -10.091247886419296, 79.65347382426262, -4.854050055146217, 5.547264564782381, 27.71550375968218, 27.269354233518243, 11.580055370926857, -119.88626466691494, -26.973976554349065, 20.008629724383354, 22.587557204067707, -72.43491145223379, -15.285252332687378, 40.177458631340414, -1.8922454416751862, -22.797426030039787, -1.983811229467392, 28.167116656899452, -5.136599346995354, -14.3607322499156]| 11.8939170837402344|     32.00000000|[2185, 312, 0, 39]                                                         | | GPS sucess | actual_k=8
      40|[-90.91524880379438, -53.29840724170208, -10.091247886419296, 79.65347382426262, -4.854050055146217, 5.547264564782381, 27.71550375968218, 27.269354233518243, 11.580055370926857, -119.88626466691494, -26.973976554349065, 20.008629724383354, 22.587557204067707, -72.43491145223379, -15.285252332687378, 40.177458631340414, -1.8922454416751862, -22.797426030039787, -1.983811229467392, 28.167116656899452, -5.136599346995354, -14.3607322499156]| 11.8939170837402344|     16.00000000|[2241, 320, 0, 40]                                                         |  | used linear model with 65 points | actual_k=8
      41|[-90.91524880379438, -53.29840724170208, -10.091247886419296, 79.65347382426262, -4.854050055146217, 5.547264564782381, 27.71550375968218, 27.269354233518243, 11.580055370926857, -119.88626466691494, -26.973976554349065, 20.008629724383354, 22.587557204067707, -72.43491145223379, -15.285252332687378, 40.177458631340414, -1.8922454416751862, -22.797426030039787, -1.983811229467392, 28.167116656899452, -5.136599346995354, -14.3607322499156]| 11.8939170837402344|      8.00000000|[2297, 328, 0, 41]                                                         |  | used linear model with 65 points | actual_k=8
      42|[-93.10332911461592, -53.09607255458832, -11.383672684431076, 81.71013352274895, -2.510787859559059, 3.5887677557766438, 28.041209794580936, 24.786644587293267, 10.507528439164162, -120.26264898478985, -27.376327397301793, 21.787026569247246, 23.373404510319233, -69.13153382390738, -18.52104926109314, 41.22339056665078, -0.9181331694126129, -22.87450474500656, -3.2279851138591766, 26.12223769724369, -4.062644049525261, -15.399726085364819]| 11.8897438049316406|     16.00000000|[2353, 336, 0, 42]                                                         | | GPS sucess | actual_k=8
      43|[-95.48801081627607, -59.11069333553314, -7.4637119472026825, 83.21413859724998, -7.576560392975807, 5.0187215693295, 31.232728339731693, 20.513684878125787, 10.550962220877409, -124.67857639491558, -29.16868162341416, 21.013253673911095, 25.836249358952045, -69.01049099117517, -25.09896683692932, 42.507321941200644, 0.480132669210434, -30.082686126232147, -3.66193288564682, 24.05070497095585, -4.562730476260185, -15.056983165442944]| 11.8782854080200195|     32.00000000|[2409, 344, 0, 43]                                                         | | GPS sucess | actual_k=8
      44|[-95.86695363372564, -63.36770570278168, -6.341957777738571, 83.60647863149643, -9.181416288018227, 11.517111290246248, 18.160180427134037, 19.004755148664117, 12.028473388403654, -120.76386635005474, -40.05980444140732, 30.828844532370567, 21.00138808041811, -71.20166120678186, -20.61989665031433, 46.603592502418905, 11.812025636434555, -37.79034489393234, 0.4911161065101624, 37.36737634241581, -8.934818431735039, -19.895041160285473]| 11.8743829727172852|     64.00000000|[2465, 352, 0, 44]                                                         | | GPS sucess | actual_k=8
      45|[-113.42589833587408, -70.36495387554169, 16.1427643597126, 93.71133416891098, -31.101107373833656, 9.912931431084871, 15.210683681070805, 32.18243516422808, 7.5865469090640545, -124.1543845385313, -50.46038484759629, 26.968218073248863, 27.03001929074526, -69.69914255291224, -6.886863470077515, 56.3003812902607, 6.239764302968979, -31.779953181743622, 8.030919134616852, 50.59759236872196, 15.237533405423164, -44.659569434821606]| 11.8419046401977539|    128.00000000|[2521, 360, 0, 45]                                                         | | GPS sucess | actual_k=8
      46|[-113.42589833587408, -70.36495387554169, 16.1427643597126, 93.71133416891098, -31.101107373833656, 9.912931431084871, 15.210683681070805, 32.18243516422808, 7.5865469090640545, -124.1543845385313, -50.46038484759629, 26.968218073248863, 27.03001929074526, -69.69914255291224, -6.886863470077515, 56.3003812902607, 6.239764302968979, -31.779953181743622, 8.030919134616852, 50.59759236872196, 15.237533405423164, -44.659569434821606]| 11.8419046401977539|     64.00000000|[2577, 368, 0, 46]                                                         |  | used linear model with 65 points | actual_k=8
      47|[-127.20429112762213, -75.64748895168304, 25.531542092561722, 103.28964799642563, -21.465636029839516, 5.6415367014706135, 12.565977670252323, 27.94908488728106, -10.346783626824617, -133.99541561305523, -51.38460725732148, 14.686166986823082, 71.15283346921206, -64.85476074367762, 9.137752771377563, 36.411900150123984, 11.896485418081284, -26.487729251384735, 6.505329072475433, 55.045485034585, 14.016781762242317, -28.852419547736645]| 11.7995109558105469|    128.00000000|[2633, 376, 0, 47]                                                         | | GPS sucess | actual_k=8
      48|[-127.20429112762213, -75.64748895168304, 25.531542092561722, 103.28964799642563, -21.465636029839516, 5.6415367014706135, 12.565977670252323, 27.94908488728106, -10.346783626824617, -133.99541561305523, -51.38460725732148, 14.686166986823082, 71.15283346921206, -64.85476074367762, 9.137752771377563, 36.411900150123984, 11.896485418081284, -26.487729251384735, 6.505329072475433, 55.045485034585, 14.016781762242317, -28.852419547736645]| 11.7995109558105469|     64.00000000|[2689, 384, 0, 48]                                                         |  | used linear model with 65 points | actual_k=8
      49|[-127.20429112762213, -75.64748895168304, 25.531542092561722, 103.28964799642563, -21.465636029839516, 5.6415367014706135, 12.565977670252323, 27.94908488728106, -10.346783626824617, -133.99541561305523, -51.38460725732148, 14.686166986823082, 71.15283346921206, -64.85476074367762, 9.137752771377563, 36.411900150123984, 11.896485418081284, -26.487729251384735, 6.505329072475433, 55.045485034585, 14.016781762242317, -28.852419547736645]| 11.7995109558105469|     32.00000000|[2745, 392, 0, 49]                                                         |  | used linear model with 65 points | actual_k=8
      50|[-127.20429112762213, -75.64748895168304, 25.531542092561722, 103.28964799642563, -21.465636029839516, 5.6415367014706135, 12.565977670252323, 27.94908488728106, -10.346783626824617, -133.99541561305523, -51.38460725732148, 14.686166986823082, 71.15283346921206, -64.85476074367762, 9.137752771377563, 36.411900150123984, 11.896485418081284, -26.487729251384735, 6.505329072475433, 55.045485034585, 14.016781762242317, -28.852419547736645]| 11.7995109558105469|     16.00000000|[2801, 400, 0, 50]                                                         |  | used linear model with 65 points | actual_k=8
      51|[-133.2973478063941, -76.74405097961426, 26.683107167482376, 108.32966941595078, -26.48634697496891, 1.0357932932674885, 10.229078628122807, 24.68374145962298, -14.13750408962369, -138.55552046000957, -54.46424621529877, 19.93678353726864, 73.8897292688489, -60.115418531000614, 9.024699911475182, 36.63300885492936, 12.791551321744919, -29.630177438259125, 7.649236857891083, 56.2211761623621, 16.79088421165943, -28.83642398007214]| 11.7906608581542969|     32.00000000|[2857, 408, 0, 51]                                                         | | GPS sucess | actual_k=8
