k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
      23|[100.04980936363314, 0.2329036354023011, 0.3736651122638949, 0.9530569534559947, 100.09752919411423, 0.1945731833494117, 0.2663796310368005, 0.8579969131363968, 100.04088235507659, 0.0929930820058617, 0.2791438288952753, 0.8216552120994015, 100.0217952113849, 0.0923903089713229, 0.3189741622802459, 0.5963261403189989, 99.99175005800217, 0.1569290929212438, 0.4758739137798609, 0.2469908981178344, 100.00819659215202, 0.6177374296590775, 0.7232045651189657, 0.0428732682368479, 300.00379138232324, 300.0216281792681, 300.0023641618847, 300.04975248736383, 299.9797493519627]| 73.5982183777453400|      0.03125000|[1127, 368, 23, 46]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      24|[100.03968215855222, 0.2398032285053555, 0.3823869636967833, 0.9486394026494679, 100.10118851839658, 0.2041227668257964, 0.2744731077532626, 0.8532989077458154, 100.03968522907722, 0.1056181921227133, 0.2769079519606558, 0.8236127990713876, 100.02488426237026, 0.0878202099711284, 0.3170017417455183, 0.5944059651141088, 99.99256391104072, 0.161150155074232, 0.472621348037804, 0.260810327657699, 100.00371410380174, 0.6209599503250628, 0.7223363458372409, 0.0427400728374895, 300.00789160887035, 300.02745483593606, 299.99824860381136, 300.0474542156353, 299.9771566472134]| 67.4732638696484486|      0.06250000|[1176, 384, 24, 48]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      25|[100.03968215855222, 0.2398032285053555, 0.3823869636967833, 0.9486394026494679, 100.10118851839658, 0.2041227668257964, 0.2744731077532626, 0.8532989077458154, 100.03968522907722, 0.1056181921227133, 0.2769079519606558, 0.8236127990713876, 100.02488426237026, 0.0878202099711284, 0.3170017417455183, 0.5944059651141088, 99.99256391104072, 0.161150155074232, 0.472621348037804, 0.260810327657699, 100.00371410380174, 0.6209599503250628, 0.7223363458372409, 0.0427400728374895, 300.00789160887035, 300.02745483593606, 299.99824860381136, 300.0474542156353, 299.9771566472134]| 67.4732638696484486|      0.03125000|[1225, 400, 25, 50]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      26|[100.04494706866474, 0.2468188094897167, 0.3913806449174702, 0.952531722702398, 100.10262963914224, 0.221056986816239, 0.2756376248499219, 0.8535572368017751, 100.04026193857221, 0.1042942729454277, 0.2712161084484133, 0.8333767060426536, 100.02067276947108, 0.0981396163866866, 0.3214354771372527, 0.5857100496769554, 99.98791881248815, 0.1615614999590228, 0.4691248122195646, 0.2564962174025258, 100.00540836665122, 0.6136721251653424, 0.7201694507365709, 0.0437285257235258, 300.00428655474695, 300.0318645422859, 299.99435670068004, 300.048794128439, 299.9765420158061]| 64.7774794286441704|      0.06250000|[1274, 416, 26, 52]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      27|[100.04494706866474, 0.2468188094897167, 0.3913806449174702, 0.952531722702398, 100.10262963914224, 0.221056986816239, 0.2756376248499219, 0.8535572368017751, 100.04026193857221, 0.1042942729454277, 0.2712161084484133, 0.8333767060426536, 100.02067276947108, 0.0981396163866866, 0.3214354771372527, 0.5857100496769554, 99.98791881248815, 0.1615614999590228, 0.4691248122195646, 0.2564962174025258, 100.00540836665122, 0.6136721251653424, 0.7201694507365709, 0.0437285257235258, 300.00428655474695, 300.0318645422859, 299.99435670068004, 300.048794128439, 299.9765420158061]| 64.7774794286441704|      0.03125000|[1323, 432, 27, 54]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      28|[100.04494706866474, 0.2468188094897167, 0.3913806449174702, 0.952531722702398, 100.10262963914224, 0.221056986816239, 0.2756376248499219, 0.8535572368017751, 100.04026193857221, 0.1042942729454277, 0.2712161084484133, 0.8333767060426536, 100.02067276947108, 0.0981396163866866, 0.3214354771372527, 0.5857100496769554, 99.98791881248815, 0.1615614999590228, 0.4691248122195646, 0.2564962174025258, 100.00540836665122, 0.6136721251653424, 0.7201694507365709, 0.0437285257235258, 300.00428655474695, 300.0318645422859, 299.99435670068004, 300.048794128439, 299.9765420158061]| 64.7774794286441704|      0.01562500|[1372, 448, 28, 56]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      29|[100.04576692982948, 0.248350047811338, 0.3921889234778502, 0.9545274312664564, 100.10136352350635, 0.2196324555013081, 0.2734596146065116, 0.8536113706998776, 100.04204574413475, 0.1158938023306997, 0.2745976414213576, 0.8359515712374042, 100.02203332112651, 0.0951363433402491, 0.3178982089405897, 0.5817300361957957, 99.98688592888615, 0.1653263017978188, 0.4699636409357866, 0.2546041871732191, 100.0070369511177, 0.6125020528302415, 0.7216852676133894, 0.0438118207643148, 300.0032396434075, 300.031831586004, 299.99397036408385, 300.05044282297075, 299.9747323788502]| 62.0210679511300143|      0.03125000|[1421, 464, 29, 58]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      30|[100.04576692982948, 0.248350047811338, 0.3921889234778502, 0.9545274312664564, 100.10136352350635, 0.2196324555013081, 0.2734596146065116, 0.8536113706998776, 100.04204574413475, 0.1158938023306997, 0.2745976414213576, 0.8359515712374042, 100.02203332112651, 0.0951363433402491, 0.3178982089405897, 0.5817300361957957, 99.98688592888615, 0.1653263017978188, 0.4699636409357866, 0.2546041871732191, 100.0070369511177, 0.6125020528302415, 0.7216852676133894, 0.0438118207643148, 300.0032396434075, 300.031831586004, 299.99397036408385, 300.05044282297075, 299.9747323788502]| 62.0210679511300143|      0.01562500|[1470, 480, 30, 60]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      31|[100.0414912807442, 0.2438148250096087, 0.3921542215348666, 0.9556295833132896, 100.10271770969875, 0.2242694313880162, 0.2729645090225633, 0.8544986677519435, 100.03946783964216, 0.117806205519653, 0.2696502555708096, 0.8340639165268129, 100.01797634533254, 0.1013083090388973, 0.3195324133426315, 0.5856976834613591, 99.98487944521081, 0.1657595449068459, 0.470282904216607, 0.255064697638109, 100.00880565040654, 0.6113469435585676, 0.717594897180669, 0.0400092952299047, 299.9991211715682, 300.03023798509065, 299.9944633703966, 300.05268343834973, 299.9765909523888]| 60.4723662539797147|      0.03125000|[1519, 496, 31, 62]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      32|[100.0414912807442, 0.2438148250096087, 0.3921542215348666, 0.9556295833132896, 100.10271770969875, 0.2242694313880162, 0.2729645090225633, 0.8544986677519435, 100.03946783964216, 0.117806205519653, 0.2696502555708096, 0.8340639165268129, 100.01797634533254, 0.1013083090388973, 0.3195324133426315, 0.5856976834613591, 99.98487944521081, 0.1657595449068459, 0.470282904216607, 0.255064697638109, 100.00880565040654, 0.6113469435585676, 0.717594897180669, 0.0400092952299047, 299.9991211715682, 300.03023798509065, 299.9944633703966, 300.05268343834973, 299.9765909523888]| 60.4723662539797147|      0.01562500|[1568, 512, 32, 64]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      33|[100.03751997264723, 0.2473874681650918, 0.3937367533926766, 0.9568357645402856, 100.10555336948075, 0.2258120853046166, 0.2765265481467738, 0.8559557734062364, 100.03690196808856, 0.1256539063434577, 0.2697940320535101, 0.83417949832542, 100.02200306547083, 0.106780379606234, 0.3217144744204518, 0.5833913257329744, 99.98603252649875, 0.1698187548959147, 0.4697254894766237, 0.2574668634475233, 100.00773829714713, 0.607718182310576, 0.7137106591759959, 0.0414000441072082, 300.00028266108205, 300.03014674254865, 299.9967778310619, 300.05258955910796, 299.97676969729815]| 57.5994625518765844|      0.03125000|[1617, 528, 33, 66]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      34|[100.03014116935213, 0.2532166841926115, 0.3937041962197094, 0.9561015872781146, 100.10956459924822, 0.234730941082226, 0.2762189284028376, 0.8580350745992702, 100.04584522392973, 0.1432585217999108, 0.2687392927631472, 0.8321962116488996, 100.02077519239917, 0.1103016930512574, 0.3189989737352631, 0.5850697083185402, 99.99138352206813, 0.1779263665263446, 0.4708107794145346, 0.2526531184832226, 100.00364281787546, 0.6096037502478467, 0.7089333865098623, 0.0483932104609595, 299.9929945430273, 300.0358144077256, 299.99575444604983, 300.0591185536988, 299.9821369763138]| 54.1726867178128231|      0.06250000|[1666, 544, 34, 68]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      35|[100.03014116935213, 0.2532166841926115, 0.3937041962197094, 0.9561015872781146, 100.10956459924822, 0.234730941082226, 0.2762189284028376, 0.8580350745992702, 100.04584522392973, 0.1432585217999108, 0.2687392927631472, 0.8321962116488996, 100.02077519239917, 0.1103016930512574, 0.3189989737352631, 0.5850697083185402, 99.99138352206813, 0.1779263665263446, 0.4708107794145346, 0.2526531184832226, 100.00364281787546, 0.6096037502478467, 0.7089333865098623, 0.0483932104609595, 299.9929945430273, 300.0358144077256, 299.99575444604983, 300.0591185536988, 299.9821369763138]| 54.1726867178128231|      0.03125000|[1715, 560, 35, 70]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      36|[100.0330539424271, 0.2569910016469362, 0.4032901696033325, 0.9646729880342577, 100.11481638605287, 0.2358719990598825, 0.2802441049100832, 0.8556647752122939, 100.04271636064426, 0.1361986441089413, 0.2653078499150289, 0.8341410184163649, 100.02187250813418, 0.1234478997966404, 0.3209502568394131, 0.5927753992167949, 99.99130717572103, 0.1836007468944557, 0.4728569331155632, 0.2618603773854687, 99.99611678184208, 0.6131902573880563, 0.7062188105041299, 0.0515405069410718, 300.00153566656405, 300.0296266618613, 299.998034088859, 300.0564041887559, 299.99181280219375]| 52.2446293009016642|      0.06250000|[1764, 576, 36, 72]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      37|[100.0330539424271, 0.2569910016469362, 0.4032901696033325, 0.9646729880342577, 100.11481638605287, 0.2358719990598825, 0.2802441049100832, 0.8556647752122939, 100.04271636064426, 0.1361986441089413, 0.2653078499150289, 0.8341410184163649, 100.02187250813418, 0.1234478997966404, 0.3209502568394131, 0.5927753992167949, 99.99130717572103, 0.1836007468944557, 0.4728569331155632, 0.2618603773854687, 99.99611678184208, 0.6131902573880563, 0.7062188105041299, 0.0515405069410718, 300.00153566656405, 300.0296266618613, 299.998034088859, 300.0564041887559, 299.99181280219375]| 52.2446293009016642|      0.03125000|[1813, 592, 37, 74]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      38|[100.03394597998677, 0.2617601208297383, 0.4022655989948556, 0.9667761771194916, 100.11479677012046, 0.236140792307587, 0.280261273653349, 0.8565362621485809, 100.04413828454459, 0.1551021860903539, 0.2722952780091739, 0.8379343066715518, 100.02923437265115, 0.1311616083549569, 0.3213949596669868, 0.5907242504238147, 99.99296307536692, 0.1964492123222057, 0.4730842688770174, 0.2546836185319286, 100.0002097698857, 0.6067842552489615, 0.7059694661688728, 0.060180864189204, 300.00117280354294, 300.02589509130195, 299.99257376896884, 300.0532084794979, 299.9920587930714]| 49.8114653999691512|      0.06250000|[1862, 608, 38, 76]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      39|[100.03394597998677, 0.2617601208297383, 0.4022655989948556, 0.9667761771194916, 100.11479677012046, 0.236140792307587, 0.280261273653349, 0.8565362621485809, 100.04413828454459, 0.1551021860903539, 0.2722952780091739, 0.8379343066715518, 100.02923437265115, 0.1311616083549569, 0.3213949596669868, 0.5907242504238147, 99.99296307536692, 0.1964492123222057, 0.4730842688770174, 0.2546836185319286, 100.0002097698857, 0.6067842552489615, 0.7059694661688728, 0.060180864189204, 300.00117280354294, 300.02589509130195, 299.99257376896884, 300.0532084794979, 299.9920587930714]| 49.8114653999691512|      0.03125000|[1911, 624, 39, 78]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
