k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[-0.3059793241209016, 0.0107387388922922, 1.822609296266747, -0.7697755473156427, 0.1327678550006263, 3.110473161534129]|122.3288345336914062|      0.50000000|[87, 28, 2, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-0.3059793241209016, 0.0107387388922922, 1.822609296266747, -0.7697755473156427, 0.1327678550006263, 3.110473161534129]|122.3288345336914062|      0.25000000|[96, 31, 2, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.3059793241209016, 0.0107387388922922, 1.822609296266747, -0.7697755473156427, 0.1327678550006263, 3.110473161534129]|122.3288345336914062|      0.12500000|[105, 34, 2, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.3514348487945499, 0.0164996743503241, 1.823570901884401, -0.7834552981226715, 0.0848311303158374, 3.2155427435180703]|116.2053604125976562|      0.25000000|[111, 36, 2, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.3514348487945499, 0.0164996743503241, 1.823570901884401, -0.7834552981226715, 0.0848311303158374, 3.2155427435180703]|116.2053604125976562|      0.12500000|[120, 39, 2, 41]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.3850145170098966, -0.0196594988871205, 1.9346440639599924, -0.767834388200616, 0.0606282280291151, 3.220325988647426]|104.2511596679687500|      0.25000000|[129, 42, 2, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      17|[-0.3850145170098966, -0.0196594988871205, 1.9346440639599924, -0.767834388200616, 0.0606282280291151, 3.220325988647426]|104.2511596679687500|      0.12500000|[138, 45, 3, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.3850145170098966, -0.0196594988871205, 1.9346440639599924, -0.767834388200616, 0.0606282280291151, 3.220325988647426]|104.2511596679687500|      0.06250000|[148, 48, 3, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.4051137896673671, -0.0290809599808046, 1.9336498762062584, -0.7192034294843477, 0.0412286757637296, 3.246233596148899]|100.4655838012695312|      0.12500000|[154, 50, 3, 53]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[-0.4051137896673671, -0.0290809599808046, 1.9336498762062584, -0.7192034294843477, 0.0412286757637296, 3.246233596148899]|100.4655838012695312|      0.06250000|[163, 53, 4, 57]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.3976848314748865, -0.0607947195821108, 1.9664080717768178, -0.7342916571712115, 0.0052693190301446, 3.23037583137381]| 98.5396118164062500|      0.12500000|[170, 55, 4, 59]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[-0.3976848314748865, -0.0607947195821108, 1.9664080717768178, -0.7342916571712115, 0.0052693190301446, 3.23037583137381]| 98.5396118164062500|      0.06250000|[179, 58, 4, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
