k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.074475598322564, 150.04058901951873, -100.03401395708185, 1.3690318678613578, 2.066450316933165]|84769.5107686169212684|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
      13|[41.68504890231057, 150.11180480998718, -99.56238706207397, 3.076897189155239, 1.0924471588041313]|62305.0781517738287221|      2.00000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[39.76648320724184, 149.64323015301682, -99.4182734585412, 3.179048733089385, 0.8310283455958198]|56974.3679988238436636|      4.00000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[39.76648320724184, 149.64323015301682, -99.4182734585412, 3.179048733089385, 0.8310283455958198]|56974.3679988238436636|      2.00000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[39.76648320724184, 149.64323015301682, -99.4182734585412, 3.179048733089385, 0.8310283455958198]|56974.3679988238436636|      1.00000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[38.77796689388132, 149.57300005836586, -99.47554829371435, 3.190028136563187, 0.7106029413794147]|54327.2836322680959711|      2.00000000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[38.77796689388132, 149.57300005836586, -99.47554829371435, 3.190028136563187, 0.7106029413794147]|54327.2836322680959711|      1.00000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[37.81377587211894, 149.4293941046963, -99.61229337173364, 3.1945835386514405, 0.534554551518022]|51756.2287875088877627|      2.00000000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[37.81377587211894, 149.4293941046963, -99.61229337173364, 3.1945835386514405, 0.534554551518022]|51756.2287875088877627|      1.00000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[37.81377587211894, 149.4293941046963, -99.61229337173364, 3.1945835386514405, 0.534554551518022]|51756.2287875088877627|      0.50000000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[37.34599915378423, 149.3835455132307, -99.63853937340308, 3.2488961715500224, 0.3750423772220716]|50422.1385133527364815|      1.00000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[37.34599915378423, 149.3835455132307, -99.63853937340308, 3.2488961715500224, 0.3750423772220716]|50422.1385133527364815|      0.50000000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[37.34599915378423, 149.3835455132307, -99.63853937340308, 3.2488961715500224, 0.3750423772220716]|50422.1385133527364815|      0.25000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[37.196510227448705, 149.39442320222295, -99.65355743916822, 3.269775829912824, 0.1766154779554486]|49021.8626081467955373|      0.50000000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
