k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[17, 0, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00390625|[204, 0, 12, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00195312|[221, 0, 13, 65]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00097656|[238, 0, 14, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00048828|[255, 0, 15, 75]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00024414|[272, 0, 16, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[-0.0025399277744248, -0.0010344199980591, 0.0002337762842546, 0.0002735696946649, -0.0002890102586056, 0.0021613404736431, -0.000106789695579, 7.58871484277e-05, -0.0003371779063293, -0.0019401306341105, 0.0010842222750758, -0.0011967727447846, 0.0011098998907101, 0.0004267627323381, 0.999901154159753]|2115.1076201272039725|      0.00012207|[289, 0, 17, 85]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-0.0024922824128035, -0.0010919622684505, 0.000235671031526, 0.0002776953121796, -0.0002975665698608, 0.0020992718449226, -9.14091011469e-05, 2.20675534486e-05, -0.0003541956057553, -0.0019179555227004, 0.0011135998284695, -0.0011850544604355, 0.0011108779760567, 0.0004069329170264, 0.9998931139047156]|2115.0294501458442937|      0.00024414|[306, 0, 18, 90]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[-0.0024874928936633, -0.0011926674570676, 0.000243161045006, 0.0002322385886565, -0.0002623300333226, 0.0019969606806464, -0.0001218002804887, -1.10734531609e-05, -0.0003612517087717, -0.0019102932729753, 0.0010611677752029, -0.0011713205905494, 0.0010851154799575, 0.0002353276713432, 0.9998724181634938]|2114.9034409485107062|      0.00048828|[323, 0, 19, 95]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-0.0024874928936633, -0.0011926674570676, 0.000243161045006, 0.0002322385886565, -0.0002623300333226, 0.0019969606806464, -0.0001218002804887, -1.10734531609e-05, -0.0003612517087717, -0.0019102932729753, 0.0010611677752029, -0.0011713205905494, 0.0010851154799575, 0.0002353276713432, 0.9998724181634938]|2114.9034409485107062|      0.00024414|[340, 0, 20, 100]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-0.0025130410526113, -0.0013479085924745, 0.0002313985623068, 0.0002827222093033, -0.0002192971138211, 0.0019351170706144, -0.000170773967963, 2.68050129573e-05, -0.0003953079025206, -0.0019194623332616, 0.0010724394368091, -0.0010629242134639, 0.0010711192832504, 0.0002789879478302, 0.999958631129842]|2114.8057100346927655|      0.00048828|[357, 0, 21, 105]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      22|[-0.0025130410526113, -0.0013479085924745, 0.0002313985623068, 0.0002827222093033, -0.0002192971138211, 0.0019351170706144, -0.000170773967963, 2.68050129573e-05, -0.0003953079025206, -0.0019194623332616, 0.0010724394368091, -0.0010629242134639, 0.0010711192832504, 0.0002789879478302, 0.999958631129842]|2114.8057100346927655|      0.00024414|[374, 0, 22, 110]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[-0.0025130410526113, -0.0013479085924745, 0.0002313985623068, 0.0002827222093033, -0.0002192971138211, 0.0019351170706144, -0.000170773967963, 2.68050129573e-05, -0.0003953079025206, -0.0019194623332616, 0.0010724394368091, -0.0010629242134639, 0.0010711192832504, 0.0002789879478302, 0.999958631129842]|2114.8057100346927655|      0.00012207|[391, 0, 23, 115]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-0.0025130410526113, -0.0013479085924745, 0.0002313985623068, 0.0002827222093033, -0.0002192971138211, 0.0019351170706144, -0.000170773967963, 2.68050129573e-05, -0.0003953079025206, -0.0019194623332616, 0.0010724394368091, -0.0010629242134639, 0.0010711192832504, 0.0002789879478302, 0.999958631129842]|2114.8057100346927655|      0.00006104|[408, 0, 24, 120]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[-0.0025171806577723, -0.0013805417589952, 0.0002200053285303, 0.000282978429347, -0.0002033823890328, 0.0019175548836537, -0.0001672557389079, 3.91916165606e-05, -0.0003965144326238, -0.0019014761224346, 0.0010709568932656, -0.0010722415543728, 0.0010429714313387, 0.0002549146734814, 0.9999584078620947]|2114.7736774220084044|      0.00012207|[425, 0, 25, 125]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      26|[-0.0024714711397243, -0.0014140069657206, 0.0001411878034134, 0.0002957300194788, -0.0001774281074591, 0.0018966561866394, -0.0001774657258973, 1.89941984186e-05, -0.0003724971126534, -0.0018799713737965, 0.0010550799428287, -0.0011095800191102, 0.001041482136441, 0.0002244515988395, 0.9999495323519338]|2114.7351831809723990|      0.00024414|[442, 0, 26, 130]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      27|[-0.0025471556062642, -0.0015295558937227, 1.35340106797e-05, 0.0003385243367115, -0.0001921441726812, 0.0019103898523224, -0.0001880860881319, -9.83514258e-06, -0.0003995296919723, -0.0019508691727406, 0.0009823713157852, -0.0011817613585945, 0.001045280221825, 0.0001682691698675, 0.9999898333292403]|2114.6507078631889271|      0.00048828|[459, 0, 27, 135]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      28|[-0.0022924981872897, -0.0018545105872753, -9.1057382897e-06, 0.0003419883073074, -0.0002060778203241, 0.0018488551411025, -0.0002510474571828, -5.30120495597e-05, -0.000502845744816, -0.0018547402256803, 0.0010633806214487, -0.0012816944185227, 0.0009612278820846, 0.0001069203025509, 1.0000915507649086]|2114.6038247288643106|      0.00097656|[476, 0, 28, 140]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      29|[-0.0022924981872897, -0.0018545105872753, -9.1057382897e-06, 0.0003419883073074, -0.0002060778203241, 0.0018488551411025, -0.0002510474571828, -5.30120495597e-05, -0.000502845744816, -0.0018547402256803, 0.0010633806214487, -0.0012816944185227, 0.0009612278820846, 0.0001069203025509, 1.0000915507649086]|2114.6038247288643106|      0.00048828|[493, 0, 29, 145]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[-0.002576920918044, -0.0020598739855015, -2.9973421003e-06, 0.0004259197941551, -0.0001787680573568, 0.0017330011132126, -0.0001804895484541, -6.20426280129e-05, -0.0003564747610374, -0.0017921951155551, 0.0009247793663257, -0.0012676097789778, 0.0009999296263769, 0.0002532492155805, 1.000237781376492]|2114.3824302847315266|      0.00097656|[510, 0, 30, 150]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
