k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.9202016716026389, -1.2316714761838596, -1.1014115116156573, -1.1004756983034143, -1.1418508087903347, -1.1602840530239933, -0.9962952173932731, -1.277052376780242, -1.074384411728579, -1.1773157891422303]|  0.0592512077320699|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.9523687020285132, -1.2246312800996038, -1.0806287379376753, -1.105452599099797, -1.1391557322502912, -1.1628430719676464, -1.017529294043987, -1.2541304490798015, -1.039272476174734, -1.1892453220261368]|  0.0284145650817490|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.9523687020285132, -1.2246312800996038, -1.0806287379376753, -1.105452599099797, -1.1391557322502912, -1.1628430719676464, -1.017529294043987, -1.2541304490798015, -1.039272476174734, -1.1892453220261368]|  0.0284145650817490|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.97637351008388, -1.2211189572324885, -1.0927288948017915, -1.1064840023185745, -1.104476834083823, -1.2031621283851075, -1.0193416698645086, -1.2394270566436751, -1.0483127245341317, -1.1956290791868043]|  0.0120890846635830|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[0.97637351008388, -1.2211189572324885, -1.0927288948017915, -1.1064840023185745, -1.104476834083823, -1.2031621283851075, -1.0193416698645086, -1.2394270566436751, -1.0483127245341317, -1.1956290791868043]|  0.0120890846635830|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[0.97637351008388, -1.2211189572324885, -1.0927288948017915, -1.1064840023185745, -1.104476834083823, -1.2031621283851075, -1.0193416698645086, -1.2394270566436751, -1.0483127245341317, -1.1956290791868043]|  0.0120890846635830|      0.03125000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[0.9898611522836082, -1.217284220631336, -1.0996233405671625, -1.1322137255072806, -1.1074419504158342, -1.2021776812075455, -1.0225849234089661, -1.235090011215384, -1.0511069956164287, -1.190782316687674]|  0.0040332215688686|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[0.9898611522836082, -1.217284220631336, -1.0996233405671625, -1.1322137255072806, -1.1074419504158342, -1.2021776812075455, -1.0225849234089661, -1.235090011215384, -1.0511069956164287, -1.190782316687674]|  0.0040332215688686|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[0.9898611522836082, -1.217284220631336, -1.0996233405671625, -1.1322137255072806, -1.1074419504158342, -1.2021776812075455, -1.0225849234089661, -1.235090011215384, -1.0511069956164287, -1.190782316687674]|  0.0040332215688686|      0.01562500|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[1.000427319231911, -1.2153660462258566, -1.1009002394177678, -1.1417165945152359, -1.1043403989725036, -1.205234683711964, -1.0215291308982206, -1.236214583032275, -1.054396272475991, -1.1886100435947755]|  0.0027576130229994|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[1.000427319231911, -1.2153660462258566, -1.1009002394177678, -1.1417165945152359, -1.1043403989725036, -1.205234683711964, -1.0215291308982206, -1.236214583032275, -1.054396272475991, -1.1886100435947755]|  0.0027576130229994|      0.01562500|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1.000427319231911, -1.2153660462258566, -1.1009002394177678, -1.1417165945152359, -1.1043403989725036, -1.205234683711964, -1.0215291308982206, -1.236214583032275, -1.054396272475991, -1.1886100435947755]|  0.0027576130229994|      0.00781250|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[1.0045592211479928, -1.2159097072402136, -1.0999997392553562, -1.1438337580001228, -1.103761713036269, -1.2092114121182462, -1.0251884605778923, -1.2339470376880024, -1.055092145426597, -1.190401063627253]|  0.0023119596194687|      0.01562500|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[1.0045592211479928, -1.2159097072402136, -1.0999997392553562, -1.1438337580001228, -1.103761713036269, -1.2092114121182462, -1.0251884605778923, -1.2339470376880024, -1.055092145426597, -1.190401063627253]|  0.0023119596194687|      0.00781250|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[1.0076474332205354, -1.2182198433340898, -1.095268478190038, -1.146174290716625, -1.1008309892886947, -1.2080130064211847, -1.0252372730956074, -1.232443069910079, -1.054845324828277, -1.1928398971520229]|  0.0018164731229479|      0.01562500|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[1.0076474332205354, -1.2182198433340898, -1.095268478190038, -1.146174290716625, -1.1008309892886947, -1.2080130064211847, -1.0252372730956074, -1.232443069910079, -1.054845324828277, -1.1928398971520229]|  0.0018164731229479|      0.00781250|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[1.0134822284947924, -1.2159368052998023, -1.0940760442204813, -1.1470133865301833, -1.0980743958130788, -1.206109686597633, -1.022418850646235, -1.232745561196191, -1.054281749976894, -1.193119218652229]|  0.0015727580458515|      0.01562500|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[1.0134822284947924, -1.2159368052998023, -1.0940760442204813, -1.1470133865301833, -1.0980743958130788, -1.206109686597633, -1.022418850646235, -1.232745561196191, -1.054281749976894, -1.193119218652229]|  0.0015727580458515|      0.00781250|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[1.0153792596455404, -1.2148156714256615, -1.091723590734359, -1.1517048901180509, -1.0961211517391223, -1.2087576025241185, -1.0258717088714202, -1.2316025176159973, -1.052245887701033, -1.193778847076493]|  0.0011947704253439|      0.01562500|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[1.0153792596455404, -1.2148156714256615, -1.091723590734359, -1.1517048901180509, -1.0961211517391223, -1.2087576025241185, -1.0258717088714202, -1.2316025176159973, -1.052245887701033, -1.193778847076493]|  0.0011947704253439|      0.00781250|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[1.018258881349342, -1.2173073863619452, -1.0882653224515728, -1.1549524413462071, -1.0929436060592017, -1.2105502727214916, -1.0270103133255448, -1.2316406862030689, -1.0545646699219806, -1.1957895664396478]|  0.0009569226730896|      0.01562500|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[1.018258881349342, -1.2173073863619452, -1.0882653224515728, -1.1549524413462071, -1.0929436060592017, -1.2105502727214916, -1.0270103133255448, -1.2316406862030689, -1.0545646699219806, -1.1957895664396478]|  0.0009569226730896|      0.00781250|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[1.0216046217304635, -1.2143320772537718, -1.09115119840138, -1.157456113740068, -1.0940273855970417, -1.2086358185480859, -1.0298893169924326, -1.2294411008251984, -1.0536529708957216, -1.1930337885317228]|  0.0008256234743829|      0.01562500|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[1.0248679842915813, -1.2109407240592374, -1.0829314606231764, -1.1624495010961955, -1.087782719452172, -1.2085377400252981, -1.0308251184096942, -1.2235729281932017, -1.0594828693506186, -1.1976367703794457]|  0.0005026434261289|      0.03125000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[1.0248679842915813, -1.2109407240592374, -1.0829314606231764, -1.1624495010961955, -1.087782719452172, -1.2085377400252981, -1.0308251184096942, -1.2235729281932017, -1.0594828693506186, -1.1976367703794457]|  0.0005026434261289|      0.01562500|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[1.0248679842915813, -1.2109407240592374, -1.0829314606231764, -1.1624495010961955, -1.087782719452172, -1.2085377400252981, -1.0308251184096942, -1.2235729281932017, -1.0594828693506186, -1.1976367703794457]|  0.0005026434261289|      0.00781250|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[1.0289676342989378, -1.2112593928753914, -1.0834629832883564, -1.1665209380835844, -1.0831382434690682, -1.207320582216981, -1.032337655164052, -1.222810687406325, -1.0585804676261878, -1.198365895304422]|  0.0003508426840210|      0.01562500|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[1.0289676342989378, -1.2112593928753914, -1.0834629832883564, -1.1665209380835844, -1.0831382434690682, -1.207320582216981, -1.032337655164052, -1.222810687406325, -1.0585804676261878, -1.198365895304422]|  0.0003508426840210|      0.00781250|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[1.0313280461167467, -1.214666108180902, -1.081553332614525, -1.1693506574408845, -1.0799138307780698, -1.209034267719475, -1.0340701116123434, -1.2215478041935048, -1.0577772842437834, -1.1946741629621667]|  0.0002813925775723|      0.01562500|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      41|[1.0313280461167467, -1.214666108180902, -1.081553332614525, -1.1693506574408845, -1.0799138307780698, -1.209034267719475, -1.0340701116123434, -1.2215478041935048, -1.0577772842437834, -1.1946741629621667]|  0.0002813925775723|      0.00781250|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      42|[1.0313280461167467, -1.214666108180902, -1.081553332614525, -1.1693506574408845, -1.0799138307780698, -1.209034267719475, -1.0340701116123434, -1.2215478041935048, -1.0577772842437834, -1.1946741629621667]|  0.0002813925775723|      0.00390625|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      43|[1.0317866585671935, -1.2123002693679241, -1.0797383848774422, -1.1709152074767646, -1.0800261173454762, -1.209634930676065, -1.03561884406196, -1.2210069964566785, -1.0573539489245674, -1.1953566261691209]|  0.0002248171837659|      0.00781250|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[1.0317866585671935, -1.2123002693679241, -1.0797383848774422, -1.1709152074767646, -1.0800261173454762, -1.209634930676065, -1.03561884406196, -1.2210069964566785, -1.0573539489245674, -1.1953566261691209]|  0.0002248171837659|      0.00390625|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      45|[1.032727397360883, -1.2115658999968315, -1.0781522173708595, -1.1731467867840657, -1.0792540088227587, -1.210272650263964, -1.036999210397944, -1.221183207151831, -1.0584287438830957, -1.1968546729542748]|  0.0001791199174731|      0.00781250|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      46|[1.0342810160279248, -1.214443401648907, -1.078061143773813, -1.1782097715017497, -1.0828294819835131, -1.207879470965615, -1.0382516952609206, -1.221734288902801, -1.056945308268657, -1.195400370801901]|  0.0001578372745216|      0.01562500|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      47|[1.0342810160279248, -1.214443401648907, -1.078061143773813, -1.1782097715017497, -1.0828294819835131, -1.207879470965615, -1.0382516952609206, -1.221734288902801, -1.056945308268657, -1.195400370801901]|  0.0001578372745216|      0.00781250|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      48|[1.03626040302841, -1.211145072036994, -1.0737755643495224, -1.1795296383814988, -1.081231856304996, -1.2053267968663248, -1.0418743153915915, -1.2225013990792657, -1.0564022565299076, -1.1936526085610493]|  0.0001172709953506|      0.01562500|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      49|[1.03626040302841, -1.211145072036994, -1.0737755643495224, -1.1795296383814988, -1.081231856304996, -1.2053267968663248, -1.0418743153915915, -1.2225013990792657, -1.0564022565299076, -1.1936526085610493]|  0.0001172709953506|      0.00781250|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      50|[1.03626040302841, -1.211145072036994, -1.0737755643495224, -1.1795296383814988, -1.081231856304996, -1.2053267968663248, -1.0418743153915915, -1.2225013990792657, -1.0564022565299076, -1.1936526085610493]|  0.0001172709953506|      0.00390625|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
