k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[1.2209562315851177, 0.3084477872278694, 0.6435617391818006, 0.7547873284280919, 0.4397981878647702, 3.135637012903963, 4.954040406361462, 6.887617602530362, 2.2472680801780087, 4.675753747605292, 5.781781137835636]|  0.7745593911745381|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[1.247346246073958, 0.295773566816338, 0.6459265501895382, 0.7580119214856057, 0.3888291423138693, 3.13560350611389, 4.954845074157329, 6.878654117568668, 2.2590830440419087, 4.685809525773655, 5.771120808803273]|  0.6842007832415963|      0.12500000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[1.247346246073958, 0.295773566816338, 0.6459265501895382, 0.7580119214856057, 0.3888291423138693, 3.13560350611389, 4.954845074157329, 6.878654117568668, 2.2590830440419087, 4.685809525773655, 5.771120808803273]|  0.6842007832415963|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[1.2419134930338929, 0.2710188053308966, 0.6184075093183129, 0.7490816740860575, 0.4251132221743452, 3.12727459071898, 4.9325478904201825, 6.881980519034794, 2.279478130761555, 4.6826528464569686, 5.7607848893857225]|  0.6424722387549804|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[1.2419134930338929, 0.2710188053308966, 0.6184075093183129, 0.7490816740860575, 0.4251132221743452, 3.12727459071898, 4.9325478904201825, 6.881980519034794, 2.279478130761555, 4.6826528464569686, 5.7607848893857225]|  0.6424722387549804|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[1.2406090131287348, 0.2649997590871426, 0.6097997404799634, 0.7632199231569906, 0.3679782317799747, 3.134815109482999, 4.9347328076765695, 6.881675183581594, 2.2924571587027014, 4.6824617818888, 5.77077039526217]|  0.6245113221441532|      0.12500000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[1.2406090131287348, 0.2649997590871426, 0.6097997404799634, 0.7632199231569906, 0.3679782317799747, 3.134815109482999, 4.9347328076765695, 6.881675183581594, 2.2924571587027014, 4.6824617818888, 5.77077039526217]|  0.6245113221441532|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[1.2406090131287348, 0.2649997590871426, 0.6097997404799634, 0.7632199231569906, 0.3679782317799747, 3.134815109482999, 4.9347328076765695, 6.881675183581594, 2.2924571587027014, 4.6824617818888, 5.77077039526217]|  0.6245113221441532|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.2360708291368194, 0.253928008745926, 0.6015768655149457, 0.7574334213088143, 0.389223991550231, 3.1394172906248077, 4.936439529444884, 6.882113725774643, 2.2863738277897765, 4.683764309865634, 5.756008506424543]|  0.5708330426858241|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[1.2217251538324874, 0.2117631407652418, 0.5928371995946385, 0.7382166178787989, 0.3914100344772364, 3.137222777314551, 4.932452595615822, 6.8786458757693545, 2.315825713428682, 4.707322188954536, 5.760132179732297]|  0.5098864702046260|      0.12500000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[1.2217251538324874, 0.2117631407652418, 0.5928371995946385, 0.7382166178787989, 0.3914100344772364, 3.137222777314551, 4.932452595615822, 6.8786458757693545, 2.315825713428682, 4.707322188954536, 5.760132179732297]|  0.5098864702046260|      0.06250000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[1.2217251538324874, 0.2117631407652418, 0.5928371995946385, 0.7382166178787989, 0.3914100344772364, 3.137222777314551, 4.932452595615822, 6.8786458757693545, 2.315825713428682, 4.707322188954536, 5.760132179732297]|  0.5098864702046260|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[1.231416911014724, 0.2185505749055384, 0.5890901584591699, 0.737621459503046, 0.3640690507371463, 3.140878315095004, 4.929977290971337, 6.874871339968514, 2.314877600403276, 4.713086869258315, 5.757529970958998]|  0.4998271804490585|      0.06250000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[1.231416911014724, 0.2185505749055384, 0.5890901584591699, 0.737621459503046, 0.3640690507371463, 3.140878315095004, 4.929977290971337, 6.874871339968514, 2.314877600403276, 4.713086869258315, 5.757529970958998]|  0.4998271804490585|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[1.22727834722083, 0.2013203674781577, 0.5802954540239632, 0.7385865012735917, 0.3837156225431819, 3.134820702512062, 4.932130634192744, 6.871482326673458, 2.326241934410361, 4.70942022068902, 5.759226867767433]|  0.4833459590075881|      0.06250000|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[1.22727834722083, 0.2013203674781577, 0.5802954540239632, 0.7385865012735917, 0.3837156225431819, 3.134820702512062, 4.932130634192744, 6.871482326673458, 2.326241934410361, 4.70942022068902, 5.759226867767433]|  0.4833459590075881|      0.03125000|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[1.233260097020593, 0.1963479616428331, 0.5772128692783762, 0.7307957558337066, 0.35940245885811, 3.134138979742831, 4.936682450642244, 6.8745658695730025, 2.3393309745761894, 4.715108456512081, 5.754714954319332]|  0.4664099765985690|      0.06250000|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[1.233260097020593, 0.1963479616428331, 0.5772128692783762, 0.7307957558337066, 0.35940245885811, 3.134138979742831, 4.936682450642244, 6.8745658695730025, 2.3393309745761894, 4.715108456512081, 5.754714954319332]|  0.4664099765985690|      0.03125000|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.233260097020593, 0.1963479616428331, 0.5772128692783762, 0.7307957558337066, 0.35940245885811, 3.134138979742831, 4.936682450642244, 6.8745658695730025, 2.3393309745761894, 4.715108456512081, 5.754714954319332]|  0.4664099765985690|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[1.2282842945004826, 0.1880138567555405, 0.5744689930725195, 0.7266113317416396, 0.3698245237828429, 3.1320982761062512, 4.934492485098053, 6.874258760666169, 2.3404104988172785, 4.716403590076476, 5.756805296698779]|  0.4508923185195938|      0.03125000|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      32|[1.2212007468348858, 0.1858393324401201, 0.5747287481325208, 0.7196138070270824, 0.3499480182159443, 3.1300031175128527, 4.932892529803497, 6.875020640329474, 2.359113159323544, 4.726581676065657, 5.760884027700534]|  0.4423907999204525|      0.06250000|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[1.2212007468348858, 0.1858393324401201, 0.5747287481325208, 0.7196138070270824, 0.3499480182159443, 3.1300031175128527, 4.932892529803497, 6.875020640329474, 2.359113159323544, 4.726581676065657, 5.760884027700534]|  0.4423907999204525|      0.03125000|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      34|[1.2212007468348858, 0.1858393324401201, 0.5747287481325208, 0.7196138070270824, 0.3499480182159443, 3.1300031175128527, 4.932892529803497, 6.875020640329474, 2.359113159323544, 4.726581676065657, 5.760884027700534]|  0.4423907999204525|      0.01562500|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[1.216068563160047, 0.1807414428963604, 0.5739610436561955, 0.7165356905972914, 0.361641306553725, 3.129745397232502, 4.933538691808037, 6.873214528047511, 2.3622918995226523, 4.731294183424699, 5.76387694823774]|  0.4251916051819846|      0.03125000|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      36|[1.21446484942265, 0.1689658702669127, 0.5605374536316753, 0.7012504023149158, 0.3544898818966188, 3.1279402082701013, 4.934952966058333, 6.867923743650523, 2.378760476159721, 4.735408546033457, 5.770873914390386]|  0.4041333598217898|      0.06250000|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[1.21446484942265, 0.1689658702669127, 0.5605374536316753, 0.7012504023149158, 0.3544898818966188, 3.1279402082701013, 4.934952966058333, 6.867923743650523, 2.378760476159721, 4.735408546033457, 5.770873914390386]|  0.4041333598217898|      0.03125000|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[1.1999406809944482, 0.159709202781582, 0.556378217310515, 0.6848177866493469, 0.3515462356910912, 3.1353956329203436, 4.936346566802296, 6.868819466580535, 2.3961409007482484, 4.738606494942453, 5.774520302431445]|  0.3902297945904745|      0.06250000|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[1.1999406809944482, 0.159709202781582, 0.556378217310515, 0.6848177866493469, 0.3515462356910912, 3.1353956329203436, 4.936346566802296, 6.868819466580535, 2.3961409007482484, 4.738606494942453, 5.774520302431445]|  0.3902297945904745|      0.03125000|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[1.1999406809944482, 0.159709202781582, 0.556378217310515, 0.6848177866493469, 0.3515462356910912, 3.1353956329203436, 4.936346566802296, 6.868819466580535, 2.3961409007482484, 4.738606494942453, 5.774520302431445]|  0.3902297945904745|      0.01562500|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      41|[1.205639091968338, 0.1583566424618486, 0.5526331379091861, 0.6823070256047977, 0.340827161561328, 3.135192421426162, 4.934766498852229, 6.869118563371194, 2.4040499320127386, 4.7408957400947065, 5.776567358750043]|  0.3851983427380959|      0.03125000|[697, 0, 41, 82]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      42|[1.205639091968338, 0.1583566424618486, 0.5526331379091861, 0.6823070256047977, 0.340827161561328, 3.135192421426162, 4.934766498852229, 6.869118563371194, 2.4040499320127386, 4.7408957400947065, 5.776567358750043]|  0.3851983427380959|      0.01562500|[714, 0, 42, 84]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      43|[1.205639091968338, 0.1583566424618486, 0.5526331379091861, 0.6823070256047977, 0.340827161561328, 3.135192421426162, 4.934766498852229, 6.869118563371194, 2.4040499320127386, 4.7408957400947065, 5.776567358750043]|  0.3851983427380959|      0.00781250|[731, 0, 43, 86]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      44|[1.2020272228673727, 0.1598163498935014, 0.5496548133258482, 0.681123776316099, 0.343937041541526, 3.134927376531383, 4.932344088326025, 6.871556389076997, 2.407024148816559, 4.74294871066968, 5.775579941480647]|  0.3807696256564772|      0.01562500|[748, 0, 44, 88]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      45|[1.2004900377015566, 0.1563000252334942, 0.5481752632721347, 0.6736289753964652, 0.3435723441228811, 3.134335059548488, 4.930486272413935, 6.868705161114442, 2.4192331861881664, 4.745297196780322, 5.773479647825278]|  0.3737667422421608|      0.03125000|[765, 0, 45, 90]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      46|[1.1996387000385937, 0.1556383680491725, 0.5267640993623056, 0.6586367137601754, 0.3425339327547735, 3.13391043609089, 4.928394767464817, 6.86224816282157, 2.432998587449667, 4.752052096248874, 5.7766026789062375]|  0.3656744458307815|      0.06250000|[782, 0, 46, 92]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      47|[1.1996387000385937, 0.1556383680491725, 0.5267640993623056, 0.6586367137601754, 0.3425339327547735, 3.13391043609089, 4.928394767464817, 6.86224816282157, 2.432998587449667, 4.752052096248874, 5.7766026789062375]|  0.3656744458307815|      0.03125000|[799, 0, 47, 94]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      48|[1.1996387000385937, 0.1556383680491725, 0.5267640993623056, 0.6586367137601754, 0.3425339327547735, 3.13391043609089, 4.928394767464817, 6.86224816282157, 2.432998587449667, 4.752052096248874, 5.7766026789062375]|  0.3656744458307815|      0.01562500|[816, 0, 48, 96]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      49|[1.1996387000385937, 0.1556383680491725, 0.5267640993623056, 0.6586367137601754, 0.3425339327547735, 3.13391043609089, 4.928394767464817, 6.86224816282157, 2.432998587449667, 4.752052096248874, 5.7766026789062375]|  0.3656744458307815|      0.00781250|[833, 0, 49, 98]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      50|[1.1996387000385937, 0.1556383680491725, 0.5267640993623056, 0.6586367137601754, 0.3425339327547735, 3.13391043609089, 4.928394767464817, 6.86224816282157, 2.432998587449667, 4.752052096248874, 5.7766026789062375]|  0.3656744458307815|      0.00390625|[850, 0, 50, 100]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      51|[1.199811392917623, 0.1554006038790458, 0.5270011225726943, 0.6577112671318802, 0.3395039856603595, 3.1342437442974695, 4.927570764351167, 6.861296732472964, 2.4339783418016068, 4.7532143137026095, 5.775566696101186]|  0.3637281671010469|      0.00781250|[867, 0, 51, 102]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      52|[1.1980433241666923, 0.1554751667296863, 0.5267526146608268, 0.6538807014984593, 0.3346273928763092, 3.1342302158535755, 4.927277212094605, 6.861939860636997, 2.4380860299578315, 4.751841354355679, 5.77592627077913]|  0.3623781891742738|      0.01562500|[884, 0, 52, 104]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      53|[1.1980433241666923, 0.1554751667296863, 0.5267526146608268, 0.6538807014984593, 0.3346273928763092, 3.1342302158535755, 4.927277212094605, 6.861939860636997, 2.4380860299578315, 4.751841354355679, 5.77592627077913]|  0.3623781891742738|      0.00781250|[901, 0, 53, 106]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      54|[1.193543525044663, 0.1539980405071995, 0.5246185774469223, 0.6517094043235648, 0.3387782751264443, 3.1336552431211167, 4.926335798153884, 6.862396760507664, 2.4407986267971595, 4.752626859086868, 5.777571196883726]|  0.3608968178335998|      0.01562500|[918, 0, 54, 108]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      55|[1.189382498774323, 0.1532706401391428, 0.5282800888088679, 0.6508657531602995, 0.3284272292909993, 3.134351987510474, 4.925499963301855, 6.861120914878515, 2.4489319452083054, 4.755630945996364, 5.772370470953109]|  0.3587188884419575|      0.03125000|[935, 0, 55, 110]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
