k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[-3.500194921752415, 0.999505846123073, -6.0813424993e-06, -0.0005877177326914, 1.7003852155804051, -0.0001762486747644, -0.0003070798857989, 0.0002286699842741]|2249.3638088446077745|      0.00097656|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[-3.500194921752415, 0.999505846123073, -6.0813424993e-06, -0.0005877177326914, 1.7003852155804051, -0.0001762486747644, -0.0003070798857989, 0.0002286699842741]|2249.3638088446077745|      0.00048828|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[-3.500194921752415, 0.999505846123073, -6.0813424993e-06, -0.0005877177326914, 1.7003852155804051, -0.0001762486747644, -0.0003070798857989, 0.0002286699842741]|2249.3638088446077745|      0.00024414|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[-3.5003215390161726, 0.9996395257992693, -9.88919057846e-05, -0.0005523939231745, 1.7004161776762676, -5.77963771961e-05, -0.0002793195665153, 0.00023765061809]|1566.8167716123837181|      0.00048828|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[-3.5003215390161726, 0.9996395257992693, -9.88919057846e-05, -0.0005523939231745, 1.7004161776762676, -5.77963771961e-05, -0.0002793195665153, 0.00023765061809]|1566.8167716123837181|      0.00024414|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[-3.5003215390161726, 0.9996395257992693, -9.88919057846e-05, -0.0005523939231745, 1.7004161776762676, -5.77963771961e-05, -0.0002793195665153, 0.00023765061809]|1566.8167716123837181|      0.00012207|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00024414|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      19|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00012207|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00006104|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00003052|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00001526|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00000763|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[-3.500380102641242, 0.999591407563559, -3.99752809192e-05, -0.0005682690993278, 1.7004595308732329, -2.12563020749e-05, -0.0002371863371102, 0.0002586987226184]|1098.2474783927375483|      0.00000381|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      25|[-3.500381794018502, 0.9995895567096484, -3.93186471e-05, -0.000568102531022, 1.7004590446033148, -2.09223904348e-05, -0.0002367794507386, 0.0002613992916483]|1026.9045866251508414|      0.00000763|[175, 50, 25, 75]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      26|[-3.500381794018502, 0.9995895567096484, -3.93186471e-05, -0.000568102531022, 1.7004590446033148, -2.09223904348e-05, -0.0002367794507386, 0.0002613992916483]|1026.9045866251508414|      0.00000381|[182, 52, 26, 78]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      27|[-3.500381794018502, 0.9995895567096484, -3.93186471e-05, -0.000568102531022, 1.7004590446033148, -2.09223904348e-05, -0.0002367794507386, 0.0002613992916483]|1026.9045866251508414|      0.00000191|[189, 54, 27, 81]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
