k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.59793282651637, 2.9748984493929704, 0.3881319869480395, 40.28578867568518, -0.3941848129016379, -1.35833136737082, 26.39207490046889, -0.4935416862364953, 1.3215008802045107]|847.9160156250000000|      0.50000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[10.59793282651637, 2.9748984493929704, 0.3881319869480395, 40.28578867568518, -0.3941848129016379, -1.35833136737082, 26.39207490046889, -0.4935416862364953, 1.3215008802045107]|847.9160156250000000|      0.25000000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[10.59793282651637, 2.9748984493929704, 0.3881319869480395, 40.28578867568518, -0.3941848129016379, -1.35833136737082, 26.39207490046889, -0.4935416862364953, 1.3215008802045107]|847.9160156250000000|      0.12500000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[10.59793282651637, 2.9748984493929704, 0.3881319869480395, 40.28578867568518, -0.3941848129016379, -1.35833136737082, 26.39207490046889, -0.4935416862364953, 1.3215008802045107]|847.9160156250000000|      0.06250000|[339, 112, 2, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[10.611314319615046, 2.977543415984492, 0.3929969601489123, 40.28107501708163, -0.4328026886249557, -1.371614100461298, 26.36482182573911, -0.4720460973418041, 1.3498159204589897]|846.8010864257812500|      0.12500000|[363, 120, 2, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[10.684464137562056, 2.95860339908703, 0.4361336412793531, 40.29746094234572, -0.4962302070758198, -1.4307563341584582, 26.358829845489787, -0.4648971136901209, 1.336465175519142]|845.7695312500000000|      0.25000000|[387, 128, 2, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[10.684464137562056, 2.95860339908703, 0.4361336412793531, 40.29746094234572, -0.4962302070758198, -1.4307563341584582, 26.358829845489787, -0.4648971136901209, 1.336465175519142]|845.7695312500000000|      0.12500000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[10.624661104291608, 3.009889085789295, 0.4239142632608889, 40.34880329167756, -0.5547241189815978, -1.3814746991079572, 26.331848344856514, -0.4693935321844146, 1.3305839275164697]|843.9207153320312500|      0.25000000|[435, 144, 2, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[10.624661104291608, 3.009889085789295, 0.4239142632608889, 40.34880329167756, -0.5547241189815978, -1.3814746991079572, 26.331848344856514, -0.4693935321844146, 1.3305839275164697]|843.9207153320312500|      0.12500000|[459, 152, 3, 41]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[10.624661104291608, 3.009889085789295, 0.4239142632608889, 40.34880329167756, -0.5547241189815978, -1.3814746991079572, 26.331848344856514, -0.4693935321844146, 1.3305839275164697]|843.9207153320312500|      0.06250000|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[10.632030208047487, 3.011184129760573, 0.4504737394019983, 40.38185410738674, -0.5665960332777967, -1.3969379826259027, 26.342101840254543, -0.4321325808253985, 1.317207125628623]|842.8596801757812500|      0.12500000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[10.632030208047487, 3.011184129760573, 0.4504737394019983, 40.38185410738674, -0.5665960332777967, -1.3969379826259027, 26.342101840254543, -0.4321325808253985, 1.317207125628623]|842.8596801757812500|      0.06250000|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[10.626679269658803, 3.0219007946214655, 0.4750333961905052, 40.37609823253467, -0.6107034486954191, -1.412934948086313, 26.359268110104637, -0.442131320556588, 1.2941758186705856]|842.4726562500000000|      0.12500000|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      24|[10.601156476635653, 3.051424791400993, 0.5085880262494711, 40.436129903615566, -0.5855827240896878, -1.3309189226793419, 26.38992082607604, -0.4141905532522347, 1.3113295709437278]|840.8740844726562500|      0.25000000|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[10.601156476635653, 3.051424791400993, 0.5085880262494711, 40.436129903615566, -0.5855827240896878, -1.3309189226793419, 26.38992082607604, -0.4141905532522347, 1.3113295709437278]|840.8740844726562500|      0.12500000|[604, 200, 3, 53]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[10.601156476635653, 3.051424791400993, 0.5085880262494711, 40.436129903615566, -0.5855827240896878, -1.3309189226793419, 26.38992082607604, -0.4141905532522347, 1.3113295709437278]|840.8740844726562500|      0.06250000|[628, 208, 4, 56]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      27|[10.62928998951804, 3.0396173807521443, 0.5176669447935458, 40.44438388505472, -0.6292199608457644, -1.3466272413374931, 26.405880060406894, -0.3937226250201357, 1.3117684124011224]|840.1805744984720832|      0.12500000|[653, 216, 5, 59]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      28|[10.62928998951804, 3.0396173807521443, 0.5176669447935458, 40.44438388505472, -0.6292199608457644, -1.3466272413374931, 26.405880060406894, -0.3937226250201357, 1.3117684124011224]|840.1805744984720832|      0.06250000|[678, 224, 5, 61]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      29|[10.62928998951804, 3.0396173807521443, 0.5176669447935458, 40.44438388505472, -0.6292199608457644, -1.3466272413374931, 26.405880060406894, -0.3937226250201357, 1.3117684124011224]|840.1805744984720832|      0.03125000|[702, 232, 6, 64]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[10.628950521826543, 3.0429339443543557, 0.5240258229472052, 40.46345075876218, -0.6361832459310461, -1.3570923387879053, 26.419272690051685, -0.3909654993121508, 1.326482242236071]|839.6633911132812500|      0.06250000|[727, 240, 6, 66]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      31|[10.64068242029341, 3.04920547588001, 0.5100944330049128, 40.51376338854207, -0.6374383871094718, -1.3623360813999914, 26.391832106110076, -0.3775194927623805, 1.3200804335509237]|839.1932373046875000|      0.12500000|[751, 248, 6, 68]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      32|[10.64068242029341, 3.04920547588001, 0.5100944330049128, 40.51376338854207, -0.6374383871094718, -1.3623360813999914, 26.391832106110076, -0.3775194927623805, 1.3200804335509237]|839.1932373046875000|      0.06250000|[775, 256, 7, 71]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      33|[10.636795885522488, 3.0566700483522795, 0.5064255969041465, 40.55965432913724, -0.6552985269539274, -1.3728005567147603, 26.42564132566514, -0.3746581857704723, 1.3084079884456628]|838.1787124528016193|      0.12500000|[800, 264, 8, 74]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      34|[10.636795885522488, 3.0566700483522795, 0.5064255969041465, 40.55965432913724, -0.6552985269539274, -1.3728005567147603, 26.42564132566514, -0.3746581857704723, 1.3084079884456628]|838.1787124528016193|      0.06250000|[825, 272, 8, 76]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      35|[10.636795885522488, 3.0566700483522795, 0.5064255969041465, 40.55965432913724, -0.6552985269539274, -1.3728005567147603, 26.42564132566514, -0.3746581857704723, 1.3084079884456628]|838.1787124528016193|      0.03125000|[849, 280, 8, 78]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      36|[10.6275481266804, 3.0510657123710345, 0.5042852240827723, 40.577360203701765, -0.6663524780215125, -1.3650176458720589, 26.43010128292269, -0.3670165582907783, 1.3251562558196643]|837.6655883789062500|      0.06250000|[873, 288, 8, 80]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      37|[10.61413204572425, 3.064934686557565, 0.5071399960479966, 40.59506061305792, -0.7134133046550487, -1.357643781946631, 26.42951025513891, -0.3836663322545734, 1.3509592896128724]|837.0839233398437500|      0.12500000|[897, 296, 8, 82]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      38|[10.61413204572425, 3.064934686557565, 0.5071399960479966, 40.59506061305792, -0.7134133046550487, -1.357643781946631, 26.42951025513891, -0.3836663322545734, 1.3509592896128724]|837.0839233398437500|      0.06250000|[921, 304, 8, 84]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      39|[10.614153815160492, 3.041110992067309, 0.5040759008108749, 40.64574825300238, -0.7009219805001887, -1.3562902220437567, 26.453616114808888, -0.3822663171017327, 1.355333963058465]|836.4002685546875000|      0.12500000|[945, 312, 8, 86]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      40|[10.614153815160492, 3.041110992067309, 0.5040759008108749, 40.64574825300238, -0.7009219805001887, -1.3562902220437567, 26.453616114808888, -0.3822663171017327, 1.355333963058465]|836.4002685546875000|      0.06250000|[969, 320, 8, 88]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      41|[10.614153815160492, 3.041110992067309, 0.5040759008108749, 40.64574825300238, -0.7009219805001887, -1.3562902220437567, 26.453616114808888, -0.3822663171017327, 1.355333963058465]|836.4002685546875000|      0.03125000|[993, 328, 8, 90]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
