k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-2.85928378449e-05, 0.1339364754297031, 0.167868846694523, 0.1607310236236597, 0.0259261357208457, 0.0463212119284645, 0.2566947340237504, 0.0244983482921012, -0.0072877527592293, -0.0912965860130572, 0.0453014607139731, -0.1433941050608314]|  9.3166044204291723|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-0.0146941833386025, 0.1558559287451194, 0.186355728048949, 0.1596401351726149, 0.0484431151662238, 0.0780717379627091, 0.2695935024419137, 0.0111559579158386, 0.0072385987842718, -0.0952544283867105, 0.0472219556101794, -0.1155036475301115]|  8.6166635657338233|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[0.0131792255868635, 0.1720566551568041, 0.2488170013661057, 0.1762611224798809, -0.0154243235381089, 0.1351241635989603, 0.2249912271457415, 0.0084376617036807, 0.0137088326717119, -0.0819848268295108, 0.0229807917292921, -0.0990239544726131]|  7.5707372649699387|      0.25000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.0131792255868635, 0.1720566551568041, 0.2488170013661057, 0.1762611224798809, -0.0154243235381089, 0.1351241635989603, 0.2249912271457415, 0.0084376617036807, 0.0137088326717119, -0.0819848268295108, 0.0229807917292921, -0.0990239544726131]|  7.5707372649699387|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0131792255868635, 0.1720566551568041, 0.2488170013661057, 0.1762611224798809, -0.0154243235381089, 0.1351241635989603, 0.2249912271457415, 0.0084376617036807, 0.0137088326717119, -0.0819848268295108, 0.0229807917292921, -0.0990239544726131]|  7.5707372649699387|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0003753954929299, 0.2135659862957195, 0.2727539898000285, 0.1766810009099547, 0.0067379546049312, 0.1278278248140895, 0.2204675180253566, 0.0047320658947741, -0.0023602929292598, -0.0774584436435038, 0.0125662425723449, -0.1209411932817558]|  6.3057808521093293|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[0.0003753954929299, 0.2135659862957195, 0.2727539898000285, 0.1766810009099547, 0.0067379546049312, 0.1278278248140895, 0.2204675180253566, 0.0047320658947741, -0.0023602929292598, -0.0774584436435038, 0.0125662425723449, -0.1209411932817558]|  6.3057808521093293|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0003753954929299, 0.2135659862957195, 0.2727539898000285, 0.1766810009099547, 0.0067379546049312, 0.1278278248140895, 0.2204675180253566, 0.0047320658947741, -0.0023602929292598, -0.0774584436435038, 0.0125662425723449, -0.1209411932817558]|  6.3057808521093293|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-0.0035918266616623, 0.2325501543860355, 0.2703791877914142, 0.1814800485739757, 0.0150446949516353, 0.135870077171247, 0.2352069168853217, 0.0077020349512387, 0.0067194932445959, -0.0754983127424001, 0.0025877446845744, -0.1260548088237346]|  6.0434193188719885|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-0.0035918266616623, 0.2325501543860355, 0.2703791877914142, 0.1814800485739757, 0.0150446949516353, 0.135870077171247, 0.2352069168853217, 0.0077020349512387, 0.0067194932445959, -0.0754983127424001, 0.0025877446845744, -0.1260548088237346]|  6.0434193188719885|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-0.0062245725432618, 0.245983613161912, 0.29375286047215, 0.1796653544763153, 0.011304963759767, 0.1327194204959043, 0.2334020647706645, 0.0018143477060767, 0.0072157987591448, -0.0786557985403738, 0.0021200772669453, -0.1131210422602829]|  5.6490843961177841|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-0.0062245725432618, 0.245983613161912, 0.29375286047215, 0.1796653544763153, 0.011304963759767, 0.1327194204959043, 0.2334020647706645, 0.0018143477060767, 0.0072157987591448, -0.0786557985403738, 0.0021200772669453, -0.1131210422602829]|  5.6490843961177841|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-0.0072599361322948, 0.2608069925706407, 0.3061635145040017, 0.1851470184737693, 0.0106978855880215, 0.1270596084360092, 0.2261526351473959, -0.0080120063294449, -0.0041977051580625, -0.0916451425043606, 0.0038650250350171, -0.1225090942687583]|  5.3597938031506143|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-0.0005472481659299, 0.2983608501788177, 0.3261740502850226, 0.168076040001354, -0.001708616195154, 0.1465895851234376, 0.2432145319365354, -0.0097354173442455, 0.0156361725802148, -0.1065706573595466, 0.0073885094811175, -0.1051577437503126]|  4.6466968190889917|      0.12500000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-0.0005472481659299, 0.2983608501788177, 0.3261740502850226, 0.168076040001354, -0.001708616195154, 0.1465895851234376, 0.2432145319365354, -0.0097354173442455, 0.0156361725802148, -0.1065706573595466, 0.0073885094811175, -0.1051577437503126]|  4.6466968190889917|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-0.0005472481659299, 0.2983608501788177, 0.3261740502850226, 0.168076040001354, -0.001708616195154, 0.1465895851234376, 0.2432145319365354, -0.0097354173442455, 0.0156361725802148, -0.1065706573595466, 0.0073885094811175, -0.1051577437503126]|  4.6466968190889917|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[0.0026146840640079, 0.3226918997800044, 0.3231053464148947, 0.1678441884620047, -0.0029322245730682, 0.1404693105306634, 0.234478848589488, -0.0147906710006158, 0.0067212344887241, -0.105384545710185, -0.0031032250062356, -0.0993861057590249]|  4.3376542029798522|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[0.0026146840640079, 0.3226918997800044, 0.3231053464148947, 0.1678441884620047, -0.0029322245730682, 0.1404693105306634, 0.234478848589488, -0.0147906710006158, 0.0067212344887241, -0.105384545710185, -0.0031032250062356, -0.0993861057590249]|  4.3376542029798522|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-0.001617127295056, 0.341812787279024, 0.3255809420788779, 0.1631397049188206, -0.0077447160127397, 0.1570139380274494, 0.2390621370068327, -0.0129154197531886, 0.0107493641895599, -0.1096336883069812, 0.0050782920498138, -0.0874630583836029]|  4.0146709553412467|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[-0.009295438296693, 0.3752226803164109, 0.3322049030719075, 0.1911415819787626, 0.006338692632583, 0.1682604521043813, 0.2395411968558912, -0.0198464232870019, -0.0028853362003988, -0.089583918677101, -0.0183718765304077, -0.1072667726721072]|  3.7570788953916692|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[-0.009295438296693, 0.3752226803164109, 0.3322049030719075, 0.1911415819787626, 0.006338692632583, 0.1682604521043813, 0.2395411968558912, -0.0198464232870019, -0.0028853362003988, -0.089583918677101, -0.0183718765304077, -0.1072667726721072]|  3.7570788953916692|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[0.0086407978195562, 0.4023838187221621, 0.3404341095238803, 0.1681166784587728, -0.0208192747280993, 0.171751521450311, 0.2221440988175295, -0.0256859261317814, 0.0193993148756059, -0.0770073832900611, -0.023855597295907, -0.0854127045330966]|  3.2165591260537516|      0.12500000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[0.0086407978195562, 0.4023838187221621, 0.3404341095238803, 0.1681166784587728, -0.0208192747280993, 0.171751521450311, 0.2221440988175295, -0.0256859261317814, 0.0193993148756059, -0.0770073832900611, -0.023855597295907, -0.0854127045330966]|  3.2165591260537516|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[-0.0148044072491548, 0.4164156408552349, 0.3438323620553594, 0.1626886924461437, -0.0578176579443758, 0.1542019633563684, 0.2088685234660152, -0.0152040690391837, 0.0208898343906181, -0.0732761414890485, -2.26915447446e-05, -0.1093196153584282]|  3.0209168569520291|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[-0.0148044072491548, 0.4164156408552349, 0.3438323620553594, 0.1626886924461437, -0.0578176579443758, 0.1542019633563684, 0.2088685234660152, -0.0152040690391837, 0.0208898343906181, -0.0732761414890485, -2.26915447446e-05, -0.1093196153584282]|  3.0209168569520291|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-0.0148044072491548, 0.4164156408552349, 0.3438323620553594, 0.1626886924461437, -0.0578176579443758, 0.1542019633563684, 0.2088685234660152, -0.0152040690391837, 0.0208898343906181, -0.0732761414890485, -2.26915447446e-05, -0.1093196153584282]|  3.0209168569520291|      0.03125000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[-0.0129107616975213, 0.4302593125497727, 0.3478259857382003, 0.1685043192328808, -0.0507352654929619, 0.1551886047748993, 0.217057011070518, -0.0040052042243865, 0.023818323934065, -0.060245641502912, 0.0012703852512503, -0.0917720474219036]|  2.8788848728482446|      0.06250000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[-0.0129107616975213, 0.4302593125497727, 0.3478259857382003, 0.1685043192328808, -0.0507352654929619, 0.1551886047748993, 0.217057011070518, -0.0040052042243865, 0.023818323934065, -0.060245641502912, 0.0012703852512503, -0.0917720474219036]|  2.8788848728482446|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[0.0001465282676104, 0.4450836673242815, 0.3418705252951524, 0.1694578408011161, -0.0531294922273594, 0.1525978655731425, 0.2078070159294666, -0.0119953325416552, 0.0261974048211603, -0.0677378757020893, -0.0151160047456786, -0.099373052856643]|  2.7352012894853281|      0.06250000|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      41|[0.0001465282676104, 0.4450836673242815, 0.3418705252951524, 0.1694578408011161, -0.0531294922273594, 0.1525978655731425, 0.2078070159294666, -0.0119953325416552, 0.0261974048211603, -0.0677378757020893, -0.0151160047456786, -0.099373052856643]|  2.7352012894853281|      0.03125000|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[-0.0050003173741954, 0.456997185593648, 0.3458219935215597, 0.1604084375125567, -0.051035223782189, 0.1602915091338407, 0.2107399966372771, -0.0043912740137562, 0.0309046892356441, -0.0602080212768341, -0.0043336859441322, -0.0797384676837541]|  2.5981894418067748|      0.06250000|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[-0.0050003173741954, 0.456997185593648, 0.3458219935215597, 0.1604084375125567, -0.051035223782189, 0.1602915091338407, 0.2107399966372771, -0.0043912740137562, 0.0309046892356441, -0.0602080212768341, -0.0043336859441322, -0.0797384676837541]|  2.5981894418067748|      0.03125000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[-0.0001853220088614, 0.4718441046704248, 0.3510682116856636, 0.1579830318860402, -0.0557618071235765, 0.1506773270036833, 0.2034521234010395, -0.0135808647817658, 0.0166650928070578, -0.0691758482511775, -0.0146150355434415, -0.0873747610582311]|  2.4571330910632114|      0.06250000|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      45|[-0.0001853220088614, 0.4718441046704248, 0.3510682116856636, 0.1579830318860402, -0.0557618071235765, 0.1506773270036833, 0.2034521234010395, -0.0135808647817658, 0.0166650928070578, -0.0691758482511775, -0.0146150355434415, -0.0873747610582311]|  2.4571330910632114|      0.03125000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      46|[-0.0001853220088614, 0.4718441046704248, 0.3510682116856636, 0.1579830318860402, -0.0557618071235765, 0.1506773270036833, 0.2034521234010395, -0.0135808647817658, 0.0166650928070578, -0.0691758482511775, -0.0146150355434415, -0.0873747610582311]|  2.4571330910632114|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[-0.0045210769488525, 0.4811532360079531, 0.3517433863508979, 0.1568000572161759, -0.0548758591936111, 0.1521738903985454, 0.205727687963501, -0.0088480322892796, 0.0203211667246376, -0.0652681397110075, -0.0079381825580271, -0.0816296147224969]|  2.2241744345702488|      0.03125000|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      48|[-0.0045210769488525, 0.4811532360079531, 0.3517433863508979, 0.1568000572161759, -0.0548758591936111, 0.1521738903985454, 0.205727687963501, -0.0088480322892796, 0.0203211667246376, -0.0652681397110075, -0.0079381825580271, -0.0816296147224969]|  2.2241744345702488|      0.01562500|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[-0.0054961973864369, 0.4838279626855238, 0.3514680499450326, 0.1611918702072327, -0.0527468324705721, 0.1446412165859572, 0.2040574081125887, -0.0036815404480013, 0.016216192003404, -0.0641099115878676, -0.004517039829939, -0.0718306943149259]|  2.1649809042821095|      0.03125000|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[-0.0054961973864369, 0.4838279626855238, 0.3514680499450326, 0.1611918702072327, -0.0527468324705721, 0.1446412165859572, 0.2040574081125887, -0.0036815404480013, 0.016216192003404, -0.0641099115878676, -0.004517039829939, -0.0718306943149259]|  2.1649809042821095|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      51|[-0.011088750038072, 0.492171660392026, 0.3493972450099147, 0.1598617651898496, -0.0538012938267834, 0.137387096584359, 0.2024791731562955, -0.0108068557142718, 0.0210182342772138, -0.0646185509495192, -0.0055605760970272, -0.0694250976999729]|  2.0642104896881692|      0.03125000|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      52|[-0.011088750038072, 0.492171660392026, 0.3493972450099147, 0.1598617651898496, -0.0538012938267834, 0.137387096584359, 0.2024791731562955, -0.0108068557142718, 0.0210182342772138, -0.0646185509495192, -0.0055605760970272, -0.0694250976999729]|  2.0642104896881692|      0.01562500|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      53|[-0.011088750038072, 0.492171660392026, 0.3493972450099147, 0.1598617651898496, -0.0538012938267834, 0.137387096584359, 0.2024791731562955, -0.0108068557142718, 0.0210182342772138, -0.0646185509495192, -0.0055605760970272, -0.0694250976999729]|  2.0642104896881692|      0.00781250|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      54|[-0.0098724622035567, 0.4988131416595121, 0.3502993470750003, 0.1599061470510737, -0.0544598598963411, 0.1350936483796145, 0.2007893842666492, -0.0130378948430072, 0.0218587659439997, -0.0648171045328245, -0.0061430422441712, -0.0692870795867311]|  1.9981527917636086|      0.01562500|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      55|[-0.0088072942797322, 0.5108443720911352, 0.3520718718229455, 0.1585896853039379, -0.0563926425641204, 0.1323175258191386, 0.2015934845324192, -0.0099539797173424, 0.0254008175425385, -0.0621034785631921, -0.0008792177965771, -0.064371465404835]|  1.8759441371681751|      0.03125000|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      56|[-0.0088072942797322, 0.5108443720911352, 0.3520718718229455, 0.1585896853039379, -0.0563926425641204, 0.1323175258191386, 0.2015934845324192, -0.0099539797173424, 0.0254008175425385, -0.0621034785631921, -0.0008792177965771, -0.064371465404835]|  1.8759441371681751|      0.01562500|[840, 112, 56, 112]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      57|[-0.0122008836146939, 0.5221500407493513, 0.356512806926953, 0.1549687889975944, -0.0533995117191024, 0.1304654216651263, 0.1991885716873989, -0.014847490006777, 0.021306567181842, -0.0650652193538359, -0.0005035171141808, -0.0664155108127291]|  1.7640211731355349|      0.03125000|[855, 114, 57, 114]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      58|[-0.0122008836146939, 0.5221500407493513, 0.356512806926953, 0.1549687889975944, -0.0533995117191024, 0.1304654216651263, 0.1991885716873989, -0.014847490006777, 0.021306567181842, -0.0650652193538359, -0.0005035171141808, -0.0664155108127291]|  1.7640211731355349|      0.01562500|[870, 116, 58, 116]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      59|[-0.0068873807236784, 0.5261332063138929, 0.3559080829367145, 0.1514851290527663, -0.0515982577562847, 0.1272686140276933, 0.2033987843750016, -0.0169659512149743, 0.0205340140256771, -0.0542560708717855, 0.0017309363677698, -0.0609901121109626]|  1.7181553034635884|      0.03125000|[885, 118, 59, 118]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      60|[-0.0068873807236784, 0.5261332063138929, 0.3559080829367145, 0.1514851290527663, -0.0515982577562847, 0.1272686140276933, 0.2033987843750016, -0.0169659512149743, 0.0205340140256771, -0.0542560708717855, 0.0017309363677698, -0.0609901121109626]|  1.7181553034635884|      0.01562500|[900, 120, 60, 120]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
