k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
      12|[-0.0034633459309288, 0.0002444648713215, -0.0004540564282037, -0.0007172291301952, 0.0005001655661023, 0.0009496111365774, -0.000124769750431, -5.33560748618e-05, -0.0006838200696323, -7.81407813963e-05, 0.0001062659853627, -0.0004096014608605, -2.68812761848e-05, 0.0004674077375653, 0.9993356502884303]|2119.0398872961336565|      0.00097656|[372, 24, 12, 36]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      13|[-0.0025279080120351, 4.41141220888e-05, -0.0003692336789875, -0.0006984358553005, 0.0005443598990522, 0.0010563621362671, -0.0001296118731872, -7.7696639865e-06, -0.0006931621806625, -3.24704992664e-05, 0.0001442674192807, -0.0004770731962242, -2.18906080947e-05, 0.0004194592705565, 0.9994063444861521]|2115.5487073826743654|      0.00195312|[403, 26, 13, 39]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      14|[-0.0025279080120351, 4.41141220888e-05, -0.0003692336789875, -0.0006984358553005, 0.0005443598990522, 0.0010563621362671, -0.0001296118731872, -7.7696639865e-06, -0.0006931621806625, -3.24704992664e-05, 0.0001442674192807, -0.0004770731962242, -2.18906080947e-05, 0.0004194592705565, 0.9994063444861521]|2115.5487073826743654|      0.00097656|[434, 28, 14, 42]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      15|[-0.0025279080120351, 4.41141220888e-05, -0.0003692336789875, -0.0006984358553005, 0.0005443598990522, 0.0010563621362671, -0.0001296118731872, -7.7696639865e-06, -0.0006931621806625, -3.24704992664e-05, 0.0001442674192807, -0.0004770731962242, -2.18906080947e-05, 0.0004194592705565, 0.9994063444861521]|2115.5487073826743654|      0.00048828|[465, 30, 15, 45]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      16|[-0.0024371027551867, -0.0001750470259765, -0.000414723164268, -0.0007452518185237, 0.0005618167113632, 0.0014503197109909, -7.70629432859e-05, -6.20088095407e-05, -0.0007441134402414, -1.52156594475e-05, 0.0001303610992629, -0.0005888338566967, -2.73690780858e-05, 0.0004095633757619, 0.9994373965121743]|2115.1582092373564592|      0.00097656|[496, 32, 16, 48]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      17|[-0.0024371027551867, -0.0001750470259765, -0.000414723164268, -0.0007452518185237, 0.0005618167113632, 0.0014503197109909, -7.70629432859e-05, -6.20088095407e-05, -0.0007441134402414, -1.52156594475e-05, 0.0001303610992629, -0.0005888338566967, -2.73690780858e-05, 0.0004095633757619, 0.9994373965121743]|2115.1582092373564592|      0.00048828|[527, 34, 17, 51]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      18|[-0.0026054596904203, -0.0003326079204633, -0.0003530919461468, -0.0007766149403901, 0.0005552446929285, 0.0015633870583872, -1.95869233547e-05, -0.000147505434282, -0.0007338829996831, -8.632924069e-06, 0.0002816540046631, -0.0006542858167053, -0.0003533552839203, 0.000264091378163, 0.9994851023425664]|2114.9630592862422418|      0.00097656|[558, 36, 18, 54]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      19|[-0.0026054596904203, -0.0003326079204633, -0.0003530919461468, -0.0007766149403901, 0.0005552446929285, 0.0015633870583872, -1.95869233547e-05, -0.000147505434282, -0.0007338829996831, -8.632924069e-06, 0.0002816540046631, -0.0006542858167053, -0.0003533552839203, 0.000264091378163, 0.9994851023425664]|2114.9630592862422418|      0.00048828|[589, 38, 19, 57]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      20|[-0.0026054596904203, -0.0003326079204633, -0.0003530919461468, -0.0007766149403901, 0.0005552446929285, 0.0015633870583872, -1.95869233547e-05, -0.000147505434282, -0.0007338829996831, -8.632924069e-06, 0.0002816540046631, -0.0006542858167053, -0.0003533552839203, 0.000264091378163, 0.9994851023425664]|2114.9630592862422418|      0.00024414|[620, 40, 20, 60]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      21|[-0.0024431929091798, -0.000453389690555, -0.0004105906169881, -0.0007767554103214, 0.0005503278408266, 0.0015772855574951, -8.6021980115e-06, -0.0001740794299942, -0.0007481896984538, 6.3913179644e-06, 0.0002521922557694, -0.0005917267887281, -0.0004108604598344, 0.0001878298138822, 0.9994841584611163]|2114.8696108528806690|      0.00048828|[651, 42, 21, 63]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      22|[-0.0024431929091798, -0.000453389690555, -0.0004105906169881, -0.0007767554103214, 0.0005503278408266, 0.0015772855574951, -8.6021980115e-06, -0.0001740794299942, -0.0007481896984538, 6.3913179644e-06, 0.0002521922557694, -0.0005917267887281, -0.0004108604598344, 0.0001878298138822, 0.9994841584611163]|2114.8696108528806690|      0.00024414|[682, 44, 22, 66]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      23|[-0.0025981293199373, -0.0005893287743479, -0.0004996735601848, -0.0007506403060894, 0.0005456461983334, 0.0016261207021477, 6.8574991875e-06, -0.0001994550207769, -0.0007435644835608, 1.93000132412e-05, 0.0002508076395659, -0.0005686058544856, -0.0004653864854975, 0.0001537843473187, 0.9994652975378839]|2114.7604933950160557|      0.00048828|[713, 46, 23, 69]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      24|[-0.0024411638275371, -0.0009198722375629, -0.0005896642241432, -0.0006964617796029, 0.0005925641999089, 0.0016540171532966, 0.0001793917115646, -0.000206103737617, -0.0006366454810094, 3.25597661864e-05, 0.0002455295594007, -0.0004565280770332, -0.0004304584820293, 0.0001239622376248, 0.9992798523302894]|2114.5506498808267679|      0.00097656|[744, 48, 24, 72]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      25|[-0.0024411638275371, -0.0009198722375629, -0.0005896642241432, -0.0006964617796029, 0.0005925641999089, 0.0016540171532966, 0.0001793917115646, -0.000206103737617, -0.0006366454810094, 3.25597661864e-05, 0.0002455295594007, -0.0004565280770332, -0.0004304584820293, 0.0001239622376248, 0.9992798523302894]|2114.5506498808267679|      0.00048828|[775, 50, 25, 75]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      26|[-0.0024411638275371, -0.0009198722375629, -0.0005896642241432, -0.0006964617796029, 0.0005925641999089, 0.0016540171532966, 0.0001793917115646, -0.000206103737617, -0.0006366454810094, 3.25597661864e-05, 0.0002455295594007, -0.0004565280770332, -0.0004304584820293, 0.0001239622376248, 0.9992798523302894]|2114.5506498808267679|      0.00024414|[806, 52, 26, 78]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      27|[-0.0026258433762813, -0.0010328748847986, -0.0006412887521544, -0.0006896448030625, 0.0006196235152073, 0.001618182519944, 0.0002027536265676, -0.0002046511472492, -0.0006559704422364, 3.72219387435e-05, 0.0002324428643387, -0.0004598896662462, -0.0004750844024423, 5.67804124112e-05, 0.9992606141166743]|2114.5180238910711523|      0.00048828|[837, 54, 27, 81]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      28|[-0.0026258433762813, -0.0010328748847986, -0.0006412887521544, -0.0006896448030625, 0.0006196235152073, 0.001618182519944, 0.0002027536265676, -0.0002046511472492, -0.0006559704422364, 3.72219387435e-05, 0.0002324428643387, -0.0004598896662462, -0.0004750844024423, 5.67804124112e-05, 0.9992606141166743]|2114.5180238910711523|      0.00024414|[868, 56, 28, 84]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      29|[-0.0024162365722366, -0.0011050199366022, -0.0006566529300162, -0.0006468320592184, 0.0005824768003415, 0.0016382147481965, 0.0002265861220417, -0.0002083193782286, -0.0007117194186578, -2.3543476413e-06, 0.0002335136562174, -0.0004583776893295, -0.000459714096627, 2.53822229807e-05, 0.9992721625597738]|2114.4265376457851744|      0.00048828|[899, 58, 29, 87]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      30|[-0.0024162365722366, -0.0011050199366022, -0.0006566529300162, -0.0006468320592184, 0.0005824768003415, 0.0016382147481965, 0.0002265861220417, -0.0002083193782286, -0.0007117194186578, -2.3543476413e-06, 0.0002335136562174, -0.0004583776893295, -0.000459714096627, 2.53822229807e-05, 0.9992721625597738]|2114.4265376457851744|      0.00024414|[930, 60, 30, 90]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      31|[-0.002579729259423, -0.0012455531804688, -0.0007073786702228, -0.0006125384420567, 0.0005754908283425, 0.0015942635170831, 0.0002118994294018, -0.0002154911912164, -0.0006832568124011, 3.3823910818e-06, 0.0002283949547082, -0.0004579154645684, -0.0005186583996497, -2.67752348369e-05, 0.9992641553148315]|2114.3340153962326440|      0.00048828|[961, 62, 31, 93]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      32|[-0.0023082096500952, -0.0015431949028003, -0.0008391230746061, -0.0005660352882818, 0.0005601408041301, 0.0016567490875649, 0.0002536156775082, -0.0002751495183721, -0.000713864166435, -7.28011455036e-05, 0.0002197917716138, -0.0005318965195933, -0.0006227256222524, -0.0001817793861732, 0.9992656709282711]|2114.1969628437464053|      0.00097656|[992, 64, 32, 96]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      33|[-0.0023082096500952, -0.0015431949028003, -0.0008391230746061, -0.0005660352882818, 0.0005601408041301, 0.0016567490875649, 0.0002536156775082, -0.0002751495183721, -0.000713864166435, -7.28011455036e-05, 0.0002197917716138, -0.0005318965195933, -0.0006227256222524, -0.0001817793861732, 0.9992656709282711]|2114.1969628437464053|      0.00048828|[1023, 66, 33, 99]                                                         |  | used linear model with 33 points | iterate failure | actual_k=1
      34|[-0.0023082096500952, -0.0015431949028003, -0.0008391230746061, -0.0005660352882818, 0.0005601408041301, 0.0016567490875649, 0.0002536156775082, -0.0002751495183721, -0.000713864166435, -7.28011455036e-05, 0.0002197917716138, -0.0005318965195933, -0.0006227256222524, -0.0001817793861732, 0.9992656709282711]|2114.1969628437464053|      0.00024414|[1054, 68, 34, 102]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      35|[-0.0025296335933082, -0.0016099285578641, -0.0008689178487826, -0.0005500383027519, 0.0005795419771824, 0.0016931346458637, 0.0002516346374475, -0.0002931077354497, -0.0007050115009399, -7.46759843111e-05, 0.0002105011244978, -0.0005400978972671, -0.0006467797484076, -0.0002257893277335, 0.9992798622459819]|2114.0419000963665894|      0.00048828|[1085, 70, 35, 105]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      36|[-0.0025296335933082, -0.0016099285578641, -0.0008689178487826, -0.0005500383027519, 0.0005795419771824, 0.0016931346458637, 0.0002516346374475, -0.0002931077354497, -0.0007050115009399, -7.46759843111e-05, 0.0002105011244978, -0.0005400978972671, -0.0006467797484076, -0.0002257893277335, 0.9992798622459819]|2114.0419000963665894|      0.00024414|[1116, 72, 36, 108]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      37|[-0.0023543129668671, -0.001745266442828, -0.0008704524479592, -0.0005614711346572, 0.0005266798531851, 0.0017340997815811, 0.0002783089102084, -0.0002995690518982, -0.0006950856023386, -6.82188258689e-05, 0.0001908917015917, -0.0005521730979744, -0.000670471735545, -0.0002703912380874, 0.9993242571114395]|2113.9968702833130010|      0.00048828|[1147, 74, 37, 111]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      38|[-0.0023543129668671, -0.001745266442828, -0.0008704524479592, -0.0005614711346572, 0.0005266798531851, 0.0017340997815811, 0.0002783089102084, -0.0002995690518982, -0.0006950856023386, -6.82188258689e-05, 0.0001908917015917, -0.0005521730979744, -0.000670471735545, -0.0002703912380874, 0.9993242571114395]|2113.9968702833130010|      0.00024414|[1178, 76, 38, 114]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      39|[-0.0025609437144984, -0.0018225023131831, -0.0008995105988096, -0.0005503107958082, 0.0005199615100888, 0.0017349603783502, 0.0002828195712356, -0.0002858481202867, -0.0007163421489801, 1.48859408426e-05, 0.0001885828955605, -0.000510566871556, -0.0006628308823036, -0.000292873414066, 0.9993164404244943]|2113.9305369136618538|      0.00048828|[1209, 78, 39, 117]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      40|[-0.0023076110965923, -0.0019325767071096, -0.0009701289808566, -0.000487454278755, 0.0003757578338086, 0.0016174665901729, 0.0004404912606529, -0.0002100517499214, -0.0008010939961316, 0.0001793944609161, 0.0001930048617439, -0.0004973302186757, -0.0008322194663784, -0.0004441055673241, 0.9993609106835583]|2113.8508866344359376|      0.00097656|[1240, 80, 40, 120]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      41|[-0.0023076110965923, -0.0019325767071096, -0.0009701289808566, -0.000487454278755, 0.0003757578338086, 0.0016174665901729, 0.0004404912606529, -0.0002100517499214, -0.0008010939961316, 0.0001793944609161, 0.0001930048617439, -0.0004973302186757, -0.0008322194663784, -0.0004441055673241, 0.9993609106835583]|2113.8508866344359376|      0.00048828|[1271, 82, 41, 123]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      42|[-0.0023076110965923, -0.0019325767071096, -0.0009701289808566, -0.000487454278755, 0.0003757578338086, 0.0016174665901729, 0.0004404912606529, -0.0002100517499214, -0.0008010939961316, 0.0001793944609161, 0.0001930048617439, -0.0004973302186757, -0.0008322194663784, -0.0004441055673241, 0.9993609106835583]|2113.8508866344359376|      0.00024414|[1302, 84, 42, 126]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      43|[-0.0025165763857703, -0.0020140680795784, -0.0010325563738762, -0.0004894763972706, 0.0003451117009867, 0.0016551946688411, 0.0004455963054663, -0.0002079235482899, -0.0008203779933041, 0.0001987920703092, 0.000174073047675, -0.0004874911491106, -0.0008560335071667, -0.0004792093003007, 0.9993605713244904]|2113.6879523138072727|      0.00048828|[1333, 86, 43, 129]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      44|[-0.0025165763857703, -0.0020140680795784, -0.0010325563738762, -0.0004894763972706, 0.0003451117009867, 0.0016551946688411, 0.0004455963054663, -0.0002079235482899, -0.0008203779933041, 0.0001987920703092, 0.000174073047675, -0.0004874911491106, -0.0008560335071667, -0.0004792093003007, 0.9993605713244904]|2113.6879523138072727|      0.00024414|[1364, 88, 44, 132]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      45|[-0.0023633720813382, -0.0021588214625015, -0.0010691087045944, -0.0005383672310142, 0.0003177099714523, 0.0016544366288348, 0.0004000990039282, -0.0002063686714345, -0.000855240490162, 0.0002648579938185, 0.0001599314745093, -0.0004912908528755, -0.00088516665748, -0.0005107143986784, 0.999392090724281]|2113.6200495279781535|      0.00048828|[1395, 90, 45, 135]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      46|[-0.0023633720813382, -0.0021588214625015, -0.0010691087045944, -0.0005383672310142, 0.0003177099714523, 0.0016544366288348, 0.0004000990039282, -0.0002063686714345, -0.000855240490162, 0.0002648579938185, 0.0001599314745093, -0.0004912908528755, -0.00088516665748, -0.0005107143986784, 0.999392090724281]|2113.6200495279781535|      0.00024414|[1426, 92, 46, 138]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      47|[-0.0025621200847601, -0.0022506797963545, -0.0011122703748871, -0.0004950475631494, 0.0003215587169817, 0.0016756990670225, 0.0004198542803401, -0.0001987709867246, -0.0008227431470144, 0.0003245050341236, 0.0001496276991851, -0.0004894048935064, -0.0008856708769632, -0.0005584965590542, 0.9993899603058417]|2113.5636185182074769|      0.00048828|[1457, 94, 47, 141]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      48|[-0.0025621200847601, -0.0022506797963545, -0.0011122703748871, -0.0004950475631494, 0.0003215587169817, 0.0016756990670225, 0.0004198542803401, -0.0001987709867246, -0.0008227431470144, 0.0003245050341236, 0.0001496276991851, -0.0004894048935064, -0.0008856708769632, -0.0005584965590542, 0.9993899603058417]|2113.5636185182074769|      0.00024414|[1488, 96, 48, 144]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      49|[-0.0023456171580869, -0.0023309513235176, -0.0011241342721761, -0.0005257462064141, 0.0003156083527303, 0.001669484006839, 0.0004245313046456, -0.0002016320265133, -0.0008353002288196, 0.0003120847175089, 0.0001875681321758, -0.0004749227282208, -0.0009258224321257, -0.0005929298345285, 0.9993714831632813]|2113.5034867423228206|      0.00048828|[1519, 98, 49, 147]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      50|[-0.0024843229201205, -0.0025463544887686, -0.0013353135492305, -0.0005706198216742, 0.0005087106066408, 0.0017152689699073, 0.0005577620406472, -0.0002941226639188, -0.000776131398088, 0.0002774651451906, 5.40691018668e-05, -0.0006026191576071, -0.0010506172053479, -0.0006014238393455, 0.9992939781291597]|2113.3098931807162444|      0.00097656|[1550, 100, 50, 150]                                                       |  | used linear model with 33 points | iterate success | actual_k=1
