k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[2.52036392e-07, -2.7968843133e-06, 0.009999315260399, 0.0003702656085987, 99999.99999995153, 0.0979795950223581, 0.0001647424582338, 99999.99999900725]|3358.2060012781448677|      0.00000763|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      20|[2.52036392e-07, -2.7968843133e-06, 0.009999315260399, 0.0003702656085987, 99999.99999995153, 0.0979795950223581, 0.0001647424582338, 99999.99999900725]|3358.2060012781448677|      0.00000381|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[2.52036392e-07, -2.7968843133e-06, 0.009999315260399, 0.0003702656085987, 99999.99999995153, 0.0979795950223581, 0.0001647424582338, 99999.99999900725]|3358.2060012781448677|      0.00000191|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[-3.568225782e-07, -2.7985518106e-06, 0.0099990236619006, 0.0003709741014293, 100000.00000035955, 0.0979797115491509, 0.0001663008314391, 99999.99999873951]|3356.1109042850994229|      0.00000381|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      23|[-3.568225782e-07, -2.7985518106e-06, 0.0099990236619006, 0.0003709741014293, 100000.00000035955, 0.0979797115491509, 0.0001663008314391, 99999.99999873951]|3356.1109042850994229|      0.00000191|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[-2.685551736e-07, -2.8149448152e-06, 0.0099987953133157, 0.0003716944938017, 100000.00000079957, 0.097980453929187, 0.0001648707693525, 99999.99999925814]|3355.7299520470614880|      0.00000381|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      25|[-2.685551736e-07, -2.8149448152e-06, 0.0099987953133157, 0.0003716944938017, 100000.00000079957, 0.097980453929187, 0.0001648707693525, 99999.99999925814]|3355.7299520470614880|      0.00000191|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[-8.963802677e-07, -1.8793471671e-06, 0.0099991455735377, 0.0003728063022996, 100000.0000010254, 0.0979808863439943, 0.0001657491807738, 99999.99999926703]|3354.3307739446304367|      0.00000381|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      27|[-8.963802677e-07, -1.8793471671e-06, 0.0099991455735377, 0.0003728063022996, 100000.0000010254, 0.0979808863439943, 0.0001657491807738, 99999.99999926703]|3354.3307739446304367|      0.00000191|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
