k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[-1.7682288947e-06, -1.6904679864e-06, 0.0100012816389127, 0.0003724020142605, 100000.00000082502, 0.097980211615141, 0.000166500417794, 99999.99999976407]|3355.2561112179341762|      0.00000763|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      20|[-1.7682288947e-06, -1.6904679864e-06, 0.0100012816389127, 0.0003724020142605, 100000.00000082502, 0.097980211615141, 0.000166500417794, 99999.99999976407]|3355.2561112179341762|      0.00000381|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[-1.7682288947e-06, -1.6904679864e-06, 0.0100012816389127, 0.0003724020142605, 100000.00000082502, 0.097980211615141, 0.000166500417794, 99999.99999976407]|3355.2561112179341762|      0.00000191|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[-1.7682288947e-06, -1.6904679864e-06, 0.0100012816389127, 0.0003724020142605, 100000.00000082502, 0.097980211615141, 0.000166500417794, 99999.99999976407]|3355.2561112179341762|      0.00000095|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[-1.7886782781e-06, -1.4191986512e-06, 0.0100013125927139, 0.0003724737974161, 100000.00000110356, 0.097979808622692, 0.0001657328140703, 99999.99999975064]|3354.4039209810093780|      0.00000191|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      24|[-1.7886782781e-06, -1.4191986512e-06, 0.0100013125927139, 0.0003724737974161, 100000.00000110356, 0.097979808622692, 0.0001657328140703, 99999.99999975064]|3354.4039209810093780|      0.00000095|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      25|[-1.7886782781e-06, -1.4191986512e-06, 0.0100013125927139, 0.0003724737974161, 100000.00000110356, 0.097979808622692, 0.0001657328140703, 99999.99999975064]|3354.4039209810093780|      0.00000048|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[-1.7886782781e-06, -1.4191986512e-06, 0.0100013125927139, 0.0003724737974161, 100000.00000110356, 0.097979808622692, 0.0001657328140703, 99999.99999975064]|3354.4039209810093780|      0.00000024|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      27|[-1.7328491145e-06, -1.4960733961e-06, 0.0100012488003371, 0.0003726644028341, 100000.00000115776, 0.0979798195753366, 0.0001657119464423, 99999.99999981327]|3354.3770001685038551|      0.00000048|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
