k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
      12|[107.46977130307876, 0.093722318292708, 0.908570770837169, 102.40001896035537, 0.182037733478261, 0.8179866011437531, 97.44002232211125, 0.2839023005236267, 0.7158006055441343, 96.30007519009251, 0.3049188597480538, 0.6950251576151004, 93.9898088065253, 0.3564894945282303, 0.6433629308425612, 89.71968615732162, 0.4681738618792947, 0.5319893670459553, 83.71015886057769, 0.6577744240469223, 0.3422272792355197, 78.3098519118086, 0.8760978052578808, 0.12383415222495, 886.3701260656821, 910.0100807866894, 922.5200362459104, 926.4602141019873, 935.5598996135925, 952.830063456525, 975.7301894272672]|  0.4554512427636310|      0.00097656|[732, 48, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      13|[107.4698058257262, 0.0943129296639278, 0.9088551225934822, 102.39996848663816, 0.182617473025874, 0.8181104024954178, 97.44000034840384, 0.2839600299257735, 0.7156984103195442, 96.29995969547771, 0.3050104986097979, 0.6949562319943722, 93.98978411979674, 0.3565454436026054, 0.643367317755428, 89.71955591494361, 0.4682180498658741, 0.5319478770764079, 83.71003570936021, 0.6578688612065704, 0.3423917016242063, 78.31000916637134, 0.8760990684500366, 0.1237462647655789, 886.3700761115724, 910.0101703158707, 922.5199908928604, 926.4602033476409, 935.5598632664016, 952.8300370160098, 975.7302629923638]|  0.3414643354988348|      0.00195312|[793, 52, 13, 26]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      14|[107.4698058257262, 0.0943129296639278, 0.9088551225934822, 102.39996848663816, 0.182617473025874, 0.8181104024954178, 97.44000034840384, 0.2839600299257735, 0.7156984103195442, 96.29995969547771, 0.3050104986097979, 0.6949562319943722, 93.98978411979674, 0.3565454436026054, 0.643367317755428, 89.71955591494361, 0.4682180498658741, 0.5319478770764079, 83.71003570936021, 0.6578688612065704, 0.3423917016242063, 78.31000916637134, 0.8760990684500366, 0.1237462647655789, 886.3700761115724, 910.0101703158707, 922.5199908928604, 926.4602033476409, 935.5598632664016, 952.8300370160098, 975.7302629923638]|  0.3414643354988348|      0.00097656|[854, 56, 14, 28]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      15|[107.47023734919394, 0.0941945924578036, 0.9090065448094967, 102.40003705770911, 0.1831020317729075, 0.818296467835407, 97.44014416962048, 0.2841751371425815, 0.7157110919758827, 96.29999895335256, 0.3051241781517938, 0.6950074487992527, 93.98974167612481, 0.3566918689675031, 0.6434034640745763, 89.71929372174627, 0.4680966015414662, 0.5317671208336412, 83.70993735783013, 0.6579764307894123, 0.3423565747709298, 78.30987878226873, 0.8760614904146339, 0.123753579252268, 886.3701151616578, 910.0104828456792, 922.5199039363541, 926.4603707248567, 935.5598151750055, 952.8298530032461, 975.7304029791338]|  0.2934382419330241|      0.00195312|[915, 60, 15, 30]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      16|[107.47023734919394, 0.0941945924578036, 0.9090065448094967, 102.40003705770911, 0.1831020317729075, 0.818296467835407, 97.44014416962048, 0.2841751371425815, 0.7157110919758827, 96.29999895335256, 0.3051241781517938, 0.6950074487992527, 93.98974167612481, 0.3566918689675031, 0.6434034640745763, 89.71929372174627, 0.4680966015414662, 0.5317671208336412, 83.70993735783013, 0.6579764307894123, 0.3423565747709298, 78.30987878226873, 0.8760614904146339, 0.123753579252268, 886.3701151616578, 910.0104828456792, 922.5199039363541, 926.4603707248567, 935.5598151750055, 952.8298530032461, 975.7304029791338]|  0.2934382419330241|      0.00097656|[976, 64, 16, 32]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      17|[107.47023734919394, 0.0941945924578036, 0.9090065448094967, 102.40003705770911, 0.1831020317729075, 0.818296467835407, 97.44014416962048, 0.2841751371425815, 0.7157110919758827, 96.29999895335256, 0.3051241781517938, 0.6950074487992527, 93.98974167612481, 0.3566918689675031, 0.6434034640745763, 89.71929372174627, 0.4680966015414662, 0.5317671208336412, 83.70993735783013, 0.6579764307894123, 0.3423565747709298, 78.30987878226873, 0.8760614904146339, 0.123753579252268, 886.3701151616578, 910.0104828456792, 922.5199039363541, 926.4603707248567, 935.5598151750055, 952.8298530032461, 975.7304029791338]|  0.2934382419330241|      0.00048828|[1037, 68, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      18|[107.47026368161227, 0.0945176689919267, 0.9091646488729818, 102.40006674529181, 0.1831309564549062, 0.8182439756550333, 97.44021842720443, 0.2843934585368039, 0.7158136388944316, 96.30004313795992, 0.3052256251933073, 0.6950457657846175, 93.98974801718983, 0.3566762045276279, 0.6434018689002559, 89.71930433539967, 0.4681252648887332, 0.5317289195304723, 83.70986175077584, 0.657928796678914, 0.3423772869332449, 78.30986483025168, 0.8760393138089791, 0.1237696741448667, 886.3700195399185, 910.010515039645, 922.5198531254636, 926.4603507686243, 935.559789482017, 952.8298300988833, 975.7303938241967]|  0.2631350460341887|      0.00097656|[1098, 72, 18, 36]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      19|[107.47034599770114, 0.0945723530259927, 0.9092560109400676, 102.3999661534749, 0.1836275169542792, 0.8185847173828248, 97.44019541273039, 0.2844672231822422, 0.7160138610950301, 96.30024113585142, 0.3054394696211045, 0.695127950074565, 93.98979891185975, 0.3568686825159328, 0.6431224463932239, 89.71913544984335, 0.4683672089433992, 0.5317870017920586, 83.70965510526467, 0.6580145879687828, 0.3423859514230628, 78.30977520789521, 0.876234711629328, 0.1238987960488241, 886.3698929278663, 910.0106960726641, 922.5199765828166, 926.4603685224308, 935.5598738393762, 952.8299648221713, 975.7305130761767]|  0.2302211715885505|      0.00195312|[1159, 76, 19, 38]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      20|[107.47034599770114, 0.0945723530259927, 0.9092560109400676, 102.3999661534749, 0.1836275169542792, 0.8185847173828248, 97.44019541273039, 0.2844672231822422, 0.7160138610950301, 96.30024113585142, 0.3054394696211045, 0.695127950074565, 93.98979891185975, 0.3568686825159328, 0.6431224463932239, 89.71913544984335, 0.4683672089433992, 0.5317870017920586, 83.70965510526467, 0.6580145879687828, 0.3423859514230628, 78.30977520789521, 0.876234711629328, 0.1238987960488241, 886.3698929278663, 910.0106960726641, 922.5199765828166, 926.4603685224308, 935.5598738393762, 952.8299648221713, 975.7305130761767]|  0.2302211715885505|      0.00097656|[1220, 80, 20, 40]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      21|[107.47034599770114, 0.0945723530259927, 0.9092560109400676, 102.3999661534749, 0.1836275169542792, 0.8185847173828248, 97.44019541273039, 0.2844672231822422, 0.7160138610950301, 96.30024113585142, 0.3054394696211045, 0.695127950074565, 93.98979891185975, 0.3568686825159328, 0.6431224463932239, 89.71913544984335, 0.4683672089433992, 0.5317870017920586, 83.70965510526467, 0.6580145879687828, 0.3423859514230628, 78.30977520789521, 0.876234711629328, 0.1238987960488241, 886.3698929278663, 910.0106960726641, 922.5199765828166, 926.4603685224308, 935.5598738393762, 952.8299648221713, 975.7305130761767]|  0.2302211715885505|      0.00048828|[1281, 84, 21, 42]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      22|[107.47042167259377, 0.094745032494124, 0.9093905804812665, 102.39999425074727, 0.1835308542577383, 0.8185400511378955, 97.44017043055788, 0.2848105563797168, 0.7160870442991527, 96.30023488977602, 0.3053322375574577, 0.6951499831199783, 93.98977649125014, 0.3569755531044522, 0.643158625204508, 89.71917825870442, 0.468339430100973, 0.5317099005637611, 83.70963055340042, 0.6580473461570955, 0.3423550801610094, 78.3097683936203, 0.8762213649968932, 0.1239374577236994, 886.3699583110279, 910.010648316303, 922.5199840261498, 926.4603882940954, 935.5599238040811, 952.8299312481023, 975.730512716428]|  0.2117616367905418|      0.00097656|[1342, 88, 22, 44]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      23|[107.47038706435364, 0.0947160464082854, 0.9092372397288192, 102.39989750033149, 0.1840486019267026, 0.8186658227435883, 97.44034257898188, 0.2852809414267467, 0.7161639885830544, 96.30027159837054, 0.3057057694815967, 0.695285500189144, 93.98979125746291, 0.3570049369363467, 0.6430667643980158, 89.71902576170565, 0.4681185500661207, 0.5316960432405131, 83.70959644175473, 0.6580851397318638, 0.3423188755842642, 78.30981761598375, 0.876147688877394, 0.1240303482312694, 886.369704106401, 910.0106549418027, 922.5201378129776, 926.4604065596542, 935.5598133997067, 952.8298570332773, 975.7306144152806]|  0.1745077323335224|      0.00195312|[1403, 92, 23, 46]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      24|[107.47038706435364, 0.0947160464082854, 0.9092372397288192, 102.39989750033149, 0.1840486019267026, 0.8186658227435883, 97.44034257898188, 0.2852809414267467, 0.7161639885830544, 96.30027159837054, 0.3057057694815967, 0.695285500189144, 93.98979125746291, 0.3570049369363467, 0.6430667643980158, 89.71902576170565, 0.4681185500661207, 0.5316960432405131, 83.70959644175473, 0.6580851397318638, 0.3423188755842642, 78.30981761598375, 0.876147688877394, 0.1240303482312694, 886.369704106401, 910.0106549418027, 922.5201378129776, 926.4604065596542, 935.5598133997067, 952.8298570332773, 975.7306144152806]|  0.1745077323335224|      0.00097656|[1464, 96, 24, 48]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      25|[107.47038706435364, 0.0947160464082854, 0.9092372397288192, 102.39989750033149, 0.1840486019267026, 0.8186658227435883, 97.44034257898188, 0.2852809414267467, 0.7161639885830544, 96.30027159837054, 0.3057057694815967, 0.695285500189144, 93.98979125746291, 0.3570049369363467, 0.6430667643980158, 89.71902576170565, 0.4681185500661207, 0.5316960432405131, 83.70959644175473, 0.6580851397318638, 0.3423188755842642, 78.30981761598375, 0.876147688877394, 0.1240303482312694, 886.369704106401, 910.0106549418027, 922.5201378129776, 926.4604065596542, 935.5598133997067, 952.8298570332773, 975.7306144152806]|  0.1745077323335224|      0.00048828|[1525, 100, 25, 50]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      26|[107.47038027284826, 0.0950190390800564, 0.9093917229705433, 102.39984380278518, 0.1840747905411375, 0.81874844022805, 97.44038729689925, 0.2854822288100686, 0.7161933652838814, 96.30026019430397, 0.3057636479537759, 0.6953128704959847, 93.98984911953976, 0.357002355253504, 0.643080258645319, 89.71905248109309, 0.4681752840441085, 0.5317175099163155, 83.70963167060249, 0.6580131590978074, 0.3421838944324694, 78.3098282259151, 0.8761909653988935, 0.1241681561857204, 886.3696865601645, 910.0106356659587, 922.5201203831818, 926.4604311085343, 935.5598800190292, 952.8299175210408, 975.730576103311]|  0.1596546912834266|      0.00097656|[1586, 104, 26, 52]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      27|[107.47038027284826, 0.0950190390800564, 0.9093917229705433, 102.39984380278518, 0.1840747905411375, 0.81874844022805, 97.44038729689925, 0.2854822288100686, 0.7161933652838814, 96.30026019430397, 0.3057636479537759, 0.6953128704959847, 93.98984911953976, 0.357002355253504, 0.643080258645319, 89.71905248109309, 0.4681752840441085, 0.5317175099163155, 83.70963167060249, 0.6580131590978074, 0.3421838944324694, 78.3098282259151, 0.8761909653988935, 0.1241681561857204, 886.3696865601645, 910.0106356659587, 922.5201203831818, 926.4604311085343, 935.5598800190292, 952.8299175210408, 975.730576103311]|  0.1596546912834266|      0.00048828|[1647, 108, 27, 54]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      28|[107.47030991309552, 0.0949428536875046, 0.9094432035481914, 102.39990946483161, 0.1843881736068591, 0.8188186087546347, 97.44030289730608, 0.2854370533045759, 0.7161291758716278, 96.30020260485976, 0.3059021113683315, 0.6954247964440585, 93.98981424152764, 0.3570643069772402, 0.6431964018278032, 89.71904083221776, 0.4681682036579365, 0.5316989910998112, 83.70961520375221, 0.658032775619564, 0.3422396237964839, 78.30996363127908, 0.8762307476655925, 0.1241021927338349, 886.3695964152863, 910.0106848886435, 922.5201981848946, 926.4604582432438, 935.5598588344945, 952.8299739335716, 975.7305415071988]|  0.1528817262515878|      0.00097656|[1708, 112, 28, 56]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      29|[107.47030991309552, 0.0949428536875046, 0.9094432035481914, 102.39990946483161, 0.1843881736068591, 0.8188186087546347, 97.44030289730608, 0.2854370533045759, 0.7161291758716278, 96.30020260485976, 0.3059021113683315, 0.6954247964440585, 93.98981424152764, 0.3570643069772402, 0.6431964018278032, 89.71904083221776, 0.4681682036579365, 0.5316989910998112, 83.70961520375221, 0.658032775619564, 0.3422396237964839, 78.30996363127908, 0.8762307476655925, 0.1241021927338349, 886.3695964152863, 910.0106848886435, 922.5201981848946, 926.4604582432438, 935.5598588344945, 952.8299739335716, 975.7305415071988]|  0.1528817262515878|      0.00048828|[1769, 116, 29, 58]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      30|[107.47030991309552, 0.0949428536875046, 0.9094432035481914, 102.39990946483161, 0.1843881736068591, 0.8188186087546347, 97.44030289730608, 0.2854370533045759, 0.7161291758716278, 96.30020260485976, 0.3059021113683315, 0.6954247964440585, 93.98981424152764, 0.3570643069772402, 0.6431964018278032, 89.71904083221776, 0.4681682036579365, 0.5316989910998112, 83.70961520375221, 0.658032775619564, 0.3422396237964839, 78.30996363127908, 0.8762307476655925, 0.1241021927338349, 886.3695964152863, 910.0106848886435, 922.5201981848946, 926.4604582432438, 935.5598588344945, 952.8299739335716, 975.7305415071988]|  0.1528817262515878|      0.00024414|[1830, 120, 30, 60]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      31|[107.4703088213277, 0.095065302379282, 0.9095029968191697, 102.39990611566886, 0.184339832476564, 0.8187881861052557, 97.4403360359442, 0.2855884282705419, 0.7161652996019313, 96.30021125614594, 0.3059177582129706, 0.6954031520688572, 93.98982319154007, 0.3571357990156826, 0.6431998182082181, 89.7190558549163, 0.4682139463384511, 0.5317009124649469, 83.7096382916833, 0.6580098487976441, 0.3422528408814093, 78.30998087893217, 0.876266415466553, 0.1240834577975096, 886.369611703157, 910.0106709071663, 922.5201906131598, 926.4604627594198, 935.559850327076, 952.8299798731717, 975.7305605336538]|  0.1416907213260641|      0.00048828|[1891, 124, 31, 62]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      32|[107.4703088213277, 0.095065302379282, 0.9095029968191697, 102.39990611566886, 0.184339832476564, 0.8187881861052557, 97.4403360359442, 0.2855884282705419, 0.7161652996019313, 96.30021125614594, 0.3059177582129706, 0.6954031520688572, 93.98982319154007, 0.3571357990156826, 0.6431998182082181, 89.7190558549163, 0.4682139463384511, 0.5317009124649469, 83.7096382916833, 0.6580098487976441, 0.3422528408814093, 78.30998087893217, 0.876266415466553, 0.1240834577975096, 886.369611703157, 910.0106709071663, 922.5201906131598, 926.4604627594198, 935.559850327076, 952.8299798731717, 975.7305605336538]|  0.1416907213260641|      0.00024414|[1952, 128, 32, 64]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      33|[107.47033963891565, 0.0950661012580798, 0.909522532739309, 102.3998935999754, 0.1844274602092011, 0.8187914533527512, 97.4402932446211, 0.2856769657691735, 0.7162331309392832, 96.30022599534212, 0.3060068023705771, 0.6954648872123094, 93.98984001152236, 0.3571854320157451, 0.6432296730008303, 89.71900550320106, 0.4683089258940825, 0.531745413989676, 83.70966777435231, 0.6579997463401289, 0.3422424345147568, 78.30999388419744, 0.8762825926053474, 0.1240826645480411, 886.3696523904533, 910.0106558193429, 922.520132313633, 926.4604609109026, 935.5598616959123, 952.829974713558, 975.7305520741529]|  0.1340753568875936|      0.00048828|[2013, 132, 33, 66]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      34|[107.47033963891565, 0.0950661012580798, 0.909522532739309, 102.3998935999754, 0.1844274602092011, 0.8187914533527512, 97.4402932446211, 0.2856769657691735, 0.7162331309392832, 96.30022599534212, 0.3060068023705771, 0.6954648872123094, 93.98984001152236, 0.3571854320157451, 0.6432296730008303, 89.71900550320106, 0.4683089258940825, 0.531745413989676, 83.70966777435231, 0.6579997463401289, 0.3422424345147568, 78.30999388419744, 0.8762825926053474, 0.1240826645480411, 886.3696523904533, 910.0106558193429, 922.520132313633, 926.4604609109026, 935.5598616959123, 952.829974713558, 975.7305520741529]|  0.1340753568875936|      0.00024414|[2074, 136, 34, 68]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      35|[107.47036653405112, 0.0950446240686462, 0.9095205862359701, 102.39993591669133, 0.1844752271824632, 0.8188465689716253, 97.4402775067968, 0.2857797219729299, 0.7162852475662448, 96.30020260967773, 0.3060996801298802, 0.695529934566472, 93.98987408159952, 0.357266473584527, 0.643232028455447, 89.71902947469425, 0.4683527088282806, 0.531781793136105, 83.70967598604727, 0.6579740463581455, 0.342248557847059, 78.30998806520233, 0.8762852500333745, 0.1240300761946433, 886.3696134865073, 910.0106729533625, 922.5200882421843, 926.4604507562359, 935.559798977386, 952.82998038145, 975.730514127544]|  0.1285332416515528|      0.00048828|[2135, 140, 35, 70]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      36|[107.47024531351244, 0.0951500565607237, 0.9096868020061901, 102.39998303150719, 0.184618829685363, 0.8188040471106113, 97.4402492368566, 0.2859050813874371, 0.7163781194095412, 96.30021502335508, 0.3061542166274624, 0.6955118182966987, 93.98974443101572, 0.3573377092462997, 0.6433117787927541, 89.71889852259005, 0.4684389278265491, 0.5319549502774656, 83.70968333184364, 0.6579479570634467, 0.3423087650406705, 78.30999884366275, 0.8762257545305431, 0.1239484604853526, 886.3697549035755, 910.010701822815, 922.520027533509, 926.4605297126831, 935.5597675637028, 952.8300304210882, 975.7305166387835]|  0.1209963571155185|      0.00097656|[2196, 144, 36, 72]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      37|[107.47024531351244, 0.0951500565607237, 0.9096868020061901, 102.39998303150719, 0.184618829685363, 0.8188040471106113, 97.4402492368566, 0.2859050813874371, 0.7163781194095412, 96.30021502335508, 0.3061542166274624, 0.6955118182966987, 93.98974443101572, 0.3573377092462997, 0.6433117787927541, 89.71889852259005, 0.4684389278265491, 0.5319549502774656, 83.70968333184364, 0.6579479570634467, 0.3423087650406705, 78.30999884366275, 0.8762257545305431, 0.1239484604853526, 886.3697549035755, 910.010701822815, 922.520027533509, 926.4605297126831, 935.5597675637028, 952.8300304210882, 975.7305166387835]|  0.1209963571155185|      0.00048828|[2257, 148, 37, 74]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      38|[107.47024531351244, 0.0951500565607237, 0.9096868020061901, 102.39998303150719, 0.184618829685363, 0.8188040471106113, 97.4402492368566, 0.2859050813874371, 0.7163781194095412, 96.30021502335508, 0.3061542166274624, 0.6955118182966987, 93.98974443101572, 0.3573377092462997, 0.6433117787927541, 89.71889852259005, 0.4684389278265491, 0.5319549502774656, 83.70968333184364, 0.6579479570634467, 0.3423087650406705, 78.30999884366275, 0.8762257545305431, 0.1239484604853526, 886.3697549035755, 910.010701822815, 922.520027533509, 926.4605297126831, 935.5597675637028, 952.8300304210882, 975.7305166387835]|  0.1209963571155185|      0.00024414|[2318, 152, 38, 76]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      39|[107.47022053276113, 0.0951381283378092, 0.9096790413052009, 102.39997817858752, 0.1847407890868526, 0.8188653713217859, 97.44019255747408, 0.285870880988358, 0.7163876148753603, 96.30023045029743, 0.306252563517217, 0.6955405630826264, 93.98969840506662, 0.3574339826244962, 0.6433334084138045, 89.71888574822783, 0.4684244133559405, 0.5319297926672761, 83.70969001755692, 0.6580029937413701, 0.3423022671435719, 78.31000528252255, 0.8762120464390547, 0.1239743487936085, 886.369712150913, 910.0106956738027, 922.5200011843357, 926.4604938012847, 935.5598321855277, 952.8300339725068, 975.730519049291]|  0.1174978555910219|      0.00048828|[2379, 156, 39, 78]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      40|[107.47022053276113, 0.0951381283378092, 0.9096790413052009, 102.39997817858752, 0.1847407890868526, 0.8188653713217859, 97.44019255747408, 0.285870880988358, 0.7163876148753603, 96.30023045029743, 0.306252563517217, 0.6955405630826264, 93.98969840506662, 0.3574339826244962, 0.6433334084138045, 89.71888574822783, 0.4684244133559405, 0.5319297926672761, 83.70969001755692, 0.6580029937413701, 0.3423022671435719, 78.31000528252255, 0.8762120464390547, 0.1239743487936085, 886.369712150913, 910.0106956738027, 922.5200011843357, 926.4604938012847, 935.5598321855277, 952.8300339725068, 975.730519049291]|  0.1174978555910219|      0.00024414|[2440, 160, 40, 80]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
