k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[99.9985500120071, 0.2017818454101022, 0.2875248546039903, 0.9617310275635719, 99.97860261695612, 0.1335033133251691, 0.2306843269241036, 0.7928096961937477, 99.9858494513896, 0.0720637881334994, 0.2915035393607992, 0.7830962581321275, 100.02567109795972, 0.0991533088464668, 0.2677578688543896, 0.608813289507685, 99.99232226605382, 0.2061407376951399, 0.437135670852311, 0.245841513411455, 99.97051381920308, 0.6503211505651708, 0.650723351144267, 0.0279805995289354, 299.9708674918757, 300.00492101228116, 299.956876333951, 299.97185197145365, 300.00801067096364]|132.9613647460937500|      0.12500000|[1039, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[99.9985500120071, 0.2017818454101022, 0.2875248546039903, 0.9617310275635719, 99.97860261695612, 0.1335033133251691, 0.2306843269241036, 0.7928096961937477, 99.9858494513896, 0.0720637881334994, 0.2915035393607992, 0.7830962581321275, 100.02567109795972, 0.0991533088464668, 0.2677578688543896, 0.608813289507685, 99.99232226605382, 0.2061407376951399, 0.437135670852311, 0.245841513411455, 99.97051381920308, 0.6503211505651708, 0.650723351144267, 0.0279805995289354, 299.9708674918757, 300.00492101228116, 299.956876333951, 299.97185197145365, 300.00801067096364]|132.9613647460937500|      0.06250000|[1132, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[100.00602994935583, 0.2135251093260919, 0.2949290655858832, 0.9617722644465215, 99.98381538095309, 0.1837975821209146, 0.2472974258783237, 0.7848429467768137, 99.98174420204074, 0.0683690336950654, 0.2850936993944175, 0.7772810335205035, 100.0187254390481, 0.1043449184673528, 0.2656639157684133, 0.6122059303382538, 99.99278576204055, 0.1978518402591069, 0.4446971224590581, 0.2341404443238176, 99.9711191218381, 0.6551558486544565, 0.6504747863718929, 0.0271862744060701, 299.959883583618, 300.01029001200646, 299.9594972781527, 299.96431199385006, 300.01602860370394]| 96.3823318481445312|      0.12500000|[1225, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      14|[100.00602994935583, 0.2135251093260919, 0.2949290655858832, 0.9617722644465215, 99.98381538095309, 0.1837975821209146, 0.2472974258783237, 0.7848429467768137, 99.98174420204074, 0.0683690336950654, 0.2850936993944175, 0.7772810335205035, 100.0187254390481, 0.1043449184673528, 0.2656639157684133, 0.6122059303382538, 99.99278576204055, 0.1978518402591069, 0.4446971224590581, 0.2341404443238176, 99.9711191218381, 0.6551558486544565, 0.6504747863718929, 0.0271862744060701, 299.959883583618, 300.01029001200646, 299.9594972781527, 299.96431199385006, 300.01602860370394]| 96.3823318481445312|      0.06250000|[1319, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      15|[100.00602994935583, 0.2135251093260919, 0.2949290655858832, 0.9617722644465215, 99.98381538095309, 0.1837975821209146, 0.2472974258783237, 0.7848429467768137, 99.98174420204074, 0.0683690336950654, 0.2850936993944175, 0.7772810335205035, 100.0187254390481, 0.1043449184673528, 0.2656639157684133, 0.6122059303382538, 99.99278576204055, 0.1978518402591069, 0.4446971224590581, 0.2341404443238176, 99.9711191218381, 0.6551558486544565, 0.6504747863718929, 0.0271862744060701, 299.959883583618, 300.01029001200646, 299.9594972781527, 299.96431199385006, 300.01602860370394]| 96.3823318481445312|      0.03125000|[1413, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      16|[100.00090803637012, 0.2252205865936739, 0.3010399043858535, 0.9698954049919977, 99.98498748249533, 0.1874510349503636, 0.251603095119541, 0.7789855689899198, 99.98129190974507, 0.0862986793712389, 0.2933644682873892, 0.776925194250575, 100.01870614464659, 0.1025714156744985, 0.2637538152413269, 0.6111728999945114, 99.99365256061026, 0.1884004155833171, 0.4366180383155413, 0.2324256242438529, 99.97725258187253, 0.6547794101642076, 0.6487153291728259, 0.0273275732499643, 299.9575609714101, 300.0110231771345, 299.95577440496163, 299.9643686279994, 300.0210894644345]| 83.7842102050781250|      0.06250000|[1506, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      17|[100.00090803637012, 0.2252205865936739, 0.3010399043858535, 0.9698954049919977, 99.98498748249533, 0.1874510349503636, 0.251603095119541, 0.7789855689899198, 99.98129190974507, 0.0862986793712389, 0.2933644682873892, 0.776925194250575, 100.01870614464659, 0.1025714156744985, 0.2637538152413269, 0.6111728999945114, 99.99365256061026, 0.1884004155833171, 0.4366180383155413, 0.2324256242438529, 99.97725258187253, 0.6547794101642076, 0.6487153291728259, 0.0273275732499643, 299.9575609714101, 300.0110231771345, 299.95577440496163, 299.9643686279994, 300.0210894644345]| 83.7842102050781250|      0.03125000|[1599, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      18|[99.99958425877097, 0.2319320676928768, 0.3081453429563987, 0.9722837448213761, 99.98291505808197, 0.2102316740809795, 0.2599800910060954, 0.7810168833473288, 99.97651766948758, 0.0880835907883319, 0.2921390455930907, 0.7687305011965951, 100.02038390374841, 0.108562587425021, 0.2653052504571648, 0.6122473840078236, 99.99032989316687, 0.1808976784331018, 0.4331048058513445, 0.2313131135354329, 99.97942137865057, 0.6514381369274623, 0.6488754841692825, 0.0225073155882584, 299.95801423266397, 300.0144263310809, 299.9532662116843, 299.9641270229107, 300.022059639214]| 76.6881866455078125|      0.06250000|[1693, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      19|[99.99958425877097, 0.2319320676928768, 0.3081453429563987, 0.9722837448213761, 99.98291505808197, 0.2102316740809795, 0.2599800910060954, 0.7810168833473288, 99.97651766948758, 0.0880835907883319, 0.2921390455930907, 0.7687305011965951, 100.02038390374841, 0.108562587425021, 0.2653052504571648, 0.6122473840078236, 99.99032989316687, 0.1808976784331018, 0.4331048058513445, 0.2313131135354329, 99.97942137865057, 0.6514381369274623, 0.6488754841692825, 0.0225073155882584, 299.95801423266397, 300.0144263310809, 299.9532662116843, 299.9641270229107, 300.022059639214]| 76.6881866455078125|      0.03125000|[1788, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      20|[99.99958425877097, 0.2319320676928768, 0.3081453429563987, 0.9722837448213761, 99.98291505808197, 0.2102316740809795, 0.2599800910060954, 0.7810168833473288, 99.97651766948758, 0.0880835907883319, 0.2921390455930907, 0.7687305011965951, 100.02038390374841, 0.108562587425021, 0.2653052504571648, 0.6122473840078236, 99.99032989316687, 0.1808976784331018, 0.4331048058513445, 0.2313131135354329, 99.97942137865057, 0.6514381369274623, 0.6488754841692825, 0.0225073155882584, 299.95801423266397, 300.0144263310809, 299.9532662116843, 299.9641270229107, 300.022059639214]| 76.6881866455078125|      0.01562500|[1882, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      21|[100.00117407540996, 0.2390756853803044, 0.3112596734747946, 0.9745270631737037, 99.98420441891038, 0.2091558017045504, 0.2593766338967768, 0.7795132231247719, 99.97537076505188, 0.0984136162901435, 0.2959847191369744, 0.7727388422135074, 100.0195026255499, 0.1055682528546588, 0.2625855468005033, 0.6108016898554194, 99.99091050003378, 0.1820781901933731, 0.4342404157721469, 0.2323555850220953, 99.9787135637896, 0.651312022266206, 0.6474105598034707, 0.0241419462851587, 299.9592030159578, 300.01433611177873, 299.95299738025534, 299.96399631121375, 300.0232181588466]| 71.0726776123046875|      0.03125000|[1976, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      22|[99.99795055428396, 0.2455288288626304, 0.31983487209791, 0.9796468523956124, 99.97878867412489, 0.2079747285742228, 0.2675872615915139, 0.7777179397016643, 99.97408863078748, 0.1150591145209318, 0.2974792846268868, 0.7741004490267248, 100.01631363296673, 0.1119524191620775, 0.2717885604136561, 0.6045159396958647, 99.98341524835327, 0.1796801826554667, 0.4346550719041191, 0.2262650450137674, 99.97812165214079, 0.6530877943514215, 0.6413251870710753, 0.0244785193390205, 299.9524414955576, 300.0155599444874, 299.9572975456921, 299.9599485175974, 300.02981704145805]| 68.6826705932617188|      0.06250000|[2072, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      23|[99.99795055428396, 0.2455288288626304, 0.31983487209791, 0.9796468523956124, 99.97878867412489, 0.2079747285742228, 0.2675872615915139, 0.7777179397016643, 99.97408863078748, 0.1150591145209318, 0.2974792846268868, 0.7741004490267248, 100.01631363296673, 0.1119524191620775, 0.2717885604136561, 0.6045159396958647, 99.98341524835327, 0.1796801826554667, 0.4346550719041191, 0.2262650450137674, 99.97812165214079, 0.6530877943514215, 0.6413251870710753, 0.0244785193390205, 299.9524414955576, 300.0155599444874, 299.9572975456921, 299.9599485175974, 300.02981704145805]| 68.6826705932617188|      0.03125000|[2165, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      24|[99.99795055428396, 0.2455288288626304, 0.31983487209791, 0.9796468523956124, 99.97878867412489, 0.2079747285742228, 0.2675872615915139, 0.7777179397016643, 99.97408863078748, 0.1150591145209318, 0.2974792846268868, 0.7741004490267248, 100.01631363296673, 0.1119524191620775, 0.2717885604136561, 0.6045159396958647, 99.98341524835327, 0.1796801826554667, 0.4346550719041191, 0.2262650450137674, 99.97812165214079, 0.6530877943514215, 0.6413251870710753, 0.0244785193390205, 299.9524414955576, 300.0155599444874, 299.9572975456921, 299.9599485175974, 300.02981704145805]| 68.6826705932617188|      0.01562500|[2258, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      25|[99.99827344208556, 0.2441829783603383, 0.3198063946632591, 0.9794648426276606, 99.97827331278346, 0.2193406092065512, 0.2730084218017977, 0.781624560970908, 99.97471375430415, 0.1123955583500463, 0.2936222252316515, 0.770574944740539, 100.01529395934038, 0.1148516602136786, 0.2734144223344007, 0.6037421122041777, 99.98391251335227, 0.1837512190775312, 0.4344923842528355, 0.2258231964616814, 99.97901498113781, 0.6533231510114778, 0.6412403656356296, 0.0245133480592199, 299.95271760923146, 300.0164394119408, 299.9574613887928, 299.9607826544116, 300.03088295238035]| 63.7578964233398438|      0.03125000|[2351, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      26|[100.00035913580545, 0.2546968919528584, 0.3204159260658729, 0.9871054538874576, 99.97173836928147, 0.2278215649925086, 0.2804010008567668, 0.7761953643767633, 99.98052346500255, 0.123464128775943, 0.2980376083981401, 0.7594560525202309, 100.01311969960545, 0.1167737941456122, 0.2720815412289597, 0.6039738044640465, 99.97897678761473, 0.1901462190504013, 0.4392595002258133, 0.226841067388073, 99.98891988917406, 0.6478067414114083, 0.6431671705290686, 0.0299276771831252, 299.9506192439825, 300.02089991003766, 299.9606146704392, 299.9634081749561, 300.02921043692464]| 57.9409446716308594|      0.06250000|[2445, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      27|[100.00035913580545, 0.2546968919528584, 0.3204159260658729, 0.9871054538874576, 99.97173836928147, 0.2278215649925086, 0.2804010008567668, 0.7761953643767633, 99.98052346500255, 0.123464128775943, 0.2980376083981401, 0.7594560525202309, 100.01311969960545, 0.1167737941456122, 0.2720815412289597, 0.6039738044640465, 99.97897678761473, 0.1901462190504013, 0.4392595002258133, 0.226841067388073, 99.98891988917406, 0.6478067414114083, 0.6431671705290686, 0.0299276771831252, 299.9506192439825, 300.02089991003766, 299.9606146704392, 299.9634081749561, 300.02921043692464]| 57.9409446716308594|      0.03125000|[2539, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      28|[100.00035913580545, 0.2546968919528584, 0.3204159260658729, 0.9871054538874576, 99.97173836928147, 0.2278215649925086, 0.2804010008567668, 0.7761953643767633, 99.98052346500255, 0.123464128775943, 0.2980376083981401, 0.7594560525202309, 100.01311969960545, 0.1167737941456122, 0.2720815412289597, 0.6039738044640465, 99.97897678761473, 0.1901462190504013, 0.4392595002258133, 0.226841067388073, 99.98891988917406, 0.6478067414114083, 0.6431671705290686, 0.0299276771831252, 299.9506192439825, 300.02089991003766, 299.9606146704392, 299.9634081749561, 300.02921043692464]| 57.9409446716308594|      0.01562500|[2633, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      29|[100.00190333928207, 0.2588792095333031, 0.3244593313468319, 0.9905687122181999, 99.97376887441497, 0.2360460494838716, 0.2830552398019687, 0.7764205345187221, 99.98025036277419, 0.1258526993966314, 0.2975505903779506, 0.7579266397834565, 100.01213164273551, 0.1242114675814433, 0.2753581491918636, 0.6066119335120947, 99.97954716309506, 0.1914318364401545, 0.438942961539557, 0.2246129097555326, 99.99222629433584, 0.6456569488849986, 0.64145719521298, 0.0293774985045919, 299.95201925305355, 300.0207652212634, 299.9615126650377, 299.96135792801334, 300.027831593133]| 55.3919296264648438|      0.03125000|[2727, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[100.00190333928207, 0.2588792095333031, 0.3244593313468319, 0.9905687122181999, 99.97376887441497, 0.2360460494838716, 0.2830552398019687, 0.7764205345187221, 99.98025036277419, 0.1258526993966314, 0.2975505903779506, 0.7579266397834565, 100.01213164273551, 0.1242114675814433, 0.2753581491918636, 0.6066119335120947, 99.97954716309506, 0.1914318364401545, 0.438942961539557, 0.2246129097555326, 99.99222629433584, 0.6456569488849986, 0.64145719521298, 0.0293774985045919, 299.95201925305355, 300.0207652212634, 299.9615126650377, 299.96135792801334, 300.027831593133]| 55.3919296264648438|      0.01562500|[2820, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      31|[100.00517965188986, 0.2597175329523564, 0.3271511700245552, 0.9926552252774319, 99.97206689731014, 0.2388472816704349, 0.2825295080818185, 0.7772376673084197, 99.97966173293145, 0.1349888489902095, 0.3029373360375387, 0.7596193117860792, 100.01235530982062, 0.1253791411706346, 0.2713987391046926, 0.6033198011267379, 99.98295830226552, 0.194890593981732, 0.4381154888722344, 0.2254025313614348, 99.99398549184868, 0.6436747018191769, 0.6424768204115281, 0.0333021815446281, 299.95046173237, 300.0214516441679, 299.9601875021389, 299.9617802835776, 300.03137905604274]| 52.8951683044433594|      0.03125000|[2915, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      32|[100.00517965188986, 0.2597175329523564, 0.3271511700245552, 0.9926552252774319, 99.97206689731014, 0.2388472816704349, 0.2825295080818185, 0.7772376673084197, 99.97966173293145, 0.1349888489902095, 0.3029373360375387, 0.7596193117860792, 100.01235530982062, 0.1253791411706346, 0.2713987391046926, 0.6033198011267379, 99.98295830226552, 0.194890593981732, 0.4381154888722344, 0.2254025313614348, 99.99398549184868, 0.6436747018191769, 0.6424768204115281, 0.0333021815446281, 299.95046173237, 300.0214516441679, 299.9601875021389, 299.9617802835776, 300.03137905604274]| 52.8951683044433594|      0.01562500|[3009, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      33|[100.00261967451884, 0.2611346387525594, 0.3233882806563367, 0.9924846668795563, 99.97012326720971, 0.2441807463581771, 0.2868284063372208, 0.7743352536559723, 99.97840985553717, 0.1362636089684169, 0.3048765873287871, 0.7586220072612081, 100.01257748386493, 0.1314175392173568, 0.2718879344042009, 0.6062770105354713, 99.98372700096098, 0.1951205888482827, 0.438262870801841, 0.2238869424092668, 99.9960465329781, 0.6454983543712036, 0.6422958157263963, 0.0337857046327537, 299.9547244267621, 300.01405870272976, 299.95671079798046, 299.9585990793129, 300.03310606355427]| 51.5454254150390625|      0.03125000|[3102, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      34|[100.00569815213558, 0.2750169315774368, 0.3355016101194359, 0.9926196831789602, 99.96848665057884, 0.2521246293147828, 0.2899379456180645, 0.778988711882211, 99.98156804477284, 0.1451867159754517, 0.3088386575010115, 0.7535929299242932, 100.0115075091117, 0.1339412990486242, 0.2773866837365577, 0.6091594718561973, 99.98812749427631, 0.2041168187191593, 0.4466338615166236, 0.2202405789193773, 99.98772097187536, 0.6406783580314318, 0.6385548360576789, 0.0326668500821629, 299.95361298774793, 300.01174680751205, 299.95947504306736, 299.95377437141843, 300.0281155692565]| 46.8162193298339844|      0.06250000|[3196, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      35|[100.00569815213558, 0.2750169315774368, 0.3355016101194359, 0.9926196831789602, 99.96848665057884, 0.2521246293147828, 0.2899379456180645, 0.778988711882211, 99.98156804477284, 0.1451867159754517, 0.3088386575010115, 0.7535929299242932, 100.0115075091117, 0.1339412990486242, 0.2773866837365577, 0.6091594718561973, 99.98812749427631, 0.2041168187191593, 0.4466338615166236, 0.2202405789193773, 99.98772097187536, 0.6406783580314318, 0.6385548360576789, 0.0326668500821629, 299.95361298774793, 300.01174680751205, 299.95947504306736, 299.95377437141843, 300.0281155692565]| 46.8162193298339844|      0.03125000|[3290, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      36|[100.00162252614493, 0.2732880904943412, 0.3386600040858083, 0.9928986113372984, 99.96940655987916, 0.2611157497525017, 0.281575150259142, 0.7797070069757828, 99.9856478567603, 0.1549982108639577, 0.3101852900045213, 0.7546370606959306, 100.02228433150471, 0.1475034430499393, 0.2823617111455691, 0.6030136284050658, 99.98559217761513, 0.2129770828919578, 0.451970507348641, 0.2223559637107728, 99.9874242784795, 0.6314525269365804, 0.6414970542087175, 0.0308330394522321, 299.95203111373974, 300.01072910732375, 299.9538664031501, 299.9618964603015, 300.0286536495843]| 42.9240264892578125|      0.06250000|[3383, 1152, 0, 72]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      37|[100.00503246704965, 0.2697933761053851, 0.3430882430892931, 0.994258916974609, 99.97784656674156, 0.2847049412217887, 0.2719450785478155, 0.7979126254948617, 99.9809035495594, 0.1816848756175523, 0.3076457150046725, 0.756870216692806, 100.00968759740192, 0.1547398909812613, 0.2992494856168512, 0.5933707388053181, 100.00344531397182, 0.2089948772374072, 0.4560150257775933, 0.1960935914979913, 99.98152167690665, 0.6249407692055616, 0.6523100097961223, 0.0244746978616354, 299.9525726996014, 300.01385551419565, 299.9485732131563, 299.9623582442289, 300.0159974201527]| 39.8204040527343750|      0.12500000|[3477, 1184, 0, 74]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      38|[100.00503246704965, 0.2697933761053851, 0.3430882430892931, 0.994258916974609, 99.97784656674156, 0.2847049412217887, 0.2719450785478155, 0.7979126254948617, 99.9809035495594, 0.1816848756175523, 0.3076457150046725, 0.756870216692806, 100.00968759740192, 0.1547398909812613, 0.2992494856168512, 0.5933707388053181, 100.00344531397182, 0.2089948772374072, 0.4560150257775933, 0.1960935914979913, 99.98152167690665, 0.6249407692055616, 0.6523100097961223, 0.0244746978616354, 299.9525726996014, 300.01385551419565, 299.9485732131563, 299.9623582442289, 300.0159974201527]| 39.8204040527343750|      0.06250000|[3571, 1216, 0, 76]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
