k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[11, 1, 1, 2]                                                              |  | used linear model with 12 points | iterate failure | actual_k=2
      12|[-0.2409062785488898, -0.0064419791354263, 0.3011814147786515, -0.0027284165768255, 0.7986436847014783, 0.0130691473697811, 0.182825671807373, 0.1931867045942325, 0.1683570932242681]|2314.7778490039686403|      0.06250000|[129, 15, 12, 24]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      13|[-0.2409062785488898, -0.0064419791354263, 0.3011814147786515, -0.0027284165768255, 0.7986436847014783, 0.0130691473697811, 0.182825671807373, 0.1931867045942325, 0.1683570932242681]|2314.7778490039686403|      0.03125000|[139, 17, 13, 26]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      14|[-0.2409062785488898, -0.0064419791354263, 0.3011814147786515, -0.0027284165768255, 0.7986436847014783, 0.0130691473697811, 0.182825671807373, 0.1931867045942325, 0.1683570932242681]|2314.7778490039686403|      0.01562500|[149, 19, 14, 28]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      15|[-0.2456558519524805, -0.0030108341583296, 0.304698615708161, 0.0058363261451991, 0.7990100719538209, 0.0030498817760912, 0.1874673340154816, 0.1935623248877648, 0.1697274435598958]|1845.1212892449614174|      0.03125000|[160, 20, 15, 30]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      16|[-0.2555962075723676, 0.0004132752840245, 0.3150758994794252, 0.0052420299297687, 0.8219837316228976, 0.0020022573040187, 0.1921701790355516, 0.194564173683598, 0.1840794152118462]|1172.6432030885739550|      0.06250000|[171, 21, 16, 32]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      17|[-0.2555962075723676, 0.0004132752840245, 0.3150758994794252, 0.0052420299297687, 0.8219837316228976, 0.0020022573040187, 0.1921701790355516, 0.194564173683598, 0.1840794152118462]|1172.6432030885739550|      0.03125000|[181, 23, 17, 34]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      18|[-0.2555962075723676, 0.0004132752840245, 0.3150758994794252, 0.0052420299297687, 0.8219837316228976, 0.0020022573040187, 0.1921701790355516, 0.194564173683598, 0.1840794152118462]|1172.6432030885739550|      0.01562500|[192, 24, 18, 36]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      19|[-0.2555962075723676, 0.0004132752840245, 0.3150758994794252, 0.0052420299297687, 0.8219837316228976, 0.0020022573040187, 0.1921701790355516, 0.194564173683598, 0.1840794152118462]|1172.6432030885739550|      0.00781250|[202, 26, 19, 38]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      20|[-0.2565863556665183, 0.0003968377040207, 0.3130277626269354, 0.0058572084434175, 0.8278654793958774, 9.17776958463e-05, 0.1903206790980547, 0.1980950227984191, 0.1852407717242067]|1032.6540019412075253|      0.01562500|[213, 27, 20, 40]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      21|[-0.2606066716265842, 0.0047689735555771, 0.3107390325293243, 0.0007157101739505, 0.8405798288019599, -5.76631370787e-05, 0.1871116549203171, 0.1981415248315444, 0.1875237107876176]|826.0456739714505829|      0.03125000|[224, 28, 21, 42]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      22|[-0.2606066716265842, 0.0047689735555771, 0.3107390325293243, 0.0007157101739505, 0.8405798288019599, -5.76631370787e-05, 0.1871116549203171, 0.1981415248315444, 0.1875237107876176]|826.0456739714505829|      0.01562500|[235, 29, 22, 44]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      23|[-0.2606255093901208, -0.0039386798271927, 0.3135191890217338, 0.0093030215512202, 0.8470307674884843, -0.0006041297707286, 0.1889595823509735, 0.1950213667973456, 0.1931612987670104]|711.4214457894637462|      0.03125000|[245, 31, 23, 46]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      24|[-0.2606255093901208, -0.0039386798271927, 0.3135191890217338, 0.0093030215512202, 0.8470307674884843, -0.0006041297707286, 0.1889595823509735, 0.1950213667973456, 0.1931612987670104]|711.4214457894637462|      0.01562500|[256, 32, 24, 48]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      25|[-0.2589693178113009, -0.0042429822467367, 0.311742335977412, -0.0010556876380944, 0.857662963921695, 0.0013557356785561, 0.1872292974672423, 0.1982762781389551, 0.193771204077296]|616.8512210486046570|      0.03125000|[266, 34, 25, 50]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      26|[-0.2589693178113009, -0.0042429822467367, 0.311742335977412, -0.0010556876380944, 0.857662963921695, 0.0013557356785561, 0.1872292974672423, 0.1982762781389551, 0.193771204077296]|616.8512210486046570|      0.01562500|[277, 35, 26, 52]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      27|[-0.2610821408028342, -0.0051186310452176, 0.3123449864583766, 0.0131981225258564, 0.8624156971496347, 0.0017205278835598, 0.1861547501847499, 0.1954278752791622, 0.1919311078316522]|569.7891466340506668|      0.03125000|[287, 37, 27, 54]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      28|[-0.2610821408028342, -0.0051186310452176, 0.3123449864583766, 0.0131981225258564, 0.8624156971496347, 0.0017205278835598, 0.1861547501847499, 0.1954278752791622, 0.1919311078316522]|569.7891466340506668|      0.01562500|[298, 38, 28, 56]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      29|[-0.2617829608312763, -0.004896134598417, 0.3084023404271858, 0.0012590916644941, 0.8707673157047954, -0.0003420788319404, 0.1878343167401447, 0.1983572066280167, 0.1922616393187422]|419.4424354845364178|      0.03125000|[308, 40, 29, 58]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      30|[-0.2617829608312763, -0.004896134598417, 0.3084023404271858, 0.0012590916644941, 0.8707673157047954, -0.0003420788319404, 0.1878343167401447, 0.1983572066280167, 0.1922616393187422]|419.4424354845364178|      0.01562500|[320, 40, 30, 60]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      31|[-0.261652391103005, -0.0022753109172643, 0.3046891934151325, 0.0063771888878238, 0.8835783623445025, -0.0033356642892915, 0.1836458063751143, 0.1985404605368191, 0.1948327886511457]|309.2489718495506281|      0.03125000|[330, 42, 31, 62]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      32|[-0.261652391103005, -0.0022753109172643, 0.3046891934151325, 0.0063771888878238, 0.8835783623445025, -0.0033356642892915, 0.1836458063751143, 0.1985404605368191, 0.1948327886511457]|309.2489718495506281|      0.01562500|[341, 43, 32, 64]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      33|[-0.2622388326290026, -0.0055326169849735, 0.309263612750919, 0.0109746848836578, 0.8928761841808738, 0.0016324291527548, 0.1909718974870435, 0.1996219673613732, 0.1998479332637039]|253.2001355236776305|      0.03125000|[351, 45, 33, 66]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      34|[-0.2622388326290026, -0.0055326169849735, 0.309263612750919, 0.0109746848836578, 0.8928761841808738, 0.0016324291527548, 0.1909718974870435, 0.1996219673613732, 0.1998479332637039]|253.2001355236776305|      0.01562500|[363, 45, 34, 68]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      35|[-0.2622388326290026, -0.0055326169849735, 0.309263612750919, 0.0109746848836578, 0.8928761841808738, 0.0016324291527548, 0.1909718974870435, 0.1996219673613732, 0.1998479332637039]|253.2001355236776305|      0.00781250|[374, 46, 35, 70]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      36|[-0.2600968857531124, -0.0007996550074106, 0.3112446964308734, 0.0063756250089622, 0.8928233549073705, 0.0043074109265311, 0.1902019359588418, 0.2005897120968252, 0.199316371958011]|206.1996736839741970|      0.01562500|[386, 46, 36, 72]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      37|[-0.2600968857531124, -0.0007996550074106, 0.3112446964308734, 0.0063756250089622, 0.8928233549073705, 0.0043074109265311, 0.1902019359588418, 0.2005897120968252, 0.199316371958011]|206.1996736839741970|      0.00781250|[396, 48, 37, 74]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      38|[-0.2605824399530456, -0.001528238231222, 0.3105740041143819, 0.0068394505066597, 0.8995071281280903, 0.002069241584928, 0.1906079477775557, 0.1990170426384411, 0.1966176247877076]|172.9267536810406227|      0.01562500|[407, 49, 38, 76]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      39|[-0.2605824399530456, -0.001528238231222, 0.3105740041143819, 0.0068394505066597, 0.8995071281280903, 0.002069241584928, 0.1906079477775557, 0.1990170426384411, 0.1966176247877076]|172.9267536810406227|      0.00781250|[417, 51, 39, 78]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      40|[-0.2605824399530456, -0.001528238231222, 0.3105740041143819, 0.0068394505066597, 0.8995071281280903, 0.002069241584928, 0.1906079477775557, 0.1990170426384411, 0.1966176247877076]|172.9267536810406227|      0.00390625|[427, 53, 40, 80]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      41|[-0.2612288114227753, -0.0011040319394623, 0.3105917001549472, 0.0062383301743229, 0.9016064529515969, 0.0050866908811529, 0.1906715737460886, 0.1998620209227593, 0.1963546007030098]|158.9799193065470035|      0.00781250|[438, 54, 41, 82]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      42|[-0.2612288114227753, -0.0011040319394623, 0.3105917001549472, 0.0062383301743229, 0.9016064529515969, 0.0050866908811529, 0.1906715737460886, 0.1998620209227593, 0.1963546007030098]|158.9799193065470035|      0.00390625|[449, 55, 42, 84]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      43|[-0.2623815331203424, -0.0005675331395996, 0.3101734197037248, 0.0062272874800499, 0.903610591713967, 0.0024165829969551, 0.1911632526230208, 0.1986153081653169, 0.1970791841706327]|151.5285645280673066|      0.00781250|[460, 56, 43, 86]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      44|[-0.2630363227060266, 0.000482539737068, 0.3122306982977455, 0.0043463482820002, 0.908620029616852, 0.0028595827394829, 0.1899476282820765, 0.2033996765311809, 0.1956387723376232]|136.4373239992057165|      0.01562500|[470, 58, 44, 88]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      45|[-0.2630363227060266, 0.000482539737068, 0.3122306982977455, 0.0043463482820002, 0.908620029616852, 0.0028595827394829, 0.1899476282820765, 0.2033996765311809, 0.1956387723376232]|136.4373239992057165|      0.00781250|[481, 59, 45, 90]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
