k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[100.0071180173926, 0.1136685111357469, 0.3070872507370575, 0.8286870678451949, 99.98897320642293, 0.1436552708168691, 0.1906963087182446, 0.7291020775022555, 99.93374671000672, 0.0833385652016138, 0.1802881183875211, 0.7353626083933684, 100.0859257923387, 0.1783199055874033, 0.2906915962924247, 0.6242627210490643, 99.97970671873802, 0.2573664888574785, 0.4952779539856112, 0.2593528149888643, 100.0121513977937, 0.5493622068676776, 0.6088807361581884, 0.0074671518209165, 299.96702906755746, 299.93390162518546, 299.9661409176771, 299.94414458765493, 299.9319747360704]|282.1394653320312500|      0.12500000|[466, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[100.01114499136771, 0.1590402624779301, 0.3218705801455458, 0.8180587801655956, 99.97733114758462, 0.1509093275226295, 0.2040232761361583, 0.7531565880897917, 99.92963680824245, 0.1149747327055435, 0.2162874113897876, 0.7551578957940962, 100.10862854354598, 0.1743492492598153, 0.2234404073460074, 0.603600902600496, 99.95319844322728, 0.2634541500162736, 0.4863798065530422, 0.2556528119368894, 100.00421033106971, 0.5374954225288319, 0.5773631264861894, -0.0144934070728279, 299.97381206459636, 299.9268492115412, 299.9971198632517, 299.9306714914783, 299.95038265718955]|194.0170898437500000|      0.25000000|[492, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[100.01114499136771, 0.1590402624779301, 0.3218705801455458, 0.8180587801655956, 99.97733114758462, 0.1509093275226295, 0.2040232761361583, 0.7531565880897917, 99.92963680824245, 0.1149747327055435, 0.2162874113897876, 0.7551578957940962, 100.10862854354598, 0.1743492492598153, 0.2234404073460074, 0.603600902600496, 99.95319844322728, 0.2634541500162736, 0.4863798065530422, 0.2556528119368894, 100.00421033106971, 0.5374954225288319, 0.5773631264861894, -0.0144934070728279, 299.97381206459636, 299.9268492115412, 299.9971198632517, 299.9306714914783, 299.95038265718955]|194.0170898437500000|      0.12500000|[543, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[99.99703453328803, 0.183780194158121, 0.3566138050763561, 0.8264878070522691, 99.9847110269086, 0.1735831979772254, 0.2176374999679733, 0.745113830589885, 99.92174284952233, 0.1508610684761071, 0.2243660535238702, 0.7664437919911488, 100.1229883570526, 0.239610222961107, 0.2633882939989071, 0.5972135825475241, 99.9456692242537, 0.2569016619756254, 0.4511068799442577, 0.2285245742089486, 100.00177144741257, 0.546525608820149, 0.564224371796772, -0.0334107293161256, 299.956887580109, 299.9183151511165, 300.0247186164303, 299.9353842977219, 299.9152887664806]|142.4759674072265625|      0.25000000|[569, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[99.99703453328803, 0.183780194158121, 0.3566138050763561, 0.8264878070522691, 99.9847110269086, 0.1735831979772254, 0.2176374999679733, 0.745113830589885, 99.92174284952233, 0.1508610684761071, 0.2243660535238702, 0.7664437919911488, 100.1229883570526, 0.239610222961107, 0.2633882939989071, 0.5972135825475241, 99.9456692242537, 0.2569016619756254, 0.4511068799442577, 0.2285245742089486, 100.00177144741257, 0.546525608820149, 0.564224371796772, -0.0334107293161256, 299.956887580109, 299.9183151511165, 300.0247186164303, 299.9353842977219, 299.9152887664806]|142.4759674072265625|      0.12500000|[620, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[99.99703453328803, 0.183780194158121, 0.3566138050763561, 0.8264878070522691, 99.9847110269086, 0.1735831979772254, 0.2176374999679733, 0.745113830589885, 99.92174284952233, 0.1508610684761071, 0.2243660535238702, 0.7664437919911488, 100.1229883570526, 0.239610222961107, 0.2633882939989071, 0.5972135825475241, 99.9456692242537, 0.2569016619756254, 0.4511068799442577, 0.2285245742089486, 100.00177144741257, 0.546525608820149, 0.564224371796772, -0.0334107293161256, 299.956887580109, 299.9183151511165, 300.0247186164303, 299.9353842977219, 299.9152887664806]|142.4759674072265625|      0.06250000|[671, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[99.99077089388672, 0.1833310466145562, 0.3616434158327819, 0.8145049814584818, 99.99833984525348, 0.2029343239072023, 0.2175305789189777, 0.7325268593023313, 99.92738191205652, 0.1670004040086717, 0.2056598923229494, 0.7901379487385993, 100.1292105403334, 0.2248043541335071, 0.267406912307361, 0.5910181587553509, 99.94853025853412, 0.2581689209216139, 0.4482725963717586, 0.2303554994825349, 100.00671313823977, 0.5535546920343927, 0.5798342562817121, -0.0394890134464645, 299.9676565563057, 299.9222169747432, 300.0365232650145, 299.91802517069266, 299.92064390232815]|114.6178283691406250|      0.12500000|[698, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[99.93262723329268, 0.1894718154645628, 0.3845049238060398, 0.7732455933494183, 99.98042622595013, 0.2338364918311222, 0.2180117878200526, 0.7328338451534532, 99.90386657433159, 0.1934289325925485, 0.1636425964089891, 0.8071218895589588, 100.15439866914866, 0.1953680701557861, 0.2608513103561395, 0.5853875852566574, 99.92761825688284, 0.2462191605189802, 0.4644991401478912, 0.2481638076153231, 99.98135031719096, 0.557807713945352, 0.5785764601225, -0.063732592335303, 299.97341080402657, 299.92733380040266, 300.06146445425946, 299.8910083000193, 299.9220525337747]| 97.5467605590820312|      0.25000000|[724, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[99.93262723329268, 0.1894718154645628, 0.3845049238060398, 0.7732455933494183, 99.98042622595013, 0.2338364918311222, 0.2180117878200526, 0.7328338451534532, 99.90386657433159, 0.1934289325925485, 0.1636425964089891, 0.8071218895589588, 100.15439866914866, 0.1953680701557861, 0.2608513103561395, 0.5853875852566574, 99.92761825688284, 0.2462191605189802, 0.4644991401478912, 0.2481638076153231, 99.98135031719096, 0.557807713945352, 0.5785764601225, -0.063732592335303, 299.97341080402657, 299.92733380040266, 300.06146445425946, 299.8910083000193, 299.9220525337747]| 97.5467605590820312|      0.12500000|[775, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[99.93262723329268, 0.1894718154645628, 0.3845049238060398, 0.7732455933494183, 99.98042622595013, 0.2338364918311222, 0.2180117878200526, 0.7328338451534532, 99.90386657433159, 0.1934289325925485, 0.1636425964089891, 0.8071218895589588, 100.15439866914866, 0.1953680701557861, 0.2608513103561395, 0.5853875852566574, 99.92761825688284, 0.2462191605189802, 0.4644991401478912, 0.2481638076153231, 99.98135031719096, 0.557807713945352, 0.5785764601225, -0.063732592335303, 299.97341080402657, 299.92733380040266, 300.06146445425946, 299.8910083000193, 299.9220525337747]| 97.5467605590820312|      0.06250000|[826, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[99.91321084416128, 0.1914444908253084, 0.3939228023134373, 0.7692106771119398, 99.96464877913348, 0.2330371183425395, 0.2223409833878657, 0.7227150799988284, 99.89677771410175, 0.2140956502003819, 0.1557858545016131, 0.8064807572679111, 100.13672329610921, 0.2090121338335059, 0.2761571027882275, 0.5839239556868735, 99.91335976614481, 0.2282399960958741, 0.463436662250749, 0.2308767155079264, 99.98066186061439, 0.5630260934569583, 0.5638379310605433, -0.0399239924128587, 299.98247016470276, 299.92817211282073, 300.06222409205515, 299.89488388288544, 299.92825861355357]| 84.0477218627929688|      0.12500000|[852, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[99.91321084416128, 0.1914444908253084, 0.3939228023134373, 0.7692106771119398, 99.96464877913348, 0.2330371183425395, 0.2223409833878657, 0.7227150799988284, 99.89677771410175, 0.2140956502003819, 0.1557858545016131, 0.8064807572679111, 100.13672329610921, 0.2090121338335059, 0.2761571027882275, 0.5839239556868735, 99.91335976614481, 0.2282399960958741, 0.463436662250749, 0.2308767155079264, 99.98066186061439, 0.5630260934569583, 0.5638379310605433, -0.0399239924128587, 299.98247016470276, 299.92817211282073, 300.06222409205515, 299.89488388288544, 299.92825861355357]| 84.0477218627929688|      0.06250000|[904, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[99.91489048558978, 0.1980826590037273, 0.4216364409716698, 0.7927468809740991, 99.96620852837918, 0.2537972769746808, 0.2340730323872795, 0.7288904897229821, 99.89591124336619, 0.2287212766701072, 0.1711939842732308, 0.7967328591016251, 100.1412640961487, 0.1979017677256723, 0.2766069571642084, 0.5684786707774122, 99.9131170829722, 0.2273471822751277, 0.4677736294945378, 0.2416216301925461, 99.99736817882977, 0.5640605546335922, 0.5462133132917638, -0.0396824191476564, 299.9744899542537, 299.9226286457141, 300.0703389525684, 299.88518979702906, 299.9240105571223]| 65.3880920410156250|      0.12500000|[930, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[99.91489048558978, 0.1980826590037273, 0.4216364409716698, 0.7927468809740991, 99.96620852837918, 0.2537972769746808, 0.2340730323872795, 0.7288904897229821, 99.89591124336619, 0.2287212766701072, 0.1711939842732308, 0.7967328591016251, 100.1412640961487, 0.1979017677256723, 0.2766069571642084, 0.5684786707774122, 99.9131170829722, 0.2273471822751277, 0.4677736294945378, 0.2416216301925461, 99.99736817882977, 0.5640605546335922, 0.5462133132917638, -0.0396824191476564, 299.9744899542537, 299.9226286457141, 300.0703389525684, 299.88518979702906, 299.9240105571223]| 65.3880920410156250|      0.06250000|[981, 152, 0, 76]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[99.91568158501951, 0.2301481727039817, 0.4304712061719693, 0.8004582035331945, 99.96436975906184, 0.2531122440040314, 0.2485696414509459, 0.7207141428052174, 99.89391808610618, 0.2299369940705126, 0.1591052547277746, 0.7815973058087192, 100.15296926361258, 0.1856333868190025, 0.2778883336612267, 0.5768192282735987, 99.89860643299991, 0.23191097946064, 0.4544601527652583, 0.2220832810202212, 99.98808789010752, 0.5621038836616945, 0.5541538311036122, -0.0426068730262633, 299.9885273839937, 299.92479874355763, 300.0657503074292, 299.8929075251802, 299.94604084381916]| 48.7842254638671875|      0.12500000|[1032, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | iterate success | actual_k=2
      26|[99.91568158501951, 0.2301481727039817, 0.4304712061719693, 0.8004582035331945, 99.96436975906184, 0.2531122440040314, 0.2485696414509459, 0.7207141428052174, 99.89391808610618, 0.2299369940705126, 0.1591052547277746, 0.7815973058087192, 100.15296926361258, 0.1856333868190025, 0.2778883336612267, 0.5768192282735987, 99.89860643299991, 0.23191097946064, 0.4544601527652583, 0.2220832810202212, 99.98808789010752, 0.5621038836616945, 0.5541538311036122, -0.0426068730262633, 299.9885273839937, 299.92479874355763, 300.0657503074292, 299.8929075251802, 299.94604084381916]| 48.7842254638671875|      0.06250000|[1083, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[99.9161098237844, 0.2411638861456232, 0.4267946716296414, 0.8130426858571161, 99.96141020133376, 0.2652325895494623, 0.2579360361492448, 0.7298224865014171, 99.89643600744805, 0.2387018877189998, 0.170017789266121, 0.7497513583313221, 100.14649920286199, 0.1897509211281547, 0.2649194808650644, 0.5798188051652272, 99.89248245537712, 0.2028391124755823, 0.4418082934949188, 0.2232877690056838, 99.987812729811, 0.559521274343204, 0.539181406656328, -0.04668359074907, 299.9824491202102, 299.9252102219499, 300.0578131641244, 299.90536925596825, 299.96297964281445]| 39.1071853637695312|      0.12500000|[1109, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      28|[99.9161098237844, 0.2411638861456232, 0.4267946716296414, 0.8130426858571161, 99.96141020133376, 0.2652325895494623, 0.2579360361492448, 0.7298224865014171, 99.89643600744805, 0.2387018877189998, 0.170017789266121, 0.7497513583313221, 100.14649920286199, 0.1897509211281547, 0.2649194808650644, 0.5798188051652272, 99.89248245537712, 0.2028391124755823, 0.4418082934949188, 0.2232877690056838, 99.987812729811, 0.559521274343204, 0.539181406656328, -0.04668359074907, 299.9824491202102, 299.9252102219499, 300.0578131641244, 299.90536925596825, 299.96297964281445]| 39.1071853637695312|      0.06250000|[1160, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[99.9161098237844, 0.2411638861456232, 0.4267946716296414, 0.8130426858571161, 99.96141020133376, 0.2652325895494623, 0.2579360361492448, 0.7298224865014171, 99.89643600744805, 0.2387018877189998, 0.170017789266121, 0.7497513583313221, 100.14649920286199, 0.1897509211281547, 0.2649194808650644, 0.5798188051652272, 99.89248245537712, 0.2028391124755823, 0.4418082934949188, 0.2232877690056838, 99.987812729811, 0.559521274343204, 0.539181406656328, -0.04668359074907, 299.9824491202102, 299.9252102219499, 300.0578131641244, 299.90536925596825, 299.96297964281445]| 39.1071853637695312|      0.03125000|[1210, 188, 0, 94]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[99.9161098237844, 0.2411638861456232, 0.4267946716296414, 0.8130426858571161, 99.96141020133376, 0.2652325895494623, 0.2579360361492448, 0.7298224865014171, 99.89643600744805, 0.2387018877189998, 0.170017789266121, 0.7497513583313221, 100.14649920286199, 0.1897509211281547, 0.2649194808650644, 0.5798188051652272, 99.89248245537712, 0.2028391124755823, 0.4418082934949188, 0.2232877690056838, 99.987812729811, 0.559521274343204, 0.539181406656328, -0.04668359074907, 299.9824491202102, 299.9252102219499, 300.0578131641244, 299.90536925596825, 299.96297964281445]| 39.1071853637695312|      0.01562500|[1261, 196, 0, 98]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      31|[99.91905720897822, 0.2388426073989635, 0.4317844401207127, 0.8141576699081781, 99.9634551909419, 0.2698013995961751, 0.2582472111908529, 0.7302305256770236, 99.89631260304547, 0.242954194684669, 0.1714860200192973, 0.7483853546910935, 100.14654724238446, 0.184769894188246, 0.2643227832059116, 0.5766178912333018, 99.89170526809019, 0.2087121620672782, 0.4425984122178873, 0.2234426953371963, 99.98528894533038, 0.558589733109798, 0.5393565462874803, -0.047017561643346, 299.98114012750483, 299.921073173501, 300.0551239304259, 299.9105063395583, 299.96802903143885]| 38.4337768554687500|      0.03125000|[1287, 200, 0, 100]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      32|[99.91978051001867, 0.2485296344744519, 0.4391658600754751, 0.8201853810004542, 99.96880113428595, 0.2665348186291311, 0.2617398275738728, 0.7251556329458777, 99.89142433713052, 0.2370811824462532, 0.1753716373464203, 0.7440926675188042, 100.14883396212706, 0.1949390352969577, 0.2742596175767515, 0.5754390003761031, 99.90152520280076, 0.2118239577557494, 0.4489638815877259, 0.2224993451154694, 99.98031976016021, 0.5562496805913302, 0.547024445775278, -0.0546951160901134, 299.98689937097527, 299.9227851980035, 300.05512945185643, 299.91716233307426, 299.96189224338525]| 36.8595542907714844|      0.06250000|[1313, 204, 0, 102]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      33|[99.91978051001867, 0.2485296344744519, 0.4391658600754751, 0.8201853810004542, 99.96880113428595, 0.2665348186291311, 0.2617398275738728, 0.7251556329458777, 99.89142433713052, 0.2370811824462532, 0.1753716373464203, 0.7440926675188042, 100.14883396212706, 0.1949390352969577, 0.2742596175767515, 0.5754390003761031, 99.90152520280076, 0.2118239577557494, 0.4489638815877259, 0.2224993451154694, 99.98031976016021, 0.5562496805913302, 0.547024445775278, -0.0546951160901134, 299.98689937097527, 299.9227851980035, 300.05512945185643, 299.91716233307426, 299.96189224338525]| 36.8595542907714844|      0.03125000|[1364, 212, 0, 106]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[99.91794788455948, 0.2503637848533681, 0.4317055196729891, 0.8282305103553281, 99.97748945757891, 0.2744761234045864, 0.258453967045768, 0.72622294011275, 99.89248307323506, 0.2396589430588182, 0.1769097247882972, 0.7413516016752714, 100.14504524157319, 0.1941170908808855, 0.2726870741286949, 0.5665259209528567, 99.91008897211628, 0.2008791641084851, 0.4433202379999014, 0.2358575157257387, 99.98072052244744, 0.5614086412217422, 0.5434498974579218, -0.0532496254700457, 299.98455324514606, 299.92850979756906, 300.0508527268225, 299.92621788807145, 299.96275929094884]| 35.2231254577636719|      0.06250000|[1390, 216, 0, 108]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
