k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.367625316565162, 9.635704329103893, 9.475387914431211, 9.936295921361987, 0.3401729951693025, 0.1513578776023898, -0.1904271157059426, 0.1150022339185223]|1572.4225944853876626|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
      12|[4.631181076165114, -2.4848291550551322, 2.921639229598899, -0.554144647253196, 1.1538372155561816, 3.0853660279494024, 0.3623130655705953, -0.1624921244713723]|  8.3179872934096935|      4.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[4.631181076165114, -2.4848291550551322, 2.921639229598899, -0.554144647253196, 1.1538372155561816, 3.0853660279494024, 0.3623130655705953, -0.1624921244713723]|  8.3179872934096935|      2.00000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[4.631181076165114, -2.4848291550551322, 2.921639229598899, -0.554144647253196, 1.1538372155561816, 3.0853660279494024, 0.3623130655705953, -0.1624921244713723]|  8.3179872934096935|      1.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[4.631181076165114, -2.4848291550551322, 2.921639229598899, -0.554144647253196, 1.1538372155561816, 3.0853660279494024, 0.3623130655705953, -0.1624921244713723]|  8.3179872934096935|      0.50000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[4.610714748934908, -2.71911846064625, 3.1812144283991435, -0.6154192082195817, 1.028454467243779, 3.0056966198063373, 0.0954002522509967, -0.336403875078132]|  4.7884764538203513|      1.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[4.610714748934908, -2.71911846064625, 3.1812144283991435, -0.6154192082195817, 1.028454467243779, 3.0056966198063373, 0.0954002522509967, -0.336403875078132]|  4.7884764538203513|      0.50000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[4.696507662171342, -2.8389739265291634, 3.4918353756666862, -0.6033417996141859, 1.2537721692650743, 2.8614374203714217, -0.1053590316280903, -0.4769739043410739]|  3.9815925866485671|      1.00000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[4.696507662171342, -2.8389739265291634, 3.4918353756666862, -0.6033417996141859, 1.2537721692650743, 2.8614374203714217, -0.1053590316280903, -0.4769739043410739]|  3.9815925866485671|      0.50000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[4.559745944661085, -2.7447527232414486, 3.475461855804002, -0.9970610850108934, 1.0919326184192943, 2.663948238725917, -0.0850320760573644, -0.5160690117194005]|  3.1940374176677206|      1.00000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[4.559745944661085, -2.7447527232414486, 3.475461855804002, -0.9970610850108934, 1.0919326184192943, 2.663948238725917, -0.0850320760573644, -0.5160690117194005]|  3.1940374176677206|      0.50000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[4.559745944661085, -2.7447527232414486, 3.475461855804002, -0.9970610850108934, 1.0919326184192943, 2.663948238725917, -0.0850320760573644, -0.5160690117194005]|  3.1940374176677206|      0.25000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[4.6627281738550055, -2.670559994676293, 3.485574485182919, -1.0110630791602628, 1.144792438278637, 2.7158856162437663, -0.2571465157736561, -0.6208389801614441]|  2.0975194648108637|      0.50000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[4.6627281738550055, -2.670559994676293, 3.485574485182919, -1.0110630791602628, 1.144792438278637, 2.7158856162437663, -0.2571465157736561, -0.6208389801614441]|  2.0975194648108637|      0.25000000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[4.840421004712419, -2.737333511832358, 3.5933189440350866, -1.0027359349110376, 1.2112491844529913, 2.6556679826382057, -0.3184458367328927, -0.6755022792257497]|  1.8255932831923785|      0.50000000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[4.840421004712419, -2.737333511832358, 3.5933189440350866, -1.0027359349110376, 1.2112491844529913, 2.6556679826382057, -0.3184458367328927, -0.6755022792257497]|  1.8255932831923785|      0.25000000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[4.775030323487813, -2.6773797854398604, 3.6672257240911215, -1.0855399823056349, 1.1552135774351535, 2.567299487337341, -0.4089545278140517, -0.8277195046656992]|  1.2617999413217311|      0.50000000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[4.775030323487813, -2.6773797854398604, 3.6672257240911215, -1.0855399823056349, 1.1552135774351535, 2.567299487337341, -0.4089545278140517, -0.8277195046656992]|  1.2617999413217311|      0.25000000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[4.775030323487813, -2.6773797854398604, 3.6672257240911215, -1.0855399823056349, 1.1552135774351535, 2.567299487337341, -0.4089545278140517, -0.8277195046656992]|  1.2617999413217311|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[4.814313710198479, -2.6045192043839243, 3.6720513288413024, -1.1449072643069838, 1.1363577603397848, 2.61021631493949, -0.4205820204448307, -0.8815042246952167]|  1.2075702737665694|      0.25000000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[4.814313710198479, -2.6045192043839243, 3.6720513288413024, -1.1449072643069838, 1.1363577603397848, 2.61021631493949, -0.4205820204448307, -0.8815042246952167]|  1.2075702737665694|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[4.8115980441644215, -2.6130668118827542, 3.7530320647325977, -1.1134187650641714, 1.0921824125494295, 2.5762982064734645, -0.4593119472367936, -0.9397558489674585]|  0.9874295564512572|      0.25000000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[4.8115980441644215, -2.6130668118827542, 3.7530320647325977, -1.1134187650641714, 1.0921824125494295, 2.5762982064734645, -0.4593119472367936, -0.9397558489674585]|  0.9874295564512572|      0.12500000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[4.801573014677306, -2.554129416708976, 3.7824422197269225, -1.0841626812054468, 1.0724328811873038, 2.523951811260911, -0.4898523903513593, -1.0189208590916727]|  0.9462950353457397|      0.25000000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[4.801573014677306, -2.554129416708976, 3.7824422197269225, -1.0841626812054468, 1.0724328811873038, 2.523951811260911, -0.4898523903513593, -1.0189208590916727]|  0.9462950353457397|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[4.83531416669527, -2.5411143533852454, 3.778252962483899, -1.1992968012606684, 1.0402498758019463, 2.5243358855212916, -0.4892875221613251, -1.0216621882032393]|  0.8170838326287351|      0.25000000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[4.83531416669527, -2.5411143533852454, 3.778252962483899, -1.1992968012606684, 1.0402498758019463, 2.5243358855212916, -0.4892875221613251, -1.0216621882032393]|  0.8170838326287351|      0.12500000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[4.832091197786166, -2.560569599021784, 3.810989192796304, -1.1667721497607682, 0.9798674494063718, 2.5265311252887264, -0.5463101876054879, -1.1004286232435896]|  0.7277505749741988|      0.25000000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[4.832091197786166, -2.560569599021784, 3.810989192796304, -1.1667721497607682, 0.9798674494063718, 2.5265311252887264, -0.5463101876054879, -1.1004286232435896]|  0.7277505749741988|      0.12500000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[4.832091197786166, -2.560569599021784, 3.810989192796304, -1.1667721497607682, 0.9798674494063718, 2.5265311252887264, -0.5463101876054879, -1.1004286232435896]|  0.7277505749741988|      0.06250000|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
