k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.97589552912967, -0.0680348324299375, 4.016640289319412, 0.0284470176384077, -2.0123729068701124, -0.0898022591878713]|  0.4134856530106902|      0.01562500|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[-3.97589552912967, -0.0680348324299375, 4.016640289319412, 0.0284470176384077, -2.0123729068701124, -0.0898022591878713]|  0.4134856530106902|      0.00781250|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.97589552912967, -0.0680348324299375, 4.016640289319412, 0.0284470176384077, -2.0123729068701124, -0.0898022591878713]|  0.4134856530106902|      0.00390625|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.975417427766813, -0.0681957631604637, 4.01792928761881, 0.0254517662787183, -2.011974380845694, -0.0877498364405807]|  0.4044949734257822|      0.00781250|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-3.975417427766813, -0.0681957631604637, 4.01792928761881, 0.0254517662787183, -2.011974380845694, -0.0877498364405807]|  0.4044949734257822|      0.00390625|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.975925170694384, -0.0710859847248895, 4.018051943857066, 0.0246316803957958, -2.013220047440951, -0.0898494399307277]|  0.3990829950434941|      0.00781250|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[-3.975925170694384, -0.0710859847248895, 4.018051943857066, 0.0246316803957958, -2.013220047440951, -0.0898494399307277]|  0.3990829950434941|      0.00390625|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-3.975925170694384, -0.0710859847248895, 4.018051943857066, 0.0246316803957958, -2.013220047440951, -0.0898494399307277]|  0.3990829950434941|      0.00195312|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.9763583000452467, -0.0701774517553408, 4.0180207306213696, 0.0229929509047284, -2.0132353649728123, -0.0895102927111751]|  0.3945607618784081|      0.00390625|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-3.9763583000452467, -0.0701774517553408, 4.0180207306213696, 0.0229929509047284, -2.0132353649728123, -0.0895102927111751]|  0.3945607618784081|      0.00195312|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.9770159149331823, -0.0715154857168116, 4.017496143318889, 0.0223788701120462, -2.0136708658585887, -0.0903762932673896]|  0.3926139824606487|      0.00390625|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.9770159149331823, -0.0715154857168116, 4.017496143318889, 0.0223788701120462, -2.0136708658585887, -0.0903762932673896]|  0.3926139824606487|      0.00195312|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.9770159149331823, -0.0715154857168116, 4.017496143318889, 0.0223788701120462, -2.0136708658585887, -0.0903762932673896]|  0.3926139824606487|      0.00097656|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.976807303712972, -0.071240790658329, 4.0178675544397375, 0.0215724924868298, -2.0137795067073427, -0.0901900021755582]|  0.3915843087637296|      0.00195312|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-3.976685476187183, -0.0722233534117396, 4.017993792777858, 0.0205827906712025, -2.014668278651155, -0.0891657637339733]|  0.3904592176800667|      0.00390625|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-3.976685476187183, -0.0722233534117396, 4.017993792777858, 0.0205827906712025, -2.014668278651155, -0.0891657637339733]|  0.3904592176800667|      0.00195312|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.976685476187183, -0.0722233534117396, 4.017993792777858, 0.0205827906712025, -2.014668278651155, -0.0891657637339733]|  0.3904592176800667|      0.00097656|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
