k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[5.639115075002428, 3.08103061561909, 4.128102686492389, 3.1263222877763948, 1.2686293964920197, 4.442453905034736, -4.739989595776001, 5.167689815268046]|212.2163382634907123|      8.00000000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[5.639115075002428, 3.08103061561909, 4.128102686492389, 3.1263222877763948, 1.2686293964920197, 4.442453905034736, -4.739989595776001, 5.167689815268046]|212.2163382634907123|      4.00000000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[4.697793033848839, 3.08195095238824, 2.281978776666268, 2.072772521251067, 0.6266448695288267, 5.472703578890787, -2.232235024645458, 6.850954457109793]|128.8354109034361841|      8.00000000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      16|[4.697793033848839, 3.08195095238824, 2.281978776666268, 2.072772521251067, 0.6266448695288267, 5.472703578890787, -2.232235024645458, 6.850954457109793]|128.8354109034361841|      4.00000000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[4.697793033848839, 3.08195095238824, 2.281978776666268, 2.072772521251067, 0.6266448695288267, 5.472703578890787, -2.232235024645458, 6.850954457109793]|128.8354109034361841|      2.00000000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[4.697793033848839, 3.08195095238824, 2.281978776666268, 2.072772521251067, 0.6266448695288267, 5.472703578890787, -2.232235024645458, 6.850954457109793]|128.8354109034361841|      1.00000000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[4.697793033848839, 3.08195095238824, 2.281978776666268, 2.072772521251067, 0.6266448695288267, 5.472703578890787, -2.232235024645458, 6.850954457109793]|128.8354109034361841|      0.50000000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[4.31310894852171, 3.096151697210582, 2.0022531689639704, 2.14613120967982, 0.6906253757757841, 5.528831213627944, -2.157835582757159, 6.924503672306281]|113.6780856311482637|      1.00000000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[4.31310894852171, 3.096151697210582, 2.0022531689639704, 2.14613120967982, 0.6906253757757841, 5.528831213627944, -2.157835582757159, 6.924503672306281]|113.6780856311482637|      0.50000000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[3.926116662716451, 2.9633344410857623, 1.8416002676033671, 2.3442866732797323, 0.5947400612466939, 5.528036508479713, -2.069199496380459, 6.946197538393865]|110.0466838589406819|      1.00000000|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      23|[3.926116662716451, 2.9633344410857623, 1.8416002676033671, 2.3442866732797323, 0.5947400612466939, 5.528036508479713, -2.069199496380459, 6.946197538393865]|110.0466838589406819|      0.50000000|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[3.926116662716451, 2.9633344410857623, 1.8416002676033671, 2.3442866732797323, 0.5947400612466939, 5.528036508479713, -2.069199496380459, 6.946197538393865]|110.0466838589406819|      0.25000000|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      25|[3.926116662716451, 2.9633344410857623, 1.8416002676033671, 2.3442866732797323, 0.5947400612466939, 5.528036508479713, -2.069199496380459, 6.946197538393865]|110.0466838589406819|      0.12500000|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[3.9322730337330296, 2.9018156859833915, 1.8602880520350953, 2.255059481229079, 0.5710767741877859, 5.475587218859347, -2.078023754094568, 6.936045192949015]|109.2464419909109523|      0.25000000|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      27|[3.943830636926739, 2.7692481381242153, 1.9741548542388878, 2.130283158591377, 0.6291742395549769, 5.406646668584122, -2.165092750147891, 6.9126280475243504]|108.6495754260061091|      0.50000000|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
