k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.339992363349078, -1.5405478728319262, 0.3740410375536051, 0.0031862480648124, -0.383633168707284, 0.2394004715864116, 0.5648480983496331]|55454.9303090864486876|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
      21|[10.40011826591344, -1.4436609768281967, 0.3283919022290486, 0.7497385109362049, -0.2294010010206378, 0.1915631400001889, 0.0504281252592741]|6774.1603204448329052|      0.00195312|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[10.400209801170288, -1.4448276429060232, 0.327970135131441, 0.7494100801862764, -0.2290481340580968, 0.1929193003274805, 0.0499856677398077]|6767.7782850666762897|      0.00390625|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[10.401498085005226, -1.4442216182275265, 0.3262469271057427, 0.7477143604573021, -0.2276210760148929, 0.195220224563004, 0.0497486242483674]|6752.4210352455220345|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[10.401498085005226, -1.4442216182275265, 0.3262469271057427, 0.7477143604573021, -0.2276210760148929, 0.195220224563004, 0.0497486242483674]|6752.4210352455220345|      0.00390625|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[10.401498085005226, -1.4442216182275265, 0.3262469271057427, 0.7477143604573021, -0.2276210760148929, 0.195220224563004, 0.0497486242483674]|6752.4210352455220345|      0.00195312|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[10.401498085005226, -1.4442216182275265, 0.3262469271057427, 0.7477143604573021, -0.2276210760148929, 0.195220224563004, 0.0497486242483674]|6752.4210352455220345|      0.00097656|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[10.401498085005226, -1.4442216182275265, 0.3262469271057427, 0.7477143604573021, -0.2276210760148929, 0.195220224563004, 0.0497486242483674]|6752.4210352455220345|      0.00048828|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[10.401532302459248, -1.4441563493283394, 0.3262096786958863, 0.7477170818623424, -0.2276297175271358, 0.1953937320238818, 0.0501974152364057]|6747.7730886738945628|      0.00097656|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[10.401466858592146, -1.4441844988077583, 0.3260943553684278, 0.7476004744704707, -0.2282139515379318, 0.1961419278979935, 0.0500539724799851]|6743.5552350888128785|      0.00195312|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[10.401466858592146, -1.4441844988077583, 0.3260943553684278, 0.7476004744704707, -0.2282139515379318, 0.1961419278979935, 0.0500539724799851]|6743.5552350888128785|      0.00097656|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[10.401466858592146, -1.4441844988077583, 0.3260943553684278, 0.7476004744704707, -0.2282139515379318, 0.1961419278979935, 0.0500539724799851]|6743.5552350888128785|      0.00048828|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[10.401448104668361, -1.4442080534469321, 0.326053641274121, 0.747501576193016, -0.2282155901405174, 0.1964559304194032, 0.0504110064744293]|6742.4929736790436436|      0.00097656|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[10.401448104668361, -1.4442080534469321, 0.326053641274121, 0.747501576193016, -0.2282155901405174, 0.1964559304194032, 0.0504110064744293]|6742.4929736790436436|      0.00048828|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[10.40158632332943, -1.4443161701406753, 0.3260205284998652, 0.747600855313571, -0.2282179571740492, 0.1968251342399193, 0.0501653337290152]|6739.2858774778651423|      0.00097656|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[10.401422070374602, -1.4447690668180964, 0.3263307421054616, 0.7474993765769691, -0.2279309011025434, 0.197540808644934, 0.0500223007763205]|6735.3230200950465587|      0.00195312|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
