k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[3.4421996396142376, 142.82074240377247, -106.16036394130207, 100.1632997339611, 200.65778153200748]|1796.4981689453125000|      8.00000000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[3.4421996396142376, 142.82074240377247, -106.16036394130207, 100.1632997339611, 200.65778153200748]|1796.4981689453125000|      4.00000000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.0588328934795439, 141.22972653303373, -107.17407825645564, 99.68073806558472, 201.53014354612426]|1118.2467041015625000|      8.00000000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[0.0588328934795439, 141.22972653303373, -107.17407825645564, 99.68073806558472, 201.53014354612426]|1118.2467041015625000|      4.00000000|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-1.3758230050081928, 139.0238957988894, -110.1048729529953, 99.14877397321257, 201.98128640199198]|841.9193115234375000|      8.00000000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[1.5562862835667628, 133.207874541033, -113.94372410141125, 99.26119789203459, 199.3683924946936]|427.9762573242187500|     16.00000000|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.5562862835667628, 133.207874541033, -113.94372410141125, 99.26119789203459, 199.3683924946936]|427.9762573242187500|      8.00000000|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.5562862835667628, 133.207874541033, -113.94372410141125, 99.26119789203459, 199.3683924946936]|427.9762573242187500|      4.00000000|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.5562862835667628, 133.207874541033, -113.94372410141125, 99.26119789203459, 199.3683924946936]|427.9762573242187500|      2.00000000|[571, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.2644641265061782, 132.82445121626674, -114.53989179618222, 99.03217036189176, 199.0078582128388]|321.3774414062500000|      4.00000000|[601, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[-0.2644641265061782, 132.82445121626674, -114.53989179618222, 99.03217036189176, 199.0078582128388]|321.3774414062500000|      2.00000000|[631, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.669326700057465, 131.2349165009596, -115.66309479652209, 98.8961322256232, 199.17924762581117]|252.2655181884765625|      4.00000000|[661, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[-0.8267682157423115, 129.51895598307198, -119.0123669995093, 100.05696183875443, 198.49694125051886]|146.5233306884765625|      8.00000000|[691, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[-0.8267682157423115, 129.51895598307198, -119.0123669995093, 100.05696183875443, 198.49694125051886]|146.5233306884765625|      4.00000000|[721, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[-0.8267682157423115, 129.51895598307198, -119.0123669995093, 100.05696183875443, 198.49694125051886]|146.5233306884765625|      2.00000000|[751, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
