k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[120.00077081250792, -0.0205859569642152, 0.8625963240642528, 110.0245310704621, 0.1051381616107172, 0.8157993822212578, 99.98148502220825, 0.282543480646892, 0.6880029143776941, 88.11708351625738, 0.3995867844315876, 0.7458723248372376, 85.95939658271914, 0.3748907199181313, 0.648119558159855, 84.07407091334723, 0.4657250338711247, 0.577636361060019, 79.96899069323727, 0.6407401622422981, 0.3734564006381298, 76.02336223192465, 0.9501599178965611, 0.1560584193233069, 886.4015032432666, 910.0536268756168, 922.5225882561884, 926.4662286273475, 935.6416973900027, 952.8759321327569, 975.7303132575447]|465.8448658487729404|      0.06250000|[300, 96, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      13|[120.00077081250792, -0.0205859569642152, 0.8625963240642528, 110.0245310704621, 0.1051381616107172, 0.8157993822212578, 99.98148502220825, 0.282543480646892, 0.6880029143776941, 88.11708351625738, 0.3995867844315876, 0.7458723248372376, 85.95939658271914, 0.3748907199181313, 0.648119558159855, 84.07407091334723, 0.4657250338711247, 0.577636361060019, 79.96899069323727, 0.6407401622422981, 0.3734564006381298, 76.02336223192465, 0.9501599178965611, 0.1560584193233069, 886.4015032432666, 910.0536268756168, 922.5225882561884, 926.4662286273475, 935.6416973900027, 952.8759321327569, 975.7303132575447]|465.8448658487729404|      0.03125000|[325, 104, 13, 39]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      14|[120.00622392795871, -0.0324887213392436, 0.8584558544689391, 110.02270503705492, 0.1079526529416278, 0.8122845896842681, 99.97785006749832, 0.2758950149082133, 0.6823037397052704, 88.11926703197922, 0.3958107390711981, 0.7452360935686551, 85.95644345649572, 0.3901182990443422, 0.654358555439689, 84.07265884461918, 0.4602892975069712, 0.5816727958454064, 79.95942285801522, 0.641409884762398, 0.3675207627053467, 76.01987229865897, 0.9505683997515374, 0.1502049913574763, 886.4056202399607, 910.0565684930432, 922.528003923007, 926.461853063419, 935.6391200583475, 952.8683166541072, 975.7264193443776]|406.2050623964066176|      0.06250000|[350, 112, 14, 42]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      15|[120.00622392795871, -0.0324887213392436, 0.8584558544689391, 110.02270503705492, 0.1079526529416278, 0.8122845896842681, 99.97785006749832, 0.2758950149082133, 0.6823037397052704, 88.11926703197922, 0.3958107390711981, 0.7452360935686551, 85.95644345649572, 0.3901182990443422, 0.654358555439689, 84.07265884461918, 0.4602892975069712, 0.5816727958454064, 79.95942285801522, 0.641409884762398, 0.3675207627053467, 76.01987229865897, 0.9505683997515374, 0.1502049913574763, 886.4056202399607, 910.0565684930432, 922.528003923007, 926.461853063419, 935.6391200583475, 952.8683166541072, 975.7264193443776]|406.2050623964066176|      0.03125000|[375, 120, 15, 45]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      16|[120.01228826628444, -0.0207803664659914, 0.8589076273607109, 110.02284403666806, 0.101152981024048, 0.8106824868791503, 99.97968527911232, 0.268258933212059, 0.6839073381943495, 88.12605483027325, 0.40055390685744, 0.7481671869250048, 85.94915104180217, 0.4056669261373296, 0.6567164448774633, 84.06978229928704, 0.4577779910671315, 0.5764763536453593, 79.96170651844655, 0.6421214257533046, 0.3590466387313465, 76.0285607106041, 0.9477191187335833, 0.1541954442240913, 886.4081886872326, 910.0492349285344, 922.531101977818, 926.4606835469835, 935.6401385933066, 952.8671594194668, 975.722015202574]|270.9634380561458329|      0.06250000|[400, 128, 16, 48]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      17|[120.02713614049571, -0.0449331597842897, 0.8474556955986114, 110.0289582263868, 0.0790317390210295, 0.8025811000771402, 99.97802429172499, 0.2449437501750455, 0.6820049441817068, 88.13447262246405, 0.3997811436725516, 0.748877312825027, 85.96048670100741, 0.429039153536162, 0.67114196985054, 84.0736669338948, 0.4606392003752784, 0.576338777486462, 79.95615352180468, 0.6484247736006237, 0.3575016589437229, 76.02745223923738, 0.9366707924718557, 0.1647451831640782, 886.4077193691604, 910.0652075547933, 922.5244919874735, 926.4645384232813, 935.6305410894747, 952.860907049009, 975.7121062325209]|175.3131669994106971|      0.12500000|[425, 136, 17, 51]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      18|[120.02713614049571, -0.0449331597842897, 0.8474556955986114, 110.0289582263868, 0.0790317390210295, 0.8025811000771402, 99.97802429172499, 0.2449437501750455, 0.6820049441817068, 88.13447262246405, 0.3997811436725516, 0.748877312825027, 85.96048670100741, 0.429039153536162, 0.67114196985054, 84.0736669338948, 0.4606392003752784, 0.576338777486462, 79.95615352180468, 0.6484247736006237, 0.3575016589437229, 76.02745223923738, 0.9366707924718557, 0.1647451831640782, 886.4077193691604, 910.0652075547933, 922.5244919874735, 926.4645384232813, 935.6305410894747, 952.860907049009, 975.7121062325209]|175.3131669994106971|      0.06250000|[450, 144, 18, 54]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      19|[120.02713614049571, -0.0449331597842897, 0.8474556955986114, 110.0289582263868, 0.0790317390210295, 0.8025811000771402, 99.97802429172499, 0.2449437501750455, 0.6820049441817068, 88.13447262246405, 0.3997811436725516, 0.748877312825027, 85.96048670100741, 0.429039153536162, 0.67114196985054, 84.0736669338948, 0.4606392003752784, 0.576338777486462, 79.95615352180468, 0.6484247736006237, 0.3575016589437229, 76.02745223923738, 0.9366707924718557, 0.1647451831640782, 886.4077193691604, 910.0652075547933, 922.5244919874735, 926.4645384232813, 935.6305410894747, 952.860907049009, 975.7121062325209]|175.3131669994106971|      0.03125000|[475, 152, 19, 57]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      20|[120.02146915417917, -0.0284618498707603, 0.8418374807186092, 110.02326033298853, 0.0706690874156185, 0.7977644057277568, 99.9854936194395, 0.2402043424795477, 0.6832722511012833, 88.1427261618968, 0.3971509350480427, 0.7548667725072962, 85.96888945946651, 0.4332563679266503, 0.6697880077878583, 84.07256157336147, 0.469404373691867, 0.5717573898189827, 79.95668939395414, 0.642979246449418, 0.3629354437187928, 76.02584659556675, 0.9307099186405761, 0.1681831275832452, 886.40558202577, 910.0626704765442, 922.5264749890425, 926.4645570617162, 935.631414005459, 952.8576134753233, 975.7121116650554]|104.1880135513486891|      0.06250000|[500, 160, 20, 60]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      21|[120.02146915417917, -0.0284618498707603, 0.8418374807186092, 110.02326033298853, 0.0706690874156185, 0.7977644057277568, 99.9854936194395, 0.2402043424795477, 0.6832722511012833, 88.1427261618968, 0.3971509350480427, 0.7548667725072962, 85.96888945946651, 0.4332563679266503, 0.6697880077878583, 84.07256157336147, 0.469404373691867, 0.5717573898189827, 79.95668939395414, 0.642979246449418, 0.3629354437187928, 76.02584659556675, 0.9307099186405761, 0.1681831275832452, 886.40558202577, 910.0626704765442, 922.5264749890425, 926.4645570617162, 935.631414005459, 952.8576134753233, 975.7121116650554]|104.1880135513486891|      0.03125000|[525, 168, 21, 63]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      22|[120.02146915417917, -0.0284618498707603, 0.8418374807186092, 110.02326033298853, 0.0706690874156185, 0.7977644057277568, 99.9854936194395, 0.2402043424795477, 0.6832722511012833, 88.1427261618968, 0.3971509350480427, 0.7548667725072962, 85.96888945946651, 0.4332563679266503, 0.6697880077878583, 84.07256157336147, 0.469404373691867, 0.5717573898189827, 79.95668939395414, 0.642979246449418, 0.3629354437187928, 76.02584659556675, 0.9307099186405761, 0.1681831275832452, 886.40558202577, 910.0626704765442, 922.5264749890425, 926.4645570617162, 935.631414005459, 952.8576134753233, 975.7121116650554]|104.1880135513486891|      0.01562500|[550, 176, 22, 66]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      23|[120.01946462349382, -0.0356412690747291, 0.8369168735503256, 110.02287721113115, 0.0725915024633816, 0.8003602694064511, 99.98219185827912, 0.232602331111764, 0.6821787823688207, 88.14135393739544, 0.3973493289742411, 0.7563565409230775, 85.96589040019673, 0.4303101280133936, 0.6697271664292344, 84.07130390104325, 0.4718653026551316, 0.5714017506952864, 79.95906099334222, 0.640481481177222, 0.3652113264763743, 76.02669325546827, 0.9325613113567299, 0.1661760605865722, 886.4051657268056, 910.0676143780443, 922.5251274437762, 926.4657867126667, 935.6321955447087, 952.8579759154039, 975.711470311302]| 95.0814134127976303|      0.03125000|[575, 184, 23, 69]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      24|[120.01946462349382, -0.0356412690747291, 0.8369168735503256, 110.02287721113115, 0.0725915024633816, 0.8003602694064511, 99.98219185827912, 0.232602331111764, 0.6821787823688207, 88.14135393739544, 0.3973493289742411, 0.7563565409230775, 85.96589040019673, 0.4303101280133936, 0.6697271664292344, 84.07130390104325, 0.4718653026551316, 0.5714017506952864, 79.95906099334222, 0.640481481177222, 0.3652113264763743, 76.02669325546827, 0.9325613113567299, 0.1661760605865722, 886.4051657268056, 910.0676143780443, 922.5251274437762, 926.4657867126667, 935.6321955447087, 952.8579759154039, 975.711470311302]| 95.0814134127976303|      0.01562500|[600, 192, 24, 72]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      25|[120.02385635143236, -0.032751048504355, 0.8386379202392774, 110.0259600714985, 0.065491438468994, 0.8021065447330129, 99.98601371509261, 0.2326216979936845, 0.6845232526826556, 88.14085345320208, 0.4000608875089052, 0.7544500548840969, 85.96515602658548, 0.4356942364697189, 0.6692417388653492, 84.0693397003129, 0.4720834343662397, 0.5748135295202813, 79.95987669275812, 0.6413059541279733, 0.3655328669339223, 76.02500465975801, 0.9354712666950203, 0.1684858732206615, 886.4027342134866, 910.0683472157671, 922.5199845465178, 926.4674368591724, 935.6293056011762, 952.8545745467516, 975.710943854899]| 79.4752936132582164|      0.03125000|[625, 200, 25, 75]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      26|[120.02385635143236, -0.032751048504355, 0.8386379202392774, 110.0259600714985, 0.065491438468994, 0.8021065447330129, 99.98601371509261, 0.2326216979936845, 0.6845232526826556, 88.14085345320208, 0.4000608875089052, 0.7544500548840969, 85.96515602658548, 0.4356942364697189, 0.6692417388653492, 84.0693397003129, 0.4720834343662397, 0.5748135295202813, 79.95987669275812, 0.6413059541279733, 0.3655328669339223, 76.02500465975801, 0.9354712666950203, 0.1684858732206615, 886.4027342134866, 910.0683472157671, 922.5199845465178, 926.4674368591724, 935.6293056011762, 952.8545745467516, 975.710943854899]| 79.4752936132582164|      0.01562500|[650, 208, 26, 78]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      27|[120.02385635143236, -0.032751048504355, 0.8386379202392774, 110.0259600714985, 0.065491438468994, 0.8021065447330129, 99.98601371509261, 0.2326216979936845, 0.6845232526826556, 88.14085345320208, 0.4000608875089052, 0.7544500548840969, 85.96515602658548, 0.4356942364697189, 0.6692417388653492, 84.0693397003129, 0.4720834343662397, 0.5748135295202813, 79.95987669275812, 0.6413059541279733, 0.3655328669339223, 76.02500465975801, 0.9354712666950203, 0.1684858732206615, 886.4027342134866, 910.0683472157671, 922.5199845465178, 926.4674368591724, 935.6293056011762, 952.8545745467516, 975.710943854899]| 79.4752936132582164|      0.00781250|[675, 216, 27, 81]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      28|[120.02522381341913, -0.0329491106064249, 0.8379768499078559, 110.02787619858597, 0.0669293783496226, 0.8035243675084394, 99.98406208290089, 0.2279634427847916, 0.6817546574957896, 88.14065304011318, 0.4015753597437202, 0.7548375275520419, 85.96522763869154, 0.4375453818318841, 0.6691192233381781, 84.06918030707243, 0.4724354199478045, 0.5739690761461302, 79.95974840295268, 0.6410249283645821, 0.3675463501544247, 76.02509554183631, 0.9346866866767625, 0.1696680412770983, 886.4035560273752, 910.0681553799444, 922.5197087722136, 926.4665797416511, 935.6283045266346, 952.855890827812, 975.7102059735261]| 76.7014067739532805|      0.01562500|[700, 224, 28, 84]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      29|[120.02522381341913, -0.0329491106064249, 0.8379768499078559, 110.02787619858597, 0.0669293783496226, 0.8035243675084394, 99.98406208290089, 0.2279634427847916, 0.6817546574957896, 88.14065304011318, 0.4015753597437202, 0.7548375275520419, 85.96522763869154, 0.4375453818318841, 0.6691192233381781, 84.06918030707243, 0.4724354199478045, 0.5739690761461302, 79.95974840295268, 0.6410249283645821, 0.3675463501544247, 76.02509554183631, 0.9346866866767625, 0.1696680412770983, 886.4035560273752, 910.0681553799444, 922.5197087722136, 926.4665797416511, 935.6283045266346, 952.855890827812, 975.7102059735261]| 76.7014067739532805|      0.00781250|[725, 232, 29, 87]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      30|[120.02357329840304, -0.0326799758723528, 0.8367384108713999, 110.0279515284672, 0.0637112647028473, 0.8027958009459596, 99.9838616261067, 0.2283838153471937, 0.6852314401783435, 88.14104271328789, 0.3998835723231524, 0.754681681571039, 85.96440940419551, 0.4384934428234196, 0.6691307747831886, 84.06924675022073, 0.4751710845596464, 0.5737164045611798, 79.95817476670597, 0.6392646394939832, 0.3690888597574219, 76.0249915533368, 0.9346639804843816, 0.1700784650828479, 886.4040490150196, 910.0670495910908, 922.5175953347529, 926.466553316806, 935.6256356377121, 952.8561044445966, 975.7098705654312]| 72.0563494005211282|      0.01562500|[750, 240, 30, 90]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      31|[120.02357329840304, -0.0326799758723528, 0.8367384108713999, 110.0279515284672, 0.0637112647028473, 0.8027958009459596, 99.9838616261067, 0.2283838153471937, 0.6852314401783435, 88.14104271328789, 0.3998835723231524, 0.754681681571039, 85.96440940419551, 0.4384934428234196, 0.6691307747831886, 84.06924675022073, 0.4751710845596464, 0.5737164045611798, 79.95817476670597, 0.6392646394939832, 0.3690888597574219, 76.0249915533368, 0.9346639804843816, 0.1700784650828479, 886.4040490150196, 910.0670495910908, 922.5175953347529, 926.466553316806, 935.6256356377121, 952.8561044445966, 975.7098705654312]| 72.0563494005211282|      0.00781250|[775, 248, 31, 93]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      32|[120.0259979184495, -0.0322488498248804, 0.8377218609127927, 110.03012756364178, 0.0645567187413725, 0.8035485338525321, 99.98294450165469, 0.227435040602607, 0.6843753341308025, 88.14227149093152, 0.4000900817148464, 0.7570659738161601, 85.96420257082686, 0.4393758367959115, 0.6671364363385718, 84.06763338692149, 0.476722663655065, 0.5736342428127497, 79.9583592643483, 0.6388357641961457, 0.3696116385216278, 76.02249140392965, 0.9348999999545041, 0.1670753253229299, 886.4026126254078, 910.0654827019464, 922.5162329184692, 926.4647640958683, 935.6247642054321, 952.8546547051469, 975.7103241865715]| 70.3592850878107612|      0.01562500|[800, 256, 32, 96]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      33|[120.0259979184495, -0.0322488498248804, 0.8377218609127927, 110.03012756364178, 0.0645567187413725, 0.8035485338525321, 99.98294450165469, 0.227435040602607, 0.6843753341308025, 88.14227149093152, 0.4000900817148464, 0.7570659738161601, 85.96420257082686, 0.4393758367959115, 0.6671364363385718, 84.06763338692149, 0.476722663655065, 0.5736342428127497, 79.9583592643483, 0.6388357641961457, 0.3696116385216278, 76.02249140392965, 0.9348999999545041, 0.1670753253229299, 886.4026126254078, 910.0654827019464, 922.5162329184692, 926.4647640958683, 935.6247642054321, 952.8546547051469, 975.7103241865715]| 70.3592850878107612|      0.00781250|[825, 264, 33, 99]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      34|[120.0259979184495, -0.0322488498248804, 0.8377218609127927, 110.03012756364178, 0.0645567187413725, 0.8035485338525321, 99.98294450165469, 0.227435040602607, 0.6843753341308025, 88.14227149093152, 0.4000900817148464, 0.7570659738161601, 85.96420257082686, 0.4393758367959115, 0.6671364363385718, 84.06763338692149, 0.476722663655065, 0.5736342428127497, 79.9583592643483, 0.6388357641961457, 0.3696116385216278, 76.02249140392965, 0.9348999999545041, 0.1670753253229299, 886.4026126254078, 910.0654827019464, 922.5162329184692, 926.4647640958683, 935.6247642054321, 952.8546547051469, 975.7103241865715]| 70.3592850878107612|      0.00390625|[850, 272, 34, 102]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
      35|[120.02570563005445, -0.0334755752405521, 0.8372335465539527, 110.02994267751181, 0.0643707942184507, 0.8027732069044439, 99.98281932118728, 0.2258359836140964, 0.6849995777467925, 88.14168915600763, 0.4003591422036277, 0.7577944123239089, 85.96454399812902, 0.4397132668657946, 0.6679312642724842, 84.0674763926914, 0.4783193194752102, 0.5743768008378252, 79.9588269546518, 0.6393191329669538, 0.3702402535991789, 76.02278103664234, 0.9353738532712841, 0.1661182665267343, 886.4039189996452, 910.0659801745419, 922.5167747531146, 926.4648051260741, 935.6244920056743, 952.8546348984625, 975.7096368704074]| 68.6919628050161748|      0.00781250|[875, 280, 35, 105]                                                        |  | used linear model with 33 points | iterate success | actual_k=4
      36|[120.02703200814965, -0.0335004084154203, 0.83642732027362, 110.02946898712699, 0.0615802921280455, 0.8020596777156874, 99.98266056678682, 0.2261844490048712, 0.6870970080453954, 88.14152845103834, 0.4011006148840081, 0.7573871770570247, 85.96275207807702, 0.4434381246985673, 0.6685946255026796, 84.0666316824749, 0.4820421726920082, 0.573878997924319, 79.95819977611976, 0.6408038524413086, 0.3713681809391183, 76.021991253528, 0.9347024296316284, 0.1663168337804857, 886.4043225319725, 910.0654189933405, 922.5151229369568, 926.4634081179362, 935.6255078139556, 952.8556153177711, 975.7090571747358]| 65.7190846665432815|      0.01562500|[900, 288, 36, 108]                                                        |  | used linear model with 33 points | iterate success | actual_k=4
      37|[120.02703200814965, -0.0335004084154203, 0.83642732027362, 110.02946898712699, 0.0615802921280455, 0.8020596777156874, 99.98266056678682, 0.2261844490048712, 0.6870970080453954, 88.14152845103834, 0.4011006148840081, 0.7573871770570247, 85.96275207807702, 0.4434381246985673, 0.6685946255026796, 84.0666316824749, 0.4820421726920082, 0.573878997924319, 79.95819977611976, 0.6408038524413086, 0.3713681809391183, 76.021991253528, 0.9347024296316284, 0.1663168337804857, 886.4043225319725, 910.0654189933405, 922.5151229369568, 926.4634081179362, 935.6255078139556, 952.8556153177711, 975.7090571747358]| 65.7190846665432815|      0.00781250|[925, 296, 37, 111]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
      38|[120.02703200814965, -0.0335004084154203, 0.83642732027362, 110.02946898712699, 0.0615802921280455, 0.8020596777156874, 99.98266056678682, 0.2261844490048712, 0.6870970080453954, 88.14152845103834, 0.4011006148840081, 0.7573871770570247, 85.96275207807702, 0.4434381246985673, 0.6685946255026796, 84.0666316824749, 0.4820421726920082, 0.573878997924319, 79.95819977611976, 0.6408038524413086, 0.3713681809391183, 76.021991253528, 0.9347024296316284, 0.1663168337804857, 886.4043225319725, 910.0654189933405, 922.5151229369568, 926.4634081179362, 935.6255078139556, 952.8556153177711, 975.7090571747358]| 65.7190846665432815|      0.00390625|[950, 304, 38, 114]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
