k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      19|[10.616650496414257, 3.0834921867539187, 0.5140118463683211, 40.61974708703322, -0.6821780748215478, -1.3143493125261791, 26.23467468093684, -0.6847258067865812, 1.2339312155435507]|841.9912719726562500|      0.12500000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[10.616650496414257, 3.0834921867539187, 0.5140118463683211, 40.61974708703322, -0.6821780748215478, -1.3143493125261791, 26.23467468093684, -0.6847258067865812, 1.2339312155435507]|841.9912719726562500|      0.06250000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[10.613923199829417, 3.073244544751954, 0.5119770020535825, 40.64136764385361, -0.7102743103195882, -1.3066796890719874, 26.257192675746488, -0.6404162043642163, 1.23203751863987]|840.5682983398437500|      0.12500000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[10.65044617772292, 3.046510841637666, 0.5119045478451739, 40.69428803070091, -0.707520148414712, -1.3671650451696398, 26.263505513789237, -0.5653811077559543, 1.2699799388668982]|839.3119506835937500|      0.25000000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[10.65044617772292, 3.046510841637666, 0.5119045478451739, 40.69428803070091, -0.707520148414712, -1.3671650451696398, 26.263505513789237, -0.5653811077559543, 1.2699799388668982]|839.3119506835937500|      0.12500000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[10.59407044684041, 3.0518109553045023, 0.4662419579231859, 40.71953999916582, -0.7446601275204328, -1.3770943288213118, 26.334077044673176, -0.5281051522182397, 1.3129699979327332]|837.5910034179687500|      0.25000000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[10.59407044684041, 3.0518109553045023, 0.4662419579231859, 40.71953999916582, -0.7446601275204328, -1.3770943288213118, 26.334077044673176, -0.5281051522182397, 1.3129699979327332]|837.5910034179687500|      0.12500000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      26|[10.636168939599493, 3.034432463786159, 0.4701623518484975, 40.79730068574871, -0.7200849927300548, -1.3418739436404867, 26.370530559186992, -0.4658126212413554, 1.3338261758045806]|836.0763549804687500|      0.25000000|[781, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      27|[10.636168939599493, 3.034432463786159, 0.4701623518484975, 40.79730068574871, -0.7200849927300548, -1.3418739436404867, 26.370530559186992, -0.4658126212413554, 1.3338261758045806]|836.0763549804687500|      0.12500000|[811, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[10.636168939599493, 3.034432463786159, 0.4701623518484975, 40.79730068574871, -0.7200849927300548, -1.3418739436404867, 26.370530559186992, -0.4658126212413554, 1.3338261758045806]|836.0763549804687500|      0.06250000|[841, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[10.639328397267835, 3.045338569662522, 0.4788360940020727, 40.81077335187895, -0.7624064856171029, -1.308210472622163, 26.386300067970588, -0.458351236911837, 1.3509109772864023]|834.6177368164062500|      0.12500000|[871, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      30|[10.707942074022561, 3.06927546975959, 0.4884896368961, 40.83746047641413, -0.8247022268318422, -1.2925440836177404, 26.448784790970496, -0.4230861187661097, 1.3671784413001549]|834.0769042968750000|      0.25000000|[901, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      31|[10.707942074022561, 3.06927546975959, 0.4884896368961, 40.83746047641413, -0.8247022268318422, -1.2925440836177404, 26.448784790970496, -0.4230861187661097, 1.3671784413001549]|834.0769042968750000|      0.12500000|[931, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      32|[10.664849988728925, 3.098429307496173, 0.4894667395744973, 40.90903405261211, -0.8164316362993185, -1.2829610224275863, 26.416436152396773, -0.3473838772211862, 1.3964511738141063]|832.6724243164062500|      0.25000000|[961, 0, 0, 64]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      33|[10.664849988728925, 3.098429307496173, 0.4894667395744973, 40.90903405261211, -0.8164316362993185, -1.2829610224275863, 26.416436152396773, -0.3473838772211862, 1.3964511738141063]|832.6724243164062500|      0.12500000|[991, 0, 0, 66]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      34|[10.595111525200432, 3.0752484583868847, 0.5327657815332311, 40.897444198176046, -0.8637445960993222, -1.250371305073238, 26.482202916225294, -0.3284531194744564, 1.3812585268015183]|830.9253540039062500|      0.25000000|[1021, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      35|[10.595111525200432, 3.0752484583868847, 0.5327657815332311, 40.897444198176046, -0.8637445960993222, -1.250371305073238, 26.482202916225294, -0.3284531194744564, 1.3812585268015183]|830.9253540039062500|      0.12500000|[1051, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      36|[10.595111525200432, 3.0752484583868847, 0.5327657815332311, 40.897444198176046, -0.8637445960993222, -1.250371305073238, 26.482202916225294, -0.3284531194744564, 1.3812585268015183]|830.9253540039062500|      0.06250000|[1081, 0, 0, 72]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      37|[10.595111525200432, 3.0752484583868847, 0.5327657815332311, 40.897444198176046, -0.8637445960993222, -1.250371305073238, 26.482202916225294, -0.3284531194744564, 1.3812585268015183]|830.9253540039062500|      0.03125000|[1111, 0, 0, 74]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      38|[10.611027756226486, 3.074029963047443, 0.5231675591168609, 40.916811535542635, -0.868770235114396, -1.2426533472780117, 26.49311565186843, -0.3248360970927719, 1.3873852843976997]|830.4050292968750000|      0.06250000|[1141, 0, 0, 76]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      39|[10.625231716024956, 3.0530732605309066, 0.5100589449904968, 40.96138945040984, -0.8654942305486406, -1.2257159964527191, 26.48040974799148, -0.3014309876127883, 1.3774131890581622]|829.8265380859375000|      0.12500000|[1171, 0, 0, 78]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      40|[10.614766931935886, 3.0547621962635296, 0.5254723723681252, 41.04470571645107, -0.936338651438007, -1.2021907796677436, 26.507778896333434, -0.3297327724425828, 1.412213085006806]|828.0404663085937500|      0.25000000|[1201, 0, 0, 80]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      41|[10.614766931935886, 3.0547621962635296, 0.5254723723681252, 41.04470571645107, -0.936338651438007, -1.2021907796677436, 26.507778896333434, -0.3297327724425828, 1.412213085006806]|828.0404663085937500|      0.12500000|[1231, 0, 0, 82]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      42|[10.614766931935886, 3.0547621962635296, 0.5254723723681252, 41.04470571645107, -0.936338651438007, -1.2021907796677436, 26.507778896333434, -0.3297327724425828, 1.412213085006806]|828.0404663085937500|      0.06250000|[1261, 0, 0, 84]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      43|[10.603614426004656, 3.0379694144644525, 0.4905213837042441, 41.079019985587905, -0.9221004325841302, -1.1898937792116528, 26.507072569363217, -0.3063286051002997, 1.3981192433445002]|827.6791381835937500|      0.12500000|[1291, 0, 0, 86]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      44|[10.603614426004656, 3.0379694144644525, 0.4905213837042441, 41.079019985587905, -0.9221004325841302, -1.1898937792116528, 26.507072569363217, -0.3063286051002997, 1.3981192433445002]|827.6791381835937500|      0.06250000|[1321, 0, 0, 88]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      45|[10.593010906726533, 3.0325693686039594, 0.4987327748129908, 41.11411182772553, -0.9601660486269518, -1.1819878360562583, 26.4972099026808, -0.2835848636060547, 1.4165514304618474]|826.8798828125000000|      0.12500000|[1351, 0, 0, 90]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
