k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3149951314812511, 0.0834199215174561, 0.2730656671777041, -0.0560884551680979, 0.1196719541139754, 0.2889089593369937, 0.1308657830754166, -0.1261971867700264, 0.1268347305560133, -0.0290383974835216, 0.176300148156612, 0.1613147967900849, 0.0076246301313227, 0.1381984142181782, 0.2009798033257175, 0.1282013647225709, 0.1489519850765903, 0.1211610771542032, 0.0336583274899606, 0.1609996864961724, 0.0934754116347426, -0.0342024422483504, 0.2467555688704476, 0.0591640709340284, 0.2192980349046219, 0.1066706049076495, 0.1366634754198868, 0.0662594282710431, 0.1314170746875976, 0.0703138515740787, 0.1344300143690177, -0.0306076945659431, 0.131844298722797, 0.1632879098775974, -0.012784411647439, 0.1513665498933848, 0.0748629790584193, 0.0998062084583571, 0.0632005427375241, 0.0491026788296467, 0.0648019527303347, 0.0219250664615776, -0.0442837643277541, -0.0223305483955942, 0.1431348725934589, 0.210982107287406, 0.3055670960854748, -0.0080239586130906, 0.1151884976550794, 0.0730293847391876]|1750.3604166286054351|      2.00000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=4
      12|[1.7979257264842154, 3.402536618321414, 3.4170404183422263, 1.7493335483850154, 2.9223778093073918, 2.5336453612706586, 3.491339832237663, 2.397623092608356, 3.386694426769792, 2.866602985191063, 3.208603876520503, 2.5936128525745445, 4.313741132253098, 3.946134766204757, 0.9368585495910301, 1.6757618518715018, 1.4003246507256726, -1.1497082380612684, 1.9576468254053416, 1.1662474935990852, 2.6254884937606815, 0.1888072207786123, 2.6734364760084843, 0.972600180465515, 1.6711848850066038, 1.7997155424663602, 1.4750614652908989, 1.9334756497194114, 2.8746623620864646, 4.099053299384861, 3.4584335452875754, 1.6544690044173307, 2.656761093269232, 1.766967655743582, 1.8515393197223142, 3.405798452306982, 2.1729361511990515, 1.8620748419692914, 3.2160600892725126, 2.3277334683343214, 2.4193122057912135, 0.7301804821649382, -0.3170360283809438, 4.2074073736045925, 2.0653465266379585, 3.3332051088046106, -1.2064066612730973, 2.1123286579888356, 1.9436555001142368, 2.6422040436990066]|622.5305764141459122|      4.00000000|[732, 48, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      13|[1.7979257264842154, 3.402536618321414, 3.4170404183422263, 1.7493335483850154, 2.9223778093073918, 2.5336453612706586, 3.491339832237663, 2.397623092608356, 3.386694426769792, 2.866602985191063, 3.208603876520503, 2.5936128525745445, 4.313741132253098, 3.946134766204757, 0.9368585495910301, 1.6757618518715018, 1.4003246507256726, -1.1497082380612684, 1.9576468254053416, 1.1662474935990852, 2.6254884937606815, 0.1888072207786123, 2.6734364760084843, 0.972600180465515, 1.6711848850066038, 1.7997155424663602, 1.4750614652908989, 1.9334756497194114, 2.8746623620864646, 4.099053299384861, 3.4584335452875754, 1.6544690044173307, 2.656761093269232, 1.766967655743582, 1.8515393197223142, 3.405798452306982, 2.1729361511990515, 1.8620748419692914, 3.2160600892725126, 2.3277334683343214, 2.4193122057912135, 0.7301804821649382, -0.3170360283809438, 4.2074073736045925, 2.0653465266379585, 3.3332051088046106, -1.2064066612730973, 2.1123286579888356, 1.9436555001142368, 2.6422040436990066]|622.5305764141459122|      2.00000000|[793, 52, 13, 26]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      14|[2.155556089668961, 3.7823747010184423, 3.806253760012503, 2.014188983298873, 2.803679932048346, 2.589427295715702, 3.6628362896367217, 2.324562909677428, 3.184453782385873, 2.710154425940392, 3.2317867117177776, 2.9585614222165284, 4.410043096991486, 3.7251826793797016, 1.17185276221304, 1.9373728689732679, 1.9933649295591311, -0.985658279824289, 1.9214928883502145, 1.4574438311672169, 3.3119780037309594, 0.3160486306908007, 2.9111864759044166, 1.176531133015756, 1.7763126567764802, 2.1810956867309836, 1.4793652675863924, 2.410099456706006, 2.610555959534975, 4.194324106319685, 3.268784635404877, 1.9205747095505457, 2.687899937408618, 2.158619439597885, 1.941130842741124, 3.255820844334485, 2.2045780631271525, 1.8869951174582977, 3.2401476570512213, 2.626272330170546, 2.5210962686258567, 0.8152869150802103, 0.4785799709337154, 4.416464889097899, 2.4217681614055735, 3.3407898945987324, -0.6344686461600525, 2.1797691160649393, 1.9849626270156582, 2.793249826015683]|540.1339577958091240|      4.00000000|[854, 56, 14, 28]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      15|[2.155556089668961, 3.7823747010184423, 3.806253760012503, 2.014188983298873, 2.803679932048346, 2.589427295715702, 3.6628362896367217, 2.324562909677428, 3.184453782385873, 2.710154425940392, 3.2317867117177776, 2.9585614222165284, 4.410043096991486, 3.7251826793797016, 1.17185276221304, 1.9373728689732679, 1.9933649295591311, -0.985658279824289, 1.9214928883502145, 1.4574438311672169, 3.3119780037309594, 0.3160486306908007, 2.9111864759044166, 1.176531133015756, 1.7763126567764802, 2.1810956867309836, 1.4793652675863924, 2.410099456706006, 2.610555959534975, 4.194324106319685, 3.268784635404877, 1.9205747095505457, 2.687899937408618, 2.158619439597885, 1.941130842741124, 3.255820844334485, 2.2045780631271525, 1.8869951174582977, 3.2401476570512213, 2.626272330170546, 2.5210962686258567, 0.8152869150802103, 0.4785799709337154, 4.416464889097899, 2.4217681614055735, 3.3407898945987324, -0.6344686461600525, 2.1797691160649393, 1.9849626270156582, 2.793249826015683]|540.1339577958091240|      2.00000000|[915, 60, 15, 30]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      16|[2.338606187929075, 3.640628861888115, 3.954034240171567, 2.303453467924707, 3.0254951777901344, 2.876107450495334, 4.346116130708062, 2.859049266410066, 3.210789077374001, 2.7892708244882325, 3.3302047623081354, 3.2595684596952146, 4.660007019426973, 3.865022082040365, 1.5766968485017752, 2.3604495431514776, 2.1579680503755325, -0.9489758456667674, 2.068364842753822, 1.719800018621782, 3.3623918941211346, 0.8997869303907648, 2.832814859310108, 1.4004503376254938, 2.065701213276197, 2.069278764437609, 1.632543922340245, 2.6210446467941835, 2.6400534811431817, 4.149031318386236, 3.5316163637241154, 2.119863118500294, 2.7131519824243355, 2.6751313230786837, 2.151315031379863, 3.0346619031001136, 2.258638509588337, 2.1361507677102862, 3.1541189400632774, 3.177511016664625, 2.6558176390363903, 1.2232085073679442, 0.709962626214076, 4.493297153573817, 2.274601820173205, 3.701980053745645, 0.0019362491736031, 2.4064119085887645, 1.848675108954597, 2.9435780691647495]|501.2733399487057682|      4.00000000|[976, 64, 16, 32]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      17|[2.338606187929075, 3.640628861888115, 3.954034240171567, 2.303453467924707, 3.0254951777901344, 2.876107450495334, 4.346116130708062, 2.859049266410066, 3.210789077374001, 2.7892708244882325, 3.3302047623081354, 3.2595684596952146, 4.660007019426973, 3.865022082040365, 1.5766968485017752, 2.3604495431514776, 2.1579680503755325, -0.9489758456667674, 2.068364842753822, 1.719800018621782, 3.3623918941211346, 0.8997869303907648, 2.832814859310108, 1.4004503376254938, 2.065701213276197, 2.069278764437609, 1.632543922340245, 2.6210446467941835, 2.6400534811431817, 4.149031318386236, 3.5316163637241154, 2.119863118500294, 2.7131519824243355, 2.6751313230786837, 2.151315031379863, 3.0346619031001136, 2.258638509588337, 2.1361507677102862, 3.1541189400632774, 3.177511016664625, 2.6558176390363903, 1.2232085073679442, 0.709962626214076, 4.493297153573817, 2.274601820173205, 3.701980053745645, 0.0019362491736031, 2.4064119085887645, 1.848675108954597, 2.9435780691647495]|501.2733399487057682|      2.00000000|[1037, 68, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      18|[2.338606187929075, 3.640628861888115, 3.954034240171567, 2.303453467924707, 3.0254951777901344, 2.876107450495334, 4.346116130708062, 2.859049266410066, 3.210789077374001, 2.7892708244882325, 3.3302047623081354, 3.2595684596952146, 4.660007019426973, 3.865022082040365, 1.5766968485017752, 2.3604495431514776, 2.1579680503755325, -0.9489758456667674, 2.068364842753822, 1.719800018621782, 3.3623918941211346, 0.8997869303907648, 2.832814859310108, 1.4004503376254938, 2.065701213276197, 2.069278764437609, 1.632543922340245, 2.6210446467941835, 2.6400534811431817, 4.149031318386236, 3.5316163637241154, 2.119863118500294, 2.7131519824243355, 2.6751313230786837, 2.151315031379863, 3.0346619031001136, 2.258638509588337, 2.1361507677102862, 3.1541189400632774, 3.177511016664625, 2.6558176390363903, 1.2232085073679442, 0.709962626214076, 4.493297153573817, 2.274601820173205, 3.701980053745645, 0.0019362491736031, 2.4064119085887645, 1.848675108954597, 2.9435780691647495]|501.2733399487057682|      1.00000000|[1098, 72, 18, 36]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      19|[2.5167488694163076, 3.6817830451534284, 3.9682985492594747, 2.378139935156222, 3.0813587293330493, 3.0163686302120136, 4.358283540140736, 2.804880417505605, 3.1873085219186765, 2.771847629077078, 3.2476686788633287, 3.307965006939207, 4.603028813996806, 3.9307167925239015, 1.207812790180932, 2.372205727046948, 1.6668303259248498, -0.8472500645839507, 2.140375206020791, 1.7389453885471264, 3.42449966510893, 0.9919114262510694, 2.964046219675023, 0.9508041745720206, 2.1662083093277515, 2.054452303124935, 1.8058085473611105, 2.7458536445817368, 2.588299646394043, 4.121379193463519, 3.5948900133117485, 2.19746984329279, 2.6301863895070063, 2.682746403837718, 2.1975515723281482, 3.0393437694698644, 2.1999708114347634, 2.142065957823585, 3.235251931781772, 3.0565221262241704, 2.747336991559327, 1.238375289872637, 0.7054805017361565, 4.45153847945065, 2.331949807338138, 3.6508572112774003, -0.3904673513509703, 2.5271047362933086, 1.78451979793236, 2.9316861410633654]|476.6682513976052178|      2.00000000|[1159, 76, 19, 38]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      20|[2.5167488694163076, 3.6817830451534284, 3.9682985492594747, 2.378139935156222, 3.0813587293330493, 3.0163686302120136, 4.358283540140736, 2.804880417505605, 3.1873085219186765, 2.771847629077078, 3.2476686788633287, 3.307965006939207, 4.603028813996806, 3.9307167925239015, 1.207812790180932, 2.372205727046948, 1.6668303259248498, -0.8472500645839507, 2.140375206020791, 1.7389453885471264, 3.42449966510893, 0.9919114262510694, 2.964046219675023, 0.9508041745720206, 2.1662083093277515, 2.054452303124935, 1.8058085473611105, 2.7458536445817368, 2.588299646394043, 4.121379193463519, 3.5948900133117485, 2.19746984329279, 2.6301863895070063, 2.682746403837718, 2.1975515723281482, 3.0393437694698644, 2.1999708114347634, 2.142065957823585, 3.235251931781772, 3.0565221262241704, 2.747336991559327, 1.238375289872637, 0.7054805017361565, 4.45153847945065, 2.331949807338138, 3.6508572112774003, -0.3904673513509703, 2.5271047362933086, 1.78451979793236, 2.9316861410633654]|476.6682513976052178|      1.00000000|[1220, 80, 20, 40]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      21|[2.642060177202742, 3.7927625491535872, 3.9759136462707323, 2.4051516041825223, 2.9531926358234886, 2.889484133587043, 4.4321974882844275, 3.0796116153701854, 3.1329081446766014, 2.982411411830987, 3.012457726325594, 3.364571918489495, 4.59337144567808, 3.99559510178961, 1.389153590706422, 2.4913329891950964, 1.8745580486929092, -0.7791751188975956, 2.0459877497794765, 1.6695626891016286, 3.51887351465317, 1.1044587450160637, 3.0772529980437753, 1.2286110916337583, 2.1819713514793175, 1.8212184527070887, 1.8962493712306094, 3.0548615887179875, 2.84314995016386, 4.3315463623954376, 3.6572694627844253, 2.211537306321721, 2.57418683913737, 2.754005135595151, 2.2430915254889494, 3.1718832868373115, 2.0333752125805695, 2.2153551904129904, 3.144034386901351, 3.059179045986561, 2.814611841039425, 1.2593501686811346, 0.5195112569951823, 4.276450853559873, 2.2976308180651883, 3.6301872467297933, -0.110438082823913, 2.656447940879133, 1.6604097541050364, 2.9969650190646226]|460.0844662088214250|      2.00000000|[1281, 84, 21, 42]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      22|[2.642060177202742, 3.7927625491535872, 3.9759136462707323, 2.4051516041825223, 2.9531926358234886, 2.889484133587043, 4.4321974882844275, 3.0796116153701854, 3.1329081446766014, 2.982411411830987, 3.012457726325594, 3.364571918489495, 4.59337144567808, 3.99559510178961, 1.389153590706422, 2.4913329891950964, 1.8745580486929092, -0.7791751188975956, 2.0459877497794765, 1.6695626891016286, 3.51887351465317, 1.1044587450160637, 3.0772529980437753, 1.2286110916337583, 2.1819713514793175, 1.8212184527070887, 1.8962493712306094, 3.0548615887179875, 2.84314995016386, 4.3315463623954376, 3.6572694627844253, 2.211537306321721, 2.57418683913737, 2.754005135595151, 2.2430915254889494, 3.1718832868373115, 2.0333752125805695, 2.2153551904129904, 3.144034386901351, 3.059179045986561, 2.814611841039425, 1.2593501686811346, 0.5195112569951823, 4.276450853559873, 2.2976308180651883, 3.6301872467297933, -0.110438082823913, 2.656447940879133, 1.6604097541050364, 2.9969650190646226]|460.0844662088214250|      1.00000000|[1342, 88, 22, 44]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      23|[2.708623629221712, 3.9067628823534846, 4.098767616461058, 2.4514992758287857, 3.0730249188662873, 3.0565783804376343, 4.518764271600432, 3.1193271369124775, 2.965774515518384, 3.0350662299305475, 3.250919769020985, 3.242830797982914, 4.591123291327707, 4.055073404457328, 1.5228894054222586, 2.731594010564418, 1.8674334942359656, -0.6544782560548564, 2.1718646586670873, 1.5694023450313965, 3.5971345030458894, 1.2516188940642696, 3.188890962548857, 1.2793868627092704, 2.306813763504851, 1.894243203092216, 2.044322015635318, 3.2170201922536585, 3.021530064944447, 4.30602464191825, 3.6581803215259807, 2.3251457061955607, 2.6073163787550593, 2.818429379794982, 2.557677536513693, 3.3677451841732164, 2.0957014410876726, 2.316191811456765, 3.107764780926811, 3.3676890621428908, 3.0067425731421418, 1.4027782558640556, 0.7948930990866965, 4.112367338351934, 2.5168229171102654, 3.7797621699291697, 0.0965310776247224, 2.6920364107538637, 1.6709875502635243, 3.071941224128111]|430.3972260868764579|      2.00000000|[1403, 92, 23, 46]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
