k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[1.0380079240452278, -1.1237117552266895, -1.0993971081836664, -1.1184670599554922, -1.1194135813438635, -1.085661709915107, -1.041609489779486, -1.1403353620169456, -1.059297483402006, -1.0773449694885195]|  0.1830671060002836|      0.06250000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[1.0380079240452278, -1.1237117552266895, -1.0993971081836664, -1.1184670599554922, -1.1194135813438635, -1.085661709915107, -1.041609489779486, -1.1403353620169456, -1.059297483402006, -1.0773449694885195]|  0.1830671060002836|      0.03125000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[1.0533451556032751, -1.1385637415811851, -1.100093933969763, -1.118633912091445, -1.1125868622304562, -1.1043384542603643, -1.0502180667735652, -1.1421119317891075, -1.0561442659667881, -1.0834772995714244]|  0.1106108050920047|      0.06250000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[1.0590264886913718, -1.1533580300779913, -1.0722020598152415, -1.1223782309212096, -1.1214304483800481, -1.106014415313301, -1.083842341338981, -1.1514032792596738, -1.0863806341380284, -1.1089909844360706]|  0.0255170607951274|      0.12500000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      16|[1.0590264886913718, -1.1533580300779913, -1.0722020598152415, -1.1223782309212096, -1.1214304483800481, -1.106014415313301, -1.083842341338981, -1.1514032792596738, -1.0863806341380284, -1.1089909844360706]|  0.0255170607951274|      0.06250000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[1.0590264886913718, -1.1533580300779913, -1.0722020598152415, -1.1223782309212096, -1.1214304483800481, -1.106014415313301, -1.083842341338981, -1.1514032792596738, -1.0863806341380284, -1.1089909844360706]|  0.0255170607951274|      0.03125000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[1.0698677308497517, -1.164688347745772, -1.0849675894628312, -1.1326853555347793, -1.1224168802584267, -1.1155876168442536, -1.0934297642046633, -1.1442312319351664, -1.09910042501714, -1.1169715263716644]|  0.0073955352359709|      0.06250000|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      19|[1.0698677308497517, -1.164688347745772, -1.0849675894628312, -1.1326853555347793, -1.1224168802584267, -1.1155876168442536, -1.0934297642046633, -1.1442312319351664, -1.09910042501714, -1.1169715263716644]|  0.0073955352359709|      0.03125000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[1.0785860605556594, -1.1630690667558046, -1.0917152190460189, -1.140899401051379, -1.1200967388816525, -1.127861975577632, -1.1078636953314958, -1.1605333916251461, -1.1113914710403663, -1.1188998879750054]|  0.0015931597066515|      0.06250000|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      21|[1.0785860605556594, -1.1630690667558046, -1.0917152190460189, -1.140899401051379, -1.1200967388816525, -1.127861975577632, -1.1078636953314958, -1.1605333916251461, -1.1113914710403663, -1.1188998879750054]|  0.0015931597066515|      0.03125000|[273, 0, 21, 84]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      22|[1.0785860605556594, -1.1630690667558046, -1.0917152190460189, -1.140899401051379, -1.1200967388816525, -1.127861975577632, -1.1078636953314958, -1.1605333916251461, -1.1113914710403663, -1.1188998879750054]|  0.0015931597066515|      0.01562500|[286, 0, 22, 88]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      23|[1.0811512661444076, -1.1610770530898569, -1.0994405670594205, -1.1443831810117548, -1.118142468074487, -1.1358272166847079, -1.1122987916398623, -1.1592724192538415, -1.118802890366808, -1.123180191095349]|  0.0005076366130010|      0.03125000|[299, 0, 23, 92]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      24|[1.0811512661444076, -1.1610770530898569, -1.0994405670594205, -1.1443831810117548, -1.118142468074487, -1.1358272166847079, -1.1122987916398623, -1.1592724192538415, -1.118802890366808, -1.123180191095349]|  0.0005076366130010|      0.01562500|[312, 0, 24, 96]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      25|[1.0850393286765785, -1.1707337919339844, -1.1070907837712822, -1.1475143918061999, -1.1231283626482202, -1.1413766858207703, -1.1134381883208104, -1.1567202187194394, -1.1198465424335204, -1.1248783602480974]|  0.0001611011510702|      0.03125000|[325, 0, 25, 100]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
