k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-3.4998934140877864, 1.0001025944965278, 5.78572335766e-05, -0.000458139785378, 1.6999649698209884, -0.0001702083096366, -0.0001064002391647, 4.39571778146e-05]|1558.0491126229487691|      0.00006104|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-3.4998934140877864, 1.0001025944965278, 5.78572335766e-05, -0.000458139785378, 1.6999649698209884, -0.0001702083096366, -0.0001064002391647, 4.39571778146e-05]|1558.0491126229487691|      0.00003052|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-3.4998837513012995, 1.0001027309710846, 3.4852344811e-05, -0.0004667391750559, 1.6999590241258833, -0.0001608902780573, -0.000111601994506, 5.32051416574e-05]|1422.7584552289258681|      0.00006104|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-3.4998837513012995, 1.0001027309710846, 3.4852344811e-05, -0.0004667391750559, 1.6999590241258833, -0.0001608902780573, -0.000111601994506, 5.32051416574e-05]|1422.7584552289258681|      0.00003052|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00006104|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00003052|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00001526|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00000763|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00000381|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-3.499893292676739, 1.0001115901603503, 4.63377258707e-05, -0.000456547157914, 1.6999556568547367, -0.0001386527664531, -0.0001089014868452, 5.67926372236e-05]|1155.7286464432709181|      0.00000191|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-3.4998932990182126, 1.0001115529510267, 4.63592661616e-05, -0.0004567674883898, 1.6999555669820117, -0.0001386350817932, -0.0001088201522239, 5.86827534586e-05]|1112.5835780392781089|      0.00000381|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[-3.4998932990182126, 1.0001115529510267, 4.63592661616e-05, -0.0004567674883898, 1.6999555669820117, -0.0001386350817932, -0.0001088201522239, 5.86827534586e-05]|1112.5835780392781089|      0.00000191|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[-3.4998932990182126, 1.0001115529510267, 4.63592661616e-05, -0.0004567674883898, 1.6999555669820117, -0.0001386350817932, -0.0001088201522239, 5.86827534586e-05]|1112.5835780392781089|      0.00000095|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[-3.499893292824267, 1.000111692580974, 4.62359968775e-05, -0.0004576402486051, 1.6999552986860136, -0.0001388303097611, -0.0001088422635152, 5.87324373955e-05]|1109.9629099679905266|      0.00000191|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[-3.499893292824267, 1.000111692580974, 4.62359968775e-05, -0.0004576402486051, 1.6999552986860136, -0.0001388303097611, -0.0001088422635152, 5.87324373955e-05]|1109.9629099679905266|      0.00000095|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-3.499893292824267, 1.000111692580974, 4.62359968775e-05, -0.0004576402486051, 1.6999552986860136, -0.0001388303097611, -0.0001088422635152, 5.87324373955e-05]|1109.9629099679905266|      0.00000048|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      36|[-3.499893430187692, 1.0001117552180268, 4.63452908131e-05, -0.0004580265079303, 1.6999553155949314, -0.0001390128065643, -0.0001087974199682, 5.86439038115e-05]|1108.8351161480143219|      0.00000095|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      37|[-3.499893430187692, 1.0001117552180268, 4.63452908131e-05, -0.0004580265079303, 1.6999553155949314, -0.0001390128065643, -0.0001087974199682, 5.86439038115e-05]|1108.8351161480143219|      0.00000048|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[-3.4998934646938737, 1.0001116642972905, 4.63780731082e-05, -0.0004584310005007, 1.699955233709846, -0.0001388974877085, -0.0001089403697923, 5.85308142794e-05]|1107.9188907897391800|      0.00000095|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[-3.4998934646938737, 1.0001116642972905, 4.63780731082e-05, -0.0004584310005007, 1.699955233709846, -0.0001388974877085, -0.0001089403697923, 5.85308142794e-05]|1107.9188907897391800|      0.00000048|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      40|[-3.499893696827067, 1.0001117500838137, 4.63794729966e-05, -0.0004586635471137, 1.6999552894395227, -0.0001388662078831, -0.0001088896100733, 5.88554492564e-05]|1107.2664027516304941|      0.00000095|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
