k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-2.12744625741e-05, 9.733381447e-06, 0.0100290694134734, 0.0003400419197859, 1.8503197737e-05, 0.097971002128464, 0.0001666909949576, 3.72191160559e-05]|  0.8092544351387627|      0.00000381|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-2.05520444196e-05, 9.962911547e-06, 0.0100290496219794, 0.0003413670208918, 2.14957143108e-05, 0.0979715192495686, 0.0001667459442134, 3.54883736066e-05]|  0.8025551283266732|      0.00000763|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-2.05520444196e-05, 9.962911547e-06, 0.0100290496219794, 0.0003413670208918, 2.14957143108e-05, 0.0979715192495686, 0.0001667459442134, 3.54883736066e-05]|  0.8025551283266732|      0.00000381|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-2.02782655227e-05, 9.5320854794e-06, 0.0100292267659139, 0.0003431654982483, 2.35382266466e-05, 0.0979714517152978, 0.0001665874089922, 3.81006326926e-05]|  0.7969677657323455|      0.00000763|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-2.02782655227e-05, 9.5320854794e-06, 0.0100292267659139, 0.0003431654982483, 2.35382266466e-05, 0.0979714517152978, 0.0001665874089922, 3.81006326926e-05]|  0.7969677657323455|      0.00000381|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-2.01705341256e-05, 9.6219358698e-06, 0.0100296053421064, 0.0003443101141227, 2.54958286485e-05, 0.0979715431459317, 0.000166631794346, 3.50615151512e-05]|  0.7930595290207423|      0.00000763|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[-2.01705341256e-05, 9.6219358698e-06, 0.0100296053421064, 0.0003443101141227, 2.54958286485e-05, 0.0979715431459317, 0.000166631794346, 3.50615151512e-05]|  0.7930595290207423|      0.00000381|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-2.00855449236e-05, 9.6897211227e-06, 0.0100297551512663, 0.000345226208306, 2.66223863614e-05, 0.0979715770739902, 0.0001667585103329, 3.8581754568e-05]|  0.7911342895113128|      0.00000763|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[-2.00855449236e-05, 9.6897211227e-06, 0.0100297551512663, 0.000345226208306, 2.66223863614e-05, 0.0979715770739902, 0.0001667585103329, 3.8581754568e-05]|  0.7911342895113128|      0.00000381|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[-2.01832389326e-05, 9.4900874712e-06, 0.0100297938681668, 0.0003467220721216, 2.79505072132e-05, 0.0979717069061757, 0.0001666281947625, 3.53466863431e-05]|  0.7865556818801337|      0.00000763|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-2.01832389326e-05, 9.4900874712e-06, 0.0100297938681668, 0.0003467220721216, 2.79505072132e-05, 0.0979717069061757, 0.0001666281947625, 3.53466863431e-05]|  0.7865556818801337|      0.00000381|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-2.01832389326e-05, 9.4900874712e-06, 0.0100297938681668, 0.0003467220721216, 2.79505072132e-05, 0.0979717069061757, 0.0001666281947625, 3.53466863431e-05]|  0.7865556818801337|      0.00000191|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-2.02231072791e-05, 9.3042025033e-06, 0.010029880735801, 0.0003479723679763, 2.86365968438e-05, 0.0979718906309803, 0.0001664413671689, 3.65680266134e-05]|  0.7831677651175272|      0.00000381|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-1.98558983247e-05, 8.6636845233e-06, 0.0100294729701853, 0.0003508012052949, 3.08429616563e-05, 0.0979725545268704, 0.0001671087509453, 3.68578741831e-05]|  0.7789480768981301|      0.00000763|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[-1.98558983247e-05, 8.6636845233e-06, 0.0100294729701853, 0.0003508012052949, 3.08429616563e-05, 0.0979725545268704, 0.0001671087509453, 3.68578741831e-05]|  0.7789480768981301|      0.00000381|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
